CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,ESTADO DOS,PROMEDIO_TRES,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_ASES,VECES_ASES,CREDITOS_ASES,NOTA_TOP,VECES_TOP,CREDITOS_TOP
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,36.77777778,41,2,3,33,1,3,36,1,3,41,1,2,41,1,3,37,1,3
4,17,17,0,6,6,0,1,1,35.83333333,30,2,3,38,2,3,30,2,3,34,1,2,32,2,3,35,1,3
0,17,5,12,3,2,4,2,3,0,13,1,3,0,0,3,0,0,3,39,1,2,0,0,3,30,1,3
1,17,8,9,4,3,3,2,3,29,32,1,3,0,0,3,0,0,3,32,1,2,27,2,3,33,1,3
2,17,0,17,2,0,6,2,3,3,0,0,3,2,2,3,0,2,3,0,0,2,0,0,3,0,0,3
0,17,5,12,3,2,4,2,3,0,12,1,3,0,0,3,0,0,3,38,1,2,0,0,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,37.77777778,34,1,3,33,1,3,30,1,3,40,1,2,41,1,3,46,1,3
0,17,17,0,6,6,0,1,1,36.61111111,30,1,3,37,1,3,31,1,3,45,1,2,35,1,3,32,1,3
3,17,17,0,6,6,0,2,3,34.66666667,31,3,3,30,1,3,33,3,3,37,1,2,37,3,3,35,1,3
1,17,17,0,6,6,0,1,1,41.83333333,33,1,3,31,1,3,35,1,3,45,2,2,31,1,3,36,1,3
1,17,17,0,6,6,0,1,1,36.33333333,32,1,3,30,1,3,35,2,3,37,1,2,36,1,3,38,1,3
2,17,17,0,6,6,0,1,1,36.27777778,32,1,3,38,1,3,32,2,3,37,1,2,34,2,3,37,1,3
2,17,17,0,6,6,0,2,3,33.05555556,30,3,3,31,1,3,41,3,3,38,1,2,35,1,3,34,1,3
0,17,0,17,5,0,6,2,3,14,12,1,3,0,0,3,13,1,3,11,1,2,10,1,3,13,1,3
0,17,0,17,1,0,6,2,3,22,0,0,3,0,0,3,0,0,3,0,0,2,2,1,3,0,0,3
0,17,0,17,5,0,6,2,3,15,13,1,3,0,0,3,15,1,3,9,1,2,10,1,3,13,1,3
0,17,17,0,6,6,0,1,1,36.16666667,33,1,3,35,1,3,34,1,3,38,1,2,30,1,3,46,1,3
0,17,0,17,4,0,6,2,3,24,8,1,3,0,0,3,0,0,3,18,1,2,6,1,3,9,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,6,11,4,2,4,2,3,11,34,1,3,0,0,3,0,0,3,23,1,2,25,1,3,32,1,3
0,17,2,15,1,1,5,2,3,24,0,0,3,0,0,3,0,0,3,33,1,2,0,0,3,0,0,3
3,17,17,0,6,6,0,2,3,31,45,3,3,30,2,3,30,2,3,34,1,2,30,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,34.66666667,30,1,3,34,1,3,32,1,3,35,1,2,37,1,3,38,2,3
2,17,11,6,5,4,2,1,1,13.33333333,31,1,3,0,0,3,15,1,3,35,1,2,39,2,3,35,2,3
1,17,17,0,6,6,0,2,3,35.16666667,30,1,3,30,1,3,30,1,3,38,1,2,32,3,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,36,32,1,3,35,1,3,31,2,3,40,1,2,34,1,3,35,1,3
0,17,0,17,4,0,6,2,3,6,20,1,3,0,0,3,0,0,3,25,1,2,8,1,3,19,1,3
2,17,17,0,6,6,0,1,1,32.88888889,38,2,3,31,1,3,31,2,3,37,1,2,30,1,3,32,1,3
0,17,2,15,2,1,5,2,3,0,0,0,3,0,0,3,0,0,3,47,1,2,0,0,3,6,1,3
0,17,0,17,3,0,6,2,3,0,4,1,3,0,0,3,0,0,3,0,1,2,0,0,3,0,1,3
1,17,17,0,6,6,0,1,1,38.72222222,37,1,3,32,1,3,32,1,3,38,1,2,41,2,3,35,1,3
2,17,17,0,6,6,0,1,1,31.22222222,32,1,3,36,2,3,30,1,3,30,1,2,34,2,3,33,1,3
1,17,17,0,6,6,0,1,1,32.55555556,32,1,3,33,1,3,35,2,3,31,1,2,30,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,37.77777778,36,1,3,36,1,3,35,1,3,35,1,2,30,2,3,36,1,3
1,17,17,0,6,6,0,1,1,27.58333333,36,1,3,32,1,3,37,1,3,43,1,2,42,2,3,40,1,3
2,17,8,9,4,3,3,2,3,28.16666667,35,2,3,0,0,3,0,0,3,32,1,2,25,2,3,39,1,3
2,17,17,0,6,6,0,1,1,34,30,1,3,36,1,3,32,2,3,37,1,2,36,2,3,34,1,3
1,17,17,0,6,6,0,1,1,36.94444444,32,1,3,33,1,3,31,2,3,37,1,2,37,1,3,34,1,3
4,17,17,0,6,6,0,2,3,33,30,3,3,30,2,3,30,3,3,35,1,2,35,3,3,34,1,3
2,17,17,0,6,6,0,1,1,38.33333333,34,2,3,31,1,3,32,2,3,39,1,2,32,1,3,38,1,3
3,17,17,0,6,6,0,2,3,35.33333333,33,2,3,32,2,3,33,3,3,36,1,2,30,1,3,30,1,3
0,17,0,17,1,0,6,2,3,2,0,0,3,0,0,3,0,0,3,0,0,2,28,1,3,0,0,3
1,17,17,0,6,6,0,1,1,36.11111111,38,1,3,30,1,3,32,2,3,37,1,2,38,1,3,38,1,3
1,17,17,0,6,6,0,1,1,36.61111111,39,1,3,30,1,3,37,2,3,37,1,2,41,1,3,44,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,39.33333333,35,1,3,38,1,3,34,1,3,43,1,2,30,1,3,41,1,3
0,17,17,0,6,6,0,1,1,37.11111111,30,1,3,38,1,3,35,1,3,36,1,2,37,1,3,34,1,3
0,17,0,17,2,0,6,2,3,7,4,1,3,0,0,3,0,0,3,0,0,2,0,0,3,10,1,3
2,17,17,0,6,6,0,1,1,32.33333333,39,1,3,30,1,3,32,2,3,44,1,2,44,2,3,31,1,3
2,17,17,0,6,6,0,1,1,36.61111111,38,1,3,30,1,3,37,2,3,38,1,2,35,2,3,32,1,3
0,17,2,15,4,1,5,2,3,19,9,1,3,0,0,3,0,0,3,37,1,2,10,1,3,18,1,3
0,17,17,0,6,6,0,1,1,38.72222222,37,1,3,32,1,3,32,1,3,37,1,2,30,1,3,43,1,3
0,17,17,0,6,6,0,1,1,34.27777778,34,1,3,34,1,3,30,1,3,34,1,2,35,1,3,40,1,3
0,17,17,0,6,6,0,1,1,35.83333333,32,1,3,30,1,3,33,1,3,38,1,2,40,1,3,34,1,3
1,17,17,0,6,6,0,1,1,39.94444444,34,2,3,34,1,3,32,1,3,35,1,2,40,1,3,39,1,3
1,17,17,0,6,6,0,1,1,37.61111111,33,1,3,30,1,3,34,2,3,37,1,2,40,1,3,37,1,3
1,17,17,0,6,6,0,1,1,35.27777778,30,1,3,37,1,3,30,2,3,47,1,2,33,1,3,36,1,3
1,17,2,15,4,1,5,2,3,30,0,1,3,0,0,3,0,0,3,38,1,2,10,2,3,24,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,5,12,2,2,4,2,3,32,0,0,3,30,1,3,0,0,3,38,1,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,37.11111111,33,1,3,31,1,3,36,2,3,42,1,2,37,1,3,38,1,3
0,17,5,12,3,2,4,2,3,31,13,1,3,0,0,3,0,0,3,37,1,2,0,0,3,39,1,3
0,17,5,12,3,2,4,2,3,0,17,1,3,0,0,3,0,0,3,38,1,2,0,0,3,35,1,3
1,17,11,6,5,4,2,2,3,33.83333333,30,2,3,0,0,3,18,1,3,32,1,2,33,1,3,30,1,3
2,17,17,0,6,6,0,1,1,34.27777778,31,1,3,40,1,3,30,2,3,40,1,2,44,2,3,39,1,3
1,17,0,17,1,0,6,2,3,12,0,0,3,0,0,3,0,0,3,12,2,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,39.16666667,30,1,3,36,1,3,32,1,3,40,1,2,34,1,3,39,1,3
2,17,17,0,6,6,0,2,3,35.5,40,1,3,30,2,3,37,1,3,39,1,2,41,3,3,36,1,3
0,17,17,0,6,6,0,1,1,38.83333333,32,1,3,35,1,3,33,1,3,35,1,2,38,1,3,39,1,3
2,17,0,17,3,0,6,2,3,9,3,1,3,0,0,3,0,0,3,19,2,2,0,0,3,18,2,3
0,17,0,17,3,0,6,2,3,0,5,1,3,0,0,3,0,0,3,0,1,2,0,1,3,0,0,3
0,17,17,0,6,6,0,1,1,45.83333333,41,1,3,34,1,3,37,1,3,38,1,2,32,1,3,41,1,3
4,17,17,0,6,6,0,2,3,33.66666667,33,3,3,32,2,3,37,2,3,42,1,2,30,2,3,32,1,3
0,17,17,0,6,6,0,1,1,35.66666667,30,1,3,36,1,3,38,1,3,35,1,2,37,1,3,38,1,3
1,17,17,0,6,6,0,1,1,37.72222222,37,2,3,33,1,3,32,1,3,38,1,2,40,1,3,36,1,3
0,17,17,0,6,6,0,1,1,36.16666667,31,1,3,36,1,3,33,1,3,33,1,2,38,1,3,40,1,3
4,17,11,6,6,4,2,2,3,33.66666667,33,2,3,28,3,3,9,2,3,42,1,2,34,1,3,37,2,3
1,17,2,15,1,1,5,2,3,37,0,0,3,0,0,3,0,0,3,33,2,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,34.5,30,1,3,32,1,3,32,1,3,34,1,2,32,1,3,32,2,3
1,17,3,14,5,1,5,2,3,32,6,1,3,30,1,3,0,1,3,7,1,2,24,3,3,0,0,3
0,17,17,0,6,6,0,1,1,34.11111111,31,1,3,32,1,3,30,1,3,32,1,2,30,1,3,40,1,3
1,17,0,17,1,0,6,2,3,18,0,0,3,0,0,3,0,0,3,0,0,2,10,2,3,0,0,3
1,17,17,0,6,6,0,1,1,34.77777778,35,1,3,30,1,3,36,2,3,33,1,2,32,1,3,37,1,3
2,17,17,0,6,6,0,2,3,32.38888889,30,1,3,32,1,3,31,3,3,39,1,2,38,2,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,35.5,30,1,3,31,1,3,30,2,3,35,1,2,32,1,3,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,33.66666667,37,2,3,30,1,3,30,1,3,37,1,2,30,1,3,33,1,3
0,17,17,0,6,6,0,1,1,37.83333333,39,1,3,31,1,3,31,1,3,32,1,2,34,1,3,42,1,3
3,17,17,0,6,6,0,2,3,35.66666667,44,2,3,33,2,3,32,3,3,33,1,2,41,1,3,32,1,3
1,17,17,0,6,6,0,1,1,35.83333333,33,1,3,31,1,3,35,2,3,44,1,2,30,1,3,30,1,3
1,17,0,17,1,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,10,2,3,0,0,3
2,17,17,0,6,6,0,1,1,33.33333333,34,2,3,30,1,3,38,2,3,44,1,2,31,1,3,36,1,3
2,17,5,12,6,2,4,2,3,30,13,1,3,19,2,3,5,1,3,42,1,2,30,1,3,20,2,3
3,17,3,14,4,1,5,2,3,26.33333333,16,2,3,20,2,3,14,3,3,0,0,2,0,0,3,30,1,3
3,17,17,0,6,6,0,2,3,29.73333333,40,1,3,30,2,3,32,2,3,36,1,2,34,1,3,37,3,3
2,17,17,0,6,6,0,2,3,37.22222222,30,3,3,30,1,3,30,2,3,40,1,2,30,1,3,36,1,3
0,17,3,14,4,1,5,2,3,0,3,1,3,21,1,3,15,1,3,0,0,2,35,1,3,0,0,3
0,17,0,17,1,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,15,1,3,0,0,3
2,17,17,0,6,6,0,2,3,35,44,2,3,30,1,3,30,1,3,41,1,2,37,3,3,35,1,3
4,17,17,0,6,6,0,1,1,37.16666667,30,2,3,30,2,3,30,2,3,45,1,2,30,1,3,33,2,3
2,17,3,14,4,1,5,2,3,25,8,2,3,0,0,3,0,0,3,0,1,2,29,2,3,34,1,3
1,17,17,0,6,6,0,1,1,41.16666667,33,1,3,30,1,3,35,2,3,40,1,2,30,1,3,32,1,3
2,17,17,0,6,6,0,1,1,36.77777778,39,2,3,40,1,3,37,2,3,44,1,2,30,1,3,34,1,3
1,17,14,3,6,5,1,1,1,32.4,30,1,3,27,2,3,32,1,3,36,1,2,33,1,3,33,1,3
3,17,17,0,6,6,0,2,3,34.88888889,30,3,3,32,1,3,31,3,3,35,1,2,35,3,3,34,1,3
1,17,9,8,3,3,3,2,3,36,34,1,3,0,0,3,0,0,3,0,0,2,33,2,3,32,1,3
1,17,17,0,6,6,0,1,1,36,35,1,3,30,1,3,32,2,3,42,1,2,36,1,3,36,1,3
2,17,17,0,6,6,0,1,1,35.16666667,30,2,3,30,1,3,34,2,3,44,1,2,33,1,3,35,1,3
1,17,14,3,6,5,1,2,3,35.5,30,1,3,21,1,3,31,3,3,31,1,2,31,1,3,37,1,3
2,17,17,0,6,6,0,2,3,34.77777778,44,2,3,30,1,3,31,1,3,33,1,2,41,3,3,33,1,3
2,17,14,3,6,5,1,2,3,30.66666667,28,3,3,40,1,3,30,1,3,33,1,2,31,2,3,35,1,3
1,17,17,0,6,6,0,1,1,37.94444444,34,1,3,36,1,3,37,2,3,39,1,2,30,1,3,31,1,3
3,17,11,6,6,4,2,2,3,31.4,28,2,3,33,1,3,15,2,3,42,1,2,33,3,3,38,1,3
1,17,17,0,6,6,0,1,1,34.72222222,30,1,3,30,1,3,32,2,3,40,1,2,32,1,3,35,1,3
1,17,17,0,6,6,0,1,1,35.61111111,36,1,3,30,1,3,33,2,3,36,1,2,32,1,3,35,1,3
1,17,0,17,1,0,6,2,3,21,0,0,3,0,0,3,0,0,3,0,0,2,24,2,3,0,0,3
1,17,17,0,6,6,0,1,1,37.61111111,39,1,3,36,1,3,36,2,3,37,1,2,32,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,37.77777778,30,1,3,50,1,3,49,2,3,45,1,2,40,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,35.33333333,30,1,3,35,1,3,33,1,3,37,1,2,38,1,3,42,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,38.11111111,31,1,3,35,1,3,30,2,3,40,1,2,42,1,3,42,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,36.22222222,50,2,3,40,1,3,34,1,3,36,1,2,46,1,3,41,1,3
2,17,2,15,5,1,5,2,3,35,25,2,3,0,0,3,10,1,3,31,1,2,2,1,3,29,2,3
1,17,17,0,6,6,0,1,1,37.77777778,36,1,3,47,1,3,31,2,3,37,1,2,37,1,3,35,1,3
2,17,17,0,6,6,0,2,3,35.5,31,1,3,32,1,3,30,2,3,30,1,2,32,1,3,37,3,3
1,17,17,0,6,6,0,2,3,32.83333333,30,1,3,36,1,3,33,3,3,42,1,2,35,1,3,36,1,3
0,17,11,6,4,4,2,1,1,37,30,1,3,0,0,3,0,0,3,42,1,2,30,1,3,32,1,3
0,17,17,0,6,6,0,1,1,46.55555556,45,1,3,43,1,3,42,1,3,38,1,2,43,1,3,44,1,3
2,17,17,0,6,6,0,1,1,33.83333333,30,1,3,34,1,3,31,2,3,37,1,2,35,2,3,35,1,3
1,17,17,0,6,6,0,1,1,34.11111111,33,1,3,30,2,3,30,1,3,34,1,2,43,1,3,30,1,3
2,17,17,0,6,6,0,1,1,35.83333333,34,1,3,41,1,3,31,1,3,33,1,2,41,2,3,31,2,3
1,17,17,0,6,6,0,1,1,34.05555556,31,2,3,40,1,3,30,1,3,30,1,2,30,1,3,36,1,3
2,17,17,0,6,6,0,1,1,35.44444444,50,2,3,36,1,3,37,2,3,42,1,2,44,1,3,41,1,3
1,17,14,3,6,5,1,1,1,36.125,34,1,3,37,1,3,4,1,3,45,1,2,40,2,3,38,1,3
1,17,17,0,6,6,0,1,1,40.33333333,31,1,3,36,2,3,33,1,3,39,1,2,39,1,3,40,1,3
2,17,17,0,6,6,0,2,3,36.77777778,31,2,3,36,3,3,31,1,3,32,1,2,31,1,3,33,1,3
0,17,17,0,6,6,0,1,1,36.72222222,36,1,3,33,1,3,33,1,3,34,1,2,30,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,6,11,3,2,4,2,3,33,24,2,3,0,0,3,0,0,3,0,0,2,33,2,3,34,1,3
1,17,17,0,6,6,0,1,1,42.38888889,33,1,3,44,2,3,31,1,3,44,1,2,43,1,3,40,1,3
1,17,17,0,6,6,0,2,3,36.33333333,30,1,3,30,1,3,39,3,3,34,1,2,37,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,2,15,3,1,5,2,3,0,23,1,3,0,0,3,0,0,3,39,1,2,0,0,3,29,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,35.33333333,36,1,3,40,1,3,30,1,3,40,1,2,30,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,8,9,3,3,3,2,3,30,0,0,3,30,1,3,0,0,3,35,1,2,0,0,3,33,1,3
0,17,17,0,6,6,0,1,1,38.72222222,33,1,3,35,1,3,30,1,3,35,1,2,31,1,3,37,1,3
1,17,17,0,6,6,0,1,1,40.38888889,45,1,3,38,1,3,31,1,3,36,1,2,34,1,3,35,2,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,0,17,3,0,6,2,3,0,8,1,3,0,0,3,0,0,3,0,0,2,10,1,3,13,1,3
0,17,17,0,6,6,0,1,1,46,37,1,3,39,1,3,47,1,3,44,1,2,43,1,3,38,1,3
0,17,17,0,6,6,0,1,1,40.11111111,40,1,3,30,1,3,38,1,3,36,1,2,40,1,3,44,1,3
1,17,11,6,4,4,2,1,1,31,33,1,3,0,0,3,0,0,3,31,1,2,30,2,3,32,1,3
3,17,17,0,6,6,0,2,3,34,42,2,3,34,3,3,31,1,3,35,1,2,37,2,3,31,1,3
1,17,14,3,6,5,1,1,1,35.55555556,30,1,3,30,1,3,23,2,3,38,1,2,33,1,3,32,1,3
0,17,0,17,4,0,6,2,3,0,0,0,3,14,1,3,9,1,3,0,0,2,8,1,3,7,1,3
1,17,17,0,6,6,0,1,1,36.11111111,40,1,3,37,1,3,34,1,3,38,1,2,34,1,3,38,2,3
3,17,17,0,6,6,0,1,1,39.94444444,34,2,3,40,2,3,30,2,3,33,1,2,40,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,38.27777778,30,1,3,38,1,3,30,1,3,33,1,2,30,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,34.72222222,34,1,3,34,1,3,36,1,3,33,1,2,32,1,3,36,1,3
2,17,14,3,6,5,1,1,1,36,41,1,3,30,1,3,8,1,3,42,2,2,37,2,3,39,1,3
0,17,5,12,3,2,4,2,3,33,0,0,3,0,0,3,0,0,3,31,1,2,10,1,3,33,1,3
0,17,17,0,6,6,0,1,1,39.55555556,30,1,3,42,1,3,30,1,3,33,1,2,40,1,3,33,1,3
0,17,11,6,4,4,2,1,1,26.75,38,1,3,0,0,3,0,0,3,31,1,2,32,1,3,30,1,3
0,17,17,0,6,6,0,1,1,38.94444444,41,1,3,43,1,3,38,1,3,36,1,2,37,1,3,44,1,3
0,17,17,0,6,6,0,1,1,50,41,1,3,36,1,3,30,1,3,42,1,2,30,1,3,30,1,3
0,17,11,6,6,4,2,1,1,34.22222222,39,1,3,26,1,3,26,1,3,39,1,2,32,1,3,42,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
3,17,17,0,6,6,0,1,1,33.11111111,32,2,3,32,1,3,32,1,3,34,1,2,37,2,3,31,2,3
1,17,17,0,6,6,0,1,1,39.22222222,38,1,3,40,1,3,34,2,3,44,1,2,32,1,3,43,1,3
0,17,0,17,2,0,6,2,3,0,6,1,3,0,0,3,0,0,3,13,1,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,36.44444444,42,2,3,30,1,3,34,2,3,38,1,2,30,1,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,8,9,4,3,3,2,3,0,30,1,3,0,0,3,0,0,3,37,1,2,21,1,3,33,1,3
0,17,5,12,3,2,4,2,3,0,0,0,3,0,0,3,0,0,3,38,1,2,18,1,3,35,1,3
1,17,3,14,2,1,5,2,3,9,0,0,3,0,0,3,0,0,3,0,0,2,10,1,3,30,2,3
2,17,11,6,5,4,2,1,1,31.11111111,39,2,3,0,0,3,14,1,3,30,1,2,44,2,3,31,1,3
1,17,17,0,6,6,0,1,1,34.44444444,44,1,3,38,1,3,38,2,3,33,1,2,32,1,3,36,1,3
3,17,17,0,6,6,0,2,3,33.55555556,31,2,3,35,1,3,36,3,3,31,1,2,38,2,3,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,17,17,0,6,6,0,1,1,43.88888889,42,1,3,37,1,3,39,1,3,37,1,2,39,1,3,35,1,3
1,17,17,0,6,6,0,1,1,38.22222222,38,1,3,40,1,3,30,2,3,37,1,2,35,1,3,31,1,3
2,17,0,17,2,0,6,2,3,0,4,2,3,0,0,3,0,0,3,0,0,2,0,0,3,13,2,3
3,17,17,0,6,6,0,1,1,33.94444444,39,1,3,42,2,3,33,2,3,43,1,2,32,2,3,30,1,3
0,17,17,0,6,6,0,1,1,40.88888889,36,1,3,34,1,3,30,1,3,39,1,2,38,1,3,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,37.55555556,31,1,3,30,2,3,30,2,3,39,1,2,36,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,36.5,41,2,3,43,1,3,32,1,3,37,1,2,38,1,3,38,1,3
0,17,3,14,2,1,5,2,3,26,17,1,3,0,0,3,0,0,3,0,0,2,0,0,3,30,1,3
0,17,17,0,6,6,0,1,1,39.55555556,37,1,3,34,1,3,30,1,3,40,1,2,39,1,3,39,1,3
1,17,17,0,6,6,0,1,1,38.16666667,38,2,3,39,1,3,32,1,3,38,1,2,35,1,3,36,1,3
2,17,17,0,6,6,0,1,1,35.88888889,31,1,3,46,2,3,30,2,3,32,1,2,31,1,3,37,1,3
0,17,0,17,2,0,6,2,3,0,4,1,3,0,0,3,0,0,3,0,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
2,17,17,0,6,6,0,1,1,25.94117647,31,1,3,34,1,3,31,1,3,43,2,2,35,1,3,33,2,3
0,17,17,0,6,6,0,1,1,36.5,32,1,3,36,1,3,31,1,3,35,1,2,42,1,3,39,1,3
0,17,17,0,6,6,0,1,1,38.44444444,35,1,3,35,1,3,36,1,3,35,1,2,46,1,3,37,1,3
1,17,17,0,6,6,0,1,1,35.44444444,47,2,3,34,1,3,35,1,3,40,1,2,30,1,3,32,1,3
2,17,17,0,6,6,0,1,1,37.55555556,30,1,3,31,2,3,30,2,3,42,1,2,36,1,3,35,1,3
0,17,17,0,6,6,0,1,1,34.05555556,32,1,3,31,1,3,31,1,3,35,1,2,38,1,3,36,1,3
2,17,17,0,6,6,0,1,1,32.61111111,36,2,3,36,1,3,30,1,3,30,1,2,30,1,3,30,2,3
2,17,17,0,6,6,0,1,1,37.22222222,34,2,3,31,1,3,30,2,3,36,1,2,40,1,3,30,1,3
0,17,17,0,6,6,0,1,1,37.61111111,39,1,3,34,1,3,33,1,3,35,1,2,42,1,3,35,1,3
0,17,0,17,1,0,6,2,3,0,0,0,3,0,0,3,0,0,3,0,0,2,22,1,3,0,0,3
1,17,15,2,6,5,1,1,1,34.94444444,43,1,3,33,1,3,31,1,3,23,2,2,33,1,3,38,1,3
3,17,17,0,6,6,0,2,3,26.88888889,42,1,3,36,2,3,35,3,3,30,1,2,31,2,3,33,1,3
0,17,17,0,6,6,0,1,1,35.77777778,32,1,3,33,1,3,30,1,3,43,1,2,37,1,3,36,1,3
1,17,17,0,6,6,0,1,1,34.83333333,34,1,3,40,1,3,39,2,3,40,1,2,33,1,3,40,1,3
3,17,17,0,6,6,0,1,1,37.22222222,35,2,3,35,2,3,31,1,3,37,1,2,35,2,3,31,1,3
0,17,2,15,5,1,5,2,3,27,15,1,3,11,1,3,0,0,3,42,1,2,13,1,3,25,1,3
5,17,17,0,6,6,0,2,3,38.11111111,33,3,3,35,1,3,30,2,3,35,2,2,36,2,3,31,2,3
4,17,17,0,6,6,0,1,1,32.55555556,37,2,3,36,1,3,30,2,3,35,1,2,38,2,3,34,2,3
0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3
1,17,17,0,6,6,0,1,1,34.66666667,31,1,3,34,1,3,32,2,3,36,1,2,30,1,3,30,1,3
2,17,5,12,6,2,4,2,3,15,10,2,3,9,1,3,2,1,3,31,1,2,10,2,3,33,1,3
