CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,ESTADO DOS,PROMEDIO_TRES,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_MULTI,VECES_MULTI,CREDITOS_MULTI,NOTA_ECUA,VECES_ECUA,CREDITOS_ECUA,NOTA_FOTO,VECES_FOTO,CREDITOS_FOTO,NOTA_SUELOS,VECES_SUELOS,CREDITOS_SUELOS
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,36.94444444,35,1,1,38,2,3,40,1,3,30,1,3,37,1,3,45,1,2,35,1,3
6,17,17,0,6,6,0,2,3,29.55555556,5,3,1,31,1,3,0,0,3,0,0,3,0,0,3,30,1,2,36,2,3
4,17,17,0,6,6,0,2,3,35,47,1,1,39,1,3,31,1,3,32,3,3,33,1,3,35,2,2,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,37.11111111,40,1,1,39,1,3,35,1,3,35,1,3,42,1,3,35,1,2,35,1,3
2,17,15,2,5,5,1,2,3,21.90909091,0,0,1,0,0,3,3,1,3,25,1,3,0,0,3,23,1,2,37,3,3
1,17,17,0,6,6,0,1,1,33.38888889,40,1,1,30,1,3,36,1,3,33,2,3,36,1,3,33,1,2,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,35.38888889,45,1,1,43,1,3,32,1,3,39,2,3,30,1,3,35,1,2,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,1,1,36.61111111,45,1,1,33,1,3,37,1,3,31,1,3,30,1,3,40,1,2,47,1,3
0,17,17,0,6,6,0,1,1,34.83333333,40,1,1,35,1,3,38,1,3,31,3,3,30,1,3,40,1,2,35,1,3
4,17,17,0,6,6,0,2,3,34.05555556,39,1,1,35,1,3,35,1,3,30,1,3,31,1,3,44,2,2,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,35.27777778,45,1,1,35,1,3,30,1,3,34,1,3,41,1,3,40,1,2,30,1,3
2,17,17,0,6,6,0,1,1,37.11111111,40,1,1,45,1,3,36,1,3,31,2,3,39,1,3,35,1,2,35,1,3
3,17,17,0,6,6,0,2,3,38.16666667,38,2,1,50,1,3,38,1,3,39,1,3,32,2,3,38,1,2,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,37.72222222,45,1,1,50,1,3,40,1,3,33,1,3,30,1,3,35,1,2,35,1,3
5,17,11,6,6,4,2,2,3,32.16666667,28,1,1,0,0,3,0,0,3,0,0,3,0,0,3,30,2,2,35,1,3
0,17,17,0,6,6,0,1,1,34.38888889,40,1,1,50,1,3,30,2,3,33,3,3,30,1,3,30,1,2,30,1,3
2,17,17,0,6,6,0,2,3,33.72222222,31,3,1,39,2,3,30,2,3,33,2,3,33,2,3,39,3,2,31,2,3
0,17,5,12,6,2,4,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
5,17,6,11,5,2,4,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,35.72222222,35,1,1,30,1,3,39,2,3,34,1,3,36,1,3,43,1,2,35,1,3
0,17,17,0,6,6,0,1,1,39.44444444,45,1,1,45,1,3,40,1,3,30,1,3,40,1,3,40,1,2,40,1,3
0,17,17,0,6,6,0,1,1,33.83333333,35,1,1,43,1,3,30,1,3,30,1,3,30,1,3,35,1,2,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
4,17,8,9,6,3,3,2,3,26.5,0,0,1,40,1,3,0,0,3,0,0,3,0,0,3,1,1,2,30,1,3
1,17,17,0,6,6,0,1,1,36,37,1,1,50,1,3,36,1,3,33,1,3,30,2,3,31,1,2,34,1,3
1,17,11,6,6,4,2,1,1,18.75,30,1,1,0,0,3,0,0,3,15,1,3,0,0,3,0,0,2,0,0,3
3,17,11,6,6,4,2,2,3,32.83333333,34,1,1,0,0,3,0,0,3,0,0,3,0,0,3,35,1,2,31,2,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,33.16666667,35,1,1,35,1,3,33,1,3,30,2,3,32,1,3,41,1,2,30,1,3
0,17,17,0,6,6,0,1,1,34.16666667,40,1,1,35,1,3,30,1,3,30,1,3,35,1,3,40,1,2,35,1,3
1,17,17,0,6,6,0,1,1,38.88888889,30,1,1,50,1,3,40,1,3,36,1,3,39,1,3,35,1,2,35,1,3
1,17,8,9,6,3,3,2,3,14.83333333,2,1,1,0,0,3,0,0,3,0,0,3,0,0,3,15,1,2,19,1,3
1,17,17,0,6,6,0,2,3,24.16666667,20,2,1,14,1,3,30,1,3,30,1,3,31,2,3,35,1,2,10,1,3
3,17,17,0,6,6,0,2,3,32.77777778,45,1,1,30,2,3,33,1,3,32,2,3,31,1,3,31,1,2,35,1,3
1,17,17,0,6,6,0,1,1,35.38888889,36,1,1,38,1,3,31,1,3,38,3,3,32,1,3,38,1,2,36,1,3
1,17,0,17,3,0,6,2,3,14,14,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,3,14,3,1,5,2,3,17.2,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,19,3,2,16,3,3
4,17,14,3,6,5,1,2,3,35.55555556,42,1,1,30,2,3,0,0,3,0,0,3,0,0,3,40,3,2,36,3,3
2,17,3,14,5,1,5,2,3,32,32,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,34.11111111,47,1,1,43,1,3,32,1,3,32,2,3,32,1,3,30,1,2,30,1,3
1,17,11,6,6,4,2,2,3,28.28571429,36,2,1,24,1,3,0,0,3,0,0,3,0,0,3,0,0,2,30,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
4,17,17,0,6,6,0,2,3,34.55555556,30,1,1,38,1,3,36,1,3,33,1,3,30,1,3,44,2,2,31,1,3
4,17,14,3,6,5,1,2,3,33.75,18,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,39,1,3
1,17,17,0,6,6,0,1,1,36.27777778,36,2,1,43,1,3,33,2,3,32,1,3,40,1,3,37,1,2,33,1,3
0,17,17,0,6,6,0,1,1,35.94444444,40,1,1,31,1,3,34,1,3,43,2,3,36,1,3,41,2,2,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,33.5,38,1,1,42,1,3,31,1,3,30,1,3,32,2,3,35,1,2,30,1,3
2,17,17,0,6,6,0,2,3,35.16666667,30,1,1,45,1,3,40,2,3,37,1,3,30,1,3,33,1,2,27,1,3
3,17,17,0,6,6,0,2,3,36.22222222,38,1,1,44,1,3,30,2,3,34,1,3,40,1,3,37,1,2,32,1,3
0,17,17,0,6,6,0,1,1,38.5,47,1,1,42,1,3,36,1,3,33,1,3,44,1,3,38,1,2,35,1,3
2,17,9,8,5,3,3,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,1,3
2,17,2,15,3,1,5,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,33,30,1,1,41,1,3,28,3,3,26,3,3,36,1,3,36,1,2,33,1,3
3,17,17,0,6,6,0,2,3,36.33333333,38,1,1,45,1,3,30,1,3,33,1,3,37,2,3,35,1,2,37,1,3
2,17,17,0,6,6,0,1,1,38.66666667,48,1,1,45,1,3,38,1,3,39,2,3,35,1,3,36,1,2,35,1,3
3,17,17,0,6,6,0,2,3,33.88888889,37,2,1,31,1,3,30,4,3,32,1,3,31,2,3,39,1,2,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,5,12,4,2,4,2,3,29.16666667,31,1,1,0,0,3,0,0,3,0,0,3,0,0,3,24,1,2,32,1,3
1,17,17,0,6,6,0,1,1,36.05555556,41,1,1,34,1,3,41,1,3,30,2,3,38,1,3,40,1,2,33,1,3
2,17,17,0,6,6,0,1,1,36.72222222,47,2,1,40,1,3,30,1,3,36,3,3,30,1,3,37,1,2,44,2,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,33.22222222,38,1,1,30,1,3,32,1,3,31,1,3,36,1,3,40,1,2,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,2,3,34.5,33,1,1,43,1,3,33,1,3,31,3,3,30,1,3,30,1,2,39,1,3
3,17,17,0,6,6,0,2,3,32.44444444,40,1,1,31,1,3,38,1,3,30,1,3,31,1,3,32,1,2,30,1,3
0,17,2,15,2,1,5,2,3,20,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,20,1,3
2,17,14,3,6,5,1,2,3,34.77777778,34,1,1,43,1,3,0,0,3,0,0,3,0,0,3,30,1,2,30,1,3
3,17,17,0,6,6,0,2,3,36.22222222,33,1,1,40,2,3,33,1,3,33,2,3,32,1,3,35,1,2,45,1,3
0,17,17,0,6,6,0,1,1,36.27777778,46,1,1,47,1,3,30,1,3,35,1,3,34,1,3,38,1,2,31,1,3
3,17,17,0,6,6,0,2,3,35,33,1,1,42,1,3,30,1,3,30,1,3,40,2,3,33,2,2,35,1,3
0,17,17,0,6,6,0,1,1,35.38888889,30,1,1,45,1,3,34,1,3,31,1,3,36,2,3,32,1,2,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,37.66666667,40,1,1,41,1,3,34,1,3,39,1,3,39,1,3,40,1,2,33,1,3
1,17,17,0,6,6,0,1,1,35.27777778,40,1,1,35,1,3,41,1,3,32,2,3,38,1,3,32,1,2,31,1,3
2,17,17,0,6,6,0,2,3,36.66666667,30,1,1,45,1,3,35,1,3,34,1,3,32,2,3,45,1,2,34,1,3
3,17,17,0,6,6,0,2,3,34,35,1,1,35,1,3,31,2,3,30,1,3,37,2,3,32,1,2,38,1,3
0,17,17,0,6,6,0,1,1,37.5,40,1,1,48,1,3,31,1,3,39,3,3,33,1,3,40,1,2,34,1,3
2,17,17,0,6,6,0,1,1,37.88888889,40,1,1,42,1,3,34,1,3,36,3,3,34,1,3,36,1,2,44,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
5,17,17,0,6,6,0,2,3,30.44444444,31,3,1,39,1,3,30,2,3,30,3,3,19,3,3,32,1,2,33,1,3
1,17,17,0,6,6,0,2,3,36.83333333,40,1,1,44,1,3,32,1,3,36,2,3,36,1,3,40,1,2,33,1,3
3,17,17,0,6,6,0,2,3,32.55555556,35,1,1,31,1,3,31,1,3,30,3,3,30,3,3,31,1,2,41,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,1,1,32.88888889,35,1,1,33,1,3,30,1,3,36,2,3,31,1,3,37,2,2,31,1,3
0,17,15,2,5,5,1,1,1,17.33333333,34,1,1,40,1,3,14,1,3,6,1,3,0,0,3,20,3,2,2,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,2,15,4,1,5,2,3,30,30,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,30,1,3
0,17,17,0,6,6,0,1,1,34.11111111,30,1,1,50,1,3,31,1,3,32,2,3,30,2,3,31,1,2,31,1,3
2,17,17,0,6,6,0,1,1,36.05555556,46,1,1,37,1,3,45,1,3,33,1,3,31,1,3,36,1,2,31,1,3
4,17,3,14,5,1,5,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,33.88888889,34,1,1,36,3,3,31,2,3,30,1,3,37,1,3,30,1,2,38,1,3
1,17,11,6,4,4,2,1,1,35,35,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,31.55555556,34,1,1,32,1,3,34,1,3,27,3,3,30,1,3,30,1,2,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,2,15,4,1,5,2,3,11,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,11,1,3
0,17,17,0,6,6,0,1,1,35.44444444,34,3,1,48,1,3,35,2,3,30,3,3,30,2,3,38,1,2,33,1,3
1,17,17,0,6,6,0,1,1,34.61111111,43,1,1,37,1,3,33,1,3,32,2,3,31,1,3,41,1,2,33,1,3
3,17,8,9,6,3,3,2,3,31.2,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,33,1,2,30,1,3
3,17,17,0,6,6,0,1,1,38.55555556,43,1,1,45,1,3,38,1,3,33,1,3,40,1,3,36,1,2,37,1,3
1,17,17,0,6,6,0,2,3,33.38888889,37,1,1,40,1,3,34,2,3,30,1,3,30,1,3,36,2,2,30,1,3
2,17,17,0,6,6,0,2,3,36.38888889,38,1,1,39,1,3,33,1,3,33,1,3,41,1,3,37,1,2,35,1,3
2,17,17,0,6,6,0,1,1,35.5,45,1,1,43,1,3,35,1,3,33,4,3,32,1,3,33,1,2,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,31.22222222,40,1,1,34,1,3,30,1,3,30,1,3,30,1,3,30,1,2,30,1,3
0,17,17,0,6,6,0,1,1,36,40,1,1,45,1,3,31,1,3,33,2,3,33,1,3,43,1,2,32,1,3
1,17,17,0,6,6,0,1,1,33.66666667,31,2,1,34,1,3,35,1,3,31,1,3,33,1,3,40,1,2,32,1,3
0,17,0,17,3,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,32.77777778,34,1,1,40,1,3,30,3,3,32,3,3,30,1,3,32,1,2,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,35.27777778,40,1,1,34,1,3,38,1,3,34,1,3,33,1,3,35,2,2,36,1,3
1,17,17,0,6,6,0,1,1,37.55555556,34,2,1,44,2,3,39,2,3,38,1,3,34,2,3,33,2,2,37,2,3
2,17,17,0,6,6,0,1,1,34.33333333,39,1,1,42,1,3,30,1,3,36,3,3,32,1,3,30,1,2,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,2,15,3,1,5,2,3,30,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,30,1,3
1,17,17,0,6,6,0,1,1,33.38888889,40,1,1,33,1,3,32,1,3,32,3,3,38,2,3,33,1,2,30,1,3
2,17,3,14,4,1,5,2,3,31.25,35,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,30,1,3
1,17,5,12,2,2,4,2,3,11.33333333,18,2,1,0,0,3,0,0,3,0,0,3,0,0,3,8,2,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,34.05555556,37,1,1,34,1,3,33,1,3,30,1,3,40,2,3,36,1,2,31,1,3
3,17,17,0,6,6,0,2,3,35.27777778,32,1,1,45,1,3,40,1,3,30,1,3,31,1,3,36,1,2,31,1,3
1,17,0,17,1,0,6,2,3,20.75,2,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,27,2,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,0,17,5,0,6,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,3,2,4,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
5,17,17,0,6,6,0,2,3,35.33333333,34,1,1,42,1,3,30,1,3,30,1,3,35,1,3,37,2,2,39,1,3
3,17,14,3,6,5,1,2,3,31,30,2,1,0,0,3,0,0,3,0,0,3,0,0,3,30,1,2,32,1,3
0,17,2,15,5,1,5,2,3,30.5,38,2,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,28,3,3
2,17,5,12,4,2,4,2,3,11,17,3,1,0,0,3,0,0,3,0,0,3,0,0,3,8,2,2,0,0,3
2,17,8,9,4,3,3,2,3,11,0,0,1,17,2,3,0,0,3,0,0,3,0,0,3,2,2,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
5,17,17,0,6,6,0,1,1,34.44444444,30,3,1,33,1,3,31,1,3,31,2,3,30,3,3,40,2,2,45,1,3
4,17,17,0,6,6,0,2,3,36.77777778,39,1,1,40,1,3,38,1,3,40,2,3,31,1,3,37,1,2,34,1,3
3,17,17,0,6,6,0,2,3,35.5,34,3,1,39,2,3,37,2,3,33,3,3,37,1,3,37,1,2,31,1,3
2,17,17,0,6,6,0,2,3,35.22222222,33,2,1,45,1,3,30,2,3,30,1,3,40,1,3,35,1,2,32,1,3
1,17,17,0,6,6,0,1,1,22,0,0,1,0,0,3,22,1,3,0,0,3,22,1,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,33.33333333,44,2,1,30,1,3,32,1,3,32,2,3,31,1,3,41,2,2,33,2,3
1,17,14,3,6,5,1,2,3,37.33333333,44,1,1,45,1,3,0,0,3,0,0,3,0,0,3,32,1,2,31,2,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,1,1,35.72222222,43,1,1,43,1,3,32,1,3,31,3,3,38,2,3,30,1,2,36,1,3
3,17,17,0,6,6,0,2,3,33.38888889,35,1,1,30,1,3,33,1,3,35,3,3,36,1,3,34,2,2,32,1,3
2,17,14,3,6,5,1,2,3,25.77777778,35,1,1,16,2,3,0,0,3,0,0,3,0,0,3,31,1,2,29,2,3
2,17,17,0,6,6,0,2,3,34.88888889,39,1,1,41,1,3,31,1,3,34,1,3,32,1,3,35,1,2,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,8,9,4,3,3,2,3,34.66666667,37,1,1,0,0,3,0,0,3,0,0,3,0,0,3,33,1,2,35,1,3
0,17,2,15,2,1,5,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
4,17,17,0,6,6,0,2,3,27.94444444,30,1,1,37,1,3,23,2,3,19,2,3,27,2,3,31,1,2,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,43.94444444,31,1,1,50,1,3,39,1,3,49,1,3,42,1,3,41,1,2,46,1,3
1,17,17,0,6,6,0,1,1,36.33333333,39,1,1,43,1,3,34,1,3,31,1,3,38,1,3,39,1,2,33,1,3
0,17,8,9,4,3,3,2,3,15.83333333,36,1,1,15,1,3,0,0,3,0,0,3,0,0,3,7,1,2,0,0,3
2,17,5,12,5,2,4,2,3,13,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,19,1,2,9,1,3
1,17,17,0,6,6,0,1,1,36.5,35,1,1,34,1,3,34,1,3,35,1,3,37,1,3,35,1,2,44,1,3
2,17,8,9,4,3,3,2,3,15.66666667,0,0,1,0,0,3,15,1,3,20,1,3,12,1,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,37.66666667,39,2,1,44,1,3,39,1,3,31,1,3,38,1,3,39,2,2,35,1,3
0,17,11,6,6,4,2,1,1,39,39,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,42.61111111,40,1,1,47,1,3,39,1,3,42,1,3,43,1,3,38,1,2,46,1,3
0,0,0,0,0,0,0,0,2,3,3,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,32.38888889,32,1,1,36,1,3,30,1,3,30,2,3,30,1,3,40,2,2,31,1,3
2,17,14,3,6,5,1,2,3,33.22222222,33,1,1,34,1,3,0,0,3,0,0,3,0,0,3,31,1,2,34,1,3
1,17,17,0,6,6,0,1,1,35.61111111,42,1,1,31,1,3,38,1,3,32,1,3,38,2,3,37,1,2,36,1,3
0,17,17,0,6,6,0,1,1,39.83333333,41,1,1,49,1,3,34,1,3,31,1,3,43,2,3,47,1,2,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
3,17,17,0,6,6,0,2,3,32,33,1,1,40,1,3,30,2,3,30,2,3,30,1,3,30,1,2,31,1,3
1,17,17,0,6,6,0,1,1,35.44444444,41,1,1,33,1,3,0,0,3,0,0,3,0,0,3,31,1,2,39,1,3
0,17,0,17,4,0,6,2,3,3,3,1,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,2,3,33.44444444,45,1,1,37,1,3,34,1,3,30,1,3,31,1,3,34,1,2,31,1,3
3,17,14,3,5,5,1,2,3,28.66666667,32,1,1,0,0,3,0,0,3,0,0,3,0,0,3,16,1,2,36,1,3
0,17,17,0,6,6,0,1,1,37,35,1,1,50,1,3,42,1,3,31,1,3,31,1,3,35,1,2,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,17,0,6,6,0,1,1,36,30,1,1,33,1,3,33,1,3,32,2,3,34,1,3,42,1,2,46,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,11,6,6,4,2,2,3,41.16666667,44,1,1,0,0,3,0,0,3,0,0,3,0,0,3,40,1,2,41,1,3
2,17,17,0,6,6,0,2,3,34.5,39,2,1,35,2,3,33,1,3,33,2,3,39,1,3,30,3,2,34,2,3
1,17,17,0,6,6,0,1,1,35.5,40,1,1,44,1,3,32,2,3,33,2,3,33,1,3,37,1,2,33,1,3
1,17,17,0,6,6,0,2,3,31.5,30,2,1,33,1,3,32,1,3,25,3,3,34,1,3,36,1,2,31,1,3
1,17,8,9,4,3,3,2,3,29.4,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,30,1,2,29,1,3
1,17,15,2,5,5,1,2,3,35,0,0,1,35,3,3,32,3,3,38,2,3,35,1,3,0,0,2,0,0,3
2,17,17,0,6,6,0,2,3,36.94444444,34,1,1,44,1,3,35,1,3,31,1,3,30,1,3,38,1,2,45,1,3
2,17,17,0,6,6,0,1,1,38.88888889,30,1,1,50,1,3,34,1,3,30,3,3,40,1,3,38,1,2,44,1,3
0,17,17,0,6,6,0,1,1,38,36,1,1,45,1,3,36,1,3,42,2,3,30,1,3,33,1,2,41,1,3
2,17,17,0,6,6,0,1,1,33.61111111,34,1,1,32,1,3,35,1,3,32,3,3,31,1,3,38,1,2,35,1,3
2,17,5,12,3,2,4,2,3,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,11,6,4,4,2,1,1,33,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,36,1,2,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
1,17,17,0,6,6,0,1,1,32.33333333,32,1,1,30,1,3,35,1,3,30,2,3,35,1,3,32,1,2,32,1,3
0,17,17,0,6,6,0,1,1,35.16666667,39,2,1,40,1,3,36,1,3,30,3,3,32,1,3,33,1,2,38,1,3
0,17,17,0,6,6,0,1,1,41.77777778,37,1,1,50,1,3,40,1,3,33,1,3,43,1,3,38,1,2,47,1,3
0,17,8,9,6,3,3,2,3,23.33333333,44,1,1,0,0,3,0,0,3,0,0,3,0,0,3,13,1,2,0,0,3
0,17,17,0,6,6,0,1,1,37.66666667,39,1,1,38,1,3,40,1,3,34,1,3,38,2,3,30,1,2,43,1,3
3,17,17,0,6,6,0,2,3,34.33333333,36,1,1,36,1,3,31,1,3,30,2,3,31,1,3,33,1,2,44,1,3
1,17,17,0,6,6,0,1,1,32.77777778,30,2,1,32,1,3,30,1,3,30,1,3,30,1,3,43,1,2,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,3,0,6,2,3,22,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,22,1,3
2,17,14,3,6,5,1,2,3,40.66666667,30,1,1,41,1,3,0,0,3,0,0,3,0,0,3,36,2,2,47,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,37,38,1,1,41,1,3,36,1,3,33,1,3,34,1,3,41,1,2,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,6,6,0,1,1,35.88888889,39,1,1,37,1,3,34,1,3,32,1,3,43,1,3,35,1,2,33,2,3
0,17,17,0,6,6,0,1,1,42.05555556,40,1,1,47,1,3,38,1,3,42,1,3,38,1,3,42,1,2,46,1,3
1,17,17,0,6,6,0,1,1,37.38888889,35,1,1,41,1,3,37,1,3,36,3,3,34,1,3,34,1,2,42,1,3
