METRICA|VALOR|MODELO|TIPO_DE_DATOS
Puntuacion F1|79.05|Bagging|Prueba
Exactitud|82.2|Bagging|Prueba
Informacion Mutua Normalizada (NMI)|47.3|Bagging|Prueba
Indice Kappa de Cohen|67.87|Bagging|Prueba
Precision|99.94|Bagging|Entrenamiento
Exhaustividad|99.94|Bagging|Entrenamiento
Puntuacion F1|99.94|Bagging|Entrenamiento
Exactitud|99.94|Bagging|Entrenamiento
Informacion Mutua Normalizada (NMI)|99.62|Bagging|Entrenamiento
Indice Kappa de Cohen|99.89|Bagging|Entrenamiento
Mejores Hiperparametros|bootstrap: True, bootstrap_features: True, estimator: None, max_features: 0.75, max_samples: 0.8, n_estimators: 750, n_jobs: None, oob_score: False, random_state: None, verbose: 0, warm_start: False|Bagging|Hiperparametros del modelo
Precision|77.84|RandomForest|Prueba
Exhaustividad|81.45|RandomForest|Prueba
Puntuacion F1|78.44|RandomForest|Prueba
Exactitud|81.45|RandomForest|Prueba
Informacion Mutua Normalizada (NMI)|47.38|RandomForest|Prueba
Indice Kappa de Cohen|66.65|RandomForest|Prueba
Precision|92.09|RandomForest|Entrenamiento
Exhaustividad|92.56|RandomForest|Entrenamiento
Puntuacion F1|91.74|RandomForest|Entrenamiento
Exactitud|92.56|RandomForest|Entrenamiento
Informacion Mutua Normalizada (NMI)|73.36|RandomForest|Entrenamiento
Indice Kappa de Cohen|87.07|RandomForest|Entrenamiento
Mejores Hiperparametros|bootstrap: True, ccp_alpha: 0.0, class_weight: None, criterion: log_loss, max_depth: None, max_features: sqrt, max_leaf_nodes: None, max_samples: None, min_impurity_decrease: 0.0, min_samples_leaf: 1, min_samples_split: 10, min_weight_fraction_leaf: 0.0, monotonic_cst: None, n_estimators: 100, n_jobs: None, oob_score: False, random_state: None, verbose: 0, warm_start: False|RandomForest|Hiperparametros del modelo
Precision|77.4|ExtraTrees|Prueba
Exhaustividad|81.16|ExtraTrees|Prueba
Puntuacion F1|78.38|ExtraTrees|Prueba
Exactitud|81.16|ExtraTrees|Prueba
Informacion Mutua Normalizada (NMI)|45.79|ExtraTrees|Prueba
Indice Kappa de Cohen|66.12|ExtraTrees|Prueba
Precision|100.0|ExtraTrees|Entrenamiento
Exhaustividad|100.0|ExtraTrees|Entrenamiento
Puntuacion F1|100.0|ExtraTrees|Entrenamiento
Exactitud|100.0|ExtraTrees|Entrenamiento
Informacion Mutua Normalizada (NMI)|100.0|ExtraTrees|Entrenamiento
Indice Kappa de Cohen|100.0|ExtraTrees|Entrenamiento
Mejores Hiperparametros|bootstrap: False, ccp_alpha: 0.0, class_weight: None, criterion: entropy, max_depth: None, max_features: sqrt, max_leaf_nodes: None, max_samples: None, min_impurity_decrease: 0.0, min_samples_leaf: 1, min_samples_split: 4, min_weight_fraction_leaf: 0.0, monotonic_cst: None, n_estimators: 100, n_jobs: None, oob_score: False, random_state: None, verbose: 0, warm_start: False|ExtraTrees|Hiperparametros del modelo
Precision|67.12|AdaBoost|Prueba
Exhaustividad|79.53|AdaBoost|Prueba
Puntuacion F1|72.79|AdaBoost|Prueba
Exactitud|79.53|AdaBoost|Prueba
Informacion Mutua Normalizada (NMI)|42.99|AdaBoost|Prueba
Indice Kappa de Cohen|61.7|AdaBoost|Prueba
Precision|67.47|AdaBoost|Entrenamiento
Exhaustividad|79.58|AdaBoost|Entrenamiento
Puntuacion F1|73.02|AdaBoost|Entrenamiento
Exactitud|79.58|AdaBoost|Entrenamiento
Informacion Mutua Normalizada (NMI)|43.56|AdaBoost|Entrenamiento
Indice Kappa de Cohen|62.24|AdaBoost|Entrenamiento
Mejores Hiperparametros|algorithm: SAMME.R, estimator: None, learning_rate: 0.0005, n_estimators: 1, random_state: None|AdaBoost|Hiperparametros del modelo
Precision|77.96|GradientBoosting|Prueba
Exhaustividad|80.42|GradientBoosting|Prueba
Puntuacion F1|78.83|GradientBoosting|Prueba
Exactitud|80.42|GradientBoosting|Prueba
Informacion Mutua Normalizada (NMI)|43.81|GradientBoosting|Prueba
Indice Kappa de Cohen|65.62|GradientBoosting|Prueba
Precision|100.0|GradientBoosting|Entrenamiento
Exhaustividad|100.0|GradientBoosting|Entrenamiento
Puntuacion F1|100.0|GradientBoosting|Entrenamiento
Exactitud|100.0|GradientBoosting|Entrenamiento
Informacion Mutua Normalizada (NMI)|100.0|GradientBoosting|Entrenamiento
Indice Kappa de Cohen|100.0|GradientBoosting|Entrenamiento
Mejores Hiperparametros|ccp_alpha: 0.0, criterion: friedman_mse, init: None, learning_rate: 0.05, loss: log_loss, max_depth: 3, max_features: None, max_leaf_nodes: None, min_impurity_decrease: 0.0, min_samples_leaf: 1, min_samples_split: 2, min_weight_fraction_leaf: 0.0, n_estimators: 900, n_iter_no_change: None, random_state: None, subsample: 1.0, tol: 0.0001, validation_fraction: 0.1, verbose: 0, warm_start: False|GradientBoosting|Hiperparametros del modelo
Precision|77.81|XGB|Prueba
Exhaustividad|81.31|XGB|Prueba
Puntuacion F1|78.7|XGB|Prueba
Exactitud|81.31|XGB|Prueba
Informacion Mutua Normalizada (NMI)|47.85|XGB|Prueba
Indice Kappa de Cohen|66.68|XGB|Prueba
Precision|93.28|XGB|Entrenamiento
Exhaustividad|93.07|XGB|Entrenamiento
Puntuacion F1|92.39|XGB|Entrenamiento
Exactitud|93.07|XGB|Entrenamiento
Informacion Mutua Normalizada (NMI)|75.5|XGB|Entrenamiento
Indice Kappa de Cohen|87.98|XGB|Entrenamiento
Mejores Hiperparametros|objective: multi:softprob, base_score: None, booster: None, callbacks: None, colsample_bylevel: None, colsample_bynode: None, colsample_bytree: 0.7, device: None, early_stopping_rounds: None, enable_categorical: False, eval_metric: None, feature_types: None, gamma: None, grow_policy: None, importance_type: None, interaction_constraints: None, learning_rate: None, max_bin: None, max_cat_threshold: None, max_cat_to_onehot: None, max_delta_step: None, max_depth: None, max_leaves: None, min_child_weight: None, missing: nan, monotone_constraints: None, multi_strategy: None, n_estimators: 9, n_jobs: None, num_parallel_tree: None, random_state: None, reg_alpha: 0.2, reg_lambda: 0.1, sampling_method: None, scale_pos_weight: None, subsample: None, tree_method: None, validate_parameters: None, verbosity: None, loss: log_loss, max_features: sqrt|XGB|Hiperparametros del modelo
Precision|75.97|CatBoost|Prueba
Exhaustividad|80.71|CatBoost|Prueba
Puntuacion F1|76.74|CatBoost|Prueba
Exactitud|80.71|CatBoost|Prueba
Informacion Mutua Normalizada (NMI)|45.22|CatBoost|Prueba
Indice Kappa de Cohen|64.96|CatBoost|Prueba
Precision|81.05|CatBoost|Entrenamiento
Exhaustividad|82.57|CatBoost|Entrenamiento
Puntuacion F1|79.21|CatBoost|Entrenamiento
Exactitud|82.57|CatBoost|Entrenamiento
Informacion Mutua Normalizada (NMI)|48.03|CatBoost|Entrenamiento
Indice Kappa de Cohen|68.62|CatBoost|Entrenamiento
Mejores Hiperparametros|learning_rate: 0.01, depth: 6, l2_leaf_reg: 42, border_count: 53, thread_count: 4, verbose: 0|CatBoost|Hiperparametros del modelo
Precision|79.84|LGBM|Prueba
Exhaustividad|82.2|LGBM|Prueba
Puntuacion F1|80.32|LGBM|Prueba
Exactitud|82.2|LGBM|Prueba
Informacion Mutua Normalizada (NMI)|47.26|LGBM|Prueba
Indice Kappa de Cohen|68.36|LGBM|Prueba
Precision|98.93|LGBM|Entrenamiento
Exhaustividad|98.92|LGBM|Entrenamiento
Puntuacion F1|98.9|LGBM|Entrenamiento
Exactitud|98.92|LGBM|Entrenamiento
Informacion Mutua Normalizada (NMI)|94.89|LGBM|Entrenamiento
Indice Kappa de Cohen|98.19|LGBM|Entrenamiento
Mejores Hiperparametros|boosting_type: gbdt, class_weight: None, colsample_bytree: 0.6, importance_type: split, learning_rate: 0.1, max_depth: -1, min_child_samples: 75, min_child_weight: 0.001, min_split_gain: 0.0, n_estimators: 100, n_jobs: None, num_leaves: 31, objective: multiclass, random_state: 42, reg_alpha: 0.0, reg_lambda: 0.0, subsample: 1.0, subsample_for_bin: 200000, subsample_freq: 0, verbose: -1|LGBM|Hiperparametros del modelo
Precision|78.04|VotingHard|Prueba
Exhaustividad|81.75|VotingHard|Prueba
Puntuacion F1|78.39|VotingHard|Prueba
Exactitud|81.75|VotingHard|Prueba
Informacion Mutua Normalizada (NMI)|47.04|VotingHard|Prueba
Indice Kappa de Cohen|66.99|VotingHard|Prueba
Precision|94.9|VotingHard|Entrenamiento
Exhaustividad|94.59|VotingHard|Entrenamiento
Puntuacion F1|94.07|VotingHard|Entrenamiento
Exactitud|94.59|VotingHard|Entrenamiento
Informacion Mutua Normalizada (NMI)|80.81|VotingHard|Entrenamiento
Indice Kappa de Cohen|90.67|VotingHard|Entrenamiento
Mejores Hiperparametros|Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 900, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}, Estimador: Adaboost, Hiperparametros: {'algorithm': 'SAMME.R', 'estimator': None, 'learning_rate': 0.0005, 'n_estimators': 1, 'random_state': None}, Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.8, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}, Estimador: XGB, Hiperparametros: {'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.7, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': None, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': None, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 9, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 0.2, 'reg_lambda': 0.1, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': None, 'loss': 'log_loss', 'max_features': 'sqrt'}|VotingHard|Hiperparametros del modelo
Precision|75.62|VotingSoft|Prueba
Exhaustividad|81.01|VotingSoft|Prueba
Puntuacion F1|77.05|VotingSoft|Prueba
Exactitud|81.01|VotingSoft|Prueba
Informacion Mutua Normalizada (NMI)|45.53|VotingSoft|Prueba
Indice Kappa de Cohen|65.43|VotingSoft|Prueba
Precision|96.54|VotingSoft|Entrenamiento
Exhaustividad|96.37|VotingSoft|Entrenamiento
Puntuacion F1|96.17|VotingSoft|Entrenamiento
Exactitud|96.37|VotingSoft|Entrenamiento
Informacion Mutua Normalizada (NMI)|86.32|VotingSoft|Entrenamiento
Indice Kappa de Cohen|93.81|VotingSoft|Entrenamiento
Mejores Hiperparametros|Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 900, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}, Estimador: Adaboost, Hiperparametros: {'algorithm': 'SAMME.R', 'estimator': None, 'learning_rate': 0.0005, 'n_estimators': 1, 'random_state': None}, Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.8, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}|VotingSoft|Hiperparametros del modelo
Precision|78.32|StackingLineal|Prueba
Exhaustividad|81.45|StackingLineal|Prueba
Puntuacion F1|78.91|StackingLineal|Prueba
Exactitud|81.45|StackingLineal|Prueba
Informacion Mutua Normalizada (NMI)|45.81|StackingLineal|Prueba
Indice Kappa de Cohen|66.75|StackingLineal|Prueba
Precision|97.86|StackingLineal|Entrenamiento
Exhaustividad|98.41|StackingLineal|Entrenamiento
Puntuacion F1|98.12|StackingLineal|Entrenamiento
Exactitud|98.41|StackingLineal|Entrenamiento
Informacion Mutua Normalizada (NMI)|93.55|StackingLineal|Entrenamiento
Indice Kappa de Cohen|97.34|StackingLineal|Entrenamiento
Mejores Hiperparametros|Estimador: Adaboost, Hiperparametros: {'algorithm': 'SAMME.R', 'estimator': None, 'learning_rate': 0.0005, 'n_estimators': 1, 'random_state': None}, Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.8, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}|StackingLineal|Hiperparametros del modelo
Precision|78.65|Stackingnolineal|Prueba
Exhaustividad|81.75|Stackingnolineal|Prueba
Puntuacion F1|79.26|Stackingnolineal|Prueba
Exactitud|81.75|Stackingnolineal|Prueba
Informacion Mutua Normalizada (NMI)|45.98|Stackingnolineal|Prueba
Indice Kappa de Cohen|67.49|Stackingnolineal|Prueba
Precision|90.22|Stackingnolineal|Entrenamiento
Exhaustividad|91.6|Stackingnolineal|Entrenamiento
Puntuacion F1|89.87|Stackingnolineal|Entrenamiento
Exactitud|91.6|Stackingnolineal|Entrenamiento
Informacion Mutua Normalizada (NMI)|77.91|Stackingnolineal|Entrenamiento
Indice Kappa de Cohen|85.29|Stackingnolineal|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.8, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}|Stackingnolineal|Hiperparametros del modelo
Precision|79.01|VotingWeighted|Prueba
Exhaustividad|81.6|VotingWeighted|Prueba
Puntuacion F1|79.65|VotingWeighted|Prueba
Exactitud|81.6|VotingWeighted|Prueba
Informacion Mutua Normalizada (NMI)|48.22|VotingWeighted|Prueba
Indice Kappa de Cohen|67.6|VotingWeighted|Prueba
Precision|91.63|VotingWeighted|Entrenamiento
Exhaustividad|92.3|VotingWeighted|Entrenamiento
Puntuacion F1|91.72|VotingWeighted|Entrenamiento
Exactitud|92.3|VotingWeighted|Entrenamiento
Informacion Mutua Normalizada (NMI)|75.96|VotingWeighted|Entrenamiento
Indice Kappa de Cohen|86.89|VotingWeighted|Entrenamiento
Precision|75.07|SuperAprendiz|Prueba
Exhaustividad|78.49|SuperAprendiz|Prueba
Puntuacion F1|76.3|SuperAprendiz|Prueba
Exactitud|78.49|SuperAprendiz|Prueba
Informacion Mutua Normalizada (NMI)|43.68|SuperAprendiz|Prueba
Indice Kappa de Cohen|62.39|SuperAprendiz|Prueba
Precision|90.35|SuperAprendiz|Entrenamiento
Exhaustividad|89.06|SuperAprendiz|Entrenamiento
Puntuacion F1|89.08|SuperAprendiz|Entrenamiento
Exactitud|89.06|SuperAprendiz|Entrenamiento
Informacion Mutua Normalizada (NMI)|72.31|SuperAprendiz|Entrenamiento
Indice Kappa de Cohen|81.51|SuperAprendiz|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.8, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'random'}, Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 900, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}|SuperAprendiz|Hiperparametros del modelo
Precision|77.07|SuperAprendizdoscapas|Prueba
Exhaustividad|80.71|SuperAprendizdoscapas|Prueba
Puntuacion F1|77.82|SuperAprendizdoscapas|Prueba
Exactitud|80.71|SuperAprendizdoscapas|Prueba
