METRICA|VALOR|MODELO|TIPO_DE_DATOS
Mejores Hiperparametros|bootstrap: False, ccp_alpha: 0.0, class_weight: None, criterion: entropy, max_depth: None, max_features: sqrt, max_leaf_nodes: None, max_samples: None, min_impurity_decrease: 0.0, min_samples_leaf: 1, min_samples_split: 6, min_weight_fraction_leaf: 0.0, monotonic_cst: None, n_estimators: 100, n_jobs: None, oob_score: False, random_state: None, verbose: 0, warm_start: False|ExtraTrees|Hiperparametros del modelo
Precision|64.35|AdaBoost|Prueba
Exhaustividad|75.66|AdaBoost|Prueba
Puntuacion F1|69.04|AdaBoost|Prueba
Exactitud|75.66|AdaBoost|Prueba
Informacion Mutua Normalizada (NMI)|38.59|AdaBoost|Prueba
Indice Kappa de Cohen|52.6|AdaBoost|Prueba
Precision|65.88|AdaBoost|Entrenamiento
Exhaustividad|77.3|AdaBoost|Entrenamiento
Puntuacion F1|70.64|AdaBoost|Entrenamiento
Exactitud|77.3|AdaBoost|Entrenamiento
Informacion Mutua Normalizada (NMI)|41.87|AdaBoost|Entrenamiento
Indice Kappa de Cohen|57.12|AdaBoost|Entrenamiento
Mejores Hiperparametros|algorithm: SAMME.R, estimator: None, learning_rate: 0.0005, n_estimators: 1, random_state: None|AdaBoost|Hiperparametros del modelo
Precision|80.98|GradientBoosting|Prueba
Exhaustividad|82.8|GradientBoosting|Prueba
Puntuacion F1|81.15|GradientBoosting|Prueba
Exactitud|82.8|GradientBoosting|Prueba
Informacion Mutua Normalizada (NMI)|44.77|GradientBoosting|Prueba
Indice Kappa de Cohen|66.52|GradientBoosting|Prueba
Precision|91.71|GradientBoosting|Entrenamiento
Exhaustividad|91.68|GradientBoosting|Entrenamiento
Puntuacion F1|91.32|GradientBoosting|Entrenamiento
Exactitud|91.68|GradientBoosting|Entrenamiento
Informacion Mutua Normalizada (NMI)|68.72|GradientBoosting|Entrenamiento
Indice Kappa de Cohen|84.62|GradientBoosting|Entrenamiento
Mejores Hiperparametros|ccp_alpha: 0.0, criterion: friedman_mse, init: None, learning_rate: 0.01, loss: log_loss, max_depth: 3, max_features: None, max_leaf_nodes: None, min_impurity_decrease: 0.0, min_samples_leaf: 1, min_samples_split: 2, min_weight_fraction_leaf: 0.0, n_estimators: 800, n_iter_no_change: None, random_state: None, subsample: 1.0, tol: 0.0001, validation_fraction: 0.1, verbose: 0, warm_start: False|GradientBoosting|Hiperparametros del modelo
Precision|80.49|XGB|Prueba
Exhaustividad|82.36|XGB|Prueba
Puntuacion F1|80.48|XGB|Prueba
Exactitud|82.36|XGB|Prueba
Informacion Mutua Normalizada (NMI)|42.66|XGB|Prueba
Indice Kappa de Cohen|65.33|XGB|Prueba
Precision|92.35|XGB|Entrenamiento
Exhaustividad|91.99|XGB|Entrenamiento
Puntuacion F1|91.39|XGB|Entrenamiento
Exactitud|91.99|XGB|Entrenamiento
Informacion Mutua Normalizada (NMI)|70.53|XGB|Entrenamiento
Indice Kappa de Cohen|84.99|XGB|Entrenamiento
Mejores Hiperparametros|objective: multi:softprob, base_score: None, booster: None, callbacks: None, colsample_bylevel: None, colsample_bynode: None, colsample_bytree: 0.9, device: None, early_stopping_rounds: None, enable_categorical: False, eval_metric: None, feature_types: None, gamma: None, grow_policy: None, importance_type: None, interaction_constraints: None, learning_rate: None, max_bin: None, max_cat_threshold: None, max_cat_to_onehot: None, max_delta_step: None, max_depth: None, max_leaves: None, min_child_weight: None, missing: nan, monotone_constraints: None, multi_strategy: None, n_estimators: 9, n_jobs: None, num_parallel_tree: None, random_state: None, reg_alpha: 0.5, reg_lambda: 0.105, sampling_method: None, scale_pos_weight: None, subsample: None, tree_method: None, validate_parameters: None, verbosity: None, loss: log_loss, max_features: sqrt|XGB|Hiperparametros del modelo
Precision|80.08|CatBoost|Prueba
Exhaustividad|83.24|CatBoost|Prueba
Puntuacion F1|81.43|CatBoost|Prueba
Exactitud|83.24|CatBoost|Prueba
Informacion Mutua Normalizada (NMI)|44.52|CatBoost|Prueba
Indice Kappa de Cohen|67.42|CatBoost|Prueba
Precision|80.83|CatBoost|Entrenamiento
Exhaustividad|84.12|CatBoost|Entrenamiento
Puntuacion F1|82.21|CatBoost|Entrenamiento
Exactitud|84.12|CatBoost|Entrenamiento
Informacion Mutua Normalizada (NMI)|48.78|CatBoost|Entrenamiento
Indice Kappa de Cohen|70.12|CatBoost|Entrenamiento
Mejores Hiperparametros|learning_rate: 0.01, depth: 4, l2_leaf_reg: 42, border_count: 53, thread_count: 4, verbose: 0|CatBoost|Hiperparametros del modelo
Precision|80.79|LGBM|Prueba
Exhaustividad|82.65|LGBM|Prueba
Puntuacion F1|81.09|LGBM|Prueba
Exactitud|82.65|LGBM|Prueba
Informacion Mutua Normalizada (NMI)|44.48|LGBM|Prueba
Indice Kappa de Cohen|66.27|LGBM|Prueba
Precision|98.82|LGBM|Entrenamiento
Exhaustividad|98.81|LGBM|Entrenamiento
Puntuacion F1|98.8|LGBM|Entrenamiento
Exactitud|98.81|LGBM|Entrenamiento
Informacion Mutua Normalizada (NMI)|94.39|LGBM|Entrenamiento
Indice Kappa de Cohen|97.87|LGBM|Entrenamiento
Mejores Hiperparametros|boosting_type: gbdt, class_weight: None, colsample_bytree: 0.6, importance_type: split, learning_rate: 0.1, max_depth: -1, min_child_samples: 75, min_child_weight: 0.001, min_split_gain: 0.0, n_estimators: 100, n_jobs: None, num_leaves: 31, objective: multiclass, random_state: 42, reg_alpha: 0.0, reg_lambda: 0.0, subsample: 1.0, subsample_for_bin: 200000, subsample_freq: 0, verbose: -1|LGBM|Hiperparametros del modelo
Precision|81.68|VotingHard|Prueba
Exhaustividad|83.38|VotingHard|Prueba
Puntuacion F1|81.65|VotingHard|Prueba
Exactitud|83.38|VotingHard|Prueba
Informacion Mutua Normalizada (NMI)|45.29|VotingHard|Prueba
Indice Kappa de Cohen|67.75|VotingHard|Prueba
Precision|91.91|VotingHard|Entrenamiento
Exhaustividad|91.62|VotingHard|Entrenamiento
Puntuacion F1|91.01|VotingHard|Entrenamiento
Exactitud|91.62|VotingHard|Entrenamiento
Informacion Mutua Normalizada (NMI)|69.06|VotingHard|Entrenamiento
Indice Kappa de Cohen|84.3|VotingHard|Entrenamiento
Mejores Hiperparametros|Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 800, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}, Estimador: Adaboost, Hiperparametros: {'algorithm': 'SAMME.R', 'estimator': None, 'learning_rate': 0.0005, 'n_estimators': 1, 'random_state': None}, Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.75, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}, Estimador: XGB, Hiperparametros: {'objective': 'multi:softprob', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.9, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': None, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': None, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 9, 'n_jobs': None, 'num_parallel_tree': None, 'random_state': None, 'reg_alpha': 0.5, 'reg_lambda': 0.105, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': None, 'tree_method': None, 'validate_parameters': None, 'verbosity': None, 'loss': 'log_loss', 'max_features': 'sqrt'}|VotingHard|Hiperparametros del modelo
Precision|83.19|VotingSoft|Prueba
Exhaustividad|83.53|VotingSoft|Prueba
Puntuacion F1|81.78|VotingSoft|Prueba
Exactitud|83.53|VotingSoft|Prueba
Informacion Mutua Normalizada (NMI)|45.66|VotingSoft|Prueba
Indice Kappa de Cohen|67.98|VotingSoft|Prueba
Precision|90.84|VotingSoft|Entrenamiento
Exhaustividad|90.49|VotingSoft|Entrenamiento
Puntuacion F1|89.65|VotingSoft|Entrenamiento
Exactitud|90.49|VotingSoft|Entrenamiento
Informacion Mutua Normalizada (NMI)|65.86|VotingSoft|Entrenamiento
Indice Kappa de Cohen|82.07|VotingSoft|Entrenamiento
Mejores Hiperparametros|Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 800, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}, Estimador: Adaboost, Hiperparametros: {'algorithm': 'SAMME.R', 'estimator': None, 'learning_rate': 0.0005, 'n_estimators': 1, 'random_state': None}, Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.75, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}|VotingSoft|Hiperparametros del modelo
Precision|81.92|StackingLineal|Prueba
Exhaustividad|83.53|StackingLineal|Prueba
Puntuacion F1|82.04|StackingLineal|Prueba
Exactitud|83.53|StackingLineal|Prueba
Informacion Mutua Normalizada (NMI)|45.87|StackingLineal|Prueba
Indice Kappa de Cohen|68.11|StackingLineal|Prueba
Precision|91.97|StackingLineal|Entrenamiento
Exhaustividad|91.93|StackingLineal|Entrenamiento
Puntuacion F1|91.49|StackingLineal|Entrenamiento
Exactitud|91.93|StackingLineal|Entrenamiento
Informacion Mutua Normalizada (NMI)|70.12|StackingLineal|Entrenamiento
Indice Kappa de Cohen|85.02|StackingLineal|Entrenamiento
Mejores Hiperparametros|Estimador: Adaboost, Hiperparametros: {'algorithm': 'SAMME.R', 'estimator': None, 'learning_rate': 0.0005, 'n_estimators': 1, 'random_state': None}, Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.75, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}|StackingLineal|Hiperparametros del modelo
Precision|82.58|Stackingnolineal|Prueba
Exhaustividad|84.26|Stackingnolineal|Prueba
Puntuacion F1|82.84|Stackingnolineal|Prueba
Exactitud|84.26|Stackingnolineal|Prueba
Informacion Mutua Normalizada (NMI)|48.0|Stackingnolineal|Prueba
Indice Kappa de Cohen|69.64|Stackingnolineal|Prueba
Precision|91.37|Stackingnolineal|Entrenamiento
Exhaustividad|91.49|Stackingnolineal|Entrenamiento
Puntuacion F1|91.05|Stackingnolineal|Entrenamiento
Exactitud|91.49|Stackingnolineal|Entrenamiento
Informacion Mutua Normalizada (NMI)|69.34|Stackingnolineal|Entrenamiento
Indice Kappa de Cohen|84.27|Stackingnolineal|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.75, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}|Stackingnolineal|Hiperparametros del modelo
Precision|81.88|VotingWeighted|Prueba
Exhaustividad|83.53|VotingWeighted|Prueba
Puntuacion F1|81.94|VotingWeighted|Prueba
Exactitud|83.53|VotingWeighted|Prueba
Informacion Mutua Normalizada (NMI)|45.57|VotingWeighted|Prueba
Indice Kappa de Cohen|68.25|VotingWeighted|Prueba
Precision|90.27|VotingWeighted|Entrenamiento
Exhaustividad|90.18|VotingWeighted|Entrenamiento
Puntuacion F1|89.64|VotingWeighted|Entrenamiento
Exactitud|90.18|VotingWeighted|Entrenamiento
Informacion Mutua Normalizada (NMI)|66.43|VotingWeighted|Entrenamiento
Indice Kappa de Cohen|81.86|VotingWeighted|Entrenamiento
Precision|81.92|SuperAprendiz|Prueba
Exhaustividad|83.53|SuperAprendiz|Prueba
Puntuacion F1|82.04|SuperAprendiz|Prueba
Exactitud|83.53|SuperAprendiz|Prueba
Informacion Mutua Normalizada (NMI)|45.34|SuperAprendiz|Prueba
Indice Kappa de Cohen|68.11|SuperAprendiz|Prueba
Precision|92.32|SuperAprendiz|Entrenamiento
Exhaustividad|92.25|SuperAprendiz|Entrenamiento
Puntuacion F1|92.03|SuperAprendiz|Entrenamiento
Exactitud|92.25|SuperAprendiz|Entrenamiento
Informacion Mutua Normalizada (NMI)|72.58|SuperAprendiz|Entrenamiento
Indice Kappa de Cohen|85.84|SuperAprendiz|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.75, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 2, 'splitter': 'best'}, Estimador: Gradient, Hiperparametros: {'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.01, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 800, 'n_iter_no_change': None, 'random_state': None, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}|SuperAprendiz|Hiperparametros del modelo
Precision|80.47|SuperAprendizdoscapas|Prueba
Exhaustividad|83.67|SuperAprendizdoscapas|Prueba
Puntuacion F1|81.71|SuperAprendizdoscapas|Prueba
Exactitud|83.67|SuperAprendizdoscapas|Prueba
