METRICA|VALOR|MODELO|TIPO_DE_DATOS
Precision|81.7|SuperAprendizdoscapas|Prueba
Exhaustividad|85.08|SuperAprendizdoscapas|Prueba
Puntuacion F1|82.21|SuperAprendizdoscapas|Prueba
Exactitud|85.08|SuperAprendizdoscapas|Prueba
Informacion Mutua Normalizada (NMI)|60.28|SuperAprendizdoscapas|Prueba
Indice Kappa de Cohen|74.95|SuperAprendizdoscapas|Prueba
Precision|95.3|SuperAprendizdoscapas|Entrenamiento
Exhaustividad|95.9|SuperAprendizdoscapas|Entrenamiento
Puntuacion F1|95.51|SuperAprendizdoscapas|Entrenamiento
Exactitud|95.9|SuperAprendizdoscapas|Entrenamiento
Informacion Mutua Normalizada (NMI)|85.39|SuperAprendizdoscapas|Entrenamiento
Indice Kappa de Cohen|93.58|SuperAprendizdoscapas|Entrenamiento
Mejores Hiperparametros|Estimador: Extratrees, Hiperparametros: {'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Random Forest, Hiperparametros: {'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 7, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Bagging, Hiperparametros: {'bootstrap': True, 'bootstrap_features': True, 'estimator': None, 'max_features': 0.75, 'max_samples': 0.7, 'n_estimators': 750, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, Estimador: Decision tree, Hiperparametros: {'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 4, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 3, 'splitter': 'best'}|SuperAprendizdoscapas|Hiperparametros del modelo
Precision|80.89|RedNeuronal|Prueba
Exhaustividad|84.38|RedNeuronal|Prueba
Puntuacion F1|82.08|RedNeuronal|Prueba
Exactitud|84.38|RedNeuronal|Prueba
Informacion Mutua Normalizada (NMI)|59.65|RedNeuronal|Prueba
Indice Kappa de Cohen|74.07|RedNeuronal|Prueba
Precision|78.96|RedNeuronal|Entrenamiento
Exhaustividad|82.22|RedNeuronal|Entrenamiento
Puntuacion F1|79.66|RedNeuronal|Entrenamiento
Exactitud|82.22|RedNeuronal|Entrenamiento
Informacion Mutua Normalizada (NMI)|57.42|RedNeuronal|Entrenamiento
Indice Kappa de Cohen|70.9|RedNeuronal|Entrenamiento
Hiperparametros|input_size=18, hidden_size=155, num_classes=5, num_epochs=100, learning_rate=0.0015|RedNeuronal|Entrenamiento
