CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO
0,17,17,0,6,6,0,1,3.97143E+14,30,1,3,30,1,3,35,1,2,45,1,3,35,1,3,40,1,3
0,17,17,0,6,6,0,1,3.71429E+14,40,1,3,30,1,3,40,1,2,40,1,3,35,1,3,40,1,3
1,17,17,0,6,5,1,1,3.51429E+14,32.5,2,3,30,1,3,45,1,2,40,1,3,30,1,3,30,1,3
3,17,14,3,6,3,3,2,1.92857E+14,30,2,3,22.5,2,3,45,1,2,50,1,3,30,1,3,30,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,8,9,6,4,2,1,4.28571E+14,30,2,3,15,1,3,40,1,2,15,1,3,35,1,3,27.5,2,3
1,17,17,0,6,5,1,1,3.64286E+14,45,1,3,30,1,3,50,1,2,30,1,3,35,1,3,30,2,3
3,17,0,17,3,0,3,2,0,27.5,2,3,0,0,3,22.5,2,2,0,0,3,0,0,3,20,3,3
2,17,11,6,6,4,2,1,3.19762E+14,35,1,3,25,3,3,45,1,2,40,1,3,30,1,3,27,3,3
3,17,8,9,6,3,3,2,3.24286E+14,30,1,3,27.5,2,3,40,1,2,27.5,2,3,30,1,3,26.66666667,3,3
4,17,8,9,6,2,4,2,3.28571E+14,30,2,3,18.5,4,3,40,1,2,40,1,3,14.5,4,3,22.5,2,3
0,17,17,0,6,6,0,1,3.77143E+14,35,1,3,30,1,3,45,1,2,45,1,3,40,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.58571E+14,35,1,3,35,1,3,40,1,2,45,1,3,40,1,3,40,1,3
0,17,17,0,6,6,0,1,3.68571E+14,35,1,3,35,1,3,44,1,2,45,1,3,35,1,3,30,1,3
2,17,9,8,3,1,2,1,0,30,2,3,30,1,3,0,0,2,0,0,3,0,0,3,30,2,3
1,17,14,3,6,5,1,1,3.75714E+14,30,1,3,30,1,3,40,1,2,35,1,3,35,1,3,27.5,2,3
0,17,0,17,5,5,0,1,0,15,1,3,15,1,3,0,0,2,15,1,3,15,1,3,15,1,3
1,17,11,6,6,5,1,1,15,30,1,3,25,2,3,40,1,2,15,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,2.74762E+14,30,1,3,30,1,3,30,1,2,40,1,3,28,3,3,27.5,2,3
1,17,17,0,6,5,1,1,37.5,30,1,3,35,1,3,45,1,2,40,1,3,40,1,3,32.5,2,3
1,17,17,0,6,5,1,1,3.37143E+14,35,1,3,30,1,3,35,1,2,35,1,3,30,2,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,3.66429E+14,35,1,3,30,1,3,40,1,2,35,1,3,35,1,3,25,2,3
0,17,17,0,6,6,0,1,3.51429E+14,35,1,3,40,1,3,35,1,2,45,1,3,40,1,3,35,1,3
0,17,17,0,6,6,0,1,3.91429E+14,40,1,3,50,1,3,40,1,2,40,1,3,40,1,3,35,1,3
2,17,14,3,6,4,2,1,2.8619E+14,24,2,3,30,1,3,35,1,2,35,1,3,30,1,3,33.5,2,3
0,17,17,0,6,6,0,1,40,40,1,3,30,1,3,40,1,2,45,1,3,35,1,3,35,1,3
0,17,17,0,6,6,0,1,3.77143E+14,30,1,3,35,1,3,35,1,2,45,1,3,40,1,3,30,1,3
0,17,14,3,6,6,0,1,1.34286E+14,40,1,3,35,1,3,40,1,2,45,1,3,27,1,3,35,1,3
0,17,17,0,6,6,0,1,4.17143E+14,40,1,3,40,1,3,40,1,2,45,1,3,40,1,3,40,1,3
1,17,2,15,2,1,1,1,3.42857E+14,0,0,3,0,0,3,37,1,2,0,0,3,0,0,3,26.33333333,3,3
2,17,17,0,6,4,2,1,3.58571E+14,32.5,2,3,30,1,3,42,1,2,40,1,3,30,1,3,30,2,3
1,17,14,3,6,5,1,1,2.53429E+14,35,1,3,30,1,3,40,1,2,40,1,3,35,1,3,23.33333333,3,3
0,17,17,0,6,6,0,1,3.75714E+14,30,1,3,45,1,3,40,1,2,45,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,2.76667E+14,30,1,3,22.5,2,3,40,1,2,35,1,3,35,1,3,23.33333333,3,3
0,17,17,0,6,6,0,1,3.42143E+14,30,1,3,35,1,3,35,1,2,40,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,3.94286E+14,40,1,3,40,1,3,40,1,2,45,1,3,30,1,3,35,1,3
0,17,17,0,6,6,0,1,3.85714E+14,36,1,3,30,1,3,42,1,2,45,1,3,35,1,3,35,1,3
2,17,11,6,6,4,2,1,3.13571E+14,35,1,3,30,1,3,40,1,2,35,1,3,28.5,2,3,27.5,2,3
1,17,14,3,6,5,1,1,3.11429E+14,30,1,3,30,1,3,35,1,2,30,1,3,35,1,3,27.5,2,3
1,17,14,3,6,5,1,1,1.35714E+14,30,1,3,35,1,3,35,1,2,35,1,3,30,1,3,17.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.94286E+14,40,1,3,30,1,3,45,1,2,35,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,3.34286E+14,35,1,3,30,1,3,40,1,2,35,1,3,30,1,3,27.5,2,3
0,17,17,0,6,6,0,1,3.85714E+14,35,1,3,35,1,3,50,1,2,45,1,3,40,1,3,30,1,3
1,17,17,0,6,5,1,1,3.47143E+14,30,1,3,30,1,3,36,1,2,40,1,3,35,1,3,32.5,2,3
2,17,11,6,6,4,2,1,2.93571E+14,30,1,3,27.5,2,3,40,1,2,35,1,3,35,1,3,25,2,3
2,17,14,3,6,4,2,1,3.65714E+14,35,1,3,27.5,2,3,40,1,2,35,1,3,35,1,3,30,2,3
1,17,14,3,6,5,1,1,3.78571E+14,30,1,3,35,1,3,37,1,2,40,1,3,35,1,3,25,2,3
2,17,8,9,5,3,2,1,6.57143E+14,30,1,3,27.5,2,3,35,1,2,0,0,3,30,1,3,7.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,1.09286E+14,30,1,3,24.5,2,3,31,1,2,40,1,3,33,1,3,20.33333333,3,3
1,17,17,0,6,5,1,1,3.43571E+14,40,1,3,30,1,3,40,1,2,30,2,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.33571E+14,35,1,3,35,1,3,40,1,2,35,1,3,30,1,3,30,1,3
1,17,17,0,6,5,1,1,3.62857E+14,30,1,3,30,1,3,40,1,2,40,1,3,35,1,3,30,2,3
0,17,17,0,6,6,0,1,3.39524E+14,35,1,3,30,1,3,35,1,2,40,1,3,30,1,3,35,1,3
0,17,17,0,6,6,0,1,35,35,1,3,30,1,3,35,1,2,45,1,3,35,1,3,35,1,3
3,17,11,6,5,2,3,2,1.77381E+14,27.5,2,3,30,1,3,45,1,2,32.5,2,3,0,0,3,30,2,3
0,17,17,0,6,6,0,1,37,45,1,3,35,1,3,35,1,2,40,1,3,40,1,3,35,1,3
0,17,17,0,6,6,0,1,4.18571E+14,40,1,3,40,1,3,40,1,2,45,1,3,40,1,3,40,1,3
1,17,17,0,6,5,1,1,3.88571E+14,35,1,3,35,1,3,41,1,2,30,1,3,35,1,3,30,2,3
2,17,11,6,6,4,2,1,3.36071E+14,30,1,3,27.66666667,3,3,40,1,2,40,1,3,35,1,3,27.5,2,3
0,17,17,0,6,6,0,1,3.26429E+14,30,1,3,30,1,3,40,1,2,30,1,3,35,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,8,9,6,3,3,2,0,30,1,3,19,2,3,30,1,2,26,2,3,24,2,3,30,1,3
0,17,17,0,6,6,0,1,40,35,1,3,40,1,3,45,1,2,45,1,3,45,1,3,40,1,3
0,17,17,0,6,6,0,1,2.97143E+14,30,1,3,30,1,3,35,1,2,35,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,37,30,1,3,30,1,3,40,1,2,45,1,3,35,1,3,35,1,3
0,17,17,0,6,6,0,1,3.67143E+14,35,1,3,35,1,3,45,1,2,40,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,3.58571E+14,27.5,2,3,30,1,3,40,1,2,45,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,1,1,0,1,0,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.42857E+14,30,1,3,40,1,3,35,1,2,40,1,3,35,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.62143E+14,35,1,3,35,1,3,41,1,2,45,1,3,35,1,3,30,1,3
1,17,17,0,6,5,1,1,3.41429E+14,35,1,3,35,1,3,40,1,2,40,1,3,30,2,3,35,1,3
0,17,17,0,6,6,0,1,3.34286E+14,40,1,3,45,1,3,40,1,2,45,1,3,35,1,3,30,1,3
0,17,0,17,1,1,0,1,0,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,4.08571E+14,35,1,3,40,1,3,45,1,2,45,1,3,45,1,3,40,1,3
0,17,17,0,6,6,0,1,3.78571E+14,40,1,3,35,1,3,45,1,2,40,1,3,35,1,3,45,1,3
0,17,17,0,6,6,0,1,4.35714E+14,45,1,3,35,1,3,40,1,2,45,1,3,40,1,3,45,1,3
0,17,17,0,6,6,0,1,32.5,30,1,3,30,1,3,45,1,2,50,1,3,35,1,3,40,1,3
0,17,17,0,6,6,0,1,3.67143E+14,40,1,3,40,1,3,40,1,2,45,1,3,30,1,3,30,1,3
2,17,9,8,5,3,2,1,1.92143E+14,27.5,2,3,30,1,3,0,0,2,35,1,3,35,1,3,26.66666667,3,3
0,17,17,0,6,6,0,1,6.42857E+14,35,1,3,35,1,3,45,1,2,45,1,3,35,1,3,35,1,3
2,17,11,6,6,4,2,1,1.41429E+14,27.5,2,3,23.66666667,3,3,35,1,2,40,1,3,39,1,3,30,1,3
3,17,8,9,6,3,3,2,0,27.5,2,3,27.5,2,3,35,1,2,45,1,3,30,1,3,27.5,2,3
1,17,14,3,6,5,1,1,3.55714E+14,30,1,3,35,1,3,40,1,2,40,1,3,30,1,3,27.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.32857E+14,30,1,3,35,1,3,40,1,2,35,1,3,30,1,3,35,1,3
0,17,14,3,6,6,0,1,0,35,1,3,40,1,3,45,1,2,45,1,3,30,1,3,20,1,3
0,17,3,14,1,1,0,1,0,35,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,8,9,6,3,3,2,2.79286E+14,22.5,2,3,27.5,2,3,33,1,2,45,1,3,30,1,3,25,2,3
0,17,17,0,6,6,0,1,36,35,1,3,35,1,3,45,1,2,40,1,3,50,1,3,45,1,3
0,17,17,0,6,6,0,1,3.30714E+14,40,1,3,35,1,3,45,1,2,46,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,3.36667E+14,30,1,3,30,1,3,45,1,2,40,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,3.58571E+14,30,1,3,30,1,3,35,1,2,40,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,3.57143E+14,40,1,3,21.66666667,3,3,45,1,2,40,1,3,35,1,3,25,2,3
3,17,6,11,5,2,3,2,1.07143E+14,30,1,3,11.8,5,3,0,0,2,40,1,3,6.5,2,3,20,3,3
3,17,8,9,6,3,3,2,3.39048E+14,27.5,2,3,22,3,3,40,1,2,40,1,3,30,1,3,25,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,17,0,6,4,2,1,3.58571E+14,35,1,3,30,2,3,40,1,2,45,1,3,30,1,3,30,2,3
3,17,8,9,6,3,3,2,1.99286E+14,18,3,3,23.33333333,3,3,35,1,2,31,1,3,34,1,3,22.5,2,3
0,17,17,0,6,6,0,1,3.51429E+14,30,1,3,30,1,3,35,1,2,50,1,3,35,1,3,35,1,3
3,17,8,9,6,3,3,2,7.85714E+14,8.333333333,3,3,22.33333333,3,3,33,1,2,30,1,3,37,1,3,23,3,3
0,17,17,0,6,6,0,1,4.31429E+14,40,1,3,40,1,3,45,1,2,45,1,3,45,1,3,40,1,3
0,17,17,0,6,6,0,1,3.20714E+14,30,1,3,30,1,3,40,1,2,35,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,39,40,1,3,40,1,3,45,1,2,40,1,3,40,1,3,40,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.71429E+14,30,1,3,35,1,3,35,1,2,45,1,3,35,1,3,30,1,3
2,17,14,3,6,4,2,1,3.88571E+14,30,1,3,27.5,2,3,40,1,2,40,1,3,31,1,3,30,2,3
2,17,11,6,6,4,2,1,2.22976E+13,25,2,3,35,1,3,45,1,2,33,1,3,40,1,3,27.5,2,3
3,17,8,9,6,3,3,2,1.91429E+14,22,3,3,22.66666667,3,3,35,1,2,30,1,3,36,1,3,25.75,4,3
1,17,14,3,6,5,1,1,35,30,1,3,30,1,3,40,1,2,45,1,3,35,1,3,27.5,2,3
1,17,17,0,6,5,1,1,38,45,1,3,40,1,3,40,1,2,45,1,3,35,1,3,32.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,2.28333E+14,30,1,3,25,2,3,40,1,2,35,1,3,39,1,3,30,1,3
0,17,17,0,6,6,0,1,3.33571E+14,35,1,3,35,1,3,40,1,2,40,1,3,35,1,3,40,1,3
2,17,14,3,6,4,2,1,3.68571E+14,40,1,3,37.5,2,3,50,1,2,40,1,3,30,1,3,27.5,2,3
1,17,17,0,6,5,1,1,3.77143E+14,30,1,3,30,1,3,40,1,2,40,1,3,35,1,3,30,2,3
0,17,11,6,6,6,0,1,0,40,1,3,30,1,3,40,1,2,40,1,3,15,1,3,20,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,12,5,5,4,1,1,2.69048E+14,36,1,3,30,1,3,0,0,2,35,1,3,35,1,3,28.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,35.5,40,1,3,30,1,3,40,1,2,45,1,3,40,1,3,30,1,3
2,17,14,3,6,4,2,1,37,30.5,2,3,31,1,3,40,1,2,45,1,3,28.5,2,3,30,1,3
0,17,17,0,6,6,0,1,3.88571E+14,40,1,3,35,1,3,35,1,2,40,1,3,35,1,3,40,1,3
0,17,17,0,6,6,0,1,3.84286E+14,35,1,3,35,1,3,31,1,2,40,1,3,35,1,3,40,1,3
2,17,9,8,5,3,2,1,3.5,30,1,3,18.5,2,3,0,0,2,40,1,3,30,1,3,14,4,3
1,17,14,3,6,5,1,1,3.77143E+14,30,1,3,33,1,3,40,1,2,40,1,3,30,1,3,23,2,3
3,17,11,6,6,3,3,2,2.51429E+14,35,1,3,20.5,4,3,45,1,2,35,2,3,30,1,3,25,2,3
1,17,8,9,5,4,1,1,1,30,1,3,23,1,3,30,1,2,40,1,3,0,0,3,9,3,3
0,17,17,0,6,6,0,1,3.63571E+14,35,1,3,30,1,3,40,1,2,45,1,3,30,1,3,30,1,3
1,17,17,0,6,5,1,1,3.57857E+14,40,1,3,30,1,3,35,1,2,29.5,2,3,35,1,3,40,1,3
3,17,6,11,6,3,3,2,5.85714E+14,22.5,2,3,22,1,3,20,2,2,40,1,3,37,1,3,18,3,3
3,17,8,9,6,3,3,2,25.5,28.5,2,3,24.4,5,3,45,1,2,45,1,3,30,1,3,23.75,4,3
0,17,17,0,6,6,0,1,35,35,1,3,30,1,3,36,1,2,45,1,3,30,1,3,30,1,3
4,17,0,17,3,-1,4,2,0,4.25,4,3,0,2,3,0,0,2,4,4,3,0,0,3,6.75,4,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.37143E+14,30,1,3,40,1,3,30,1,2,35,1,3,45,1,3,30,1,3
2,17,11,6,6,4,2,1,32,35,1,3,27.5,2,3,40,1,2,45,1,3,30,1,3,28,2,3
0,17,17,0,6,6,0,1,4.18571E+14,40,1,3,35,1,3,40,1,2,50,1,3,40,1,3,35,1,3
1,17,14,3,6,5,1,1,1.01429E+14,32,1,3,28,1,3,34.5,2,2,40,1,3,35,1,3,30,1,3
0,17,3,14,1,1,0,1,0,30,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,2.86667E+14,35,1,3,28.33333333,3,3,45,1,2,35,1,3,30,1,3,30,1,3
2,17,11,6,6,4,2,1,3.34286E+14,30,1,3,27.5,2,3,45,1,2,45,1,3,35,1,3,28,2,3
0,17,17,0,6,6,0,1,3.55714E+14,35,1,3,30,1,3,40,1,2,45,1,3,30,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,0,17,3,0,3,2,0.714285714,0,0,3,0,0,3,14,2,2,7.5,2,3,0,0,3,7.5,2,3
2,17,0,17,1,-1,2,1,0,0,1,3,0,0,3,0,2,2,3.5,2,3,0,0,3,0,0,3
4,17,5,12,6,2,4,2,3.32143E+14,29,2,3,29,2,3,35,1,2,30,1,3,27.5,2,3,27.5,2,3
2,17,11,6,6,4,2,1,3.41429E+14,30,1,3,25,2,3,35,1,2,35,1,3,30,1,3,25,2,3
0,17,17,0,6,6,0,1,3.25714E+14,35,1,3,30,1,3,40,1,2,45,1,3,40,1,3,35,1,3
4,17,2,15,5,1,4,2,0,4.5,2,3,7.25,4,3,30,1,2,0,0,3,12.25,4,3,5.5,4,3
1,17,14,3,6,5,1,1,3.1881E+14,30,1,3,30,1,3,40,1,2,35,1,3,30,1,3,28,3,3
1,17,2,15,5,4,1,1,0,20,2,3,15,1,3,30,1,2,15,1,3,0,0,3,20,1,3
2,17,14,3,6,4,2,1,3.48571E+14,30,1,3,25,2,3,40,1,2,35,1,3,30,1,3,30.5,2,3
4,17,0,17,4,0,4,2,8.14286E+14,26,2,3,27.5,2,3,0,0,2,18,2,3,0,0,3,18.66666667,3,3
4,17,5,12,6,2,4,2,8.42857E+14,26.5,4,3,40,1,3,30,1,2,27.5,2,3,29,2,3,19.25,4,3
2,17,14,3,6,4,2,1,2.81429E+14,30,1,3,25,2,3,40,1,2,30,1,3,30,1,3,29.5,2,3
2,17,5,12,4,2,2,1,0,12.5,4,3,0,0,3,30,1,2,45,1,3,0,0,3,13.25,4,3
4,17,0,17,4,0,4,2,0,4.5,4,3,0,0,3,4.75,4,2,7,3,3,0,0,3,5.333333333,3,3
3,17,8,9,6,3,3,2,2.46667E+14,23,2,3,25,2,3,40,1,2,35,1,3,30,1,3,27.5,2,3
0,17,17,0,6,6,0,1,2.85714E+14,30,1,3,30,1,3,35,1,2,30,1,3,35,1,3,30,1,3
3,17,0,17,4,1,3,2,0,20.66666667,3,3,6.333333333,3,3,0,0,2,2,1,3,0,0,3,18.33333333,3,3
4,17,5,12,6,2,4,2,1.43571E+14,27,2,3,23.33333333,3,3,40,1,2,30,1,3,28.25,4,3,18.75,4,3
0,17,17,0,6,6,0,1,4.01429E+14,40,1,3,40,1,3,40,1,2,50,1,3,40,1,3,45,1,3
0,0,0,0,0,0,0,0,0.761904762,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,3.22619E+14,30,1,3,27.33333333,3,3,44,1,2,36,1,3,22.5,2,3,30,1,3
1,17,0,17,2,1,1,1,0,20,1,3,0,0,3,0,0,2,0,0,3,0,0,3,8.5,2,3
0,17,17,0,6,6,0,1,3.72857E+14,35,1,3,30,1,3,40,1,2,40,1,3,40,1,3,35,1,3
0,17,0,17,1,1,0,1,0,0,0,3,0,0,3,0,0,2,15,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.57143E+14,40,1,3,30,1,3,40,1,2,40,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,34,35,1,3,30,1,3,35,1,2,45,1,3,30,1,3,25,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,34.5,35,1,3,30,1,3,40,1,2,35,1,3,28.5,2,3,30,1,3
3,17,11,6,6,3,3,2,3.74286E+14,35,1,3,30,1,3,43,1,2,25.66666667,3,3,26,3,3,30,2,3
0,17,17,0,6,6,0,1,3.87857E+14,40,1,3,30,1,3,40,1,2,45,1,3,30,1,3,35,1,3
3,17,8,9,5,2,3,2,1.00476E+13,23.5,2,3,32.5,2,3,35,1,2,40,1,3,0,0,3,15.5,4,3
0,17,17,0,6,6,0,1,4.05714E+14,40,1,3,35,1,3,35,1,2,50,1,3,40,1,3,45,1,3
0,17,17,0,6,6,0,1,3.39286E+14,40,1,3,30,1,3,45,1,2,40,1,3,30,1,3,30,1,3
0,17,8,9,3,3,0,1,0,32,1,3,0,0,3,34,1,2,39,1,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,3.44286E+14,30,1,3,30,1,3,30,1,2,40,1,3,22.5,2,3,29.33333333,3,3
0,17,0,17,3,3,0,1,0,0,0,3,0,0,3,0,0,2,15,1,3,15,1,3,15,1,3
0,17,0,17,3,3,0,1,0,15,1,3,0,0,3,25,1,2,0,0,3,0,0,3,15,1,3
0,17,17,0,6,6,0,1,44,45,1,3,43,1,3,50,1,2,48,1,3,39,1,3,39,1,3
3,17,11,6,6,3,3,2,3.62857E+14,27.5,2,3,27.5,2,3,35,1,2,35,1,3,30,1,3,33,2,3
1,17,14,3,6,5,1,1,3.29286E+14,30,1,3,28,2,3,39,1,2,46,1,3,37,1,3,31,1,3
2,17,11,6,6,4,2,1,2.73571E+14,23,3,3,27.5,2,3,30,1,2,40,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
4,17,6,11,6,2,4,2,2.81429E+14,22.5,2,3,26,2,3,5,3,2,42,1,3,30,1,3,28.5,2,3
3,17,5,12,5,2,3,2,0.428571429,27.5,2,3,30,1,3,40,1,2,19,2,3,0,1,3,24,2,3
2,17,8,9,5,3,2,1,0.285714286,30,1,3,22.5,2,3,35,1,2,35,1,3,0,0,3,18.66666667,3,3
2,17,11,6,6,4,2,1,3.32143E+14,28,2,3,30,1,3,35,1,2,30,1,3,30,1,3,26,3,3
3,17,14,3,6,3,3,2,3.36429E+14,25,2,3,33,1,3,44,1,2,35,1,3,31,2,3,30.5,2,3
1,17,14,3,6,5,1,1,1.59286E+14,30,1,3,29,3,3,42,1,2,40,1,3,35,1,3,32,1,3
3,17,8,9,6,3,3,2,3.45714E+14,24,2,3,22.5,2,3,35,1,2,35,1,3,34,1,3,25,2,3
2,17,11,6,6,4,2,1,3.52857E+14,30,1,3,27.5,2,3,35,1,2,35,1,3,30,1,3,27,2,3
0,17,17,0,6,6,0,1,3.97143E+14,40,1,3,35,1,3,40,1,2,50,1,3,30,1,3,30,1,3
2,17,11,6,6,4,2,1,3.00952E+14,30,1,3,26.66666667,3,3,35,1,2,35,1,3,28.66666667,3,3,30,1,3
1,17,14,3,6,5,1,1,3.81429E+14,30,1,3,30,1,3,45,1,2,35,1,3,25.5,2,3,30,1,3
2,17,14,3,6,4,2,1,3.44286E+14,30,1,3,22.5,2,3,40,1,2,30,1,3,30,1,3,30.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,1.62857E+14,30,1,3,31,1,3,30,1,2,40,1,3,28,2,3,21.25,4,3
3,17,8,9,6,3,3,2,8.64286E+14,25,2,3,21.5,4,3,32,1,2,40,1,3,31,1,3,23,2,3
2,17,3,14,4,2,2,1,0,3.666666667,3,3,0,0,3,2,1,2,35,1,3,0,0,3,6.5,4,3
3,17,3,14,3,0,3,2,0,1.666666667,3,3,0,0,3,0,2,2,30,1,3,0,0,3,0.5,2,3
0,17,17,0,6,6,0,1,3.48571E+14,40,1,3,35,1,3,40,1,2,50,1,3,35,1,3,35,1,3
1,17,14,3,6,5,1,1,3.30714E+14,35,1,3,30,1,3,30,1,2,40,1,3,30,1,3,25.5,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,0,17,1,0,1,1,0,10,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,1,3
2,17,3,14,3,1,2,1,1.28571E+14,22.5,2,3,7.5,2,3,0,0,2,40,1,3,0,0,3,0,1,3
1,17,14,3,6,5,1,1,3.18571E+14,30,1,3,22.5,2,3,30,1,2,35,1,3,34,1,3,34,1,3
1,17,17,0,6,5,1,1,3.54286E+14,30,1,3,30,1,3,30,1,2,50,1,3,30,2,3,35,1,3
1,17,17,0,6,5,1,1,3.30714E+14,35,1,3,31,1,3,40,1,2,35,1,3,35,1,3,29.5,2,3
0,17,17,0,6,6,0,1,3.95714E+14,35,1,3,40,1,3,40,1,2,40,1,3,35,1,3,35,1,3
2,17,14,3,6,4,2,1,3.21429E+14,30,1,3,27.5,2,3,40,1,2,30,1,3,30,1,3,30,2,3
0,17,0,17,2,2,0,1,4.28571E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,15,1,3
2,17,14,3,6,4,2,1,3.36429E+14,28,2,3,30,1,3,35,1,2,35,1,3,30,1,3,30,2,3
0,17,0,17,3,3,0,1,0,0,0,3,0,0,3,15,1,2,15,1,3,0,0,3,15,1,3
3,17,11,6,6,3,3,2,2.39524E+13,30,1,3,22.25,4,3,35,1,2,30,1,3,29.5,2,3,28.5,2,3
0,17,2,15,2,2,0,1,0,15,1,3,0,0,3,35,1,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,3.41429E+14,30,1,3,22,4,3,35,1,2,30,1,3,30,1,3,25.5,2,3
1,17,14,3,6,5,1,1,1.95238E+14,30,1,3,30,1,3,40,1,2,30,1,3,33,1,3,25,2,3
5,17,2,15,6,1,5,2,4.28571E+14,4.5,2,3,11.75,4,3,30,1,2,6,2,3,18,4,3,11.75,4,3
