CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO
2,17,14,3,6,4,2,1,3.42857E+14,32.5,2,3,25,3,3,45,1,2,45,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,3.27143E+14,35,1,3,30,1,3,30,1,2,40,1,3,35,1,3,27.5,2,3
1,17,17,0,6,5,1,1,32.5,30,1,3,35,1,3,35,1,2,32.5,2,3,35,1,3,35,1,3
0,17,6,11,6,6,0,1,5.71429E+14,30,1,3,25,1,3,25,1,2,20,1,3,35,1,3,20,1,3
1,17,17,0,6,5,1,1,39,35,1,3,40,1,3,35,2,2,40,1,3,40,1,3,35,1,3
4,17,14,3,6,2,4,2,1.53571E+14,30,2,3,27.5,2,3,45,1,2,40,1,3,30,2,3,30,2,3
3,17,0,17,3,0,3,2,1.04286E+14,20.5,6,3,0,0,3,0,0,2,0,0,3,12.5,2,3,18,2,3
0,17,17,0,6,6,0,1,3.07143E+14,35,1,3,30,1,3,30,1,2,50,1,3,40,1,3,30,1,3
3,17,14,3,6,3,3,2,3.43571E+14,35,2,3,22.5,2,3,32.5,2,2,40,1,3,30,1,3,35,1,3
2,17,11,6,6,4,2,1,2.63571E+14,30,1,3,26.66666667,3,3,45,1,2,40,1,3,27.5,2,3,30,1,3
3,17,9,8,6,3,3,2,3.46429E+14,30,1,3,27.5,2,3,27.5,2,2,45,1,3,35,1,3,26.66666667,3,3
0,17,17,0,6,6,0,1,35,40,1,3,45,1,3,35,1,2,45,1,3,40,1,3,40,1,3
2,17,11,6,6,4,2,1,3.35714E+14,30,1,3,25,2,3,45,1,2,35,1,3,30,1,3,22.5,2,3
0,17,17,0,6,6,0,1,3.10714E+14,30,1,3,30,1,3,30,1,2,40,1,3,35,1,3,30,1,3
0,17,0,17,1,1,0,1,4.28571E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,3.14286E+14,30,1,3,27.5,2,3,30,1,2,45,1,3,35,1,3,35,2,3
0,17,0,17,1,1,0,1,4.28571E+14,20,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,5,12,4,4,0,1,4.28571E+14,30,1,3,15,1,3,40,1,2,0,0,3,15,1,3,0,0,3
0,17,17,0,6,6,0,1,35,30,1,3,35,1,3,35,1,2,35,1,3,40,1,3,35,1,3
0,17,17,0,6,6,0,1,3.07143E+14,40,1,3,40,1,3,30,1,2,45,1,3,40,1,3,35,1,3
1,17,15,2,6,5,1,1,35,30,1,3,30,1,3,25,2,2,45,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,2.16667E+14,30,1,3,22.5,2,3,45,1,2,35,1,3,30,1,3,22.5,2,3
4,17,8,9,6,2,4,2,6.42857E+14,25,2,3,17.5,2,3,35,2,2,30,1,3,30,1,3,15,3,3
0,17,17,0,6,6,0,1,3.14286E+14,35,1,3,45,1,3,35,1,2,50,1,3,40,1,3,35,1,3
1,17,14,3,6,5,1,1,2.56667E+14,30,1,3,27.5,2,3,30,1,2,35,1,3,35,1,3,35,1,3
1,17,17,0,6,5,1,1,2.55952E+14,35,1,3,30,1,3,30,2,2,45,1,3,40,1,3,35,1,3
0,17,0,17,1,1,0,1,6.42857E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,8,9,6,3,3,2,2.07143E+14,20,3,3,30,1,3,45,1,2,26.66666667,3,3,45,1,3,22.5,2,3
0,17,17,0,6,6,0,1,3.67857E+14,40,1,3,30,1,3,30,1,2,40,1,3,40,1,3,40,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,35,35,1,3,25,2,3,30,1,2,45,1,3,35,1,3,30,2,3
1,17,17,0,6,5,1,1,2.70714E+14,30,1,3,40,1,3,30,1,2,40,1,3,35,1,3,30,2,3
0,17,3,14,1,1,0,1,6.42857E+14,30,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,17,0,6,5,1,1,2.96429E+14,35,1,3,40,1,3,30,1,2,35,1,3,35,1,3,32.5,2,3
0,17,17,0,6,6,0,1,3.28571E+14,30,1,3,30,1,3,30,1,2,35,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,2.85714E+14,40,1,3,35,1,3,35,1,2,50,1,3,35,1,3,35,1,3
1,17,17,0,6,5,1,1,3.10714E+14,35,1,3,31.66666667,3,3,30,1,2,35,1,3,40,1,3,30,1,3
1,17,14,3,6,5,1,1,2.82143E+14,35,1,3,27.5,2,3,30,1,2,35,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.67857E+14,30,1,3,30,1,3,30,1,2,50,1,3,35,1,3,40,1,3
1,17,0,17,1,0,1,1,5.71429E+14,25,2,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,2,15,2,1,1,1,6.42857E+14,16.66666667,3,3,0,0,3,40,1,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,27.5,30,1,3,35,1,3,35,1,2,30,1,3,30,1,3,35,1,3
1,17,0,17,2,1,1,1,4.28571E+14,15,2,3,0,0,3,15,1,2,0,0,3,0,0,3,0,0,3
2,17,17,0,6,4,2,1,3.02857E+14,30,1,3,30,2,3,37.5,2,2,35,1,3,35,1,3,30,1,3
2,17,17,0,6,4,2,1,3.71429E+14,35,2,3,30,1,3,32.5,2,2,40,1,3,30,1,3,40,1,3
2,17,14,3,6,4,2,1,1.78571E+14,40,1,3,23.33333333,3,3,35,1,2,40,1,3,30,1,3,32.5,2,3
1,17,17,0,6,5,1,1,3.92857E+14,35,2,3,30,1,3,45,1,2,30,1,3,35,1,3,30,1,3
1,17,2,15,6,5,1,1,5.71429E+14,22.5,2,3,15,1,3,40,1,2,15,1,3,15,1,3,15,1,3
2,17,11,6,6,4,2,1,1.99405E+14,22.5,2,3,30,1,3,45,1,2,30,1,3,35,1,3,25,4,3
1,17,14,3,6,5,1,1,1.12143E+14,30,1,3,30,1,3,45,1,2,30,1,3,40,1,3,22.5,2,3
2,17,11,6,6,4,2,1,3.14286E+14,30,1,3,27.5,2,3,30,1,2,30,1,3,30,1,3,22.5,2,3
1,17,17,0,6,5,1,1,3.07143E+14,35,1,3,30,1,3,30,1,2,45,1,3,35,1,3,30,2,3
2,17,14,3,6,4,2,1,3.39286E+14,35,1,3,30,2,3,30,1,2,50,1,3,35,1,3,22.5,2,3
2,17,14,3,6,4,2,1,30,35,1,3,27.5,2,3,30,1,2,50,1,3,35,1,3,30,2,3
0,17,0,17,1,1,0,1,7.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,17,0,6,5,1,1,3.48571E+14,30,1,3,35,1,3,35,1,2,40,1,3,35,1,3,30,2,3
0,17,17,0,6,6,0,1,3.92857E+14,30,1,3,30,1,3,30,1,2,50,1,3,35,1,3,35,1,3
0,17,3,14,1,1,0,1,5.71429E+14,35,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
5,17,2,15,5,0,5,2,1.07143E+14,27.5,2,3,0,0,3,32.5,2,2,27.5,2,3,22.5,2,3,17.5,2,3
1,17,17,0,6,5,1,1,30,35,1,3,35,1,3,30,1,2,40,1,3,35,1,3,30,2,3
0,17,15,2,5,5,0,1,2.14286E+14,35,1,3,30,1,3,0,0,2,40,1,3,40,1,3,30,1,3
0,17,17,0,6,6,0,1,2.89286E+14,30,1,3,35,1,3,30,1,2,35,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,3.64286E+14,30,1,3,30,1,3,30,1,2,40,1,3,30,1,3,30,1,3
3,17,0,17,3,0,3,2,4.07143E+14,21.66666667,3,3,25,2,3,0,0,2,0,0,3,10,3,3,0,0,3
1,17,17,0,6,5,1,1,3.04762E+14,30,1,3,30,1,3,30,1,2,40,1,3,35,1,3,35,2,3
1,17,15,2,6,5,1,1,25,30,1,3,30,1,3,24,2,2,40,1,3,30,1,3,30,1,3
0,17,14,3,6,6,0,1,1.07143E+14,30,1,3,30,1,3,30,1,2,30,1,3,35,1,3,25,1,3
2,17,11,6,6,4,2,1,2.78571E+14,27.5,2,3,22.5,2,3,45,1,2,35,1,3,30,1,3,40,1,3
0,17,0,17,1,1,0,1,6.42857E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,17,0,6,5,1,1,27.5,30,1,3,30,1,3,50,1,2,45,1,3,35,1,3,32.5,2,3
2,17,14,3,6,4,2,1,3.21429E+14,30,1,3,30,3,3,40,1,2,45,1,3,27.5,2,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,0,17,1,0,1,1,6.42857E+14,15,2,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,3.57143E+14,30,1,3,25,2,3,45,1,2,35,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,2.78571E+14,40,1,3,30,1,3,50,1,2,40,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,3.78571E+14,30,1,3,30,1,3,40,1,2,45,1,3,30,1,3,35,1,3
3,17,11,6,6,3,3,2,2.87143E+14,30,1,3,22.5,2,3,30,2,2,30,1,3,35,1,3,21.66666667,3,3
0,17,17,0,6,6,0,1,2.71429E+14,30,1,3,30,1,3,40,1,2,35,1,3,35,1,3,30,1,3
1,17,14,3,6,5,1,1,2.96429E+14,30,1,3,25,2,3,45,1,2,40,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.78571E+14,30,1,3,30,1,3,45,1,2,35,1,3,35,1,3,30,1,3
2,17,11,6,6,4,2,1,2.64286E+14,30,1,3,27.5,2,3,35,1,2,30,1,3,35,1,3,25,2,3
2,17,17,0,6,4,2,1,3.42857E+14,35,1,3,32.5,2,3,35,2,2,35,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.42857E+14,40,1,3,35,1,3,50,1,2,40,1,3,40,1,3,35,1,3
3,17,6,11,5,2,3,2,1.14286E+14,30,1,3,23.33333333,3,3,0,0,2,27.5,4,3,30,1,3,20,4,3
2,17,11,6,6,4,2,1,2.87857E+14,30,1,3,27.5,2,3,35,1,2,35,1,3,40,1,3,27.5,2,3
3,17,14,3,6,3,3,2,3.32143E+14,30,2,3,30,1,3,45,1,2,32.5,2,3,35,1,3,27.5,2,3
2,17,12,5,6,4,2,1,3.14286E+14,22.5,2,3,35,1,3,26.5,2,2,40,1,3,30,1,3,30,1,3
5,17,3,14,6,1,5,2,2.45476E+13,25,3,3,22.5,2,3,28.33333333,3,2,22.5,4,3,35,1,3,25,2,3
2,17,14,3,6,4,2,1,1.68299E+14,30,1,3,22.5,2,3,40,1,2,30,2,3,50,1,3,30,1,3
0,17,3,14,1,1,0,1,6.42857E+14,35,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,3.28571E+14,30,1,3,40,1,3,35,1,2,45,1,3,35,1,3,35,1,3
2,17,11,6,6,4,2,1,3.57143E+14,22.5,2,3,35,1,3,45,1,2,40,1,3,35,1,3,27.5,2,3
0,17,17,0,6,6,0,1,3.35714E+14,30,1,3,35,1,3,40,1,2,45,1,3,35,1,3,30,1,3
0,17,17,0,6,6,0,1,3.07143E+14,35,1,3,40,1,3,45,1,2,30,1,3,35,1,3,30,1,3
1,17,15,2,6,5,1,1,2.96429E+14,30,1,3,40,1,3,15,1,2,40,1,3,30,1,3,30,2,3
2,17,14,3,6,4,2,1,3.42857E+14,30,1,3,25,2,3,32.5,2,2,40,1,3,35,1,3,30,1,3
0,17,3,14,1,1,0,1,5.71429E+14,30,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,15,2,6,5,1,1,3.92857E+14,35,1,3,30,1,3,27.5,2,2,40,1,3,45,1,3,40,1,3
0,17,17,0,6,6,0,1,2.67857E+14,30,1,3,30,1,3,30,1,2,40,1,3,40,1,3,30,1,3
1,17,0,17,1,0,1,1,3.21429E+14,20,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
4,17,3,14,5,1,4,2,2.92143E+14,25,2,3,27.5,2,3,0,1,2,35,1,3,22.5,2,3,27.5,2,3
2,17,14,3,6,4,2,1,3.38571E+14,30,1,3,27.5,2,3,45,1,2,50,1,3,40,1,3,30,2,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,3,14,4,4,0,1,5.71429E+14,30,1,3,15,1,3,0,0,2,0,0,3,25,1,3,15,1,3
4,17,17,0,6,2,4,2,28,35,1,3,32.5,2,3,32.5,2,2,31,1,3,30,2,3,32.5,2,3
2,17,14,3,6,4,2,1,2.89286E+14,26.66666667,3,3,30,2,3,45,1,2,45,1,3,35,1,3,30,1,3
1,17,15,2,6,5,1,1,3.46429E+14,30,1,3,30,1,3,25,2,2,35,1,3,35,1,3,30,1,3
3,17,0,17,4,1,3,2,4.28571E+14,15,4,3,17.5,2,3,15,1,2,0,0,3,20,2,3,0,0,3
1,17,17,0,6,5,1,1,3.82857E+14,35,1,3,40,1,3,30,2,2,45,1,3,35,1,3,30,1,3
2,17,14,3,6,4,2,1,2.54762E+14,30,1,3,30,1,3,32.5,2,2,40,1,3,30,1,3,25,3,3
0,17,0,17,1,1,0,1,4.28571E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,3.78571E+14,30,1,3,32.5,2,3,35,1,2,45,1,3,35,1,3,27.5,2,3
1,17,14,3,6,5,1,1,1.44524E+13,20,3,3,30,1,3,30,1,2,40,1,3,45,1,3,35,1,3
3,17,14,3,6,3,3,2,3.92857E+14,30,1,3,25,2,3,30,2,2,35,1,3,35,1,3,30,2,3
0,17,17,0,6,6,0,1,3.92857E+14,35,1,3,35,1,3,30,1,2,40,1,3,40,1,3,30,1,3
1,17,17,0,6,5,1,1,2.92857E+14,32.5,2,3,40,1,3,30,1,2,40,1,3,35,1,3,40,1,3
2,17,14,3,6,4,2,1,3.34524E+14,30,1,3,30,2,3,45,1,2,35,1,3,40,1,3,23.33333333,3,3
2,17,11,6,6,4,2,1,1.71429E+14,30,1,3,22.5,2,3,45,1,2,40,1,3,30,1,3,16.66666667,3,3
2,17,14,3,6,4,2,1,1.88571E+14,30,1,3,35,2,3,45,1,2,27.5,2,3,40,1,3,30,1,3
1,17,0,17,1,0,1,1,2.14286E+14,15,2,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
4,17,9,8,6,2,4,2,9.28571E+14,30,1,3,22.5,2,3,25,2,2,21.66666667,3,3,45,1,3,31.66666667,3,3
1,17,0,17,1,0,1,1,5,17.5,2,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,2.38095E+14,35,1,3,30,1,3,40,1,2,27.5,2,3,30,1,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,17,0,6,4,2,1,2.84286E+14,35,1,3,30,2,3,45,1,2,35,1,3,30,1,3,30,2,3
5,17,5,12,6,1,5,2,2.43571E+14,32.5,2,3,25,2,3,45,1,2,22.5,4,3,27.5,2,3,20,3,3
0,17,17,0,6,6,0,1,2.53571E+14,30,1,3,35,1,3,40,1,2,35,1,3,40,1,3,45,1,3
3,17,11,6,6,3,3,2,2.20238E+14,30,1,3,22.5,2,3,50,1,2,30,2,3,30,1,3,23.33333333,3,3
2,17,11,6,6,4,2,1,2.46429E+14,35,1,3,27.5,2,3,45,1,2,30,1,3,40,1,3,27.5,2,3
2,17,11,6,6,4,2,1,2.71429E+14,35,1,3,22.5,2,3,45,1,2,35,1,3,45,1,3,27.5,2,3
2,17,14,3,6,4,2,1,2.54762E+14,30,1,3,30,1,3,40,1,2,32.5,2,3,35,1,3,27.5,2,3
0,17,17,0,6,6,0,1,2.67857E+14,30,1,3,30,1,3,40,1,2,40,1,3,30,1,3,35,1,3
0,17,17,0,6,6,0,1,3.07143E+14,40,1,3,45,1,3,30,1,2,45,1,3,50,1,3,50,1,3
1,17,0,17,1,0,1,1,5,15,2,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,11,6,6,3,3,2,1.82381E+14,30,1,3,21.25,4,3,45,1,2,30,2,3,30,1,3,22,5,3
4,17,6,11,6,2,4,2,3.30952E+14,30,1,3,30,1,3,10,2,2,15.66666667,3,3,26,3,3,21,2,3
0,17,3,14,1,1,0,1,5,30,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,3,14,5,2,3,2,5,30,1,3,22.5,2,3,0,0,2,25,2,3,27.5,2,3,25,1,3
0,17,17,0,6,6,0,1,2.89286E+14,35,1,3,30,1,3,40,1,2,35,1,3,40,1,3,30,1,3
3,17,8,9,6,3,3,2,7,30,1,3,7.142857143,7,3,45,1,2,9,5,3,7.5,4,3,35,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
4,17,8,9,6,2,4,2,6.42857E+14,35,1,3,25,3,3,45,1,2,30,2,3,25,2,3,23.33333333,3,3
2,17,5,12,5,3,2,1,1.14286E+14,25,3,3,25,2,3,50,1,2,0,0,3,30,1,3,15,1,3
0,17,17,0,6,6,0,1,2.85714E+14,30,1,3,35,1,3,40,1,2,40,1,3,30,1,3,30,1,3
0,17,15,2,5,5,0,1,5,40,1,3,35,1,3,0,0,2,35,1,3,40,1,3,40,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
6,17,5,12,6,0,6,2,2.5381E+14,20,3,3,23.75,4,3,32.5,2,2,32.5,2,3,25,2,3,26.66666667,3,3
3,17,8,9,6,3,3,2,1.90952E+14,21.66666667,3,3,27.5,2,3,45,1,2,30,1,3,30,1,3,25,2,3
3,17,8,9,6,3,3,2,1.89048E+14,30,1,3,25,2,3,45,1,2,30,1,3,23,4,3,20,5,3
0,17,17,0,6,6,0,1,2.72619E+14,35,1,3,30,1,3,45,1,2,35,1,3,40,1,3,35,1,3
4,17,11,6,6,2,4,2,8.09524E+13,30,1,3,23.5,2,3,30,2,2,35,1,3,30.5,2,3,20,5,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,2,15,6,3,3,2,5,28.33333333,3,3,17.5,2,3,45,1,2,22.5,2,3,15,1,3,15,1,3
2,17,2,15,6,4,2,1,5,25,3,3,15,1,3,40,1,2,15,2,3,15,1,3,15,1,3
0,17,17,0,6,6,0,1,3.07143E+14,35,1,3,35,1,3,45,1,2,50,1,3,45,1,3,35,1,3
2,17,11,6,6,4,2,1,2.69286E+14,30,1,3,30,1,3,40,1,2,45,1,3,27.5,2,3,27.5,2,3
0,17,17,0,6,6,0,1,30,35,1,3,30,1,3,45,1,2,35,1,3,30,1,3,35,1,3
1,17,15,2,6,5,1,1,2.25476E+13,30,1,3,30,1,3,27.5,2,2,40,1,3,30,1,3,40,1,3
4,17,5,12,6,2,4,2,2.63571E+14,25,3,3,25,2,3,44,1,2,45,1,3,26.2,5,3,27.5,2,3
3,17,17,0,6,3,3,2,2.85238E+14,31.66666667,3,3,30,2,3,32.5,2,2,35,1,3,40,1,3,30,1,3
1,17,14,3,6,5,1,1,2.92857E+14,40,1,3,27.5,2,3,30,1,2,45,1,3,30,1,3,45,1,3
3,17,8,9,6,3,3,2,6.42857E+14,30,1,3,27.5,2,3,40,1,2,20,2,3,35,1,3,20,3,3
0,17,17,0,6,6,0,1,30,40,1,3,35,1,3,30,1,2,40,1,3,30,1,3,45,1,3
5,17,2,15,6,1,5,2,2.48571E+14,26.66666667,3,3,21.66666667,3,3,40,1,2,22.5,2,3,22.5,2,3,25,2,3
0,17,17,0,6,6,0,1,2.89286E+14,40,1,3,30,1,3,45,1,2,45,1,3,50,1,3,40,1,3
0,17,17,0,6,6,0,1,2.85714E+14,30,1,3,30,1,3,30,1,2,45,1,3,35,1,3,30,1,3
2,17,14,3,6,4,2,1,2.46429E+14,30,1,3,30,2,3,45,1,2,30,1,3,30,1,3,27.5,2,3
3,17,8,9,6,3,3,2,2.48095E+14,25,3,3,27.5,2,3,30,1,2,40,1,3,40,1,3,27.5,2,3
1,17,17,0,6,5,1,1,2.5119E+14,35,1,3,32.5,2,3,50,1,2,45,1,3,35,1,3,35,1,3
2,17,11,6,6,4,2,1,4.28571E+14,23.33333333,3,3,18.33333333,3,3,30,1,2,30,1,3,30,1,3,35,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,1.60714E+14,30,1,3,30,1,3,45,1,2,30,1,3,30,1,3,21.66666667,3,3
2,17,11,6,6,4,2,1,2.37143E+14,30,1,3,25,2,3,45,1,2,35,1,3,25,2,3,30,1,3
0,17,17,0,6,6,0,1,3.35714E+14,40,1,3,35,1,3,50,1,2,45,1,3,35,1,3,35,1,3
1,17,14,3,6,5,1,1,2.71429E+14,30,1,3,25,2,3,30,1,2,40,1,3,30,1,3,40,1,3
0,17,6,11,2,2,0,1,2.5,30,1,3,50,1,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,14,3,6,3,3,2,2.81429E+14,30,1,3,30,2,3,45,1,2,35,2,3,40,1,3,23.33333333,3,3
0,17,17,0,6,6,0,1,30,30,1,3,35,1,3,30,1,2,40,1,3,35,1,3,40,1,3
2,17,14,3,6,4,2,1,8.57143E+14,30,1,3,16.66666667,3,3,45,1,2,35,1,3,30,1,3,35,2,3
1,17,17,0,6,5,1,1,2.95238E+14,30,1,3,32.5,2,3,30,1,2,40,1,3,45,1,3,30,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,2.90714E+14,35,1,3,30,1,3,45,1,2,30,1,3,45,1,3,40,1,3
0,17,15,2,5,5,0,1,2.82143E+14,40,1,3,35,1,3,0,0,2,45,1,3,40,1,3,35,1,3
2,17,3,14,3,1,2,1,6.42857E+14,20,3,3,0,0,3,15,1,2,30,2,3,0,0,3,0,0,3
4,17,5,12,6,2,4,2,2.83571E+14,27.5,2,3,22.5,2,3,45,1,2,25,2,3,40,1,3,26.66666667,3,3
3,17,11,6,6,3,3,2,3.07143E+14,40,1,3,35,1,3,32.5,2,2,35,1,3,27.5,2,3,25,2,3
3,17,11,6,6,3,3,2,1.80952E+14,25,2,3,30,1,3,45,1,2,40,1,3,23.33333333,3,3,32.5,2,3
3,17,11,6,6,3,3,2,3.07143E+14,32.5,2,3,30,1,3,45,1,2,40,1,3,27.5,2,3,25,2,3
1,17,17,0,6,5,1,1,30,35,1,3,30,1,3,35,2,2,40,1,3,30,1,3,45,1,3
0,17,17,0,6,6,0,1,3.14286E+14,35,1,3,40,1,3,30,1,2,40,1,3,35,1,3,35,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,3.14286E+14,27.5,2,3,37.5,2,3,45,1,2,30,1,3,40,1,3,40,1,3
0,17,17,0,6,6,0,1,3.41429E+14,40,1,3,30,1,3,45,1,2,35,1,3,30,1,3,30,1,3
0,17,17,0,6,6,0,1,2.82143E+14,40,1,3,30,1,3,45,1,2,45,1,3,35,1,3,35,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,0,17,1,0,1,1,2.14286E+14,15,3,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
3,17,6,11,5,2,3,2,1.28571E+14,25,3,3,27.5,2,3,0,0,2,35,1,3,27.5,2,3,30,1,3
0,17,17,0,6,6,0,1,2.92857E+14,30,1,3,30,1,3,50,1,2,45,1,3,35,1,3,40,1,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
0,17,17,0,6,6,0,1,25,30,1,3,30,1,3,50,1,2,45,1,3,30,1,3,30,1,3
1,17,14,3,6,5,1,1,2.86429E+14,35,1,3,27.5,2,3,50,1,2,45,1,3,40,1,3,45,1,3
1,17,14,3,6,5,1,1,2.7119E+14,25,2,3,30,1,3,45,1,2,30,1,3,30,1,3,30,1,3
3,17,8,9,6,3,3,2,1.56667E+14,30,1,3,20,3,3,40,1,2,50,1,3,23.33333333,3,3,27.5,2,3
1,17,14,3,6,5,1,1,1.30952E+14,25,2,3,30,1,3,45,1,2,30,1,3,45,1,3,30,1,3
0,17,17,0,6,6,0,1,3.42857E+14,45,1,3,35,1,3,45,1,2,40,1,3,30,1,3,35,1,3
1,17,14,3,6,5,1,1,2.71429E+14,40,1,3,22.5,2,3,45,1,2,45,1,3,30,1,3,35,1,3
3,17,8,9,6,3,3,2,1.21429E+14,35,1,3,22.5,2,3,45,1,2,18.33333333,3,3,30,1,3,22.5,2,3
0,17,17,0,6,6,0,1,3.21429E+14,35,1,3,35,1,3,50,1,2,40,1,3,40,1,3,40,1,3
3,17,8,9,6,3,3,2,2.59286E+14,30,1,3,23.33333333,3,3,50,1,2,45,1,3,28.33333333,3,3,21.25,4,3
0,17,0,17,1,1,0,1,2.14286E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
4,17,5,12,6,2,4,2,1.46429E+14,28.33333333,3,3,27.5,2,3,50,1,2,40,1,3,25,2,3,20,2,3
1,17,2,15,2,1,1,1,5.71429E+14,15,2,3,0,0,3,45,1,2,0,0,3,0,0,3,0,0,3
2,17,0,17,2,0,2,1,6.42857E+14,18.33333333,3,3,0,0,3,0,0,2,20,2,3,0,0,3,0,0,3
2,17,14,3,6,4,2,1,2.59286E+14,32.5,2,3,30,1,3,42,1,2,40,1,3,35,1,3,23.33333333,3,3
0,17,0,17,1,1,0,1,5.71429E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
1,17,14,3,6,5,1,1,2.06905E+14,35,1,3,23.33333333,3,3,45,1,2,45,1,3,30,1,3,35,1,3
1,17,14,3,6,5,1,1,2.67857E+14,27.5,2,3,30,1,3,30,1,2,45,1,3,30,1,3,30,1,3
3,17,8,9,6,3,3,2,2.74286E+14,27.5,2,3,25,3,3,45,1,2,30,1,3,30,1,3,26.66666667,3,3
0,17,0,17,1,1,0,1,3.57143E+14,15,1,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3
2,17,11,6,6,4,2,1,2.61429E+14,30,1,3,35,1,3,45,1,2,22.5,2,3,30,1,3,23.33333333,3,3
4,17,11,6,6,2,4,2,2.62143E+14,30,1,3,23,2,3,45,1,2,30,2,3,31.5,2,3,21.25,4,3
