NOTA_EI_DOS,VECES_EI_DOS,CREDITOS_EI_DOS,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP,NOTA_SUBEL,VECES_SUBEL,CREDITOS_SUBEL,NOTA_AIELEC,VECES_AIELEC,CREDITOS_AIELEC,CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,PROMEDIO_NUEVE
0,0,3,43,1,2,44,1,2,43,1,1,42,2,2,30,2,3,32,1,2,2,17,12,5,8,6,2,2,37
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,35,1,2,31,1,2,0,0,1,47,1,2,0,0,3,0,0,2,0,6,6,0,3,3,0,1,38
0,0,3,44,1,2,42,1,2,46,1,1,33,1,2,34,1,3,38,1,2,0,12,12,0,6,6,0,1,40.11111111
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,2,2,38,2,2,43,1,1,48,1,2,30,1,3,36,1,2,2,16,12,4,8,6,2,2,36.44444444
0,0,3,39,1,2,32,1,2,46,1,1,32,1,2,30,2,3,30,1,2,1,15,12,3,7,6,1,2,41
0,0,3,45,1,2,30,1,2,47,1,1,48,1,2,36,2,3,38,1,2,1,15,12,3,7,6,1,1,43.55555556
0,0,3,47,1,2,43,1,2,44,1,1,47,1,2,34,1,3,35,1,2,0,12,12,0,6,6,0,1,39
0,0,3,43,1,2,45,1,2,44,1,1,35,2,2,0,0,3,35,1,2,1,11,9,2,6,5,1,1,36.85714286
0,0,3,49,1,2,41,1,2,48,1,1,44,1,2,31,1,3,36,1,2,0,12,12,0,6,6,0,1,34.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,41,1,2,42,1,1,40,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,31.66666667
0,0,3,32,1,2,34,1,2,42,1,1,47,1,2,34,3,3,30,1,2,1,18,12,6,8,6,2,2,34.44444444
0,0,3,40,1,2,30,1,2,40,1,1,37,1,2,34,2,3,32,1,2,1,15,12,3,7,6,1,2,36.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,36,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,35,1,2,43,1,2,41,1,1,44,1,2,0,0,3,30,2,2,1,11,9,2,6,5,1,1,40
0,0,3,0,0,2,0,0,2,0,0,1,36,1,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,47,1,2,45,1,2,43,1,1,33,1,2,39,2,3,36,1,2,1,15,12,3,7,6,1,1,44.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,32,1,2,44,1,2,40,1,1,33,1,2,30,1,3,34,1,2,0,12,12,0,6,6,0,1,40.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,19,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,48,1,2,45,1,1,45,1,2,32,1,3,35,1,2,0,12,12,0,6,6,0,1,41.77777778
0,0,3,0,0,2,33,1,2,43,1,1,47,1,2,37,1,3,32,1,2,0,10,10,0,5,5,0,1,36.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,30,1,2,39,1,1,0,0,2,0,0,3,31,1,2,0,5,5,0,3,3,0,1,42
0,0,3,41,1,2,43,1,2,44,1,1,43,1,2,36,2,3,32,1,2,1,15,12,3,7,6,1,1,31.36363636
0,0,3,34,1,2,36,1,2,44,1,1,44,1,2,36,2,3,37,1,2,1,15,12,3,7,6,1,1,42.66666667
0,0,3,36,1,2,44,1,2,40,1,1,38,1,2,36,2,3,32,1,2,1,15,12,3,7,6,1,2,39.11111111
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,45,1,2,44,1,1,47,1,2,30,1,3,33,1,2,0,12,12,0,6,6,0,1,44.44444444
0,0,3,0,0,2,0,0,2,45,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,40,1,2,34,1,2,44,1,1,46,1,2,34,2,3,37,2,2,2,17,12,5,8,6,2,2,41.33333333
0,0,3,44,1,2,43,1,2,46,1,1,48,1,2,32,1,3,31,1,2,0,12,12,0,6,6,0,1,30.63636364
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,35,1,2,46,1,2,42,1,1,35,1,2,32,1,3,38,1,2,0,12,12,0,6,6,0,1,41.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,32,1,2,46,1,2,43,1,1,35,1,2,33,2,3,32,1,2,1,15,12,3,7,6,1,2,39.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,46,1,2,44,1,2,45,1,1,40,1,2,42,2,3,34,1,2,1,15,12,3,7,6,1,1,41.44444444
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,46,1,2,42,1,1,39,1,2,30,2,3,33,1,2,1,15,12,3,7,6,1,1,37.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,45,1,2,33,1,2,35,1,1,43,1,2,33,1,3,33,1,2,0,12,12,0,6,6,0,1,39.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,45,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,30,1,2,44,1,2,44,1,1,41,1,2,34,1,3,31,2,2,1,14,12,2,7,6,1,1,37.44444444
0,0,3,41,2,2,39,1,2,47,1,1,45,1,2,43,2,3,33,1,2,2,17,12,5,8,6,2,2,37.66666667
0,0,3,33,1,2,41,2,2,39,2,1,30,1,2,36,2,3,32,1,2,3,18,12,6,9,6,3,2,33.77777778
0,0,3,37,1,2,44,1,2,43,1,1,48,1,2,42,3,3,34,2,2,2,20,12,8,9,6,3,2,27.72727273
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,50,1,2,41,1,2,42,1,1,46,1,2,39,3,3,31,2,2,2,20,12,8,9,6,3,2,36.88888889
0,0,3,43,1,2,43,1,2,44,1,1,45,1,2,34,1,3,31,2,2,1,14,12,2,7,6,1,1,35.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,43,1,2,44,1,1,47,1,2,33,2,3,37,1,2,1,15,12,3,7,6,1,1,38.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,44,3,2,0,0,1,0,0,2,0,0,3,0,0,2,1,6,2,4,3,1,2,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,42,1,2,47,1,1,43,1,2,30,2,3,34,2,2,2,17,12,5,8,6,2,2,38.44444444
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,48,1,2,44,1,1,32,1,2,35,1,3,32,1,2,0,12,12,0,6,6,0,1,36.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,31,1,2,39,1,2,43,1,1,30,1,2,31,1,3,41,1,2,0,12,12,0,6,6,0,1,37.44444444
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,42,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,35,1,2,44,1,2,35,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,40
0,0,3,0,0,2,0,0,2,48,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,39
0,0,3,40,1,2,37,1,2,43,1,1,48,1,2,30,1,3,33,1,2,0,12,12,0,6,6,0,1,37.77777778
0,0,3,39,1,2,49,1,2,47,1,1,34,1,2,42,3,3,39,1,2,1,18,12,6,8,6,2,2,36.66666667
0,0,3,34,1,2,39,1,2,40,1,1,45,1,2,35,2,3,35,1,2,1,15,12,3,7,6,1,2,37.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,45,1,2,45,1,1,44,1,2,36,1,3,37,1,2,0,12,12,0,6,6,0,1,43
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,46
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,48,1,2,46,1,1,39,1,2,38,2,3,37,1,2,1,15,12,3,7,6,1,1,40.22222222
0,0,3,0,0,2,27,2,2,0,0,1,0,0,2,0,0,3,0,0,2,1,4,0,4,2,0,2,2,0
0,0,3,0,0,2,38,1,2,46,1,1,43,1,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,46,1,2,41,1,1,37,1,2,36,1,3,36,1,2,0,12,12,0,6,6,0,1,43.77777778
0,0,3,36,1,2,30,1,2,46,1,1,46,1,2,31,3,3,31,1,2,1,18,12,6,8,6,2,2,26.30769231
0,0,3,0,0,2,4,1,2,0,1,1,0,0,2,0,0,3,0,0,2,0,3,0,3,2,0,2,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,48,1,2,46,1,1,48,1,2,34,1,3,37,1,2,0,12,12,0,6,6,0,1,41.44444444
0,0,3,43,1,2,45,1,2,47,1,1,47,1,2,34,1,3,45,1,2,0,12,12,0,6,6,0,1,45.33333333
0,0,3,41,1,2,42,1,2,46,1,1,32,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,37
0,0,3,41,2,2,42,1,2,49,1,1,41,1,2,31,2,3,39,1,2,2,17,12,5,8,6,2,2,37.33333333
0,0,3,30,1,2,32,1,2,39,1,1,33,1,2,37,2,3,35,1,2,1,15,12,3,7,6,1,2,38.66666667
0,0,3,0,0,2,48,1,2,47,1,1,44,1,2,31,1,3,40,1,2,0,10,10,0,5,5,0,1,38.22222222
0,0,3,0,0,2,44,1,2,46,1,1,36,1,2,35,2,3,33,1,2,1,13,10,3,6,5,1,2,41.88888889
0,0,3,31,1,2,39,1,2,43,1,1,39,1,2,30,2,3,31,1,2,1,15,12,3,7,6,1,2,39
0,0,3,42,1,2,43,1,2,45,1,1,41,1,2,30,1,3,40,1,2,0,12,12,0,6,6,0,1,42.44444444
0,0,3,42,1,2,39,1,2,40,1,1,34,1,2,38,2,3,30,1,2,1,15,12,3,7,6,1,2,39.22222222
0,0,3,35,1,2,46,1,2,47,1,1,46,1,2,36,2,3,44,1,2,1,15,12,3,7,6,1,1,39.11111111
0,0,3,37,1,2,44,1,2,47,1,1,48,1,2,34,1,3,42,1,2,0,12,12,0,6,6,0,1,39.88888889
0,0,3,45,1,2,47,1,2,43,1,1,34,1,2,30,2,3,34,1,2,1,15,12,3,7,6,1,2,34
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,38,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,28
0,0,3,36,1,2,36,1,2,42,1,1,37,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,45
0,0,3,0,0,2,30,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,2,7
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,37,1,2,44,1,2,44,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,31.2
0,0,3,32,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,47,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,30,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,46,1,2,45,1,2,39,1,1,36,1,2,43,1,3,36,1,2,0,12,12,0,6,6,0,1,32
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,36,1,2,44,1,1,43,1,2,31,2,3,41,1,2,1,15,12,3,7,6,1,2,31.81818182
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,42,1,2,47,1,1,41,1,2,37,2,3,30,1,2,1,15,12,3,7,6,1,2,40.55555556
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,30,1,2,48,1,2,38,1,1,35,1,2,30,1,3,35,1,2,0,12,12,0,6,6,0,1,39.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,37,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,41,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,48,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,39.33333333
0,0,3,30,1,2,48,1,2,40,1,1,34,1,2,32,1,3,33,1,2,0,12,12,0,6,6,0,1,40.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,38,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,44,1,2,47,1,1,48,1,2,30,1,3,37,1,2,0,12,12,0,6,6,0,1,40.55555556
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,30,2,2,0,0,1,0,0,2,0,0,3,0,0,2,1,4,2,2,2,1,1,2,0
0,0,3,45,1,2,49,1,2,45,1,1,45,1,2,30,1,3,34,1,2,0,12,12,0,6,6,0,1,41
0,0,3,38,1,2,49,1,2,43,1,1,44,1,2,33,1,3,41,1,2,0,12,12,0,6,6,0,1,40.55555556
0,0,3,0,0,2,45,1,2,0,0,1,36,1,2,0,0,3,0,0,2,0,4,4,0,2,2,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,48,1,2,45,1,1,46,1,2,32,1,3,34,1,2,0,12,12,0,6,6,0,1,42.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,47,1,2,37,1,2,47,1,1,42,1,2,37,2,3,35,1,2,1,15,12,3,7,6,1,1,24.23076923
0,0,3,0,0,2,44,2,2,0,0,1,0,0,2,0,0,3,0,0,2,1,4,2,2,2,1,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,45,1,2,32,1,1,42,1,2,39,1,3,33,1,2,0,12,12,0,6,6,0,1,37.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,43,1,2,45,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,37
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,47,1,2,43,1,1,32,1,2,30,2,3,31,1,2,1,15,12,3,7,6,1,2,40.11111111
0,0,3,0,0,2,39,2,2,0,0,1,0,0,2,0,0,3,0,0,2,1,4,2,2,2,1,1,2,0
0,0,3,36,1,2,32,1,2,44,1,1,42,1,2,38,2,3,39,1,2,1,15,12,3,7,6,1,2,28.72727273
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,45,1,2,48,1,1,45,1,2,32,1,3,39,1,2,0,12,12,0,6,6,0,1,41.44444444
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,45,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,45
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,48,1,2,44,1,1,37,1,2,32,1,3,33,1,2,0,12,12,0,6,6,0,1,36
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,46,1,2,44,1,1,37,1,2,34,1,3,30,1,2,0,12,12,0,6,6,0,1,39.44444444
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,43,1,2,50,1,1,41,1,2,30,1,3,38,1,2,0,12,12,0,6,6,0,1,30.18181818
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,45,1,2,42,1,1,49,1,2,34,1,3,37,1,2,0,12,12,0,6,6,0,1,35.77777778
0,0,3,42,1,2,48,1,2,48,1,1,34,1,2,34,1,3,35,1,2,0,12,12,0,6,6,0,1,40.77777778
0,0,3,0,0,2,42,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,41,2,2,38,1,2,45,1,1,37,1,2,33,1,3,39,1,2,1,14,12,2,7,6,1,1,37.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,45,2,2,45,1,1,33,1,2,31,1,3,31,1,2,1,14,12,2,7,6,1,2,30.36363636
0,0,3,33,1,2,44,1,2,45,1,1,33,1,2,35,1,3,40,1,2,0,12,12,0,6,6,0,1,38.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,46,1,2,46,1,1,45,1,2,35,1,3,37,1,2,0,12,12,0,6,6,0,1,43
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,39,1,2,48,1,1,34,1,2,33,2,3,39,1,2,1,15,12,3,7,6,1,2,39.33333333
0,0,3,0,0,2,41,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,46,1,2,45,1,1,39,1,2,35,2,3,35,1,2,1,15,12,3,7,6,1,2,39.66666667
0,0,3,37,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,45,1,2,38,1,2,45,1,1,36,1,2,31,2,3,33,1,2,1,15,12,3,7,6,1,2,38.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,36,1,2,42,1,2,16,1,1,10,1,2,0,0,3,0,0,2,0,7,4,3,4,2,2,2,17
0,0,3,36,1,2,36,1,2,48,1,1,47,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,40.33333333
