NOTA_EI_DOS,VECES_EI_DOS,CREDITOS_EI_DOS,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_HIST,VECES_HIST,CREDITOS_HIST,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP,NOTA_SUBEL,VECES_SUBEL,CREDITOS_SUBEL,NOTA_AIELEC,VECES_AIELEC,CREDITOS_AIELEC,CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,PROMEDIO_NUEVE
0,0,3,0,0,2,14,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,0,0,2,46,1,2,43,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,30
0,0,3,41,1,2,35,1,2,47,2,1,31,1,2,0,0,3,0,0,2,1,8,7,1,5,4,1,1,39.57142857
0,0,3,0,0,2,41,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,45,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,31,1,2,32,1,2,45,2,1,39,1,2,31,1,3,34,1,2,1,13,12,1,7,6,1,2,32.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,41,1,2,41,2,1,0,0,2,0,0,3,0,0,2,1,4,3,1,3,2,1,2,5
0,0,3,0,0,2,44,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,32
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,44,1,2,44,1,1,36,1,2,30,1,3,41,1,2,0,12,12,0,6,6,0,1,42.66666667
0,0,3,0,0,2,30,1,2,40,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,41,1,2,45,1,2,45,1,1,50,1,2,30,1,3,42,1,2,0,12,12,0,6,6,0,1,41.88888889
0,0,3,0,0,2,32,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,32
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,33,2,2,39,1,2,31,1,1,0,0,2,0,0,3,0,0,2,1,7,5,2,4,3,1,2,42
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,35,1,2,44,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,44
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,45,1,2,44,1,1,39,1,2,22,1,3,32,1,2,0,12,9,3,6,5,1,1,38.85714286
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,38,1,2,43,1,1,33,1,2,0,0,3,36,1,2,0,9,9,0,5,5,0,1,43.4
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,34,1,2,30,1,2,38,1,1,30,1,2,24,1,3,37,1,2,0,12,9,3,6,5,1,2,38.14285714
0,0,3,40,1,2,45,1,2,47,2,1,35,1,2,35,1,3,30,1,2,1,13,12,1,7,6,1,1,34.42857143
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,35,1,2,37,1,2,36,1,1,36,1,2,30,1,3,36,1,2,0,12,12,0,6,6,0,1,29.36363636
0,0,3,41,1,2,34,1,2,49,1,1,33,1,2,0,0,3,30,1,2,0,9,9,0,5,5,0,1,37.85714286
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,42,1,2,39,1,1,37,1,2,31,1,3,31,1,2,0,10,10,0,5,5,0,1,40
0,0,3,0,0,2,0,0,2,11,1,1,0,0,2,0,0,3,0,0,2,0,1,0,1,1,0,1,2,0
0,0,3,36,1,2,43,1,2,31,1,1,36,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,38.71428571
0,0,3,48,1,2,48,1,2,48,1,1,41,1,2,30,2,3,39,1,2,1,15,12,3,7,6,1,1,45
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,45,1,2,44,1,2,41,1,1,41,1,2,34,1,3,37,1,2,0,12,12,0,6,6,0,1,39.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,0,0,2,36,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,37,1,2,48,1,1,42,1,2,32,1,3,42,1,2,0,12,12,0,6,6,0,1,41.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,42
0,0,3,37,1,2,46,1,2,39,1,1,42,1,2,30,1,3,35,1,2,0,12,12,0,6,6,0,1,39.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,49,1,2,37,1,2,48,1,1,36,1,2,32,1,3,42,1,2,0,12,12,0,6,6,0,1,42.55555556
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,41,1,2,48,1,1,35,1,2,0,0,3,34,1,2,0,9,9,0,5,5,0,1,41.14285714
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,43,1,2,40,1,1,35,1,2,0,0,3,30,1,2,0,9,9,0,5,5,0,1,38.4
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,46,1,2,30,1,2,32,1,1,30,1,2,0,0,3,26,2,2,1,11,7,4,6,4,2,2,36.42857143
0,0,3,41,1,2,43,1,2,44,1,1,35,1,2,20,1,3,31,1,2,0,12,9,3,6,5,1,1,42.85714286
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,42,1,2,48,1,1,33,1,2,0,0,3,31,1,2,0,9,9,0,5,5,0,1,39.2
0,0,3,43,1,2,39,1,2,37,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,45
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,46,1,2,47,1,2,42,1,1,41,1,2,18,2,3,36,1,2,1,15,9,6,7,5,2,2,38.14285714
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,42,1,2,48,1,2,44,1,1,38,1,2,30,2,3,30,1,2,1,15,12,3,7,6,1,2,41.57142857
0,0,3,35,1,2,46,1,2,48,1,1,33,1,2,0,0,3,30,1,2,0,9,9,0,5,5,0,1,40.57142857
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,16,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,46,1,2,37,1,2,34,1,1,37,1,2,0,0,3,16,1,2,0,9,7,2,5,4,1,1,34.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,34,1,2,41,1,1,36,1,2,34,1,3,38,1,2,0,12,12,0,6,6,0,1,32.81818182
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,36,1,2,36,1,1,30,1,2,0,0,3,27,2,2,1,11,7,4,6,4,2,2,31
0,0,3,37,1,2,35,1,2,39,1,1,36,1,2,26,1,3,37,1,2,0,12,9,3,6,5,1,1,41.6
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,36,1,2,48,1,1,30,1,2,35,1,3,34,1,2,0,12,12,0,6,6,0,1,37.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,37,2,2,41,1,1,0,0,2,0,0,3,0,0,2,1,5,3,2,3,2,1,2,31
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,15,2,2,9,1,1,0,0,2,0,0,3,0,0,2,1,5,0,5,3,0,3,2,10
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,38,1,2,47,1,2,47,1,1,33,1,2,31,1,3,36,1,2,0,12,12,0,6,6,0,1,40.14285714
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,42,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,30
0,0,3,46,1,2,44,1,2,44,1,1,44,1,2,36,1,3,40,1,2,0,12,12,0,6,6,0,1,41.55555556
0,0,3,43,1,2,45,1,2,35,1,1,42,1,2,31,1,3,38,1,2,0,12,12,0,6,6,0,1,37.33333333
0,0,3,41,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,42,1,2,37,2,2,43,1,1,37,2,2,21,1,3,33,1,2,2,16,9,7,8,5,3,2,31.8
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,34,1,2,35,1,2,46,1,1,32,1,2,34,1,3,38,1,2,0,12,12,0,6,6,0,1,37.11111111
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,34,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,20
0,0,3,40,1,2,28,1,2,40,1,1,40,2,2,30,1,3,31,1,2,1,14,10,4,7,5,2,2,31.66666667
0,0,3,43,1,2,41,1,2,42,1,1,42,1,2,31,1,3,32,2,2,1,14,12,2,7,6,1,1,38.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,47,1,2,47,1,1,43,1,2,31,1,3,36,1,2,0,10,10,0,5,5,0,1,41
0,0,3,0,0,2,41,1,2,15,1,1,0,0,2,0,0,3,0,0,2,0,3,2,1,2,1,1,1,0
0,0,3,41,1,2,49,1,2,45,1,1,39,1,2,0,0,3,37,1,2,0,9,9,0,5,5,0,1,39.28571429
0,0,3,0,0,2,30,1,2,44,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,36,1,2,33,1,2,45,1,1,38,1,2,30,1,3,37,1,2,0,12,12,0,6,6,0,1,38.77777778
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,30,1,2,34,1,2,48,1,1,34,2,2,17,1,3,30,1,2,1,14,9,5,7,5,2,2,38.2
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,39,1,2,35,1,2,42,1,1,36,1,2,30,1,3,34,1,2,0,12,12,0,6,6,0,1,39.55555556
0,0,3,45,1,2,44,1,2,45,1,1,42,1,2,31,1,3,30,1,2,0,12,12,0,6,6,0,1,38.77777778
0,0,3,0,0,2,34,1,2,46,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,41
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,46,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,47,2,2,47,1,1,44,1,2,37,1,3,37,1,2,1,14,12,2,7,6,1,1,41.22222222
0,0,3,35,1,2,47,1,2,35,1,1,29,1,2,0,0,3,0,0,2,0,7,5,2,4,3,1,1,39.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,43,1,2,43,1,2,39,1,1,49,1,2,18,2,3,35,1,2,1,15,9,6,7,5,2,2,39.42857143
0,0,3,47,1,2,46,1,2,44,1,1,37,1,2,36,1,3,37,1,2,0,12,12,0,6,6,0,1,41.22222222
0,0,3,32,1,2,9,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,4,2,2,2,1,1,2,0
0,0,3,44,1,2,38,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,4,4,0,2,2,0,1,0
0,0,3,42,1,2,42,1,2,0,0,1,39,1,2,0,0,3,0,0,2,0,6,6,0,3,3,0,1,46
0,0,3,45,1,2,46,1,2,41,1,1,39,1,2,34,1,3,40,1,2,0,12,12,0,6,6,0,1,41
0,0,3,43,1,2,44,1,2,46,1,1,48,1,2,33,1,3,41,1,2,0,12,12,0,6,6,0,1,40
0,0,3,0,0,2,47,1,2,44,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,0
0,0,3,0,0,2,0,0,2,41,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,1,0
0,0,3,31,1,2,44,1,2,30,1,1,0,0,2,25,1,3,0,0,2,0,8,5,3,4,3,1,2,45
0,0,3,0,0,2,42,1,2,45,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,44
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,40,1,2,45,1,2,42,1,1,32,2,2,0,0,3,0,0,2,1,9,7,2,5,4,1,2,43.66666667
0,0,3,49,1,2,43,1,2,44,1,1,44,1,2,33,1,3,39,1,2,0,12,12,0,6,6,0,1,40.22222222
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,7,1,2,33,2,1,0,0,2,0,0,3,0,0,2,1,4,1,3,3,1,2,2,0
0,0,3,41,1,2,40,1,2,48,1,1,49,1,2,32,1,3,40,1,2,0,12,12,0,6,6,0,1,39.88888889
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,5,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,32,1,2,33,2,2,44,1,1,46,2,2,0,0,3,32,1,2,2,13,9,4,7,5,2,2,36.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,44,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,42,1,2,33,1,2,47,1,1,30,1,2,11,1,3,33,1,2,0,12,9,3,6,5,1,2,38.33333333
0,0,3,49,1,2,43,1,2,47,1,1,45,1,2,33,1,3,45,1,2,0,12,12,0,6,6,0,1,45
0,0,3,43,1,2,44,1,2,48,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,42.8
0,0,3,40,1,2,47,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,4,4,0,2,2,0,1,40
0,0,3,44,1,2,24,2,2,44,1,1,0,0,2,0,0,3,0,0,2,1,7,3,4,4,2,2,2,24
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,0,0,2,48,1,1,33,1,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,36.33333333
0,0,3,36,1,2,42,1,2,48,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,39.33333333
0,0,3,43,1,2,39,1,2,39,1,1,45,1,2,18,2,3,34,1,2,1,15,9,6,7,5,2,2,41.8
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,41,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,43
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,35,1,2,43,1,2,48,1,1,36,1,2,27,1,3,33,1,2,0,12,9,3,6,5,1,1,38.42857143
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,15,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,0,2,1,0,1,2,0
0,0,3,40,1,2,35,1,2,36,1,1,39,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,38.2
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,44,1,2,42,1,2,43,1,1,30,2,2,27,1,3,36,1,2,1,14,9,5,7,5,2,2,39.33333333
0,0,3,41,1,2,39,1,2,47,1,1,37,2,2,0,0,3,0,0,2,1,9,7,2,5,4,1,2,42
0,0,3,42,1,2,0,0,2,48,1,1,33,1,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,37
0,0,3,0,0,2,38,1,2,48,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,45
0,0,3,37,1,2,38,1,2,34,1,1,45,1,2,0,0,3,0,0,2,0,7,7,0,4,4,0,1,36
0,0,3,31,1,2,46,1,2,48,1,1,34,1,2,31,1,3,0,0,2,0,10,10,0,5,5,0,1,42.2
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,45,1,2,30,1,1,0,0,2,0,0,3,0,0,2,0,3,3,0,2,2,0,1,47
0,0,3,42,1,2,42,2,2,47,2,1,0,0,2,0,0,3,0,0,2,2,8,5,3,5,3,2,2,0
0,0,3,36,1,2,45,1,2,48,1,1,40,1,2,33,1,3,42,1,2,0,12,12,0,6,6,0,1,41.11111111
0,0,3,0,0,2,42,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,45
0,0,3,0,0,2,41,1,2,32,2,1,0,0,2,0,0,3,0,0,2,1,4,3,1,3,2,1,2,0
0,0,3,0,0,2,43,1,2,43,1,1,28,1,2,0,0,3,0,0,2,0,5,3,2,3,2,1,1,38
0,0,3,35,1,2,39,1,2,39,1,1,0,0,2,0,0,3,30,1,2,0,7,7,0,4,4,0,1,38.66666667
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,30,1,1,0,0,2,0,0,3,0,0,2,0,1,1,0,1,1,0,2,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,33,1,2,0,0,1,0,0,2,0,0,3,0,0,2,0,2,2,0,1,1,0,1,0
0,0,3,43,1,2,43,1,2,46,1,1,49,1,2,30,1,3,38,1,2,0,12,12,0,6,6,0,1,32.36363636
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,46
0,0,3,38,1,2,45,1,2,39,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,36.33333333
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,37,2,2,44,1,2,44,1,1,39,1,2,0,0,3,37,1,2,1,11,9,2,6,5,1,1,40.6
0,0,3,0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,2,13,1,1,0,0,2,0,0,3,0,0,2,0,1,0,1,1,0,1,2,0
0,0,3,38,1,2,44,2,2,47,1,1,0,0,2,0,0,3,0,0,2,1,7,5,2,4,3,1,2,42
0,0,3,36,1,2,34,1,2,36,1,1,0,0,2,0,0,3,0,0,2,0,5,5,0,3,3,0,1,40
0,0,3,39,2,2,45,2,2,41,1,1,37,1,2,23,1,3,35,1,2,2,16,9,7,8,5,3,2,34.5
46,1,3,39,1,2,49,1,2,44,1,1,41,1,2,20,1,3,0,0,2,0,13,10,3,6,5,1,1,38.58333333
