CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA
0,17,17,0,7,7,0,1,32.73684211,32,1,4,44,1,3,40,1,1,41,1,2,37,1,1,46,1,3,43,1,3
3,27,7,20,10,4,6,2,9.25,24,2,4,31,1,3,35,1,1,39,1,2,37,1,1,22,2,3,20,2,3
3,27,10,17,10,5,5,2,23,23,2,4,32,1,3,35,1,1,36,1,2,35,1,1,35,2,3,26,2,3
0,17,17,0,7,7,0,1,26.9047619,32,1,4,44,1,3,39,1,1,43,1,2,40,1,1,30,1,3,34,1,3
4,40,17,23,14,7,7,2,31.84210526,35,3,4,34,3,3,38,1,1,35,1,2,34,1,1,30,2,3,38,3,3
0,17,6,11,7,3,4,2,0,10,1,4,32,1,3,19,1,1,32,1,2,31,1,1,28,1,3,19,1,3
3,37,13,24,13,6,7,2,16.77777778,22,3,4,31,1,3,38,1,1,41,1,2,31,1,1,32,3,3,32,3,3
0,17,7,10,7,3,4,2,0,30,1,4,21,1,3,17,1,1,34,1,2,31,1,1,4,1,3,16,1,3
2,28,17,11,10,7,3,2,22.56,35,3,4,34,1,3,37,1,1,41,1,2,39,1,1,32,1,3,30,2,3
2,23,8,15,9,4,5,2,17,30,1,4,27,2,3,40,1,1,36,1,2,30,1,1,22,1,3,20,2,3
1,20,17,3,8,7,1,2,31.57894737,31,1,4,35,1,3,40,1,1,39,1,2,33,1,1,34,1,3,33,2,3
4,28,5,23,11,2,9,2,6.833333333,14,2,4,32,1,3,19,1,1,30,1,2,12,2,1,13,2,3,27,2,3
0,17,7,10,7,4,3,2,0,23,1,4,35,1,3,38,1,1,44,1,2,30,1,1,25,1,3,24,1,3
5,41,17,24,15,7,8,2,26.57894737,30,3,4,30,3,3,34,2,1,32,1,2,30,1,1,38,2,3,30,3,3
6,32,3,29,13,2,11,2,0,21,2,4,26,2,3,30,2,1,32,1,2,26,2,1,28,2,3,18,2,3
6,42,0,42,17,0,17,2,0,15,3,4,20,3,3,9,2,1,24,2,2,5,3,1,25,1,3,11,3,3
4,38,14,24,14,6,8,2,42.5,30,3,4,34,3,3,41,2,1,36,1,2,33,1,1,36,1,3,23,3,3
0,17,0,17,7,0,7,2,0,13,1,4,20,1,3,10,1,1,24,1,2,10,1,1,23,1,3,11,1,3
5,41,7,34,17,4,13,2,0,22,3,4,28,3,3,36,3,1,33,1,2,34,3,1,34,1,3,27,3,3
3,32,17,15,12,7,5,2,17.7,30,3,4,30,1,3,34,1,1,35,1,2,32,2,1,36,1,3,30,3,3
2,22,17,5,9,7,2,2,19.39285714,30,2,4,35,1,3,30,1,1,34,1,2,40,2,1,36,1,3,30,1,3
4,35,7,28,13,4,9,2,29.66666667,23,3,4,28,2,3,32,1,1,31,1,2,39,2,1,34,1,3,17,3,3
0,17,17,0,7,7,0,1,0,31,1,4,34,1,3,33,1,1,42,1,2,31,1,1,30,1,3,35,1,3
5,34,3,31,13,2,11,2,0,9,2,4,18,3,3,12,2,1,31,1,2,31,1,1,29,2,3,17,2,3
4,35,6,29,13,3,10,2,42.5,21,3,4,26,2,3,32,1,1,36,1,2,22,2,1,33,1,3,28,3,3
0,17,17,0,7,7,0,1,36.75,36,1,4,36,1,3,40,1,1,41,1,2,31,1,1,45,1,3,31,1,3
4,38,6,32,14,3,11,2,40.75,16,3,4,27,3,3,32,1,1,36,1,2,22,2,1,34,1,3,21,3,3
3,27,17,10,10,7,3,2,30.31578947,34,2,4,32,2,3,31,1,1,35,1,2,40,1,1,34,1,3,35,2,3
1,20,17,3,8,7,1,2,17.80645161,34,1,4,40,1,3,37,1,1,36,1,2,30,1,1,40,1,3,30,2,3
0,17,17,0,7,7,0,1,18.96428571,32,1,4,41,1,3,40,1,1,42,1,2,40,1,1,42,1,3,31,1,3
2,28,17,11,10,7,3,2,21.6,30,3,4,40,1,3,36,1,1,43,1,2,30,1,1,41,1,3,33,2,3
0,17,17,0,7,7,0,1,27.13636364,30,1,4,31,1,3,31,1,1,39,1,2,41,1,1,34,1,3,36,1,3
3,34,10,24,12,5,7,2,44,28,3,4,28,3,3,34,1,1,35,1,2,30,1,1,33,2,3,30,1,3
3,37,17,20,13,7,6,2,20.28,32,3,4,31,1,3,40,1,1,44,1,2,38,1,1,37,3,3,33,3,3
0,17,0,17,7,0,7,2,0,3,1,4,0,1,3,0,1,1,28,1,2,0,1,1,0,1,3,0,1,3
3,37,17,20,13,7,6,2,37.375,38,3,4,40,3,3,36,1,1,38,1,2,40,1,1,36,1,3,33,3,3
3,29,12,17,11,5,6,2,11.46153846,19,3,4,41,1,3,26,2,1,39,1,2,30,1,1,38,1,3,31,2,3
2,28,17,11,10,7,3,2,15.77419355,36,3,4,41,1,3,30,1,1,38,1,2,35,1,1,38,1,3,35,2,3
2,27,17,10,10,7,3,2,25.90909091,30,2,4,42,1,3,30,1,1,40,1,2,34,1,1,36,1,3,38,3,3
0,17,0,17,7,0,7,2,0,0,1,4,0,1,3,0,1,1,23,1,2,0,1,1,0,1,3,0,1,3
2,28,17,11,10,7,3,2,26.22727273,30,3,4,42,1,3,43,1,1,42,1,2,44,1,1,39,1,3,32,2,3
4,38,17,21,14,7,7,2,35,30,3,4,35,3,3,34,1,1,33,3,2,40,1,1,36,1,3,31,2,3
0,17,17,0,7,7,0,1,31.84210526,30,1,4,43,1,3,44,1,1,45,1,2,42,1,1,45,1,3,30,1,3
2,24,17,7,9,7,2,2,19.16,34,2,4,40,1,3,35,1,1,43,1,2,30,1,1,41,1,3,30,2,3
3,30,10,20,12,5,7,2,17.4,27,3,4,42,1,3,41,1,1,41,1,2,38,3,1,40,1,3,26,2,3
2,31,10,21,11,5,6,2,26.30769231,25,3,4,42,1,3,42,1,1,44,1,2,38,1,1,40,1,3,18,3,3
3,34,17,17,12,7,5,2,23.52,35,3,4,33,2,3,35,1,1,41,1,2,40,1,1,40,1,3,30,3,3
4,40,7,33,14,4,10,2,23.55555556,22,3,4,29,3,3,34,1,1,38,1,2,40,1,1,37,2,3,24,3,3
1,25,17,8,9,7,2,2,25.09090909,31,3,4,31,1,3,39,1,1,39,1,2,47,1,1,45,1,3,30,1,3
1,20,17,3,8,7,1,2,19.78571429,32,1,4,41,1,3,36,1,1,40,1,2,40,1,1,42,1,3,30,2,3
1,23,17,6,9,7,2,2,36.8125,31,1,4,38,1,3,38,1,1,45,1,2,47,1,1,37,1,3,32,3,3
0,17,17,0,7,7,0,1,37.07692308,39,1,4,33,1,3,41,1,1,43,1,2,39,1,1,36,1,3,34,1,3
0,17,17,0,7,7,0,1,32.21052632,39,1,4,46,1,3,43,1,1,41,1,2,43,1,1,38,1,3,36,1,3
0,17,0,17,7,0,7,2,0,16,1,4,10,1,3,10,1,1,11,1,2,14,1,1,11,1,3,13,1,3
1,20,14,6,8,6,2,2,37.75,33,1,4,37,1,3,35,1,1,32,1,2,39,1,1,8,1,3,33,2,3
2,26,17,9,10,7,3,2,28.68181818,33,1,4,34,2,3,34,1,1,40,1,2,39,1,1,30,1,3,30,3,3
0,17,17,0,7,7,0,1,32.78947368,40,1,4,42,1,3,45,1,1,40,1,2,39,1,1,31,1,3,30,1,3
0,17,11,6,7,5,2,2,0,33,1,4,38,1,3,38,1,1,37,1,2,38,1,1,26,1,3,9,1,3
0,17,17,0,7,7,0,1,30.71428571,34,1,4,38,1,3,41,1,1,45,1,2,40,1,1,39,1,3,33,1,3
1,20,17,3,8,7,1,2,29.52631579,35,1,4,32,1,3,41,1,1,41,1,2,40,1,1,35,1,3,30,2,3
0,17,17,0,7,7,0,1,19.46428571,31,1,4,36,1,3,40,1,1,41,1,2,39,1,1,33,1,3,34,1,3
0,17,11,6,7,5,2,1,0,34,1,4,37,1,3,37,1,1,34,1,2,43,1,1,25,1,3,25,1,3
6,44,0,44,18,0,18,2,0,14,3,4,17,3,3,19,2,1,19,3,2,18,3,1,7,1,3,22,3,3
1,20,17,3,8,7,1,2,30.52631579,31,1,4,40,1,3,41,1,1,39,1,2,36,1,1,39,2,3,36,1,3
2,23,14,9,9,6,3,2,17.40909091,30,1,4,36,1,3,38,1,1,32,1,2,38,1,1,28,2,3,30,2,3
3,27,17,10,10,7,3,2,31.52631579,32,2,4,40,2,3,39,1,1,43,1,2,39,1,1,32,1,3,30,2,3
0,17,17,0,7,7,0,1,38.375,33,1,4,39,1,3,45,1,1,46,1,2,40,1,1,41,1,3,37,1,3
0,17,17,0,7,7,0,1,0,36,1,4,39,1,3,44,1,1,40,1,2,39,1,1,38,1,3,34,1,3
0,17,10,7,7,5,2,2,0,4,1,4,31,1,3,43,1,1,43,1,2,39,1,1,30,1,3,23,1,3
2,31,10,21,11,5,6,2,14.83333333,25,3,4,30,1,3,38,1,1,36,1,2,38,1,1,32,1,3,20,3,3
1,21,17,4,8,7,1,2,38,39,2,4,31,1,3,39,1,1,42,1,2,43,1,1,33,1,3,31,1,3
0,17,17,0,7,7,0,1,36.6875,33,1,4,36,1,3,42,1,1,46,1,2,43,1,1,43,1,3,33,1,3
1,20,9,11,8,4,4,2,11.85714286,20,1,4,33,1,3,38,1,1,32,1,2,27,1,1,36,1,3,20,2,3
0,17,17,0,7,7,0,1,42,41,1,4,39,1,3,43,1,1,44,1,2,40,1,1,45,1,3,43,1,3
1,21,9,12,8,4,4,2,12.5,21,2,4,31,1,3,0,1,1,32,1,2,37,1,1,15,1,3,33,1,3
0,17,16,1,7,6,1,1,0,41,1,4,43,1,3,25,1,1,35,1,2,36,1,1,45,1,3,33,1,3
2,24,17,7,9,7,2,2,30.47368421,31,2,4,33,1,3,41,1,1,42,1,2,40,1,1,40,1,3,38,2,3
2,24,17,7,9,7,2,2,36.5,34,2,4,38,1,3,39,1,1,38,1,2,36,1,1,34,1,3,34,2,3
0,17,3,14,7,2,5,2,0,23,1,4,15,1,3,45,1,1,30,1,2,14,1,1,26,1,3,15,1,3
0,17,17,0,7,7,0,1,36,30,1,4,34,1,3,35,1,1,36,1,2,35,1,1,40,1,3,38,1,3
0,17,12,5,7,5,2,2,0,11,1,4,31,1,3,41,1,1,38,1,2,20,1,1,39,1,3,32,1,3
3,26,17,9,11,7,4,2,20.56,35,2,4,45,2,3,33,1,1,30,1,2,46,3,1,37,1,3,31,1,3
2,21,17,4,9,7,2,2,29.81818182,37,1,4,45,2,3,33,1,1,34,1,2,39,2,1,40,1,3,39,1,3
1,21,17,4,8,7,1,1,39.71428571,34,2,4,35,1,3,43,1,1,44,1,2,40,1,1,46,1,3,44,1,3
0,17,17,0,7,7,0,1,41.25,32,1,4,40,1,3,43,1,1,44,1,2,44,1,1,44,1,3,45,1,3
3,23,9,14,10,4,6,2,7.5,32,1,4,22,2,3,30,1,1,0,2,2,35,2,1,24,1,3,37,1,3
6,31,3,28,13,1,12,2,0,25,2,4,18,2,3,0,2,1,19,2,2,22,2,1,31,1,3,20,2,3
2,22,17,5,9,7,2,2,29.63157895,33,2,4,32,1,3,35,1,1,38,1,2,43,2,1,36,1,3,36,1,3
6,31,3,28,13,1,12,2,11.25,19,2,4,12,2,3,23,2,1,24,2,2,13,2,1,37,1,3,11,2,3
2,24,17,7,9,7,2,2,30.73684211,31,2,4,36,2,3,35,1,1,35,1,2,30,1,1,39,1,3,34,1,3
1,19,16,3,9,6,3,2,14.48387097,30,1,4,38,1,3,38,1,1,39,1,2,15,3,1,39,1,3,38,1,3
6,36,17,19,14,7,7,2,36.75,36,2,4,38,2,3,30,1,1,41,2,2,43,2,1,46,3,3,42,2,3
2,22,17,5,9,7,2,2,33.3125,36,2,4,33,1,3,34,1,1,31,1,2,42,2,1,38,1,3,35,1,3
0,17,0,17,7,0,7,2,0,0,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3,0,1,3
0,17,0,17,7,0,7,2,0,7,1,4,5,1,3,10,1,1,13,1,2,23,1,1,13,1,3,25,1,3
3,25,17,8,10,7,3,2,29.21052632,32,2,4,38,2,3,45,1,1,42,1,2,49,2,1,45,1,3,33,1,3
4,30,17,13,11,7,4,2,19.56,38,2,4,34,2,3,34,1,1,36,1,2,35,1,1,31,2,3,30,2,3
0,17,1,16,7,1,6,2,0,22,1,4,14,1,3,31,1,1,24,1,2,18,1,1,29,1,3,20,1,3
3,29,10,19,12,4,8,2,17,30,2,4,26,1,3,30,1,1,31,1,2,10,3,1,31,1,3,16,3,3
1,21,17,4,8,7,1,2,24.12,31,2,4,30,1,3,36,1,1,30,1,2,30,1,1,39,1,3,37,1,3
2,24,17,7,9,7,2,2,37.8125,37,2,4,31,1,3,39,1,1,33,1,2,30,1,1,32,2,3,32,1,3
0,17,0,17,7,0,7,2,0,6,1,4,4,1,3,10,1,1,11,1,2,22,1,1,10,1,3,9,1,3
1,18,17,1,8,7,1,1,24.76,32,1,4,33,1,3,38,1,1,41,1,2,39,2,1,37,1,3,35,1,3
1,21,17,4,8,7,1,2,38.75,30,2,4,33,1,3,34,1,1,40,1,2,30,1,1,30,1,3,31,1,3
4,28,6,22,11,3,8,2,19.71428571,24,2,4,20,2,3,33,1,1,35,1,2,15,2,1,33,1,3,24,2,3
5,31,17,14,12,7,5,2,18.89473684,30,2,4,33,2,3,32,1,1,40,1,2,34,2,1,36,2,3,30,2,3
2,21,17,4,9,7,2,2,24.7,30,1,4,30,2,3,32,1,1,31,1,2,35,2,1,35,1,3,30,1,3
6,31,1,30,13,1,12,2,33,16,2,4,23,2,3,0,2,1,19,2,2,35,2,1,12,1,3,16,2,3
2,23,17,6,9,7,2,2,15.36842105,31,1,4,39,1,3,42,1,1,40,1,2,35,1,1,49,2,3,33,2,3
4,29,17,12,11,7,4,2,29.47368421,37,2,4,34,1,3,39,1,1,37,2,2,30,1,1,36,2,3,37,2,3
2,22,17,5,10,7,3,2,19,30,1,4,34,1,3,39,1,1,36,1,2,39,3,1,34,2,3,31,1,3
0,17,17,0,7,7,0,1,30.36842105,30,1,4,39,1,3,40,1,1,38,1,2,30,1,1,31,1,3,32,1,3
0,17,17,0,7,7,0,1,37.0625,30,1,4,41,1,3,40,1,1,40,1,2,30,1,1,35,1,3,38,1,3
0,17,17,0,7,7,0,1,31.57894737,35,1,4,38,1,3,40,1,1,43,1,2,30,1,1,32,1,3,34,1,3
1,23,17,6,9,7,2,2,20.44444444,31,1,4,37,1,3,40,1,1,34,1,2,30,1,1,41,3,3,30,1,3
0,17,0,17,7,0,7,2,0,10,1,4,9,1,3,1,1,1,8,1,2,14,1,1,8,1,3,17,1,3
4,35,17,18,13,7,6,2,28.2,31,3,4,36,1,3,37,1,1,36,1,2,49,2,1,43,2,3,32,3,3
3,25,17,8,10,7,3,2,11.15384615,30,2,4,34,1,3,43,1,1,30,1,2,36,2,1,43,2,3,30,1,3
2,27,17,10,10,7,3,2,22.96,30,2,4,36,1,3,42,1,1,35,1,2,30,1,1,37,1,3,34,3,3
2,23,17,6,9,7,2,2,16.95454545,36,1,4,36,1,3,45,1,1,39,1,2,35,1,1,47,2,3,33,2,3
0,17,0,17,7,0,7,2,0,0,1,4,0,1,3,0,1,1,0,1,2,0,1,1,1,1,3,0,1,3
5,38,17,21,14,7,7,2,15.60714286,31,2,4,37,3,3,37,1,1,38,2,2,35,1,1,36,2,3,33,3,3
0,17,10,7,7,5,2,2,0,22,1,4,36,1,3,36,1,1,34,1,2,30,1,1,35,1,3,26,1,3
3,29,13,16,11,6,5,2,32.71428571,29,3,4,32,1,3,34,1,1,36,1,2,35,2,1,37,1,3,31,2,3
0,17,17,0,7,7,0,1,25.5,31,1,4,43,1,3,38,1,1,37,1,2,30,1,1,44,1,3,34,1,3
1,18,17,1,8,7,1,1,20.77777778,31,1,4,34,1,3,37,1,1,32,1,2,39,2,1,39,1,3,31,1,3
1,18,17,1,8,7,1,1,20.17857143,32,1,4,40,1,3,33,1,1,37,1,2,37,2,1,39,1,3,32,1,3
0,17,17,0,7,7,0,1,35.75,35,1,4,39,1,3,44,1,1,38,1,2,30,1,1,41,1,3,35,1,3
0,17,17,0,7,7,0,1,40.3125,36,1,4,41,1,3,42,1,1,38,1,2,32,1,1,46,1,3,33,1,3
2,24,17,7,9,7,2,2,24.73684211,31,2,4,36,1,3,38,1,1,37,1,2,30,1,1,34,2,3,30,1,3
1,18,17,1,8,7,1,1,19.6,32,1,4,35,1,3,38,1,1,34,1,2,37,2,1,35,1,3,32,1,3
0,17,6,11,7,3,4,2,0,17,1,4,31,1,3,33,1,1,33,1,2,24,1,1,28,1,3,23,1,3
0,17,17,0,7,7,0,1,29.10526316,34,1,4,36,1,3,37,1,1,38,1,2,30,1,1,41,1,3,32,1,3
2,22,17,5,9,7,2,2,16.875,30,2,4,33,1,3,31,1,1,34,1,2,35,2,1,37,1,3,30,1,3
0,17,0,17,7,0,7,2,0,5,1,4,20,1,3,22,1,1,0,1,2,15,1,1,5,1,3,14,1,3
1,18,17,1,8,7,1,1,17.28125,30,1,4,32,1,3,38,1,1,42,1,2,30,2,1,39,1,3,33,1,3
3,27,17,10,11,7,4,2,16.16129032,32,1,4,30,2,3,38,1,1,39,1,2,45,2,1,37,1,3,32,3,3
1,18,17,1,8,7,1,1,22.32,39,1,4,41,1,3,38,1,1,36,1,2,37,2,1,40,1,3,34,1,3
1,18,17,1,8,7,1,1,32.94736842,33,1,4,36,1,3,39,1,1,38,1,2,39,2,1,45,1,3,32,1,3
3,37,17,20,13,7,6,2,19.71428571,35,3,4,31,3,3,41,1,1,39,1,2,32,1,1,31,1,3,37,3,3
1,21,17,4,8,7,1,2,25.5625,30,2,4,33,1,3,39,1,1,44,1,2,32,1,1,41,1,3,33,1,3
2,21,17,4,9,7,2,2,25.13636364,30,1,4,30,1,3,39,1,1,38,1,2,50,2,1,37,1,3,32,2,3
5,29,2,27,12,1,11,2,24,9,2,4,23,2,3,28,2,1,34,1,2,10,2,1,5,1,3,6,2,3
0,17,17,0,7,7,0,1,39.375,31,1,4,44,1,3,42,1,1,43,1,2,40,1,1,43,1,3,43,1,3
2,28,17,11,10,7,3,2,16.48275862,30,3,4,33,2,3,31,1,1,35,1,2,40,1,1,36,1,3,31,1,3
0,17,17,0,7,7,0,1,16.82352941,31,1,4,33,1,3,39,1,1,40,1,2,40,1,1,41,1,3,34,1,3
2,24,17,7,9,7,2,2,28.57894737,30,2,4,37,1,3,37,1,1,36,1,2,30,1,1,38,2,3,32,1,3
0,17,17,0,7,7,0,1,30.68421053,39,1,4,36,1,3,38,1,1,37,1,2,30,1,1,34,1,3,33,1,3
4,29,8,21,11,4,7,2,0,27,2,4,35,2,3,40,1,1,13,2,2,30,1,1,36,1,3,23,2,3
4,35,13,22,14,5,9,2,7,30,2,4,29,3,3,27,3,1,30,1,2,30,1,1,31,1,3,30,3,3
0,17,0,17,7,0,7,2,0,0,1,4,0,1,3,14,1,1,7,1,2,1,1,1,10,1,3,0,1,3
3,33,17,16,13,7,6,2,28.94736842,38,3,4,30,1,3,38,1,1,42,1,2,37,3,1,41,3,3,30,1,3
0,17,17,0,7,7,0,1,25,31,1,4,32,1,3,43,1,1,43,1,2,39,1,1,38,1,3,32,1,3
4,32,17,15,13,7,6,2,24.73684211,30,2,4,39,1,3,33,1,1,31,1,2,34,3,1,30,2,3,30,3,3
3,27,10,17,10,5,5,2,32.85714286,22,2,4,34,2,3,38,1,1,30,1,2,39,1,1,38,1,3,26,2,3
0,17,5,12,7,2,5,2,0,23,1,4,27,1,3,22,1,1,30,1,2,15,1,1,32,1,3,21,1,3
0,17,0,17,7,0,7,2,0,3,1,4,2,1,3,14,1,1,7,1,2,14,1,1,0,1,3,10,1,3
2,24,17,7,9,7,2,2,38.8125,33,2,4,30,2,3,44,1,1,30,1,2,48,1,1,36,1,3,32,1,3
1,18,17,1,8,7,1,1,35.875,34,1,4,39,1,3,39,1,1,36,1,2,40,2,1,31,1,3,31,1,3
3,31,17,14,11,7,4,2,20.08,36,3,4,31,1,3,40,1,1,41,1,2,30,1,1,40,2,3,33,2,3
3,30,17,13,11,7,4,2,25.04545455,30,2,4,32,2,3,38,1,1,30,1,2,46,1,1,34,1,3,34,3,3
4,28,17,11,11,7,4,2,35.375,30,2,4,34,2,3,42,1,1,37,1,2,36,2,1,37,1,3,31,2,3
5,29,0,29,12,0,12,2,0,4,2,4,19,2,3,5,2,1,7,1,2,20,2,1,0,1,3,9,2,3
7,34,17,17,14,7,7,2,21.46875,40,2,4,44,2,3,42,2,1,50,2,2,44,2,1,43,2,3,50,2,3
2,22,17,5,9,7,2,2,32.94117647,32,1,4,33,1,3,41,1,1,38,2,2,39,1,1,39,2,3,37,1,3
0,17,8,9,7,4,3,2,0,5,1,4,33,1,3,34,1,1,21,1,2,33,1,1,33,1,3,10,1,3
1,20,17,3,8,7,1,2,16.25,30,1,4,42,1,3,37,1,1,32,1,2,30,1,1,40,2,3,30,1,3
0,17,1,16,7,1,6,2,0,10,1,4,5,1,3,10,1,1,0,1,2,34,1,1,0,1,3,0,1,3
0,17,0,17,7,0,7,2,0,11,1,4,12,1,3,25,1,1,18,1,2,6,1,1,8,1,3,20,1,3
4,28,13,15,14,4,10,2,15.46428571,38,1,4,38,1,3,18,3,1,21,3,2,21,3,1,43,1,3,32,2,3
0,17,17,0,7,7,0,1,37.875,31,1,4,38,1,3,36,1,1,44,1,2,32,1,1,43,1,3,32,1,3
0,17,17,0,7,7,0,1,42.125,43,1,4,44,1,3,48,1,1,42,1,2,36,1,1,46,1,3,40,1,3
3,25,17,8,10,7,3,2,19.44,32,2,4,40,1,3,48,1,1,39,1,2,33,2,1,38,1,3,30,2,3
2,28,17,11,10,7,3,2,25.69565217,31,3,4,39,1,3,41,1,1,32,1,2,39,1,1,42,1,3,33,2,3
1,21,17,4,8,7,1,2,21.07142857,30,2,4,36,1,3,47,1,1,38,1,2,37,1,1,42,1,3,32,1,3
0,17,17,0,7,7,0,1,39.9375,35,1,4,40,1,3,42,1,1,40,1,2,38,1,1,40,1,3,36,1,3
2,24,17,7,9,7,2,2,39.0625,37,2,4,39,1,3,37,1,1,44,1,2,32,1,1,40,1,3,33,2,3
1,21,17,4,8,7,1,2,20.08,31,2,4,30,1,3,32,1,1,38,1,2,49,1,1,30,1,3,30,1,3
2,27,17,10,10,7,3,2,12.34285714,30,2,4,34,1,3,46,1,1,42,1,2,34,1,1,37,1,3,39,3,3
2,31,17,14,11,7,4,2,20.28571429,39,3,4,36,1,3,43,1,1,36,1,2,33,1,1,40,3,3,31,1,3
2,27,17,10,10,7,3,2,13.72,32,2,4,36,1,3,47,1,1,32,1,2,34,1,1,36,1,3,30,3,3
0,17,7,10,7,4,3,2,0,13,1,4,33,1,3,31,1,1,37,1,2,49,1,1,23,1,3,25,1,3
1,25,17,8,9,7,2,2,26.5,39,3,4,40,1,3,44,1,1,43,1,2,30,1,1,35,1,3,30,1,3
0,17,17,0,7,7,0,1,40.125,30,1,4,38,1,3,44,1,1,40,1,2,34,1,1,35,1,3,33,1,3
0,17,3,14,7,2,5,2,0,1,1,4,8,1,3,47,1,1,30,1,2,6,1,1,2,1,3,2,1,3
5,35,17,18,13,7,6,2,19.875,30,3,4,34,2,3,37,1,1,40,1,2,34,2,1,40,2,3,38,2,3
0,17,17,0,7,7,0,1,39.9375,33,1,4,43,1,3,48,1,1,39,1,2,36,1,1,38,1,3,40,1,3
0,17,7,10,7,4,3,2,0,22,1,4,35,1,3,48,1,1,36,1,2,32,1,1,18,1,3,22,1,3
0,17,17,0,7,7,0,1,38.875,31,1,4,36,1,3,48,1,1,39,1,2,49,1,1,37,1,3,36,1,3
0,17,6,11,7,3,4,2,0,21,1,4,40,1,3,46,1,1,43,1,2,27,1,1,26,1,3,20,1,3
0,17,1,16,7,1,6,2,0,17,1,4,9,1,3,37,1,1,27,1,2,14,1,1,15,1,3,18,1,3
5,38,14,24,14,6,8,2,9.25,31,3,4,23,3,3,41,1,1,31,1,2,33,2,1,36,2,3,30,2,3
4,30,4,26,11,3,8,2,0,17,2,4,27,2,3,44,1,1,36,1,2,31,1,1,18,2,3,19,2,3
3,25,17,8,10,7,3,2,30.26315789,37,2,4,37,1,3,44,1,1,36,1,2,49,2,1,30,1,3,49,2,3
4,39,6,33,15,3,12,2,5.3,14,3,4,29,3,3,15,3,1,42,1,2,32,1,1,32,1,3,26,3,3
4,27,6,21,11,2,9,2,0,27,2,4,20,2,3,22,1,1,19,2,2,25,2,1,37,1,3,34,1,3
2,24,10,14,9,5,4,2,23.16666667,23,2,4,26,2,3,35,1,1,40,1,2,36,1,1,37,1,3,35,1,3
6,31,3,28,13,1,12,2,0,2,2,4,12,2,3,10,2,1,0,2,2,21,2,1,31,1,3,12,2,3
3,27,17,10,10,7,3,2,28.875,30,2,4,47,2,3,38,1,1,40,1,2,47,1,1,35,1,3,31,2,3
1,19,17,2,9,7,2,1,20.25,35,1,4,39,1,3,35,3,1,44,1,2,42,1,1,43,1,3,31,1,3
0,17,17,0,7,7,0,1,40.5,34,1,4,40,1,3,39,1,1,47,1,2,46,1,1,40,1,3,36,1,3
1,21,17,4,8,7,1,2,38.0625,31,2,4,33,1,3,37,1,1,43,1,2,42,1,1,43,1,3,33,1,3
0,17,17,0,7,7,0,1,35.26315789,39,1,4,44,1,3,38,1,1,47,1,2,46,1,1,41,1,3,34,1,3
2,27,17,10,10,7,3,2,28.9375,37,2,4,46,3,3,35,1,1,42,1,2,47,1,1,41,1,3,31,1,3
3,27,7,20,10,4,6,2,8.4,4,2,4,15,2,3,32,1,1,32,1,2,33,1,1,40,1,3,19,2,3
2,31,17,14,11,7,4,2,33.15789474,37,3,4,46,3,3,33,1,1,41,1,2,43,1,1,42,1,3,33,1,3
0,17,17,0,7,7,0,1,21.96,33,1,4,34,1,3,39,1,1,47,1,2,42,1,1,42,1,3,33,1,3
0,17,17,0,7,7,0,1,29.59090909,35,1,4,42,1,3,40,1,1,46,1,2,46,1,1,42,1,3,31,1,3
0,17,17,0,7,7,0,1,35,36,1,4,43,1,3,36,1,1,41,1,2,44,1,1,40,1,3,34,1,3
2,23,17,6,9,7,2,2,19.82142857,30,1,4,35,1,3,37,1,1,41,1,2,45,1,1,40,2,3,32,2,3
0,17,0,17,7,0,7,2,0,6,1,4,2,1,3,2,1,1,19,1,2,4,1,1,0,1,3,8,1,3
3,27,17,10,10,7,3,2,36.75,32,2,4,37,2,3,32,1,1,46,1,2,40,1,1,32,1,3,35,2,3
4,40,14,26,14,6,8,2,21.3125,35,3,4,37,3,3,36,1,1,43,1,2,43,1,1,39,2,3,21,3,3
0,17,17,0,7,7,0,1,0,36,1,4,35,1,3,37,1,1,40,1,2,46,1,1,40,1,3,36,1,3
0,17,17,0,7,7,0,1,43.1875,41,1,4,38,1,3,49,1,1,45,1,2,49,1,1,38,1,3,43,1,3
3,32,9,23,12,4,8,2,37.14285714,29,3,4,29,3,3,16,2,1,38,1,2,44,1,1,31,1,3,30,1,3
0,17,17,0,7,7,0,1,30.36842105,32,1,4,31,1,3,32,1,1,35,1,2,46,1,1,38,1,3,32,1,3
5,34,17,17,13,7,6,2,17.61111111,40,3,4,32,2,3,40,2,1,31,2,2,43,1,1,30,1,3,33,2,3
3,25,17,8,10,7,3,2,31.26315789,30,2,4,32,1,3,31,2,1,36,1,2,35,1,1,36,1,3,31,2,3
