NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;RENDIMIENTO_1;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;RENDIMIENTO_2;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;RENDIMIENTO_3;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;RENDIMIENTO_4;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;RENDIMIENTO_5;PROMEDIO_SIES;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;RENDIMIENTO_6;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;RENDIMIENTO_7;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;RENDIMIENTO_8;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_9;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;RENDIMIENTO_10;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;CREDITOS_DIFERENCIAL;NOTA_PROG_BASICA;VECES_PROG_BASICA;CREDITOS_PROG_BASICA;NOTA_CATEDRA_FJC;VECES_CATEDRA_FJC;CREDITOS_CATEDRA_FJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_CATEDRA_DEM;VECES_CATEDRA_DEM;CREDITOS_CATEDRA_DEM;NOTA_CATEDRA_CON;VECES_CATEDRA_CON;CREDITOS_CATEDRA_CON;NOTA_LOGICA;VECES_LOGICA;CREDITOS_LOGICA;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_SEGUNDA_LENGUA_UNO;VECES_SEGUNDA_LENGUA_UNO;CREDITOS_SEGUNDA_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_PROG_ORIENTADA;VECES_PROG_ORIENTADA;CREDITOS_PROG_ORIENTADA;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_GT_UNO;VECES_GT_UNO;CREDITOS_GT_UNO;NOTA_SEGUNDA_LENGUA_DOS;VECES_SEGUNDA_LENGUA_DOS;CREDITOS_SEGUNDA_LENGUA_DOS;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_PROG_AVANZADA;VECES_PROG_AVANZADA;CREDITOS_PROG_AVANZADA;NOTA_SEGUNDA_LENGUA_TRES;VECES_SEGUNDA_LENGUA_TRES;CREDITOS_SEGUNDA_LENGUA_TRES;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_GT_DOS;VECES_GT_DOS;CREDITOS_GT_DOS;NOTA_MAT_ESP;VECES_MAT_ESP;CREDITOS_MAT_ESP;NOTA_MOD_PROG_UNO;VECES_MOD_PROG_UNO;CREDITOS_MOD_PROG_UNO;NOTA_A_SISTEMAS;VECES_A_SISTEMAS;CREDITOS_A_SISTEMAS;NOTA_METODOS_NUM;VECES_METODOS_NUM;CREDITOS_METODOS_NUM;NOTA_FUND_BASES;VECES_FUND_BASES;CREDITOS_FUND_BASES;NOTA_MAT_DIS;VECES_MAT_DIS;CREDITOS_MAT_DIS;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_ARQ_COMP;VECES_ARQ_COMP;CREDITOS_ARQ_COMP;NOTA_MOD_PROG_DOS;VECES_MOD_PROG_DOS;CREDITOS_MOD_PROG_DOS;NOTA_CIENCIAS_COMP_UNO;VECES_CIENCIAS_COMP_UNO;CREDITOS_CIENCIAS_COMP_UNO;NOTA_INV_OP_UNO;VECES_INV_OP_UNO;CREDITOS_INV_OP_UNO;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_HISTORIA_COL;VECES_HISTORIA_COL;CREDITOS_HISTORIA_COL;NOTA_GI_UNO;VECES_GI_UNO;CREDITOS_GI_UNO;NOTA_CIBERNETICA_UNO;VECES_CIBERNETICA_UNO;CREDITOS_CIBERNETICA_UNO;NOTA_REDES_COM_UNO;VECES_REDES_COM_UNO;CREDITOS_REDES_COM_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_CIENCIAS_COMP_DOS;CREDITOS_CIENCIAS_COMP_DOS;NOTA_INV_OP_DOS;VECES_INV_OP_DOS;CREDITOS_INV_OP_DOS;NOTA_ESTADISTICA;VECES_ESTADISTICA;CREDITOS_ESTADISTICA;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_ECONOMIA;VECES_ECONOMIA;CREDITOS_ECONOMIA;NOTA_GT_TRES;VECES_GT_TRES;CREDITOS_GT_TRES;NOTA_CIBERNETICA_UDOS;VECES_CIBERNETICA_DOS;CREDITOS_CIBERNETICA_DOS;NOTA_REDES_COM_DOS;VECES_REDES_COM_DOS;CREDITOS_REDES_COM_DOS;NOTA_INV_OP_TRES;VECES_INV_OP_TRES;CREDITOS_INV_OP_TRES;NOTA_F_ING_SOF;VECES_F_ING_SOF;CREDITOS_F_ING_SOF;NOTA_GI_DOS;VECES_GI_DOS;CREDITOS_GI_DOS;NOTA_FUND_IA;VECES_FUND_IA;CREDITOS_FUND_IA;NOTA_EI_OP_AI;VECES_EI_OP_AI;CREDITOS_EI_OP_AI;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;NOTA_EI_OP_BI;VECES_EI_OP_BI;CREDITOS_EI_OP_BI;NOTA_ING_ECONOMICA;VECES_ING_ECONOMICA;CREDITOS_ING_ECONOMICA;NOTA_CIBERNETICA_TRES;VECES_CIBERNETICA_TRES;CREDITOS_CIBERNETICA_TRES;NOTA_REDES_COM_TRES;VECES_REDES_COM_TRES;CREDITOS_REDES_COM_TRES;NOTA_DIS_ARQ_SOFT;VECES_DIS_ARQ_SOFT;CRADITOS_DIS_ARQ_SOFT;NOTA_EI_OP_AII;VECES_EI_OP_AII;CREDITOS_EI_OP_AII;NOTA_EI_OP_BII;VECES_EI_OP_BII;CREDITOS_EI_OP_BII;NOTA_EI_OP_CI;VECES_EI_OP_CI;CREDITOS_EI_OP_CI;NOTA_GES_CAL_VAL_SOFT;VECES_GES_CAL_VAL_SOFT;CREDITOS_GES_CAL_VAL_SOFT;NOTA_SIS_OP;VECES_SIS_OP;CREDITOS_SIS_OP;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_EI_OP_AIII;VECES_EI_OP_AIII;CREDITOS_EI_OP_AIII;NOTA_EI_OP_BIII;VECES_EI_OP_BIII;CREDITOS_EI_OP_BIII;NOTA_EI_OP_CII;VECES_EI_OP_CII;CREDITOS_EI_OP_CII;NOTA_EI_OP_DI;VECES_EI_OP_DI;CREDITOS_EI_OP_DI;NOTA_FOGEP;VECES_FOGEP;CREDITOS_FOGEP;NOTA_GRADO_DOS;VECES_GRADO_DOS;CREDITOS_GRADO DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL;ESTADO_FINAL;PG_ICFES_APROX;PROMEDIO_APROX;PROMEDIO_CATEGORIAS;RENDIMIENTO_CREDITOS;RENDIMIENTO_FINAL
888;31860256095502500000;0;2;1;1;19;5;394,51;57,88;57,88;56,97;57,63;56,23;56,23;57,8;0;44,08;57,29;9;4;10;3;2013;3;15,8;6;29;7;22;15;4;11;2;1;16;3;25;10;15;9;4;5;2;1;8,888888889;1;9;2;7;4;1;3;2;1;22,66666667;0;3;1;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1,25;1;4;0;4;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;4;32;1;3;23;2;1;34;1;2;25;2;1;33;2;1;31;2;1;24;2;3;14;1;2;46;1;2;0;0;0;4;2;3;30;1;3;9;3;3;31;1;3;41;1;2;0;0;0;9;2;2;0;0;0;0;0;0;0;0;0;0;0;0;31;1;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;2;38;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;32;10;22;4;14,38571429;9;400;14;10;0;1
889;31860256097085100000;0;2;1;1;19;5;375;59;59;65;56;46;46;48;0;41;45;1;5;10;3;2013;3;19,3;2;24;12;12;10;7;3;2;1;20;2;19;10;9;7;4;3;2;1;12,8;0;5;2;3;2;1;1;2;1;21,33333333;0;3;1;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;4;32;1;3;31;1;1;40;1;2;33;1;1;30;1;1;45;1;1;30;1;3;0;0;0;30;1;2;0;0;0;18;3;3;0;0;0;30;1;3;31;1;3;44;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;2;42;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;21;13;8;3;19,1503268;9;400;19;20;0;1
890;31860256098667600000;0;1;20;1;225;15;398;67;67;51;63;50;50;61;0;46;43;20;6;10;3;2013;3;22,4;3;26;13;13;12;7;5;2;1;22;2;22;10;12;8;4;4;2;1;17,25;4;30;9;21;11;4;7;2;1;31,88888889;0;9;9;0;4;4;0;2;2;20,16666667;2;18;6;12;6;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;3;3;0;1;1;0;1;3;44;0;3;3;0;1;1;0;1;3;29;2;4;33;1;3;30;1;1;34;1;2;15;2;1;41;1;1;44;1;1;35;2;3;33;1;2;31;1;2;0;0;0;25;2;3;29;2;3;37;1;3;30;1;3;30;1;2;0;0;0;35;1;2;39;1;2;33;1;3;24;2;3;22;3;3;38;1;2;19;2;3;0;0;0;0;0;0;0;0;0;0;0;0;31;1;3;35;1;2;34;1;1;0;0;0;30;1;3;0;0;0;27;2;3;0;0;0;31;1;3;34;1;3;0;0;0;29;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;1;3;0;0;0;0;0;0;0;0;0;11;43;23;20;7;22,39189189;9;400;22;20;1;1
891;31860256100250200000;0;1;4;1;19;5;414;52;52;55;68;59;59;58;0;61;89;4;4;10;2;2013;3;6,6;0;16;0;16;8;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;4;0;1;3;0;1;1;23;1;2;0;1;1;0;1;1;13;1;1;10;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;1;6,5625;9;400;7;10;0;1
892;31860256101832800000;1;2;5;1;19;5;379;59;59;60;53;62;62;45;0;49;47;5;6;10;2;2013;3;23,2;1;22;12;10;10;7;3;2;1;33;1;22;16;6;9;7;2;1;2;21,68;3;25;10;15;9;4;5;2;1;40,76923077;0;13;13;0;7;7;0;1;3;38,1875;0;16;16;0;6;6;0;1;2;38,44444444;0;18;18;0;7;7;0;1;2;37,75;0;16;16;0;8;8;0;1;2;28,61111111;1;18;10;8;6;4;2;2;1;28,5;1;12;9;3;4;3;1;2;1;42,40909091;1;11;11;0;4;3;1;1;3;23;2;4;34;1;3;36;1;1;37;1;2;30;1;1;40;1;1;44;1;1;31;1;3;0;1;2;45;1;2;30;1;2;29;2;3;32;1;3;36;1;3;46;1;3;50;1;2;50;1;1;0;0;0;40;1;2;37;1;3;28;3;3;29;2;3;42;1;2;32;1;3;0;0;0;40;1;1;50;1;1;0;0;0;40;1;3;40;1;2;44;1;1;44;1;2;36;1;3;41;1;2;0;0;0;41;1;2;49;1;3;34;1;3;36;1;3;30;1;3;38;1;2;45;1;3;36;1;2;47;1;2;31;1;3;38;1;3;36;1;3;40;1;2;44;1;2;50;1;1;37;1;2;30;1;3;41;1;2;36;1;3;0;0;0;32;1;1;42;1;3;0;0;0;35;1;3;44;1;2;39;1;2;0;0;0;30;2;4;0;0;0;38;2;3;42;1;3;0;0;0;34;1;3;0;0;0;0;0;0;39,5;2;3;44;1;3;50;1;3;33;1;2;0;0;0;8;70;56;14;11;32,03757225;2;400;32;30;3;2
893;31860256103415300000;0;0;8;0;0;0;399,58;74,12;74,12;44,88;57,25;53,5;53,5;55,27;0;56,81;50,37;16;2;10;3;2013;3;25,6;2;23;13;10;11;7;4;2;1;29;2;25;17;8;10;7;3;2;1;37,83333333;0;18;18;0;7;7;0;1;2;31,63157895;1;19;16;3;9;8;1;2;2;34,31818182;1;22;19;3;8;7;1;1;2;32,78571429;1;21;18;3;8;7;1;1;2;39,73684211;0;19;19;0;9;9;0;1;2;39,0625;0;16;16;0;6;6;0;1;2;40,25;0;12;12;0;4;4;0;1;3;38,40909091;1;11;11;0;4;3;1;1;2;29;2;4;30;1;3;29;2;1;34;1;2;31;1;1;32;1;1;37;1;1;36;1;3;40;1;2;43;1;2;29;1;2;30;3;3;38;1;3;38;1;3;41;1;3;43;1;2;50;1;1;40;1;2;44;1;2;42;1;3;33;1;3;37;1;3;36;1;2;35;1;3;0;0;0;42;1;1;50;1;1;35;1;3;33;2;3;34;1;2;37;1;1;43;1;2;38;1;3;45;1;2;36;1;3;43;1;2;48;1;3;42;1;3;31;2;3;36;1;3;38;1;2;45;1;3;36;1;2;40;1;2;35;2;3;35;1;3;39;1;3;41;1;2;39;1;2;38;1;1;40;1;2;34;1;3;38;1;2;41;1;3;45;1;3;41;1;1;35;1;3;0;0;0;38;1;3;30;1;2;43;1;2;40;1;2;45;1;4;0;0;0;43;1;3;40;1;3;39;1;3;39;1;3;0;0;0;0;0;0;36,5;2;3;40;1;3;41;1;3;35;1;2;0;0;0;8;76;65;11;12;33,9811828;2;400;34;30;4;2
894;31860256116075800000;0;2;16;1;19;5;407;56;56;55;52;57;57;63;0;60;45;7;5;10;2;2013;3;14,3;7;29;4;25;15;2;13;2;1;10;3;21;3;18;8;1;7;2;1;9,25;1;4;0;4;2;0;2;2;1;0;0;4;0;4;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;4;34;1;3;25;2;1;19;2;2;38;1;1;26;2;1;26;3;1;25;2;3;0;0;0;6;1;2;0;0;0;9;2;3;0;0;0;7;2;3;31;1;3;25;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;27;3;24;4;11,25862069;9;400;11;10;0;1
895;31860256231603200000;0;2;20;1;16;4;411;61;61;59;62;67;67;56;0;50;63;8;3;7;2;2013;3;35,8;0;16;16;0;8;8;0;1;2;9;0;16;0;16;6;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;3;3;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;33;1;4;33;1;3;33;1;1;37;1;2;42;1;1;32;1;1;41;1;1;40;1;3;0;0;0;22;1;2;0;0;0;0;1;3;10;1;3;12;1;3;0;1;3;14;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9;6;2;22,88571429;9;400;23;20;0;1
896;31860256233185800000;0;1;7;1;19;5;372;52;52;53;52;52;52;62;0;53;50;7;5;7;2;2013;3;27,8;1;22;14;8;10;8;2;2;1;24;3;28;13;15;11;6;5;2;1;37;0;18;18;0;7;7;0;1;2;31,78571429;1;21;18;3;10;9;1;2;2;41,17647059;0;17;17;0;6;6;0;1;3;38,11111111;0;18;18;0;7;7;0;1;2;40,05263158;0;19;19;0;9;9;0;1;3;42,375;0;16;16;0;6;6;0;1;3;33;1;18;15;3;6;5;1;1;2;36,875;0;8;8;0;3;3;0;1;2;23;2;4;38;1;3;35;1;1;37;1;2;33;1;1;42;1;1;47;1;1;31;1;3;42;1;2;40;1;2;49;1;2;27;2;3;18;3;3;31;1;3;41;1;3;50;1;2;50;1;1;48;1;2;44;1;2;34;1;3;32;1;3;35;1;3;40;1;2;33;1;3;43;1;2;41;1;1;50;1;1;33;1;3;36;2;3;36;1;2;42;1;1;33;1;2;35;1;3;0;0;0;35;1;3;44;1;2;48;1;3;42;1;3;37;1;3;42;1;3;36;1;2;45;1;3;32;1;2;41;1;2;40;1;3;35;1;3;36;1;3;31;1;2;40;1;2;50;1;1;40;1;2;41;1;3;43;1;2;34;1;3;45;1;3;43;1;1;38;1;3;0;0;0;38;1;3;41;1;2;43;1;2;45;1;2;48;1;4;34;2;3;38;1;3;45;1;3;38;1;3;43;1;3;0;0;0;34;1;3;0;0;0;41;1;3;0;0;0;35;1;2;0;0;0;6;75;66;9;12;34,24864865;2;350;34;30;4;2
897;31860256263254500000;0;1;11;1;19;5;378;58;58;55;57;50;50;48;0;56;51;11;5;6;2;2013;3;19,1;3;26;8;18;12;5;7;2;1;32;1;22;16;6;9;7;2;1;2;29,55263158;1;19;13;6;7;5;2;2;1;35,68421053;1;19;17;2;9;8;1;1;2;38,5;0;16;16;0;6;6;0;1;2;30,34210526;1;19;13;6;7;5;2;2;2;43,2;0;10;10;0;5;5;0;1;3;40,22222222;0;9;9;0;3;3;0;1;3;37,66666667;0;9;9;0;3;3;0;1;2;42,33333333;0;9;9;0;3;2;1;1;3;26;2;4;37;1;3;32;1;1;36;1;2;18;2;1;31;1;1;42;1;1;30;2;3;0;1;2;39;1;2;48;1;2;39;1;3;33;1;3;29;2;3;33;1;3;44;1;2;50;1;1;43;1;2;36;1;2;37;1;3;30;1;3;43;1;3;0;0;0;25;2;3;46;1;2;0;0;0;50;1;1;35;1;3;44;1;3;45;1;2;41;1;1;30;2;2;36;1;3;40;1;2;0;0;0;40;1;2;46;1;3;39;1;3;34;1;3;33;1;3;47;1;2;48;1;3;35;1;2;0;0;0;26;2;3;31;1;3;33;1;3;39;1;2;0;0;0;50;1;1;44;1;2;0;0;0;45;1;2;42;1;3;0;0;0;0;0;0;30;1;3;0;0;0;0;0;0;0;0;0;50;1;2;0;0;0;43;1;4;0;0;0;0;0;0;45;1;3;35;1;3;33;1;3;0;0;0;33;1;3;0;0;0;45;1;3;49;1;3;0;0;0;0;0;0;7;64;49;15;10;32,63291139;2;400;33;30;3;2
898;31860256264837100000;1;1;19;1;19;5;361;52;52;51;54;48;48;50;0;47;48;22;6;6;1;2013;3;7,4;0;16;0;16;8;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;4;3;1;3;8;1;1;6;1;2;0;1;1;4;1;1;15;1;1;13;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;1;7,4375;9;350;7;10;0;1
899;31860256266419600000;0;1;8;1;19;5;350;55;55;48;50;44;44;48;0;53;52;8;3;6;2;2013;3;16,5;3;28;6;22;12;5;7;2;1;19;2;20;5;15;7;2;5;2;1;40;0;2;2;0;1;1;0;1;3;30;0;3;3;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;4;19;2;3;31;1;1;39;1;2;31;1;1;48;1;1;45;1;1;27;2;3;0;1;2;0;0;0;0;0;0;38;1;3;11;2;3;22;2;3;29;1;3;44;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;21;9;12;3;19,20754717;9;350;19;20;0;1
