CAR_DIEZ,NCC_DIEZ,NCA_DIEZ,NCP_DIEZ,NAC_DIEZ,NAA_DIEZ,NAP_DIEZ,EPA_DIEZ,SEMESTRES_CURSADOS,NOTA_EI_IB,VECES_EI_IB,CREDITOS_EI_IB,NOTA_EI_IIB,VECES_EI_IIB,CREDITOS_EI_IIB,NOTA_EI_IIIB,VECES_EI_IIIB,CREDITOS_EI_IIIB,NOTA_EE_CUATRO,VECES_EE_CUATRO,CREDITOS_EE_CUATRO,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_ELEC_IND,VECES_ELEC_IND,CREDITOS_ELEC_IND,NOTA_TGDOS,VECES_TGDOS,CREDITOS_TGDOS
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,32,1,3,38,1,3,50,2,3,0,1,1,48,1,2,37,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,15,31,1,3,41,1,3,38,2,3,0,1,1,37,1,2,38,1,3,0,0,3
1,18,14,4,5,4,1,1,11,36,2,3,47,1,3,40,1,3,0,1,1,45,1,2,30,1,3,0,0,3
1,18,11,7,5,4,1,2,15,36,4,3,31,0,3,17,1,3,0,1,1,41,1,2,32,1,3,0,0,3
0,18,2,16,1,1,0,2,11,0,0,3,0,0,3,0,0,3,0,1,1,37,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,10,32,1,3,38,1,3,45,2,3,0,1,1,47,1,2,47,1,3,0,0,3
0,18,8,10,3,3,0,2,13,44,1,3,0,1,3,0,0,3,0,1,1,39,1,2,48,1,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,12,37,2,3,47,0,3,48,1,3,0,1,1,50,1,2,47,1,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,15,41,2,3,39,1,3,32,1,3,0,1,1,46,1,2,37,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,15,40,2,3,32,1,3,35,1,3,0,1,1,43,1,2,39,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,12,0,0,3,0,0,3,0,0,3,0,1,1,35,1,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,34,2,3,49,1,3,37,1,3,0,1,1,41,1,2,34,1,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,14,4,5,3,2,1,14,33,3,3,38,0,3,31,3,3,0,1,1,42,1,2,49,1,3,0,0,3
1,18,14,4,5,4,1,1,11,40,2,3,33,1,3,38,1,3,0,1,1,46,1,2,41,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,8,10,3,3,0,2,14,41,1,3,0,1,3,0,0,3,0,1,1,39,1,2,45,1,3,0,0,3
2,18,14,4,5,3,2,1,14,30,3,3,32,1,3,29.5,2,3,0,1,1,45,1,2,49,1,3,0,0,3
0,0,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,11,7,4,3,1,2,13,39,1,3,33,2,3,0,1,3,0,1,1,41,1,2,30,1,3,0,0,3
1,18,14,4,5,4,1,1,15,34,2,3,43,1,3,40,0,3,0,1,1,44,1,2,38,1,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,8,10,4,2,2,2,14,39,1,3,42,2,3,0,0,3,0,1,1,43,1,2,22.5,2,3,0,0,3
0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,42,2,3,38,1,3,40,0,3,0,1,1,47,1,2,49,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,13,39,3,3,39,0,3,41,1,3,0,1,1,44,1,2,37,1,3,0,0,3
1,18,14,4,5,4,1,1,14,38,1,3,38,2,3,46,0,3,0,1,1,43,1,2,45,1,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,38,2,3,44,1,3,42,1,3,0,1,1,50,1,2,47,1,3,0,0,3
2,18,14,4,5,3,2,1,11,45,2,3,41,1,3,43,2,3,0,1,1,45,1,2,45,1,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,10,44,2,3,43,1,3,44,0,3,0,1,1,50,1,2,49,1,3,0,0,3
1,18,14,4,5,4,1,1,11,42,2,3,38,1,3,42,1,3,0,1,1,40,1,2,47,1,3,0,0,3
0,18,14,4,5,5,0,1,11,32,1,3,33,1,3,39,1,3,0,1,1,46,1,2,41,1,3,0,0,3
1,18,14,4,5,4,1,1,11,44,2,3,40,1,3,41,1,3,0,1,1,40,1,2,47,1,3,0,0,3
1,18,14,4,5,4,1,1,15,44,2,3,39,1,3,32,0,3,0,1,1,48,1,2,49,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,40,3,3,38,0,3,48,1,3,0,1,1,50,1,2,43,1,3,0,0,3
1,18,14,4,5,4,1,1,15,30,3,3,38,0,3,42,1,3,0,1,1,44,1,2,35,1,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,8,10,5,3,2,2,14,42,4,3,27,1,3,28.5,2,3,0,1,1,43,1,2,30,1,3,0,0,3
0,18,3,15,2,2,0,2,9,0,0,3,0,0,3,0,0,3,35,1,1,37,1,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,12,33,2,3,42,1,3,39,1,3,0,1,1,47,1,2,43,1,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,11,7,5,4,1,1,11,41,2,3,28.5,1,3,45,1,3,0,1,1,48,1,2,46,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,11,7,5,3,2,2,13,35,1,3,30,1,3,36,2,3,0,1,1,44,1,2,25.5,2,3,0,0,3
1,18,14,4,5,4,1,1,15,36,3,3,30.5,1,3,42,0,3,0,1,1,43,1,2,45,1,3,0,0,3
1,18,12,6,6,5,1,1,13,25.5,2,3,40,1,3,39,1,3,50,1,1,43,1,2,34,1,3,0,0,3
1,18,14,4,5,4,1,1,15,38,2,3,40,1,3,35,1,3,0,1,1,38,1,2,37,1,3,0,0,3
2,18,11,7,5,3,2,2,14,30,2,3,31,1,3,30,1,3,0,1,1,44,1,2,24,2,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,14,39,3,3,43,0,3,37,0,3,0,1,1,41,1,2,35,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,17,1,6,5,1,1,15,37,1,3,48,0,3,38,1,3,0,1,1,44,1,2,45,1,3,38,2,3
1,18,14,4,5,4,1,1,12,35,4,3,31.5,0,3,40,1,3,0,1,1,45,1,2,42,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,13,45,3,3,38,0,3,40,1,3,0,1,1,42,1,2,38,1,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,39,2,3,41,1,3,33,1,3,0,1,1,45,1,2,41,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,10,44,1,3,40,1,3,42,1,3,0,1,1,38,2,2,43,1,3,0,0,3
0,0,0,0,0,0,0,0,13,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,13,5,6,4,2,1,15,35,3,3,37,0,3,39,1,3,50,1,1,15,2,2,30,1,3,0,0,3
0,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,0,18,1,0,1,2,12,0,0,3,0,0,3,0,0,3,0,1,1,22.5,2,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,11,32,2,3,42,1,3,42,1,3,0,1,1,47,1,2,50,1,3,0,0,3
2,18,12,6,6,4,2,1,15,34,3,3,30,1,3,25,2,3,42,1,1,41,1,2,46,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,14,35,1,3,32,1,3,39,2,3,0,1,1,45,1,2,34,1,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,8,10,5,4,1,2,15,25,4,3,17,0,3,30,1,3,0,1,1,34,1,2,38,1,3,0,0,3
3,18,2,16,5,2,3,2,15,26,4,3,27.5,1,3,19,2,3,0,1,1,43,1,2,12.5,4,3,0,0,3
2,18,11,7,4,2,2,2,10,42,0,3,46,2,3,0,1,3,0,1,1,36,2,2,49,1,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,12,35,3,3,40,0,3,41,1,3,0,1,1,45,1,2,50,1,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,14,4,5,3,2,1,10,39,2,3,32,1,3,41,0,3,0,1,1,34.5,2,2,42,1,3,0,0,3
0,18,14,4,5,5,0,1,13,30,1,3,41,1,3,39,1,3,0,1,1,44,1,2,30,1,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,12,45,2,3,40,1,3,49,0,3,0,1,1,45,1,2,46,1,3,0,0,3
0,18,14,4,5,5,0,1,11,29.5,1,3,41,1,3,42,1,3,0,1,1,44,1,2,50,1,3,0,0,3
1,18,14,4,5,4,1,1,12,32,3,3,32,1,3,41,1,3,0,1,1,45,1,2,45,1,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,14,4,5,5,0,1,14,39,1,3,38,1,3,43,1,3,0,1,1,43,1,2,45,1,3,0,0,3
2,18,14,4,5,3,2,1,10,46,2,3,44,1,3,50,0,3,0,1,1,38,2,2,45,1,3,0,0,3
1,18,14,4,5,4,1,1,15,44,2,3,41,1,3,33,1,3,0,1,1,46,1,2,44,1,3,0,0,3
1,18,14,4,5,4,1,1,10,44,2,3,47,1,3,50,0,3,0,1,1,45,1,2,45,1,3,0,0,3
1,18,14,4,5,4,1,1,10,43,2,3,45,1,3,42,0,3,0,1,1,46,1,2,42,1,3,0,0,3
1,18,14,4,5,4,1,1,15,43,1,3,36,1,3,42,1,3,0,1,1,33,2,2,43,1,3,0,0,3
2,18,14,4,5,3,2,1,15,41,1,3,33,1,3,40,2,3,0,1,1,33.5,2,2,43,1,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,10,40,3,3,42,0,3,36,1,3,0,1,1,46,1,2,37,1,3,0,0,3
2,18,14,4,5,3,2,1,15,32,3,3,34,1,3,44,0,3,0,1,1,29.5,2,2,43,1,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,1,17,1,1,0,2,8,0,0,3,0,0,3,0,0,3,50,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,14,4,5,3,2,1,10,40,3,3,37,0,3,37,1,3,0,1,1,33,2,2,37,1,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,15,44,2,3,40,1,3,34,0,3,0,1,1,44,1,2,45,1,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,12,0,1,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,10,43,2,3,47,1,3,50,0,3,0,1,1,44,1,2,49,1,3,0,0,3
0,0,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,11,7,4,3,1,1,10,44,0,3,46,2,3,0,1,3,0,1,1,46,1,2,49,1,3,0,0,3
2,18,14,4,5,3,2,1,15,33.5,1,3,33,2,3,45,2,3,0,1,1,50,1,2,49,1,3,0,0,3
2,18,12,6,5,3,2,1,13,47,2,3,46,1,3,40,1,3,0,1,1,21.5,2,2,46,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,14,4,5,4,1,1,15,41,1,3,33,1,3,41,2,3,0,1,1,37,1,2,32,1,3,0,0,3
1,18,17,1,6,5,1,1,15,31.5,0,3,38,1,3,35,0,3,0,1,1,45,1,2,42,1,3,37,2,3
0,18,18,0,7,7,0,1,12,45,1,3,48,1,3,46,0,3,50,1,1,45,1,2,45,1,3,50,1,3
0,18,17,1,6,6,0,1,11,49,1,3,42,1,3,44,1,3,0,1,1,43,1,2,50,1,3,48,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,17,1,6,5,1,1,12,42,2,3,40,0,3,45,0,3,0,1,1,38,1,2,49,1,3,50,1,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,17,1,6,5,1,1,12,42,2,3,44,0,3,41,1,3,0,1,1,43,1,2,49,1,3,50,1,3
0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,15,37,0,3,47,1,3,32,1,3,0,1,1,42,1,2,47,1,3,50,1,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,17,1,6,6,0,1,12,49,1,3,33,1,3,35,1,3,0,1,1,43,1,2,39,1,3,50,1,3
0,18,18,0,7,7,0,1,15,34,1,3,47,1,3,44,0,3,36,1,1,35,1,2,33,1,3,42,1,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,18,0,7,6,1,1,15,39,0,3,43,2,3,31,0,3,31,1,1,37,1,2,33,1,3,50,1,3
2,18,17,1,6,4,2,1,14,44,0,3,30,2,3,45,1,3,0,1,1,50,1,2,44,1,3,37,2,3
0,18,17,1,6,6,0,1,13,30,0,3,44,1,3,44,1,3,0,1,1,45,1,2,39,1,3,50,1,3
2,18,14,4,6,4,2,1,12,48,0,3,42,2,3,30,1,3,0,1,1,33,1,2,36,1,3,22.5,2,3
0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
1,18,18,0,7,6,1,1,15,30,1,3,39,1,3,30,0,3,42,1,1,37,1,2,42,1,3,39.5,2,3
2,18,12,6,7,5,2,1,14,42,0,3,16.5,4,3,33,0,3,46,1,1,45,1,2,33,1,3,27.5,2,3
2,18,18,0,7,5,2,1,15,38,1,3,30,2,3,44,0,3,48,1,1,43,1,2,45,1,3,39.5,2,3
1,18,17,1,6,5,1,1,15,38,0,3,45,1,3,43,1,3,0,1,1,46,1,2,50,1,3,39.5,2,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,15,33,0,3,35,1,3,44,0,3,48,1,1,43,1,2,35,1,3,50,1,3
0,18,2,16,1,1,0,2,12,0,0,3,0,0,3,0,0,3,0,1,1,34,1,2,0,0,3,0,0,3
2,18,15,3,7,5,2,1,15,36,0,3,46,2,3,32,0,3,41,1,1,45,1,2,28,2,3,50,1,3
2,18,15,3,7,5,2,1,14,39,0,3,43,3,3,37,0,3,50,1,1,42,1,2,22,2,3,43,1,3
1,18,14,4,6,5,1,1,15,41,0,3,39,1,3,42,0,3,0,1,1,41,1,2,44,1,3,16.66666667,3,3
0,18,17,1,6,6,0,1,12,48,1,3,43,1,3,41,1,3,0,1,1,41,1,2,46,1,3,50,1,3
4,18,9,9,7,3,4,2,14,31,0,3,44,3,3,27,0,3,49,1,1,29.5,2,2,22,2,3,27.5,2,3
1,18,17,1,6,5,1,1,12,44,0,3,48,2,3,47,0,3,0,1,1,45,1,2,47,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,14,4,6,4,2,1,15,46,1,3,38,3,3,31.5,0,3,0,1,1,35,1,2,33,1,3,25,2,3
1,18,18,0,7,6,1,1,12,40,0,3,49,2,3,45,0,3,48,1,1,40,1,2,47,1,3,50,1,3
1,18,18,0,7,6,1,1,12,45,1,3,44,2,3,44,0,3,50,1,1,40,1,2,50,1,3,50,1,3
1,18,15,3,7,6,1,1,15,34,1,3,38,1,3,30,0,3,50,1,1,42,1,2,47,1,3,26.33333333,3,3
1,18,17,1,6,5,1,1,14,38,0,3,29.5,1,3,46,0,3,0,1,1,43,1,2,43,1,3,39.5,2,3
0,18,18,0,7,7,0,1,15,31,0,3,39,0,3,39,1,3,38,1,1,47,1,2,42,1,3,50,1,3
1,18,15,3,6,5,1,2,15,38,1,3,44,1,3,32,0,3,0,1,1,15,4,2,41,1,3,38,1,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,14,38,0,3,39,1,3,37,0,3,45,1,1,36,1,2,36,1,3,50,1,3
1,18,17,1,6,5,1,1,11,49,2,3,47,1,3,45,0,3,0,1,1,45,1,2,50,1,3,50,1,3
1,18,18,0,7,6,1,1,13,43,0,3,49,2,3,43,0,3,50,1,1,46,1,2,31,1,3,45,1,3
0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,15,39,0,3,42,1,3,46,0,3,45,1,1,36,1,2,41,1,3,45,1,3
1,18,18,0,7,6,1,1,15,44,0,3,34,1,3,45,0,3,49,1,1,43,1,2,42,1,3,39.5,2,3
1,18,18,0,7,6,1,1,15,43,0,3,46,2,3,31,0,3,45,1,1,41,1,2,43,1,3,50,1,3
2,18,18,0,7,5,2,1,15,40,0,3,43,2,3,37,0,3,48,1,1,41,1,2,44,1,3,37,2,3
0,18,2,16,1,1,0,2,11,0,0,3,0,0,3,0,0,3,0,1,1,34,1,2,0,0,3,0,0,3
1,18,17,1,6,5,1,1,11,42,2,3,48,1,3,45,0,3,0,1,1,48,1,2,50,1,3,50,1,3
0,18,18,0,7,7,0,1,15,40,0,3,44,1,3,44,0,3,50,1,1,44,1,2,44,1,3,46,1,3
0,18,2,16,1,1,0,2,8,0,0,3,0,0,3,0,0,3,0,1,1,35,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,2,16,1,1,0,2,8,0,0,3,0,0,3,0,0,3,0,1,1,40,1,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
2,18,18,0,7,5,2,1,15,44,1,3,33,2,3,39,0,3,38,1,1,44,1,2,50,1,3,39.5,2,3
2,18,14,4,6,4,2,1,12,39,2,3,45,0,3,42,1,3,0,1,1,45,1,2,50,1,3,25,2,3
0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
0,18,18,0,7,7,0,1,12,45,1,3,46,1,3,44,0,3,50,1,1,44,1,2,45,1,3,50,1,3
0,18,18,0,7,7,0,1,15,38,0,3,42,1,3,44,0,3,50,1,1,40,1,2,42,1,3,50,1,3
0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3
