NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOS Q;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
1183;37.8;46.0;36.411764705882355;32.0;33.0;32.0;42.0;43.166666666666664;7;42.0;47.0;47.0;36.0;46.0;41.72222222222222;0;18;18;0;7;7;0;1;40.0;1;2;41.0;1;3;32.0;1;3;45.0;1;3;35.0;1;2;49.0;1;3;50;1;2;3;40.8235294117647
1184;38.0;49.0;41.411764705882355;41.0;44.0;35.0;46.0;39.72222222222222;7;41.0;30.0;38.0;37.0;45.0;41.111111111111114;0;18;18;0;7;7;0;1;38.0;1;2;50.0;1;3;34.0;1;3;38.0;1;3;33.0;1;2;48.0;1;3;44;1;2;3;40.294117647058826
1186;37.2;45.0;35.588235294117645;32.0;30.0;30.0;38.0;36.72222222222222;6;37.0;32.0;39.0;28.5;36.0;35.77777777777778;0;18;18;0;7;7;0;1;40.0;1;2;32.0;1;3;32.0;1;3;30.0;1;3;30.0;1;2;46.0;1;3;42;1;2;2;36.88235294117647
1187;39.0;47.0;39.23529411764706;42.0;36.0;32.5;38.0;39.72222222222222;7;43.0;41.0;38.0;40.0;40.0;36.611111111111114;1;20;18;2;7;6;1;1;38.0;1;2;33.0;1;3;33.0;1;3;41.0;1;3;23.5;2;2;43.0;1;3;43;1;2;2;37.11764705882353
1189;41.333333333333336;50.0;40.588235294117645;34.0;39.0;41.0;46.0;43.44444444444444;7;37.0;48.0;48.0;39.0;46.0;43.666666666666664;0;18;18;0;7;7;0;1;46.0;1;2;46.0;1;3;33.0;1;3;47.0;1;3;36.0;1;2;48.0;1;3;50;1;2;3;42.35294117647059
1190;36.2;41.0;36.588235294117645;41.0;37.0;30.0;44.0;36.5;7;40.0;35.0;34.0;32.0;47.0;36.55555555555556;1;20;18;2;7;7;0;1;35.0;1;2;32.0;1;3;35.0;1;3;35.0;1;3;31.5;2;2;43.0;1;3;45;1;2;2;38.470588235294116
1191;37.6;43.0;38.294117647058826;37.0;35.0;43.0;37.0;41.0;7;43.0;45.0;43.0;34.0;45.0;36.416666666666664;1;21;18;3;7;7;0;1;36.0;1;2;33.5;2;3;33.0;1;3;36.0;1;3;31.0;1;2;44.0;1;3;41;1;2;2;36.333333333333336
1192;36.266666666666666;43.0;36.588235294117645;32.0;30.0;37.0;36.0;33.583333333333336;6;31.0;30.5;35.0;28.0;44.0;27.49019607843137;4;32;16;16;6;2;4;1;35.0;1;2;26.0;3;3;26.5;2;3;27.5;2;3;18.666666666666668;3;2;40.0;1;3;0;0;2;2;36.294117647058826
1194;34.13333333333333;40.0;34.588235294117645;27.0;31.0;31.0;46.0;31.36111111111111;4;28.5;30.0;24.0;35.0;43.0;30.41176470588235;1;18;16;2;6;5;1;1;31.0;1;2;30.0;1;3;30.0;1;3;32.0;1;3;29.5;2;2;40.0;1;3;0;0;2;2;35.411764705882355
1196;32.9;32.0;37.64705882352941;30.0;31.0;33.0;47.0;38.72222222222222;7;37.0;35.0;40.0;34.0;45.0;39.166666666666664;0;18;18;0;7;7;0;1;40.0;1;2;32.0;1;3;31.0;1;3;44.0;1;3;30.0;1;2;48.0;1;3;50;1;2;2;39.529411764705884
1198;40.46666666666667;50.0;44.470588235294116;50.0;43.0;36.0;49.0;42.666666666666664;7;45.0;49.0;42.0;33.0;49.0;42.77777777777778;0;18;18;0;7;7;0;1;47.0;1;2;44.0;1;3;36.0;1;3;43.0;1;3;33.0;1;2;47.0;1;3;50;1;2;3;42.705882352941174
1199;35.266666666666666;42.0;38.705882352941174;34.0;34.0;30.5;49.0;37.72222222222222;7;33.0;35.0;44.0;31.0;47.0;34.76470588235294;0;16;16;0;6;6;0;1;43.0;1;2;38.0;1;3;31.0;1;3;35.0;1;3;32.0;1;2;43.0;1;3;0;0;2;2;36.88235294117647
1207;38.6;44.0;39.6;35.0;45.0;39.0;0.0;36.76470588235294;6;36.0;35.0;38.0;33.0;0.0;36.411764705882355;1;19;16;3;6;6;0;1;40.0;1;2;40.0;1;3;32.0;2;3;39.0;1;3;31.0;1;2;48.0;1;3;0;0;2;2;37.205882352941174
1209;34.36666666666667;47.0;35.35294117647059;33.0;30.0;39.0;43.0;38.083333333333336;6;30.0;28.5;41.0;43.0;45.0;35.833333333333336;1;22;18;4;7;6;1;1;49.0;1;2;34.0;1;3;30.0;1;3;35.0;1;3;28.0;3;2;36.0;1;3;43;1;2;2;35.588235294117645
1210;35.666666666666664;49.0;37.470588235294116;37.0;31.0;36.0;44.0;37.72222222222222;7;34.0;33.0;30.0;34.0;48.0;38.05555555555556;0;18;18;0;7;7;0;1;41.0;1;2;33.0;1;3;35.0;1;3;34.0;1;3;30.0;1;2;47.0;1;3;48;1;2;3;40.76470588235294
1213;33.833333333333336;43.0;36.43333333333333;35.0;33.0;42.0;0.0;34.8235294117647;6;33.0;30.0;41.0;38.0;0.0;32.05882352941177;1;18;16;2;6;5;1;1;34.0;1;2;32.0;1;3;30.0;1;3;36.0;1;3;28.5;2;2;42.0;1;3;0;0;2;2;35.09375
1214;31.11111111111111;31.0;26.235294117647058;30.0;11.666666666666666;27.5;2.0;28.0;3;0.0;0.0;0.0;34.0;0.0;26.0;1;9;7;2;3;2;1;2;44.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;1.5;2;2;39.0;1;3;0;0;2;1;10.666666666666666
1215;32.96666666666667;43.0;36.411764705882355;40.0;30.0;37.0;45.0;37.166666666666664;7;36.0;36.0;36.0;35.0;48.0;38.388888888888886;0;18;18;0;7;7;0;1;35.0;1;2;35.0;1;3;33.0;1;3;45.0;1;3;36.0;1;2;44.0;1;3;39;1;2;2;39.23529411764706
1217;39.13333333333333;45.0;40.705882352941174;43.0;35.0;43.0;46.0;43.55555555555556;7;44.0;45.0;44.0;37.0;47.0;39.5;0;18;18;0;7;7;0;1;49.0;1;2;34.0;1;3;36.0;1;3;38.0;1;3;32.0;1;2;43.0;1;3;48;1;2;2;39.94117647058823
1219;35.46666666666667;48.0;38.8235294117647;30.0;45.0;33.0;43.0;39.333333333333336;7;39.0;31.0;38.0;33.0;46.0;40.27777777777778;1;20;18;2;7;7;0;1;49.0;1;2;35.0;1;3;33.0;1;3;39.0;1;3;31.0;2;2;48.0;1;3;50;1;2;2;37.73529411764706
1221;38.13333333333333;50.0;40.11764705882353;30.0;34.0;40.0;47.0;43.166666666666664;7;41.0;43.0;48.0;41.0;42.0;41.388888888888886;0;18;18;0;7;7;0;1;50.0;1;2;44.0;1;3;35.0;1;3;36.0;1;3;30.0;1;2;48.0;1;3;48;1;2;3;41.05882352941177
1223;36.833333333333336;43.0;30.921568627450984;29.5;32.5;28.333333333333332;24.0;35.22222222222222;6;41.0;37.0;38.0;33.0;47.0;26.058823529411764;3;32;16;16;6;3;3;1;36.0;1;2;25.666666666666668;3;3;19.0;3;3;30.0;1;3;24.0;3;2;33.0;1;3;0;0;2;1;29.977777777777774
1225;27.512820512820515;0.0;20.416666666666668;13.0;0.0;14.0;0.0;25.2;2;0.0;0.0;0.0;32.0;0.0;30.0;0;3;3;0;1;1;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;3;0;0;2;1;0.0
1226;32.86666666666667;42.0;32.64705882352941;27.5;31.5;28.5;44.0;36.77777777777778;7;31.0;40.0;35.0;43.0;42.0;34.64705882352941;0;16;16;0;6;6;0;1;33.0;1;2;33.0;1;3;33.0;1;3;43.0;1;3;32.0;1;2;44.0;1;3;0;0;2;2;35.205882352941174
1228;31.923076923076923;0.0;30.583333333333332;26.0;34.0;30.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;28.0
1229;37.0;46.0;38.588235294117645;35.0;32.0;30.0;46.0;40.22222222222222;6;36.0;27.0;42.0;43.0;50.0;37.69444444444444;2;25;18;7;7;6;1;1;49.0;1;2;39.0;1;3;32.0;1;3;31.5;2;3;28.0;3;2;41.0;1;3;47;1;2;2;35.88235294117647
1230;35.266666666666666;40.0;37.11764705882353;31.0;34.0;41.0;40.0;38.611111111111114;7;36.0;46.0;39.0;33.0;50.0;34.75;1;21;18;3;7;7;0;1;37.0;1;2;30.5;2;3;30.0;1;3;35.0;1;3;31.0;1;2;41.0;1;3;40;1;2;2;36.411764705882355
1231;32.37777777777778;44.0;37.35294117647059;34.0;32.0;35.0;40.0;36.0;6;28.5;32.5;30.0;30.0;48.0;33.833333333333336;0;18;18;0;7;7;0;1;36.0;1;2;31.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;42.0;1;3;39;1;2;2;34.529411764705884
1232;32.8;30.0;36.588235294117645;40.0;35.0;29.5;30.0;34.0;5;30.0;38.0;29.0;39.0;0.0;30.813725490196074;3;29;16;13;6;3;3;1;42.0;1;2;35.0;1;3;28.5;2;3;27.333333333333332;3;3;26.666666666666668;3;2;38.0;1;3;0;0;2;2;30.422222222222224
1234;31.5;42.0;31.033333333333335;34.0;33.0;31.0;0.0;28.0;2;24.0;0.0;0.0;35.0;0.0;31.5;0;3;3;0;1;1;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;42.0;1;3;0;0;2;1;0.0
1236;36.0;45.0;38.64705882352941;33.0;30.0;37.0;43.0;43.05555555555556;7;45.0;39.0;46.0;33.0;46.0;41.833333333333336;0;18;18;0;7;7;0;1;49.0;1;2;36.0;1;3;32.0;1;3;46.0;1;3;39.0;1;2;47.0;1;3;47;1;2;3;41.05882352941177
1239;33.1;41.0;37.705882352941174;31.0;34.0;32.0;44.0;40.111111111111114;7;35.0;46.0;32.0;38.0;46.0;36.27777777777778;1;20;18;2;7;7;0;1;37.0;1;2;32.0;1;3;32.0;1;3;37.0;1;3;31.5;2;2;43.0;1;3;42;1;2;2;35.8235294117647
1240;38.53333333333333;50.0;41.8235294117647;44.0;32.0;43.0;46.0;42.44444444444444;7;37.0;39.0;43.0;43.0;48.0;42.166666666666664;1;20;18;2;7;7;0;1;43.0;1;2;42.0;1;3;40.0;1;3;40.0;1;3;33.0;2;2;47.0;1;3;50;1;2;3;41.705882352941174
1241;35.53333333333333;42.0;41.11764705882353;47.0;36.0;34.0;47.0;43.94444444444444;7;35.0;45.0;46.0;43.0;45.0;38.72222222222222;0;18;18;0;7;7;0;1;42.0;1;2;38.0;1;3;35.0;1;3;37.0;1;3;33.0;1;2;47.0;1;3;38;1;2;2;39.588235294117645
1242;36.0;50.0;39.588235294117645;35.0;40.0;38.0;44.0;40.44444444444444;7;41.0;44.0;30.0;34.0;46.0;36.22222222222222;1;22;18;4;7;6;1;1;36.0;1;2;36.0;1;3;31.0;1;3;37.0;1;3;27.0;3;2;38.0;1;3;50;1;2;2;37.1764705882353
1243;26.855555555555554;37.0;28.6;35.0;3.0;32.0;0.0;15.333333333333334;0;0.0;0.0;0.0;23.0;0.0;30.666666666666668;0;2;2;0;1;1;0;1;46.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;2;36.4
1244;34.6;45.0;38.1764705882353;31.0;37.0;34.0;50.0;40.111111111111114;7;32.0;44.0;33.0;37.0;46.0;35.64705882352941;0;16;16;0;6;6;0;1;39.0;1;2;37.0;1;3;34.0;1;3;38.0;1;3;33.0;1;2;45.0;1;3;0;0;2;3;40.294117647058826
1248;26.423076923076923;0.0;28.535714285714285;27.0;23.5;34.0;0.0;23.1875;1;0.0;0.0;0.0;26.0;0.0;25.333333333333332;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;38.0;1;2;0.0;0;3;0;0;2;1;23.125
1250;35.5;39.0;34.8235294117647;32.0;33.0;38.0;30.0;37.22222222222222;7;40.0;32.0;30.0;31.5;47.0;36.333333333333336;1;20;18;2;7;6;1;1;41.0;1;2;30.0;1;3;32.0;1;3;38.0;1;3;26.5;2;2;43.0;1;3;45;1;2;2;38.0
1252;40.13333333333333;43.0;41.8235294117647;37.0;44.0;41.0;43.0;39.705882352941174;6;43.0;39.0;48.0;37.0;0.0;39.05882352941177;1;18;16;2;6;6;0;1;41.0;1;2;43.0;1;3;38.0;1;3;43.0;1;3;33.0;2;2;48.0;1;3;0;0;2;3;41.05882352941177
1253;32.044444444444444;38.0;34.411764705882355;31.0;25.0;34.0;46.0;34.611111111111114;7;30.0;34.0;33.0;32.0;34.0;35.583333333333336;2;23;18;5;7;5;2;1;46.0;1;2;36.0;1;3;28.5;2;3;31.0;1;3;27.0;2;2;36.0;1;3;50;1;2;2;35.76470588235294
1254;37.733333333333334;44.0;38.1875;33.0;37.0;37.0;45.0;31.166666666666668;5;38.0;25.0;35.0;39.0;12.0;34.333333333333336;0;5;5;0;2;2;0;1;46.0;1;2;38.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;23.25
1258;40.53333333333333;45.0;42.23529411764706;36.0;50.0;32.0;46.0;42.27777777777778;7;37.0;39.0;46.0;37.0;48.0;41.388888888888886;0;18;18;0;7;7;0;1;49.0;1;2;45.0;1;3;34.0;1;3;39.0;1;3;30.0;1;2;49.0;1;3;43;1;2;2;39.411764705882355
1261;36.1;47.0;37.35294117647059;34.0;29.0;38.0;46.0;44.833333333333336;7;46.0;44.0;41.0;42.0;47.0;35.69444444444444;1;21;18;3;7;7;0;1;33.0;1;2;30.0;1;3;33.5;2;3;34.0;1;3;30.0;1;2;46.0;1;3;43;1;2;2;39.5
1262;30.435897435897438;0.0;30.8;24.5;27.5;33.0;0.0;31.11764705882353;4;27.0;30.0;38.0;29.5;0.0;23.727272727272727;3;17;10;7;4;1;3;1;28.5;2;2;0.0;0;3;26.0;2;3;0.0;0;3;15.0;2;2;32.0;1;3;0;0;2;2;32.708333333333336
1263;38.46666666666667;46.0;36.36666666666667;32.0;34.5;40.0;0.0;35.6;2;0.0;0.0;0.0;43.0;0.0;20.666666666666668;0;2;2;0;1;1;0;2;31.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;23.25
1264;34.266666666666666;35.0;35.294117647058826;30.0;30.0;30.0;42.0;36.111111111111114;7;33.0;36.0;38.0;30.0;47.0;37.44444444444444;2;22;18;4;7;7;0;1;35.5;2;2;31.0;1;3;36.0;1;3;35.0;1;3;34.0;2;2;43.0;1;3;50;1;2;2;37.794117647058826
1265;30.153846153846153;0.0;31.4;30.0;21.0;34.0;0.0;28.25;2;0.0;0.0;0.0;33.0;0.0;22.0;1;6;4;2;2;1;1;2;32.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;23.0;2;2;0.0;0;3;0;0;2;1;23.136363636363637
1266;38.233333333333334;50.0;37.35294117647059;34.0;27.0;41.0;46.0;40.55555555555556;7;46.0;31.0;31.0;46.0;48.0;36.44444444444444;0;18;18;0;7;7;0;1;37.0;1;2;30.0;1;3;30.0;1;3;41.0;1;3;32.0;1;2;41.0;1;3;46;1;2;2;39.05882352941177
1268;39.53333333333333;46.0;41.35294117647059;43.0;36.0;41.0;47.0;44.833333333333336;7;43.0;45.0;48.0;46.0;43.0;43.0;0;18;18;0;7;7;0;1;49.0;1;2;38.0;1;3;37.0;1;3;43.0;1;3;40.0;1;2;48.0;1;3;49;1;2;3;43.529411764705884
1269;39.86666666666667;48.0;39.1764705882353;36.0;38.0;43.0;43.0;41.27777777777778;7;42.0;33.0;47.0;37.0;44.0;41.666666666666664;0;18;18;0;7;7;0;1;49.0;1;2;39.0;1;3;37.0;1;3;44.0;1;3;30.0;1;2;48.0;1;3;44;1;2;2;38.64705882352941
1270;35.07777777777778;42.0;37.8235294117647;30.0;36.0;37.0;44.0;35.888888888888886;7;43.0;33.0;35.0;34.0;36.0;38.5;0;18;18;0;7;7;0;1;49.0;1;2;30.0;1;3;37.0;1;3;35.0;1;3;33.0;1;2;41.0;1;3;50;1;2;2;37.76470588235294
1274;35.266666666666666;48.0;36.470588235294116;35.0;26.0;36.0;38.0;38.44444444444444;7;37.0;33.0;37.0;32.0;44.0;38.22222222222222;1;20;18;2;7;6;1;1;45.0;1;2;40.0;1;3;35.0;1;3;39.0;1;3;28.5;2;2;39.0;1;3;41;1;2;2;34.3235294117647
1276;33.3;38.0;31.033333333333335;32.0;25.0;26.0;0.0;32.625;3;0.0;0.0;0.0;33.0;0.0;25.0;1;9;7;2;3;2;1;2;32.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;15.5;2;2;35.0;1;3;0;0;2;2;34.714285714285715
1278;31.8;37.0;32.666666666666664;30.0;22.666666666666668;34.0;0.0;32.625;3;0.0;0.0;0.0;33.0;0.0;25.75;1;9;7;2;3;2;1;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;12.5;2;2;37.0;1;3;0;0;2;1;29.47435897435897
1279;33.8;48.0;36.411764705882355;31.0;35.0;34.0;45.0;36.5;7;33.0;33.0;36.0;37.0;48.0;37.111111111111114;1;20;18;2;7;6;1;1;45.0;1;2;32.0;1;3;37.0;1;3;37.0;1;3;29.0;2;2;36.0;1;3;47;1;2;2;39.470588235294116
1280;32.0;44.0;36.05882352941177;32.0;34.0;34.0;37.0;39.94444444444444;7;30.0;45.0;43.0;35.0;43.0;32.51960784313725;2;23;16;7;6;4;2;1;48.0;1;2;28.5;2;3;30.0;1;3;35.0;1;3;26.666666666666668;3;2;41.0;1;3;0;0;2;2;35.88235294117647
1281;33.68888888888889;44.0;30.91176470588235;30.5;24.0;30.0;36.0;34.411764705882355;4;26.5;28.5;40.0;44.0;0.0;29.294117647058822;1;22;16;6;6;5;1;2;43.0;1;2;30.0;1;3;20.333333333333332;3;3;32.0;1;3;30.0;1;2;35.0;1;3;0;0;2;2;34.73529411764706
1282;33.06666666666667;41.0;29.794117647058822;19.666666666666668;33.0;35.0;31.0;36.94444444444444;7;32.0;39.0;39.0;36.0;39.0;31.38235294117647;2;21;16;5;6;4;2;1;46.0;1;2;21.5;2;3;33.0;1;3;38.0;1;3;23.5;2;2;39.0;1;3;0;0;2;2;35.1764705882353
1283;35.333333333333336;48.0;36.1764705882353;32.0;33.0;31.0;43.0;39.5;7;32.0;44.0;42.0;35.0;44.0;38.44444444444444;1;20;18;2;7;6;1;1;49.0;1;2;35.0;1;3;38.0;1;3;33.0;1;3;29.5;2;2;39.0;1;3;50;1;2;2;35.94117647058823
1285;31.435897435897438;0.0;28.7;13.666666666666666;35.0;32.0;0.0;24.4;2;0.0;0.0;0.0;30.0;0.0;27.833333333333332;0;5;5;0;2;1;1;2;28.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;37.0;1;3;0;0;2;1;0.0
1287;33.5;39.0;32.029411764705884;35.0;24.5;33.0;23.0;33.138888888888886;5;27.0;31.5;43.0;35.0;37.0;27.84313725490196;4;28;16;12;6;4;2;1;15.5;2;2;32.0;2;3;32.0;2;3;34.0;1;3;21.666666666666668;3;2;35.0;1;3;0;0;2;2;30.98039215686274
1288;35.08888888888888;44.0;38.205882352941174;32.5;44.0;34.0;49.0;33.588235294117645;6;31.0;39.0;36.0;33.0;0.0;33.88235294117647;1;18;16;2;6;5;1;1;31.0;1;2;33.0;1;3;34.0;1;3;45.0;1;3;29.0;2;2;40.0;1;3;0;0;2;2;34.11764705882353
1290;33.36666666666667;50.0;34.970588235294116;28.5;33.0;36.0;36.0;40.166666666666664;7;42.0;43.0;40.0;42.0;38.0;36.833333333333336;1;21;18;3;7;6;1;1;48.0;1;2;25.0;2;3;34.0;1;3;37.0;1;3;33.0;1;2;39.0;1;3;48;1;2;2;35.029411764705884
1291;38.86666666666667;43.0;33.705882352941174;30.0;35.0;26.5;42.0;37.77777777777778;7;45.0;30.0;35.0;32.0;47.0;36.94444444444444;2;23;18;5;7;7;0;1;45.0;1;2;44.0;2;3;32.0;1;3;39.0;1;3;30.0;2;2;36.0;1;3;31;1;2;2;32.94117647058823
1292;38.46666666666667;42.0;38.64705882352941;35.0;36.0;35.0;46.0;40.666666666666664;7;44.0;45.0;31.0;37.0;50.0;39.72222222222222;1;20;18;2;7;6;1;1;39.0;1;2;43.0;1;3;34.0;1;3;39.0;1;3;26.5;2;2;46.0;1;3;49;1;2;2;37.8235294117647
1293;39.0;46.0;40.529411764705884;39.0;38.0;39.0;43.0;41.44444444444444;7;38.0;42.0;38.0;40.0;50.0;39.888888888888886;0;18;18;0;7;7;0;1;41.0;1;2;38.0;1;3;33.0;1;3;38.0;1;3;34.0;1;2;47.0;1;3;50;1;2;3;41.588235294117645
1296;37.43333333333333;42.0;35.76470588235294;39.0;30.0;30.0;34.0;28.294117647058822;4;21.0;33.0;24.0;34.0;0.0;27.49019607843137;2;26;16;10;6;4;2;2;30.0;1;2;27.0;3;3;30.0;1;3;35.0;1;3;14.666666666666666;3;2;34.0;1;3;0;0;2;2;31.039215686274506
1297;37.333333333333336;42.0;37.35294117647059;32.0;34.0;35.0;45.0;37.77777777777778;7;31.0;36.0;38.0;37.0;44.0;36.05555555555556;1;20;18;2;7;7;0;1;40.0;1;2;36.0;1;3;30.0;1;3;35.0;1;3;31.0;2;2;38.0;1;3;45;1;2;2;37.76470588235294
1298;35.666666666666664;43.0;41.411764705882355;40.0;34.0;35.0;45.0;40.083333333333336;7;47.0;30.0;32.5;35.0;40.0;38.94444444444444;0;18;18;0;7;7;0;1;36.0;1;2;40.0;1;3;30.0;1;3;42.0;1;3;35.0;1;2;43.0;1;3;47;1;2;2;37.0
1305;31.0;17.0;24.41176470588235;12.0;12.0;36.0;33.0;10.0;0;0.0;0.0;0.0;9.0;0.0;6.0;0;2;2;0;1;0;1;2;9.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
1306;35.6;42.0;40.64705882352941;33.0;35.0;37.0;47.0;40.94444444444444;7;35.0;38.0;40.0;43.0;45.0;38.05555555555556;0;18;18;0;7;7;0;1;42.0;1;2;38.0;1;3;33.0;1;3;40.0;1;3;35.0;1;2;34.0;1;3;48;1;2;2;38.470588235294116
1308;36.833333333333336;49.0;37.529411764705884;35.0;30.0;35.0;44.0;38.44444444444444;7;44.0;32.0;42.0;32.0;35.0;40.5;0;18;18;0;7;7;0;1;45.0;1;2;42.0;1;3;33.0;1;3;39.0;1;3;35.0;1;2;43.0;1;3;49;1;2;2;38.05882352941177
1309;33.63333333333333;38.0;35.61764705882353;37.0;31.5;33.0;39.0;34.333333333333336;7;30.0;31.0;30.0;33.0;41.0;35.77777777777778;1;20;18;2;7;6;1;1;32.0;1;2;39.0;1;3;31.0;1;3;35.0;1;3;29.5;2;2;36.0;1;3;49;1;2;2;32.94117647058823
1311;36.166666666666664;43.0;40.588235294117645;41.0;40.0;32.0;40.0;39.333333333333336;7;32.0;41.0;37.0;37.0;44.0;39.611111111111114;0;18;18;0;7;7;0;1;36.0;1;2;44.0;1;3;34.0;1;3;40.0;1;3;39.0;1;2;41.0;1;3;43;1;2;2;37.64705882352941
1312;34.63333333333333;43.0;33.411764705882355;32.0;26.666666666666668;30.0;40.0;36.5;7;32.0;34.0;36.0;32.0;43.0;36.72222222222222;0;18;18;0;7;7;0;1;44.0;1;2;32.0;1;3;30.0;1;3;41.0;1;3;30.0;1;2;36.0;1;3;48;1;2;2;36.0
1315;39.93333333333333;45.0;38.94117647058823;34.0;38.0;32.0;38.0;38.333333333333336;7;38.0;31.0;36.0;34.0;37.0;39.27777777777778;1;20;18;2;7;7;0;1;50.0;1;2;37.0;1;3;33.0;1;3;41.0;1;3;31.0;2;2;38.0;1;3;49;1;2;2;38.88235294117647
1317;33.333333333333336;37.0;37.13333333333333;39.0;33.0;32.0;0.0;37.76470588235294;6;43.0;40.0;38.0;35.0;0.0;34.470588235294116;1;18;16;2;6;6;0;1;35.0;1;2;33.0;1;3;37.0;1;3;36.0;1;3;31.5;2;2;45.0;1;3;0;0;2;2;35.05882352941177
1319;33.733333333333334;40.0;32.911764705882355;37.0;23.5;30.0;34.0;35.0;7;41.0;30.0;35.0;33.0;40.0;31.86274509803922;1;20;16;4;6;5;1;1;32.0;1;2;30.0;1;3;30.0;1;3;36.0;1;3;27.333333333333332;3;2;45.0;1;3;0;0;2;2;35.64705882352941
1321;31.766666666666666;42.0;30.75;31.0;30.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;21.333333333333332;0;2;2;0;1;1;0;2;32.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;27.333333333333332
1322;33.166666666666664;36.0;25.8;29.666666666666668;13.0;25.0;0.0;20.666666666666668;1;0.0;0.0;0.0;31.0;0.0;22.0;0;2;2;0;1;1;0;2;33.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;19.0
1323;31.855555555555554;48.0;33.05882352941177;34.0;30.0;31.0;28.0;34.916666666666664;7;32.5;36.0;34.0;31.0;36.0;32.8235294117647;2;21;16;5;6;5;1;1;36.0;1;2;29.0;2;3;36.0;1;3;40.0;1;3;30.0;2;2;37.0;1;3;0;0;2;2;36.0
1324;33.56666666666667;37.0;35.411764705882355;37.0;33.0;29.0;33.0;38.55555555555556;7;44.0;36.0;40.0;30.0;34.0;36.529411764705884;1;18;16;2;6;5;1;1;46.0;1;2;42.0;1;3;30.0;1;3;41.0;1;3;27.5;2;2;45.0;1;3;0;0;2;2;35.8235294117647
1325;36.266666666666666;44.0;43.705882352941174;43.0;44.0;33.0;44.0;39.77777777777778;7;46.0;40.0;35.0;35.0;34.0;41.833333333333336;0;18;18;0;7;7;0;1;39.0;1;2;43.0;1;3;34.0;1;3;46.0;1;3;35.0;1;2;48.0;1;3;46;1;2;2;39.8235294117647
1327;28.61111111111111;32.0;35.11764705882353;30.0;37.0;30.0;34.0;33.44444444444444;7;31.0;41.0;30.0;30.0;35.0;30.352941176470587;1;18;16;2;6;6;0;1;33.0;1;2;31.0;1;3;30.0;1;3;33.0;1;3;30.0;2;2;36.0;1;3;0;0;2;2;32.088235294117645
1328;37.8;44.0;37.35294117647059;30.0;32.0;33.0;43.0;38.611111111111114;7;38.0;35.0;33.0;33.0;47.0;37.833333333333336;0;18;18;0;7;7;0;1;34.0;1;2;39.0;1;3;30.0;1;3;43.0;1;3;30.0;1;2;47.0;1;3;38;1;2;2;39.11764705882353
