NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_ESTADISTICA_UNO;NOTA_TERMODINAMICA;NOTA_TGS;NOTA_EE_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOS Q;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;RENDIMIENTO_CINCO;PROMEDIO_CINCO
132;35.0;40.0;34.088235294117645;30.0;22.5;30.0;41.0;38.13333333333333;6;30.0;35.0;0.0;40.0;40.0;35.0;1;21;18;3;7;7;0;1;30.0;1;2;30.0;2;3;35.0;1;3;35.0;1;3;35.0;1;2;40.0;1;3;40;1;2;2;31.714285714285715
133;34.733333333333334;38.0;39.0;40.0;35.0;40.0;47.0;41.0;6;45.0;40.0;0.0;40.0;40.0;37.388888888888886;0;18;18;0;7;7;0;1;35.0;1;2;40.0;1;3;40.0;1;3;35.0;1;3;40.0;1;2;30.0;1;3;44;1;2;2;32.5
134;30.2;34.0;29.96875;30.0;22.5;35.0;36.0;34.833333333333336;5;30.0;40.0;0.0;34.0;40.0;30.166666666666668;3;26;18;8;7;4;3;1;40.0;1;2;30.0;1;3;22.5;2;3;30.0;1;3;29.5;2;2;27.5;2;3;37;1;2;2;30.6
135;32.788888888888884;38.0;34.0;30.0;27.5;28.5;43.0;29.9;3;27.5;30.0;0.0;26.0;29.0;30.13888888888889;3;30;18;12;7;4;3;1;40.0;1;2;30.0;1;3;25.0;2;3;27.5;2;3;30.0;1;2;25.0;3;3;40;1;2;1;28.535714285714285
136;29.933333333333334;37.0;31.264705882352942;30.0;21.666666666666668;37.0;35.0;35.733333333333334;6;30.0;35.0;0.0;38.0;41.0;32.19444444444444;1;21;18;3;7;6;1;1;35.0;1;2;36.0;1;3;30.0;1;3;40.0;1;3;31.0;1;2;22.5;2;3;31;1;2;2;34.6
138;28.181818181818183;0.0;25.416666666666668;30.0;14.666666666666666;0.0;0.0;30.857142857142858;2;0.0;40.0;0.0;0.0;0.0;10.821428571428571;2;22;13;9;5;1;4;2;30.0;1;2;0.0;0;3;21.666666666666668;3;3;4.5;2;3;2.0;1;2;3.0;1;3;0;0;2;1;23.96875
139;32.69230769230769;0.0;27.083333333333332;25.0;25.0;0.0;0.0;27.75;3;21.0;35.0;0.0;30.0;0.0;27.5;1;11;8;3;3;3;0;2;30.0;1;2;0.0;0;3;32.5;2;3;0.0;0;3;0.0;0;2;30.0;1;3;0;0;2;1;28.541666666666668
140;33.666666666666664;40.0;34.25;25.0;40.0;34.5;37.0;34.9;5;27.5;30.0;0.0;40.0;45.0;32.166666666666664;3;26;18;8;7;5;2;1;35.0;1;2;35.0;1;3;32.5;2;3;27.5;2;3;25.0;2;2;30.0;1;3;42;1;2;1;28.541666666666668
141;32.06666666666667;38.0;37.35294117647059;40.0;40.0;30.0;50.0;33.666666666666664;5;25.0;35.0;0.0;30.0;40.0;32.77777777777778;1;21;18;3;7;6;1;1;30.0;1;2;35.0;1;3;25.0;2;3;35.0;1;3;30.0;1;2;35.0;1;3;40;1;2;1;28.958333333333332
142;36.8;41.0;38.625;35.0;40.0;33.0;36.0;40.333333333333336;6;45.0;45.0;0.0;30.0;37.0;36.666666666666664;0;18;18;0;7;7;0;1;35.0;1;2;30.0;1;3;40.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;50;1;2;2;32.57142857142857
143;35.733333333333334;38.0;35.9375;40.0;30.0;35.0;35.0;37.6;6;35.0;35.0;0.0;35.0;43.0;37.638888888888886;1;21;18;3;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;40.0;1;2;32.5;2;3;45;1;2;2;36.214285714285715
145;31.77777777777778;40.0;31.964285714285715;30.0;22.5;0.0;40.0;32.083333333333336;4;32.0;35.0;0.0;32.0;0.0;18.11764705882353;1;19;16;3;6;2;4;2;35.0;1;2;4.0;1;3;25.0;2;3;5.0;1;3;8.0;1;2;40.0;1;3;0;0;2;1;27.142857142857142
147;27.43846153846154;35.0;32.21875;19.25;0.0;0.0;40.0;22.857142857142858;1;0.0;30.0;0.0;0.0;0.0;23.333333333333332;0;2;2;0;1;1;0;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;15.0
149;31.833333333333332;40.0;15.65625;10.0;5.5;0.0;0.0;18.88888888888889;1;0.0;11.0;0.0;0.0;0.0;21.375;2;20;8;12;2;1;1;2;30.0;1;2;0.0;0;3;0.0;2;3;0.0;0;3;0.0;0;2;22.75;4;3;0;0;2;1;11.25
150;29.666666666666668;35.0;28.541666666666668;30.0;27.5;0.0;0.0;18.0;1;15.0;15.0;0.0;0.0;0.0;19.166666666666668;1;8;5;3;2;1;1;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;15.0;2;3;0;0;2;1;0.0
151;17.73076923076923;35.0;18.69047619047619;12.428571428571429;0.0;0.0;0.0;7.861111111111111;0;0.0;4.0;0.0;14.0;0.0;20.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
154;30.6;37.0;29.625;25.0;25.0;29.5;35.0;33.86666666666667;6;30.0;40.0;0.0;30.0;41.0;31.27777777777778;1;21;18;3;7;6;1;1;35.0;1;2;29.0;2;3;30.0;1;3;30.0;1;3;35.0;1;2;30.0;1;3;33;1;2;2;31.642857142857142
155;31.944444444444446;45.0;31.84375;35.0;30.0;31.0;40.0;35.2;6;30.0;30.0;0.0;31.5;50.0;32.5;1;21;18;3;7;7;0;1;35.0;1;2;30.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;35.0;2;3;40;1;2;2;34.3235294117647
156;28.366666666666667;40.0;28.166666666666668;17.666666666666668;30.0;0.0;0.0;15.4;0;13.666666666666666;17.666666666666668;0.0;0.0;0.0;15.375;2;12;7;5;3;1;2;2;32.5;2;2;0.0;0;3;0.0;0;3;10.0;2;3;14.0;1;2;0.0;0;3;0;0;2;1;16.875
158;32.0;45.0;36.6875;35.0;30.0;37.0;39.0;36.4;5;30.0;40.0;0.0;40.0;43.0;32.25;3;25;18;7;7;5;2;1;27.5;2;2;22.5;2;3;35.0;1;3;35.0;1;3;30.0;2;2;30.0;1;3;49;1;2;2;32.035714285714285
161;33.666666666666664;40.0;34.21875;35.0;35.0;30.0;30.0;35.30769230769231;5;30.0;30.0;0.0;35.0;37.0;36.52777777777778;1;21;18;3;7;6;1;1;50.0;1;2;22.5;2;3;40.0;1;3;35.0;1;3;30.0;1;2;35.0;1;3;50;1;2;2;34.642857142857146
162;31.0;40.0;31.375;30.0;25.0;39.0;47.0;36.53333333333333;5;40.0;45.0;0.0;35.0;40.0;34.94444444444444;1;20;18;2;7;6;1;1;35.0;1;2;30.0;1;3;40.0;1;3;35.0;1;3;28.5;2;2;35.0;1;3;41;1;2;2;30.357142857142858
163;32.0;35.0;34.6875;40.0;30.0;22.0;38.0;40.666666666666664;6;35.0;45.0;0.0;43.0;40.0;30.72222222222222;3;27;18;9;7;4;3;1;35.0;1;2;25.0;2;3;35.0;1;3;24.5;2;3;38.0;1;2;22.5;2;3;43;1;2;2;30.1
164;39.333333333333336;50.0;37.4375;45.0;35.0;19.5;40.0;39.222222222222214;5;35.0;45.0;0.0;40.0;47.0;34.388888888888886;2;27;18;9;7;6;1;1;40.0;1;2;40.0;1;3;30.0;2;3;21.333333333333332;3;3;30.0;1;2;45.0;1;3;35;1;2;1;27.62857142857143
165;25.76923076923077;35.0;24.166666666666668;22.5;0.0;0.0;0.0;16.071428571428573;0;0.0;15.0;0.0;0.0;0.0;18.333333333333332;1;4;2;2;1;0;1;2;27.5;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
166;30.666666666666668;35.0;33.125;30.0;40.0;35.0;35.0;33.0;4;25.0;40.0;0.0;27.0;40.0;30.944444444444443;3;27;18;9;7;4;3;1;40.0;1;2;28.5;2;3;30.0;1;3;29.5;2;3;36.0;1;2;25.0;2;3;33;1;2;2;30.892857142857142
167;31.666666666666668;35.0;34.375;30.0;27.5;40.0;40.0;34.0;6;30.0;35.0;0.0;40.0;35.0;32.611111111111114;1;21;18;3;7;6;1;1;40.0;1;2;30.0;1;3;35.0;1;3;37.0;1;3;33.0;1;2;25.0;2;3;30;1;2;2;31.84375
168;32.666666666666664;40.0;32.84375;35.0;30.0;30.0;34.0;32.63333333333333;5;22.5;35.0;0.0;35.0;30.0;29.055555555555557;4;35;18;17;7;4;3;1;35.0;1;2;30.0;2;3;26.666666666666668;3;3;30.0;1;3;29.0;2;2;25.0;3;3;30;1;2;1;29.714285714285715
171;37.0;40.0;36.0625;40.0;30.0;30.0;41.0;38.93333333333333;6;30.0;45.0;0.0;45.0;40.0;39.94444444444444;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;45.0;1;3;40.0;1;3;30.0;1;2;45.0;1;3;42;1;2;2;36.705882352941174
173;30.5;40.0;29.395833333333332;22.5;22.5;24.666666666666668;38.0;35.333333333333336;6;35.0;30.0;0.0;35.0;40.0;29.916666666666668;3;30;18;12;7;4;3;1;35.0;1;2;25.0;3;3;30.0;1;3;26.0;2;3;30.0;1;2;22.5;2;3;49;1;2;2;30.0
174;35.4;43.0;36.09375;35.0;35.0;30.0;45.0;37.266666666666666;6;40.0;30.0;0.0;40.0;42.0;36.55555555555556;0;18;18;0;7;7;0;1;40.0;1;2;30.0;1;3;45.0;1;3;35.0;1;3;35.0;1;2;30.0;1;3;44;1;2;2;37.9375
177;36.666666666666664;40.0;39.6875;30.0;35.0;40.0;45.0;41.93333333333333;6;40.0;40.0;0.0;45.0;42.0;42.77777777777778;0;18;18;0;7;7;0;1;40.0;1;2;40.0;1;3;45.0;1;3;40.0;1;3;40.0;1;2;45.0;1;3;50;1;2;2;39.857142857142854
179;35.8;41.0;35.71875;40.0;22.5;42.0;45.0;38.86666666666667;6;35.0;45.0;0.0;40.0;41.0;32.361111111111114;1;21;18;3;7;6;1;1;45.0;1;2;22.5;2;3;35.0;1;3;30.0;1;3;30.0;1;2;30.0;1;3;40;1;2;2;33.214285714285715
180;36.0;40.0;35.44117647058823;30.0;40.0;39.0;36.0;34.166666666666664;6;30.0;32.5;0.0;30.0;40.0;31.11111111111111;1;20;18;2;7;6;1;1;35.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;27.5;2;2;30.0;1;3;30;1;2;2;32.785714285714285
181;33.666666666666664;35.0;31.25;35.0;22.5;0.0;35.0;27.0;1;27.5;27.5;0.0;0.0;0.0;23.91176470588235;5;30;16;14;6;3;3;1;40.0;1;2;19.0;2;3;32.5;2;3;21.0;2;3;9.5;2;2;30.0;2;3;0;0;2;1;26.833333333333332
182;33.93333333333333;37.0;31.676470588235293;22.5;35.0;30.0;43.0;31.833333333333332;5;30.0;27.5;0.0;30.0;30.0;37.111111111111114;1;21;18;3;7;7;0;1;40.0;1;2;30.0;1;3;35.0;1;3;35.0;2;3;34.0;1;2;40.0;1;3;50;1;2;2;30.571428571428573
183;39.333333333333336;40.0;42.8125;40.0;40.0;40.0;40.0;39.53333333333333;6;35.0;35.0;0.0;45.0;40.0;42.5;0;18;18;0;7;7;0;1;45.0;1;2;45.0;1;3;35.0;1;3;40.0;1;3;45.0;1;2;45.0;1;3;45;1;2;2;38.57142857142857
185;35.13333333333333;41.0;36.05882352941177;35.0;30.0;35.0;44.0;37.86666666666667;6;35.0;40.0;0.0;35.0;46.0;36.333333333333336;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;35.0;1;2;30.0;1;3;42;1;2;2;31.666666666666668
186;36.666666666666664;45.0;36.6875;35.0;35.0;35.0;41.0;40.333333333333336;6;35.0;45.0;0.0;40.0;48.0;38.833333333333336;0;18;18;0;7;7;0;1;45.0;1;2;30.0;1;3;45.0;1;3;40.0;1;3;45.0;1;2;30.0;1;3;42;1;2;2;38.07142857142857
187;37.2;44.0;36.5625;35.0;35.0;30.0;45.0;35.666666666666664;6;35.0;30.0;0.0;30.0;40.0;35.72222222222222;0;18;18;0;7;7;0;1;35.0;1;2;35.0;1;3;35.0;1;3;40.0;1;3;30.0;1;2;35.0;1;3;39;1;2;2;33.9375
188;32.55555555555556;35.0;31.28125;22.5;29.666666666666668;31.0;36.0;36.0;5;28.333333333333332;45.0;0.0;33.0;34.5;35.611111111111114;1;20;18;2;7;6;1;1;40.0;1;2;30.0;1;3;35.0;1;3;45.0;1;3;22.5;2;2;42.0;1;3;30;1;2;1;28.833333333333332
189;32.53333333333333;39.0;28.4375;22.5;22.5;33.0;37.0;35.2;6;30.0;35.0;0.0;34.0;39.0;29.833333333333332;2;24;18;6;7;5;2;2;35.0;1;2;30.0;1;3;25.0;2;3;24.0;2;3;32.0;1;2;30.0;1;3;38;1;2;1;29.428571428571427
190;37.46666666666667;41.0;35.625;40.0;30.0;30.0;45.0;41.93333333333333;6;35.0;40.0;0.0;50.0;50.0;34.80555555555556;1;21;18;3;7;6;1;1;45.0;1;2;30.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;27.5;2;3;42;1;2;2;32.083333333333336
192;35.57777777777778;41.0;33.1875;35.0;30.0;31.0;47.0;37.6;6;30.0;40.0;0.0;45.0;44.0;33.80555555555556;1;21;18;3;7;6;1;1;35.0;1;2;27.5;2;3;35.0;1;3;39.0;1;3;30.0;1;2;30.0;1;3;42;1;2;2;30.833333333333332
193;32.51111111111111;33.0;35.5;40.0;35.0;34.0;40.0;35.4;6;35.0;35.0;0.0;34.0;35.0;35.55555555555556;0;18;18;0;7;7;0;1;30.0;1;2;40.0;1;3;40.0;1;3;30.0;1;3;35.0;1;2;30.0;1;3;45;1;2;2;31.571428571428573
194;31.644444444444446;39.0;30.03125;22.5;35.0;39.0;35.0;30.5;4;27.5;30.0;0.0;38.0;38.0;29.833333333333332;3;30;18;12;7;4;3;1;35.0;1;2;30.0;1;3;25.0;2;3;29.0;3;3;30.0;1;2;25.0;2;3;40;1;2;1;26.928571428571427
199;34.55555555555555;50.0;32.75;30.0;35.0;30.0;37.0;35.333333333333336;6;30.0;35.0;0.0;40.0;35.0;29.11111111111111;3;27;18;9;7;4;3;1;35.0;1;2;30.0;1;3;25.0;2;3;28.0;2;3;35.0;1;2;25.0;2;3;30;1;2;2;31.071428571428573
200;25.384615384615383;40.0;26.785714285714285;25.0;0.0;0.0;0.0;11.25;0;0.0;0.0;0.0;0.0;0.0;15.0;1;4;2;2;1;0;1;2;22.5;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
201;31.11111111111111;35.0;32.015625;23.75;21.333333333333332;34.0;42.0;37.93333333333333;5;36.0;25.0;0.0;45.0;45.0;27.88235294117647;2;28;16;12;6;4;2;2;35.0;1;2;20.666666666666668;3;3;35.0;1;3;27.666666666666668;3;3;32.0;1;2;30.0;1;3;0;0;2;1;27.25
202;30.512820512820515;0.0;29.423076923076923;30.0;22.5;0.0;0.0;21.366666666666667;2;10.5;35.0;9.0;26.0;0.0;20.11111111111111;2;16;8;8;3;0;3;2;27.5;2;2;0.0;0;3;20.0;3;3;0.0;0;3;0.0;0;2;22.0;1;3;0;0;2;1;27.857142857142858
204;34.333333333333336;45.0;38.88235294117647;30.0;45.0;40.0;43.0;41.333333333333336;6;40.0;40.0;0.0;40.0;45.0;38.333333333333336;0;18;18;0;7;7;0;1;40.0;1;2;40.0;1;3;35.0;1;3;35.0;1;3;40.0;1;2;40.0;1;3;40;1;2;2;37.142857142857146
205;31.8;41.0;26.875;23.333333333333332;21.666666666666668;0.0;0.0;25.32;2;24.4;30.0;0.0;0.0;0.0;22.553571428571427;2;24;13;11;5;2;3;2;22.5;2;2;0.0;0;3;24.25;4;3;32.0;1;3;6.0;1;2;30.0;1;3;0;0;2;1;28.685714285714287
207;33.5;40.0;32.6875;30.0;30.0;28.5;38.0;37.333333333333336;6;30.0;35.0;0.0;30.0;40.0;33.083333333333336;1;21;18;3;7;6;1;1;40.0;1;2;35.0;1;3;30.0;1;3;23.5;2;3;35.0;1;2;30.0;1;3;45;1;2;1;28.464285714285715
208;33.1;42.0;30.25;22.5;30.0;32.0;45.0;35.6;6;30.0;40.0;0.0;35.0;41.0;35.888888888888886;0;18;18;0;7;7;0;1;30.0;1;2;35.0;1;3;40.0;1;3;30.0;1;3;36.0;1;2;33.0;1;3;50;1;2;2;30.214285714285715
210;29.11111111111111;40.0;27.291666666666668;27.5;25.0;0.0;0.0;30.714285714285715;1;0.0;45.0;0.0;0.0;0.0;19.444444444444443;0;8;8;0;3;1;2;2;35.0;1;2;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;20.0;1;3;0;0;2;1;15.0
211;33.666666666666664;45.0;36.375;35.0;40.0;30.0;36.0;37.666666666666664;6;40.0;40.0;0.0;31.0;39.0;34.30555555555556;1;21;18;3;7;6;1;1;40.0;1;2;35.0;1;3;40.0;1;3;30.0;1;3;30.0;1;2;27.5;2;3;40;1;2;2;33.5
212;31.266666666666666;37.0;32.28125;25.0;22.5;39.0;43.0;38.666666666666664;6;40.0;35.0;0.0;30.0;50.0;32.666666666666664;0;18;18;0;7;7;0;1;35.0;1;2;30.0;1;3;30.0;1;3;30.0;1;3;34.0;1;2;40.0;1;3;30;1;2;2;33.03333333333333
213;31.0;40.0;31.0625;30.0;30.0;34.0;37.0;34.06666666666667;6;30.0;30.0;0.0;35.0;35.0;33.638888888888886;1;21;18;3;7;6;1;1;30.0;1;2;30.0;1;3;35.0;1;3;29.5;2;3;33.0;1;2;40.0;1;3;38;1;2;2;34.38235294117647
217;36.44444444444445;45.0;37.625;35.0;40.0;32.0;44.0;41.0;6;35.0;45.0;0.0;35.0;45.0;34.5;0;18;18;0;7;7;0;1;35.0;1;2;30.0;1;3;30.0;1;3;35.0;1;3;30.0;1;2;40.0;1;3;43;1;2;2;35.357142857142854
218;28.974358974358974;0.0;28.333333333333332;35.0;23.333333333333332;0.0;0.0;25.916666666666668;1;21.5;35.0;0.0;29.5;0.0;26.0;0;10;10;0;3;2;1;2;45.0;1;2;0.0;0;3;36.0;1;3;0.0;0;3;0.0;1;2;12.0;1;3;0;0;2;1;19.571428571428573
219;37.0;40.0;33.375;30.0;30.0;32.0;40.0;36.93333333333333;6;35.0;35.0;0.0;35.0;36.0;39.333333333333336;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;30.0;1;3;40.0;1;3;40.0;1;2;45.0;1;3;49;1;2;2;34.4375
222;41.666666666666664;40.0;42.875;45.0;40.0;45.0;43.0;39.266666666666666;6;30.0;45.0;0.0;34.0;45.0;39.44444444444444;0;18;18;0;7;7;0;1;45.0;1;2;35.0;1;3;35.0;1;3;35.0;1;3;40.0;1;2;45.0;1;3;45;1;2;3;42.5625
223;38.333333333333336;40.0;32.71875;30.0;22.5;35.0;43.0;36.06666666666667;6;30.0;35.0;0.0;35.0;38.0;36.388888888888886;0;18;18;0;7;7;0;1;40.0;1;2;30.0;1;3;35.0;1;3;35.0;1;3;40.0;1;2;35.0;1;3;45;1;2;2;37.5
224;31.466666666666665;30.5;27.8125;21.666666666666668;20.0;31.0;44.0;31.5;4;27.0;35.0;0.0;30.5;44.0;32.11764705882353;2;24;16;8;6;4;2;1;40.0;1;2;22.333333333333332;3;3;37.0;1;3;40.0;1;3;18.0;2;2;44.0;1;3;0;0;2;1;22.125
226;32.30769230769231;35.0;11.362499999999999;11.8;10.25;0.0;0.0;7.5;0;0.0;10.0;0.0;0.0;0.0;26.666666666666668;0;2;2;0;1;1;0;2;40.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
228;37.30769230769231;40.0;33.75;30.0;30.0;0.0;0.0;33.0;3;35.0;40.0;0.0;0.0;0.0;29.444444444444443;0;8;8;0;3;3;0;2;35.0;1;2;0.0;0;3;30.0;1;3;0.0;0;3;0.0;0;2;35.0;1;3;0;0;2;1;23.0
229;35.333333333333336;40.0;31.40625;25.0;22.5;30.0;45.0;30.733333333333334;5;26.0;30.0;0.0;34.0;30.0;31.11111111111111;2;27;18;9;7;5;2;1;34.0;1;2;28.0;2;3;24.666666666666668;3;3;35.0;1;3;30.0;1;2;31.0;1;3;38;1;2;2;31.666666666666668
230;32.8;36.0;33.78125;35.0;30.0;39.0;40.0;35.36666666666667;5;30.0;40.0;0.0;40.0;45.0;34.083333333333336;1;21;18;3;7;7;0;1;35.0;1;2;34.0;1;3;30.0;1;3;30.5;2;3;30.0;1;2;34.0;1;3;49;1;2;1;28.333333333333332
232;33.0;30.0;33.214285714285715;30.0;30.0;0.0;30.0;27.958333333333332;2;25.0;30.0;0.0;25.25;0.0;29.84313725490196;1;20;16;4;6;5;1;2;40.0;1;2;35.0;1;3;40.0;1;3;30.0;1;3;3.6666666666666665;3;2;35.0;1;3;0;0;2;1;21.54861111111111
233;38.333333333333336;40.0;41.875;50.0;45.0;40.0;40.0;38.4;6;35.0;45.0;0.0;42.0;40.0;35.55555555555556;0;18;18;0;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;30.0;1;3;30.0;1;2;35.0;1;3;40;1;2;2;33.785714285714285
234;40.0;40.0;35.625;30.0;40.0;30.0;30.0;39.2;6;40.0;40.0;0.0;32.0;44.0;36.388888888888886;0;18;18;0;7;7;0;1;45.0;1;2;35.0;1;3;30.0;1;3;35.0;1;3;40.0;1;2;35.0;1;3;40;1;2;2;37.8
235;33.666666666666664;40.0;27.285714285714285;23.166666666666668;20.0;0.0;40.0;28.53846153846154;4;16.666666666666668;35.0;0.0;33.0;30.0;28.11764705882353;3;24;16;8;6;4;2;1;35.0;1;2;13.5;2;3;27.5;2;3;34.0;1;3;30.0;2;2;41.0;1;3;0;0;2;1;22.027777777777782
236;34.0;35.0;32.5625;35.0;25.0;39.0;34.0;37.266666666666666;6;30.0;45.0;0.0;35.0;45.0;31.61111111111111;2;23;18;5;7;6;1;1;35.0;1;2;35.0;1;3;30.0;1;3;30.0;1;3;29.0;2;2;30.0;2;3;33;1;2;2;37.5
237;39.0;45.0;36.5625;35.0;30.0;35.0;40.0;41.13333333333333;6;45.0;40.0;0.0;40.0;42.0;37.5;1;21;18;3;7;7;0;1;40.0;1;2;35.0;1;3;40.0;1;3;35.0;1;3;30.0;1;2;35.0;2;3;50;1;2;2;35.357142857142854
238;37.93333333333333;47.0;35.15625;30.0;30.0;35.0;40.0;36.8;6;35.0;40.0;0.0;32.5;41.0;39.611111111111114;0;18;18;0;7;7;0;1;40.0;1;2;30.0;1;3;40.0;1;3;40.0;1;3;40.0;1;2;45.0;1;3;44;1;2;2;33.0
240;37.333333333333336;40.0;31.875;30.0;30.0;29.0;31.0;38.93333333333333;6;40.0;40.0;0.0;30.0;40.0;31.833333333333332;1;21;18;3;7;6;1;1;30.0;1;2;35.0;1;3;35.0;1;3;25.0;2;3;30.0;1;2;30.0;1;3;39;1;2;1;29.472222222222225
241;28.46153846153846;30.0;25.0;15.0;0.0;0.0;0.0;26.785714285714285;1;0.0;35.0;0.0;0.0;0.0;20.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
242;39.666666666666664;40.0;40.375;40.0;40.0;40.0;43.0;39.06666666666667;6;35.0;45.0;0.0;32.0;40.0;38.833333333333336;0;18;18;0;7;7;0;1;45.0;1;2;45.0;1;3;40.0;1;3;35.0;1;3;35.0;1;2;35.0;1;3;37;1;2;2;38.57142857142857
243;33.38461538461539;38.0;24.59333333333333;18.8;19.0;0.0;30.0;16.071428571428573;0;0.0;15.0;0.0;0.0;0.0;15.0;1;4;2;2;1;0;1;2;22.5;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;0.0
244;33.333333333333336;40.0;30.9375;21.666666666666668;30.0;30.0;45.0;30.6;4;17.5;24.333333333333332;0.0;34.0;48.0;33.083333333333336;3;27;18;9;7;4;3;1;40.0;1;2;15.5;2;3;47.0;1;3;29.0;2;3;38.0;1;2;25.0;2;3;45;1;2;1;22.916666666666668
245;38.333333333333336;40.0;35.78125;30.0;32.5;30.0;50.0;38.666666666666664;6;35.0;40.0;0.0;45.0;40.0;37.69444444444444;1;21;18;3;7;7;0;1;45.0;1;2;40.0;1;3;40.0;1;3;30.5;2;3;30.0;1;2;35.0;1;3;46;1;2;2;33.214285714285715
246;36.53846153846154;40.0;33.125;40.0;25.0;0.0;0.0;16.875;0;0.0;0.0;0.0;0.0;0.0;30.0;0;2;2;0;1;1;0;1;45.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;1;21.428571428571427
249;39.666666666666664;45.0;36.0;35.0;35.0;38.0;40.0;36.733333333333334;6;30.0;40.0;0.0;36.0;41.0;40.388888888888886;1;20;18;2;7;7;0;1;50.0;1;2;40.0;1;3;40.0;1;3;30.0;1;3;35.0;2;2;45.0;1;3;46;1;2;2;34.625
250;38.266666666666666;47.0;37.8125;35.0;30.0;40.0;45.0;42.666666666666664;6;40.0;45.0;0.0;40.0;43.0;36.111111111111114;0;18;18;0;7;7;0;1;45.0;1;2;35.0;1;3;30.0;1;3;35.0;1;3;40.0;1;2;30.0;1;3;45;1;2;2;37.083333333333336
251;39.4;43.0;37.9375;35.0;40.0;31.0;40.0;34.6;6;35.0;40.0;0.0;31.0;30.0;31.805555555555557;1;21;18;3;7;6;1;1;35.0;1;2;30.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;27.5;2;3;40;1;2;2;31.5
252;33.166666666666664;40.0;30.125;30.0;25.333333333333332;9.5;36.0;28.666666666666668;3;15.0;35.0;0.0;37.0;0.0;31.607142857142858;1;16;13;3;5;4;1;1;40.0;1;2;0.0;0;3;40.0;1;3;30.0;1;3;35.0;1;2;27.5;2;3;0;0;2;1;29.464285714285715
253;34.56666666666667;43.0;31.441176470588236;22.5;25.0;31.5;37.0;34.166666666666664;6;25.0;37.0;37.0;35.0;44.0;34.64705882352941;0;16;16;0;6;6;0;1;40.0;1;2;37.0;1;3;36.0;1;3;35.0;1;3;31.0;1;2;41.0;1;3;0;0;2;2;37.11764705882353
254;33.333333333333336;45.0;33.5625;30.0;30.0;31.0;45.0;36.733333333333334;6;30.0;35.0;0.0;35.0;50.0;32.111111111111114;2;23;18;5;7;6;1;1;35.0;1;2;35.0;1;3;30.0;1;3;30.0;2;3;19.5;2;2;30.0;1;3;47;1;2;1;28.916666666666668
255;33.43333333333333;50.0;30.05;23.6;33.0;30.0;34.0;32.375;4;0.0;21.666666666666668;0.0;34.0;43.0;28.444444444444443;0;8;8;0;3;2;1;2;35.0;1;2;0.0;0;3;42.0;1;3;0.0;0;3;0.0;0;2;20.0;1;3;0;0;2;1;27.555555555555557
