CAR_NUEVE,NCC_NUEVE,NCA_NUEVE,NCP_NUEVE,NAC_NUEVE,NAA_NUEVE,NAP_NUEVE,EPA_NUEVE,PROMEDIO_DIEZ,NOTA_EI_IA,VECES_EI_IA,CREDITOS_EI_IA,NOTA_EI_IIA,VECES_EI_IIA,CREDITOS_EI_IIA,NOTA_EI_IIIA,VECES_EI_IIIA,CREDITOS_EI_IIIA,NOTA_TRABGRAD,VECES_TRABGRAD,CREDITOS_TRABGRAD,NOTA_TV,VECES_TV,CREDITOS_TV,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP
2,17,15,2,6,4,2,1,2.44167E+14,42,1,3,48,2,3,40,1,3,42,2,3,30,1,3,26,1,2
0,17,0,17,1,1,0,2,0,15,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,36,50,2,3,42,1,3,38,1,3,45,2,3,39,1,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.33333E+14,41,3,3,43,0,3,38,2,3,40,2,3,39,1,3,45,1,2
4,17,17,0,6,2,4,2,35,43,2,3,33,2,3,35,1,3,40,2,3,39,1,3,37,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.68333E+14,48,2,3,48,1,3,46,2,3,50,2,3,38,1,3,48,1,2
3,17,17,0,6,3,3,2,36.5,50,2,3,41,1,3,35,3,3,48,2,3,38,1,3,38,1,2
1,0,0,0,0,-1,1,0,0,0,0,3,0,0,3,0,0,3,0,2,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.83333E+14,46,2,3,45,1,3,41,1,3,49,2,3,41,1,3,48,1,2
2,17,17,0,6,4,2,1,3.48333E+14,44,2,3,42,1,3,38,1,3,49,2,3,41,1,3,45,1,2
2,17,17,0,6,4,2,1,3.18333E+14,40,1,3,49,1,3,31,2,3,44,2,3,32,1,3,45,1,2
2,17,17,0,6,4,2,1,3.53333E+14,44,2,3,41,1,3,40,1,3,49,2,3,42,1,3,45,1,2
2,17,14,3,6,4,2,1,3.53333E+14,35,3,3,27.5,1,3,37,1,3,50,2,3,37,1,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,36.5,48,3,3,44,0,3,39,2,3,45,2,3,43,1,3,47,1,2
4,17,14,3,6,2,4,2,31.5,20,3,3,35,0,3,42,3,3,45,2,3,37,2,3,29.5,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,2.84167E+14,36,2,3,37,1,3,31,2,3,41,2,3,41,1,3,41,1,2
0,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,34,35,2,3,40,1,3,38,2,3,49,2,3,42,1,3,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,34.75,47,1,3,38,1,3,47,2,3,46,2,3,38,1,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,2.84167E+14,38,1,3,48,1,3,44,3,3,41,3,3,34,1,3,40,1,2
2,17,15,2,6,4,2,1,32.75,43,2,3,35,1,3,36,1,3,45,2,3,39,1,3,27.5,1,2
4,17,17,0,6,2,4,2,3.85833E+14,46,3,3,32,1,3,40,4,3,40,2,3,35,2,3,45,1,2
2,17,17,0,6,4,2,1,3.13333E+14,44,3,3,32,1,3,45,1,3,47,2,3,35,0,3,40,1,2
3,17,17,0,6,3,3,2,26.5,45,2,3,37,1,3,37,2,3,45,3,3,34,1,3,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,32.5,36,4,3,31,0,3,38,2,3,33,3,3,35,1,3,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.53333E+14,44,1,3,43,2,3,39,1,3,39,1,3,36,0,3,45,1,2
3,17,17,0,6,3,3,2,32.25,33,3,3,37,0,3,30,2,3,43,2,3,32,1,3,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,1,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,14,3,6,3,3,2,3.38333E+14,48,4,3,29,0,3,34,2,3,38,2,3,38,1,3,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.31667E+14,45,2,3,37,1,3,35,2,3,42,2,3,42,1,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,34.5,46,1,3,43,1,3,47,2,3,48,2,3,44,1,3,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,1,3,0,0,3,0,0,2
3,17,15,2,6,3,3,2,3.43333E+14,36,3,3,36,0,3,32,2,3,43,3,3,40,1,3,27.5,1,2
1,17,3,14,2,1,1,2,0,11,1,3,0,0,3,0,0,3,40,2,3,0,0,3,0,0,2
1,0,0,0,0,-1,1,0,3.75,0,0,3,0,0,3,0,0,3,0,2,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,35.5,44,2,3,42,1,3,45,2,3,44,2,3,38,1,3,43,1,2
4,17,17,0,6,2,4,2,3.63333E+14,36,2,3,34,1,3,34,2,3,48,2,3,40,1,3,32,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.08333E+14,46,1,3,36,1,3,36,4,3,47,3,3,35,1,3,40,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,3,14,6,3,3,2,24,25.5,7,3,15.7,0,3,27.5,4,3,19,4,3,34,0,3,23.5,1,2
3,17,14,3,6,3,3,2,2.13333E+14,42,3,3,48,1,3,41,3,3,0.5,2,3,32,1,3,43,1,2
3,17,17,0,6,3,3,2,2.88333E+14,46,0,3,47,2,3,45,2,3,48,2,3,39,1,3,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.51667E+14,50,3,3,39,0,3,41,2,3,45,2,3,44,1,3,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.14167E+14,45,2,3,36,1,3,40,1,3,48,2,3,36,1,3,44,1,2
3,17,14,3,6,3,3,2,3.06667E+14,49,3,3,26.5,1,3,38,3,3,43,2,3,36,1,3,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,37.5,40,2,3,39,1,3,39,1,3,40,2,3,39,1,3,44,1,2
2,17,17,0,6,4,2,1,3.44167E+14,48,1,3,39,1,3,45,3,3,44,2,3,41,1,3,43,1,2
3,17,17,0,6,3,3,2,32.5,40,3,3,42,1,3,30,2,3,43,2,3,41,1,3,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.46667E+14,49,2,3,37,1,3,32,2,3,46,2,3,34,1,3,44,1,2
2,17,17,0,6,4,2,1,3.71667E+14,47,2,3,39,1,3,38,1,3,43,2,3,40,1,3,44,1,2
3,17,17,0,6,3,3,2,3.46667E+14,37,2,3,41,1,3,43,2,3,45,2,3,35,1,3,36,1,2
2,17,17,0,6,4,2,1,38.5,47,2,3,36,1,3,37,1,3,46,2,3,41,1,3,43,1,2
2,17,17,0,6,4,2,1,3.63333E+14,47,2,3,40,1,3,41,1,3,42,2,3,42,1,3,44,1,2
2,17,17,0,6,4,2,1,3.28333E+14,38,1,3,36,1,3,35,2,3,45,2,3,42,1,3,49,1,2
2,17,17,0,6,4,2,1,31.75,39,1,3,44,1,3,39,3,3,50,2,3,38,1,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,33.5,48,3,3,40,0,3,40,2,3,49,2,3,41,1,3,45,1,2
2,17,17,0,6,4,2,1,3.04167E+14,46,2,3,37,1,3,38,1,3,47,2,3,35,0,3,34,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,8.33333E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,1,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.06667E+14,46,3,3,40,0,3,40,2,3,48,2,3,42,1,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,34.5,38,2,3,46,1,3,37,1,3,45,2,3,42,1,3,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,8,9,3,2,1,2,0,39,1,3,0,0,3,0,0,3,40,2,3,0,0,3,47,0,2
2,17,17,0,6,4,2,1,3.88333E+14,47,2,3,37,1,3,37,1,3,41,2,3,42,1,3,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,1,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,1,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.08333E+14,45,0,3,48,2,3,47,2,3,47,2,3,44,1,3,44,1,2
2,17,17,0,6,4,2,1,3.50833E+14,47,1,3,38,1,3,44,4,3,49,2,3,39,1,3,31,1,2
3,17,17,0,6,3,3,2,3.34167E+14,43,2,3,42,1,3,46,2,3,50,2,3,42,1,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.06667E+14,37,1,3,44,1,3,38,3,3,49,2,3,37,1,3,30,1,2
2,17,14,3,6,4,2,1,3.19167E+14,45,0,3,37,4,3,28.5,3,3,44,1,3,40,0,3,47,0,2
1,17,17,0,6,5,1,1,47,45,1,3,47,2,3,44,1,3,50,1,3,40,0,3,40,1,2
0,17,17,0,6,6,0,1,38,42,1,3,44,1,3,38,1,3,45,1,3,39,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.56667E+14,36,2,3,33,1,3,34,1,3,50,1,3,35,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,36.5,43,2,3,44,0,3,44,1,3,50,1,3,40,0,3,47,1,2
1,0,0,0,0,-1,1,0,0,0,0,3,0,0,3,0,0,3,0,2,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.41667E+14,45,0,3,35,2,3,45,2,3,37,1,3,33,0,3,43,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,14,3,6,5,1,1,3.31667E+14,40,1,3,36,1,3,29.5,2,3,20,1,3,35,0,3,48,0,2
1,17,17,0,6,5,1,1,3.87143E+14,45,1,3,45,2,3,42,1,3,35,1,3,34,0,3,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.77143E+14,44,2,3,38,2,3,37,0,3,43,1,3,35,0,3,47,2,2
1,17,17,0,6,5,1,1,35.5,45,0,3,44,2,3,30,1,3,50,1,3,42,0,3,45,0,2
1,17,17,0,6,5,1,1,3.36667E+14,33,2,3,40,1,3,43,1,3,48,1,3,36,0,3,47,1,2
1,17,17,0,6,5,1,1,31.5,45,0,3,38,2,3,41,1,3,50,1,3,37,0,3,47,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,15,2,6,5,1,1,3.70714E+14,39,1,3,36,3,3,32,0,3,50,1,3,35,0,3,25.5,1,2
1,17,17,0,6,5,1,1,3.47143E+14,48,0,3,42,3,3,39,0,3,45,1,3,39,0,3,45,0,2
1,17,17,0,6,5,1,1,4.10714E+14,46,1,3,44,2,3,37,0,3,45,1,3,35,0,3,47,1,2
1,17,17,0,6,5,1,1,37,44,1,3,42,2,3,45,1,3,45,1,3,36,0,3,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,14,3,6,3,3,2,4.11429E+14,41,1,3,28,3,3,44,2,3,40,2,3,36,0,3,33,1,2
1,17,8,9,3,2,1,2,5.66667E+14,45,0,3,39,2,3,0,0,3,0,1,3,0,0,3,41,0,2
1,17,14,3,6,5,1,1,3.97143E+14,44,0,3,45,4,3,35,0,3,34,1,3,25,0,3,47,0,2
1,17,17,0,6,5,1,1,3.94286E+14,34,0,3,42,3,3,40,0,3,45,1,3,38,0,3,35,0,2
2,17,17,0,6,4,2,1,34.5,48,1,3,36,2,3,38,2,3,33.5,1,3,42,0,3,44,1,2
2,17,14,3,6,4,2,1,36.5,44,0,3,43,2,3,28,2,3,50,1,3,46,0,3,45,0,2
2,17,17,0,6,4,2,1,3.28571E+14,47,1,3,42,2,3,31.5,2,3,45,1,3,33,0,3,48,1,2
1,17,17,0,6,5,1,1,38.5,45,1,3,48,2,3,42,1,3,50,1,3,45,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,14,3,6,5,1,1,3.05833E+14,44,1,3,37,2,3,37,0,3,24.5,1,3,35,0,3,46,1,2
1,17,14,3,6,5,1,1,4.55714E+14,44,1,3,40,3,3,44,0,3,25,1,3,34,0,3,48,1,2
1,17,17,0,6,5,1,1,4.61429E+14,38,2,3,37,1,3,42,0,3,50,1,3,37,0,3,45,1,2
1,17,17,0,6,5,1,1,3.81905E+14,44,2,3,38,1,3,39,1,3,32.5,1,3,34,0,3,37,1,2
4,17,17,0,6,2,4,2,33.25,46,2,3,44,2,3,38,2,3,48,1,3,34,0,3,45,2,2
1,17,14,3,6,5,1,1,4.08571E+14,35,1,3,38,4,3,28.5,1,3,46,1,3,41,0,3,47,1,2
1,17,14,3,6,5,1,1,2.83333E+14,35,1,3,35,3,3,40,0,3,16,1,3,30,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.01429E+14,47,1,3,49,4,3,37,0,3,37.5,1,3,37,0,3,48,1,2
1,17,17,0,6,5,1,1,3.93333E+14,43,2,3,40,1,3,46,0,3,40,1,3,41,0,3,47,1,2
1,17,17,0,6,5,1,1,4.38571E+14,44,1,3,45,3,3,43,0,3,50,1,3,38,0,3,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,42,43,2,3,34,3,3,40,0,3,47,1,3,35,0,3,36,1,2
1,17,17,0,6,5,1,1,4.23571E+14,44,1,3,35,3,3,44,1,3,43,1,3,38,0,3,43,1,2
4,17,17,0,6,2,4,2,4.27143E+14,46,2,3,44,3,3,32.5,0,3,43,2,3,45,0,3,29.5,2,2
1,17,17,0,6,5,1,1,4.14286E+14,47,1,3,32,2,3,40,1,3,46,1,3,39,0,3,48,1,2
0,0,0,0,0,0,0,0,5.66667E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.88333E+14,43,2,3,40,1,3,46,0,3,40,1,3,41,0,3,47,1,2
1,17,17,0,6,5,1,1,4.45714E+14,47,1,3,48,4,3,46,0,3,50,1,3,42,0,3,49,1,2
0,0,0,0,0,0,0,0,5.83333E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,6.66667E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.10714E+14,45,1,3,46,2,3,39,0,3,45,1,3,45,0,3,48,0,2
1,17,17,0,6,5,1,1,3.68333E+14,37,2,3,43,0,3,33,1,3,45,1,3,36,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.62857E+14,43,1,3,47,2,3,44,1,3,50,1,3,38,0,3,41,1,2
1,17,17,0,6,5,1,1,4.37143E+14,45,1,3,35,4,3,37,0,3,47,1,3,40,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,17,17,0,6,6,0,1,32.5,40,1,3,41,1,3,32,1,3,40,1,3,32,0,3,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,14,3,6,5,1,1,3.23571E+14,43,1,3,35,3,3,43,0,3,38,1,3,25.5,0,3,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,14,3,6,5,1,1,3.38333E+14,44,1,3,41,1,3,33.5,2,3,22.5,1,3,37,0,3,39,1,2
1,17,17,0,6,5,1,1,3.63333E+14,44,1,3,40,3,3,42,0,3,47,1,3,38,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.18333E+14,37,2,3,42,0,3,37,1,3,50,1,3,35,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,3.09167E+14,42,1,3,37,2,3,40,2,3,50,1,3,41,0,3,45,0,2
1,17,17,0,6,5,1,1,3.63333E+14,42,1,3,44,2,3,42,1,3,45,1,3,33,0,3,35,1,2
1,17,17,0,6,5,1,1,38.5,44,1,3,34,3,3,43,0,3,50,1,3,41,0,3,48,1,2
0,0,0,0,0,0,0,0,6.66667E+14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,6.5,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,14,3,6,4,2,1,2.64167E+14,46,0,3,30,4,3,34,2,3,15,1,3,36,0,3,35,0,2
0,17,17,0,6,6,0,1,4.22857E+14,42,1,3,43,1,3,32,1,3,45,1,3,33,0,3,43,1,2
1,17,17,0,6,5,1,1,36.5,42,2,3,40,1,3,41,0,3,31,1,3,39,0,3,47,1,2
1,17,17,0,6,5,1,1,3.11667E+14,30,1,3,45,2,3,40,1,3,46,1,3,39,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,11,6,4,3,1,2,2.16667E+14,44,1,3,45,2,3,37,0,3,0,1,3,0,0,3,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,1,3,0,0,3,0,0,2
4,17,6,11,4,0,4,2,2.76667E+14,45,2,3,38,2,3,17.5,0,3,0,2,3,0,0,3,28.5,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.51667E+14,40,0,3,40,2,3,32,1,3,45,1,3,34,0,3,48,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.68571E+14,46,1,3,46,2,3,47,1,3,48,1,3,47,0,3,48,1,2
1,17,17,0,6,5,1,1,3.26667E+14,46,0,3,31,2,3,46,1,3,50,1,3,39,0,3,45,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
3,17,17,0,6,3,3,2,3.61667E+14,44,2,3,46,3,3,42,0,3,43,1,3,35,0,3,45,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,3.58333E+14,44,2,3,49,1,3,42,0,3,44,1,3,43,0,3,45,1,2
3,17,17,0,6,3,3,2,4.26667E+14,44,2,3,42,2,3,42,0,3,36,1,3,38,0,3,48,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
1,17,17,0,6,5,1,1,4.29286E+14,44,1,3,43,3,3,42,0,3,45,1,3,39,0,3,46,1,2
2,17,14,3,6,4,2,1,4.07857E+14,44,2,3,46,2,3,41,0,3,21.5,1,3,38,0,3,44,1,2
1,17,17,0,6,5,1,1,3.58333E+14,45,1,3,42,2,3,40,1,3,41,1,3,46,0,3,47,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2
2,17,17,0,6,4,2,1,39.5,34,2,3,45,2,3,43,0,3,50,1,3,48,0,3,48,1,2
3,17,17,0,6,3,3,2,3.48333E+14,44,3,3,35.5,2,3,32,0,3,44,2,3,33,0,3,44,1,2
