NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
1249;11;436.0;64.0;69.0;65.0;53.0;11;29.76923076923077;3;25;12;3;3;9;25.0;32.0;29.0;33.0;38.0;27.0;0.0;11.666666666666666;2;24;15;9;6;1;5;2;14.0;3;3;2.0;1;3;3.0;1;3;2.0;1;2;36.0;1;1;26.0;2;3;0.0;0;2;1;16.666666666666668
1250;20;425.0;72.0;65.0;57.0;65.0;15;35.5;1;18;3;6;1;2;35.0;40.0;29.5;38.0;39.0;30.0;39.0;34.8235294117647;1;20;17;3;7;7;0;1;32.0;2;3;33.0;1;3;30.0;1;3;38.0;1;2;45.0;1;1;42.0;1;3;30.0;1;2;2;37.22222222222222
1251;7;423.0;77.0;64.0;60.0;61.0;8;28.923076923076923;3;29;16;3;3;9;23.666666666666668;37.0;23.333333333333332;20.333333333333332;35.0;47.0;0.0;24.214285714285715;2;23;14;9;5;2;3;2;24.0;1;3;2.0;1;3;26.0;3;3;30.0;1;2;0.0;0;1;41.0;2;3;0.0;0;2;2;30.75
1252;9;424.0;74.0;65.0;62.0;89.0;9;40.13333333333333;0;15;0;7;0;5;38.0;44.0;31.0;46.0;44.0;49.0;43.0;41.8235294117647;0;17;17;0;7;7;0;1;37.0;1;3;44.0;1;3;42.0;1;3;41.0;1;2;45.0;1;1;43.0;1;3;43.0;1;2;2;39.705882352941174
1253;10;424.0;85.0;57.0;59.0;72.0;10;32.044444444444444;2;26;11;5;2;2;25.666666666666668;37.0;24.0;37.0;37.0;45.0;38.0;34.411764705882355;1;20;17;3;7;6;1;1;31.0;1;3;25.0;2;3;32.0;1;3;34.0;1;2;35.0;1;1;42.0;1;3;46.0;1;2;2;34.611111111111114
1254;10;437.0;75.0;61.0;66.0;88.0;10;37.733333333333334;1;18;3;6;1;9;33.0;48.0;27.0;45.0;39.0;46.0;44.0;38.1875;0;16;16;0;6;6;0;1;33.0;1;3;37.0;1;3;43.0;1;3;37.0;1;2;0.0;0;1;36.0;1;3;45.0;1;2;2;31.166666666666668
1256;20;433.0;70.0;64.0;63.0;57.0;20;24.076923076923077;0;13;0;2;4;9;18.0;23.0;18.0;23.0;35.0;48.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1257;11;444.0;77.0;55.0;71.0;55.0;11;29.94871794871795;2;27;14;4;2;9;22.333333333333332;33.0;24.0;41.0;39.0;43.0;0.0;18.833333333333332;2;21;15;6;6;2;4;2;17.0;2;3;2.0;1;3;29.5;2;3;8.0;1;2;31.0;1;1;30.0;1;3;0.0;0;2;1;17.333333333333332
1258;7;425.0;73.0;65.0;62.0;51.0;7;40.53333333333333;0;15;0;7;0;2;42.0;42.0;30.0;46.0;41.0;48.0;45.0;42.23529411764706;0;17;17;0;7;7;0;1;36.0;1;3;50.0;1;3;38.0;1;3;32.0;1;2;43.0;1;1;49.0;1;3;46.0;1;2;3;42.27777777777778
1259;20;411.0;85.0;60.0;51.0;60.0;20;14.076923076923077;0;13;0;0;6;9;7.0;14.0;15.0;15.0;26.0;15.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1260;12;432.0;85.0;57.0;71.0;53.0;10;25.53846153846154;2;23;10;4;2;9;16.0;34.0;13.0;45.0;37.0;42.0;0.0;26.142857142857142;0;6;6;0;2;2;0;2;0.0;0;3;0.0;0;3;31.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;10.666666666666666
1261;1;427.0;77.0;57.0;54.0;43.0;1;36.1;1;18;3;6;1;2;30.0;43.0;23.5;43.0;41.0;46.0;47.0;37.35294117647059;1;20;17;3;7;6;1;1;34.0;1;3;29.0;2;3;31.0;1;3;38.0;1;2;41.0;1;1;48.0;1;3;46.0;1;2;3;44.833333333333336
1262;20;440.0;63.0;60.0;59.0;50.0;20;30.435897435897438;2;27;14;4;2;13;22.666666666666668;35.0;28.0;40.0;34.0;43.0;0.0;30.8;2;21;15;6;6;4;2;1;24.5;2;3;27.5;2;3;30.0;1;3;33.0;1;2;39.0;1;1;37.0;1;3;0.0;0;2;2;31.11764705882353
1263;11;430.0;70.0;65.0;71.0;80.0;11;38.46666666666667;1;18;3;6;1;9;35.0;45.0;29.0;43.0;40.0;45.0;46.0;36.36666666666667;1;18;15;3;6;6;0;1;32.0;1;3;34.5;2;3;33.0;1;3;40.0;1;2;41.0;1;1;42.0;1;3;0.0;0;2;2;35.6
1264;20;429.0;80.0;57.0;60.0;59.0;20;34.266666666666666;2;22;7;6;1;2;31.5;39.0;28.0;43.0;35.0;43.0;35.0;35.294117647058826;0;17;17;0;7;7;0;1;30.0;1;3;30.0;1;3;37.0;1;3;30.0;1;2;39.0;1;1;42.0;1;3;42.0;1;2;2;36.111111111111114
1265;20;425.0;76.0;60.0;62.0;50.0;9;30.153846153846153;2;27;14;4;2;9;22.0;36.0;25.333333333333332;38.0;37.0;44.0;0.0;31.4;2;24;15;9;6;5;1;1;30.0;1;3;21.0;3;3;38.0;1;3;34.0;1;2;34.0;1;1;34.0;2;3;0.0;0;2;1;28.25
1266;7;423.0;77.0;60.0;64.0;68.0;7;38.233333333333334;1;18;3;6;1;5;30.0;49.0;26.5;46.0;41.0;48.0;50.0;37.35294117647059;1;20;17;3;7;6;1;1;34.0;1;3;27.0;2;3;37.0;1;3;41.0;1;2;41.0;1;1;42.0;1;3;46.0;1;2;3;40.55555555555556
1267;20;426.0;75.0;60.0;58.0;50.0;20;25.74358974358974;2;27;14;4;2;9;15.666666666666666;33.0;16.666666666666668;37.0;37.0;45.0;0.0;20.5625;1;10;7;3;3;2;1;2;0.0;0;3;0.0;0;3;11.5;2;3;0.0;0;2;40.0;1;1;30.0;1;3;0.0;0;2;1;21.2
1268;9;447.0;70.0;59.0;63.0;63.0;8;39.53333333333333;0;15;0;7;0;5;34.0;47.0;32.0;48.0;41.0;45.0;46.0;41.35294117647059;0;17;17;0;7;7;0;1;43.0;1;3;36.0;1;3;38.0;1;3;41.0;1;2;47.0;1;1;43.0;1;3;47.0;1;2;3;44.833333333333336
1269;20;439.0;64.0;62.0;57.0;68.0;20;39.86666666666667;0;15;0;7;0;2;35.0;42.0;33.0;45.0;43.0;48.0;48.0;39.1764705882353;0;17;17;0;7;7;0;1;36.0;1;3;38.0;1;3;33.0;1;3;43.0;1;2;44.0;1;1;43.0;1;3;43.0;1;2;3;41.27777777777778
1270;8;418.0;80.0;60.0;61.0;46.0;8;35.07777777777778;2;26;11;5;2;2;26.666666666666668;40.0;27.5;44.0;43.0;43.0;42.0;37.8235294117647;0;17;17;0;7;7;0;1;30.0;1;3;36.0;1;3;38.0;1;3;37.0;1;2;43.0;1;1;42.0;1;3;44.0;1;2;2;35.888888888888886
1272;20;425.0;59.0;70.0;58.0;47.0;20;29.615384615384617;2;20;7;4;2;9;18.5;36.0;23.0;42.0;41.0;46.0;0.0;23.375;0;7;7;0;3;2;1;2;0.0;0;3;0.0;0;3;20.0;1;3;0.0;0;2;37.0;1;1;30.0;1;3;0.0;0;2;2;30.666666666666668
1273;10;429.0;67.0;64.0;60.0;45.0;11;28.384615384615383;2;20;7;4;2;9;20.0;30.0;22.0;42.0;38.0;45.0;0.0;19.714285714285715;0;7;7;0;2;1;1;2;0.0;0;3;0.0;0;3;16.0;1;3;0.0;0;2;0.0;1;1;30.0;1;3;0.0;0;2;1;0.0
1274;20;412.0;81.0;62.0;57.0;57.0;20;35.266666666666666;1;19;4;6;1;2;26.0;35.0;33.0;40.0;38.0;44.0;48.0;36.470588235294116;1;20;17;3;7;6;1;1;35.0;1;3;26.0;2;3;40.0;1;3;36.0;1;2;34.0;1;1;45.0;1;3;38.0;1;2;2;38.44444444444444
1275;10;400.0;69.0;75.0;55.0;56.0;10;29.346153846153847;2;20;7;4;2;9;21.0;35.0;21.5;42.0;37.0;47.0;0.0;15.5;1;18;12;6;4;2;2;2;0.0;0;3;0.0;1;3;7.666666666666667;3;3;2.0;1;2;38.0;1;1;30.0;1;3;0.0;0;2;1;22.666666666666668
1276;10;419.0;85.0;53.0;62.0;75.0;10;33.3;2;26;11;6;1;9;25.0;45.0;30.5;30.0;35.0;42.0;38.0;31.033333333333335;3;26;15;11;6;4;2;1;32.0;1;3;25.0;3;3;30.5;2;3;26.0;2;2;34.0;1;1;39.0;1;3;0.0;0;2;2;32.625
1277;10;416.0;74.0;62.0;59.0;60.0;8;17.846153846153847;0;13;0;1;5;9;17.0;11.0;14.0;38.0;22.0;18.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1278;11;398.0;61.0;57.0;65.0;72.0;11;31.8;2;26;11;5;2;9;25.0;35.0;26.0;36.0;37.0;45.0;37.0;32.666666666666664;1;21;15;6;6;5;1;1;30.0;1;3;22.666666666666668;3;3;33.0;1;3;34.0;1;2;36.0;1;1;43.0;1;3;0.0;0;2;2;32.625
1279;20;363.0;63.0;52.0;48.0;52.0;8;33.8;2;22;7;5;2;2;26.5;36.0;23.0;36.0;41.0;46.0;48.0;36.411764705882355;0;17;17;0;7;7;0;1;31.0;1;3;35.0;1;3;39.0;1;3;34.0;1;2;41.0;1;1;35.0;1;3;45.0;1;2;2;36.5
1280;20;360.0;49.0;59.0;51.0;55.0;20;32.0;2;22;7;5;2;11;22.5;31.0;24.0;37.0;42.0;47.0;44.0;36.05882352941177;0;17;17;0;7;7;0;1;32.0;1;3;34.0;1;3;32.0;1;3;34.0;1;2;42.0;1;1;45.0;1;3;37.0;1;2;2;39.94444444444444
1281;19;379.0;55.0;45.0;50.0;77.0;19;33.68888888888889;2;29;14;5;2;11;28.333333333333332;30.0;25.0;39.0;41.0;48.0;44.0;30.91176470588235;4;35;17;18;7;5;2;2;30.5;2;3;24.0;3;3;24.0;3;3;30.0;1;2;38.0;1;1;40.0;2;3;36.0;1;2;2;34.411764705882355
1282;20;390.0;67.0;52.0;52.0;60.0;20;33.06666666666667;2;26;11;5;2;2;28.0;33.0;23.0;37.0;42.0;46.0;41.0;29.794117647058822;2;26;17;9;7;5;2;2;19.666666666666668;3;3;33.0;1;3;19.5;2;3;35.0;1;2;38.0;1;1;40.0;1;3;31.0;1;2;2;36.94444444444444
1283;13;397.0;64.0;51.0;57.0;55.0;13;35.333333333333336;2;22;7;5;2;2;26.0;41.0;25.0;44.0;41.0;47.0;48.0;36.1764705882353;0;17;17;0;7;7;0;1;32.0;1;3;33.0;1;3;32.0;1;3;31.0;1;2;41.0;1;1;45.0;1;3;43.0;1;2;2;39.5
1285;10;352.0;43.0;51.0;47.0;60.0;10;31.435897435897438;2;24;11;4;2;9;25.666666666666668;38.0;21.0;40.0;41.0;45.0;0.0;28.7;2;24;15;9;6;4;2;2;13.666666666666666;3;3;35.0;1;3;20.5;2;3;32.0;1;2;39.0;1;1;40.0;1;3;0.0;0;2;1;24.4
1287;11;416.0;74.0;54.0;68.0;61.0;11;33.5;2;22;7;6;1;2;30.0;35.0;28.5;40.0;33.0;43.0;39.0;32.029411764705884;2;23;17;6;7;5;2;1;35.0;1;3;24.5;2;3;34.0;1;3;33.0;1;2;38.0;1;1;38.0;2;3;23.0;1;2;2;33.138888888888886
1288;10;408.0;70.0;42.0;61.0;83.0;10;35.08888888888888;2;26;11;5;2;11;29.333333333333332;41.0;25.0;44.0;38.0;44.0;44.0;38.205882352941174;2;23;17;6;7;7;0;1;32.5;2;3;44.0;1;3;34.0;2;3;34.0;1;2;35.0;1;1;39.0;1;3;49.0;1;2;2;33.588235294117645
1289;20;351.61;55.27;44.37;55.21;53.27;8;24.897435897435894;2;24;11;4;2;9;8.666666666666666;33.0;23.0;38.0;36.0;44.0;0.0;27.5;1;13;10;3;4;2;2;2;23.0;2;3;0.0;0;3;16.0;1;3;0.0;0;2;38.0;1;1;40.0;1;3;0.0;0;2;1;8.25
1290;20;352.0;46.0;48.0;54.0;53.0;20;33.36666666666667;2;22;7;5;2;2;23.5;34.0;22.5;42.0;42.0;45.0;50.0;34.970588235294116;1;20;17;3;7;6;1;1;28.5;2;3;33.0;1;3;34.0;1;3;36.0;1;2;38.0;1;1;42.0;1;3;36.0;1;2;3;40.166666666666664
1291;11;425.73;73.85;57.16;69.49;77.13;11;38.86666666666667;5;25;10;7;0;11;35.0;40.0;37.0;47.0;36.0;47.0;43.0;33.705882352941174;6;32;17;15;7;6;1;2;30.0;2;3;35.0;2;3;30.0;2;3;26.5;2;2;37.0;2;1;38.0;2;3;42.0;1;2;2;37.77777777777778
1292;4;482.0;91.0;57.0;54.0;77.0;4;38.46666666666667;0;15;0;7;0;2;31.0;45.0;30.0;44.0;50.0;45.0;42.0;38.64705882352941;0;17;17;0;7;7;0;1;35.0;1;3;36.0;1;3;36.0;1;3;35.0;1;2;39.0;1;1;45.0;1;3;46.0;1;2;3;40.666666666666664
1293;20;467.0;90.0;73.0;66.0;70.0;8;39.0;0;15;0;7;0;10;30.0;48.0;31.0;43.0;50.0;41.0;46.0;40.529411764705884;0;17;17;0;7;7;0;1;39.0;1;3;38.0;1;3;43.0;1;3;39.0;1;2;45.0;1;1;40.0;1;3;43.0;1;2;3;41.44444444444444
1294;7;444.0;86.0;69.0;58.0;53.0;7;23.73076923076923;3;20;7;3;3;9;18.0;36.0;14.0;32.5;26.0;38.0;0.0;22.5;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;0.0
1295;9;456.0;73.0;63.0;52.0;59.0;9;27.866666666666667;2;22;7;5;2;9;11.0;33.0;25.0;35.0;34.0;42.0;44.0;18.1;0;12;12;0;4;2;2;2;0.0;1;3;0.0;0;3;10.0;1;3;2.0;1;2;42.0;1;1;35.0;1;3;0.0;0;2;1;19.5
1296;10;425.0;84.0;74.0;52.0;51.0;10;37.43333333333333;2;22;7;7;0;11;32.5;44.0;31.5;39.0;42.0;42.0;42.0;35.76470588235294;0;17;17;0;7;7;0;1;39.0;1;3;30.0;1;3;32.0;1;3;30.0;1;2;42.0;1;1;45.0;1;3;34.0;1;2;1;28.294117647058822
1297;20;439.0;78.0;70.0;57.0;70.0;20;37.333333333333336;1;19;4;7;0;11;32.0;38.0;33.0;46.0;42.0;43.0;42.0;37.35294117647059;0;17;17;0;7;7;0;1;32.0;1;3;34.0;1;3;41.0;1;3;35.0;1;2;37.0;1;1;39.0;1;3;45.0;1;2;2;37.77777777777778
1298;20;440.0;73.0;70.0;57.0;63.0;20;35.666666666666664;1;18;3;7;0;2;30.0;37.0;31.0;44.0;37.0;44.0;43.0;41.411764705882355;0;17;17;0;7;7;0;1;40.0;1;3;34.0;1;3;45.0;1;3;35.0;1;2;40.0;1;1;49.0;1;3;45.0;1;2;3;40.083333333333336
1300;16;433.0;67.0;78.0;54.0;43.0;16;18.923076923076923;0;13;0;1;5;9;16.0;20.0;10.0;23.0;28.0;33.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1301;10;445.0;69.0;70.0;62.0;56.0;10;34.46666666666667;1;19;4;5;2;9;26.0;44.0;21.0;37.0;50.0;43.0;41.0;34.5;0;6;6;0;2;2;0;1;33.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;36.0;1;3;0.0;0;2;1;0.0
1302;20;439.0;84.0;66.0;62.0;75.0;20;23.846153846153847;0;13;0;2;4;9;24.0;28.0;11.0;32.0;26.0;41.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1303;11;462.0;69.0;63.0;68.0;59.0;11;28.423076923076923;3;21;8;3;3;9;24.0;33.0;26.0;28.5;30.0;41.0;0.0;24.333333333333332;1;16;15;1;6;3;3;2;30.0;1;3;11.0;1;3;30.0;1;3;10.0;1;2;15.0;2;1;39.0;1;3;0.0;0;2;1;6.0
1305;10;451.0;66.0;69.0;58.0;60.0;10;31.0;2;22;7;4;3;9;26.0;37.0;27.0;39.0;45.0;43.0;17.0;24.41176470588235;2;23;17;6;7;4;3;2;12.0;2;3;12.0;2;3;18.0;1;3;36.0;1;2;40.0;1;1;37.0;1;3;33.0;1;2;1;10.0
1306;10;439.0;69.0;63.0;52.0;61.0;10;35.6;2;22;7;7;0;2;33.5;34.0;31.0;42.0;35.0;43.0;42.0;40.64705882352941;0;17;17;0;7;7;0;1;33.0;1;3;35.0;1;3;43.0;1;3;37.0;1;2;40.0;1;1;50.0;1;3;47.0;1;2;3;40.94444444444444
1307;20;427.0;61.0;80.0;56.0;61.0;10;24.153846153846153;2;19;6;2;4;9;24.0;27.5;11.0;33.0;27.0;43.0;0.0;9.0;0;1;1;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;18.0;1;1;0.0;0;3;0.0;0;2;1;0.0
1308;10;428.0;61.0;80.0;62.0;50.0;10;36.833333333333336;2;22;7;6;1;2;28.5;42.0;31.5;37.0;40.0;45.0;49.0;37.529411764705884;0;17;17;0;7;7;0;1;35.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;42.0;1;1;46.0;1;3;44.0;1;2;2;38.44444444444444
1309;7;421.0;76.0;68.0;59.0;52.0;20;33.63333333333333;2;22;7;6;1;2;35.0;35.0;23.5;32.0;38.0;40.0;38.0;35.61764705882353;1;20;17;3;7;7;0;1;37.0;1;3;31.5;2;3;31.0;1;3;33.0;1;2;40.0;1;1;41.0;1;3;39.0;1;2;2;34.333333333333336
1310;10;447.0;81.0;53.0;67.0;75.0;10;22.666666666666668;5;33;18;2;5;9;27.0;15.333333333333334;14.666666666666666;11.333333333333334;19.5;41.0;33.0;17.0;2;16;7;9;3;1;2;2;0.0;0;3;12.0;2;3;0.0;0;3;0.0;0;2;37.0;1;1;21.0;3;3;0.0;0;2;1;18.0
1311;18;448.0;65.0;66.0;57.0;68.0;18;36.166666666666664;1;18;3;7;0;2;31.0;39.0;30.5;44.0;37.0;45.0;43.0;40.588235294117645;0;17;17;0;7;7;0;1;41.0;1;3;40.0;1;3;41.0;1;3;32.0;1;2;42.0;1;1;46.0;1;3;40.0;1;2;2;39.333333333333336
1312;16;416.0;69.0;74.0;54.0;57.0;16;34.63333333333333;2;22;7;5;2;2;26.0;44.0;24.5;40.0;43.0;42.0;43.0;33.411764705882355;1;23;17;6;7;6;1;1;32.0;1;3;26.666666666666668;3;3;32.0;1;3;30.0;1;2;45.0;1;1;37.0;1;3;40.0;1;2;2;36.5
1313;12;434.0;76.0;60.0;57.0;75.0;4;25.53846153846154;2;20;7;4;2;9;29.0;32.0;3.0;33.0;34.0;42.0;0.0;10.75;2;15;9;6;2;0;2;2;8.0;2;3;0.0;1;3;0.0;0;3;0.0;0;2;0.0;0;1;13.5;2;3;0.0;0;2;1;0.0
1314;20;449.0;76.0;59.0;63.0;60.0;20;15.307692307692308;5;25;12;1;5;9;17.5;18.5;7.5;10.5;10.5;38.0;0.0;9.0;0;6;6;0;2;0;2;2;0.0;0;3;0.0;0;3;11.0;1;3;0.0;0;2;0.0;0;1;10.0;1;3;0.0;0;2;1;0.0
1315;13;454.0;68.0;57.0;63.0;61.0;11;39.93333333333333;1;19;4;7;0;2;37.0;46.0;30.0;37.0;49.0;44.0;45.0;38.94117647058823;0;17;17;0;7;7;0;1;34.0;1;3;38.0;1;3;38.0;1;3;32.0;1;2;45.0;1;1;49.0;1;3;38.0;1;2;2;38.333333333333336
1316;20;436.0;65.0;66.0;65.0;75.0;8;28.466666666666665;3;24;9;4;3;9;25.0;39.0;18.0;30.0;26.5;40.0;36.0;8.916666666666666;6;34;15;19;5;0;5;1;14.333333333333334;3;3;0.0;2;3;6.5;2;3;12.0;2;2;13.0;3;1;2.5;2;3;0.0;0;2;1;0.0
1317;10;429.0;78.0;60.0;56.0;83.0;10;33.333333333333336;0;15;0;7;0;2;31.0;35.0;33.0;30.0;32.0;39.0;37.0;37.13333333333333;0;15;15;0;6;6;0;1;39.0;1;3;33.0;1;3;39.0;1;3;32.0;1;2;37.0;1;1;41.0;1;3;0.0;0;2;2;37.76470588235294
1318;12;390.0;84.0;74.0;59.0;31.0;20;8.653846153846153;5;25;12;1;5;9;7.0;3.0;5.0;10.5;9.0;35.0;0.0;13.714285714285714;0;6;6;0;2;0;2;2;0.0;0;3;0.0;0;3;18.0;1;3;0.0;0;2;0.0;0;1;14.0;1;3;0.0;0;2;1;0.0
1319;11;438.01;67.28;59.57;57.23;69.93;11;33.733333333333334;3;23;8;7;0;2;31.0;32.0;33.5;30.5;33.0;41.0;40.0;32.911764705882355;1;20;17;3;7;6;1;1;37.0;1;3;23.5;2;3;35.0;1;3;30.0;1;2;34.0;1;1;37.0;1;3;34.0;1;2;2;35.0
1320;9;409.0;73.0;70.0;51.0;63.0;9;28.933333333333334;2;25;10;5;2;9;24.5;37.0;16.666666666666668;38.0;37.0;40.0;30.0;19.714285714285715;0;10;10;0;3;1;2;2;11.0;1;3;0.0;1;3;0.0;0;3;0.0;0;2;12.0;1;1;31.0;1;3;0.0;0;2;1;4.0
1321;6;438.0;65.0;60.0;52.0;52.0;16;31.766666666666666;3;24;9;5;2;9;27.0;31.0;26.5;30.0;35.0;43.0;42.0;30.75;1;15;12;3;4;3;1;1;31.0;1;3;30.0;1;3;26.0;2;3;0.0;0;2;0.0;0;1;36.0;1;3;0.0;0;2;1;0.0
1322;4;421.0;69.0;63.0;63.0;47.0;4;33.166666666666664;2;22;7;6;1;9;27.5;35.0;30.5;38.0;37.0;42.0;36.0;25.8;4;30;15;15;6;1;5;1;29.666666666666668;3;3;13.0;2;3;27.5;2;3;25.0;1;2;41.0;1;1;28.5;2;3;0.0;0;2;1;20.666666666666668
1323;18;429.0;64.0;64.0;62.0;70.0;20;31.855555555555554;2;26;11;5;2;11;27.333333333333332;31.0;25.5;32.0;30.0;42.0;48.0;33.05882352941177;0;17;17;0;7;6;1;1;34.0;1;3;30.0;1;3;30.0;1;3;31.0;1;2;39.0;1;1;41.0;1;3;28.0;1;2;2;34.916666666666664
1324;20;411.0;84.0;55.0;51.0;45.0;10;33.56666666666667;2;22;7;7;0;11;32.0;33.0;32.5;33.0;31.0;43.0;37.0;35.411764705882355;1;19;17;2;7;6;1;1;37.0;1;3;33.0;1;3;36.0;1;3;29.0;2;2;40.0;1;1;40.0;1;3;33.0;1;2;2;38.55555555555556
1325;8;442.0;67.0;59.0;56.0;56.0;8;36.266666666666666;2;22;7;6;1;2;34.5;36.0;29.0;45.0;34.0;46.0;44.0;43.705882352941174;0;17;17;0;7;7;0;1;43.0;1;3;44.0;1;3;44.0;1;3;33.0;1;2;49.0;1;1;49.0;1;3;44.0;1;2;2;39.77777777777778
1326;11;445.0;68.0;56.0;55.0;49.0;11;17.5;3;24;9;3;4;9;7.5;17.5;12.5;36.0;35.0;42.0;6.0;6.0;0;6;6;0;1;0;1;2;0.0;1;3;0.0;0;3;8.0;1;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1327;10;420.0;72.0;62.0;59.0;63.0;10;28.61111111111111;3;28;13;4;3;2;25.666666666666668;30.0;25.5;32.0;27.0;40.0;32.0;35.11764705882353;0;17;17;0;7;7;0;1;30.0;1;3;37.0;1;3;39.0;1;3;30.0;1;2;31.0;1;1;40.0;1;3;34.0;1;2;2;33.44444444444444
1328;20;439.0;64.0;55.0;61.0;70.0;20;37.8;2;20;5;7;0;2;31.5;42.0;44.0;33.0;35.0;34.0;44.0;37.35294117647059;0;17;17;0;7;7;0;1;30.0;1;3;32.0;1;3;40.0;1;3;33.0;1;2;36.0;1;1;47.0;1;3;43.0;1;2;2;38.611111111111114
1329;16;429.0;80.0;52.0;58.0;59.0;16;26.37179487179487;4;28;15;2;4;9;20.333333333333332;29.5;24.5;30.0;29.0;41.0;0.0;20.9;1;7;4;3;2;1;1;2;0.0;0;3;0.0;0;3;21.5;2;3;0.0;0;2;40.0;1;1;0.0;0;3;0.0;0;2;1;26.4
1330;10;435.0;74.0;53.0;64.0;75.0;9;13.923076923076923;0;13;0;1;5;9;7.0;10.0;15.0;17.0;18.0;35.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1331;10;415.0;77.0;60.0;59.0;43.0;10;30.9;2;22;7;5;2;11;26.5;31.0;26.5;36.0;30.0;40.0;40.0;34.088235294117645;2;26;17;9;7;6;1;1;31.666666666666668;3;3;26.5;2;3;30.0;1;3;31.0;1;2;33.0;1;1;44.0;1;3;44.0;1;2;2;39.27777777777778
1332;13;425.0;73.0;52.0;54.0;56.0;11;29.966666666666665;3;28;13;5;2;2;24.0;32.5;24.5;36.0;32.0;43.0;36.0;32.2;2;24;15;9;6;4;2;1;31.0;1;3;28.0;2;3;28.666666666666668;3;3;31.0;1;2;38.0;1;1;40.0;1;3;0.0;0;2;2;35.11764705882353
1333;20;413.0;67.0;64.0;50.0;57.0;20;28.08888888888889;2;29;14;5;2;9;19.333333333333332;32.0;20.333333333333332;34.0;34.0;41.0;38.0;32.5;0;10;10;0;4;3;1;1;18.0;1;3;0.0;0;3;32.0;1;3;0.0;0;2;49.0;1;1;42.0;1;3;0.0;0;2;1;17.666666666666668
1334;13;427.0;77.0;52.0;56.0;61.0;13;25.23076923076923;0;13;0;3;3;9;19.0;29.0;15.0;38.0;35.0;41.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;0.0
1335;10;412.0;73.0;63.0;62.0;50.0;19;29.6;3;31;16;5;2;2;23.0;32.0;23.0;35.0;34.0;40.0;38.0;32.02222222222222;1;19;15;4;6;5;1;1;31.0;1;3;34.0;1;3;30.0;1;3;27.666666666666668;3;2;44.0;1;1;32.0;1;3;0.0;0;2;1;28.441176470588236
1336;14;421.0;65.0;63.0;56.0;54.0;4;37.93333333333333;1;18;3;6;1;2;40.0;38.0;26.0;43.0;41.0;46.0;42.0;35.35294117647059;0;17;17;0;7;7;0;1;30.0;1;3;33.0;1;3;31.0;1;3;30.0;1;2;40.0;1;1;43.0;1;3;45.0;1;2;2;35.916666666666664
