CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,ESTADO OCHO,PROMEDIO_NUEVE,NOTA_L_TRES,VECES_L_TRES,CREDITOS_L_TRES,NOTA_EI_TRES,VECES_EI_TRES,CREDITOS_EI_TRES,NOTA_EI_CUATRO,VECES_EI_CUATRO,CREDITOS_EI_CUATRO,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP,NOTA_FOTOD,VECES_FOTOD,CREDITOS_FOTOD,NOTA_AVAM,VECES_AVAM,CREDITOS_AVAM
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,40.4,49,1,2,41,1,3,38,1,3,47,1,2,46,2,2,44,1,2
0,14,14,0,6,6,0,1,1,43.5,42,1,2,39,1,3,37,1,3,39,1,2,45,1,2,33,1,2
0,14,14,0,6,6,0,1,1,36.5,33,1,2,34,1,3,40,1,3,38,1,2,36,1,2,35,1,2
0,14,14,0,6,6,0,1,1,37.3,39,1,2,40,1,3,43,1,3,38,1,2,43,1,2,33,1,2
0,14,14,0,6,6,0,1,1,43.3,45,1,2,30,1,3,38,1,3,43,1,2,31,1,2,50,1,2
0,14,14,0,6,6,0,1,1,43.7,34,1,2,39,1,3,39,1,3,42,1,2,46,1,2,35,1,2
0,14,14,0,6,6,0,1,1,40.125,41,1,2,35,1,3,31,1,3,45,1,2,32,1,2,32,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.8,38,1,2,43,1,3,44,1,3,46,1,2,41,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,37.875,42,1,2,30,1,3,32,2,3,34,1,2,32,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41,40,1,2,39,1,3,37,1,3,37,1,2,32,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.54545455,42,1,2,33,1,3,31,1,3,36,1,2,32,1,2,32,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
3,14,14,0,6,6,0,1,1,40.375,38,2,2,30,1,3,38,1,3,41,1,2,40,2,2,31,2,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.375,47,1,2,39,1,3,38,1,3,41,1,2,39,1,2,45,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.7,41,1,2,44,1,3,43,1,3,42,1,2,46,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.5,44,1,2,40,1,3,47,1,3,37,1,2,42,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,34.75,32,1,2,43,1,3,31,1,3,40,1,2,36,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,39,34,2,2,31,1,3,39,1,3,35,1,2,32,1,2,30,1,2
0,14,14,0,6,6,0,1,1,39,36,1,2,39,1,3,37,1,3,43,1,2,40,1,2,43,1,2
1,14,12,2,5,5,1,1,1,37.75,37,1,2,36,1,3,32,1,3,36,1,2,38,2,2,0,0,2
0,14,14,0,6,6,0,1,1,36.33333333,49,1,2,37,1,3,31,1,3,40,1,2,38,1,2,40,1,2
0,14,14,0,6,6,0,1,1,37.33333333,32,1,2,34,1,3,35,1,3,34,1,2,31,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.2,45,1,2,39,1,3,37,1,3,46,1,2,42,1,2,37,1,2
1,14,14,0,6,6,0,1,1,40.63636364,43,1,2,40,1,3,47,2,3,42,1,2,36,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.84615385,39,1,2,40,1,3,40,1,3,33,1,2,46,1,2,50,1,2
0,14,14,0,6,6,0,1,1,39.45454545,45,1,2,44,1,3,39,1,3,39,1,2,35,1,2,36,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,9,5,5,4,2,2,3,31,39,1,2,32,1,3,0,0,3,38,1,2,28,4,2,39,1,2
0,14,14,0,6,6,0,1,1,39.23076923,44,1,2,36,1,3,40,1,3,37,1,2,32,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.6,38,1,2,41,1,3,40,1,3,47,1,2,42,1,2,40,1,2
0,14,14,0,6,6,0,1,1,40.625,43,1,2,36,1,3,37,1,3,42,1,2,38,1,2,42,1,2
0,14,14,0,6,6,0,1,1,41,48,1,2,40,1,3,38,1,3,46,1,2,45,1,2,37,1,2
0,14,14,0,6,6,0,1,1,44.3,45,1,2,42,1,3,39,1,3,37,1,2,39,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41,42,1,2,41,1,3,37,1,3,39,1,2,42,1,2,49,1,2
0,14,14,0,6,6,0,1,1,38.375,36,1,2,35,1,3,39,1,3,34,1,2,36,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.4,35,1,2,40,1,3,36,1,3,39,1,2,31,1,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.30769231,43,1,2,36,1,3,41,1,3,36,1,2,37,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,12,2,6,5,1,1,1,38.30769231,0,0,2,41,1,3,36,1,3,47,2,2,34,1,2,30,1,2
0,14,14,0,6,6,0,1,1,39.5,40,1,2,38,1,3,32,1,3,42,1,2,35,1,2,48,1,2
0,14,14,0,6,6,0,1,1,42.53846154,43,1,2,30,1,3,39,1,3,47,1,2,43,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,12,2,6,5,1,1,1,40.7,0,0,2,38,1,3,38,1,3,47,1,2,42,1,2,44,1,2
1,14,14,0,6,6,0,1,1,36.09090909,39,1,2,35,1,3,33,1,3,34,1,2,41,2,2,39,1,2
0,14,14,0,6,6,0,1,1,42.6,42,1,2,35,1,3,36,1,3,44,1,2,44,1,2,35,1,2
0,14,14,0,6,6,0,1,1,44.4,46,1,2,42,1,3,38,1,3,46,1,2,47,1,2,38,1,2
0,14,14,0,6,6,0,1,1,42.2,38,1,2,39,1,3,33,1,3,31,1,2,39,1,2,32,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,10,4,5,4,2,1,1,37.33333333,0,0,2,34,1,3,34,1,3,41,1,2,38,1,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.4,41,1,2,37,1,3,37,1,3,30,1,2,30,1,2,48,1,2
0,14,4,10,3,2,4,2,3,42,31,1,2,0,0,3,0,0,3,35,1,2,25,1,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.72727273,42,1,2,38,1,3,31,1,3,33,1,2,33,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42,30,1,2,48,1,3,41,1,3,42,1,2,32,1,2,36,1,2
0,14,14,0,6,6,0,1,1,44,46,1,2,38,1,3,38,1,3,40,1,2,37,1,2,40,1,2
0,14,14,0,6,6,0,1,1,40,42,1,2,36,1,3,44,1,3,30,1,2,44,1,2,41,1,2
0,14,14,0,6,6,0,1,1,41.3,37,1,2,31,1,3,37,1,3,42,1,2,31,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,10,4,5,4,2,1,1,37,0,0,2,33,1,3,37,1,3,41,1,2,36,1,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,2,12,1,1,5,2,3,0,40,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,36.7,42,1,2,38,1,3,39,1,3,45,1,2,38,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,0,14,3,0,6,2,3,0,0,0,2,0,0,3,0,0,3,27,2,2,25,1,2,0,0,2
0,14,14,0,6,6,0,1,1,39.84615385,36,1,2,34,1,3,34,1,3,40,1,2,38,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.92307692,43,1,2,41,1,3,43,1,3,32,1,2,41,1,2,48,1,2
0,14,14,0,6,6,0,1,1,43.9,44,1,2,37,1,3,39,1,3,40,1,2,41,1,2,48,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,34.33333333,30,1,2,37,1,3,37,1,3,36,2,2,30,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,2,12,2,1,5,2,3,0,40,1,2,0,0,3,0,0,3,0,0,2,26,1,2,0,0,2
0,14,14,0,6,6,0,1,1,42.6,30,1,2,30,1,3,39,1,3,39,1,2,34,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,35.90909091,40,1,2,32,1,3,35,1,3,37,1,2,32,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,36,43,1,2,37,1,3,30,1,3,33,1,2,35,1,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.69230769,48,1,2,34,1,3,39,1,3,34,1,2,36,1,2,36,1,2
0,14,14,0,6,6,0,1,1,41.9,42,1,2,39,1,3,46,1,3,41,1,2,40,1,2,43,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.46153846,44,1,2,41,1,3,41,1,3,35,1,2,41,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43,42,1,2,41,1,3,44,1,3,40,1,2,39,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,42.38461538,45,2,2,38,1,3,43,1,3,40,1,2,36,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.84615385,41,1,2,36,1,3,39,1,3,35,1,2,38,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.23076923,42,1,2,40,1,3,35,1,3,37,1,2,34,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.4,41,1,2,35,1,3,39,1,3,44,1,2,38,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,35,41,1,2,43,1,3,30,1,3,33,1,2,36,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.23076923,42,1,2,47,1,3,46,1,3,50,1,2,43,1,2,47,1,2
0,14,14,0,6,6,0,1,1,37.76923077,30,1,2,35,1,3,36,1,3,34,1,2,35,1,2,36,1,2
0,14,6,8,4,3,3,2,3,34,0,0,2,0,0,3,0,0,3,34,1,2,32,1,2,35,1,2
0,14,14,0,6,6,0,1,1,40.27272727,37,1,2,48,1,3,41,1,3,33,1,2,33,1,2,37,1,2
0,14,14,0,6,6,0,1,1,40.84615385,43,1,2,40,1,3,30,1,3,43,1,2,31,1,2,34,1,2
0,14,14,0,6,6,0,1,1,33.18181818,45,1,2,38,1,3,41,1,3,36,1,2,32,1,2,36,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.69230769,43,1,2,42,1,3,39,1,3,37,1,2,39,1,2,40,1,2
1,14,12,2,6,5,1,1,1,36.6,0,0,2,32,1,3,35,1,3,33,1,2,36,1,2,34,2,2
1,14,9,5,5,4,2,2,3,40.6,10,2,2,30,1,3,0,0,3,32,1,2,36,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.15384615,43,1,2,47,1,3,36,1,3,35,1,2,36,1,2,48,1,2
0,14,14,0,6,6,0,1,1,42.2,42,1,2,36,1,3,44,1,3,35,1,2,37,1,2,30,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,32.66666667,33,1,2,46,1,3,43,1,3,43,1,2,32,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.30769231,44,1,2,43,1,3,41,1,3,42,1,2,43,1,2,35,1,2
0,14,14,0,6,6,0,1,1,37.36363636,34,1,2,50,1,3,42,1,3,33,1,2,35,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.07692308,42,1,2,46,1,3,46,1,3,42,1,2,45,1,2,46,1,2
0,14,14,0,6,6,0,1,1,42.92307692,40,1,2,43,1,3,46,1,3,45,1,2,40,1,2,48,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37,44,1,2,40,1,3,34,1,3,43,1,2,44,1,2,34,1,2
0,14,2,12,1,1,5,2,3,0,30,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,2,3,34.6,35,1,2,31,1,3,30,1,3,47,1,2,38,3,2,35,1,2
0,14,12,2,6,5,1,1,1,39,0,0,2,35,1,3,39,1,3,48,1,2,36,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.53846154,46,1,2,40,1,3,44,1,3,37,1,2,35,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,34.45454545,43,1,2,37,1,3,40,1,3,38,1,2,35,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40,38,1,2,39,1,3,43,1,3,41,1,2,33,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.23076923,47,1,2,40,1,3,41,1,3,46,1,2,44,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,32.81818182,33,1,2,48,1,3,39,1,3,38,1,2,33,1,2,45,1,2
0,14,12,2,6,5,1,1,1,39.36363636,0,0,2,40,1,3,39,1,3,39,1,2,35,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.76923077,47,1,2,43,1,3,35,1,3,42,1,2,30,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.90909091,41,1,2,48,1,3,39,1,3,45,1,2,39,1,2,36,1,2
0,14,14,0,6,6,0,1,1,39.61538462,44,1,2,43,1,3,35,1,3,40,1,2,40,1,2,33,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,45.23076923,41,1,2,41,1,3,45,1,3,46,1,2,44,1,2,49,1,2
0,14,14,0,6,6,0,1,1,44.8,39,1,2,38,1,3,35,1,3,39,1,2,40,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,5,9,4,2,4,2,3,0,29,1,2,39,1,3,0,0,3,33,1,2,10,1,2,0,0,2
0,14,14,0,6,6,0,1,1,45.8,36,1,2,45,1,3,38,1,3,39,1,2,40,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.54545455,42,1,2,38,1,3,33,1,3,42,1,2,36,1,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.07692308,41,1,2,38,1,3,42,1,3,50,1,2,45,1,2,50,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.61538462,37,1,2,43,1,3,38,1,3,36,1,2,36,1,2,48,1,2
0,14,14,0,6,6,0,1,1,41.76923077,40,1,2,43,1,3,44,1,3,44,1,2,34,1,2,38,1,2
0,14,14,0,6,6,0,1,1,42.15384615,44,1,2,50,1,3,32,1,3,41,1,2,38,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.30769231,43,1,2,45,1,3,38,1,3,44,1,2,40,1,2,50,1,2
0,14,14,0,6,6,0,1,1,41.23076923,46,1,2,40,1,3,38,1,3,39,1,2,35,1,2,42,1,2
0,14,14,0,6,6,0,1,1,39.90909091,38,1,2,42,1,3,34,1,3,45,1,2,35,1,2,41,1,2
0,14,14,0,6,6,0,1,1,40.92307692,42,1,2,40,1,3,36,1,3,44,1,2,42,1,2,43,1,2
0,14,14,0,6,6,0,1,1,38.45454545,40,1,2,43,1,3,40,1,3,49,1,2,35,1,2,37,1,2
1,14,14,0,6,6,0,1,1,34.375,35,2,2,35,1,3,32,1,3,36,1,2,35,1,2,30,1,2
0,14,4,10,3,2,4,2,3,0,0,0,2,0,0,3,0,0,3,38,1,2,0,0,2,35,1,2
0,14,14,0,6,6,0,1,1,42.53846154,44,1,2,42,1,3,38,1,3,42,1,2,45,1,2,48,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38,38,1,2,38,1,3,40,1,3,30,1,2,37,1,2,41,1,2
0,14,14,0,6,6,0,1,1,34,38,1,2,33,1,3,38,1,3,40,1,2,31,1,2,40,1,2
1,14,11,3,5,5,1,1,1,39,35,2,2,31,1,3,0,0,3,40,1,2,31,1,2,30,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,2,12,1,1,5,2,3,0,30,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,36.875,39,1,2,48,1,3,42,1,3,35,1,2,34,1,2,36,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.07692308,33,1,2,40,1,3,34,1,3,38,1,2,39,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.53846154,43,1,2,44,1,3,38,1,3,40,1,2,40,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,11,3,6,5,1,1,1,37.875,48,2,2,41,1,3,29,1,3,40,1,2,43,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
2,14,8,6,4,4,2,1,1,35.4,40,1,2,0,0,3,0,0,3,32,1,2,31,2,2,37,2,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
