CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,ESTADO OCHO,PROMEDIO_NUEVE,NOTA_L_TRES,VECES_L_TRES,CREDITOS_L_TRES,NOTA_EI_TRES,VECES_EI_TRES,CREDITOS_EI_TRES,NOTA_EI_CUATRO,VECES_EI_CUATRO,CREDITOS_EI_CUATRO,NOTA_FGEP,VECES_FGEP,CREDITOS_FGEP,NOTA_FOTOD,VECES_FOTOD,CREDITOS_FOTOD,NOTA_AVAM,VECES_AVAM,CREDITOS_AVAM
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.9,41,1,2,40,1,3,40,1,3,40,1,2,34,1,2,36,1,2
0,14,14,0,6,6,0,1,1,41.90909091,38,1,2,40,1,3,44,1,3,43,1,2,40,1,2,40,1,2
0,14,14,0,6,6,0,1,1,39.8,39,1,2,38,1,3,37,1,3,44,1,2,36,1,2,43,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.45454545,42,1,2,40,1,3,36,1,3,33,1,2,30,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,33,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,43.7,43,1,2,37,1,3,30,1,3,41,2,2,37,1,2,38,1,2
0,14,14,0,6,6,0,1,1,41.4,39,1,2,37,1,3,32,1,3,40,1,2,35,1,2,40,1,2
0,14,14,0,6,6,0,1,1,41.5,43,1,2,37,1,3,39,1,3,42,1,2,38,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.8,39,1,2,34,1,3,40,1,3,39,1,2,35,1,2,38,1,2
0,14,14,0,6,6,0,1,1,44.61538462,41,1,2,39,1,3,36,1,3,32,1,2,43,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,38.92307692,38,1,2,33,1,3,37,1,3,45,2,2,42,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.6,46,1,2,39,1,3,36,1,3,30,1,2,39,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,27,43,1,2,31,1,3,37,1,3,36,1,2,34,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.38461538,41,1,2,35,1,3,33,1,3,45,1,2,43,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.69230769,44,1,2,36,1,3,37,1,3,43,1,2,39,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.3,45,1,2,42,1,3,46,1,3,33,1,2,39,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.38461538,42,1,2,36,1,3,33,1,3,31,1,2,38,1,2,41,1,2
0,14,14,0,6,6,0,1,1,43.38461538,39,1,2,36,1,3,38,1,3,34,1,2,31,1,2,42,1,2
0,14,14,0,6,6,0,1,1,41.69230769,40,1,2,31,1,3,36,1,3,30,1,2,30,1,2,42,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.38461538,47,1,2,38,1,3,39,1,3,37,1,2,36,1,2,32,1,2
0,14,14,0,6,6,0,1,1,40.15384615,41,1,2,41,1,3,33,1,3,34,1,2,42,1,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.38461538,39,1,2,42,1,3,41,1,3,44,1,2,30,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.3,31,1,2,42,1,3,33,1,3,46,1,2,34,1,2,36,1,2
0,14,14,0,6,6,0,1,1,40.72727273,47,1,2,32,1,3,39,1,3,33,1,2,35,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.6,36,1,2,37,1,3,37,1,3,48,1,2,33,1,2,40,1,2
0,14,14,0,6,6,0,1,1,41.8,34,1,2,42,1,3,40,1,3,45,1,2,40,1,2,37,1,2
0,14,14,0,6,6,0,1,1,39.4,43,1,2,30,1,3,36,1,3,38,1,2,33,1,2,34,1,2
0,14,14,0,6,6,0,1,1,41.2,40,1,2,35,1,3,38,1,3,40,1,2,32,1,2,43,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,36.38461538,41,1,2,37,1,3,37,1,3,38,1,2,39,1,2,40,1,2
0,14,14,0,6,6,0,1,1,41.8,44,1,2,39,1,3,37,1,3,37,1,2,38,1,2,45,1,2
1,14,14,0,6,6,0,1,1,42.15384615,47,1,2,30,1,3,37,1,3,46,1,2,49,2,2,40,1,2
0,14,14,0,6,6,0,1,1,37.75,38,1,2,34,1,3,32,1,3,30,1,2,30,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.84615385,46,1,2,30,1,3,37,1,3,39,1,2,38,1,2,40,1,2
0,14,14,0,6,6,0,1,1,37.92307692,43,1,2,31,1,3,35,1,3,33,1,2,30,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.5,45,1,2,42,1,3,38,1,3,40,1,2,36,1,2,40,1,2
1,14,14,0,6,6,0,1,1,41.2,45,1,2,33,1,3,37,1,3,36,1,2,36,2,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.9,40,1,2,34,1,3,38,1,3,43,1,2,33,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
2,14,14,0,6,6,0,1,1,41.30769231,40,2,2,39,2,3,32,1,3,33,1,2,35,1,2,42,1,2
0,14,14,0,6,6,0,1,1,43.53846154,36,1,2,39,1,3,42,1,3,32,1,2,32,1,2,45,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38,38,1,2,33,1,3,37,1,3,37,1,2,35,1,2,32,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,12,2,6,5,1,1,1,40.23076923,0,0,2,37,1,3,36,1,3,37,1,2,35,1,2,40,1,2
0,14,14,0,6,6,0,1,1,42.63636364,44,1,2,35,1,3,38,1,3,37,1,2,33,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.3,43,1,2,37,1,3,34,1,3,39,1,2,35,1,2,45,1,2
1,14,14,0,6,6,0,1,1,38.5,37,1,2,37,1,3,38,1,3,35,1,2,33,2,2,41,1,2
0,14,14,0,6,6,0,1,1,39.84615385,42,1,2,32,1,3,37,1,3,32,1,2,44,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,38.38461538,33,1,2,35,1,3,33,1,3,37,1,2,35,2,2,32,1,2
0,14,14,0,6,6,0,1,1,39.5,40,1,2,41,1,3,36,1,3,33,1,2,31,1,2,38,1,2
1,14,14,0,6,6,0,2,3,38,42,3,2,37,1,3,41,1,3,39,1,2,42,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,39.76923077,40,1,2,35,1,3,36,1,3,33,1,2,33,2,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.8,43,1,2,32,1,3,38,1,3,39,1,2,37,1,2,38,1,2
2,14,14,0,6,6,0,1,1,40.30769231,31,2,2,35,2,3,37,1,3,36,1,2,36,1,2,39,1,2
0,14,14,0,6,6,0,1,1,40.76923077,47,1,2,32,1,3,38,1,3,39,1,2,32,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.23076923,44,1,2,40,1,3,31,1,3,36,1,2,37,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.61538462,39,1,2,38,1,3,38,1,3,33,1,2,43,1,2,40,1,2
0,14,4,10,2,2,4,2,3,44,30,1,2,0,0,3,0,0,3,36,1,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,40.2,40,2,2,38,1,3,39,1,3,35,1,2,30,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,40,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,2,12,2,1,5,2,3,0,0,0,2,0,0,3,0,0,3,38,1,2,0,0,2,0,0,2
2,14,12,2,6,5,1,1,1,34.75,0,0,2,33,1,3,30,1,3,30,1,2,34,2,2,34,2,2
0,14,14,0,6,6,0,1,1,40.3,45,1,2,49,1,3,39,1,3,40,1,2,32,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.46153846,37,1,2,38,1,3,37,1,3,38,1,2,43,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.8,46,1,2,37,1,3,39,1,3,40,1,2,35,1,2,36,1,2
0,14,14,0,6,6,0,1,1,43,41,1,2,35,1,3,36,1,3,32,1,2,30,1,2,36,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
2,14,14,0,6,6,0,1,1,39.72727273,39,1,2,37,1,3,41,1,3,48,2,2,32,1,2,34,2,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,43.6,44,1,2,39,1,3,36,1,3,35,1,2,37,1,2,44,1,2
0,14,14,0,6,6,0,1,1,41.2,42,1,2,37,1,3,39,1,3,39,1,2,33,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41,42,1,2,41,1,3,43,1,3,34,1,2,39,1,2,43,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.07692308,46,1,2,42,1,3,31,1,3,35,1,2,46,1,2,45,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,44.3,40,1,2,41,1,3,37,1,3,48,1,2,40,1,2,41,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
2,14,14,0,6,6,0,1,1,39.1,32,1,2,37,1,3,30,1,3,47,1,2,31,2,2,34,2,2
0,0,0,0,0,0,0,0,2,41,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,45.8,46,1,2,42,1,3,45,1,3,37,1,2,40,1,2,39,1,2
0,14,14,0,6,6,0,1,1,45.6,49,1,2,38,1,3,36,1,3,34,1,2,35,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.23076923,43,1,2,39,1,3,34,1,3,33,1,2,34,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40,41,1,2,37,1,3,35,1,3,38,1,2,30,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,45.6,44,1,2,39,1,3,43,1,3,43,1,2,37,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41,37,1,2,32,1,3,39,1,3,34,1,2,36,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.375,34,1,2,40,1,3,37,1,3,41,1,2,35,1,2,36,1,2
1,14,4,10,3,2,4,2,3,0,0,0,2,0,0,3,0,0,3,34,2,2,0,0,2,47,1,2
0,14,2,12,2,1,5,2,3,36,35,1,2,0,0,3,0,0,3,19,1,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.46153846,39,1,2,37,1,3,40,1,3,32,1,2,39,1,2,40,1,2
1,14,14,0,6,6,0,1,1,38.1,37,1,2,37,1,3,39,1,3,34,1,2,38,2,2,37,1,2
0,14,14,0,6,6,0,1,1,41.3,43,1,2,41,1,3,41,1,3,47,1,2,35,1,2,37,1,2
1,14,14,0,6,6,0,1,1,42.8,34,1,2,30,2,3,30,1,3,41,1,2,30,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,41.15384615,39,1,2,36,1,3,35,2,3,38,1,2,30,1,2,33,1,2
0,14,14,0,6,6,0,1,1,37.5,45,1,2,32,1,3,36,1,3,37,1,2,30,1,2,39,1,2
0,14,14,0,6,6,0,1,1,40.7,43,1,2,30,1,3,39,1,3,41,1,2,42,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.84615385,33,1,2,30,1,3,37,1,3,36,1,2,31,1,2,40,1,2
0,14,14,0,6,6,0,1,1,39,40,1,2,40,1,3,41,1,3,33,1,2,33,1,2,36,1,2
0,14,14,0,6,6,0,1,1,43.6,41,1,2,34,1,3,39,1,3,39,1,2,37,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,40.38461538,38,1,2,35,1,3,39,1,3,47,1,2,40,1,2,40,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41.4,36,1,2,46,1,3,38,1,3,50,1,2,43,1,2,36,1,2
0,14,14,0,6,6,0,1,1,43,40,1,2,36,1,3,38,1,3,46,1,2,39,1,2,45,1,2
0,14,14,0,6,6,0,1,1,43,42,1,2,36,1,3,42,1,3,45,1,2,40,1,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,37,48,1,2,35,2,3,34,1,3,38,1,2,41,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.2,40,1,2,45,1,3,46,1,3,46,1,2,43,1,2,45,1,2
0,14,14,0,6,6,0,1,1,44.6,48,1,2,32,1,3,36,1,3,41,1,2,42,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.38461538,43,1,2,38,1,3,39,1,3,42,1,2,36,1,2,38,1,2
0,14,14,0,6,6,0,1,1,42,41,1,2,38,1,3,40,1,3,44,1,2,41,1,2,41,1,2
0,14,14,0,6,6,0,1,1,42.1,41,1,2,49,1,3,38,1,3,41,1,2,38,1,2,44,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,39.76923077,39,1,2,42,1,3,33,1,3,30,1,2,37,1,2,38,1,2
1,14,14,0,6,6,0,1,1,34.5,30,1,2,32,1,3,38,1,3,36,1,2,31,2,2,38,1,2
0,14,14,0,6,6,0,1,1,36.07692308,42,1,2,30,1,3,30,1,3,33,1,2,32,1,2,31,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.4,43,1,2,38,1,3,44,1,3,40,1,2,42,1,2,37,1,2
0,14,14,0,6,6,0,1,1,40.25,33,1,2,39,1,3,37,1,3,32,1,2,35,1,2,37,1,2
0,14,14,0,6,6,0,1,1,41.9,42,1,2,49,1,3,37,1,3,36,1,2,38,1,2,44,1,2
2,14,11,3,6,5,1,2,3,37.23076923,32,1,2,7,1,3,46,2,3,39,1,2,37,4,2,34,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.4,42,1,2,38,1,3,44,1,3,44,1,2,38,1,2,48,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,39,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,35.1,32,1,2,30,1,3,34,1,3,38,1,2,34,1,2,41,1,2
0,14,14,0,6,6,0,1,1,39.15384615,45,1,2,39,1,3,30,1,3,41,1,2,35,1,2,37,1,2
0,14,14,0,6,6,0,1,1,45.7,44,1,2,48,1,3,39,1,3,44,1,2,50,1,2,39,1,2
0,0,0,0,0,0,0,0,2,16,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,38.84615385,39,1,2,37,1,3,37,1,3,36,1,2,40,1,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
1,14,14,0,6,6,0,1,1,33.81818182,30,1,2,41,1,3,30,1,3,33,1,2,36,2,2,38,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,37.07692308,37,1,2,31,1,3,39,1,3,34,1,2,34,1,2,46,1,2
1,14,14,0,6,6,0,1,1,37.23076923,30,2,2,31,1,3,37,1,3,33,1,2,31,1,2,35,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,41,44,1,2,44,1,3,31,1,3,38,1,2,44,1,2,37,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,14,14,0,6,6,0,1,1,42.46153846,42,1,2,32,1,3,37,1,3,46,1,2,31,1,2,40,1,2
0,14,14,0,6,6,0,1,1,41.5,44,1,2,38,1,3,37,1,3,39,1,2,36,1,2,37,1,2
0,14,14,0,6,6,0,1,1,40.9,42,1,2,37,1,3,35,1,3,41,1,2,37,1,2,39,1,2
0,14,14,0,6,6,0,1,1,46.5,41,1,2,30,1,3,46,1,3,40,1,2,35,1,2,36,1,2
1,14,12,2,6,5,1,1,1,34.75,0,0,2,36,1,3,36,1,3,42,1,2,40,1,2,35,2,2
0,14,14,0,6,6,0,1,1,39.7,46,1,2,43,1,3,41,1,3,48,1,2,40,1,2,39,1,2
0,14,14,0,6,6,0,1,1,36.38461538,41,1,2,35,1,3,34,1,3,39,1,2,30,1,2,39,1,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2
