NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_DEM,VECES_DEM,CREDITOS_DEM,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_HCI,VECES_HCI,CREDITOS_HCI,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES
31,2,3,47,1,1,43,1,3,45,1,3,36,3,3,47,1,2,38,1,1,2,25,16,9,10,7,3,2,31
31,1,3,37,2,1,41,1,3,36,2,3,30,2,3,40,1,2,42,1,1,3,23,16,7,10,7,3,2,21
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
37,1,3,43,1,1,39,1,3,30,1,3,31,1,3,48,1,2,42,1,1,0,16,16,0,7,7,0,1,31.71428571
33,2,3,12,1,1,35,2,3,37,2,3,0,0,3,36,1,2,35,1,1,3,22,12,10,9,5,4,2,18.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,23,2,1,0,0,3,12,2,3,0,0,3,23,2,2,37,1,1,3,13,1,12,7,1,6,2,6
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,2,3,47,1,1,30,1,3,31,1,3,37,3,3,42,1,2,44,1,1,2,25,16,9,10,7,3,2,34.66666667
38,3,3,41,1,1,30,1,3,33,1,3,30,2,3,47,1,2,39,1,1,2,25,16,9,10,7,3,2,15.81818182
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
35,2,3,44,1,1,30,1,3,31,1,3,41,2,3,42,1,2,43,1,1,2,22,16,6,9,7,2,2,24.625
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,1,3,32,1,1,40,1,3,31,1,3,36,2,3,39,1,2,43,1,1,1,19,16,3,8,7,1,1,25.125
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
35,1,3,40,3,1,43,1,3,34,1,3,40,1,3,37,1,2,50,1,1,1,18,16,2,9,7,2,1,32.57142857
30,1,3,38,1,1,33,1,3,35,1,3,32,2,3,38,1,2,45,1,1,1,19,16,3,8,7,1,2,22.88888889
31,1,3,42,2,1,45,1,3,34,2,3,19,1,3,45,1,2,40,1,1,2,20,13,7,9,6,3,2,19
32,3,3,37,1,1,43,1,3,31,1,3,24,1,3,39,2,2,33,1,1,2,24,13,11,10,6,4,2,25.33333333
33,3,3,47,1,1,45,1,3,30,1,3,33,2,3,42,1,2,41,1,1,2,25,16,9,10,7,3,2,23
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,42,2,2,0,0,1,1,4,2,2,2,1,1,2,0
35,2,3,48,1,1,34,1,3,43,1,3,33,1,3,43,1,2,46,1,1,1,19,16,3,8,7,1,1,26.5
32,2,3,47,1,1,45,1,3,35,1,3,33,2,3,40,1,2,42,1,1,2,22,16,6,9,7,2,2,32
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
17,2,3,49,1,1,42,1,3,44,1,3,30,1,3,42,1,2,41,1,1,1,19,13,6,8,6,2,1,27.66666667
0,0,3,40,1,1,0,1,3,0,0,3,0,0,3,34,1,2,47,1,1,0,7,4,3,4,3,1,2,0
31,2,3,37,1,1,31,1,3,38,1,3,37,2,3,40,1,2,42,1,1,2,22,16,6,9,7,2,2,28.25
32,1,3,35,1,1,41,1,3,38,1,3,33,1,3,48,1,2,43,1,1,0,16,16,0,7,7,0,1,25.55555556
31,2,3,38,1,1,41,1,3,40,1,3,34,2,3,43,1,2,37,1,1,2,22,16,6,9,7,2,2,26.875
32,1,3,38,1,1,30,2,3,33,2,3,33,2,3,38,1,2,45,2,1,4,26,16,10,11,7,4,2,21.88888889
47,2,3,43,2,1,50,1,3,35,1,3,38,2,3,40,1,2,50,1,1,3,23,16,7,10,7,3,2,27.875
38,1,3,41,1,1,40,1,3,37,1,3,39,1,3,38,1,2,35,1,1,0,16,16,0,7,7,0,1,34.5
31,1,3,40,1,1,35,1,3,35,1,3,48,2,3,35,1,2,46,1,1,1,19,16,3,8,7,1,1,35.16666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,0,0,1,40,1,3,32,1,3,41,1,3,47,1,2,47,1,1,0,15,15,0,6,6,0,1,34.66666667
32,1,3,38,1,1,32,1,3,33,2,3,26,2,3,37,1,2,35,1,1,2,22,13,9,9,6,3,2,21.66666667
36,1,3,38,1,1,44,1,3,30,2,3,36,2,3,43,1,2,32,1,1,2,22,16,6,9,7,2,2,21
35,1,3,47,1,1,36,1,3,30,1,3,32,1,3,43,1,2,43,1,1,0,16,16,0,7,7,0,1,20.4
42,2,3,47,1,1,34,1,3,43,1,3,34,1,3,41,1,2,40,1,1,1,19,16,3,8,7,1,1,28.625
24,1,3,43,1,1,38,1,3,31,1,3,15,1,3,38,1,2,34,1,1,0,16,10,6,7,5,2,2,31
36,2,3,45,1,1,32,1,3,30,2,3,37,3,3,41,1,2,47,1,1,3,28,16,12,11,7,4,2,21.66666667
27,1,3,36,1,1,30,1,3,34,2,3,22,1,3,30,1,2,40,1,1,1,19,10,9,8,5,3,2,22.33333333
35,2,3,46,1,1,38,1,3,37,1,3,41,1,3,43,1,2,48,1,1,1,19,16,3,8,7,1,1,34.5
36,1,3,45,1,1,48,1,3,38,1,3,35,1,3,44,1,2,41,1,1,0,16,16,0,7,7,0,1,37
17,2,3,45,1,1,31,1,3,37,2,3,33,1,3,37,1,2,36,1,1,2,22,13,9,9,6,3,2,18.5
36,1,3,41,1,1,45,1,3,35,1,3,34,1,3,45,1,2,42,1,1,0,16,16,0,7,7,0,1,32.14285714
33,1,3,45,1,1,49,1,3,33,1,3,36,2,3,44,1,2,47,1,1,1,19,16,3,8,7,1,1,31
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
38,2,3,41,1,1,45,1,3,31,1,3,36,1,3,31,1,2,47,1,1,1,19,16,3,8,7,1,1,36.83333333
34,2,3,44,1,1,45,1,3,31,3,3,31,2,3,40,1,2,50,2,1,4,29,16,13,12,7,5,2,18.63636364
0,0,3,41,1,1,42,1,3,19,1,3,0,0,3,36,1,2,50,2,1,1,11,7,4,6,4,2,1,19
38,1,3,44,1,1,42,1,3,49,1,3,39,1,3,46,1,2,38,1,1,0,16,16,0,7,7,0,1,39.5
35,2,3,44,1,1,30,1,3,32,1,3,37,2,3,43,1,2,35,1,1,2,22,16,6,9,7,2,2,26.625
32,2,3,37,1,1,43,1,3,30,1,3,38,2,3,45,1,2,40,1,1,2,22,16,6,9,7,2,2,33.42857143
0,0,3,44,1,1,0,0,3,0,0,3,0,0,3,0,0,2,40,1,1,0,2,2,0,2,2,0,1,0
37,1,3,38,1,1,44,1,3,36,3,3,46,2,3,38,1,2,32,1,1,2,25,16,9,10,7,3,2,18.45454545
31,1,3,42,1,1,37,1,3,30,2,3,33,3,3,33,1,2,41,1,1,2,25,16,9,10,7,3,2,20.8
30,1,3,32,1,1,30,1,3,32,3,3,30,2,3,35,1,2,40,1,1,2,25,16,9,10,7,3,2,17.08333333
34,2,3,36,1,1,35,1,3,30,2,3,33,3,3,30,1,2,44,1,1,3,28,16,12,11,7,4,2,17.16666667
36,1,3,46,1,1,44,1,3,35,1,3,37,1,3,40,1,2,41,1,1,0,16,16,0,7,7,0,1,38.5
32,1,3,30,1,1,0,0,3,23,1,3,0,0,3,32,1,2,42,1,1,0,10,7,3,5,4,1,1,23
37,1,3,40,1,1,33,1,3,37,1,3,39,2,3,38,3,2,48,1,1,2,23,16,7,10,7,3,2,36.83333333
30,1,3,41,1,1,0,0,3,17,2,3,9,1,3,31,1,2,0,0,1,1,15,6,9,6,3,3,2,15.25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,40,1,1,0,0,3,3,1,3,0,0,3,31,1,2,42,1,1,0,7,4,3,4,3,1,2,3
35,2,3,41,2,1,33,2,3,39,1,3,34,2,3,41,2,2,41,1,1,5,28,16,12,12,7,5,2,22.28571429
30,1,3,38,1,1,30,1,3,35,3,3,35,3,3,43,1,2,41,1,1,2,28,16,12,11,7,4,2,14.92307692
32,1,3,45,1,1,30,1,3,31,1,3,33,1,3,37,1,2,40,1,1,0,16,16,0,7,7,0,1,19.9
34,1,3,45,1,1,36,1,3,32,1,3,32,1,3,39,1,2,30,1,1,0,16,16,0,7,7,0,1,27.375
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,1,3,30,1,1,40,1,3,37,1,3,34,3,3,37,1,2,31,1,1,1,22,16,6,9,7,2,2,21
30,1,3,45,1,1,36,1,3,37,1,3,38,2,3,39,1,2,42,1,1,1,19,16,3,8,7,1,1,35.83333333
36,1,3,41,1,1,45,1,3,43,1,3,37,1,3,39,1,2,31,1,1,0,16,16,0,7,7,0,1,40.33333333
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
37,1,3,40,1,1,37,1,3,32,2,3,33,1,3,33,1,2,47,1,1,1,19,16,3,8,7,1,1,25.75
33,1,3,35,1,1,44,1,3,30,2,3,30,2,3,33,1,2,40,1,1,2,22,16,6,9,7,2,2,20.1
31,1,3,34,1,1,41,1,3,31,1,3,33,1,3,38,3,2,30,1,1,1,20,16,4,9,7,2,2,24.125
31,2,3,34,1,1,31,1,3,0,0,3,17,1,3,41,1,2,31,1,1,1,16,10,6,7,5,2,2,0
0,0,3,34,1,1,30,1,3,19,1,3,0,0,3,20,1,2,35,1,1,0,10,5,5,5,3,2,2,19
22,1,3,30,1,1,38,1,3,40,1,3,26,1,3,31,1,2,44,1,1,0,16,10,6,7,5,2,1,40
0,0,3,41,2,1,40,2,3,0,0,3,0,0,3,35,1,2,44,2,1,3,12,7,5,7,4,3,2,0
32,1,3,41,1,1,49,1,3,45,1,3,34,1,3,40,1,2,33,1,1,0,16,16,0,7,7,0,1,36.66666667
38,2,3,34,1,1,40,2,3,30,1,3,35,2,3,35,1,2,38,1,1,3,25,16,9,10,7,3,2,23.55555556
34,1,3,41,1,1,44,2,3,35,1,3,30,2,3,45,1,2,38,1,1,2,22,16,6,9,7,2,2,35.5
32,1,3,38,1,1,42,1,3,31,1,3,30,1,3,39,1,2,47,1,1,0,16,16,0,7,7,0,1,19.54545455
31,1,3,36,1,1,34,1,3,33,2,3,35,2,3,33,1,2,41,1,1,2,22,16,6,9,7,2,2,14.88888889
31,1,3,40,1,1,38,1,3,30,2,3,33,2,3,40,1,2,39,1,1,2,22,16,6,9,7,2,2,29.85714286
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,3,3,43,1,1,30,1,3,37,1,3,31,3,3,38,1,2,45,1,1,2,28,16,12,11,7,4,2,15.41666667
0,0,3,39,1,1,38,2,3,34,1,3,0,0,3,37,1,2,47,1,1,1,13,10,3,6,5,1,2,34
40,1,3,39,1,1,30,1,3,35,1,3,24,3,3,43,1,2,45,1,1,1,22,13,9,9,6,3,2,27.6
0,0,3,20,1,1,2,1,3,2,1,3,0,0,3,0,0,2,31,1,1,0,8,1,7,4,1,3,2,2
31,2,3,41,1,1,38,1,3,30,1,3,31,2,3,35,1,2,48,1,1,2,22,16,6,9,7,2,2,23.375
32,1,3,41,1,1,43,1,3,30,3,3,31,2,3,30,1,2,38,1,1,2,25,16,9,10,7,3,2,11.55555556
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,1,1,0,0,3,2,2,3,0,0,3,15,2,2,0,0,1,2,11,0,11,5,0,5,2,1
13,2,3,40,1,1,43,1,3,35,2,3,29,2,3,30,1,2,33,1,1,3,25,10,15,10,5,5,2,23
0,0,3,40,2,1,42,2,3,19,2,3,0,0,3,31,1,2,47,1,1,3,17,7,10,8,4,4,2,9.5
37,1,3,44,1,1,36,1,3,30,2,3,35,3,3,40,1,2,50,1,1,2,25,16,9,10,7,3,2,29.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,32,1,1,41,2,3,34,2,3,30,2,3,35,1,2,37,1,1,3,25,16,9,10,7,3,2,26.71428571
33,2,3,42,1,1,35,1,3,36,2,3,33,1,3,38,1,2,46,1,1,2,22,16,6,9,7,2,2,25.375
0,0,3,21,1,1,0,0,3,19,1,3,0,0,3,41,1,2,0,0,1,0,6,2,4,3,1,2,2,19
32,1,3,44,1,1,43,1,3,38,1,3,32,1,3,46,1,2,44,1,1,0,16,16,0,7,7,0,1,31.28571429
33,3,3,44,1,1,42,2,3,31,3,3,33,1,3,43,1,2,40,1,1,3,31,16,15,12,7,5,2,16.75
36,2,3,39,1,1,38,1,3,41,1,3,30,1,3,37,1,2,33,1,1,1,19,16,3,8,7,1,1,24.11111111
32,1,3,46,1,1,34,1,3,45,1,3,42,2,3,41,1,2,48,1,1,1,19,16,3,8,7,1,1,39.16666667
0,0,3,0,1,1,0,1,3,0,0,3,0,0,3,0,0,2,0,1,1,0,5,0,5,3,0,3,2,0
31,1,3,39,1,1,41,1,3,35,1,3,35,2,3,30,1,2,37,1,1,1,19,16,3,8,7,1,2,21.4
0,0,3,17,2,1,0,0,3,3,2,3,0,0,3,23,2,2,0,0,1,3,12,0,12,6,0,6,2,1.5
30,1,3,44,1,1,49,1,3,0,0,3,24,1,3,42,1,2,45,1,1,0,13,10,3,6,5,1,1,0
0,0,3,32,1,1,26,1,3,0,0,3,0,0,3,34,1,2,30,1,1,0,7,4,3,4,3,1,2,0
34,1,3,45,1,1,46,1,3,30,2,3,31,3,3,41,1,2,50,1,1,2,25,16,9,10,7,3,2,20.77777778
33,2,3,39,1,1,35,1,3,33,2,3,30,2,3,43,1,2,42,1,1,3,25,16,9,10,7,3,2,26.625
30,1,3,44,1,1,42,1,3,30,2,3,32,2,3,41,1,2,40,1,1,2,22,16,6,9,7,2,2,22.88888889
37,1,3,35,2,1,43,2,3,39,1,3,30,2,3,35,1,2,48,1,1,3,23,16,7,10,7,3,2,25.375
32,2,3,42,1,1,33,1,3,43,1,3,31,2,3,44,1,2,38,1,1,2,22,16,6,9,7,2,2,21.875
9,1,3,12,1,1,32,1,3,31,1,3,14,1,3,20,1,2,23,1,1,0,16,6,10,7,2,5,2,31
29,2,3,35,1,1,18,2,3,22,2,3,0,0,3,41,1,2,30,1,1,3,22,4,18,9,3,6,2,11
41,2,3,41,1,1,33,1,3,37,2,3,33,2,3,36,1,2,44,1,1,3,25,16,9,10,7,3,2,25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,13,1,3,0,0,3,43,1,2,22,1,1,0,6,2,4,3,1,2,2,13
0,0,3,0,0,1,30,1,3,32,1,3,0,0,3,33,1,2,0,0,1,0,8,8,0,3,3,0,1,32
32,1,3,38,1,1,30,2,3,38,2,3,37,2,3,33,1,2,38,1,1,3,25,16,9,10,7,3,2,26
6,2,3,28,1,1,1,2,3,37,1,3,0,0,3,41,1,2,26,2,1,3,20,5,15,9,2,7,2,37
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
4,2,3,35,1,1,30,1,3,33,1,3,0,0,3,39,1,2,36,1,1,1,16,10,6,7,5,2,2,18
0,0,3,40,1,1,0,0,3,41,1,3,0,0,3,33,1,2,41,1,1,0,7,7,0,4,4,0,1,41
0,0,3,0,0,1,0,0,3,21,1,3,0,0,3,50,1,2,43,1,1,0,6,3,3,3,2,1,1,21
33,1,3,41,1,1,35,1,3,36,1,3,30,1,3,39,1,2,37,1,1,0,16,16,0,7,7,0,1,19.63636364
0,0,3,0,0,1,30,1,3,32,1,3,0,0,3,30,1,2,36,1,1,0,9,9,0,4,4,0,1,32
0,0,3,28,1,1,34,1,3,0,0,3,0,0,3,41,1,2,34,1,1,0,7,6,1,4,3,1,1,0
31,2,3,41,1,1,43,1,3,28,1,3,21,1,3,36,1,2,35,1,1,1,19,10,9,8,5,3,2,28
32,1,3,43,1,1,45,1,3,39,1,3,31,1,3,40,1,2,36,1,1,0,16,16,0,7,7,0,1,35.28571429
33,2,3,41,1,1,43,1,3,40,1,3,38,1,3,43,1,2,42,1,1,1,19,16,3,8,7,1,1,26.25
25,1,3,40,1,1,45,2,3,31,1,3,0,0,3,50,1,2,42,1,1,1,16,10,6,7,5,2,1,31
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,37,1,1,0,1,1,0,1,1,0,1,0
19,1,3,0,0,1,20,1,3,0,0,3,0,0,3,40,1,2,34,1,1,0,9,3,6,4,2,2,2,0
36,1,3,39,1,1,46,1,3,30,2,3,35,2,3,35,1,2,41,1,1,2,22,16,6,9,7,2,2,21.8
17,2,3,18,2,1,44,1,3,36,1,3,22,3,3,47,1,2,44,1,1,3,26,9,17,11,4,7,2,15.66666667
36,2,3,31,1,1,34,2,3,30,3,3,37,2,3,39,1,2,31,1,1,4,31,16,15,12,7,5,2,10.85714286
38,2,3,33,1,1,30,1,3,30,1,3,37,2,3,38,1,2,34,1,1,2,22,16,6,9,7,2,2,22.44444444
36,1,3,41,1,1,44,2,3,41,1,3,30,1,3,43,1,2,30,1,1,1,19,16,3,8,7,1,1,31.42857143
8,2,3,0,0,1,24,2,3,0,0,3,0,0,3,27,2,2,9,2,1,4,18,0,18,8,0,8,2,0
31,2,3,40,1,1,43,1,3,32,1,3,30,1,3,46,1,2,40,1,1,1,19,16,3,8,7,1,1,26.85714286
41,1,3,38,1,1,48,1,3,35,1,3,37,2,3,34,1,2,49,1,1,1,19,16,3,8,7,1,1,29
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,33,1,1,0,0,3,37,2,3,27,2,3,0,0,2,0,0,1,2,16,7,9,6,3,3,2,18.5
41,1,3,45,1,1,43,1,3,31,1,3,37,1,3,32,3,2,45,1,1,1,20,16,4,9,7,2,1,36
15,1,3,0,0,1,0,0,3,2,1,3,9,1,3,16,1,2,0,1,1,0,12,0,12,5,0,5,2,2
0,0,3,0,0,1,4,1,3,0,0,3,0,0,3,43,1,2,47,1,1,0,6,3,3,3,2,1,2,0
30,1,3,41,1,1,30,1,3,35,2,3,33,1,3,38,1,2,50,1,1,1,19,16,3,8,7,1,2,24.88888889
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,1,2,0,0,1,0,2,0,2,1,0,1,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,40,1,1,42,1,3,31,1,3,35,2,3,37,1,2,49,1,1,1,19,16,3,8,7,1,1,25.375
30,2,3,34,1,1,47,2,3,33,2,3,35,3,3,35,1,2,40,1,1,4,31,16,15,12,7,5,2,22.875
32,1,3,47,1,1,43,1,3,34,1,3,44,2,3,43,1,2,50,1,1,1,19,16,3,8,7,1,1,40.66666667
37,1,3,45,1,1,38,1,3,34,1,3,32,1,3,44,1,2,50,1,1,0,16,16,0,7,7,0,1,41.33333333
30,1,3,40,1,1,41,1,3,34,1,3,33,2,3,35,1,2,50,1,1,1,19,16,3,8,7,1,1,31.28571429
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,22,1,2,0,1,1,0,3,0,3,2,0,2,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,1,3,0,0,3,0,1,2,17,1,1,0,6,0,6,3,0,3,2,0
33,1,3,45,1,1,46,3,3,30,1,3,33,2,3,36,1,2,49,1,1,2,25,16,9,10,7,3,2,20.2
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,32,1,2,50,1,1,0,3,3,0,2,2,0,1,0
36,1,3,48,1,1,30,1,3,34,1,3,32,3,3,48,1,2,47,1,1,1,22,16,6,9,7,2,2,24.375
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,41,1,1,0,0,3,28,1,3,0,0,3,45,1,2,42,1,1,0,7,4,3,4,3,1,1,28
0,0,3,29,2,1,0,0,3,0,0,3,0,0,3,41,1,2,14,2,1,2,6,2,4,5,1,4,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
14,1,3,35,1,1,0,0,3,0,0,3,17,1,3,29,2,2,47,1,1,1,12,2,10,6,2,4,2,0
38,2,3,33,1,1,30,1,3,30,1,3,22,2,3,39,1,2,48,1,1,2,22,13,9,9,6,3,2,28
10,1,3,36,1,1,0,0,3,0,0,3,0,0,3,41,1,2,49,1,1,0,7,4,3,4,3,1,2,0
30,3,3,41,1,1,48,1,3,27,3,3,40,2,3,43,1,2,47,1,1,3,31,13,18,12,6,6,2,9
2,1,3,33,2,1,6,3,3,8,2,3,6,1,3,28,3,2,43,2,1,5,31,2,29,14,2,12,2,4
33,1,3,36,1,1,42,1,3,30,1,3,30,1,3,42,1,2,48,1,1,0,16,16,0,7,7,0,1,18.63636364
31,1,3,40,1,1,39,1,3,30,1,3,38,2,3,44,1,2,49,1,1,1,19,16,3,8,7,1,1,19.7
0,0,3,4,1,1,0,0,3,0,0,3,0,0,3,23,1,2,35,1,1,0,4,1,3,3,1,2,2,0
0,0,3,37,1,1,42,1,3,0,0,3,0,0,3,46,1,2,50,1,1,0,7,7,0,4,4,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,2,3,36,1,1,44,1,3,38,3,3,32,2,3,34,1,2,45,1,1,3,28,16,12,11,7,4,2,19.77777778
30,1,3,40,1,1,0,0,3,30,2,3,21,2,3,38,1,2,40,1,1,2,19,10,9,8,5,3,2,18.16666667
35,2,3,40,1,1,32,1,3,30,1,3,33,2,3,42,1,2,50,1,1,2,22,16,6,9,7,2,2,26.625
32,1,3,46,1,1,42,1,3,31,2,3,39,2,3,36,1,2,46,1,1,2,22,16,6,9,7,2,2,25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,1,3,42,1,1,45,1,3,30,1,3,34,1,3,41,1,2,50,1,1,0,16,16,0,7,7,0,1,29.57142857
30,1,3,47,1,1,46,1,3,30,2,3,30,1,3,42,1,2,46,1,1,1,19,16,3,8,7,1,1,31
31,2,3,34,1,1,50,1,3,30,2,3,36,3,3,36,1,2,50,1,1,3,28,16,12,11,7,4,2,12.6
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,1,3,44,1,1,38,2,3,30,1,3,30,2,3,41,1,2,45,1,1,2,22,16,6,9,7,2,2,19.6
11,1,3,39,1,1,42,1,3,8,1,3,11,1,3,44,1,2,44,1,1,0,16,7,9,7,4,3,2,8
30,1,3,44,2,1,36,1,3,33,1,3,32,1,3,37,1,2,49,1,1,1,17,16,1,8,7,1,1,20.66666667
30,2,3,47,1,1,34,1,3,30,2,3,31,2,3,42,1,2,50,1,1,3,25,16,9,10,7,3,2,22.33333333
30,1,3,34,1,1,30,1,3,36,1,3,32,1,3,32,1,2,50,1,1,0,16,16,0,7,7,0,1,29.57142857
20,2,3,43,1,1,0,0,3,0,0,3,2,1,3,41,1,2,47,1,1,1,13,4,9,6,3,3,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,32,1,2,46,1,1,0,3,3,0,2,2,0,1,0
30,1,3,38,1,1,37,1,3,30,1,3,33,2,3,40,1,2,47,1,1,1,19,16,3,8,7,1,2,33
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
39,1,3,40,1,1,37,1,3,35,1,3,30,1,3,39,1,2,44,1,1,0,16,16,0,7,7,0,1,30.28571429
0,0,3,0,1,1,29,1,3,0,1,3,0,0,3,18,1,2,3,1,1,0,10,0,10,5,0,5,2,0
0,0,3,0,0,1,40,1,3,23,1,3,0,0,3,0,1,2,50,1,1,0,9,4,5,4,2,2,2,23
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,16,1,3,0,0,3,0,0,2,40,1,1,0,4,1,3,2,1,1,2,16
9,3,3,14,2,1,10,3,3,1,3,3,19,3,3,34,1,2,50,1,1,5,41,3,38,16,2,14,2,0.333333333
7,1,3,39,1,1,2,1,3,8,1,3,5,1,3,27,2,2,28,1,1,1,18,1,17,8,1,7,2,8
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
8,2,3,21,1,1,7,1,3,7,2,3,8,1,3,25,2,2,14,1,1,3,24,0,24,10,0,10,2,3.5
40,1,3,37,1,1,35,1,3,40,1,3,30,1,3,41,1,2,43,1,1,0,16,16,0,7,7,0,1,33.42857143
23,3,3,32,1,1,40,1,3,26,3,3,28,1,3,33,2,2,50,1,1,3,30,7,23,12,4,8,2,8.666666667
0,0,3,0,0,1,23,1,3,15,1,3,0,0,3,0,0,2,47,1,1,0,7,1,6,3,1,2,2,15
0,0,3,0,0,1,44,1,3,0,0,3,0,0,3,0,0,2,47,1,1,0,4,4,0,2,2,0,1,0
41,1,3,46,1,1,38,1,3,34,1,3,34,2,3,44,1,2,47,1,1,1,19,16,3,8,7,1,1,36.83333333
0,0,3,37,1,1,0,0,3,0,1,3,0,0,3,0,0,2,0,0,1,0,4,1,3,2,1,1,2,0
0,0,3,9,1,1,0,0,3,0,0,3,0,0,3,30,1,2,0,0,1,0,3,2,1,2,1,1,2,0
31,1,3,44,1,1,42,2,3,31,1,3,31,1,3,35,2,2,46,1,1,2,21,16,5,9,7,2,2,19.6
31,1,3,38,1,1,49,1,3,39,2,3,30,1,3,38,1,2,44,1,1,1,19,16,3,8,7,1,1,26.55555556
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,16,2,3,0,0,3,30,1,2,43,1,1,1,9,3,6,4,2,2,2,8
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,34,1,1,40,1,3,30,3,3,30,2,3,36,1,2,50,1,1,2,25,16,9,10,7,3,2,19.3
2,1,3,36,1,1,0,0,3,0,0,3,0,0,3,30,1,2,0,0,1,0,6,3,3,3,2,1,2,0
42,2,3,43,1,1,37,1,3,34,1,3,30,1,3,39,1,2,50,1,1,1,19,16,3,8,7,1,1,31.28571429
