NOTA_INT,VECES_INT,CREDITOS_INT,NOTA_DEM,VECES_DEM,CREDITOS_DEM,NOTA_POO,VECES_POO,CREDITOS_POO,NOTA_FIS_DOS,VECES_FIS_DOS,CREDITOS_FIS_DOS,NOTA_CIR_UNO,VECES_CIR_UNO,CREDITOS_CIR_UNO,NOTA_EYB,VECES_EYB,CREDITOS_EYB,NOTA_HCI,VECES_HCI,CREDITOS_HCI,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,PROMEDIO_TRES
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,15,1,2,0,0,1,0,2,0,2,1,0,1,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,2,3,47,1,1,45,1,3,30,2,3,30,2,3,33,1,2,50,1,1,3,25,16,9,10,7,3,2,33.85714286
31,1,3,42,1,1,0,0,3,32,1,3,35,1,3,38,1,2,50,1,1,0,13,13,0,6,6,0,1,32
11,3,3,36,1,1,20,2,3,8,3,3,13,3,3,34,1,2,41,2,1,5,38,4,34,15,3,12,2,2.666666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,38,1,1,41,1,3,0,0,3,0,0,3,34,1,2,42,1,1,0,10,10,0,5,5,0,1,36.5
30,2,3,39,1,1,33,2,3,40,3,3,37,1,3,38,2,2,36,1,1,4,30,16,14,12,7,5,2,24.33333333
31,2,3,42,1,1,39,2,3,36,2,3,31,1,3,36,1,2,39,1,1,3,25,16,9,10,7,3,2,25.375
30,1,3,44,1,1,37,1,3,32,1,3,33,1,3,41,1,2,50,1,1,0,16,16,0,7,7,0,1,29.625
0,0,3,35,1,1,0,0,3,0,0,3,0,0,3,15,1,2,13,1,1,0,4,1,3,3,1,2,2,0
44,1,3,47,1,1,34,1,3,36,1,3,30,1,3,41,1,2,40,1,1,0,16,16,0,7,7,0,1,32.85714286
0,0,3,13,1,1,0,1,3,0,0,3,0,0,3,3,1,2,0,0,1,0,6,0,6,3,0,3,2,0
38,1,3,42,1,1,43,1,3,30,1,3,36,2,3,31,1,2,44,1,1,1,19,16,3,8,7,1,1,21.25
32,1,3,39,1,1,39,1,3,30,1,3,31,1,3,38,1,2,50,1,1,0,16,16,0,7,7,0,1,19.7
3,1,3,40,1,1,30,3,3,1,1,3,0,0,3,30,2,2,10,1,1,2,21,6,15,9,3,6,2,1
30,1,3,43,1,1,31,1,3,31,1,3,31,1,3,35,1,2,47,1,1,0,16,16,0,7,7,0,1,29.71428571
30,1,3,39,1,1,41,1,3,37,1,3,36,2,3,33,1,2,38,1,1,1,19,16,3,8,7,1,1,23.22222222
2,1,3,38,1,1,45,2,3,16,1,3,7,1,3,40,1,2,40,1,1,1,19,7,12,8,4,4,2,16
36,2,3,45,1,1,37,1,3,35,2,3,38,2,3,35,1,2,42,1,1,3,25,16,9,10,7,3,2,31.28571429
33,1,3,40,1,1,35,1,3,31,2,3,33,1,3,31,1,2,39,1,1,1,19,16,3,8,7,1,2,25.375
38,1,3,40,1,1,47,1,3,38,1,3,38,1,3,35,1,2,49,1,1,0,16,16,0,7,7,0,1,35.5
35,2,3,41,1,1,30,1,3,33,2,3,30,1,3,42,1,2,34,1,1,2,22,16,6,9,7,2,2,22.83333333
30,1,3,40,1,1,43,1,3,38,1,3,34,1,3,40,1,2,50,1,1,0,16,16,0,7,7,0,1,34.33333333
31,1,3,42,1,1,37,1,3,34,2,3,32,1,3,38,1,2,40,1,1,1,19,16,3,8,7,1,2,19.6
38,2,3,36,1,1,37,1,3,30,2,3,30,1,3,41,1,2,34,1,1,2,22,16,6,9,7,2,2,18.54545455
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,2,3,37,1,1,37,1,3,30,2,3,32,2,3,41,1,2,43,1,1,3,25,16,9,10,7,3,2,20.88888889
30,1,3,42,1,1,42,1,3,33,1,3,32,2,3,43,1,2,43,1,1,1,19,16,3,8,7,1,1,33.42857143
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,46,1,1,45,1,3,37,1,3,37,2,3,44,1,2,40,1,1,1,19,16,3,8,7,1,1,30.57142857
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,1,1,13,1,3,0,0,3,0,0,3,37,1,2,35,1,1,0,7,3,4,4,2,2,2,0
31,1,3,41,1,1,38,2,3,32,2,3,39,2,3,32,1,2,40,1,1,3,25,16,9,10,7,3,2,27.25
36,2,3,40,1,1,45,1,3,32,2,3,30,1,3,30,1,2,45,1,1,2,22,16,6,9,7,2,2,27.5
0,0,3,13,1,1,32,1,3,0,0,3,0,0,3,15,1,2,30,1,1,0,7,4,3,4,2,2,2,0
35,1,3,45,1,1,32,1,3,32,2,3,30,1,3,44,1,2,39,1,1,1,19,16,3,8,7,1,2,26.875
0,0,3,40,1,1,45,1,3,0,0,3,0,0,3,44,1,2,40,1,1,0,7,7,0,4,4,0,1,0
40,2,3,40,1,1,42,1,3,37,1,3,32,1,3,39,1,2,37,1,1,1,19,16,3,8,7,1,1,31
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
40,2,3,40,1,1,37,2,3,35,1,3,30,1,3,39,1,2,39,1,1,2,22,16,6,9,7,2,2,24
0,0,3,37,1,1,2,1,3,0,0,3,0,0,3,24,1,2,0,0,1,0,6,1,5,3,1,2,2,0
30,1,3,44,1,1,42,1,3,36,1,3,33,1,3,38,1,2,46,1,1,0,16,16,0,7,7,0,1,25.625
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,40,1,1,10,1,3,0,0,3,0,0,3,0,0,2,0,0,1,0,4,1,3,2,1,1,2,0
32,1,3,37,1,1,30,1,3,33,1,3,35,3,3,36,1,2,41,1,1,1,22,16,6,9,7,2,2,22
32,1,3,35,1,1,37,1,3,32,2,3,33,2,3,41,1,2,33,1,1,2,22,16,6,9,7,2,2,23.33333333
0,0,3,34,1,1,20,1,3,0,0,3,0,0,3,38,1,2,39,1,1,0,7,4,3,4,3,1,2,0
30,1,3,40,1,1,30,2,3,32,1,3,30,1,3,36,1,2,43,1,1,1,19,16,3,8,7,1,2,26.375
0,0,3,0,1,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,1,0,1,1,0,1,0,0
32,2,3,39,1,1,37,1,3,34,2,3,42,2,3,32,1,2,39,1,1,3,25,16,9,10,7,3,2,31.71428571
34,1,3,40,1,1,42,1,3,36,1,3,37,2,3,46,1,2,49,1,1,1,19,16,3,8,7,1,1,37.16666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
31,1,3,40,1,1,30,1,3,23,1,3,21,1,3,29,2,2,40,1,1,1,18,8,10,8,4,4,2,23
0,0,3,31,1,1,30,1,3,0,0,3,0,0,3,22,1,2,0,0,1,0,6,4,2,3,2,1,2,0
38,2,3,36,1,1,38,1,3,34,2,3,30,2,3,36,1,2,47,1,1,3,25,16,9,10,7,3,2,26.5
30,2,3,44,1,1,37,1,3,40,2,3,31,3,3,41,1,2,43,1,1,3,28,16,12,11,7,4,2,17.44444444
4,1,3,40,1,1,20,2,3,1,1,3,11,1,3,17,1,2,0,1,1,1,19,1,18,8,1,7,2,1
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,37,1,1,18,1,3,0,0,3,0,0,3,20,1,2,0,1,1,0,7,1,6,4,1,3,2,0
9,1,3,37,1,1,33,1,3,16,1,3,28,1,3,50,1,2,50,1,1,0,16,7,9,7,4,3,2,16
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
39,1,3,37,1,1,35,1,3,35,1,3,25,3,3,42,1,2,50,1,1,1,22,13,9,9,6,3,2,35.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,37,1,1,43,1,3,31,1,3,34,2,3,42,1,2,47,1,1,1,19,16,3,8,7,1,1,31
30,1,3,39,1,1,42,2,3,30,1,3,33,2,3,39,1,2,41,1,1,2,22,16,6,9,7,2,2,26.125
31,2,3,40,1,1,30,1,3,30,2,3,36,2,3,34,1,2,48,1,1,3,25,16,9,10,7,3,2,19.88888889
30,1,3,39,1,1,41,1,3,30,1,3,37,2,3,41,1,2,41,1,1,1,19,16,3,8,7,1,1,20.8
30,1,3,35,1,1,39,2,3,36,1,3,33,2,3,36,1,2,40,1,1,2,22,16,6,9,7,2,2,25.25
38,1,3,41,1,1,38,1,3,37,1,3,34,1,3,45,1,2,48,1,1,0,16,16,0,7,7,0,1,33.42857143
41,1,3,37,1,1,35,2,3,39,3,3,30,1,3,33,3,2,34,1,1,3,29,16,13,12,7,5,2,19.5
13,2,3,22,1,1,45,1,3,15,2,3,32,1,3,0,0,2,50,1,1,2,20,7,13,8,3,5,2,12.25
30,2,3,41,1,1,35,2,3,33,1,3,34,2,3,37,1,2,48,1,1,3,25,16,9,10,7,3,2,25.625
0,0,3,21,1,1,0,0,3,0,0,3,0,0,3,14,1,2,10,1,1,0,4,0,4,3,0,3,2,0
32,1,3,40,1,1,34,1,3,31,1,3,36,3,3,31,1,2,38,1,1,1,22,16,6,9,7,2,2,25.875
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
45,1,3,44,1,1,46,1,3,40,2,3,43,2,3,43,1,2,41,1,1,2,22,16,6,9,7,2,1,29.125
42,1,3,32,1,1,38,1,3,31,1,3,35,1,3,34,1,2,50,1,1,0,16,16,0,7,7,0,1,34.83333333
37,1,3,31,2,1,37,3,3,35,1,3,31,1,3,43,1,2,30,1,1,2,23,16,7,10,7,3,2,22.44444444
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
20,3,3,33,1,1,10,2,3,19,3,3,20,3,3,30,1,2,31,1,1,4,37,4,33,14,3,11,2,6.333333333
25,2,3,15,2,1,3,2,3,1,2,3,13,2,3,13,2,2,0,0,1,6,30,0,30,12,0,12,2,0.5
30,1,3,45,1,1,33,3,3,32,2,3,30,2,3,36,1,2,39,1,1,3,28,16,12,11,7,4,2,15.46153846
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
38,2,3,32,1,1,46,1,3,17,2,3,26,3,3,0,0,2,44,1,1,3,26,8,18,10,4,6,2,18
37,2,3,35,1,1,0,0,3,18,1,3,0,0,3,50,2,2,43,1,1,2,15,7,8,7,4,3,2,18
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,2,3,41,1,1,37,1,3,37,2,3,33,1,3,35,1,2,47,1,1,2,22,16,6,9,7,2,2,26.375
34,1,3,31,1,1,0,0,3,20,1,3,30,1,3,0,0,2,0,0,1,0,10,7,3,4,3,1,2,20
37,1,3,41,1,1,45,1,3,29,1,3,31,2,3,0,0,2,45,1,1,1,17,11,6,7,5,2,1,29.33333333
41,2,3,39,1,1,44,1,3,37,1,3,33,2,3,42,1,2,39,1,1,2,22,16,6,9,7,2,2,30.28571429
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
34,1,3,43,1,1,45,1,3,38,1,3,30,1,3,44,1,2,40,1,1,0,16,16,0,7,7,0,1,37.16666667
30,1,3,34,1,1,45,1,3,38,1,3,30,2,3,41,1,2,34,1,1,1,19,16,3,8,7,1,1,31.71428571
42,2,3,35,1,1,44,1,3,34,2,3,27,3,3,38,1,2,40,1,1,3,28,13,15,11,6,5,2,12.2
30,1,3,40,1,1,41,1,3,30,1,3,36,1,3,43,1,2,44,1,1,0,16,16,0,7,7,0,1,27.25
39,1,3,42,1,1,39,1,3,31,1,3,34,1,3,50,2,2,39,1,1,1,18,16,2,8,7,1,1,25.375
6,1,3,0,0,1,0,0,3,0,0,3,8,1,3,14,1,2,0,0,1,0,8,0,8,3,0,3,2,0
44,2,3,30,1,1,42,1,3,36,2,3,32,2,3,44,1,2,41,1,1,3,25,16,9,10,7,3,2,28.42857143
33,1,3,30,1,1,39,1,3,32,1,3,36,3,3,40,1,2,41,1,1,1,22,16,6,9,7,2,2,35.83333333
43,1,3,32,2,1,38,1,3,30,2,3,30,1,3,37,1,2,39,1,1,2,20,16,4,9,7,2,2,24.375
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
9,1,3,41,2,1,32,1,3,26,1,3,5,1,3,33,2,2,44,2,1,3,20,7,13,10,4,6,2,26
0,0,3,24,1,1,2,1,3,0,0,3,0,0,3,11,1,2,0,0,1,0,6,0,6,3,0,3,2,0
0,1,3,0,1,1,10,2,3,0,0,3,0,1,3,16,2,2,30,1,1,2,18,1,17,8,1,7,2,0
36,1,3,32,1,1,44,1,3,34,1,3,37,2,3,40,1,2,42,1,1,1,19,16,3,8,7,1,1,24.33333333
30,1,3,43,1,1,46,1,3,34,1,3,37,2,3,41,1,2,37,1,1,1,19,16,3,8,7,1,1,29.85714286
0,0,3,39,1,1,21,1,3,0,0,3,0,0,3,35,1,2,37,1,1,0,7,4,3,4,3,1,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
33,2,3,40,1,1,35,1,3,35,1,3,35,3,3,37,1,2,41,1,1,2,25,16,9,10,7,3,2,28.42857143
0,0,3,33,1,1,27,1,3,0,0,3,0,0,3,33,1,2,48,1,1,0,7,4,3,4,3,1,1,0
34,1,3,43,1,1,44,1,3,35,1,3,33,2,3,39,1,2,36,1,1,1,19,16,3,8,7,1,1,31.28571429
0,0,3,21,2,1,22,2,3,0,0,3,0,0,3,0,0,2,15,2,1,3,10,0,10,6,0,6,2,0
0,0,3,0,0,1,32,1,3,0,0,3,0,0,3,5,1,2,0,0,1,0,5,3,2,2,1,1,2,0
13,2,3,41,1,1,38,1,3,5,2,3,5,2,3,30,1,2,42,1,1,3,25,7,18,10,4,6,2,2.5
37,1,3,42,1,1,41,1,3,32,1,3,35,1,3,34,1,2,42,1,1,0,16,16,0,7,7,0,1,28.71428571
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,40,1,1,42,1,3,32,1,3,32,1,3,39,1,2,44,1,1,0,16,16,0,7,7,0,1,34
34,1,3,40,1,1,41,1,3,33,1,3,33,2,3,42,1,2,45,1,1,1,19,16,3,8,7,1,1,31.57142857
33,1,3,41,1,1,40,1,3,32,1,3,15,1,3,41,1,2,47,1,1,0,16,13,3,7,6,1,1,32
0,0,3,0,0,1,6,1,3,0,0,3,0,0,3,0,0,2,0,0,1,0,3,0,3,1,0,1,2,0
30,2,3,40,1,1,30,1,3,34,2,3,31,1,3,37,1,2,46,1,1,2,22,16,6,9,7,2,2,11.42857143
0,0,3,23,1,1,14,1,3,0,0,3,0,0,3,16,1,2,10,1,1,0,7,0,7,4,0,4,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,39,1,1,43,1,3,30,2,3,30,1,3,35,1,2,44,1,1,1,19,16,3,8,7,1,1,17.33333333
19,1,3,39,1,1,39,1,3,0,0,3,23,1,3,35,1,2,42,1,1,0,13,7,6,6,4,2,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,11,1,1,11,1,3,0,0,3,0,0,3,17,1,2,0,0,1,0,6,0,6,3,0,3,2,0
30,1,3,44,1,1,39,1,3,30,2,3,36,1,3,43,1,2,43,1,1,1,19,16,3,8,7,1,1,19.54545455
0,0,3,0,2,1,36,2,3,0,0,3,0,0,3,31,2,2,40,2,1,4,14,6,8,8,3,5,2,0
34,1,3,38,1,1,42,1,3,37,1,3,32,1,3,44,1,2,48,1,1,0,16,16,0,7,7,0,1,21.9
0,0,3,33,1,1,37,1,3,0,0,3,0,0,3,39,1,2,44,1,1,0,7,7,0,4,4,0,1,0
31,1,3,45,1,1,42,1,3,32,1,3,32,1,3,42,1,2,44,1,1,0,16,16,0,7,7,0,1,38.16666667
27,1,3,39,1,1,40,1,3,12,1,3,12,1,3,35,1,2,41,1,1,0,16,7,9,7,4,3,2,12
0,0,3,36,1,1,1,1,3,0,0,3,0,0,3,0,0,2,0,1,1,0,5,1,4,3,1,2,2,0
25,2,3,15,1,1,32,2,3,22,1,3,30,1,3,17,1,2,45,1,1,2,22,7,15,9,3,6,2,24
30,1,3,34,1,1,34,2,3,33,1,3,31,1,3,50,2,2,42,1,1,2,21,16,5,9,7,2,2,15.45454545
0,0,3,37,1,1,0,0,3,0,0,3,0,0,3,28,1,2,0,0,1,0,3,1,2,2,1,1,1,0
33,1,3,45,2,1,42,1,3,43,1,3,30,1,3,43,1,2,50,1,1,1,17,16,1,8,7,1,1,41
43,2,3,33,1,1,32,1,3,35,1,3,31,2,3,39,1,2,41,1,1,2,22,16,6,9,7,2,2,35.33333333
34,2,3,36,1,1,33,1,3,36,1,3,33,2,3,39,1,2,41,2,1,3,23,16,7,10,7,3,2,26.875
33,2,3,30,2,1,32,1,3,31,1,3,40,1,3,42,2,2,44,1,1,3,22,16,6,10,7,3,2,19.18181818
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
35,1,3,40,1,1,39,2,3,35,1,3,36,1,3,38,1,2,39,1,1,1,19,16,3,8,7,1,1,29.71428571
0,0,3,10,1,1,0,1,3,0,0,3,0,0,3,0,1,2,0,1,1,0,7,0,7,4,0,4,2,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,1,3,39,1,1,13,3,3,32,1,3,21,2,3,34,1,2,44,1,1,2,25,10,15,10,5,5,2,12
38,1,3,42,1,1,41,1,3,31,1,3,35,1,3,37,1,2,45,1,1,0,16,16,0,7,7,0,1,35
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
42,1,3,41,1,1,50,1,3,44,1,3,41,1,3,44,1,2,48,1,1,0,16,16,0,7,7,0,1,40.33333333
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
40,1,3,41,1,1,38,1,3,35,1,3,33,1,3,38,1,2,43,1,1,0,16,16,0,7,7,0,1,36.83333333
0,1,3,37,1,1,22,1,3,0,0,3,0,0,3,30,1,2,0,0,1,0,9,3,6,4,2,2,2,0
30,1,3,40,1,1,50,1,3,32,2,3,34,1,3,38,1,2,46,1,1,1,19,16,3,8,7,1,1,25.77777778
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,1,1,1,0,1,0,1,1,0,1,2,0
13,2,3,37,1,1,40,2,3,7,1,3,20,2,3,41,1,2,47,1,1,3,25,7,18,10,4,6,2,7
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
38,1,3,41,1,1,38,1,3,33,2,3,31,1,3,48,1,2,50,1,1,1,19,16,3,8,7,1,1,22.75
30,1,3,41,1,1,36,1,3,33,1,3,35,2,3,45,1,2,44,1,1,1,19,16,3,8,7,1,1,29.71428571
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
36,1,3,37,1,1,34,1,3,31,1,3,30,1,3,38,1,2,47,1,1,0,16,16,0,7,7,0,1,21.66666667
34,1,3,36,1,1,32,1,3,34,1,3,34,1,3,35,1,2,41,1,1,0,16,16,0,7,7,0,1,24
30,3,3,38,1,1,39,1,3,31,3,3,33,1,3,42,1,2,50,1,1,2,28,16,12,11,7,4,2,15.58333333
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,3,3,0,1,1,0,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,42,1,1,45,1,3,31,1,3,30,1,3,35,1,2,50,1,1,0,16,16,0,7,7,0,1,37.16666667
0,0,3,32,1,1,0,2,3,0,0,3,2,1,3,14,2,2,0,0,1,2,14,1,13,6,1,5,2,0
30,1,3,34,1,1,35,1,3,29,3,3,32,1,3,36,1,2,45,1,1,1,22,13,9,9,6,3,2,10.25
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
41,2,3,37,1,1,40,1,3,39,2,3,31,2,3,34,1,2,41,1,1,3,25,16,9,10,7,3,2,28.125
30,1,3,39,1,1,42,1,3,32,1,3,41,2,3,30,1,2,45,1,1,1,19,16,3,8,7,1,1,34.66666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,27,1,2,35,1,1,0,3,1,2,2,1,1,2,0
34,2,3,40,1,1,43,1,3,38,2,3,36,1,3,40,1,2,40,1,1,2,22,16,6,9,7,2,2,21.8
33,1,3,43,1,1,33,1,3,34,1,3,33,3,3,42,1,2,40,1,1,1,22,16,6,9,7,2,2,35.33333333
32,3,3,36,1,1,37,1,3,29,3,3,36,1,3,33,1,2,41,1,1,2,28,13,15,11,6,5,2,13.66666667
30,1,3,40,1,1,35,1,3,38,2,3,31,1,3,36,1,2,41,1,1,1,19,16,3,8,7,1,2,30.14285714
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
35,1,3,38,1,1,42,1,3,41,2,3,35,1,3,45,1,2,42,1,1,1,19,16,3,8,7,1,1,23
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
32,1,3,40,1,1,37,1,3,34,1,3,40,1,3,44,1,2,46,1,1,0,16,16,0,7,7,0,1,31.42857143
31,1,3,42,1,1,38,1,3,34,1,3,35,2,3,44,1,2,36,1,1,1,19,16,3,8,7,1,1,31.85714286
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,1,3,35,1,1,33,1,3,0,0,3,18,1,3,39,1,2,41,1,1,0,13,10,3,6,5,1,1,0
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
37,1,3,48,1,1,40,1,3,30,1,3,33,2,3,38,1,2,45,1,1,1,19,16,3,8,7,1,1,30.42857143
38,1,3,42,1,1,34,1,3,40,1,3,38,1,3,44,1,2,48,1,1,0,16,16,0,7,7,0,1,36.83333333
31,1,3,43,1,1,39,1,3,31,1,3,33,1,3,45,1,2,48,1,1,0,16,16,0,7,7,0,1,33.66666667
34,1,3,43,1,1,35,1,3,30,1,3,33,2,3,39,1,2,47,1,1,1,19,16,3,8,7,1,2,33
7,2,3,0,0,1,33,1,3,5,2,3,0,0,3,0,0,2,46,1,1,2,16,4,12,6,2,4,2,2.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
30,2,3,46,1,1,38,3,3,36,3,3,31,1,3,31,1,2,42,1,1,3,31,16,15,12,7,5,2,23.85714286
43,1,3,43,1,1,36,1,3,31,1,3,33,1,3,41,1,2,49,1,1,0,16,16,0,7,7,0,1,32.57142857
34,2,3,30,1,1,41,1,3,23,3,3,1,3,3,35,2,2,43,1,1,4,33,10,23,13,5,8,2,5.6
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1,28,1,3,0,0,3,0,0,3,42,1,2,44,1,1,0,6,3,3,3,2,1,1,0
30,1,3,0,0,1,40,1,3,26,1,3,11,1,3,34,1,2,37,1,1,0,15,9,6,6,4,2,2,26
34,1,3,39,1,1,40,1,3,37,2,3,30,1,3,42,1,2,44,1,1,1,19,16,3,8,7,1,1,23.1
35,1,3,44,1,1,41,1,3,30,1,3,33,1,3,38,2,2,46,1,1,1,18,16,2,8,7,1,1,26.875
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
49,1,3,46,1,1,40,1,3,37,2,3,35,1,3,35,1,2,48,1,1,1,19,16,3,8,7,1,1,30.85714286
35,1,3,37,1,1,37,1,3,36,1,3,33,1,3,40,1,2,48,1,1,0,16,16,0,7,7,0,1,37.66666667
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
26,1,3,43,1,1,33,1,3,30,1,3,30,1,3,36,1,2,48,1,1,0,16,13,3,7,6,1,1,30
32,1,3,44,1,1,38,1,3,26,2,3,9,2,3,33,1,2,46,1,1,2,22,10,12,9,5,4,2,11.5
0,0,3,0,0,1,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
