NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;ESTADO_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;ESTADO DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;ESTADO TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;ESTADO CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;ESTADO CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;ESTADO SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;ESTADO SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;ESTADO OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;ESTADO NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_CD&C;VECES_CD&C;CREDITOS_CD&C;NOTA_DITO;VECES_DITO;CREDITOS_DITO;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ASES;VECES_ASES;CREDITOS_ASES;NOTA_TOP;VECES_TOP;CREDITOS_TOP;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_FOTO;VECES_FOTO;CREDITOS_FOTO;NOTA_SUELOS;VECES_SUELOS;CREDITOS_SUELOS;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_GEOGEO;VECES_GEOGEO;CREDITOS_GEOGEO;NOTA_PRII;VECES_PRII;CREDITOS_PRII;NOTA_GH&F;VECES_GH&F;CREDITOS_GH&F;NOTA_ECO_UNO;VECES_ECO_UNO;CREDITOS_ECO_UNO;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EST;VECES_EST;CREDITOS_EST;NOTA_AGEO;VECES_AGEO;CREDITOS_AGEO;NOTA_BD;VECES_BD;CREDITOS_BD;NOTA_CARTO;VECES_CARTO;CREDITOS_CARTO;NOTAS_SISC;VECES_SISC;CREDITOS_SISC;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_GEO_FIS;VECES GEO_FIS;CREDITOS_GEO_FIS;NOTA_SIG;VECES_SIG;CREDITOS_SIG;NOTA_LEGIC;VECES_LEGIC;CREDITOS_LEGIC;NOTA_ECO_DOS;VECES_ECO_DOS;CREDITO_ECO_DOS;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_GEO_SAL;VECES_GEO_SAL;CREDITOS_GEO_SAL;NOTA_PDI;VECES_PDI;CREDITOS_PDI;NOTA_PROCC;VECES_PROCC;CREDITOS_PROCC;NOTA_AVAP;VECES_AVAP;CREDITOS_AVAP;NOTA_ECONOMET;VECES_ECONOMET;CREDITOS_ECONOMET;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_FOTOD;VECES_FOTOD;CREDITOS_FOTOD;NOTA_AVAM;VECES_AVAM;CREDITOS_AVAM;NOTAS_MINV;VECES_MINV;CREDITOS_MINV;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_ORD_TER;VECES_ORD_TER;CREDITOS_ORD_TER;NOTA_TG_UNO;VECES_TG_UNO;CREDITOS_TG_UNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_VAL;VECES_VAL;CREDITOS_VAL;NOTA_PLADES;VECES_PLADES;CREDITOS_PLADES;NOTA_TG_DOS;VECES_TG_DOS;CREDITOS_TG_DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
899;3,18587E+19;0;2;9;1;20;5;405;64;64;53;61;57;57;64;0;50;65;9;3;10;3;2013;1;29,33333333;2;15;8;7;7;5;2;1;1;4;0;17;0;17;6;0;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;5;27;2;4;40;1;2;41;1;1;37;1;2;8;2;3;31;1;1;41;1;2;4;1;3;0;0;3;0;0;3;0;1;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;13;5;8;2;3,333333333
900;3,18587E+19;0;2;6;1;20;5;399,16;58,38;58,38;61,79;48,76;58,33;58,33;62,09;0;54,39;77,55;6;3;10;3;2013;1;15,63636364;0;15;2;13;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;13;1;4;32;1;2;0;1;1;4;1;2;0;1;3;22;1;1;13;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;1;6;1;1,563636364
901;3,18587E+19;1;0;13;0;0;0;395;68;68;52;62;56;56;54;0;50;63;8;3;10;3;2013;1;32,46666667;0;15;15;0;7;7;0;1;1;34;2;17;17;0;6;6;0;1;1;25,94117647;0;18;9;9;7;3;4;2;3;11;0;17;0;17;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;5;30;1;4;36;1;2;36;1;1;30;1;2;30;1;3;31;1;1;39;1;2;31;1;3;34;1;3;31;1;3;43;2;2;35;1;3;33;2;3;0;0;1;33;1;3;30;1;3;16;1;3;24;1;3;18;1;2;32;1;3;0;0;2;0;0;3;0;0;1;11;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;27;16;11;4;10,34078431
902;3,18587E+19;1;1;8;1;20;5;395;58;58;61;57;58;58;56;0;50;63;8;3;10;3;2013;1;37,4;0;15;15;0;7;7;0;1;1;35,88235294;0;17;17;0;6;6;0;1;1;36,5;0;18;18;0;7;7;0;1;1;41,29411765;0;17;17;0;7;7;0;1;1;35,77777778;1;18;18;0;7;7;0;1;1;39,94117647;0;17;17;0;8;8;0;1;1;41,125;0;16;16;0;7;7;0;1;1;43,07142857;0;14;14;0;6;6;0;1;1;44,30769231;0;13;13;0;5;5;0;1;1;46,81818182;0;11;11;0;4;4;0;1;10;8;34;1;4;43;1;2;45;1;1;42;1;2;31;1;3;35;1;1;41;1;2;32;1;3;36;1;3;31;1;3;35;1;2;42;1;3;39;1;3;36;1;1;37;1;3;37;1;3;31;1;3;34;1;3;42;1;2;40;1;3;43;1;2;32;1;3;45;1;1;41;1;2;38;1;3;46;1;3;47;1;3;43;1;2;39;2;2;36;1;2;30;1;3;33;1;3;43;1;3;30;1;3;49;1;2;43;1;2;47;1;1;31;1;2;30;1;3;42;1;3;39;1;2;46;1;2;44;1;2;38;1;2;44;1;3;40;1;3;40;1;2;36;1;2;45;1;2;43;1;2;45;1;3;38;1;3;44;1;2;40;1;2;50;1;2;;;;41;1;3;49;1;2;39;1;3;46;1;3;50;1;2;50;1;3;37;1;2;47;1;3;50;1;3;1;64;64;0;10;40,21177275
903;3,18587E+19;1;1;6;1;20;5;402;52;52;66;62;48;48;56;0;58;72;5;2;10;1;2013;1;38,6;0;15;15;0;7;7;0;1;1;37,47058824;0;17;17;0;6;6;0;1;1;38,44444444;1;18;18;0;7;7;0;1;1;44,29411765;0;17;17;0;7;7;0;1;1;38,05555556;2;18;18;0;7;7;0;1;1;40,58823529;0;17;17;0;8;8;0;1;1;40,0625;0;16;16;0;7;7;0;1;1;39,85714286;0;14;14;0;6;6;0;1;1;41,23076923;0;13;13;0;5;5;0;1;1;43,36363636;0;11;11;0;4;4;0;1;10;8;34;1;4;45;1;2;46;1;1;41;1;2;38;1;3;31;1;1;40;1;2;35;1;3;35;1;3;36;1;3;35;1;2;46;1;3;37;1;3;37;1;1;32;1;3;37;1;3;35;2;3;37;1;3;47;1;2;46;1;3;50;1;2;36;1;3;48;1;1;49;1;2;38;1;3;46;1;3;49;1;3;45;2;2;32;2;2;39;1;2;39;1;3;39;1;3;43;1;3;30;1;3;44;1;2;50;1;2;36;1;1;50;1;2;33;1;3;33;1;3;42;1;2;42;1;2;45;1;2;41;1;2;43;1;3;40;1;3;44;1;2;30;1;2;36;1;2;46;1;2;40;1;3;38;1;3;39;1;2;35;1;2;42;1;2;;;;39;1;3;50;1;2;36;1;3;37;1;3;50;1;2;45;1;3;30;1;2;44;1;3;50;1;3;3;64;64;0;10;40,19669896
904;3,18587E+19;0;1;20;1;227;15;392;68;68;52;52;54;54;56;0;50;94;1;1;10;3;2013;1;38,4;0;15;15;0;7;7;0;1;1;36,11764706;1;17;17;0;6;6;0;1;1;35,44444444;2;18;18;0;7;7;0;1;1;36,47058824;1;17;17;0;7;7;0;1;1;35,05555556;2;18;18;0;7;7;0;1;1;39,76470588;1;17;17;0;8;8;0;1;1;36,75;0;16;16;0;7;7;0;1;1;39;0;14;14;0;6;6;0;1;1;39,90909091;0;13;11;2;5;4;1;1;1;34,5;1;11;8;3;4;3;1;1;10;2;42;1;4;37;1;2;37;1;1;42;1;2;35;1;3;32;1;1;38;1;2;47;2;3;34;1;3;35;1;3;40;1;2;30;1;3;32;1;3;36;2;1;36;2;3;31;1;3;32;1;3;32;1;3;40;1;2;43;1;3;44;1;2;30;1;3;49;1;1;33;1;2;32;1;3;35;2;3;42;1;3;39;1;2;36;2;2;38;1;2;33;2;3;31;1;3;40;1;3;31;1;3;45;1;2;47;1;2;47;1;1;50;2;2;31;1;3;32;1;3;37;1;2;41;1;2;33;1;2;37;1;2;37;1;3;41;1;3;44;1;2;30;1;2;33;1;2;38;1;2;42;1;3;34;1;3;45;1;2;35;1;2;41;1;2;;;;40;1;3;38;1;2;41;1;3;40;1;3;0;0;2;30;1;3;30;2;2;42;1;3;0;0;3;8;64;62;2;10;37,14120321
905;3,18587E+19;0;2;11;1;20;5;393;65;65;53;55;54;54;57;0;47;63;11;4;10;2;2013;1;35;1;15;15;0;7;7;0;1;1;33,52941176;2;17;17;0;6;6;0;1;1;37,55555556;1;18;18;0;7;7;0;1;1;39,17647059;0;17;17;0;7;7;0;1;1;35,11111111;2;18;18;0;7;7;0;1;1;38,23529412;1;17;17;0;8;8;0;1;1;38,625;0;16;16;0;7;7;0;1;1;40,71428571;0;14;14;0;6;6;0;1;1;40,92307692;0;13;13;0;5;5;0;1;1;42,81818182;1;11;11;0;4;4;0;1;10;2;33;1;4;39;1;2;40;1;1;30;1;2;34;2;3;37;1;1;38;1;2;30;1;3;31;2;3;30;2;3;42;1;2;36;1;3;35;1;3;40;2;1;39;1;3;32;1;3;34;1;3;41;1;3;42;1;2;38;1;3;37;1;2;37;1;3;39;1;1;32;1;2;38;1;3;43;1;3;45;1;3;32;2;2;31;2;2;34;1;2;33;1;3;34;1;3;41;1;3;38;1;3;38;1;2;36;1;2;39;1;1;34;1;2;37;2;3;42;1;3;38;1;2;41;1;2;41;1;2;37;1;2;36;1;3;38;1;3;39;1;2;39;1;2;42;1;2;42;1;2;40;1;3;36;1;3;44;1;2;42;1;2;43;1;2;;;;34;1;3;42;1;2;38;1;3;44;1;3;50;1;2;39;1;3;36;2;2;44;1;3;50;1;3;8;64;64;0;10;38,16883876
906;3,18587E+19;0;1;15;1;20;5;392;55;55;62;50;55;55;59;0;45;59;6;3;10;3;2013;1;36,86666667;0;15;15;0;7;7;0;1;1;33,76470588;0;17;17;0;6;6;0;1;1;34,05555556;4;18;18;0;7;7;0;1;1;36,58823529;1;17;17;0;7;7;0;1;1;36,38888889;5;18;18;0;7;7;0;1;1;37,23529412;1;17;17;0;8;8;0;1;1;39,1875;1;16;16;0;7;7;0;2;3;40,78571429;0;14;14;0;6;6;0;1;1;38,45454545;0;13;11;2;5;4;1;1;1;45,5;0;11;6;5;4;2;2;1;10;2;37;1;4;43;1;2;37;1;1;40;1;2;30;1;3;32;1;1;40;1;2;32;1;3;31;1;3;31;1;3;35;1;2;38;1;3;36;1;3;38;1;1;38;2;3;30;1;3;32;2;3;31;2;3;34;2;2;38;1;3;42;1;2;30;1;3;44;1;1;37;1;2;30;1;3;36;2;3;44;1;3;36;2;2;34;2;2;31;1;2;37;2;3;34;2;3;40;2;3;40;1;3;44;1;2;37;1;2;42;1;1;34;2;2;31;1;3;40;1;3;34;1;2;40;1;2;43;1;2;48;1;2;30;1;3;37;1;3;47;1;2;36;1;2;39;3;2;40;1;2;43;1;3;40;1;3;49;1;2;35;1;2;37;1;2;;;;40;1;3;36;1;2;37;1;3;40;1;3;0;0;2;50;1;3;0;0;2;41;1;3;0;0;3;12;64;61;3;10;37,88271061
907;3,18587E+19;1;1;10;1;20;5;405;53;53;60;61;57;57;64;0;50;48;10;3;10;3;2013;1;35,4;1;15;15;0;7;7;0;1;1;32,11764706;2;17;17;0;6;6;0;1;1;32,61111111;3;18;18;0;7;7;0;2;3;37,47058824;0;17;17;0;7;7;0;1;1;35,61111111;2;18;18;0;7;7;0;2;3;40;0;17;17;0;8;8;0;1;1;39,5625;0;16;16;0;7;7;0;1;1;33,78571429;1;14;14;0;6;6;0;1;1;34,375;0;13;8;5;5;3;2;1;1;41,875;0;11;8;3;4;3;1;1;10;2;36;1;4;37;1;2;39;1;1;36;1;2;31;1;3;33;2;1;38;1;2;36;2;3;36;1;3;30;1;3;30;1;2;30;1;3;30;2;3;38;1;1;31;1;3;31;3;3;30;3;3;35;3;3;36;1;2;32;1;3;41;1;2;35;1;3;45;1;1;39;1;2;32;1;3;34;1;3;43;1;3;40;3;2;30;3;2;45;1;2;30;1;3;34;1;3;39;1;3;34;1;3;40;1;2;40;1;2;41;1;1;45;1;2;31;1;3;44;1;3;39;1;2;43;1;2;44;1;2;38;1;2;44;1;3;41;1;3;44;1;2;33;1;2;30;1;2;35;2;2;35;1;3;32;1;3;36;1;2;35;1;2;30;1;2;;;;31;1;3;31;1;2;0;0;3;40;1;3;0;0;2;46;1;3;37;1;2;41;1;3;0;0;3;9;64;61;3;10;36,28086718
908;3,18587E+19;0;1;10;1;20;5;386;74;74;52;58;52;52;58;0;42;56;10;3;10;2;2013;1;36,66666667;2;15;15;0;7;7;0;2;3;33,35294118;2;17;17;0;6;6;0;1;1;37,22222222;4;18;18;0;7;7;0;2;3;39,47058824;0;17;17;0;7;7;0;1;1;33,16666667;1;18;18;0;7;7;0;1;1;36,27272727;1;17;11;6;8;5;3;2;3;35,23076923;1;16;11;5;7;5;2;1;1;36,5;0;14;4;10;6;2;4;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;2;32;1;4;39;1;2;42;1;1;32;2;2;42;3;3;30;1;1;41;1;2;34;2;3;31;1;3;30;2;3;36;1;2;40;1;3;30;1;3;33;2;1;41;3;3;35;2;3;30;2;3;40;1;3;41;1;2;39;1;3;41;1;2;36;1;3;45;1;1;44;1;2;38;1;3;34;1;3;44;1;3;35;1;2;37;2;2;30;1;2;30;1;3;34;1;3;32;1;3;35;1;3;37;1;2;0;0;2;0;0;1;36;2;2;0;0;3;39;1;3;33;1;2;35;1;2;45;1;2;24;1;2;0;0;3;40;2;3;36;1;2;34;1;2;30;1;2;0;0;2;0;0;3;0;0;3;38;1;2;0;0;2;35;1;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;11;55;46;9;8;28,78825815
909;3,18587E+19;0;1;8;1;20;5;398;64;64;55;55;52;52;57;0;56;53;7;3;10;3;2013;1;39,2;0;15;15;0;7;7;0;1;1;36,41176471;0;17;17;0;6;6;0;1;1;37,61111111;0;18;18;0;7;7;0;1;1;42,35294118;0;17;17;0;7;7;0;1;1;37,83333333;0;18;18;0;7;7;0;1;1;40,76470588;1;17;17;0;8;8;0;1;1;40,125;0;16;16;0;7;7;0;1;1;42,71428571;0;14;14;0;6;6;0;1;1;42,53846154;0;13;13;0;5;5;0;1;1;44,75;0;11;8;3;4;3;1;1;10;8;37;1;4;44;1;2;42;1;1;40;1;2;39;1;3;37;1;1;38;1;2;39;1;3;34;1;3;33;1;3;35;1;2;42;1;3;35;1;3;33;1;1;39;1;3;35;1;3;33;1;3;38;1;3;43;1;2;41;1;3;42;1;2;32;1;3;47;1;1;44;1;2;39;1;3;46;1;3;50;1;3;41;1;2;38;1;2;38;1;2;33;1;3;41;1;3;45;1;3;30;1;3;45;1;2;46;1;2;49;1;1;32;1;2;35;2;3;43;1;3;37;1;2;45;1;2;44;1;2;40;1;2;45;1;3;41;1;3;38;1;2;31;1;2;39;1;2;44;1;2;42;1;3;38;1;3;42;1;2;45;1;2;48;1;2;;;;41;1;3;39;1;2;41;1;3;43;1;3;50;1;2;0;0;3;32;1;2;48;1;3;50;1;3;1;64;63;1;10;40,43016035
910;3,18587E+19;0;1;8;1;20;5;395;52;52;68;50;58;58;63;0;49;45;8;3;10;2;2013;1;24,8;4;15;5;10;7;3;4;2;3;22;0;17;0;17;6;0;6;2;3;0;0;0;0;0;0;0;0;0;2;31;0;17;2;15;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;5;18;2;4;39;1;2;15;2;1;30;1;2;18;2;3;37;1;1;28;2;2;0;0;3;0;0;3;0;0;3;0;0;2;22;1;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;31;1;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;4;20;4;16;3;7,78
911;3,18587E+19;0;1;20;1;234;30;386;68;68;55;55;54;54;53;0;46;45;20;6;10;2;2013;1;36,33333333;0;15;15;0;7;7;0;1;1;34,11764706;1;17;15;2;6;5;1;1;1;34,94444444;2;18;15;3;7;6;1;2;3;40,5;2;17;12;5;7;5;2;1;1;34,71428571;2;18;7;11;7;3;4;2;3;34,66666667;0;17;3;14;8;2;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;5;35;1;4;39;1;2;39;1;1;38;1;2;34;1;3;30;1;1;40;1;2;43;1;3;33;1;3;31;1;3;23;2;2;33;1;3;38;1;3;36;1;1;42;2;3;33;1;3;27;3;3;32;1;3;40;1;2;37;1;3;0;0;2;0;0;3;39;1;1;33;1;2;38;2;3;39;2;3;50;1;3;36;2;2;0;0;2;33;1;2;0;0;3;35;2;3;0;0;3;0;0;3;37;1;2;0;0;2;30;1;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;7;42;28;14;6;21,52763772
912;3,18587E+19;0;2;7;1;20;5;407;64;64;54;62;50;50;65;0;58;47;7;3;10;2;2013;1;31,33333333;3;15;15;0;7;7;0;2;3;34,76470588;3;17;17;0;6;6;0;2;3;26,88888889;1;18;11;7;7;4;3;2;3;36,25;0;17;8;9;7;3;4;2;3;31;0;18;6;12;7;2;5;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;5;30;3;4;30;1;2;30;1;1;37;1;2;30;2;3;34;1;1;31;2;2;42;1;3;36;2;3;35;3;3;30;1;2;31;2;3;33;1;3;20;2;1;33;1;3;30;1;3;19;1;3;17;1;3;34;1;2;33;1;3;0;0;2;0;0;3;0;0;1;40;1;2;0;0;3;32;1;3;38;1;3;0;0;2;0;0;2;0;0;2;0;0;3;30;1;3;32;1;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;7;34;22;12;5;16,02369281
913;3,18587E+19;0;1;11;1;20;5;398;56;56;57;51;70;70;61;0;49;65;11;4;10;3;2013;1;34,6;1;15;15;0;7;7;0;1;1;34,70588235;0;17;17;0;6;6;0;1;1;35,77777778;1;18;18;0;7;7;0;1;1;40,11764706;0;17;17;0;7;7;0;1;1;35,27777778;0;18;18;0;7;7;0;1;1;38,05882353;0;17;17;0;8;8;0;1;1;38,5625;0;16;16;0;7;7;0;1;1;37,57142857;0;14;14;0;6;6;0;1;1;38;0;13;13;0;5;5;0;1;1;38,90909091;1;11;11;0;4;4;0;1;10;8;32;1;4;40;1;2;42;1;1;36;1;2;30;2;3;37;1;1;35;1;2;32;1;3;33;1;3;30;1;3;43;1;2;37;1;3;36;1;3;34;1;1;39;1;3;34;1;3;34;2;3;35;1;3;41;1;2;34;1;3;42;1;2;41;1;3;45;1;1;44;1;2;37;1;3;35;1;3;42;1;3;36;1;2;37;1;2;30;1;2;40;1;3;30;1;3;39;1;3;34;1;3;43;1;2;38;1;2;44;1;1;50;1;2;30;1;3;33;1;3;39;1;2;37;1;2;42;1;2;43;1;2;34;1;3;39;1;3;48;1;2;32;1;2;34;1;2;38;1;2;38;1;3;40;1;3;30;1;2;37;1;2;41;1;2;;;;31;1;3;45;1;2;39;1;3;38;1;3;40;1;2;45;1;3;31;2;2;37;1;3;40;1;3;3;64;64;0;10;37,1580928
