NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;ESTADO_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;ESTADO DOS;PROMEDIO_TRES;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;ESTADO TRES;PROMEDIO_CUATRO;CAR_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;ESTADO CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;ESTADO CINCO;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;ESTADO SEIS;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;ESTADO SIETE;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;ESTADO OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;ESTADO NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;SEMESTRES_CURSADOS;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_CD&C;VECES_CD&C;CREDITOS_CD&C;NOTA_DITO;VECES_DITO;CREDITOS_DITO;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ASES;VECES_ASES;CREDITOS_ASES;NOTA_TOP;VECES_TOP;CREDITOS_TOP;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_FOTO;VECES_FOTO;CREDITOS_FOTO;NOTA_SUELOS;VECES_SUELOS;CREDITOS_SUELOS;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_PROB;VECES_PROB;CREDITOS_PROB;NOTA_GEOGEO;VECES_GEOGEO;CREDITOS_GEOGEO;NOTA_PRII;VECES_PRII;CREDITOS_PRII;NOTA_GH&F;VECES_GH&F;CREDITOS_GH&F;NOTA_ECO_UNO;VECES_ECO_UNO;CREDITOS_ECO_UNO;NOTA_ME;VECES_ME;CREDITOS_ME;NOTA_EST;VECES_EST;CREDITOS_EST;NOTA_AGEO;VECES_AGEO;CREDITOS_AGEO;NOTA_BD;VECES_BD;CREDITOS_BD;NOTA_CARTO;VECES_CARTO;CREDITOS_CARTO;NOTAS_SISC;VECES_SISC;CREDITOS_SISC;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_GEO_FIS;VECES GEO_FIS;CREDITOS_GEO_FIS;NOTA_SIG;VECES_SIG;CREDITOS_SIG;NOTA_LEGIC;VECES_LEGIC;CREDITOS_LEGIC;NOTA_ECO_DOS;VECES_ECO_DOS;CREDITO_ECO_DOS;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_GEO_SAL;VECES_GEO_SAL;CREDITOS_GEO_SAL;NOTA_PDI;VECES_PDI;CREDITOS_PDI;NOTA_PROCC;VECES_PROCC;CREDITOS_PROCC;NOTA_AVAP;VECES_AVAP;CREDITOS_AVAP;NOTA_ECONOMET;VECES_ECONOMET;CREDITOS_ECONOMET;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_FOTOD;VECES_FOTOD;CREDITOS_FOTOD;NOTA_AVAM;VECES_AVAM;CREDITOS_AVAM;NOTAS_MINV;VECES_MINV;CREDITOS_MINV;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_ORD_TER;VECES_ORD_TER;CREDITOS_ORD_TER;NOTA_TG_UNO;VECES_TG_UNO;CREDITOS_TG_UNO;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_VAL;VECES_VAL;CREDITOS_VAL;NOTA_PLADES;VECES_PLADES;CREDITOS_PLADES;NOTA_TG_DOS;VECES_TG_DOS;CREDITOS_TG_DOS;NAR_TOTAL;NAC_TOTAL;NAA_TOTAL;NAP_TOTAL;NSC_TOTAL;PROMEDIO_TOTAL
914;3,18587E+19;1;2;20;1;120;15;394;61;61;57;57;57;57;59;0;47;59;4;2;10;2;2013;1;38,93333333;2;15;15;0;7;7;0;2;3;37,52941176;1;17;17;0;6;6;0;1;1;34,83333333;0;18;18;0;7;7;0;1;1;42,29411765;1;17;17;0;7;7;0;1;1;37,55555556;0;18;18;0;7;7;0;1;1;37,05882353;1;17;17;0;8;8;0;1;1;38,3125;0;16;16;0;7;7;0;1;1;36,5;0;14;14;0;6;6;0;1;1;34;0;13;11;2;5;4;1;1;1;38,625;0;11;8;3;4;3;1;1;10;2;37;3;4;40;1;2;40;1;1;43;1;2;37;2;3;39;1;1;40;1;2;34;1;3;40;1;3;39;2;3;40;1;2;33;1;3;40;1;3;36;1;1;36;1;3;31;1;3;30;1;3;34;1;3;45;1;2;36;1;3;40;1;2;41;1;3;50;1;1;44;2;2;40;1;3;36;1;3;50;1;3;41;1;2;32;1;2;40;1;2;40;1;3;36;1;3;44;1;3;30;1;3;39;1;2;45;1;2;45;1;1;30;1;2;33;2;3;30;1;3;41;1;2;43;1;2;45;1;2;33;1;2;37;1;3;40;1;3;41;1;2;38;1;2;34;1;2;38;1;2;33;1;3;38;1;3;40;1;2;31;1;2;40;1;2;;;;31;1;3;34;1;2;32;1;3;39;1;3;0;0;2;46;1;3;30;1;2;37;1;3;0;0;3;5;64;62;2;10;37,56420752
915;3,18587E+19;1;1;16;1;20;5;390;67;67;50;55;59;59;56;0;45;46;7;3;10;2;2013;1;33,93333333;2;15;15;0;7;7;0;2;3;33,82352941;3;17;17;0;6;6;0;1;1;37,22222222;0;18;18;0;7;7;0;1;1;41,29411765;1;17;17;0;7;7;0;1;1;39,33333333;1;18;18;0;7;7;0;1;1;38,29411765;1;17;17;0;8;8;0;1;1;35;2;16;11;5;7;5;2;2;3;33,18181818;1;14;11;3;6;5;1;1;1;39;0;13;5;8;5;2;3;2;3;46;0;11;6;5;4;2;2;1;10;2;36;3;4;36;1;2;36;1;1;35;1;2;31;2;3;30;1;1;32;1;2;35;2;3;35;2;3;31;1;3;37;1;2;35;2;3;31;1;3;37;1;1;44;1;3;31;1;3;40;1;3;42;1;3;30;1;2;34;1;3;39;1;2;37;1;3;46;1;1;46;2;2;40;1;3;35;1;3;50;1;3;46;1;2;37;1;2;37;1;2;30;2;3;41;1;3;46;1;3;39;1;3;48;1;2;38;1;2;44;1;1;30;1;2;30;2;3;43;1;3;39;1;2;39;1;2;41;1;2;5;1;2;0;0;3;43;1;3;44;1;2;36;2;2;37;3;2;35;2;2;31;1;3;0;0;3;40;1;2;31;1;2;30;1;2;;;;0;0;3;45;1;2;0;0;3;35;1;3;0;0;2;48;1;3;0;0;2;44;1;3;0;0;3;11;64;56;8;10;37,70824718
916;3,18587E+19;0;1;8;1;20;5;385;64;64;63;49;57;57;48;0;59;41;18;6;10;2;2013;1;33,6;3;15;15;0;7;7;0;1;1;19,71428571;0;17;2;15;6;1;5;2;3;27;1;18;0;18;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;5;33;2;4;33;1;2;35;1;1;37;1;2;30;2;3;37;1;1;35;2;2;15;1;3;11;1;3;0;0;3;42;1;2;13;1;3;25;1;3;27;2;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;4;20;8;12;3;8,031428571
917;3,18587E+19;1;1;20;1;227;15;398;55;55;57;54;55;55;54;0;55;55;20;6;10;2;2013;1;34,4;2;15;15;0;7;7;0;2;3;33,23529412;5;17;17;0;6;6;0;2;3;38,11111111;0;18;9;9;7;4;3;2;3;39,33333333;0;17;9;8;7;4;3;2;3;31;0;18;6;12;7;2;5;2;3;38;0;17;2;15;8;1;7;2;3;0;0;0;0;0;0;0;0;0;2;30;0;14;2;12;6;1;5;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;5;32;3;4;44;1;2;30;1;1;39;1;2;34;2;3;30;1;1;30;1;2;33;3;3;35;1;3;30;2;3;35;2;2;36;2;3;31;2;3;34;1;1;36;1;3;0;0;3;0;0;3;0;0;3;42;1;2;39;1;3;32;1;2;0;0;3;44;1;1;0;0;2;0;0;3;36;1;3;46;1;3;0;0;2;0;0;2;0;0;2;0;0;3;35;1;3;32;1;3;26;1;3;0;0;2;38;1;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;30;1;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;7;48;25;23;7;24,40797386
918;3,18587E+19;0;1;11;1;20;5;396,38;61,16;61,16;56,97;55,8;58,33;58,33;55,79;0;56,79;50,1;11;4;10;99;2013;1;33,33333333;2;15;15;0;7;7;0;2;3;35;4;17;17;0;6;6;0;1;1;32,55555556;3;18;18;0;7;7;0;1;1;40,17647059;2;17;17;0;7;7;0;1;1;35,27777778;2;18;18;0;7;7;0;2;3;35,64705882;0;17;17;0;8;8;0;1;1;34,6875;3;16;16;0;7;7;0;1;1;39,85714286;0;14;14;0;6;6;0;1;1;36,875;0;13;8;5;5;3;2;1;1;39;0;11;3;8;4;1;3;2;10;2;30;2;4;37;1;2;40;1;1;31;1;2;38;3;3;30;1;1;30;1;2;37;2;3;36;1;3;30;2;3;35;1;2;38;2;3;34;2;3;39;1;1;34;1;3;34;2;3;30;2;3;31;2;3;32;1;2;32;1;3;43;1;2;31;1;3;46;1;1;43;2;2;38;2;3;41;1;3;45;1;3;41;1;2;30;3;2;41;2;2;30;1;3;32;1;3;39;1;3;36;1;3;38;1;2;37;1;2;44;1;1;31;1;2;31;1;3;33;1;3;36;1;2;43;1;2;30;1;2;38;1;2;31;1;3;34;2;3;39;1;2;34;2;2;39;2;2;39;1;2;48;1;3;42;1;3;35;1;2;34;1;2;36;1;2;;;;31;1;3;44;1;2;0;0;3;38;1;3;0;0;2;0;0;3;0;0;2;39;1;3;0;0;3;16;64;59;5;10;36,24098389
919;3,18587E+19;0;1;14;1;20;5;406;61;61;47;58;64;64;58;0;58;60;4;2;10;2;2013;1;12,06666667;0;15;0;15;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;5;1;4;22;1;2;13;1;1;20;1;2;13;1;3;13;1;1;6;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;1,206666667
920;3,18587E+19;0;2;10;1;20;5;395;70;70;45;58;59;59;54;0;53;51;10;3;10;3;2013;1;34,86666667;1;15;15;0;7;7;0;1;1;31,94117647;1;17;17;0;6;6;0;1;1;34,66666667;1;18;18;0;7;7;0;2;3;39,35294118;1;17;17;0;7;7;0;1;1;35,22222222;0;18;18;0;7;7;0;1;1;35,47058824;0;17;17;0;8;8;0;1;1;38,125;0;16;16;0;7;7;0;1;1;37,42857143;0;14;14;0;6;6;0;1;1;41,07692308;0;13;13;0;5;5;0;1;1;41,18181818;1;11;11;0;4;4;0;1;10;8;30;1;4;39;1;2;38;1;1;40;1;2;34;2;3;33;1;1;36;1;2;31;1;3;34;1;3;32;2;3;36;1;2;30;1;3;30;1;3;37;1;1;34;1;3;30;1;3;30;3;3;33;1;3;40;1;2;42;1;3;36;1;2;39;1;3;44;1;1;44;2;2;36;1;3;33;1;3;47;1;3;40;1;2;42;1;2;34;1;2;32;1;3;30;1;3;42;1;3;30;1;3;32;1;2;34;1;2;48;1;1;35;1;2;30;1;3;35;1;3;38;1;2;41;1;2;44;1;2;38;1;2;34;1;3;40;1;3;45;1;2;31;1;2;36;1;2;33;1;2;40;1;3;34;1;3;38;1;2;39;1;2;41;1;2;;;;39;1;3;39;1;2;39;1;3;44;1;3;45;1;2;45;1;3;30;2;2;41;1;3;45;1;3;5;64;64;0;10;36,93325741
921;3,18587E+19;0;1;18;1;20;5;395;61;61;53;59;55;55;59;0;47;63;18;6;10;3;2013;1;33;2;15;12;3;7;6;1;2;3;14,94117647;2;17;5;12;6;2;4;2;3;15;0;18;0;18;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;5;32;2;4;35;1;2;30;1;1;37;1;2;28;3;3;31;1;1;39;1;2;10;2;3;9;1;3;2;1;3;31;1;2;10;2;3;33;1;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;15;1;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;4;20;8;12;3;6,294117647
922;3,18587E+19;1;2;20;1;72;15;395;58;58;55;56;61;61;54;0;53;63;20;6;10;2;2013;1;29,86666667;2;15;8;7;7;5;2;1;1;16;0;17;0;17;6;0;6;2;3;16;0;18;0;18;7;0;7;2;3;30;0;17;2;15;7;1;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;5;25;2;4;40;1;2;34;1;1;31;1;2;24;2;3;30;1;1;35;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;16;1;3;16;1;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;30;1;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;2;27;6;21;4;9,186666667
923;3,18587E+19;0;1;4;1;20;5;386;70;70;52;53;52;52;52;0;53;61;4;2;10;2;2013;1;23,4;4;15;5;10;7;3;4;2;3;9;3;17;0;17;6;0;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;5;23;3;4;37;1;2;33;1;1;11;3;2;19;3;3;11;3;1;31;1;2;0;0;3;0;0;3;0;0;3;9;2;2;10;2;3;8;2;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;7;13;3;10;2;3,24
924;3,18587E+19;0;2;10;1;20;5;387,26;73,57;73,57;50,94;54,3;48,26;48,26;54,77;0;39,79;54,9;10;3;7;3;2013;1;34,6;0;15;15;0;7;7;0;1;1;35,29411765;0;17;17;0;6;6;0;1;1;36,16666667;0;18;18;0;7;7;0;1;1;42,05882353;0;17;17;0;7;7;0;1;1;37,72222222;1;18;18;0;7;7;0;1;1;38,29411765;1;17;17;0;8;8;0;1;1;38,875;0;16;16;0;7;7;0;1;1;41,14285714;0;14;14;0;6;6;0;1;1;39,53846154;0;13;13;0;5;5;0;1;1;44;0;11;11;0;4;4;0;1;10;8;30;1;4;33;1;2;39;1;1;39;1;2;38;1;3;32;1;1;35;1;2;39;1;3;31;1;3;31;1;3;33;1;2;38;1;3;39;1;3;36;1;1;33;1;3;39;1;3;31;1;3;40;1;3;33;1;2;40;1;3;44;1;2;32;1;3;45;1;1;42;1;2;40;1;3;45;1;3;49;1;3;38;1;2;38;2;2;43;1;2;35;1;3;42;1;3;40;1;3;30;1;3;44;1;2;50;1;2;46;1;1;33;1;2;30;2;3;33;1;3;38;1;2;43;1;2;42;1;2;37;1;2;43;1;3;37;1;3;38;1;2;35;1;2;39;1;2;43;1;2;44;1;3;38;1;3;40;1;2;40;1;2;42;1;2;;;;44;1;3;36;1;2;33;1;3;37;1;3;50;1;2;46;1;3;32;1;2;44;1;3;50;1;3;2;64;64;0;10;38,76922664
925;3,18587E+19;0;1;4;1;20;5;426;77;77;64;58;55;55;62;0;45;53;4;2;4;1;2013;1;2,444444444;0;15;0;15;7;0;7;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;1;1;4;0;1;2;4;1;1;1;1;2;0;1;3;0;1;1;6;1;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;0;7;0;7;1;0,244444444
926;3,18587E+19;0;1;4;1;20;5;397;62;62;55;51;51;51;59;0;59;43;7;3;4;2;2013;1;32,73333333;1;15;12;3;7;6;1;2;3;8,4;5;17;0;17;6;0;6;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;5;30;1;4;39;1;2;30;1;1;42;1;2;25;3;3;34;1;1;35;1;2;5;2;3;11;2;3;1;2;3;0;0;2;10;2;3;15;2;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;6;13;6;7;2;4,113333333
927;3,18587E+19;0;1;20;1;39;30;439;64;64;61;57;70;70;66;0;53;53;20;6;5;2;2013;1;26,46666667;5;15;6;9;7;4;3;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;19;3;4;35;1;2;31;1;1;34;2;2;24;3;3;42;2;1;19;3;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;3;0;0;1;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;1;0;0;2;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;3;0;0;3;0;0;2;0;0;2;0;0;1;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;0;0;2;0;0;3;0;0;3;0;0;2;0;0;2;0;0;2;;;;0;0;3;0;0;2;0;0;3;0;0;3;0;0;2;0;0;3;0;0;2;0;0;3;0;0;3;5;7;4;3;1;2,646666667
928;3,18587E+19;1;2;15;1;20;5;371,46;52,06;52,06;41,92;54,29;60,56;60,56;57,84;0;46,69;49,65;15;5;10;3;2013;1;47,06666667;3;15;15;0;7;7;0;1;1;40,11764706;2;17;17;0;6;6;0;1;1;40,11111111;1;18;18;0;7;7;0;1;1;44,11764706;3;17;17;0;7;7;0;1;1;40,33333333;0;18;18;0;7;7;0;1;1;44,17647059;1;17;17;0;8;8;0;1;1;39,375;0;16;16;0;7;7;0;1;1;39,42857143;1;14;11;3;6;5;1;1;1;37,875;0;13;8;5;5;3;2;1;1;0;0;0;0;0;0;0;0;0;9;2;50;2;4;45;2;2;45;1;1;45;1;2;50;1;3;41;2;1;45;1;2;40;1;3;40;2;3;45;2;3;41;1;2;32;1;3;43;1;3;45;2;1;41;1;3;35;1;3;40;1;3;41;1;3;46;1;2;38;1;3;47;2;2;39;1;3;35;2;1;48;1;2;47;2;3;47;1;3;42;1;3;44;1;2;43;1;2;42;1;2;42;1;3;38;1;3;38;1;3;38;1;3;46;1;2;45;2;2;45;1;1;50;1;2;39;1;3;45;1;3;36;1;2;50;1;2;43;1;2;46;1;2;38;1;3;38;1;3;42;1;2;32;1;2;38;1;2;48;2;2;41;1;3;29;1;3;40;1;2;43;1;2;40;1;2;;;;36;1;3;0;0;2;0;0;3;37;1;3;42;1;2;0;0;3;0;0;2;0;0;3;0;0;3;11;60;57;3;9;37,26014472
