NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIAS;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS
1121;34.36666666666667;46.0;33.58888888888889;31.0;34.0;27.666666666666668;0.0;31.529411764705884;6;34.0;33.0;38.0;32.0;32.0;30.0;34.0;40.0;0;38.73529411764706;1;20;17;3;8;8;0;1;46.0;1;1;32.0;1;3;33.0;1;2;31.5;2;3;43.0;1;2;43.0;1;2;44.0;1;2;48.0;1;2;2
1122;32.86666666666667;41.0;39.94117647058823;40.0;39.0;33.0;44.0;38.166666666666664;7;35.0;33.0;40.0;47.0;33.0;48.0;30.0;42.0;50;40.8235294117647;0;17;17;0;8;8;0;1;46.0;1;1;34.0;1;3;50.0;1;2;38.0;1;3;34.0;1;2;49.0;1;2;47.0;1;2;36.0;1;2;3
1126;37.266666666666666;45.0;33.3235294117647;27.5;36.0;32.0;36.0;38.94444444444444;7;37.0;46.0;46.0;45.0;31.0;38.0;26.0;43.0;50;38.588235294117645;0;17;17;0;8;8;0;1;43.0;1;1;31.0;1;3;33.0;1;2;36.0;1;3;42.0;1;2;50.0;1;2;44.0;1;2;37.0;1;2;3
1127;37.6;44.0;37.38235294117647;33.5;32.0;39.0;44.0;39.0;7;40.0;45.0;43.0;45.0;46.0;41.0;33.0;36.0;40;42.76470588235294;0;17;17;0;8;8;0;1;42.0;1;1;42.0;1;3;48.0;1;2;37.0;1;3;38.0;1;2;48.0;1;2;48.0;1;2;42.0;1;2;3
1128;26.766666666666666;33.0;31.166666666666668;25.0;19.5;26.5;0.0;23.75;3;0.0;6.0;25.333333333333332;0.0;0.0;0.0;0.0;33.0;0;27.152777777777782;2;18;11;7;5;3;2;2;0.0;0;1;29.5;2;3;19.666666666666668;3;2;0.0;0;3;30.0;1;2;31.0;1;2;38.0;1;2;0.0;0;2;1
1131;33.333333333333336;49.0;37.470588235294116;37.0;37.0;27.5;45.0;39.0;7;35.0;39.0;44.0;45.0;31.0;30.0;30.5;41.0;50;35.705882352941174;0;17;17;0;8;8;0;1;34.0;1;1;36.0;1;3;30.0;1;2;31.0;1;3;33.0;1;2;40.0;1;2;35.0;1;2;48.0;1;2;2
1132;34.6;42.0;35.294117647058826;33.0;36.0;32.5;38.0;38.44444444444444;7;39.0;35.0;46.0;47.0;48.0;42.0;30.0;37.0;44;38.1764705882353;0;17;17;0;8;8;0;1;42.0;1;1;39.0;1;3;44.0;1;2;32.0;1;3;40.0;1;2;35.0;1;2;39.0;1;2;39.0;1;2;2
1134;35.733333333333334;43.0;36.588235294117645;31.0;37.0;36.0;49.0;38.94444444444444;7;30.0;45.0;46.0;38.5;31.0;37.0;32.0;46.0;50;40.14705882352941;1;20;17;3;8;8;0;1;46.0;1;1;36.0;1;3;42.0;1;2;37.5;2;3;34.0;1;2;50.0;1;2;45.0;1;2;37.0;1;2;3
1136;31.233333333333334;44.0;34.1764705882353;33.5;25.5;31.0;44.0;37.833333333333336;7;38.0;41.0;40.0;35.0;34.0;30.5;37.0;30.0;42;35.3;1;18;15;3;7;7;0;1;32.0;1;1;30.0;1;3;40.0;1;2;32.5;2;3;33.0;1;2;0.0;0;2;37.0;1;2;45.0;1;2;2
1137;30.9;42.0;33.588235294117645;32.5;29.5;30.0;44.0;26.678571428571427;4;9.5;0.0;39.0;0.0;0.0;0.0;10.0;30.0;0;35.72727272727273;2;14;11;3;6;5;1;1;18.0;2;1;0.0;0;3;31.5;2;2;0.0;0;3;32.0;1;2;45.0;1;2;40.0;1;2;39.0;1;2;2
1138;36.46666666666667;43.0;42.23529411764706;39.0;47.0;26.0;49.0;35.0;6;35.0;34.0;39.0;35.0;30.0;36.0;27.333333333333332;38.0;0;34.294117647058826;0;17;17;0;8;8;0;1;35.0;1;1;31.0;1;3;30.0;1;2;33.0;1;3;38.0;1;2;46.0;1;2;30.0;1;2;34.0;1;2;2
1139;33.1;32.0;37.26470588235294;34.0;30.0;40.0;47.0;41.333333333333336;7;40.0;34.0;47.0;28.666666666666668;32.0;36.0;34.0;41.0;41;36.11764705882353;0;17;17;0;8;8;0;1;45.0;1;1;31.0;1;3;34.0;1;2;30.0;1;3;32.0;1;2;47.0;1;2;39.0;1;2;41.0;1;2;2
1140;31.35897435897436;0.0;24.3;22.5;1.0;34.0;0.0;28.0;2;0.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;0;22.666666666666668;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;34.0;1;2;0.0;0;2;0.0;0;2;1
1141;34.36666666666667;48.0;33.1764705882353;30.0;26.0;30.0;41.0;39.72222222222222;7;34.0;41.0;45.0;32.0;31.0;33.0;26.0;43.0;48;34.88235294117647;0;17;17;0;8;8;0;1;46.0;1;1;31.0;1;3;33.0;1;2;30.0;1;3;30.0;1;2;48.0;1;2;39.0;1;2;32.0;1;2;3
1145;32.15555555555555;36.0;31.558823529411764;28.5;27.0;26.5;44.0;38.833333333333336;7;36.0;36.0;32.0;31.0;37.0;30.0;39.0;47.0;45;34.8235294117647;1;20;17;3;8;7;1;1;40.0;1;1;29.0;2;3;34.0;1;2;35.0;1;3;36.0;1;2;35.0;1;2;42.0;1;2;33.0;1;2;2
1146;29.844444444444445;38.0;30.2;35.0;10.0;30.0;0.0;26.375;2;0.0;0.0;8.0;0.0;0.0;0.0;0.0;31.0;0;18.444444444444443;0;8;8;0;4;2;2;2;34.0;1;1;8.0;1;3;9.0;1;2;0.0;0;3;0.0;0;2;45.0;1;2;0.0;0;2;0.0;0;2;1
1147;31.744444444444447;44.0;32.64705882352941;21.5;27.5;30.0;45.0;40.44444444444444;7;44.0;31.0;34.0;40.0;35.0;36.0;33.0;36.0;45;37.05882352941177;0;17;17;0;8;8;0;1;41.0;1;1;37.0;1;3;37.0;1;2;36.0;1;3;37.0;1;2;43.0;1;2;31.0;1;2;37.0;1;2;2
1148;33.9;49.0;35.88235294117647;31.0;32.0;40.0;42.0;39.22222222222222;7;32.0;42.0;38.0;33.0;28.5;43.0;32.0;39.0;49;34.76470588235294;1;20;17;3;8;8;0;1;33.0;1;1;30.0;1;3;30.0;1;2;34.0;2;3;34.0;1;2;37.0;1;2;36.0;1;2;46.0;1;2;3
1151;33.3;43.0;34.529411764705884;33.5;28.0;31.0;43.0;36.77777777777778;7;34.0;41.0;33.0;36.0;31.0;32.0;39.0;38.0;44;35.23529411764706;0;17;17;0;8;8;0;1;42.0;1;1;31.0;1;3;34.0;1;2;30.0;1;3;30.0;1;2;41.0;1;2;38.0;1;2;44.0;1;2;2
1152;31.866666666666667;42.0;35.61764705882353;31.5;31.0;36.0;36.0;39.19444444444444;7;47.0;33.5;30.0;30.0;30.0;43.0;34.0;34.0;0;32.11764705882353;2;21;17;4;8;6;2;1;33.0;1;1;33.0;1;3;24.5;2;2;30.0;1;3;24.5;2;2;47.0;1;2;35.0;1;2;31.0;1;2;2
1153;30.799999999999997;44.0;34.14705882352941;37.0;42.0;30.5;38.0;30.75;5;36.0;31.0;36.0;38.0;30.0;28.5;30.0;37.0;32;36.588235294117645;1;20;17;3;8;7;1;1;45.0;1;1;35.0;1;3;36.0;1;2;28.0;2;3;42.0;1;2;41.0;1;2;34.0;1;2;41.0;1;2;2
1154;33.3;44.0;32.05882352941177;30.0;31.0;27.5;39.0;33.94444444444444;7;34.0;33.0;44.0;39.0;27.5;30.0;24.333333333333332;37.0;45;34.911764705882355;1;20;17;3;8;7;1;1;43.0;1;1;36.0;1;3;30.0;1;2;29.5;2;3;35.0;1;2;45.0;1;2;34.0;1;2;33.0;1;2;2
1155;41.86666666666667;50.0;39.05882352941177;40.0;39.0;30.0;45.0;37.05555555555556;6;30.0;29.0;32.0;31.0;41.0;35.0;33.0;40.0;50;39.88235294117647;0;17;17;0;8;8;0;1;32.0;1;1;37.0;1;3;37.0;1;2;41.0;1;3;40.0;1;2;50.0;1;2;38.0;1;2;41.0;1;2;2
1156;35.93333333333333;45.0;36.35294117647059;40.0;33.0;32.0;33.0;34.138888888888886;6;34.0;33.0;34.0;27.0;45.0;30.0;26.0;39.0;40;34.411764705882355;2;24;17;7;8;6;2;1;39.0;1;1;26.0;2;3;27.0;3;2;40.0;1;3;30.0;1;2;42.0;1;2;41.0;1;2;34.0;1;2;2
1157;32.9;49.0;35.05882352941177;30.0;30.0;34.0;43.0;39.666666666666664;7;36.0;39.0;32.0;39.0;27.0;39.0;29.5;44.0;49;33.294117647058826;0;17;17;0;8;8;0;1;42.0;1;1;30.0;1;3;31.0;1;2;34.0;1;3;31.0;1;2;34.0;1;2;34.0;1;2;36.0;1;2;2
1158;31.833333333333332;46.0;31.38235294117647;26.5;22.666666666666668;31.0;50.0;37.5;7;41.0;34.0;47.0;33.0;27.0;0.0;28.0;38.0;0;37.470588235294116;0;17;17;0;8;8;0;1;46.0;1;1;30.0;1;3;30.0;1;2;31.0;1;3;37.0;1;2;45.0;1;2;42.0;1;2;50.0;1;2;2
1159;35.03333333333333;47.0;32.05882352941177;28.0;20.0;34.0;42.0;37.888888888888886;7;31.0;41.0;31.0;34.0;33.0;38.0;30.0;37.0;41;36.05882352941177;0;17;17;0;8;8;0;1;39.0;1;1;30.0;1;3;31.0;1;2;30.0;1;3;43.0;1;2;48.0;1;2;45.0;1;2;30.0;1;2;2
1160;32.2;42.0;34.088235294117645;31.5;25.5;40.0;42.0;41.55555555555556;7;44.0;42.0;34.0;33.0;33.0;45.0;31.0;40.0;47;37.11764705882353;1;20;17;3;8;8;0;1;33.0;1;1;33.0;2;3;36.0;1;2;31.0;1;3;44.0;1;2;39.0;1;2;39.0;1;2;45.0;1;2;2
1161;33.922222222222224;43.0;37.3235294117647;37.0;29.5;39.0;43.0;38.02777777777778;6;32.0;43.0;32.0;41.0;33.0;35.0;27.666666666666668;41.0;48;36.705882352941174;0;17;17;0;8;8;0;1;43.0;1;1;38.0;1;3;33.0;1;2;31.0;1;3;40.0;1;2;39.0;1;2;35.0;1;2;40.0;1;2;2
1165;35.06666666666667;50.0;41.35294117647059;32.0;50.0;41.0;43.0;46.833333333333336;7;49.0;45.0;50.0;50.0;33.0;40.0;35.0;44.0;50;39.64705882352941;0;17;17;0;8;8;0;1;44.0;1;1;36.0;1;3;38.0;1;2;34.0;1;3;39.0;1;2;46.0;1;2;39.0;1;2;48.0;1;2;3
1166;31.166666666666668;42.0;27.9;25.5;18.0;34.0;0.0;28.666666666666668;1;0.0;0.0;34.0;0.0;0.0;0.0;0.0;35.0;0;32.0;0;3;3;0;2;2;0;1;40.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;44.0;1;2;0.0;0;2;0.0;0;2;1
1167;34.96666666666667;43.0;38.588235294117645;40.0;38.0;41.0;43.0;43.5;7;49.0;41.0;38.0;48.0;35.0;38.0;33.0;46.0;50;38.76470588235294;0;17;17;0;8;8;0;1;50.0;1;1;42.0;1;3;30.0;1;2;33.0;1;3;33.0;1;2;41.0;1;2;41.0;1;2;47.0;1;2;3
1170;32.25555555555555;39.0;34.26470588235294;43.0;26.5;30.0;40.0;37.72222222222222;6;36.0;41.0;38.0;28.5;30.0;0.0;29.0;34.0;37;34.94117647058823;1;20;17;3;8;8;0;1;45.0;1;1;31.0;1;3;32.0;1;2;32.0;2;3;36.0;1;2;30.0;1;2;35.0;1;2;47.0;1;2;2
1171;33.3;48.0;37.470588235294116;33.0;25.666666666666668;34.0;45.0;42.111111111111114;7;47.0;37.0;38.0;32.0;33.0;21.5;40.0;44.0;31;34.529411764705884;1;19;17;2;8;7;1;1;44.0;1;1;32.0;1;3;25.0;2;2;31.0;1;3;35.0;1;2;42.0;1;2;31.0;1;2;44.0;1;2;2
1173;39.0;47.0;42.14705882352941;35.5;50.0;43.0;45.0;41.666666666666664;7;34.0;43.0;48.0;30.0;32.0;48.0;30.0;49.0;49;37.88235294117647;0;17;17;0;8;8;0;1;44.0;1;1;35.0;1;3;34.0;1;2;31.0;1;3;37.0;1;2;50.0;1;2;38.0;1;2;42.0;1;2;2
1174;39.266666666666666;49.0;40.64705882352941;36.0;42.0;43.0;45.0;43.94444444444444;7;46.0;49.0;44.0;46.0;36.0;45.0;35.0;49.0;0;41.8235294117647;0;17;17;0;8;8;0;1;44.0;1;1;36.0;1;3;43.0;1;2;35.0;1;3;41.0;1;2;48.0;1;2;45.0;1;2;50.0;1;2;3
1178;36.93333333333333;43.0;35.11764705882353;30.0;30.0;34.0;46.0;38.44444444444444;7;37.0;40.0;48.0;43.0;30.5;36.0;35.0;43.0;49;36.470588235294116;0;17;17;0;8;8;0;1;35.0;1;1;35.0;1;3;41.0;1;2;32.0;1;3;32.0;1;2;45.0;1;2;37.0;1;2;37.0;1;2;2
1179;35.2;40.0;38.1764705882353;35.0;33.0;29.5;45.0;37.611111111111114;7;32.0;31.0;38.0;34.0;22.0;0.0;17.0;37.0;0;35.5;0;14;14;0;7;7;0;1;39.0;1;1;34.0;1;3;30.0;1;2;0.0;0;3;39.0;1;2;31.0;1;2;46.0;1;2;32.0;1;2;2
1180;40.8;41.0;37.64705882352941;32.0;30.0;43.0;48.0;39.27777777777778;7;39.0;35.0;49.0;38.0;33.0;32.0;29.5;40.0;48;35.94117647058823;1;20;17;3;8;8;0;1;40.0;1;1;35.0;1;3;34.0;1;2;34.0;2;3;36.0;1;2;45.0;1;2;32.0;1;2;35.0;1;2;2
1181;29.733333333333334;23.0;29.3;32.0;24.5;30.0;0.0;30.0;6;33.0;31.5;47.0;37.0;11.0;0.0;30.0;33.0;0;30.541666666666664;2;25;14;11;7;5;2;1;22.333333333333332;3;1;19.75;4;3;30.0;1;2;0.0;0;3;30.0;1;2;35.0;1;2;34.0;1;2;44.0;1;2;1
1183;37.8;46.0;36.411764705882355;32.0;33.0;32.0;42.0;43.166666666666664;7;42.0;47.0;40.0;41.0;32.0;45.0;35.0;49.0;50;40.8235294117647;0;17;17;0;8;8;0;1;43.0;1;1;37.0;1;3;42.0;1;2;40.0;1;3;43.0;1;2;45.0;1;2;40.0;1;2;40.0;1;2;2
1184;38.0;49.0;41.411764705882355;41.0;44.0;35.0;46.0;39.72222222222222;7;41.0;38.0;38.0;50.0;34.0;38.0;33.0;48.0;44;40.294117647058826;0;17;17;0;8;8;0;1;40.0;1;1;36.0;1;3;42.0;1;2;37.0;1;3;42.0;1;2;46.0;1;2;38.0;1;2;45.0;1;2;3
1186;37.2;45.0;35.588235294117645;32.0;30.0;30.0;38.0;36.72222222222222;6;37.0;39.0;40.0;32.0;32.0;30.0;30.0;46.0;42;36.88235294117647;0;17;17;0;8;8;0;1;42.0;1;1;35.0;1;3;42.0;1;2;30.0;1;3;42.0;1;2;42.0;1;2;33.0;1;2;36.0;1;2;3
1187;39.0;47.0;39.23529411764706;42.0;36.0;32.5;38.0;39.72222222222222;7;43.0;38.0;38.0;33.0;33.0;41.0;23.5;43.0;43;37.11764705882353;0;17;17;0;8;8;0;1;41.0;1;1;40.0;1;3;30.0;1;2;30.0;1;3;37.0;1;2;42.0;1;2;42.0;1;2;39.0;1;2;2
1189;41.333333333333336;50.0;40.588235294117645;34.0;39.0;41.0;46.0;43.44444444444444;7;37.0;48.0;46.0;46.0;33.0;47.0;36.0;48.0;50;42.35294117647059;0;17;17;0;8;8;0;1;43.0;1;1;35.0;1;3;40.0;1;2;36.0;1;3;43.0;1;2;49.0;1;2;50.0;1;2;50.0;1;2;3
1190;36.2;41.0;36.588235294117645;41.0;37.0;30.0;44.0;36.5;7;40.0;34.0;35.0;32.0;35.0;35.0;31.5;43.0;45;38.470588235294116;0;17;17;0;8;8;0;1;34.0;1;1;38.0;1;3;34.0;1;2;44.0;1;3;33.0;1;2;43.0;1;2;38.0;1;2;39.0;1;2;2
1191;37.6;43.0;38.294117647058826;37.0;35.0;43.0;37.0;41.0;7;43.0;43.0;36.0;33.5;33.0;36.0;31.0;44.0;41;36.333333333333336;0;15;15;0;7;7;0;1;44.0;1;1;36.0;1;3;38.0;1;2;31.0;1;3;35.0;1;2;0.0;0;2;32.0;1;2;45.0;1;2;2
1192;36.266666666666666;43.0;36.588235294117645;32.0;30.0;37.0;36.0;33.583333333333336;6;31.0;35.0;35.0;26.0;26.5;27.5;18.666666666666668;40.0;0;36.294117647058826;0;17;17;0;8;8;0;1;32.0;1;1;40.0;1;3;35.0;1;2;35.0;1;3;30.0;1;2;38.0;1;2;37.0;1;2;40.0;1;2;2
1194;34.13333333333333;40.0;34.588235294117645;27.0;31.0;31.0;46.0;31.36111111111111;4;28.5;24.0;31.0;30.0;30.0;32.0;29.5;40.0;0;35.411764705882355;0;17;17;0;8;8;0;1;35.0;1;1;38.0;1;3;30.0;1;2;35.0;1;3;37.0;1;2;39.0;1;2;37.0;1;2;31.0;1;2;2
1196;32.9;32.0;37.64705882352941;30.0;31.0;33.0;47.0;38.72222222222222;7;37.0;40.0;40.0;32.0;31.0;44.0;30.0;48.0;50;39.529411764705884;0;17;17;0;8;8;0;1;38.0;1;1;33.0;1;3;40.0;1;2;41.0;1;3;42.0;1;2;48.0;1;2;38.0;1;2;38.0;1;2;2
1198;40.46666666666667;50.0;44.470588235294116;50.0;43.0;36.0;49.0;42.666666666666664;7;45.0;42.0;47.0;44.0;36.0;43.0;33.0;47.0;50;42.705882352941174;0;17;17;0;8;8;0;1;38.0;1;1;40.0;1;3;41.0;1;2;40.0;1;3;43.0;1;2;49.0;1;2;43.0;1;2;48.0;1;2;3
1199;35.266666666666666;42.0;38.705882352941174;34.0;34.0;30.5;49.0;37.72222222222222;7;33.0;44.0;43.0;38.0;31.0;35.0;32.0;43.0;0;36.88235294117647;1;19;17;2;8;7;1;1;40.0;1;1;36.0;1;3;25.5;2;2;32.0;1;3;35.0;1;2;48.0;1;2;40.0;1;2;43.0;1;2;3
1207;38.6;44.0;39.6;35.0;45.0;39.0;0.0;36.76470588235294;6;36.0;38.0;40.0;40.0;32.0;39.0;31.0;48.0;0;37.205882352941174;1;20;17;3;8;7;1;1;45.0;1;1;33.0;1;3;40.0;1;2;29.5;2;3;34.0;1;2;47.0;1;2;38.0;1;2;41.0;1;2;2
1209;34.36666666666667;47.0;35.35294117647059;33.0;30.0;39.0;43.0;38.083333333333336;6;30.0;41.0;49.0;34.0;30.0;35.0;28.0;36.0;43;35.588235294117645;2;23;17;6;8;7;1;1;47.0;1;1;29.5;2;3;30.0;1;2;30.5;2;3;35.0;1;2;49.0;1;2;33.0;1;2;42.0;1;2;2
1210;35.666666666666664;49.0;37.470588235294116;37.0;31.0;36.0;44.0;37.72222222222222;7;34.0;30.0;41.0;33.0;35.0;34.0;30.0;47.0;48;40.76470588235294;0;17;17;0;8;8;0;1;43.0;1;1;37.0;1;3;37.0;1;2;37.0;1;3;42.0;1;2;49.0;1;2;39.0;1;2;47.0;1;2;3
1213;33.833333333333336;43.0;36.43333333333333;35.0;33.0;42.0;0.0;34.8235294117647;6;33.0;41.0;34.0;32.0;30.0;36.0;28.5;42.0;0;35.09375;2;22;16;6;7;6;1;1;0.0;0;1;32.0;2;3;35.0;1;2;28.5;2;3;42.0;1;2;37.0;1;2;37.0;1;2;39.0;1;2;1
1214;31.11111111111111;31.0;26.235294117647058;30.0;11.666666666666666;27.5;2.0;28.0;3;0.0;0.0;44.0;0.0;0.0;0.0;1.5;39.0;0;10.666666666666666;4;23;11;12;5;1;4;1;0.0;0;1;3.3333333333333335;3;3;3.5;2;2;0.0;0;3;5.0;2;2;45.0;1;2;5.5;2;2;0.0;0;2;1
1215;32.96666666666667;43.0;36.411764705882355;40.0;30.0;37.0;45.0;37.166666666666664;7;36.0;36.0;35.0;35.0;33.0;45.0;36.0;44.0;39;39.23529411764706;0;17;17;0;8;8;0;1;45.0;1;1;34.0;1;3;39.0;1;2;40.0;1;3;38.0;1;2;44.0;1;2;45.0;1;2;34.0;1;2;3
1217;39.13333333333333;45.0;40.705882352941174;43.0;35.0;43.0;46.0;43.55555555555556;7;44.0;44.0;49.0;34.0;36.0;38.0;32.0;43.0;48;39.94117647058823;0;17;17;0;8;8;0;1;42.0;1;1;37.0;1;3;38.0;1;2;36.0;1;3;37.0;1;2;47.0;1;2;37.0;1;2;50.0;1;2;2
1219;35.46666666666667;48.0;38.8235294117647;30.0;45.0;33.0;43.0;39.333333333333336;7;39.0;38.0;49.0;35.0;33.0;39.0;31.0;48.0;50;37.73529411764706;1;20;17;3;8;8;0;1;45.0;1;1;35.0;1;3;35.0;1;2;34.5;2;3;36.0;1;2;48.0;1;2;40.0;1;2;35.0;1;2;2
1221;38.13333333333333;50.0;40.11764705882353;30.0;34.0;40.0;47.0;43.166666666666664;7;41.0;48.0;50.0;44.0;35.0;36.0;30.0;48.0;48;41.05882352941177;0;17;17;0;8;8;0;1;50.0;1;1;40.0;1;3;41.0;1;2;38.0;1;3;36.0;1;2;47.0;1;2;39.0;1;2;44.0;1;2;3
1223;36.833333333333336;43.0;30.921568627450984;29.5;32.5;28.333333333333332;24.0;35.22222222222222;6;41.0;38.0;36.0;25.666666666666668;19.0;30.0;24.0;33.0;0;29.977777777777774;3;24;15;9;7;5;2;1;41.0;1;1;30.0;1;3;20.333333333333332;3;2;30.0;2;3;25.0;2;2;0.0;0;2;39.0;1;2;30.0;1;2;2
1226;32.86666666666667;42.0;32.64705882352941;27.5;31.5;28.5;44.0;36.77777777777778;7;31.0;35.0;33.0;33.0;33.0;43.0;32.0;44.0;0;35.205882352941174;2;22;17;5;8;6;2;1;43.0;1;1;31.0;1;3;32.0;1;2;29.5;2;3;42.0;1;2;50.0;1;2;29.0;2;2;34.0;1;2;2
1228;31.923076923076923;0.0;30.583333333333332;26.0;34.0;30.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;28.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;42.0;1;2;0.0;0;2;0.0;0;2;1
1229;37.0;46.0;38.588235294117645;35.0;32.0;30.0;46.0;40.22222222222222;6;36.0;42.0;49.0;39.0;32.0;31.5;28.0;41.0;47;35.88235294117647;1;19;17;2;8;7;1;1;45.0;1;1;33.0;1;3;28.5;2;2;35.0;1;3;37.0;1;2;38.0;1;2;42.0;1;2;35.0;1;2;2
1230;35.266666666666666;40.0;37.11764705882353;31.0;34.0;41.0;40.0;38.611111111111114;7;36.0;39.0;37.0;30.5;30.0;35.0;31.0;41.0;40;36.411764705882355;0;17;17;0;8;8;0;1;43.0;1;1;33.0;1;3;35.0;1;2;31.0;1;3;33.0;1;2;45.0;1;2;47.0;1;2;32.0;1;2;2
1231;32.37777777777778;44.0;37.35294117647059;34.0;32.0;35.0;40.0;36.0;6;28.5;30.0;36.0;31.0;30.0;30.0;30.0;42.0;39;34.529411764705884;1;20;17;3;8;8;0;1;48.0;1;1;33.0;1;3;31.0;1;2;34.0;2;3;30.0;1;2;34.0;1;2;43.0;1;2;31.0;1;2;2
1232;32.8;30.0;36.588235294117645;40.0;35.0;29.5;30.0;34.0;5;30.0;29.0;42.0;35.0;28.5;27.333333333333332;26.666666666666668;38.0;0;30.422222222222224;1;19;15;4;7;6;1;1;33.0;1;1;36.0;1;3;15.666666666666666;3;2;30.0;1;3;32.0;1;2;0.0;0;2;30.0;1;2;35.0;1;2;2
1234;31.5;42.0;31.033333333333335;34.0;33.0;31.0;0.0;28.0;2;24.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;1
1236;36.0;45.0;38.64705882352941;33.0;30.0;37.0;43.0;43.05555555555556;7;45.0;46.0;49.0;36.0;32.0;46.0;39.0;47.0;47;41.05882352941177;0;17;17;0;8;8;0;1;44.0;1;1;43.0;1;3;44.0;1;2;31.0;1;3;36.0;1;2;48.0;1;2;48.0;1;2;40.0;1;2;3
1239;33.1;41.0;37.705882352941174;31.0;34.0;32.0;44.0;40.111111111111114;7;35.0;32.0;37.0;32.0;32.0;37.0;31.5;43.0;42;35.8235294117647;0;17;17;0;8;8;0;1;45.0;1;1;30.0;1;3;31.0;1;2;34.0;1;3;32.0;1;2;45.0;1;2;44.0;1;2;34.0;1;2;2
1240;38.53333333333333;50.0;41.8235294117647;44.0;32.0;43.0;46.0;42.44444444444444;7;37.0;43.0;43.0;42.0;40.0;40.0;33.0;47.0;50;41.705882352941174;0;17;17;0;8;8;0;1;47.0;1;1;40.0;1;3;40.0;1;2;36.0;1;3;45.0;1;2;46.0;1;2;44.0;1;2;42.0;1;2;3
1241;35.53333333333333;42.0;41.11764705882353;47.0;36.0;34.0;47.0;43.94444444444444;7;35.0;46.0;42.0;38.0;35.0;37.0;33.0;47.0;38;39.588235294117645;0;17;17;0;8;8;0;1;47.0;1;1;34.0;1;3;37.0;1;2;34.0;1;3;45.0;1;2;42.0;1;2;42.0;1;2;45.0;1;2;2
1242;36.0;50.0;39.588235294117645;35.0;40.0;38.0;44.0;40.44444444444444;7;41.0;30.0;36.0;36.0;31.0;37.0;27.0;38.0;50;37.1764705882353;1;20;17;3;8;7;1;1;43.0;1;1;29.0;2;3;30.0;1;2;40.0;1;3;39.0;1;2;41.0;1;2;40.0;1;2;41.0;1;2;2
1243;26.855555555555554;37.0;28.6;35.0;3.0;32.0;0.0;15.333333333333334;0;0.0;0.0;46.0;0.0;0.0;0.0;0.0;0.0;0;36.4;0;5;5;0;3;3;0;1;30.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;38.0;1;2;38.0;1;2;3
1244;34.6;45.0;38.1764705882353;31.0;37.0;34.0;50.0;40.111111111111114;7;32.0;33.0;39.0;37.0;34.0;38.0;33.0;45.0;0;40.294117647058826;0;17;17;0;8;8;0;1;43.0;1;1;33.0;1;3;30.0;1;2;41.0;1;3;43.0;1;2;47.0;1;2;44.0;1;2;46.0;1;2;3
1248;26.423076923076923;0.0;28.535714285714285;27.0;23.5;34.0;0.0;23.1875;1;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;0;23.125;0;7;7;0;3;1;2;2;0.0;0;1;21.0;1;3;35.0;1;2;0.0;0;3;0.0;0;2;26.0;1;2;0.0;0;2;0.0;0;2;1
