NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ
180;32.785714285714285;29.75;25.0;32.5;29.0;26.389999999999997;20;24.2;32.0;0.0;26.964285714285715;4;22;13;9;6;2;4;1;0.0;0;1;20.0;2;2;27.0;2;2;26.5;2;3;21.0;2;2;43.0;1;2;38.0;1;2;0.0;0;2;1
182;30.571428571428573;32.4375;30.0;33.3;45.0;31.1;12;30.0;37.0;0.0;33.07142857142857;1;15;13;2;6;5;1;1;0.0;0;1;36.0;1;2;34.0;1;2;35.0;1;3;25.0;2;2;44.0;1;2;40.0;1;2;0.0;0;2;2
183;38.57142857142857;33.625;40.0;34.1;39.0;37.0;11;45.0;30.0;41.0;30.464285714285715;1;16;13;3;6;5;1;1;0.0;0;1;33.0;1;2;30.0;1;2;27.5;2;3;35.0;1;2;33.0;1;2;41.0;1;2;0.0;0;2;2
185;31.666666666666668;33.625;45.0;36.6;45.0;32.2;9;35.0;38.0;0.0;35.92857142857143;0;13;13;0;6;6;0;1;0.0;0;1;40.0;1;2;46.0;1;2;31.0;1;3;30.0;1;2;49.0;1;2;40.0;1;2;0.0;0;2;2
186;38.07142857142857;35.375;45.0;39.5;45.0;36.5;9;42.0;39.0;0.0;33.32142857142857;2;18;13;5;6;6;0;1;0.0;0;1;34.0;1;2;35.0;2;2;33.5;2;3;35.0;1;2;37.0;1;2;42.0;1;2;0.0;0;2;2
187;33.9375;33.1875;35.0;34.8;43.0;35.0;11;39.0;38.0;41.0;35.142857142857146;2;17;13;4;6;5;1;1;0.0;0;1;34.0;2;2;31.0;1;2;46.0;1;3;28.0;2;2;40.0;1;2;44.0;1;2;0.0;0;2;2
188;28.833333333333332;32.28125;39.0;31.75;41.0;31.1;11;30.0;40.0;0.0;32.214285714285715;1;15;13;2;6;5;1;1;0.0;0;1;38.0;1;2;30.0;1;2;33.0;1;3;28.0;2;2;40.0;1;2;40.0;1;2;0.0;0;2;2
189;29.428571428571427;28.765625;22.5;31.7;35.0;30.25;18;24.0;33.0;42.0;30.857142857142858;1;15;13;2;6;5;1;1;0.0;0;1;34.0;1;2;35.0;1;2;40.0;1;3;23.0;2;2;30.0;1;2;34.0;1;2;0.0;0;2;2
190;32.083333333333336;33.9375;30.0;33.4;36.0;35.5;9;30.0;37.0;0.0;33.357142857142854;0;13;13;0;6;6;0;1;0.0;0;1;30.0;1;2;43.0;1;2;31.0;1;3;35.0;1;2;39.0;1;2;40.0;1;2;0.0;0;2;2
192;30.833333333333332;30.875;30.0;32.2;40.0;30.8;9;34.0;35.0;0.0;33.285714285714285;1;15;13;2;6;5;1;1;0.0;0;1;37.0;1;2;41.0;1;2;34.0;1;3;24.0;2;2;40.0;1;2;40.0;1;2;0.0;0;2;2
193;31.571428571428573;32.625;40.0;30.7;30.0;29.0;9;38.0;30.0;0.0;31.071428571428573;1;15;13;2;6;5;1;1;0.0;0;1;34.0;1;2;29.5;2;2;34.0;1;3;30.0;1;2;31.0;1;2;42.0;1;2;0.0;0;2;2
194;26.928571428571427;29.3125;19.0;31.8;40.0;28.0;14;27.0;43.0;0.0;31.142857142857142;2;17;13;4;6;4;2;1;0.0;0;1;29.0;2;2;30.0;1;2;34.0;1;3;27.0;2;2;39.0;1;2;42.0;1;2;0.0;0;2;2
199;31.071428571428573;31.28125;30.0;33.083333333333336;37.0;29.8;15;33.0;31.0;0.0;31.0;2;17;13;4;6;4;2;1;0.0;0;1;36.0;1;2;26.0;2;2;36.0;1;3;27.0;2;2;35.0;1;2;39.0;1;2;0.0;0;2;2
201;27.25;31.23076923076923;13.0;30.5;0.0;11.111111111111112;6;16.666666666666668;0.0;0.0;32.4;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;38.0;1;2;43.0;1;2;0.0;0;2;1
204;37.142857142857146;35.4375;45.0;33.7;36.0;32.916666666666664;13;31.0;37.0;39.0;34.5;1;15;13;2;6;6;0;1;0.0;0;1;31.5;2;2;31.0;1;2;40.0;1;3;31.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2
207;28.464285714285715;29.8125;30.0;34.2;43.0;30.8;11;30.0;35.0;0.0;33.142857142857146;0;13;13;0;6;6;0;1;0.0;0;1;31.0;1;2;42.0;1;2;30.0;1;3;32.0;1;2;42.0;1;2;40.0;1;2;0.0;0;2;2
208;30.214285714285715;32.34375;23.5;35.6;43.0;32.0;11;24.0;30.0;0.0;32.214285714285715;2;17;13;4;6;6;0;1;0.0;0;1;33.0;1;2;34.5;2;2;34.0;1;3;30.0;2;2;37.0;1;2;40.0;1;2;0.0;0;2;2
211;33.5;29.34375;30.0;31.3;33.0;30.0;9;34.0;30.0;0.0;32.642857142857146;2;17;13;4;6;5;1;1;0.0;0;1;33.0;2;2;30.0;1;2;46.0;1;3;21.5;2;2;33.0;1;2;42.0;1;2;0.0;0;2;2
212;33.03333333333333;31.75;35.0;36.1;44.0;33.6;11;32.0;36.0;0.0;32.285714285714285;1;15;13;2;6;6;0;1;0.0;0;1;30.0;1;2;32.5;2;2;31.0;1;3;31.0;1;2;44.0;1;2;42.0;1;2;0.0;0;2;2
213;34.38235294117647;32.21875;22.5;34.9;43.0;36.8;9;38.0;38.0;0.0;34.214285714285715;1;15;13;2;6;6;0;1;0.0;0;1;33.0;1;2;34.0;2;2;41.0;1;3;32.0;1;2;41.0;1;2;38.0;1;2;0.0;0;2;2
217;35.357142857142854;30.65625;30.0;37.2;43.0;32.2;9;35.0;40.0;0.0;36.57142857142857;0;13;13;0;6;6;0;1;0.0;0;1;37.0;1;2;32.0;1;2;46.0;1;3;30.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2
219;34.4375;33.53125;45.0;34.4;30.0;32.75;12;42.0;39.0;0.0;30.428571428571427;3;19;13;6;6;5;1;1;0.0;0;1;33.0;1;2;34.0;2;2;31.0;1;3;25.5;2;2;33.0;2;2;41.0;1;2;0.0;0;2;2
222;42.5625;35.46875;40.0;38.5;49.0;36.833333333333336;11;42.0;35.0;42.0;38.92857142857143;0;13;13;0;6;6;0;1;0.0;0;1;42.0;1;2;43.0;1;2;43.0;1;3;35.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2
223;37.5;33.78125;35.0;38.75;49.0;37.3;9;42.0;38.0;0.0;36.214285714285715;1;15;13;2;6;6;0;1;0.0;0;1;36.0;1;2;31.5;2;2;48.0;1;3;32.0;1;2;42.0;1;2;40.0;1;2;0.0;0;2;2
224;22.125;26.466666666666665;30.0;27.25;0.0;11.333333333333334;6;17.0;0.0;0.0;29.142857142857142;1;10;6;4;3;2;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;14.0;3;2;43.0;1;2;45.0;1;2;0.0;0;2;1
229;31.666666666666668;32.5;37.0;31.9;34.0;26.233333333333338;16;20.666666666666668;36.0;0.0;26.059523809523814;3;24;13;11;6;3;3;1;0.0;0;1;33.0;1;2;19.0;3;2;20.5;2;3;21.666666666666668;3;2;39.0;1;2;39.0;1;2;0.0;0;2;1
230;28.333333333333332;28.9375;30.0;35.2;44.0;31.45;12;40.0;34.0;0.0;31.142857142857142;2;17;13;4;6;4;2;1;0.0;0;1;16.5;2;2;41.0;1;2;36.0;1;3;25.5;2;2;39.0;1;2;42.0;1;2;0.0;0;2;2
232;21.54861111111111;29.633333333333333;35.0;20.7;4.0;5.4;9;4.5;9.0;0.0;9.333333333333334;1;6;2;4;1;0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;14.0;3;2;0.0;0;2;0.0;0;2;0.0;0;2;1
233;33.785714285714285;33.625;35.0;35.8;43.0;38.583333333333336;11;39.0;37.0;48.0;37.57142857142857;0;13;13;0;6;6;0;1;0.0;0;1;40.0;1;2;37.0;1;2;42.0;1;3;30.0;1;2;44.0;1;2;49.0;1;2;0.0;0;2;2
234;37.8;34.1875;35.0;36.2;44.0;28.3;11;35.5;30.0;0.0;35.357142857142854;1;15;13;2;6;5;1;1;0.0;0;1;38.0;1;2;30.0;1;2;44.0;1;3;29.5;2;2;43.0;1;2;41.0;1;2;0.0;0;2;2
236;37.5;35.3125;30.0;33.5;31.5;32.3;13;31.0;26.0;0.0;35.5;1;15;13;2;6;6;0;1;0.0;0;1;33.0;1;2;30.0;2;2;47.0;1;3;30.0;1;2;45.0;1;2;40.0;1;2;0.0;0;2;2
237;35.357142857142854;35.5;40.0;38.6;47.0;37.916666666666664;11;41.0;38.0;42.0;36.142857142857146;0;13;13;0;6;6;0;1;0.0;0;1;34.0;1;2;30.0;1;2;48.0;1;3;30.0;1;2;45.0;1;2;42.0;1;2;0.0;0;2;2
238;33.0;32.40625;30.0;34.1;32.5;38.5;11;34.0;35.0;44.0;39.5;0;13;13;0;6;6;0;1;0.0;0;1;46.0;1;2;33.0;1;2;47.0;1;3;39.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2
240;29.472222222222225;26.484375;25.5;34.7;40.0;25.333333333333336;13;18.666666666666668;30.0;0.0;28.0952380952381;2;23;13;10;6;4;2;2;0.0;0;1;33.0;1;2;20.0;4;2;30.0;1;3;22.666666666666668;3;2;36.0;1;2;40.0;1;2;0.0;0;2;1
242;38.57142857142857;35.6875;40.0;35.666666666666664;30.0;32.833333333333336;11;37.0;39.0;42.0;37.0;0;13;13;0;6;6;0;1;0.0;0;1;41.0;1;2;30.0;1;2;46.0;1;3;37.0;1;2;40.0;1;2;42.0;1;2;0.0;0;2;2
244;22.916666666666668;29.09375;27.0;32.1;30.0;26.2;11;15.0;30.0;0.0;28.5;3;24;13;11;6;3;3;1;0.0;0;1;40.0;1;2;23.0;3;2;21.0;2;3;20.0;3;2;40.0;1;2;45.0;1;2;0.0;0;2;2
245;33.214285714285715;32.0;30.0;35.8;44.0;32.5;11;37.0;32.0;41.0;34.42857142857143;2;17;13;4;6;5;1;1;0.0;0;1;41.0;1;2;30.5;2;2;45.0;1;3;26.0;2;2;37.0;1;2;39.0;1;2;0.0;0;2;2
249;34.625;35.4375;40.0;39.0;47.0;35.6;9;36.0;39.0;0.0;39.214285714285715;0;13;13;0;6;6;0;1;0.0;0;1;43.0;1;2;42.0;1;2;45.0;1;3;33.0;1;2;45.0;1;2;44.0;1;2;0.0;0;2;2
250;37.083333333333336;37.0625;40.0;37.416666666666664;39.0;37.9;9;44.0;36.0;0.0;35.5;2;17;13;4;6;5;1;1;0.0;0;1;40.0;1;2;31.5;2;2;39.0;1;3;29.5;2;2;43.0;1;2;46.0;1;2;0.0;0;2;2
251;31.5;33.21875;30.0;34.0;36.0;30.2;12;31.0;33.0;0.0;31.25;1;16;13;3;6;5;1;1;0.0;0;1;38.0;1;2;30.0;1;2;28.5;2;3;30.0;1;2;39.0;1;2;39.0;1;2;0.0;0;2;2
253;37.11764705882353;38.0;33.0;39.8;42.0;41.142857142857146;14;43.0;38.0;41.0;38.28125;1;19;16;3;8;8;0;1;45.0;1;1;37.0;1;2;33.0;1;2;30.5;2;3;32.0;1;2;43.0;1;2;49.0;1;2;44.0;1;2;3
254;28.916666666666668;33.5625;30.0;34.4;38.0;32.3;14;33.5;42.0;0.0;36.714285714285715;0;13;13;0;6;6;0;1;0.0;0;1;35.0;1;2;44.0;1;2;36.0;1;3;39.0;1;2;43.0;1;2;42.0;1;2;0.0;0;2;2
257;30.857142857142858;32.625;30.0;32.0;37.0;29.3;11;22.5;33.0;0.0;31.142857142857142;0;13;13;0;6;6;0;1;0.0;0;1;30.0;1;2;30.0;1;2;32.0;1;3;31.0;1;2;42.0;1;2;37.0;1;2;0.0;0;2;2
258;39.0;36.0;43.0;37.8;43.0;27.7;11;23.0;31.0;0.0;37.42857142857143;0;13;13;0;6;6;0;1;0.0;0;1;41.0;1;2;31.0;1;2;38.0;1;3;40.0;1;2;45.0;1;2;48.0;1;2;0.0;0;2;2
259;37.57142857142857;36.1875;40.0;33.583333333333336;33.0;36.2;9;36.0;35.0;0.0;36.857142857142854;0;13;13;0;6;6;0;1;0.0;0;1;41.0;1;2;35.0;1;2;42.0;1;3;40.0;1;2;37.0;1;2;42.0;1;2;0.0;0;2;2
260;35.57142857142857;32.109375;35.0;32.4;32.0;29.3;11;29.0;34.0;0.0;26.714285714285715;4;25;13;12;6;2;4;1;0.0;0;1;24.5;2;2;26.0;2;2;23.666666666666668;3;3;29.0;2;2;36.0;1;2;36.0;1;2;0.0;0;2;1
261;34.21875;29.9375;27.5;34.5;41.0;28.013888888888886;18;30.0;19.333333333333332;40.0;31.0;0;13;13;0;6;6;0;1;0.0;0;1;31.0;1;2;30.0;1;2;30.0;1;3;30.0;1;2;42.0;1;2;39.0;1;2;0.0;0;2;2
262;34.64583333333333;37.5625;45.0;38.4;45.0;37.3;9;40.0;35.0;0.0;40.357142857142854;0;13;13;0;6;6;0;1;0.0;0;1;35.0;1;2;39.0;1;2;47.0;1;3;40.0;1;2;48.0;1;2;50.0;1;2;0.0;0;2;2
263;30.833333333333332;35.875;47.0;35.4;50.0;30.9;11;30.0;40.0;0.0;31.714285714285715;1;15;13;2;6;5;1;1;0.0;0;1;40.0;1;2;30.0;1;2;34.0;1;3;24.0;2;2;37.0;1;2;40.0;1;2;0.0;0;2;2
266;36.42857142857143;33.5;35.0;34.6;31.0;26.7;17;32.5;31.0;0.0;28.642857142857142;2;17;13;4;6;4;2;2;0.0;0;1;20.5;2;2;21.5;2;2;35.0;1;3;32.0;1;2;36.0;1;2;38.0;1;2;0.0;0;2;1
267;32.86666666666667;34.71875;39.0;33.2;41.0;30.6;11;28.5;35.0;0.0;33.42857142857143;1;15;13;2;6;6;0;1;0.0;0;1;36.0;1;2;37.0;2;2;36.0;1;3;30.0;1;2;42.0;1;2;35.0;1;2;0.0;0;2;2
268;38.714285714285715;35.25;40.0;34.75;39.0;33.9;9;43.0;34.0;0.0;33.07142857142857;1;15;13;2;6;5;1;1;0.0;0;1;36.0;1;2;36.0;1;2;36.0;1;3;27.5;2;2;36.0;1;2;42.0;1;2;0.0;0;2;2
269;33.3125;33.6875;35.0;34.8;39.0;30.5;11;30.0;35.0;0.0;32.42857142857143;0;13;13;0;6;6;0;1;0.0;0;1;35.0;1;2;35.0;1;2;30.0;1;3;32.0;1;2;41.0;1;2;39.0;1;2;0.0;0;2;2
270;37.714285714285715;35.625;35.0;35.166666666666664;29.0;35.8;9;37.0;38.0;0.0;36.285714285714285;0;13;13;0;6;6;0;1;0.0;0;1;35.0;1;2;32.0;1;2;46.0;1;3;30.0;1;2;44.0;1;2;44.0;1;2;0.0;0;2;2
271;39.583333333333336;37.0625;40.0;35.583333333333336;35.0;38.6;9;36.0;40.0;0.0;36.57142857142857;0;13;13;0;6;6;0;1;0.0;0;1;42.0;1;2;31.0;1;2;46.0;1;3;31.0;1;2;41.0;1;2;42.0;1;2;0.0;0;2;2
272;34.25;33.5;35.0;31.0;28.0;32.4;11;39.0;29.0;0.0;30.309523809523807;2;19;13;6;6;4;2;1;0.0;0;1;37.0;1;2;27.5;2;2;30.0;1;3;25.666666666666668;3;2;37.0;1;2;40.0;1;2;0.0;0;2;2
273;31.952380952380953;34.4375;40.0;34.6;40.0;27.25;16;32.0;28.5;39.0;32.92857142857143;1;15;13;2;6;5;1;1;0.0;0;1;37.0;1;2;29.0;2;2;37.0;1;3;30.0;1;2;42.0;1;2;37.0;1;2;0.0;0;2;2
274;35.75;33.75;30.0;34.2;40.0;30.5;9;30.0;30.0;0.0;33.642857142857146;1;15;13;2;6;6;0;1;0.0;0;1;33.0;1;2;35.5;2;2;36.0;1;3;30.0;1;2;43.0;1;2;40.0;1;2;0.0;0;2;2
275;33.714285714285715;31.0625;28.5;33.5;39.0;33.2;11;18.5;43.0;0.0;33.857142857142854;1;19;13;6;6;5;1;1;0.0;0;1;37.0;1;2;30.0;1;2;44.0;1;3;21.0;4;2;40.0;1;2;43.0;1;2;0.0;0;2;2
278;36.785714285714285;34.875;40.0;35.7;37.0;35.2;9;40.0;36.0;0.0;37.857142857142854;0;13;13;0;6;6;0;1;0.0;0;1;37.0;1;2;35.0;1;2;48.0;1;3;30.0;1;2;45.0;1;2;46.0;1;2;0.0;0;2;2
279;41.53333333333333;35.25;45.0;36.9;39.0;37.3;9;41.0;37.0;0.0;37.0;0;13;13;0;6;6;0;1;0.0;0;1;39.0;1;2;30.0;1;2;48.0;1;3;33.0;1;2;44.0;1;2;41.0;1;2;0.0;0;2;2
280;36.464285714285715;37.875;40.0;37.1;46.0;38.5;11;36.0;37.0;45.0;37.214285714285715;0;13;13;0;6;6;0;1;0.0;0;1;38.0;1;2;32.0;1;2;47.0;1;3;30.0;1;2;45.0;1;2;45.0;1;2;0.0;0;2;3
281;25.51111111111111;26.633333333333333;19.0;30.666666666666668;0.0;10.888888888888888;6;16.333333333333332;0.0;0.0;31.6;0;4;4;0;2;2;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;39.0;1;2;40.0;1;2;0.0;0;2;2
282;36.095238095238095;38.0;43.0;35.7;30.0;38.333333333333336;11;40.0;37.0;46.0;40.07142857142857;0;13;13;0;6;6;0;1;0.0;0;1;45.0;1;2;43.0;1;2;39.0;1;3;40.0;1;2;48.0;1;2;46.0;1;2;0.0;0;2;3
284;29.791666666666668;33.125;32.0;36.3;36.0;32.6;14;30.5;45.0;0.0;35.5;0;13;13;0;6;6;0;1;0.0;0;1;35.0;1;2;44.0;1;2;37.0;1;3;30.0;1;2;44.0;1;2;40.0;1;2;0.0;0;2;2
285;28.208333333333332;27.3125;34.0;32.0;41.0;28.85;15;24.75;33.0;0.0;27.142857142857142;3;19;13;6;6;3;3;1;0.0;0;1;34.0;1;2;29.0;2;2;34.0;1;3;24.5;2;2;30.0;1;2;21.5;2;2;0.0;0;2;2
286;35.92857142857143;35.4375;30.0;38.6;45.0;35.916666666666664;11;34.0;35.0;42.0;39.142857142857146;2;17;13;4;6;6;0;1;0.0;0;1;48.0;1;2;36.5;2;2;43.0;1;3;33.0;2;2;43.0;1;2;49.0;1;2;0.0;0;2;2
287;27.857142857142858;29.23076923076923;31.0;32.5;39.0;5.333333333333333;2;8.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;1;2;0.0;0;2;1
292;32.07142857142857;33.4375;25.5;35.6;49.0;34.833333333333336;13;25.5;44.0;35.0;35.57142857142857;0;13;13;0;6;6;0;1;0.0;0;1;38.0;1;2;41.0;1;2;34.0;1;3;37.0;1;2;40.0;1;2;42.0;1;2;0.0;0;2;2
293;35.285714285714285;37.25;45.0;35.2;40.0;31.291666666666668;14;32.0;36.0;43.0;36.5;1;15;13;2;6;6;0;1;0.0;0;1;39.0;1;2;30.0;2;2;45.0;1;3;32.0;1;2;45.0;1;2;42.0;1;2;0.0;0;2;2
294;37.642857142857146;36.9375;40.0;38.4;45.0;35.3;9;38.0;34.0;0.0;39.785714285714285;2;17;13;4;6;6;0;1;0.0;0;1;49.0;1;2;37.5;2;2;47.0;1;3;30.5;2;2;43.0;1;2;48.0;1;2;0.0;0;2;3
295;39.06666666666667;34.125;40.0;34.8;39.0;36.3;9;36.0;38.0;0.0;34.785714285714285;1;15;13;2;6;6;0;1;0.0;0;1;32.0;1;2;35.5;2;2;44.0;1;3;30.0;1;2;42.0;1;2;38.0;1;2;0.0;0;2;2
296;25.25;29.083333333333336;21.666666666666668;34.6;49.0;29.733333333333338;15;24.666666666666668;32.0;0.0;30.5;2;17;13;4;6;4;2;1;0.0;0;1;32.0;1;2;27.5;2;2;33.0;1;3;43.0;1;2;40.0;1;2;21.5;2;2;0.0;0;2;1
298;39.142857142857146;37.875;45.0;38.1;46.0;38.0;11;37.0;39.0;42.0;37.642857142857146;0;13;13;0;6;6;0;1;0.0;0;1;38.0;1;2;30.0;1;2;47.0;1;3;33.0;1;2;46.0;1;2;46.0;1;2;0.0;0;2;3
301;40.357142857142854;37.3125;40.0;34.4;30.0;36.8;9;36.0;40.0;0.0;38.0;0;13;13;0;6;6;0;1;0.0;0;1;43.0;1;2;37.0;1;2;46.0;1;3;31.0;1;2;44.0;1;2;42.0;1;2;0.0;0;2;2
304;34.666666666666664;28.9375;30.0;32.8;41.0;35.0;9;42.0;40.0;0.0;32.857142857142854;1;15;13;2;6;6;0;1;0.0;0;1;36.0;1;2;39.0;1;2;31.0;1;3;32.5;2;2;36.0;1;2;40.0;1;2;0.0;0;2;2
305;30.928571428571427;35.3125;40.0;37.4;44.0;34.1;9;38.0;41.0;0.0;38.785714285714285;0;13;13;0;6;6;0;1;0.0;0;1;42.0;1;2;45.0;1;2;45.0;1;3;30.0;1;2;45.0;1;2;42.0;1;2;0.0;0;2;2
306;39.714285714285715;35.4375;30.0;36.2;36.0;39.583333333333336;11;41.0;45.0;45.0;37.357142857142854;0;13;13;0;6;6;0;1;0.0;0;1;44.0;1;2;33.0;1;2;45.0;1;3;34.0;1;2;40.0;1;2;43.0;1;2;0.0;0;2;2
308;38.416666666666664;38.90625;45.0;38.2;49.0;36.6;9;45.0;38.0;0.0;36.42857142857143;0;13;13;0;6;6;0;1;0.0;0;1;40.0;1;2;43.0;1;2;34.0;1;3;31.0;1;2;45.0;1;2;45.0;1;2;0.0;0;2;2
309;42.0;38.8125;40.0;38.1;44.0;35.916666666666664;11;35.0;45.0;41.0;37.785714285714285;0;13;13;0;6;6;0;1;0.0;0;1;40.0;1;2;36.0;1;2;45.0;1;3;31.0;1;2;45.0;1;2;45.0;1;2;0.0;0;2;2
310;34.583333333333336;37.5;40.0;33.4;33.0;32.6;9;30.0;30.0;0.0;36.57142857142857;1;15;13;2;6;5;1;1;0.0;0;1;39.0;1;2;31.0;1;2;46.0;1;3;27.0;2;2;46.0;1;2;44.0;1;2;0.0;0;2;2
311;36.06666666666667;33.59375;40.0;35.4;40.0;29.05;12;31.0;36.0;0.0;33.214285714285715;2;17;13;4;6;5;1;1;0.0;0;1;35.0;1;2;29.5;2;2;35.0;1;3;30.5;2;2;45.0;1;2;40.0;1;2;0.0;0;2;2
313;40.625;35.9375;35.0;38.1;43.0;33.166666666666664;11;30.0;36.0;43.0;35.714285714285715;2;17;13;4;6;5;1;1;0.0;0;1;48.0;1;2;35.0;2;2;31.0;1;3;29.5;2;2;44.0;1;2;47.0;1;2;0.0;0;2;2
315;39.8;35.125;40.0;36.9;39.0;36.2;9;40.0;32.0;0.0;39.0;0;13;13;0;6;6;0;1;0.0;0;1;48.0;1;2;37.0;1;2;46.0;1;3;30.0;1;2;44.0;1;2;45.0;1;2;0.0;0;2;2
316;30.533333333333335;30.333333333333336;25.666666666666668;29.8;33.0;32.8;9;36.0;34.0;0.0;30.523809523809522;2;19;13;6;6;4;2;1;0.0;0;1;23.5;2;2;15.666666666666666;3;2;37.0;1;3;35.0;1;2;42.0;1;2;42.0;1;2;0.0;0;2;1
317;32.083333333333336;33.56666666666667;45.0;34.0;48.0;8.266666666666666;8;11.666666666666666;9.0;0.0;23.866666666666667;1;10;6;4;2;1;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;23.666666666666668;3;2;36.0;1;2;0.0;1;2;0.0;0;2;1
321;31.642857142857142;34.75;35.0;35.8;42.0;32.6;12;42.0;33.0;0.0;35.5;1;15;13;2;6;5;1;1;0.0;0;1;32.0;1;2;44.0;1;2;43.0;1;3;26.0;2;2;42.0;1;2;40.0;1;2;0.0;0;2;2
322;32.25;31.03125;28.5;34.2;40.0;31.75;12;37.0;40.0;0.0;35.07142857142857;1;15;13;2;6;6;0;1;0.0;0;1;33.0;1;2;41.0;1;2;36.0;1;3;31.5;2;2;41.0;1;2;45.0;1;2;0.0;0;2;2
324;31.428571428571427;31.625;32.0;34.8;37.0;34.1;9;36.0;45.0;0.0;33.33333333333333;1;17;13;4;6;6;0;1;0.0;0;1;38.0;1;2;31.333333333333332;3;2;32.0;1;3;36.0;1;2;42.0;1;2;38.0;1;2;0.0;0;2;2
325;33.166666666666664;36.35294117647059;35.0;32.4;40.0;27.2;12;31.0;30.0;0.0;31.428571428571427;2;17;13;4;6;4;2;1;0.0;0;1;40.0;1;2;23.0;2;2;31.0;1;3;24.5;2;2;43.0;1;2;43.0;1;2;0.0;0;2;1
327;34.8;30.78125;34.0;33.3;40.0;30.4;13;23.0;27.0;0.0;30.714285714285715;3;19;13;6;6;4;2;1;0.0;0;1;31.5;2;2;28.5;2;2;37.0;1;3;22.5;2;2;44.0;1;2;33.0;1;2;0.0;0;2;2
328;36.96666666666667;33.05882352941177;22.0;32.5;33.0;32.4;11;24.5;33.0;0.0;31.0;2;21;13;8;6;4;2;1;0.0;0;1;29.0;4;2;29.0;2;2;30.0;1;3;36.0;1;2;38.0;1;2;40.0;1;2;0.0;0;2;1
329;30.035714285714285;32.9375;31.0;31.6;46.0;29.4;9;40.0;32.0;0.0;30.5;2;17;13;4;6;4;2;1;0.0;0;1;35.0;1;2;44.0;1;2;34.0;1;3;21.5;2;2;42.0;1;2;20.0;2;2;0.0;0;2;2
334;39.1764705882353;35.3235294117647;40.0;37.333333333333336;41.0;40.785714285714285;16;28.0;36.0;46.0;37.75;0;16;16;0;8;8;0;1;47.0;1;1;33.0;1;2;36.0;1;2;37.0;1;3;32.0;1;2;41.0;1;2;40.0;1;2;41.0;1;2;2
336;40.64705882352941;39.8235294117647;44.0;41.46666666666667;48.0;41.42857142857143;14;41.0;37.0;45.0;41.4375;0;16;16;0;8;8;0;1;45.0;1;1;46.0;1;2;37.0;1;2;38.0;1;3;35.0;1;2;41.0;1;2;45.0;1;2;48.0;1;2;3
338;33.88235294117647;36.029411764705884;42.0;37.86666666666667;49.0;35.035714285714285;15;30.0;33.0;31.0;35.08333333333333;1;20;16;4;8;7;1;1;36.0;1;1;37.0;1;2;30.0;1;2;44.0;1;3;25.666666666666668;3;2;36.0;1;2;38.0;1;2;30.0;1;2;2
339;35.0;36.8235294117647;43.0;40.13333333333333;48.0;36.642857142857146;14;31.0;33.0;33.0;36.75;1;18;16;2;8;7;1;1;42.0;1;1;39.0;1;2;30.0;1;2;47.0;1;3;24.5;2;2;40.0;1;2;35.0;1;2;34.0;1;2;2
340;35.705882352941174;36.294117647058826;32.0;37.6;36.0;39.92857142857143;14;37.0;41.0;37.0;34.020833333333336;1;20;16;4;8;7;1;1;42.0;1;1;36.0;1;2;26.666666666666668;3;2;31.0;1;3;35.0;1;2;37.0;1;2;30.0;1;2;40.0;1;2;2
345;39.705882352941174;38.5;43.0;42.6;49.0;40.0;14;43.0;36.0;43.0;41.0625;0;16;16;0;8;8;0;1;45.0;1;1;45.0;1;2;37.0;1;2;36.0;1;3;37.0;1;2;40.0;1;2;46.0;1;2;47.0;1;2;4
