NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ
476;40.0;40.294117647058826;35.0;41.93333333333333;40.0;42.142857142857146;14;41.0;46.0;40.0;40.6875;0;16;16;0;8;8;0;1;43.0;1;1;40.0;1;2;34.0;1;2;50.0;1;3;30.0;1;2;42.0;1;2;41.0;1;2;42.0;1;2;3
478;33.911764705882355;37.14705882352941;33.0;39.06666666666667;40.0;37.857142857142854;14;36.0;40.0;31.0;32.60416666666667;2;22;16;6;8;6;2;1;42.0;1;1;33.0;1;2;30.0;1;2;33.0;1;3;28.333333333333332;3;2;30.0;1;2;40.0;1;2;29.0;2;2;2
479;40.411764705882355;39.8235294117647;41.0;41.13333333333333;50.0;42.0;14;42.0;46.0;42.0;39.375;0;16;16;0;8;8;0;1;43.0;1;1;40.0;1;2;39.0;1;2;41.0;1;3;30.0;1;2;39.0;1;2;41.0;1;2;43.0;1;2;3
483;35.588235294117645;36.64705882352941;30.0;32.785714285714285;35.0;27.545454545454547;10;11.0;34.0;44.0;47.0;0;2;2;0;1;1;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;47.0;1;2;1
485;41.294117647058826;42.1764705882353;43.0;41.4;41.0;42.642857142857146;14;42.0;48.0;44.0;41.9375;0;16;16;0;8;8;0;1;40.0;1;1;35.0;1;2;45.0;1;2;39.0;1;3;39.0;1;2;46.0;1;2;47.0;1;2;45.0;1;2;3
487;40.35294117647059;42.529411764705884;35.0;42.8;50.0;44.642857142857146;14;39.0;45.0;44.0;40.1875;1;18;16;2;8;8;0;1;50.0;1;1;42.0;1;2;30.0;2;2;43.0;1;3;30.0;1;2;43.0;1;2;42.0;1;2;45.0;1;2;3
488;40.76470588235294;41.88235294117647;45.0;42.666666666666664;50.0;41.214285714285715;14;40.0;45.0;42.0;43.0;0;16;16;0;8;8;0;1;42.0;1;1;38.0;1;2;41.0;1;2;50.0;1;3;37.0;1;2;47.0;1;2;43.0;1;2;42.0;1;2;3
490;40.3235294117647;38.05882352941177;35.0;41.0;42.0;43.07142857142857;14;44.0;35.0;44.0;38.5;0;16;16;0;8;8;0;1;43.0;1;1;37.0;1;2;30.0;1;2;35.0;1;3;32.0;1;2;50.0;1;2;44.0;1;2;41.0;1;2;2
494;35.6764705882353;37.529411764705884;33.0;39.53333333333333;41.0;38.785714285714285;14;41.0;48.0;34.0;36.75;1;22;16;6;8;7;1;1;45.0;1;1;30.0;1;2;45.0;1;2;27.0;3;3;32.0;1;2;43.0;1;2;38.0;1;2;43.0;1;2;2
505;41.64705882352941;44.1764705882353;43.0;44.86666666666667;50.0;44.5;14;41.0;46.0;40.0;41.25;1;18;16;2;8;8;0;1;50.0;1;1;43.0;1;2;36.5;2;2;43.0;1;3;30.0;1;2;43.0;1;2;42.0;1;2;46.0;1;2;3
506;37.529411764705884;36.1764705882353;30.0;39.46666666666667;42.0;39.0;14;35.0;40.0;39.0;34.6875;0;16;16;0;8;8;0;1;41.0;1;1;40.0;1;2;30.0;1;2;30.0;1;3;30.0;1;2;45.0;1;2;33.0;1;2;34.0;1;2;2
507;38.23529411764706;39.35294117647059;37.0;40.53333333333333;49.0;41.214285714285715;17;46.0;38.0;44.0;38.625;0;16;16;0;8;8;0;1;46.0;1;1;36.0;1;2;31.0;1;2;38.0;1;3;30.0;1;2;46.0;1;2;43.0;1;2;43.0;1;2;2
510;40.705882352941174;44.588235294117645;47.0;46.333333333333336;50.0;39.714285714285715;14;39.0;40.0;42.0;38.0;2;21;16;5;8;7;1;1;50.0;1;1;32.0;1;2;28.5;2;2;31.0;2;3;45.0;1;2;44.0;1;2;39.0;1;2;44.0;1;2;3
511;34.705882352941174;38.588235294117645;31.0;39.4;50.0;39.714285714285715;16;25.0;41.0;42.0;36.625;1;18;16;2;8;7;1;1;45.0;1;1;36.0;1;2;41.0;1;2;34.0;1;3;25.5;2;2;43.0;1;2;32.0;1;2;42.0;1;2;2
515;36.8235294117647;35.411764705882355;22.5;39.0;43.0;38.785714285714285;14;41.0;35.0;38.0;42.3125;0;16;16;0;8;8;0;1;44.0;1;1;41.0;1;2;46.0;1;2;37.0;1;3;43.0;1;2;50.0;1;2;38.0;1;2;43.0;1;2;2
516;38.35294117647059;38.470588235294116;30.0;41.333333333333336;48.0;39.57142857142857;14;35.0;46.0;35.0;39.1875;0;16;16;0;8;8;0;1;50.0;1;1;42.0;1;2;33.0;1;2;33.0;1;3;34.0;1;2;42.0;1;2;41.0;1;2;47.0;1;2;3
518;35.8235294117647;37.0;31.0;40.8;49.0;40.07142857142857;17;38.0;44.0;35.0;35.9375;1;18;16;2;8;7;1;1;38.0;1;1;26.5;2;2;38.0;1;2;34.0;1;3;32.0;1;2;41.0;1;2;44.0;1;2;36.0;1;2;2
522;41.88235294117647;38.529411764705884;37.0;42.666666666666664;44.0;43.42857142857143;14;37.0;48.0;50.0;38.4375;0;16;16;0;8;8;0;1;35.0;1;1;35.0;1;2;43.0;1;2;40.0;1;3;31.0;1;2;46.0;1;2;34.0;1;2;41.0;1;2;3
524;33.588235294117645;35.61764705882353;34.0;39.2;37.0;36.0;16;26.0;34.0;44.0;35.375;1;18;16;2;8;8;0;1;50.0;1;1;32.0;2;2;30.0;1;2;34.0;1;3;30.0;1;2;43.0;1;2;33.0;1;2;39.0;1;2;2
526;40.5;35.470588235294116;40.0;35.666666666666664;44.0;36.57142857142857;16;27.5;40.0;45.0;34.5;1;18;16;2;8;7;1;1;40.0;1;1;37.0;1;2;41.0;1;2;34.0;1;3;23.0;2;2;37.0;1;2;31.0;1;2;36.0;1;2;2
528;35.8;36.705882352941174;39.0;37.84615384615385;40.0;35.916666666666664;14;24.5;42.0;0.0;33.5;1;11;9;2;4;4;0;1;0.0;0;1;39.0;1;2;0.0;0;2;40.0;1;3;0.0;0;2;31.5;2;2;37.0;1;2;0.0;0;2;1
531;35.588235294117645;36.029411764705884;30.0;38.13333333333333;41.0;39.5;16;17.5;44.0;42.0;35.0;2;19;15;4;7;6;1;1;0.0;0;1;27.5;2;2;30.0;1;2;38.0;1;3;31.0;2;2;38.0;1;2;41.0;1;2;38.0;1;2;2
532;35.411764705882355;35.375;41.0;36.166666666666664;43.0;27.22222222222222;14;31.0;31.0;0.0;32.75;1;18;16;2;8;6;2;1;37.0;1;1;32.0;1;2;20.0;1;2;41.0;1;3;21.0;2;2;39.0;1;2;38.0;1;2;32.0;1;2;1
536;32.5;37.73529411764706;40.0;36.488888888888894;40.0;37.5;16;27.0;39.0;39.0;36.0625;0;16;16;0;8;8;0;1;45.0;1;1;37.0;1;2;39.0;1;2;34.0;1;3;30.0;1;2;43.0;1;2;31.0;1;2;35.0;1;2;2
537;33.6764705882353;37.76470588235294;35.0;36.8;40.0;38.0;14;36.0;40.0;36.0;34.75;0;16;16;0;8;8;0;1;34.0;1;1;32.0;1;2;32.0;1;2;38.0;1;3;30.0;1;2;36.0;1;2;44.0;1;2;30.0;1;2;3
539;33.23529411764706;36.64705882352941;35.0;35.266666666666666;34.0;35.642857142857146;20;32.0;39.0;46.0;37.25;1;18;16;2;8;7;1;1;40.0;1;1;39.0;1;2;40.0;1;2;32.0;1;3;28.0;2;2;47.0;1;2;34.0;1;2;42.0;1;2;2
542;34.88235294117647;38.529411764705884;34.0;37.333333333333336;39.0;39.714285714285715;14;30.0;43.0;32.0;36.4375;1;18;16;2;8;7;1;1;49.0;1;1;28.5;2;2;33.0;1;2;37.0;1;3;30.0;1;2;42.0;1;2;36.0;1;2;42.0;1;2;2
543;28.67777777777778;34.705882352941174;32.0;29.714285714285715;30.0;12.75;7;8.0;0.0;0.0;18.875;3;18;10;8;4;1;3;1;0.0;0;1;0.0;0;2;14.0;3;2;0.0;0;3;10.5;2;2;0.0;1;2;21.0;2;2;30.0;1;2;1
544;38.23529411764706;35.3235294117647;34.0;35.06666666666667;40.0;34.69047619047619;18;27.333333333333332;41.0;32.0;35.625;2;20;16;4;8;6;2;1;45.0;1;1;22.5;2;2;25.0;2;2;40.0;1;3;44.0;1;2;37.0;1;2;30.0;1;2;44.0;1;2;1
545;36.11764705882353;38.64705882352941;30.0;38.46666666666667;42.0;37.57142857142857;17;30.0;42.0;46.0;35.5;2;19;16;3;8;6;2;1;25.0;2;1;29.5;2;2;41.0;1;2;34.0;1;3;31.0;1;2;41.0;1;2;39.0;1;2;39.0;1;2;2
548;35.23529411764706;36.529411764705884;35.0;40.13333333333333;40.0;39.785714285714285;14;43.0;46.0;38.0;33.9375;1;19;16;3;8;8;0;1;39.0;1;1;37.0;1;2;30.0;1;2;30.0;2;3;32.0;1;2;36.0;1;2;33.0;1;2;39.0;1;2;3
550;37.294117647058826;39.64705882352941;41.0;39.86666666666667;50.0;40.285714285714285;14;37.0;41.0;48.0;38.0;0;16;16;0;8;8;0;1;38.0;1;1;38.0;1;2;31.0;1;2;38.0;1;3;32.0;1;2;47.0;1;2;36.0;1;2;44.0;1;2;3
552;39.05882352941177;39.411764705882355;41.0;41.4;44.0;40.857142857142854;14;30.0;45.0;42.0;34.625;2;20;16;4;8;7;1;1;45.0;1;1;29.0;2;2;33.5;2;2;32.0;1;3;31.0;1;2;44.0;1;2;30.0;1;2;39.0;1;2;2
555;31.84375;36.23529411764706;30.0;36.53333333333333;41.0;37.42857142857143;19;25.0;43.0;44.0;35.958333333333336;1;20;16;4;8;7;1;1;40.0;1;1;36.0;1;2;26.666666666666668;3;2;36.0;1;3;30.0;1;2;38.0;1;2;41.0;1;2;42.0;1;2;2
556;35.11764705882353;35.35294117647059;31.0;36.733333333333334;35.0;38.857142857142854;14;31.0;38.0;45.0;34.083333333333336;3;28;16;12;8;5;3;1;40.0;1;1;39.0;1;2;20.666666666666668;3;2;29.666666666666668;3;3;25.5;2;2;43.0;1;2;41.0;1;2;39.0;1;2;2
557;35.833333333333336;30.8;36.0;29.142857142857142;0.0;0.0;0;0.0;0.0;0.0;20.666666666666668;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;31.0;1;2;0.0;0;2;1
559;32.411764705882355;36.11764705882353;37.0;36.13333333333333;39.0;34.714285714285715;16;28.5;39.0;36.0;36.8125;0;16;16;0;8;8;0;1;40.0;1;1;35.0;1;2;39.0;1;2;35.0;1;3;30.0;1;2;40.0;1;2;37.0;1;2;41.0;1;2;2
561;32.470588235294116;31.88235294117647;25.5;36.8;36.0;33.32142857142857;17;31.0;39.0;37.0;32.0625;2;24;16;8;8;6;2;1;40.0;1;1;34.0;1;2;15.666666666666666;3;2;31.0;1;3;21.333333333333332;3;2;47.0;1;2;30.0;1;2;42.0;1;2;2
562;34.26470588235294;37.05882352941177;35.0;38.666666666666664;42.0;37.714285714285715;14;33.0;44.0;42.0;35.1875;0;16;16;0;8;8;0;1;45.0;1;1;39.0;1;2;30.0;1;2;36.0;1;3;30.0;1;2;40.0;1;2;33.0;1;2;33.0;1;2;2
563;35.73529411764706;36.05882352941177;31.0;37.46666666666667;41.0;38.214285714285715;14;30.0;40.0;48.0;35.6875;2;20;16;4;8;8;0;1;38.0;1;1;30.5;2;2;35.5;2;2;33.0;1;3;30.0;1;2;43.0;1;2;38.0;1;2;40.0;1;2;2
565;39.0;40.23529411764706;37.0;36.6;42.0;41.285714285714285;16;41.0;45.0;44.0;36.9375;1;18;16;2;8;7;1;1;45.0;1;1;37.0;1;2;31.0;1;2;32.0;1;3;26.0;2;2;42.0;1;2;44.0;1;2;45.0;1;2;2
566;34.294117647058826;34.07843137254902;35.0;37.333333333333336;22.5;27.357142857142858;14;5.0;36.0;40.0;26.5;0;8;8;0;4;3;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;3.0;1;2;30.0;1;2;39.0;1;2;34.0;1;2;2
567;40.23529411764706;40.5;41.0;42.13333333333333;43.0;40.5;14;31.0;46.0;39.0;39.125;0;16;16;0;8;8;0;1;45.0;1;1;43.0;1;2;34.0;1;2;31.0;1;3;50.0;1;2;31.0;1;2;45.0;1;2;41.0;1;2;3
568;32.46666666666667;32.875;32.0;32.916666666666664;43.0;27.77777777777778;13;25.0;38.0;0.0;32.8;0;10;10;0;5;3;2;1;0.0;0;1;0.0;0;2;27.0;1;2;0.0;0;3;27.0;1;2;45.0;1;2;31.0;1;2;34.0;1;2;1
569;37.0;33.470588235294116;30.0;41.06666666666667;38.0;37.714285714285715;14;31.0;46.0;39.0;39.1875;1;18;16;2;8;8;0;1;45.0;1;1;40.0;1;2;32.5;2;2;31.0;1;3;40.0;1;2;44.0;1;2;42.0;1;2;46.0;1;2;2
570;40.11764705882353;41.411764705882355;44.0;40.8;46.0;45.42857142857143;14;46.0;47.0;48.0;40.0;0;16;16;0;8;8;0;1;50.0;1;1;44.0;1;2;32.0;1;2;42.0;1;3;38.0;1;2;37.0;1;2;35.0;1;2;46.0;1;2;3
572;38.470588235294116;32.8235294117647;25.5;38.733333333333334;39.0;39.535714285714285;19;34.0;43.0;50.0;40.25;0;16;16;0;8;8;0;1;45.0;1;1;37.0;1;2;49.0;1;2;41.0;1;3;32.0;1;2;30.0;1;2;47.0;1;2;43.0;1;2;2
574;36.94117647058823;39.23529411764706;39.0;41.13333333333333;47.0;41.714285714285715;14;34.0;45.0;43.0;37.1875;1;18;16;2;8;8;0;1;50.0;1;1;37.0;1;2;31.0;2;2;35.0;1;3;38.0;1;2;44.0;1;2;32.0;1;2;38.0;1;2;3
575;36.588235294117645;35.11764705882353;38.0;38.8;42.0;41.714285714285715;14;40.0;46.0;42.0;40.9375;0;16;16;0;8;8;0;1;50.0;1;1;38.0;1;2;44.0;1;2;41.0;1;3;37.0;1;2;40.0;1;2;46.0;1;2;36.0;1;2;3
578;39.11764705882353;37.35294117647059;38.0;40.0;42.0;37.214285714285715;14;30.0;41.0;47.0;38.9375;0;16;16;0;8;8;0;1;45.0;1;1;30.0;1;2;36.0;1;2;40.0;1;3;33.0;1;2;43.0;1;2;45.0;1;2;42.0;1;2;3
580;35.705882352941174;35.64705882352941;28.5;42.333333333333336;42.0;33.857142857142854;19;30.0;41.0;30.5;34.666666666666664;1;22;16;6;7;6;1;1;0.0;1;1;33.0;1;2;21.0;4;2;32.0;1;3;32.0;1;2;46.0;1;2;39.0;1;2;41.0;1;2;2
583;37.411764705882355;39.76470588235294;37.0;38.8;43.0;41.642857142857146;14;38.0;43.0;35.0;41.125;0;16;16;0;8;8;0;1;50.0;1;1;35.0;1;2;42.0;1;2;42.0;1;3;30.0;1;2;47.0;1;2;44.0;1;2;43.0;1;2;4
584;38.8235294117647;40.294117647058826;30.0;38.53333333333333;43.0;37.892857142857146;19;31.5;42.0;44.0;38.5625;0;16;16;0;8;8;0;1;45.0;1;1;39.0;1;2;36.0;1;2;38.0;1;3;36.0;1;2;44.0;1;2;34.0;1;2;40.0;1;2;3
585;37.0;39.588235294117645;42.0;41.06666666666667;45.0;37.17857142857143;17;30.0;44.0;43.0;37.979166666666664;2;22;16;6;8;7;1;1;45.0;1;1;35.0;1;2;31.333333333333332;3;2;40.0;1;3;24.0;2;2;47.0;1;2;42.0;1;2;42.0;1;2;2
587;39.14705882352941;37.76470588235294;31.0;39.666666666666664;40.0;39.642857142857146;17;41.0;43.0;39.0;39.25;0;16;16;0;8;8;0;1;45.0;1;1;37.0;1;2;32.0;1;2;39.0;1;3;35.0;1;2;50.0;1;2;45.0;1;2;34.0;1;2;2
588;38.0;39.64705882352941;36.0;40.06666666666667;33.0;39.357142857142854;16;30.5;44.0;45.0;37.125;1;20;16;4;8;7;1;1;40.0;1;1;36.0;1;2;27.0;3;2;32.0;1;3;34.0;1;2;48.0;1;2;41.0;1;2;43.0;1;2;3
589;35.35294117647059;37.705882352941174;33.0;39.6;40.0;37.142857142857146;16;27.0;43.0;40.0;32.46875;3;23;16;7;8;6;2;1;50.0;1;1;33.0;1;2;30.5;2;2;28.5;2;3;24.5;2;2;35.0;1;2;30.0;1;2;39.0;1;2;2
590;38.411764705882355;41.8235294117647;36.0;39.8;33.0;38.75;19;30.0;43.0;44.0;38.375;0;16;16;0;8;8;0;1;40.0;1;1;30.0;1;2;30.0;1;2;38.0;1;3;42.0;1;2;45.0;1;2;37.0;1;2;46.0;1;2;3
591;36.94117647058823;35.05882352941177;28.5;37.266666666666666;34.0;34.714285714285715;14;30.0;41.0;44.0;37.02083333333333;2;22;16;6;8;7;1;1;50.0;1;1;37.0;1;2;32.0;2;2;35.0;1;3;23.666666666666668;3;2;42.0;1;2;39.0;1;2;45.0;1;2;2
593;41.294117647058826;37.294117647058826;36.0;40.53333333333333;43.0;43.714285714285715;14;33.0;45.0;45.0;37.25;1;18;16;2;8;7;1;1;46.0;1;1;34.0;1;2;30.0;1;2;40.0;1;3;29.0;2;2;47.0;1;2;31.0;1;2;44.0;1;2;2
596;39.35294117647059;33.38235294117647;29.5;41.2;43.0;36.57142857142857;16;27.0;44.0;43.0;37.15625;2;21;16;5;8;7;1;1;50.0;1;1;37.0;1;2;27.5;2;2;32.5;2;3;30.0;1;2;45.0;1;2;39.0;1;2;45.0;1;2;3
598;38.588235294117645;35.205882352941174;40.0;38.333333333333336;35.0;37.642857142857146;16;29.0;42.0;45.0;38.0625;0;16;16;0;8;8;0;1;50.0;1;1;39.0;1;2;32.0;1;2;33.0;1;3;33.0;1;2;47.0;1;2;37.0;1;2;42.0;1;2;2
602;35.529411764705884;34.470588235294116;42.0;36.06666666666667;46.0;38.714285714285715;14;31.0;36.0;40.0;35.5;2;20;16;4;8;8;0;1;37.0;1;1;30.0;1;2;32.0;2;2;31.0;1;3;32.0;2;2;40.0;1;2;41.0;1;2;44.0;1;2;2
603;36.64705882352941;40.23529411764706;35.0;38.6;41.0;37.035714285714285;17;33.0;44.0;45.0;36.6875;1;18;16;2;8;8;0;1;50.0;1;1;30.0;1;2;44.0;1;2;33.0;1;3;31.0;2;2;44.0;1;2;33.0;1;2;37.0;1;2;3
605;35.76470588235294;39.029411764705884;41.0;39.266666666666666;41.0;39.107142857142854;17;32.0;45.0;44.0;37.5625;1;18;16;2;8;8;0;1;48.0;1;1;37.0;1;2;34.0;2;2;31.0;1;3;37.0;1;2;40.0;1;2;42.0;1;2;40.0;1;2;2
606;39.205882352941174;39.05882352941177;39.0;39.93333333333333;41.0;37.0;17;30.0;39.0;45.0;38.125;1;18;16;2;8;7;1;1;35.0;1;1;37.0;1;2;44.0;1;2;34.0;1;3;27.5;2;2;43.0;1;2;41.0;1;2;44.0;1;2;2
607;41.6764705882353;38.411764705882355;44.0;43.46666666666667;41.0;42.642857142857146;14;37.0;49.0;45.0;41.625;0;16;16;0;8;8;0;1;43.0;1;1;46.0;1;2;44.0;1;2;37.0;1;3;36.0;1;2;50.0;1;2;41.0;1;2;39.0;1;2;3
608;39.64705882352941;38.76470588235294;35.0;43.13333333333333;49.0;42.214285714285715;14;31.0;47.0;44.0;34.4375;1;18;16;2;8;7;1;1;50.0;1;1;43.0;1;2;28.0;2;2;33.0;1;3;30.0;1;2;40.0;1;2;30.0;1;2;30.0;1;2;2
609;37.35294117647059;35.588235294117645;36.0;37.46666666666667;44.0;41.142857142857146;17;43.0;45.0;42.0;37.0;1;18;16;2;8;7;1;1;46.0;1;1;35.0;1;2;26.5;2;2;41.0;1;3;30.0;1;2;39.0;1;2;46.0;1;2;35.0;1;2;3
610;39.411764705882355;36.1764705882353;32.0;39.46666666666667;40.0;32.0;21;30.5;30.0;18.0;36.13333333333333;1;18;16;2;7;6;1;1;0.0;1;1;31.0;1;2;31.0;1;2;39.0;1;3;29.5;2;2;39.0;1;2;41.0;1;2;41.0;1;2;3
613;37.529411764705884;33.294117647058826;25.5;38.86666666666667;47.0;39.357142857142854;14;37.0;41.0;42.0;38.625;0;16;16;0;8;8;0;1;50.0;1;1;40.0;1;2;35.0;1;2;38.0;1;3;34.0;1;2;40.0;1;2;44.0;1;2;34.0;1;2;2
614;40.0;38.23529411764706;36.0;39.333333333333336;40.0;39.5;14;34.0;44.0;48.0;36.5;2;20;16;4;8;8;0;1;40.0;1;1;33.5;2;2;35.0;2;2;33.0;1;3;31.0;1;2;39.0;1;2;41.0;1;2;43.0;1;2;2
616;39.88235294117647;39.64705882352941;35.0;39.13333333333333;45.0;38.67857142857143;17;37.0;48.0;45.0;37.375;0;16;16;0;8;8;0;1;45.0;1;1;41.0;1;2;33.0;1;2;37.0;1;3;31.0;1;2;45.0;1;2;30.0;1;2;41.0;1;2;2
619;36.35294117647059;38.294117647058826;39.0;36.2;38.0;38.107142857142854;17;40.0;41.0;40.0;35.5;1;18;16;2;8;8;0;1;42.0;1;1;32.0;1;2;34.5;2;2;37.0;1;3;31.0;1;2;40.0;1;2;33.0;1;2;37.0;1;2;2
622;38.588235294117645;41.529411764705884;31.0;42.86666666666667;50.0;41.57142857142857;14;39.0;43.0;45.0;38.9375;1;18;16;2;8;7;1;1;50.0;1;1;40.0;1;2;37.0;1;2;41.0;1;3;26.0;2;2;46.0;1;2;39.0;1;2;37.0;1;2;3
624;40.470588235294116;41.529411764705884;40.0;44.333333333333336;49.0;42.0;14;46.0;40.0;43.0;44.1875;0;16;16;0;8;8;0;1;38.0;1;1;43.0;1;2;41.0;1;2;49.0;1;3;33.0;1;2;50.0;1;2;48.0;1;2;46.0;1;2;3
625;36.029411764705884;34.8235294117647;30.0;35.666666666666664;35.0;37.357142857142854;16;29.5;42.0;41.0;36.9375;1;18;16;2;8;7;1;1;45.0;1;1;31.0;1;2;41.0;1;2;39.0;1;3;27.5;2;2;39.0;1;2;42.0;1;2;34.0;1;2;2
626;38.88235294117647;39.588235294117645;36.0;40.06666666666667;42.0;40.785714285714285;14;37.0;47.0;41.0;40.5;1;18;16;2;8;8;0;1;50.0;1;1;34.0;1;2;37.5;2;2;41.0;1;3;31.0;1;2;43.0;1;2;47.0;1;2;45.0;1;2;3
627;39.411764705882355;39.11764705882353;46.0;42.6;43.0;43.285714285714285;14;34.0;48.0;43.0;40.6875;2;20;16;4;8;8;0;1;43.0;1;1;44.0;1;2;32.0;2;2;40.0;1;3;30.0;2;2;46.0;1;2;49.0;1;2;43.0;1;2;3
632;40.35294117647059;39.1764705882353;39.0;36.8;38.0;38.214285714285715;14;35.0;44.0;41.0;39.5;0;16;16;0;8;8;0;1;42.0;1;1;35.0;1;2;43.0;1;2;38.0;1;3;31.0;1;2;40.0;1;2;45.0;1;2;44.0;1;2;2
635;34.588235294117645;38.1764705882353;24.0;41.8;44.0;40.5;14;40.0;42.0;44.0;37.71875;3;21;16;5;8;6;2;1;22.5;2;1;40.0;1;2;31.5;2;2;47.0;1;3;25.5;2;2;41.0;1;2;39.0;1;2;43.0;1;2;2
636;32.05882352941177;32.833333333333336;32.0;28.88888888888889;36.0;19.0;4;28.5;0.0;0.0;18.666666666666668;0;2;2;0;1;0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;28.0;1;2;0.0;0;2;0.0;0;2;1
637;36.1764705882353;40.64705882352941;36.0;38.13333333333333;44.0;36.785714285714285;14;32.0;44.0;44.0;35.6875;0;16;16;0;8;8;0;1;30.0;1;1;31.0;1;2;42.0;1;2;31.0;1;3;30.0;1;2;43.0;1;2;33.0;1;2;45.0;1;2;2
639;37.088235294117645;39.588235294117645;33.0;41.06666666666667;41.0;39.42857142857143;14;31.0;46.0;40.0;34.5625;1;18;16;2;8;7;1;1;50.0;1;1;31.0;1;2;29.5;2;2;32.0;1;3;32.0;1;2;45.0;1;2;30.0;1;2;36.0;1;2;3
641;40.94117647058823;39.23529411764706;34.0;44.13333333333333;45.0;41.642857142857146;14;40.0;45.0;48.0;40.6875;0;16;16;0;8;8;0;1;42.0;1;1;43.0;1;2;42.0;1;2;43.0;1;3;33.0;1;2;41.0;1;2;40.0;1;2;41.0;1;2;3
642;37.8235294117647;38.35294117647059;30.0;39.6;41.0;41.857142857142854;14;30.0;45.0;42.0;42.4375;0;16;16;0;8;8;0;1;43.0;1;1;42.0;1;2;42.0;1;2;38.0;1;3;37.0;1;2;45.0;1;2;50.0;1;2;45.0;1;2;3
643;37.470588235294116;35.38235294117647;30.0;39.333333333333336;39.0;39.92857142857143;14;30.0;43.0;42.0;40.25;1;18;16;2;8;8;0;1;50.0;1;1;36.0;1;2;34.5;2;2;41.0;1;3;38.0;1;2;44.0;1;2;44.0;1;2;39.0;1;2;3
645;33.23529411764706;35.88235294117647;34.0;37.333333333333336;38.0;35.714285714285715;14;34.0;45.0;33.0;35.0;1;18;16;2;8;7;1;1;45.0;1;1;38.0;1;2;29.5;2;2;30.0;1;3;30.0;1;2;41.0;1;2;37.0;1;2;37.0;1;2;2
646;35.35294117647059;39.529411764705884;37.0;37.86666666666667;42.0;42.07142857142857;14;34.0;45.0;47.0;38.9375;0;16;16;0;8;8;0;1;50.0;1;1;32.0;1;2;36.0;1;2;43.0;1;3;33.0;1;2;45.0;1;2;32.0;1;2;44.0;1;2;3
647;36.3235294117647;33.94117647058823;26.5;38.266666666666666;40.0;36.285714285714285;22;26.5;42.0;38.0;28.020833333333336;2;22;16;6;8;5;3;2;48.0;1;1;30.0;1;2;20.666666666666668;3;2;11.0;1;3;24.0;2;2;40.0;1;2;39.0;1;2;30.0;1;2;1
648;40.411764705882355;40.05882352941177;43.0;41.06666666666667;41.0;42.92857142857143;14;47.0;47.0;43.0;41.0;0;16;16;0;8;8;0;1;50.0;1;1;44.0;1;2;34.0;1;2;42.0;1;3;37.0;1;2;38.0;1;2;48.0;1;2;39.0;1;2;4
650;34.1764705882353;39.294117647058826;38.0;41.06666666666667;38.0;39.57142857142857;14;34.0;46.0;42.0;38.47916666666667;1;20;16;4;8;8;0;1;45.0;1;1;37.0;1;2;33.333333333333336;3;2;38.0;1;3;37.0;1;2;41.0;1;2;35.0;1;2;45.0;1;2;3
651;31.470588235294116;35.55882352941177;30.0;37.333333333333336;35.0;34.67857142857143;17;34.0;42.0;38.0;36.60416666666667;1;20;16;4;8;7;1;1;45.0;1;1;33.0;1;2;49.0;1;2;38.0;1;3;26.333333333333332;3;2;40.0;1;2;30.0;1;2;35.0;1;2;2
652;40.294117647058826;38.8235294117647;36.0;39.2;41.0;42.92857142857143;14;43.0;44.0;38.0;42.0;0;16;16;0;8;8;0;1;50.0;1;1;45.0;1;2;42.0;1;2;42.0;1;3;30.0;1;2;42.0;1;2;46.0;1;2;43.0;1;2;3
661;37.205882352941174;38.64705882352941;31.0;36.86666666666667;40.0;35.214285714285715;16;20.5;41.0;39.0;38.4375;1;18;16;2;8;7;1;1;45.0;1;1;30.0;1;2;40.0;1;2;36.0;1;3;29.0;2;2;42.0;1;2;45.0;1;2;45.0;1;2;2
