NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
517;27.272727272727273;3;20.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
518;37.2;6;27.5;40.0;40.0;49.0;37.705882352941174;17;17;7;35.0;30.0;40.0;45.0;43.0;0;16;16;0;6;6;0;1;36.0;1;3;31.0;1;3;30.0;1;3;35.0;1;2;40.0;1;2;40.0;1;3;0.0;0;2;2;35.294117647058826
519;25.897435897435898;3;21.666666666666668;25.0;30.0;0.0;28.466666666666665;19;15;4;15.5;30.0;30.0;39.0;0.0;2;22;13;9;8;3;5;2;22.0;3;3;15.0;2;3;37.0;1;3;30.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;1;26.8
520;29.318181818181817;4;30.0;30.0;0.0;0.0;9.681818181818182;22;11;0;10.0;9.5;7.5;0.0;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
521;26.12;3;18.0;27.5;15.5;44.0;22.333333333333332;23;11;1;0.0;27.0;14.0;36.0;0.0;2;12;7;5;5;1;4;2;0.0;0;3;0.0;0;3;0.0;0;3;16.0;2;2;35.0;1;2;11.5;2;3;0.0;0;2;1;26.666666666666668
522;41.2;7;35.0;40.0;50.0;44.0;39.35294117647059;17;17;7;40.0;30.0;35.0;45.0;47.0;0;18;18;0;7;7;0;1;35.0;1;3;40.0;1;3;37.0;1;3;40.0;1;2;45.0;1;2;40.0;1;3;44.0;1;2;2;39.888888888888886
524;35.666666666666664;7;32.5;30.0;40.0;45.0;32.11764705882353;20;17;6;25.0;30.0;30.0;35.0;43.0;1;21;18;3;8;6;2;1;37.0;1;3;32.0;1;3;28.5;2;3;35.0;1;2;40.0;1;2;35.0;1;3;44.0;1;2;2;30.916666666666668
525;31.153846153846153;5;25.0;30.0;35.0;0.0;31.266666666666666;24;15;4;27.5;27.5;30.0;40.0;0.0;1;19;16;3;7;5;2;1;38.0;1;3;36.0;1;3;33.0;1;3;30.0;1;2;35.0;1;2;0.0;2;3;0.0;0;2;2;31.058823529411764
526;34.46666666666667;7;30.0;35.0;40.0;41.0;34.35294117647059;17;17;7;30.0;35.0;38.0;35.0;39.0;0;16;16;0;6;6;0;1;35.0;1;3;40.0;1;3;39.0;1;3;30.0;1;2;40.0;1;2;35.0;1;3;0.0;0;2;2;31.529411764705884
527;18.333333333333336;1;20.0;18.0;9.0;0.0;19.625;21;12;2;3.5;19.0;37.0;18.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
528;30.666666666666668;5;22.5;30.0;30.0;50.0;37.1764705882353;17;17;7;35.0;30.0;35.0;47.0;43.0;0;18;18;0;7;7;0;1;39.0;1;3;31.0;1;3;38.0;1;3;33.0;1;2;35.0;1;2;38.0;1;3;45.0;1;2;2;36.27777777777778
530;35.38461538461539;5;27.5;40.0;45.0;0.0;33.0;23;15;5;30.0;28.0;33.0;40.0;0.0;0;16;16;0;6;3;3;2;0.0;1;3;13.0;1;3;12.0;1;3;35.0;1;2;45.0;1;2;30.0;1;3;0.0;0;2;1;18.25
531;34.233333333333334;5;25.0;40.0;42.0;41.0;34.529411764705884;22;17;6;30.0;30.0;31.5;45.0;41.0;1;21;18;3;8;6;2;1;36.0;1;3;37.0;1;3;26.5;2;3;31.0;1;2;40.0;1;2;39.0;1;3;47.0;1;2;1;29.333333333333336
532;35.266666666666666;7;30.0;40.0;37.0;40.0;35.88235294117647;23;17;6;35.0;25.0;30.0;45.0;45.0;1;21;18;3;8;7;1;1;40.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;40.0;1;2;33.5;2;3;35.0;1;2;2;33.64705882352941
533;35.45454545454545;5;35.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;2;0.0;0;3;0.0;0;2;1;0.0
536;35.666666666666664;7;30.0;40.0;38.0;42.0;34.88235294117647;20;17;6;30.0;25.0;30.0;45.0;44.0;2;27;18;9;10;5;5;1;27.0;3;3;32.0;1;3;28.5;2;3;30.0;1;2;35.0;1;2;30.0;1;3;40.0;1;2;2;33.666666666666664
537;35.8;7;30.0;40.0;31.0;40.0;34.529411764705884;20;17;7;30.0;30.0;30.0;40.0;41.0;1;20;18;2;8;6;2;1;34.0;1;3;32.0;1;3;33.0;1;3;29.5;2;2;35.0;1;2;30.0;1;3;41.0;1;2;2;35.94117647058823
538;29.848484848484848;4;18.333333333333332;40.0;0.0;0.0;26.75;16;10;2;15.0;0.0;0.0;45.0;0.0;1;6;4;2;3;1;2;2;0.0;0;3;0.0;0;3;0.0;0;3;15.0;2;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
539;37.4;7;30.0;40.0;40.0;43.0;35.294117647058826;25;17;5;30.0;25.666666666666668;28.5;50.0;43.0;2;24;18;6;9;5;4;1;23.5;2;3;30.0;1;3;23.0;2;3;35.0;1;2;35.0;1;2;50.0;1;3;38.0;1;2;2;37.55555555555556
541;30.866666666666667;6;30.0;40.0;45.0;4.0;29.21333333333333;36;15;4;24.0;15.4;35.0;40.0;0.0;0;7;7;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;35.0;1;2;35.0;1;2;40.0;1;3;0.0;0;2;1;17.666666666666668
542;36.51111111111111;6;26.666666666666668;40.0;40.0;43.0;37.1764705882353;20;17;7;35.0;35.0;35.0;45.0;44.0;2;23;18;5;9;5;4;1;32.0;1;3;30.0;1;3;27.5;2;3;25.0;2;2;35.0;1;2;40.0;1;3;44.0;1;2;2;33.588235294117645
543;37.46666666666667;7;35.0;40.0;35.0;46.0;29.470588235294116;24;17;4;30.0;27.0;35.0;35.0;31.0;3;26;18;8;10;5;5;1;43.0;1;3;26.5;2;3;30.0;2;3;31.0;2;2;30.0;1;2;35.0;1;3;0.0;1;2;1;29.42156862745098
544;33.733333333333334;6;27.5;45.0;33.0;40.0;34.88235294117647;23;17;6;30.0;30.0;30.0;45.0;46.0;1;21;18;3;8;5;3;2;26.5;2;3;37.0;1;3;30.0;1;3;30.0;1;2;35.0;1;2;30.0;1;3;17.0;1;2;2;31.194444444444443
545;37.13333333333333;7;30.0;40.0;40.0;36.0;33.55882352941177;20;17;6;30.0;27.5;35.0;40.0;39.0;0;18;18;0;7;7;0;1;40.0;1;3;37.0;1;3;33.0;1;3;35.0;1;2;35.0;1;2;40.0;1;3;45.0;1;2;2;32.705882352941174
546;24.977777777777774;4;14.166666666666666;30.0;28.0;23.5;19.770833333333332;30;12;2;17.75;0.0;4.0;35.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;30.0;1;2;0.0;0;3;0.0;0;2;1;0.0
547;29.23076923076923;2;22.5;40.0;40.0;0.0;29.3;37;15;3;27.5;30.0;26.0;35.0;0.0;4;33;16;17;12;2;10;1;30.0;1;3;20.333333333333332;3;3;14.5;2;3;16.0;2;2;30.0;1;2;18.333333333333332;3;3;0.0;0;2;1;22.055555555555557
548;36.266666666666666;6;25.0;40.0;45.0;37.0;33.588235294117645;20;17;7;35.0;30.0;35.0;34.0;37.0;0;18;18;0;7;7;0;1;30.0;1;3;41.0;1;3;30.0;1;3;35.0;1;2;35.0;1;2;34.0;1;3;36.0;1;2;2;38.44444444444444
549;32.733333333333334;6;22.5;45.0;30.0;33.0;28.4;39;15;3;22.5;16.666666666666668;35.0;40.0;0.0;2;15;7;8;6;1;5;2;0.0;0;3;0.0;0;3;0.0;0;3;25.0;2;2;35.0;1;2;23.333333333333332;3;3;0.0;0;2;1;18.4
550;38.4;7;35.0;45.0;40.0;43.0;37.05882352941177;17;17;7;35.0;30.0;35.0;45.0;50.0;0;18;18;0;7;7;0;1;30.0;1;3;40.0;1;3;30.0;1;3;30.0;1;2;35.0;1;2;45.0;1;3;43.0;1;2;2;37.833333333333336
551;37.333333333333336;7;30.0;45.0;44.0;36.0;33.166666666666664;21;15;6;30.0;32.5;30.0;35.0;0.0;2;25;16;9;9;4;5;2;31.0;1;3;36.0;1;3;27.666666666666668;3;3;35.0;1;2;35.0;1;2;28.0;2;3;0.0;0;2;2;30.071428571428573
552;37.2;7;35.0;45.0;35.0;34.0;33.6764705882353;31;17;5;30.0;32.5;27.5;40.0;45.0;1;21;18;3;8;7;1;1;31.0;1;3;33.5;2;3;31.0;1;3;33.0;1;2;45.0;1;2;31.0;1;3;45.0;1;2;2;37.05555555555556
553;33.18181818181818;4;25.0;45.0;0.0;0.0;25.833333333333332;12;12;2;20.0;0.0;30.0;25.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
554;32.27272727272727;4;15.0;45.0;0.0;0.0;18.636363636363637;11;11;0;15.0;0.0;20.0;25.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
555;38.333333333333336;7;35.0;45.0;40.0;35.0;32.76470588235294;23;17;5;27.5;27.5;35.0;40.0;36.0;1;21;18;3;8;7;1;1;31.0;1;3;31.0;1;3;31.5;2;3;30.0;1;2;35.0;1;2;40.0;1;3;44.0;1;2;2;32.47222222222222
556;34.51111111111111;6;26.666666666666668;40.0;30.0;43.0;33.64705882352941;23;17;6;30.0;30.0;38.0;40.0;36.0;2;30;18;12;11;5;6;1;25.666666666666668;3;3;32.0;1;3;26.333333333333332;3;3;30.0;1;2;40.0;1;2;30.0;1;3;40.0;1;2;2;36.05555555555556
557;35.777777777777786;6;26.666666666666668;40.0;35.0;45.0;30.725490196078425;33;17;4;22.5;25.666666666666668;30.666666666666668;40.0;37.0;2;25;16;9;9;4;5;2;14.0;3;3;24.0;2;3;38.0;1;3;35.0;1;2;35.0;1;2;39.0;1;3;0.0;0;2;1;28.607142857142858
558;31.423076923076923;5;30.0;35.0;16.75;0.0;32.48888888888889;22;15;5;30.0;35.0;28.666666666666668;35.0;0.0;3;25;16;9;9;2;7;1;35.0;1;3;6.5;2;3;22.5;2;3;4.0;1;2;35.0;1;2;22.5;2;3;0.0;0;2;1;11.772727272727273
559;32.733333333333334;6;25.0;40.0;35.0;33.0;34.294117647058826;17;17;7;30.0;30.0;40.0;40.0;37.0;3;29;18;11;11;5;6;1;32.0;1;3;27.0;2;3;32.666666666666664;3;3;25.0;2;2;30.0;1;2;40.0;1;3;42.0;1;2;2;35.888888888888886
561;33.93333333333333;6;25.0;40.0;30.0;42.0;31.205882352941178;26;17;4;22.5;22.5;35.0;40.0;42.0;3;26;18;8;10;5;5;1;20.0;2;3;38.0;1;3;32.5;2;3;27.5;2;2;35.0;1;2;39.0;1;3;34.0;1;2;2;34.02777777777778
562;32.13333333333333;6;22.5;35.0;30.0;46.0;32.38235294117647;34;17;5;30.5;25.333333333333332;28.0;40.0;41.0;1;21;18;3;8;6;2;1;37.0;1;3;32.0;1;3;35.0;1;3;34.0;1;2;30.0;1;2;28.0;2;3;46.0;1;2;2;33.388888888888886
563;33.4;6;25.0;45.0;30.0;33.0;34.35294117647059;20;17;7;30.0;30.0;30.0;40.0;47.0;1;21;18;3;8;6;2;1;36.0;1;3;32.0;1;3;25.0;2;3;35.0;1;2;35.0;1;2;35.0;1;3;45.0;1;2;2;34.05555555555556
565;35.266666666666666;7;30.0;35.0;35.0;42.0;38.11764705882353;17;17;7;35.0;30.0;40.0;45.0;42.0;1;18;16;2;7;6;1;1;38.0;1;3;40.0;1;3;34.0;1;3;30.0;2;2;45.0;1;2;34.0;1;3;0.0;0;2;2;35.588235294117645
566;35.666666666666664;7;35.0;35.0;40.0;30.0;33.588235294117645;23;17;7;30.0;35.0;32.0;36.5;38.0;2;24;18;6;9;6;3;1;30.0;1;3;25.0;2;3;31.0;1;3;30.0;1;2;40.0;1;2;36.5;2;3;42.0;1;2;2;32.388888888888886
567;37.333333333333336;7;30.0;30.0;45.0;50.0;37.3235294117647;20;17;7;35.0;35.0;35.0;46.0;41.0;1;21;18;3;8;7;1;1;35.0;1;3;43.0;1;3;36.0;2;3;30.0;1;2;45.0;1;2;46.0;1;3;40.0;1;2;2;39.44444444444444
568;34.733333333333334;7;30.0;40.0;30.0;43.0;35.64705882352941;83;17;7;30.0;30.0;30.0;45.0;34.0;3;105;18;87;50;4;46;1;29.0;2;3;39.0;1;3;30.0;1;3;23.333333333333332;3;2;35.0;1;2;30.0;1;3;1.0;41;2;1;28.444444444444443
569;35.266666666666666;7;35.0;30.0;37.0;45.0;37.3235294117647;20;17;6;45.0;27.5;30.0;46.0;37.0;1;21;18;3;8;6;2;1;32.0;1;3;29.0;2;3;32.0;1;3;32.0;1;2;40.0;1;2;46.0;1;3;44.0;1;2;2;34.8235294117647
570;38.2;7;35.0;35.0;35.0;49.0;38.294117647058826;19;17;7;30.0;35.0;31.5;45.0;46.0;0;18;18;0;7;7;0;1;38.0;1;3;42.0;1;3;36.0;1;3;32.0;1;2;35.0;1;2;40.0;1;3;50.0;1;2;2;38.77777777777778
571;32.53846153846154;6;30.0;35.0;34.0;0.0;31.666666666666668;21;15;4;35.0;25.0;30.0;40.0;0.0;1;19;16;3;7;4;3;1;33.0;1;3;0.0;1;3;26.5;2;3;36.0;1;2;40.0;1;2;39.0;1;3;0.0;0;2;1;29.821428571428573
572;33.93333333333333;6;27.5;30.0;47.0;30.0;36.8235294117647;20;17;7;35.0;38.0;30.0;44.0;42.0;0;18;18;0;7;7;0;1;35.0;1;3;32.0;1;3;34.0;1;3;34.0;1;2;40.0;1;2;44.0;1;3;38.0;1;2;2;37.833333333333336
573;27.25;5;23.0;30.0;30.0;30.0;24.466666666666665;38;15;2;14.666666666666666;30.0;26.5;23.333333333333332;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;40.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;1;27.333333333333332
574;36.4;7;32.5;35.0;40.0;43.0;34.411764705882355;17;17;7;30.0;32.0;34.0;40.0;33.0;1;21;18;3;8;6;2;1;34.0;1;3;28.5;2;3;40.0;1;3;41.0;1;2;45.0;1;2;32.0;1;3;35.0;1;2;2;36.833333333333336
575;38.266666666666666;7;30.0;40.0;40.0;47.0;33.705882352941174;22;17;6;30.0;35.0;27.5;35.0;44.0;2;24;18;6;9;6;3;1;30.0;2;3;30.0;1;3;28.0;2;3;30.0;1;2;40.0;1;2;30.0;1;3;30.0;1;2;2;34.111111111111114
576;28.846153846153847;5;22.5;30.0;30.0;0.0;25.0;6;6;1;30.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
577;24.545454545454547;3;15.0;30.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
578;37.0;7;35.0;40.0;39.0;41.0;39.05882352941177;17;17;7;40.0;40.0;30.0;45.0;42.0;0;18;18;0;7;7;0;1;45.0;1;3;40.0;1;3;39.0;1;3;35.0;1;2;40.0;1;2;31.0;1;3;45.0;1;2;2;36.72222222222222
579;23.134615384615383;4;9.0;30.0;38.0;0.0;20.05;15;9;1;0.0;0.0;16.0;23.5;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;1;23.333333333333332
580;36.53333333333333;7;32.5;35.0;40.0;44.0;38.705882352941174;17;17;7;45.0;33.0;31.0;45.0;41.0;1;21;18;3;8;6;2;1;28.0;2;3;33.0;1;3;35.0;1;3;34.0;1;2;40.0;1;2;42.0;1;3;36.0;1;2;2;37.72222222222222
581;28.057692307692307;4;21.0;30.0;35.0;0.0;31.022222222222222;28;15;3;35.0;23.666666666666668;23.666666666666668;40.0;0.0;2;19;13;6;7;4;3;1;31.5;2;3;27.5;2;3;0.0;0;3;35.0;1;2;35.0;1;2;39.0;1;3;0.0;0;2;1;28.166666666666668
582;29.5;4;25.0;30.0;33.0;0.0;20.333333333333332;25;15;2;30.0;5.0;13.0;40.0;0.0;1;9;7;2;4;2;2;2;0.0;0;3;0.0;0;3;0.0;0;3;23.0;2;2;35.0;1;2;40.0;1;3;0.0;0;2;1;0.0
583;38.0;7;32.5;40.0;40.0;40.0;39.88235294117647;17;17;7;45.0;38.0;34.0;43.0;36.0;0;18;18;0;7;7;0;1;32.0;1;3;32.0;1;3;35.0;1;3;34.0;1;2;35.0;1;2;43.0;1;3;32.0;1;2;2;36.47222222222222
584;34.13333333333333;6;27.5;35.0;35.0;31.0;40.588235294117645;17;17;7;45.0;37.0;35.0;45.0;47.0;0;18;18;0;7;7;0;1;38.0;1;3;32.0;1;3;36.0;1;3;40.0;1;2;40.0;1;2;43.0;1;3;50.0;1;2;2;38.5
585;36.666666666666664;7;30.0;40.0;40.0;45.0;36.529411764705884;19;17;7;30.0;36.0;31.5;46.0;46.0;1;21;18;3;8;7;1;1;31.5;2;3;37.0;1;3;31.0;1;3;30.0;1;2;45.0;1;2;46.0;1;3;37.0;1;2;2;39.97222222222222
586;30.0;5;17.5;40.0;35.0;0.0;29.5;10;10;1;25.0;0.0;0.0;40.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
587;35.56666666666667;5;27.5;45.0;35.0;48.0;36.64705882352941;19;17;7;30.0;33.0;36.0;45.0;49.0;0;18;18;0;7;7;0;1;35.0;1;3;32.0;1;3;36.0;1;3;36.0;1;2;45.0;1;2;43.0;1;3;50.0;1;2;2;37.52777777777778
588;33.53333333333333;6;30.0;45.0;15.0;44.0;36.38235294117647;20;17;7;35.0;30.0;35.0;46.0;38.0;0;18;18;0;7;7;0;1;32.0;1;3;43.0;1;3;34.0;1;3;34.0;1;2;40.0;1;2;46.0;1;3;41.0;1;2;2;35.166666666666664
589;32.7;5;27.5;40.0;35.0;34.0;34.05882352941177;17;17;7;30.0;37.0;34.0;40.0;30.0;2;24;18;6;9;6;3;1;25.0;2;3;30.0;2;3;33.0;1;3;34.0;1;2;40.0;1;2;40.0;1;3;48.0;1;2;2;31.264705882352942
590;35.2;6;25.0;35.0;50.0;44.0;36.05882352941177;20;17;7;35.0;32.0;35.0;39.0;40.0;0;16;16;0;6;6;0;1;36.0;1;3;30.0;1;3;36.0;1;3;35.0;1;2;45.0;1;2;39.0;1;3;0.0;0;2;2;33.529411764705884
591;31.266666666666666;6;25.0;40.0;30.0;32.0;33.794117647058826;23;17;5;31.0;22.5;40.0;40.0;45.0;3;26;18;8;10;5;5;1;27.5;2;3;30.0;1;3;29.0;2;3;30.0;2;2;35.0;1;2;39.0;1;3;33.0;1;2;2;31.33333333333334
592;25.646666666666665;4;20.8;30.0;2.5;42.0;12.545454545454545;23;11;0;8.666666666666666;7.0;0.0;0.0;7.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
593;35.53333333333333;6;27.5;45.0;43.0;36.0;33.76470588235294;17;17;7;35.0;30.0;35.0;35.0;39.0;0;18;18;0;7;7;0;1;36.0;1;3;34.0;1;3;35.0;1;3;35.0;1;2;40.0;1;2;34.0;1;3;46.0;1;2;2;34.388888888888886
594;35.45454545454545;5;30.0;45.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
595;28.933333333333334;5;25.0;40.0;35.0;42.0;32.5;18;15;5;32.0;32.0;0.0;43.0;33.0;2;27;18;9;10;5;5;1;27.5;2;3;35.0;1;3;25.666666666666668;3;3;39.0;1;2;40.0;1;2;43.0;1;3;46.0;1;2;2;35.416666666666664
596;34.8;6;27.5;30.0;44.0;47.0;32.8235294117647;26;17;5;30.0;27.0;39.0;40.0;39.0;2;24;18;6;9;5;4;1;23.5;2;3;32.0;1;3;26.5;2;3;32.0;1;2;40.0;1;2;30.0;1;3;40.0;1;2;2;34.19444444444444
597;25.77777777777778;4;21.666666666666668;30.0;17.5;10.0;22.0;38;15;1;21.0;9.0;24.0;35.0;0.0;1;6;4;2;3;1;2;2;0.0;0;3;0.0;0;3;0.0;0;3;20.5;2;2;40.0;1;2;0.0;0;3;0.0;0;2;1;15.2
598;35.86666666666667;7;30.0;35.0;40.0;44.0;35.73529411764706;20;17;6;35.0;30.0;41.0;45.0;40.0;0;18;18;0;7;7;0;1;38.0;1;3;38.0;1;3;38.0;1;3;34.0;1;2;35.0;1;2;43.0;1;3;35.0;1;2;2;36.53703703703704
599;31.666666666666668;5;22.5;35.0;38.0;42.0;28.355555555555554;34;15;2;25.0;19.333333333333332;28.666666666666668;40.0;0.0;0;7;7;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;42.0;1;2;40.0;1;2;33.0;1;3;0.0;0;2;1;21.333333333333332
600;28.272727272727273;4;24.0;30.0;0.0;0.0;20.333333333333332;36;15;0;18.0;9.0;28.5;26.5;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;30.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;1;0.0
601;29.692307692307693;5;22.5;30.0;33.0;0.0;35.46666666666667;15;15;6;30.0;35.0;37.0;46.0;0.0;2;28;16;12;10;4;6;1;25.5;2;3;32.0;1;3;29.5;4;3;35.0;1;2;40.0;1;2;46.0;1;3;0.0;0;2;2;30.0
602;33.96666666666667;6;30.0;35.0;40.0;41.0;35.23529411764706;17;17;7;35.0;35.0;31.0;40.0;41.0;0;18;18;0;7;7;0;1;31.0;1;3;35.0;1;3;39.0;1;3;30.0;1;2;40.0;1;2;32.0;1;3;38.0;1;2;2;33.833333333333336
603;34.266666666666666;7;32.5;35.0;33.0;44.0;36.44117647058823;23;17;7;35.0;33.0;30.0;41.0;47.0;0;18;18;0;7;7;0;1;32.0;1;3;31.0;1;3;31.0;1;3;41.0;1;2;30.0;1;2;41.0;1;3;39.0;1;2;2;35.666666666666664
604;35.90909090909091;5;35.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;1;0.0
605;33.733333333333334;7;30.0;35.0;36.0;42.0;31.352941176470587;31;17;4;25.5;23.333333333333332;32.5;40.0;47.0;2;27;18;9;10;5;5;1;22.333333333333332;3;3;26.5;2;3;37.0;1;3;31.0;1;2;35.0;1;2;30.0;1;3;39.0;1;2;2;37.666666666666664
606;35.06666666666667;6;25.0;40.0;39.0;44.0;35.23529411764706;17;17;7;30.0;32.0;35.0;45.0;32.0;0;18;18;0;7;7;0;1;30.0;1;3;30.0;1;3;30.0;1;3;40.0;1;2;40.0;1;2;45.0;1;3;44.0;1;2;2;36.72222222222222
607;35.266666666666666;6;27.5;35.0;39.0;43.0;34.73529411764706;20;17;7;33.5;33.0;30.0;43.0;36.0;0;18;18;0;7;7;0;1;35.0;1;3;40.0;1;3;31.0;1;3;35.0;1;2;40.0;1;2;43.0;1;3;44.0;1;2;2;38.5
608;33.93333333333333;6;25.0;35.0;42.0;45.0;32.76470588235294;26;17;5;25.0;37.0;30.0;42.0;34.0;0;18;18;0;7;7;0;1;41.0;1;3;34.0;1;3;39.0;1;3;31.0;1;2;40.0;1;2;42.0;1;3;44.0;1;2;2;39.0
609;34.666666666666664;7;30.0;35.0;35.0;50.0;35.1764705882353;22;17;6;30.0;35.0;29.5;42.0;44.0;1;21;18;3;8;6;2;1;28.5;2;3;34.0;1;3;30.0;1;3;38.0;1;2;35.0;1;2;42.0;1;3;35.0;1;2;2;37.44444444444444
610;36.833333333333336;6;35.0;35.0;34.0;45.0;34.794117647058826;18;17;6;35.0;35.0;30.0;37.0;49.0;1;21;18;3;8;7;1;1;31.0;1;3;34.0;1;3;30.5;2;3;33.0;1;2;40.0;1;2;37.0;1;3;49.0;1;2;2;38.72222222222222
611;33.63636363636363;5;30.0;35.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;2;2;0;1;1;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;2;0.0;0;3;0.0;0;2;1;0.0
612;30.424242424242426;4;23.666666666666668;35.0;0.0;0.0;29.55;30;15;3;29.0;12.0;40.0;45.0;0.0;0;4;4;0;2;2;0;1;0.0;0;3;0.0;0;3;0.0;0;3;41.0;1;2;45.0;1;2;0.0;0;3;0.0;0;2;1;24.0
613;32.0;6;22.5;40.0;35.0;40.0;35.35294117647059;20;17;6;29.0;30.0;40.0;43.0;42.0;1;21;18;3;8;6;2;1;28.5;2;3;38.0;1;3;30.0;1;3;33.0;1;2;40.0;1;2;43.0;1;3;49.0;1;2;2;36.19444444444444
614;37.733333333333334;7;35.0;35.0;40.0;43.0;34.88235294117647;20;17;7;32.0;35.0;30.0;40.0;41.0;1;21;18;3;8;7;1;1;35.0;1;3;37.0;1;3;31.0;2;3;33.0;1;2;40.0;1;2;40.0;1;3;42.0;1;2;2;35.611111111111114
615;26.766666666666666;4;20.0;35.0;37.0;10.0;29.352941176470587;32;17;4;27.666666666666668;28.0;32.0;32.0;35.0;4;33;16;17;12;3;9;1;7.333333333333333;3;3;32.0;1;3;19.0;3;3;32.5;2;2;35.0;1;2;13.0;2;3;0.0;0;2;1;23.8
616;35.4;7;30.0;40.0;39.0;44.0;32.44117647058823;25;17;4;35.0;25.0;29.5;45.0;30.0;0;18;18;0;7;7;0;1;34.0;1;3;34.0;1;3;39.0;1;3;32.0;1;2;45.0;1;2;38.0;1;3;47.0;1;2;2;37.5
617;31.76923076923077;6;30.0;35.0;34.0;0.0;30.853333333333335;27;15;5;30.0;22.6;30.0;40.0;0.0;0;16;16;0;6;5;1;1;33.0;1;3;23.0;1;3;36.0;1;3;44.0;1;2;35.0;1;2;40.0;1;3;0.0;0;2;1;26.363636363636363
