NUMERO;PROMEDIO_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_TEXTOS;NOTA_EE_UNO;PROMEDIO_DOS;NCC_DOS;NCA_DOS;NAA_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_PBASICA;NOTA_EE_DOS;CAR_TRES;NCC_TRES;NCA_TRES;NCP_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
1964;37.666666666666664;7;32.0;39.0;45.0;44.0;38.8235294117647;17;17;7;35.0;33.0;35.0;48.0;41.0;0;16;16;0;6;6;0;1;44.0;1;3;40.0;1;3;44.0;1;3;41.0;1;2;44.0;1;2;48.0;1;3;0.0;0;2;2;33.23529411764706
1965;37.13333333333333;6;29.5;39.0;41.0;43.0;32.93333333333333;21;15;3;39.0;30.0;24.5;46.0;0.0;0;8;8;0;3;3;0;1;45.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;2;46.0;1;3;0.0;0;2;1;0.0
1967;36.13333333333333;6;33.0;30.0;41.0;47.0;33.1;19;15;6;31.5;30.0;33.0;40.0;0.0;0;16;16;0;6;6;0;1;30.0;1;3;30.0;1;3;41.0;1;3;38.0;1;2;39.0;1;2;40.0;1;3;0.0;0;2;2;31.142857142857142
1968;32.15384615384615;5;37.0;35.0;44.0;0.0;16.15;16;10;1;7.0;0.0;0.0;33.0;0.0;0;2;2;0;1;0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;7.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1970;36.233333333333334;6;36.0;35.0;32.0;50.0;31.066666666666666;21;15;4;30.0;29.0;30.0;37.0;0.0;0;16;16;0;6;6;0;1;33.0;1;3;33.0;1;3;38.0;1;3;33.0;1;2;43.0;1;2;33.0;1;3;0.0;0;2;2;32.214285714285715
1972;26.5;1;28.0;27.5;27.5;0.0;25.533333333333335;26;15;3;36.0;11.666666666666666;28.5;41.0;0.0;1;9;7;2;4;2;2;1;0.0;0;3;0.0;0;3;0.0;0;3;28.0;2;2;41.0;1;2;35.0;1;3;0.0;0;2;1;0.0
1975;38.96666666666667;7;37.0;36.0;50.0;38.0;35.333333333333336;20;15;5;31.0;29.0;30.5;49.0;0.0;0;16;16;0;6;6;0;1;39.0;1;3;31.0;1;3;38.0;1;3;39.0;1;2;44.0;1;2;31.0;1;3;0.0;0;2;2;30.823529411764707
1976;33.63333333333333;6;32.0;30.0;37.0;40.0;34.06666666666667;20;15;6;30.0;30.0;30.0;43.0;0.0;2;21;16;5;8;4;4;1;36.0;1;3;27.5;2;3;30.0;1;3;24.5;2;2;38.0;1;2;35.0;1;3;0.0;0;2;1;29.454545454545453
1977;40.63333333333333;7;37.0;34.0;50.0;49.0;32.333333333333336;15;15;6;32.0;31.0;31.0;33.0;0.0;0;16;16;0;6;6;0;1;45.0;1;3;38.0;1;3;44.0;1;3;46.0;1;2;50.0;1;2;33.0;1;3;0.0;0;2;2;35.88235294117647
1987;41.0;7;42.0;34.0;47.0;50.0;40.35294117647059;17;17;7;45.0;32.0;38.0;47.0;42.0;0;18;18;0;7;7;0;1;44.0;1;3;43.0;1;3;46.0;1;3;39.0;1;2;35.0;1;2;47.0;1;3;35.0;1;2;2;36.794117647058826
1991;35.733333333333334;6;33.0;33.0;41.0;45.0;33.6;18;15;5;31.0;20.0;32.0;46.0;0.0;0;10;10;0;4;4;0;1;0.0;0;3;0.0;0;3;37.0;1;3;33.0;1;2;40.0;1;2;46.0;1;3;0.0;0;2;1;20.0
1993;35.73076923076923;6;38.0;34.0;32.0;0.0;37.36666666666667;21;15;6;45.0;30.0;30.5;44.0;0.0;0;16;16;0;6;6;0;1;39.0;1;3;35.0;1;3;37.0;1;3;38.0;1;2;35.0;1;2;44.0;1;3;0.0;0;2;2;33.2
1995;32.61538461538461;5;36.0;20.0;33.0;0.0;17.8;24;15;2;20.0;10.5;14.0;4.5;0.0;0;4;4;0;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;2;15.0;1;2;0.0;0;3;0.0;0;2;1;0.0
1996;32.1;5;31.0;36.0;23.0;43.0;28.6;29;15;2;26.0;23.333333333333332;27.5;40.0;0.0;0;13;13;0;5;5;0;1;0.0;0;3;35.0;1;3;37.0;1;3;34.0;1;2;34.0;1;2;40.0;1;3;0.0;0;2;1;21.333333333333332
1997;39.56666666666667;7;37.0;36.0;50.0;44.0;34.93333333333333;21;15;5;30.0;27.5;35.0;45.0;0.0;1;19;16;3;7;6;1;1;37.0;1;3;31.5;2;3;42.0;1;3;42.0;1;2;48.0;1;2;35.0;1;3;0.0;0;2;2;33.411764705882355
1998;40.4;7;41.0;35.0;47.0;44.0;37.23529411764706;20;17;7;33.0;31.0;33.0;38.0;50.0;0;16;16;0;6;6;0;1;36.0;1;3;35.0;1;3;44.0;1;3;33.0;1;2;45.0;1;2;36.0;1;3;0.0;0;2;2;32.8235294117647
1999;35.4;6;31.0;34.0;40.0;41.0;31.366666666666667;26;15;4;30.5;24.333333333333332;28.0;37.0;0.0;1;19;16;3;7;5;2;1;28.5;2;3;34.0;1;3;42.0;1;3;30.0;1;2;35.0;1;2;37.0;1;3;0.0;0;2;2;32.111111111111114
2000;32.69230769230769;4;36.0;23.0;40.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2001;38.6;7;32.0;38.0;40.0;48.0;37.35294117647059;20;17;7;32.0;33.0;35.0;38.0;48.0;0;16;16;0;6;6;0;1;43.0;1;3;40.0;1;3;43.0;1;3;39.0;1;2;38.0;1;2;36.0;1;3;0.0;0;2;2;37.23529411764706
2004;32.07692307692308;5;25.5;34.0;38.0;0.0;33.32142857142857;17;14;4;27.5;31.0;30.0;41.0;0.0;0;7;7;0;3;3;0;1;39.0;1;3;0.0;0;3;0.0;0;3;34.0;1;2;30.0;1;2;0.0;0;3;0.0;0;2;1;0.0
2005;33.86666666666667;5;25.0;38.0;36.0;48.0;30.633333333333333;20;15;4;31.0;32.0;28.0;31.0;0.0;2;20;16;4;8;4;4;2;33.0;1;3;30.0;1;3;37.0;1;3;25.5;2;2;20.5;2;2;31.0;1;3;0.0;0;2;1;25.0
2006;30.615384615384617;4;27.0;34.0;48.0;0.0;29.166666666666668;27;15;3;21.0;27.5;30.0;39.0;0.0;1;19;16;3;7;5;2;1;31.0;1;3;25.0;2;3;43.0;1;3;30.0;1;2;30.0;1;2;32.0;1;3;0.0;0;2;1;27.428571428571427
2007;39.46666666666667;7;38.0;39.0;41.0;44.0;41.411764705882355;17;17;7;47.0;39.0;36.0;43.0;45.0;0;16;16;0;6;6;0;1;42.0;1;3;37.0;1;3;38.0;1;3;37.0;1;2;37.0;1;2;43.0;1;3;0.0;0;2;2;34.294117647058826
2008;37.53333333333333;7;34.0;35.0;42.0;45.0;38.088235294117645;20;17;6;35.0;26.5;38.0;47.0;41.0;0;16;16;0;6;6;0;1;38.0;1;3;36.0;1;3;42.0;1;3;40.0;1;2;43.0;1;2;47.0;1;3;0.0;0;2;2;31.88235294117647
2009;37.333333333333336;7;33.0;30.0;40.0;50.0;35.029411764705884;23;17;6;31.0;25.5;33.0;33.0;48.0;0;6;6;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;31.0;1;2;40.0;1;2;0.0;0;3;49.0;1;2;1;0.0
2010;39.266666666666666;7;34.0;38.0;42.0;49.0;40.470588235294116;20;17;7;35.0;36.0;35.0;47.0;47.0;0;18;18;0;7;7;0;1;42.0;1;3;37.0;1;3;46.0;1;3;37.0;1;2;31.0;1;2;47.0;1;3;50.0;1;2;2;36.23529411764706
2011;36.43333333333333;7;33.0;30.5;40.0;44.0;31.4;21;15;5;37.0;23.0;30.0;33.0;0.0;3;24;16;8;9;4;5;1;26.5;2;3;11.0;2;3;36.0;1;3;32.5;2;2;38.0;1;2;33.0;1;3;0.0;0;2;1;0.0
2012;23.76923076923077;4;14.0;30.0;38.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2013;34.73076923076923;5;38.0;33.0;40.0;0.0;35.6;15;15;6;32.0;33.0;32.0;35.0;0.0;1;16;13;3;6;5;1;1;30.5;2;3;44.0;1;3;39.0;1;3;31.0;1;2;31.0;1;2;0.0;0;3;0.0;0;2;2;30.88235294117647
2014;19.041666666666668;2;9.0;41.0;35.0;0.0;5.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2015;37.46153846153846;6;33.0;37.0;45.0;0.0;32.03333333333333;23;15;4;27.0;26.5;31.5;40.0;0.0;1;19;16;3;7;5;2;1;31.0;1;3;27.0;2;3;39.0;1;3;30.0;1;2;44.0;1;2;30.0;1;3;0.0;0;2;1;29.34313725490196
2016;34.5;5;34.0;43.0;31.0;0.0;32.06666666666667;39;15;4;30.333333333333332;28.666666666666668;31.0;47.0;0.0;1;22;16;6;8;4;4;2;19.0;1;3;30.0;1;3;33.0;1;3;37.0;1;2;42.0;1;2;20.333333333333332;3;3;0.0;0;2;2;30.75
2019;40.8;7;38.0;45.0;40.0;43.0;39.1764705882353;17;17;7;36.0;36.0;36.0;43.0;37.0;0;16;16;0;6;6;0;1;43.0;1;3;39.0;1;3;43.0;1;3;39.0;1;2;42.0;1;2;43.0;1;3;0.0;0;2;2;38.35294117647059
2020;38.333333333333336;7;33.0;38.0;45.0;45.0;33.6;18;15;5;31.0;23.0;38.0;36.0;0.0;0;16;16;0;6;6;0;1;35.0;1;3;38.0;1;3;39.0;1;3;30.0;1;2;38.0;1;2;31.0;1;3;0.0;0;2;2;32.64705882352941
2021;31.807692307692307;4;37.0;42.0;31.0;0.0;12.0;14;14;0;12.0;10.0;6.0;16.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;12.666666666666666
2022;38.53333333333333;7;38.0;33.0;41.0;45.0;35.36666666666667;18;15;6;33.0;30.5;38.0;40.0;0.0;0;16;16;0;6;6;0;1;40.0;1;3;33.0;1;3;39.0;1;3;42.0;1;2;38.0;1;2;39.0;1;3;0.0;0;2;2;35.285714285714285
2024;34.23076923076923;6;32.0;30.0;31.0;0.0;39.2;15;15;6;46.0;38.0;32.0;45.0;0.0;0;16;16;0;6;6;0;1;39.0;1;3;41.0;1;3;43.0;1;3;37.0;1;2;41.0;1;2;43.0;1;3;0.0;0;2;2;33.94117647058823
2025;37.2;7;31.0;39.0;38.0;48.0;35.76470588235294;17;17;7;31.0;38.0;30.0;39.0;47.0;0;16;16;0;6;6;0;1;39.0;1;3;32.0;1;3;45.0;1;3;45.0;1;2;37.0;1;2;39.0;1;3;0.0;0;2;2;32.705882352941174
2026;41.2;7;43.0;30.0;45.0;47.0;35.0;18;15;5;30.0;28.0;32.0;45.0;0.0;1;19;16;3;7;5;2;1;28.0;2;3;30.0;1;3;43.0;1;3;40.0;1;2;42.0;1;2;38.0;1;3;0.0;0;2;2;31.928571428571427
2029;38.733333333333334;6;42.0;37.0;37.0;32.0;30.41176470588235;23;17;6;30.0;18.333333333333332;31.0;36.0;35.0;1;15;13;2;6;2;4;2;16.0;1;3;0.0;0;3;19.0;1;3;26.5;2;2;35.0;1;2;36.0;1;3;0.0;0;2;1;20.0
2030;36.96666666666667;7;31.0;41.0;38.0;37.0;30.2;30;15;3;22.666666666666668;22.333333333333332;33.0;46.0;0.0;1;19;16;3;7;4;3;1;28.5;2;3;20.0;1;3;34.0;1;3;42.0;1;2;31.0;1;2;46.0;1;3;0.0;0;2;1;18.666666666666668
2031;26.12820512820513;5;2.6666666666666665;33.0;36.0;0.0;12.4;24;10;1;5.333333333333333;0.0;0.0;30.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2032;38.13333333333333;7;30.0;39.0;37.0;47.0;36.88235294117647;20;17;6;42.0;27.0;33.0;39.0;49.0;0;16;16;0;6;6;0;1;33.0;1;3;37.0;1;3;41.0;1;3;43.0;1;2;39.0;1;2;39.0;1;3;0.0;0;2;1;28.852941176470587
2034;40.333333333333336;7;35.0;41.0;37.0;43.0;38.029411764705884;20;17;7;39.0;33.0;35.0;46.0;41.0;0;18;18;0;7;7;0;1;48.0;1;3;40.0;1;3;49.0;1;3;44.0;1;2;50.0;1;2;46.0;1;3;44.0;1;2;2;36.11764705882353
2036;32.56666666666667;5;27.0;31.0;32.0;43.0;30.735294117647058;25;17;3;23.0;22.0;23.5;44.0;50.0;2;11;7;4;5;3;2;1;0.0;0;3;0.0;0;3;0.0;0;3;32.0;2;2;31.5;2;2;44.0;1;3;0.0;0;2;1;0.0
2039;37.93333333333333;7;32.0;40.0;38.0;42.0;33.94117647058823;20;17;7;32.0;32.0;33.0;33.0;38.0;1;21;18;3;8;6;2;1;41.0;1;3;28.0;2;3;35.0;1;3;43.0;1;2;48.0;1;2;33.0;1;3;43.0;1;2;2;33.333333333333336
2040;38.666666666666664;7;34.0;43.0;35.0;38.0;36.8235294117647;20;17;6;38.0;28.0;37.0;35.0;45.0;0;16;16;0;6;6;0;1;37.0;1;3;34.0;1;3;44.0;1;3;37.0;1;2;35.0;1;2;32.0;1;3;0.0;0;2;2;35.64705882352941
2041;25.692307692307693;2;26.0;22.0;32.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2042;40.166666666666664;6;42.0;36.0;35.0;46.0;32.94117647058823;19;17;6;31.0;32.0;21.5;32.0;39.0;1;15;13;2;6;5;1;1;35.0;1;3;38.0;1;3;41.0;1;3;37.0;1;2;31.0;2;2;0.0;0;3;0.0;0;2;2;31.176470588235293
2043;38.46666666666667;7;34.0;36.0;37.0;43.0;33.529411764705884;22;17;5;24.0;30.0;28.0;41.0;47.0;1;19;16;3;7;5;2;1;29.0;2;3;39.0;1;3;47.0;1;3;32.0;1;2;41.0;1;2;41.0;1;3;0.0;0;2;1;29.821428571428573
2044;38.46666666666667;6;36.0;41.0;36.0;37.0;34.46666666666667;15;15;6;30.0;33.0;31.0;45.0;0.0;1;18;16;2;7;5;2;1;37.0;1;3;35.0;1;3;43.0;1;3;27.5;2;2;35.0;1;2;45.0;1;3;0.0;0;2;2;32.857142857142854
2045;37.46666666666667;7;30.0;36.0;36.0;42.0;35.3;18;15;5;30.0;25.5;37.0;45.0;0.0;0;16;16;0;6;6;0;1;35.0;1;3;30.0;1;3;48.0;1;3;39.0;1;2;40.0;1;2;45.0;1;3;0.0;0;2;2;32.857142857142854
2046;23.384615384615383;1;20.0;34.0;28.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2047;33.0;7;34.0;34.0;37.0;30.0;26.833333333333332;20;15;3;18.5;24.0;23.0;30.0;0.0;0;7;7;0;3;3;0;2;0.0;0;3;0.0;0;3;0.0;0;3;37.0;1;2;37.0;1;2;30.0;1;3;0.0;0;2;1;0.0
2048;38.69230769230769;6;33.0;37.0;38.0;0.0;35.666666666666664;21;15;6;32.0;34.0;37.0;34.0;0.0;0;16;16;0;6;6;0;1;32.0;1;3;34.0;1;3;48.0;1;3;41.0;1;2;48.0;1;2;30.0;1;3;0.0;0;2;1;22.666666666666668
2049;37.13333333333333;6;35.0;34.0;33.0;42.0;36.470588235294116;22;17;7;31.0;32.0;31.0;39.0;49.0;0;16;16;0;6;6;0;1;34.0;1;3;31.0;1;3;47.0;1;3;30.0;1;2;35.0;1;2;39.0;1;3;0.0;0;2;2;30.928571428571427
2050;34.69230769230769;5;33.0;34.0;37.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2051;35.23076923076923;6;32.5;36.0;40.0;0.0;26.111111111111107;31;15;3;18.0;20.333333333333332;20.333333333333332;34.0;0.0;0;16;16;0;6;5;1;1;31.0;1;3;22.0;1;3;37.0;1;3;32.0;1;2;38.0;1;2;34.0;1;3;0.0;0;2;1;17.333333333333332
2053;33.5;4;37.0;32.0;40.0;0.0;14.9;17;10;1;8.5;0.0;0.0;30.0;0.0;1;4;2;2;2;0;2;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;8.5;2;2;0.0;0;3;0.0;0;2;1;0.0
2054;37.2;7;30.0;35.0;33.0;46.0;33.88235294117647;20;17;7;34.0;32.0;30.0;37.0;35.0;0;18;18;0;7;7;0;1;37.0;1;3;37.0;1;3;43.0;1;3;31.0;1;2;33.0;1;2;37.0;1;3;47.0;1;2;2;33.214285714285715
2055;33.46153846153846;5;31.0;32.0;39.0;0.0;30.066666666666666;24;15;4;22.0;21.333333333333332;30.0;39.0;0.0;0;7;7;0;3;3;0;1;0.0;0;3;0.0;0;3;0.0;0;3;44.0;1;2;48.0;1;2;39.0;1;3;0.0;0;2;1;14.0
2056;36.53333333333333;7;39.0;35.0;35.0;33.0;28.11764705882353;33;17;4;22.333333333333332;21.0;27.0;33.0;31.0;1;9;7;2;4;2;2;2;0.0;0;3;0.0;0;3;0.0;0;3;22.5;2;2;39.0;1;2;33.0;1;3;0.0;0;2;1;9.333333333333334
2057;35.23076923076923;3;38.0;37.0;28.333333333333332;0.0;31.933333333333334;21;15;5;19.0;31.0;30.0;44.0;0.0;0;16;16;0;6;6;0;1;38.0;1;3;39.0;1;3;36.0;1;3;42.0;1;2;37.0;1;2;36.0;1;3;0.0;0;2;2;35.294117647058826
2058;36.7;6;30.0;31.0;34.0;50.0;34.55882352941177;18;17;7;30.0;32.0;30.0;42.0;36.0;0;16;16;0;6;6;0;1;45.0;1;3;31.0;1;3;36.0;1;3;37.0;1;2;38.0;1;2;38.0;1;3;0.0;0;2;2;33.23529411764706
2060;33.84444444444445;5;30.0;37.0;24.333333333333332;43.0;30.266666666666666;24;15;4;23.0;23.333333333333332;31.0;40.0;0.0;0;14;14;0;5;5;0;1;34.0;1;3;42.0;1;3;42.0;1;3;38.0;1;2;0.0;0;2;37.0;1;3;0.0;0;2;2;35.0
2063;31.384615384615383;5;30.0;32.0;26.5;0.0;12.166666666666666;29;15;1;18.5;12.0;5.0;10.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2064;39.93333333333333;7;44.0;36.0;33.0;38.0;33.94117647058823;22;17;6;30.0;30.0;29.0;36.0;44.0;0;16;16;0;6;6;0;1;39.0;1;3;30.0;1;3;36.0;1;3;36.0;1;2;42.0;1;2;36.0;1;3;0.0;0;2;2;34.76470588235294
2065;39.86666666666667;7;33.0;41.0;37.0;44.0;38.26470588235294;20;17;6;38.0;28.5;36.0;43.0;48.0;0;18;18;0;7;7;0;1;39.0;1;3;35.0;1;3;46.0;1;3;49.0;1;2;46.0;1;2;42.0;1;3;43.0;1;2;2;35.05882352941177
2066;32.23076923076923;5;34.0;33.0;40.0;0.0;25.23076923076923;28;13;3;17.666666666666668;15.333333333333334;0.0;35.0;0.0;2;10;5;5;4;0;4;2;0.0;0;3;0.0;0;3;0.0;0;3;7.5;2;2;0.0;0;2;3.5;2;3;0.0;0;2;1;0.0
2067;36.03846153846154;5;32.0;36.0;36.0;0.0;33.3;18;15;5;30.0;27.5;34.0;38.0;0.0;0;16;16;0;6;6;0;1;32.0;1;3;31.0;1;3;47.0;1;3;37.0;1;2;39.0;1;2;31.0;1;3;0.0;0;2;2;31.823529411764707
2068;32.88461538461539;5;35.0;32.0;37.0;0.0;21.384615384615383;13;13;2;14.0;12.0;0.0;25.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2071;35.6;7;30.0;35.0;41.0;44.0;35.8;15;15;6;31.0;32.0;36.0;40.0;0.0;0;16;16;0;6;6;0;1;39.0;1;3;33.0;1;3;44.0;1;3;43.0;1;2;41.0;1;2;40.0;1;3;0.0;0;2;2;31.823529411764707
2073;32.76923076923077;6;31.0;30.0;40.0;0.0;35.766666666666666;18;15;6;33.0;34.5;31.0;42.0;0.0;0;16;16;0;6;4;2;2;26.0;1;3;22.0;1;3;30.0;1;3;40.0;1;2;30.0;1;2;42.0;1;3;0.0;0;2;1;19.0
2074;29.076923076923077;2;28.5;29.5;31.0;0.0;20.6;21;15;3;14.0;8.0;11.0;30.0;0.0;1;6;4;2;3;1;2;2;0.0;0;3;0.0;0;3;0.0;0;3;14.5;2;2;30.0;1;2;0.0;0;3;0.0;0;2;1;0.0
2075;32.43333333333333;5;26.0;33.0;39.0;48.0;37.4;15;15;6;30.0;36.0;34.0;48.0;0.0;0;16;16;0;6;6;0;1;34.0;1;3;34.0;1;3;37.0;1;3;31.0;1;2;34.0;1;2;48.0;1;3;0.0;0;2;2;31.88235294117647
2076;34.13333333333333;7;32.5;42.0;31.0;37.0;35.166666666666664;18;15;6;33.5;32.0;31.0;38.0;0.0;0;16;16;0;6;6;0;1;34.0;1;3;30.0;1;3;40.0;1;3;30.0;1;2;34.0;1;2;38.0;1;3;0.0;0;2;2;33.22222222222222
2079;35.5;6;30.5;30.0;45.0;42.0;35.470588235294116;23;17;7;31.0;30.333333333333332;34.0;40.0;46.0;0;18;18;0;7;6;1;1;27.0;1;3;30.0;1;3;30.0;1;3;34.0;1;2;35.0;1;2;40.0;1;3;36.0;1;2;1;16.0
2080;34.86666666666667;7;30.0;30.0;41.0;45.0;35.53333333333333;15;15;6;30.0;30.0;35.0;40.0;0.0;0;16;16;0;6;6;0;1;35.0;1;3;30.0;1;3;41.0;1;3;36.0;1;2;36.0;1;2;40.0;1;3;0.0;0;2;1;26.0
2081;35.03333333333333;6;30.5;39.0;40.0;43.0;32.833333333333336;21;15;5;23.5;30.0;33.0;45.0;0.0;0;16;16;0;6;4;2;2;28.0;1;3;31.0;1;3;27.0;1;3;30.0;1;2;30.0;1;2;41.0;1;3;0.0;0;2;1;24.333333333333332
2082;32.57692307692308;5;30.0;33.0;40.0;0.0;31.933333333333334;24;15;5;23.5;33.0;34.0;32.0;0.0;3;24;16;8;9;5;4;1;27.0;2;3;38.0;1;3;35.0;1;3;30.0;2;2;35.0;1;2;32.0;2;3;0.0;0;2;1;0.0
2083;30.435897435897434;3;28.0;27.333333333333332;36.0;0.0;31.533333333333335;21;15;6;30.5;33.0;33.0;30.5;0.0;1;19;16;3;7;5;2;2;31.0;1;3;25.0;1;3;32.0;1;3;35.0;1;2;39.0;1;2;30.5;2;3;0.0;0;2;1;25.166666666666668
2084;22.192307692307693;4;12.5;37.0;36.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2085;22.653846153846153;3;16.0;35.0;37.0;0.0;22.285714285714285;6;6;0;0.0;0.0;0.0;28.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2086;32.666666666666664;4;27.0;28.0;41.0;46.0;35.333333333333336;21;15;5;27.0;30.0;30.0;45.0;0.0;0;16;16;0;6;6;0;1;30.0;1;3;33.0;1;3;38.0;1;3;44.0;1;2;33.0;1;2;45.0;1;3;0.0;0;2;2;32.57142857142857
2087;29.23076923076923;4;25.0;31.5;38.0;0.0;27.466666666666665;27;15;4;30.0;17.666666666666668;30.0;30.0;0.0;0;2;2;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;3;0.0;0;2;1;0.0
2088;32.4;5;29.5;31.0;40.0;40.0;33.06666666666667;21;15;5;32.0;31.0;33.0;40.0;0.0;0;16;16;0;6;6;0;1;35.0;1;3;32.0;1;3;30.0;1;3;36.0;1;2;34.0;1;2;38.0;1;3;0.0;0;2;2;31.5
2089;31.46153846153846;4;28.0;30.0;41.0;0.0;28.5;16;10;3;20.0;0.0;0.0;31.0;0.0;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;35.0;1;2;39.0;1;2;0.0;0;3;0.0;0;2;1;0.0
2090;37.5;6;32.0;43.0;43.0;45.0;39.733333333333334;15;15;6;38.0;40.0;41.0;46.0;0.0;0;16;16;0;6;6;0;1;32.0;1;3;39.0;1;3;46.0;1;3;46.0;1;2;40.0;1;2;43.0;1;3;0.0;0;2;2;34.470588235294116
2091;34.03333333333333;5;27.5;34.0;42.0;46.0;31.433333333333334;21;15;4;30.0;25.5;37.0;39.0;0.0;0;16;16;0;6;4;2;2;19.0;1;3;19.0;1;3;37.0;1;3;33.0;1;2;35.0;1;2;39.0;1;3;0.0;0;2;1;0.0
2092;27.76923076923077;4;21.5;30.0;41.0;0.0;25.5625;10;7;2;0.0;0.0;0.0;26.5;0.0;0;4;4;0;2;1;1;2;0.0;0;3;0.0;0;3;0.0;0;3;29.0;1;2;44.0;1;2;0.0;0;3;0.0;0;2;1;0.0
2093;33.266666666666666;5;25.5;33.5;43.0;42.0;35.44117647058823;23;17;6;30.5;26.0;33.0;40.0;47.0;0;15;15;0;6;6;0;1;0.0;0;3;31.0;1;3;35.0;1;3;30.0;1;2;35.0;1;2;40.0;1;3;42.0;1;2;1;0.0
2094;27.23076923076923;4;22.0;36.0;37.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2096;25.46153846153846;4;16.0;37.0;37.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;1;0.0
2097;36.2;6;33.0;37.0;42.0;43.0;35.56666666666667;18;15;6;35.0;35.0;33.0;38.0;0.0;0;16;16;0;6;6;0;1;36.0;1;3;37.0;1;3;42.0;1;3;33.0;1;2;34.0;1;2;38.0;1;3;0.0;0;2;2;32.357142857142854
