NOTA_DIFERENCIAL,VECES_DIFERENCIAL,CREDITOS_DIFERENCIAL,NOTA_PROG_BASICA,VECES_PROG_BASICA,CREDITOS_PROG_BASICA,NOTA_CATEDRA_FJC,VECES_CATEDRA_FJC,CREDITOS_CATEDRA_FJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEMINARIO,VECES_SEMINARIO,CREDITOS_SEMINARIO,NOTA_CATEDRA_DEM,VECES_CATEDRA_DEM,CREDITOS_CATEDRA_DEM,NOTA_CATEDRA_CON,VECES_CATEDRA_CON,CREDITOS_CATEDRA_CON,NOTA_LOGICA,VECES_LOGICA,CREDITOS_LOGICA,NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,PROMEDIO_UNO,CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,RENDIMIENTO_1
35,1,4,50,1,3,45,1,1,45,1,2,30,1,1,45,1,1,0,0,0,45,1,3,0,0,0,42.33333333,0,15,15,0,7,7,0,1,3
17.5,2,4,15,2,3,20,2,1,20,2,2,0,0,0,30,1,1,0,0,0,15,2,3,0,0,0,9.259259259,5,27,1,26,11,1,10,2,1
25,2,4,45,1,3,45,1,1,45,1,2,30,1,1,22.33333333,3,1,33,1,1,35,1,3,42,1,2,26.84722222,3,24,13,11,12,7,5,2,1
30,2,4,35,1,3,40,1,1,45,1,2,39,1,1,40,1,1,44,1,1,30,1,3,41,1,2,29.54545455,1,22,18,4,10,9,1,2,1
15,2,4,35,1,3,35,1,1,45,1,2,0,0,0,30,1,1,0,0,0,15,2,3,0,0,0,17.38095238,2,21,7,14,8,4,4,2,1
15,2,4,15,2,3,20,2,1,45,1,2,22.5,2,1,15,2,1,0,0,0,15,2,3,0,0,0,10.625,6,28,2,26,13,1,12,2,1
30,1,4,40,1,3,40,1,1,45,1,2,35,1,1,40,1,1,46,1,1,35,1,3,45,1,2,38.11111111,0,18,18,0,9,9,0,1,2
30,1,4,50,1,3,45,1,1,50,1,2,45,1,1,45,1,1,0,0,0,40,1,3,0,0,0,41.66666667,0,15,15,0,7,7,0,1,3
40,1,4,45,1,3,40,1,1,40,1,2,30,1,1,27.5,2,1,23,2,1,45,1,3,32,1,2,34.725,2,20,16,4,11,7,4,2,2
40,1,4,45,1,3,40,1,1,40,1,2,10,3,1,10,3,1,0,0,0,40,1,3,0,0,0,29.21052632,4,19,13,6,11,5,6,2,1
15,3,4,10,3,3,13.33333333,3,1,45,1,2,0,0,0,11.66666667,3,1,0,0,0,10,3,3,0,0,0,6.184210526,10,38,2,36,16,1,15,2,1
27.33333333,3,4,50,1,3,40,1,1,45,1,2,22.5,2,1,30,1,1,35,1,1,30,1,3,38,1,2,23.80864198,3,27,13,14,12,7,5,2,1
24.33333333,3,4,35,1,3,45,1,1,45,1,2,30,1,1,45,1,1,45,1,1,30,1,3,23,1,2,22.82051282,2,26,12,14,11,7,4,2,1
28,3,4,35,1,3,40,1,1,50,1,2,30,1,1,40,1,1,35,1,1,29,2,3,38,1,2,21.55172414,3,29,11,18,12,7,5,2,1
10,3,4,10,3,3,10,3,1,45,1,2,0,1,1,25,2,1,0,0,0,10,3,3,0,0,0,5.921052632,9,38,2,36,16,1,15,2,1
25,3,4,30,1,3,45,1,1,40,1,2,30,1,1,40,1,1,36,1,1,30,1,3,38,1,2,22.57692308,2,26,14,12,11,8,3,2,1
14.2,5,4,25.33333333,3,3,35,1,1,35,1,2,30,1,1,22.5,2,1,0,0,0,19.75,4,3,10,1,2,7.541836735,10,49,4,45,18,3,15,2,1
40,1,4,40,1,3,50,1,1,45,1,2,30,1,1,40,1,1,0,0,0,40,1,3,0,0,0,40.66666667,0,15,15,0,7,7,0,1,3
30,1,4,40,1,3,40,1,1,45,1,2,30,1,1,27.5,2,1,40,1,1,35,1,3,38,1,2,34.13157895,1,19,17,2,10,8,2,1,2
15,1,4,15,1,3,15,1,1,15,1,2,35,1,1,30,1,1,0,0,0,15,1,3,0,0,0,17.33333333,0,15,2,13,7,2,5,2,1
35,1,4,30,1,3,40,1,1,40,1,2,40,1,1,35,1,1,0,0,0,30,2,3,0,0,0,28.61111111,1,18,15,3,8,7,1,2,1
30,1,4,35,1,3,45,1,1,40,1,2,35,1,1,30,1,1,0,0,0,35,1,3,0,0,0,34.66666667,0,15,15,0,7,7,0,1,2
21.66666667,3,4,30,1,3,35,1,1,35,1,2,35,1,1,35,1,1,37,1,1,27.5,2,3,40,1,2,19.00574713,3,29,11,18,12,7,5,2,1
32.5,2,4,35,1,3,35,1,1,35,1,2,35,1,1,30,1,1,46,1,1,30,1,3,37,1,2,27.95454545,1,22,18,4,10,9,1,2,1
30,1,4,35,2,3,35,1,1,35,1,2,35,1,1,35,1,1,47,1,1,30,1,3,41,1,2,29.47619048,1,21,18,3,10,9,1,2,1
27.5,2,4,35,1,3,40,1,1,40,1,2,30,1,1,35,1,1,0,0,0,27.5,2,3,0,0,0,21.93181818,2,22,8,14,9,5,4,2,1
35,1,4,50,1,3,45,1,1,45,1,2,35,1,1,35,1,1,42,1,1,40,1,3,39,1,2,40.83333333,0,18,18,0,9,9,0,1,3
27.5,2,4,40,1,3,40,1,1,40,1,2,35,1,1,35,1,1,40,1,1,30,2,3,40,1,2,25.2,2,25,14,11,11,8,3,2,1
30,1,4,40,1,3,35,1,1,30,1,2,35,1,1,35,1,1,0,0,0,40,1,3,15,1,2,32.64705882,0,17,15,2,8,7,1,1,2
15,1,4,15,1,3,20,1,1,20,1,2,30,1,1,35,1,1,0,0,0,15,1,3,0,0,0,18.33333333,0,15,2,13,7,2,5,2,1
30,2,4,40,1,3,40,1,1,30,1,2,35,1,1,30,1,1,0,0,0,30,1,3,38,1,2,27.19047619,1,21,17,4,9,8,1,2,1
14,3,4,15,2,3,40,1,1,30,2,2,15.33333333,3,1,30,1,1,0,0,0,15,2,3,0,0,0,8.828282828,7,33,4,29,14,3,11,2,1
30,1,4,24.66666667,3,3,30,1,1,35,1,2,35,1,1,30,1,1,0,0,0,30,1,3,0,0,0,21.38095238,2,21,12,9,9,6,3,2,1
27.5,2,4,30,1,3,35,1,1,35,1,2,30,1,1,30,1,1,0,0,0,25,2,3,0,0,0,20,2,22,8,14,9,5,4,2,1
35,1,4,40,1,3,50,1,1,40,1,2,35,1,1,20.66666667,3,1,46,1,1,35,1,3,39,1,2,33.73333333,2,20,17,3,11,8,3,2,2
35,2,4,35,1,3,22.5,2,1,30,1,2,35,1,1,35,1,1,45,1,1,30,1,3,31,1,2,25.84782609,2,23,17,6,11,8,3,2,1
30,1,4,35,2,3,35,1,1,40,1,2,35,1,1,35,1,1,46,1,1,35,1,3,44,1,2,30.9047619,1,21,18,3,10,9,1,2,2
27.5,2,4,40,1,3,35,1,1,40,1,2,30,1,1,35,1,1,0,0,0,30,1,3,0,0,0,26.31578947,1,19,11,8,8,6,2,2,1
30,1,4,40,1,3,40,1,1,30,1,2,35,1,1,30,1,1,0,0,0,30,1,3,40,1,2,33.82352941,0,17,17,0,8,8,0,1,2
40,1,4,40,1,3,40,1,1,45,1,2,35,1,1,40,1,1,47,1,1,45,1,3,39,1,2,41.38888889,0,18,18,0,9,9,0,1,3
25,3,4,30,1,3,40,1,1,40,1,2,21.66666667,3,1,35,1,1,0,0,0,23.66666667,3,3,0,0,0,14.11827957,6,31,7,24,13,4,9,2,1
30,1,4,35,1,3,40,1,1,40,1,2,35,1,1,40,1,1,46,1,1,35,1,3,46,1,2,36.83333333,0,18,18,0,9,9,0,1,2
11.66666667,3,4,30,1,3,40,1,1,35,1,2,30,1,1,35,1,1,0,0,0,14.66666667,3,3,0,0,0,12.26436782,4,29,8,21,11,5,6,2,1
30,1,4,40,1,3,40,1,1,40,1,2,40,1,1,35,1,1,50,1,1,27.5,2,3,39,1,2,30.73809524,1,21,15,6,10,8,2,2,2
30,1,4,35,1,3,35,1,1,35,1,2,35,1,1,35,1,1,25,2,1,30,1,3,37,1,2,31,1,19,17,2,10,8,2,2,2
25.66666667,3,4,35,1,3,45,1,1,35,1,2,35,1,1,35,1,1,0,0,0,23.33333333,3,3,0,0,0,15.95402299,4,29,8,21,11,5,6,2,1
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,15,0,15,0,15,7,0,7,2,1
30,2,4,35,1,3,30,2,1,35,1,2,30,1,1,35,1,1,0,0,0,22.66666667,3,3,0,0,0,17.61538462,4,26,12,14,11,6,5,2,1
27.5,2,4,35,1,3,35,1,1,35,1,2,35,1,1,35,1,1,36,1,1,40,1,3,38,1,2,28.27272727,1,22,14,8,10,8,2,2,1
11.66666667,3,4,35,1,3,45,1,1,30,1,2,30,1,1,35,1,1,0,0,0,20.66666667,3,3,0,0,0,13.22988506,4,29,8,21,11,5,6,2,1
24,3,4,30,1,3,40,1,1,35,1,2,30,1,1,35,1,1,0,0,0,22.5,2,3,40,1,2,18.16071429,3,28,10,18,11,6,5,2,1
25,1,4,15,1,3,40,1,1,30,1,2,30,1,1,30,1,1,0,0,0,30,1,3,0,0,0,26.33333333,0,15,8,7,7,5,2,2,1
28,3,4,30,1,3,40,1,1,35,1,2,35,1,1,35,1,1,39,1,1,23.33333333,3,3,33,1,2,17.40625,4,32,11,21,13,7,6,2,1
30,2,4,45,1,3,40,1,1,40,1,2,35,1,1,40,1,1,35,1,1,35,1,3,40,1,2,30.45454545,1,22,18,4,10,9,1,2,2
27.5,2,4,35,1,3,40,1,1,40,1,2,35,1,1,30,1,1,0,1,1,35,1,3,23,1,2,25.04545455,1,22,11,11,10,6,4,2,1
22.5,2,4,30,1,3,40,1,1,40,1,2,35,1,1,35,1,1,0,0,0,9.4,5,3,31,1,2,13.94545455,5,33,10,23,13,6,7,2,1
7.5,2,4,13,2,3,35,1,1,18,2,2,35,1,1,7.5,2,1,0,0,0,8,2,3,0,0,0,7.375,5,28,2,26,12,2,10,2,1
13.25,4,4,40,1,3,30,1,1,35,1,2,45,1,1,35,1,1,0,0,0,35,1,3,0,0,0,16.96296296,3,27,11,16,10,6,4,2,1
10.66666667,3,4,30,1,3,34,2,1,15,1,2,40,1,1,28,2,1,43,1,1,8,3,3,0,0,0,10.36458333,6,32,6,26,14,4,10,2,1
30,1,4,40,1,3,45,1,1,40,1,2,40,1,1,35,1,1,43,1,1,35,1,3,45,1,2,37.66666667,0,18,18,0,9,9,0,1,2
19,2,4,30,1,3,35,1,1,17,2,2,40,1,1,10,2,1,0,0,0,12,2,3,0,0,0,12.84,4,25,5,20,11,3,8,2,1
30,1,4,40,1,3,40,1,1,45,1,2,45,1,1,40,1,1,0,0,0,40,1,3,0,0,0,38.33333333,0,15,15,0,7,7,0,1,2
40,1,4,50,1,3,45,1,1,45,1,2,45,1,1,45,1,1,35,1,1,40,1,3,37,1,2,42.44444444,0,18,18,0,9,9,0,1,3
26,2,4,30,1,3,14.5,2,1,30,1,2,40,1,1,25,1,1,0,0,0,27.5,2,3,0,0,0,18.08695652,3,23,6,17,10,3,7,2,1
30,1,4,35,1,3,40,1,1,35,1,2,40,1,1,35,1,1,50,1,1,35,1,3,40,1,2,35.83333333,0,18,18,0,9,9,0,1,2
35,1,4,40,1,3,40,1,1,50,1,2,50,1,1,45,1,1,45,1,1,45,1,3,43,1,2,42.27777778,0,18,18,0,9,9,0,1,3
19.33333333,3,4,30,1,3,40,1,1,25,2,2,35,1,1,29,2,1,44,1,1,25,2,3,43,1,2,16.44791667,5,32,8,24,14,5,9,2,1
35,1,4,40,1,3,40,1,1,41,1,2,25.5,2,1,35,1,1,45,1,1,45,1,3,0,0,0,36.61764706,1,17,15,2,9,7,2,1,2
35,1,4,40,1,3,40,1,1,45,1,2,40,1,1,40,1,1,40,1,1,40,1,3,13,1,2,36.44444444,0,18,16,2,9,8,1,1,2
15,1,4,40,1,3,25,1,1,15,1,2,35,1,1,25,1,1,0,0,0,15,1,3,0,0,0,22.66666667,0,15,4,11,7,2,5,2,1
23,2,4,30,1,3,28,2,1,15,1,2,22.5,2,1,15,1,1,0,0,0,20,1,3,0,0,0,16.07142857,3,21,3,18,10,1,9,2,1
32.5,2,4,40,1,3,40,1,1,45,1,2,45,1,1,40,1,1,50,1,1,40,1,3,39,1,2,32.40909091,1,22,18,4,10,9,1,1,2
25,2,4,30,1,3,40,1,1,30,1,2,35,1,1,25.5,2,1,30,1,1,15,2,3,0,0,0,17.72916667,3,24,8,16,11,5,6,2,1
30,1,4,45,1,3,45,1,1,45,1,2,45,1,1,40,1,1,0,0,0,35,1,3,0,0,0,38.66666667,0,15,15,0,7,7,0,1,2
10.5,4,4,18,3,3,26,2,1,24,2,2,6.25,4,1,8.333333333,3,1,0,0,0,11.66666667,3,3,0,0,0,4.671985816,14,47,0,47,21,0,21,2,1
27,3,4,40,1,3,45,1,1,45,1,2,40,1,1,40,1,1,0,0,0,40,1,3,28,1,2,24.76,2,25,11,14,10,6,4,2,1
30,1,4,35,1,3,45,1,1,45,1,2,50,1,1,45,1,1,45,1,1,40,1,3,42,1,2,39.11111111,0,18,18,0,9,9,0,1,2
30,1,4,45,1,3,40,1,1,45,1,2,45,1,1,35,1,1,35,1,1,45,1,3,38,1,2,39.5,0,18,18,0,9,9,0,1,2
29.5,2,4,35,1,3,40,1,1,40,1,2,35,1,1,35,1,1,40,1,1,30,1,3,20,1,2,26.5,1,22,12,10,10,7,3,2,1
25.5,2,4,27.5,2,3,40,1,1,23,2,2,40,1,1,35,1,1,26,2,1,35,1,3,39,1,2,19.80357143,4,28,8,20,13,5,8,2,1
30,1,4,35,1,3,40,1,1,35,1,2,45,1,1,30,1,1,0,0,0,30,1,3,17,1,2,31.41176471,0,17,15,2,8,7,1,2,2
28,2,4,40,1,3,40,1,1,40,1,2,45,1,1,40,1,1,46,1,1,30,1,3,32,1,2,28.95454545,1,22,14,8,10,8,2,2,1
30,1,4,45,1,3,40,1,1,50,1,2,45,1,1,40,1,1,0,0,0,45,1,3,0,0,0,41,0,15,15,0,7,7,0,1,3
30,1,4,35,1,3,40,1,1,45,1,2,50,1,1,40,1,1,0,0,0,35,1,3,0,0,0,36.66666667,0,15,15,0,7,7,0,1,2
30,1,4,30,1,3,45,1,1,40,1,2,40,1,1,35,1,1,0,0,0,45,1,3,0,0,0,36.33333333,0,15,15,0,7,7,0,1,2
16.5,4,4,29,2,3,30.5,2,1,22.5,2,2,16,3,1,30,1,1,0,0,0,19.33333333,3,3,0,0,0,8.109756098,10,41,2,39,17,2,15,2,1
29,2,4,40,1,3,40,1,1,45,1,2,45,1,1,40,1,1,47,1,1,40,1,3,44,1,2,32.09090909,1,22,14,8,10,8,2,1,2
30,1,4,40,1,3,45,1,1,40,1,2,45,1,1,40,1,1,38,1,1,40,1,3,39,1,2,38.11111111,0,18,18,0,9,9,0,1,2
30,2,4,45,1,3,45,1,1,35,1,2,45,1,1,35,1,1,0,0,0,25.5,2,3,35,1,2,24.85416667,2,24,14,10,10,7,3,2,1
12.5,2,4,30,1,3,30,1,1,23,2,2,20,1,1,12,2,1,0,0,0,15,1,3,0,0,0,13.31818182,3,22,4,18,10,2,8,2,1
32.5,2,4,30,1,3,35,1,1,29.5,2,2,35,1,1,32,2,1,37,1,1,35,1,3,12,1,2,21.88,3,25,14,11,12,7,5,2,1
30,1,4,25,1,3,35,1,1,45,1,2,20,1,1,30,1,1,0,0,0,30,1,3,0,0,0,30.66666667,0,15,11,4,7,5,2,2,2
22.5,2,4,35,1,3,40,1,1,45,1,2,10,2,1,30,1,1,0,0,0,25,2,3,0,0,0,19.13043478,3,23,7,16,10,4,6,2,1
7.5,2,4,16,2,3,45,1,1,45,1,2,7.5,2,1,30,1,1,0,0,0,7.5,2,3,0,0,0,10.5,4,26,4,22,11,3,8,2,1
30.5,2,4,45,1,3,40,1,1,45,1,2,35,1,1,30,1,1,0,0,0,30,1,3,0,0,0,28.52631579,1,19,15,4,8,7,1,2,1
24,3,4,40,1,3,40,1,1,45,1,2,22.5,2,1,30,1,1,39,1,1,23.5,2,3,38,1,2,19.46666667,4,30,10,20,13,6,7,2,1
25,1,4,30,1,3,45,1,1,45,1,2,30,1,1,35,1,1,0,0,0,30,1,3,0,0,0,32,0,15,11,4,7,6,1,2,2
15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,20,1,1,0,0,0,15,1,3,0,0,0,15.33333333,0,15,0,15,7,0,7,2,1
7.75,4,4,21.33333333,3,3,40,1,1,45,1,2,21,3,1,30,1,1,0,0,0,20.66666667,3,3,0,0,0,8.243902439,9,41,4,37,16,3,13,2,1
10.66666667,3,4,7,3,3,5,3,1,6.333333333,3,2,5,3,1,30,1,1,0,0,0,5,3,3,0,0,0,3.054263566,12,43,1,42,19,1,18,2,1
30,1,4,35,1,3,30,1,1,45,1,2,30,1,1,30,1,1,40,1,1,30,1,3,40,1,2,34.16666667,0,18,18,0,9,9,0,1,2
20,1,4,20,1,3,40,1,1,45,1,2,30,1,1,35,1,1,0,0,0,25,1,3,0,0,0,27.33333333,0,15,5,10,7,4,3,2,1
30,1,4,35,1,3,45,1,1,40,1,2,35,1,1,35,1,1,0,0,0,23,2,3,16,1,2,26.05,1,20,12,8,9,6,3,2,1
17,2,4,15,1,3,40,1,1,23.5,2,2,11.5,2,1,30,1,1,0,0,0,14.5,2,3,0,0,0,11.4,4,25,2,23,11,2,9,2,1
30,1,4,35,1,3,40,1,1,45,1,2,30,1,1,30,1,1,47,1,1,35,1,3,30,1,2,34.83333333,0,18,18,0,9,9,0,1,2
30,1,4,40,1,3,45,1,1,45,1,2,26,2,1,30,1,1,0,0,0,30,1,3,35,1,2,32.83333333,1,18,16,2,9,7,2,1,2
35,1,4,45,1,3,40,1,1,45,1,2,35,1,1,30,1,1,0,0,0,45,1,3,0,0,0,40.33333333,0,15,15,0,7,7,0,1,3
5.25,4,4,13.75,4,3,40,1,1,45,1,2,11.25,4,1,30,1,1,0,0,0,6.666666667,3,3,0,1,2,5.393617021,11,47,4,43,19,3,16,2,1
25,1,4,35,1,3,45,1,1,45,1,2,30,1,1,30,1,1,0,0,0,30,1,3,0,0,0,32.66666667,0,15,11,4,7,6,1,1,2
30,1,4,24.66666667,3,3,40,1,1,45,1,2,40,1,1,30,1,1,44,1,1,35,1,3,0,0,0,24.68181818,2,22,13,9,10,7,3,2,1
30,1,4,40,1,3,50,1,1,45,1,2,40,1,1,35,1,1,47,1,1,45,1,3,44,1,2,40.27777778,0,18,18,0,9,9,0,1,3
28,2,4,40,1,3,45,1,1,40,1,2,35,1,1,30,1,1,49,1,1,35,1,3,38,1,2,29.63636364,1,22,14,8,10,8,2,2,1
35,1,4,40,1,3,45,1,1,45,1,2,45,1,1,35,1,1,50,1,1,30,1,3,40,1,2,38.61111111,0,18,18,0,9,9,0,1,2
28,2,4,29,2,3,40,1,1,45,1,2,35,1,1,30,1,1,0,0,0,30,1,3,45,1,2,23.91666667,2,24,10,14,10,6,4,2,1
30,1,4,28,2,3,35,1,1,40,1,2,26,2,1,30,1,1,0,0,0,30,1,3,0,0,0,24.47368421,2,19,11,8,9,5,4,2,1
35,1,4,35,1,3,45,1,1,45,1,2,40,1,1,35,1,1,45,1,1,30,1,3,34,1,2,36.55555556,0,18,18,0,9,9,0,1,2
15,1,4,15,1,3,15,1,1,45,1,2,15,1,1,30,1,1,0,0,0,15,1,3,0,0,0,20,0,15,3,12,7,2,5,2,1
30,1,4,35,1,3,45,1,1,45,1,2,35,1,1,30,1,1,38,1,1,40,1,3,35,1,2,36.27777778,0,18,18,0,9,9,0,1,2
26,2,4,50,1,3,40,1,1,45,1,2,30,2,1,30,1,1,41,1,1,26.5,2,3,14,1,2,22.78846154,3,26,9,17,12,6,6,2,1
10,4,4,30,1,3,5,3,1,11.33333333,3,2,7,3,1,30,1,1,0,0,0,11,4,3,0,0,0,5.174242424,12,44,4,40,19,2,17,2,1
30,1,4,40,1,3,40,1,1,45,1,2,40,1,1,30,1,1,0,0,0,30,1,3,0,0,0,35.33333333,0,15,15,0,7,7,0,1,2
30,1,4,50,1,3,45,1,1,45,1,2,40,1,1,30,1,1,44,1,1,35,1,3,34,1,2,38.44444444,0,18,18,0,9,9,0,1,2
30,1,4,40,1,3,45,1,1,45,1,2,35,1,1,30,1,1,40,1,1,35,1,3,41,1,2,37.05555556,0,18,18,0,9,9,0,1,2
20,4,4,23,2,3,45,1,1,45,1,2,25.5,2,1,30,1,1,40,1,1,25,4,3,45,1,2,12.6627907,8,43,7,36,17,5,12,2,1
15,1,4,50,1,3,35,1,1,40,1,2,25,1,1,30,1,1,0,0,0,25,1,3,0,0,0,30.33333333,0,15,7,8,7,4,3,2,2
27,2,4,35,1,3,40,1,1,35,1,2,23,2,1,35,1,1,45,1,1,26,2,3,31,1,2,21.76923077,3,26,10,16,12,6,6,2,1
30,1,4,40,1,3,40,1,1,40,1,2,35,1,1,35,1,1,37,1,1,30,1,3,39,1,2,35.27777778,0,18,18,0,9,9,0,1,2
40,1,4,40,1,3,45,1,1,45,1,2,45,1,1,40,1,1,39,1,1,50,1,3,36,1,2,42.27777778,0,18,18,0,9,9,0,1,3
30,1,4,45,1,3,40,1,1,45,1,2,45,1,1,40,1,1,50,1,1,50,1,3,32,1,2,40.77777778,0,18,18,0,9,9,0,1,3
30,1,4,35,1,3,40,1,1,35,1,2,35,1,1,35,1,1,0,0,0,30,1,3,0,0,0,33,0,15,15,0,7,7,0,1,2
25,2,4,40,1,3,45,1,1,40,1,2,45,1,1,30,1,1,39,1,1,30,2,3,37,1,2,24.92,2,25,14,11,11,8,3,2,1
40,1,4,45,1,3,40,1,1,40,1,2,45,1,1,35,1,1,39,1,1,45,1,3,0.5,1,2,37.22222222,0,18,16,2,9,8,1,1,2
35,1,4,40,1,3,40,1,1,35,1,2,40,1,1,35,1,1,48,1,1,30,1,3,30,1,2,35.72222222,0,18,18,0,9,9,0,1,2
35,1,4,40,1,3,45,1,1,40,1,2,45,1,1,30,1,1,0,0,0,30,1,3,0,0,0,36.66666667,0,15,15,0,7,7,0,1,2
30,1,4,40,1,3,40,1,1,35,1,2,35,1,1,35,1,1,39,1,1,35,1,3,40,1,2,35.77777778,0,18,18,0,9,9,0,1,2
30,1,4,40,1,3,45,1,1,45,1,2,40,1,1,40,1,1,45,1,1,35,1,3,34,1,2,37.38888889,0,18,18,0,9,9,0,1,2
28,3,4,35,1,3,40,1,1,35,1,2,30,1,1,35,1,1,41,1,1,24,2,3,35,1,2,19.82758621,3,29,11,18,12,7,5,2,1
30,1,4,40,1,3,40,1,1,45,1,2,35,1,1,35,1,1,0,0,0,35,1,3,0,0,0,36.33333333,0,15,15,0,7,7,0,1,2
35,1,4,45,1,3,45,1,1,50,1,2,45,1,1,40,1,1,43,1,1,50,1,3,48,1,2,44.11111111,0,18,18,0,9,9,0,1,3
25.66666667,3,4,40,1,3,40,1,1,30,1,2,40,1,1,35,1,1,42,1,1,16.66666667,3,3,13,1,2,16.11458333,4,32,9,23,13,6,7,2,1
30,1,4,40,1,3,45,1,1,45,1,2,45,1,1,35,1,1,50,1,1,35,1,3,35,1,2,37.77777778,0,18,18,0,9,9,0,1,2
27.5,2,4,40,1,3,35,1,1,16.5,4,2,9.2,5,1,9.2,5,1,37,1,1,16,3,3,0,0,0,10.035,14,40,5,35,22,3,19,2,1
13.33333333,3,4,35,1,3,45,1,1,45,1,2,40,1,1,35,1,1,0,0,0,14.33333333,3,3,0,0,0,14.18390805,4,29,8,21,11,5,6,2,1
35,1,4,35,1,3,45,1,1,35,1,2,35,1,1,35,1,1,0,0,0,30,1,3,0,0,0,34.66666667,0,15,15,0,7,7,0,1,2
12.5,2,4,10,2,3,45,1,1,10,2,2,30,1,1,30,1,1,0,0,0,30,1,3,0,0,0,12.29166667,3,24,6,18,10,4,6,2,1
30,1,4,30,1,3,45,1,1,23,3,2,11.5,4,1,35,1,1,0,0,0,30,1,3,0,0,0,19.88636364,5,22,12,10,12,5,7,2,1
32.5,2,4,40,1,3,40,1,1,45,1,2,35,1,1,35,1,1,37,1,1,30,1,3,44,1,2,30.22727273,1,22,18,4,10,9,1,2,2
22,4,4,30,1,3,45,1,1,45,1,2,35,1,1,35,1,1,37,1,1,26.5,4,3,0,1,2,12.80769231,6,39,9,30,15,6,9,2,1
30,1,4,35,1,3,40,1,1,35,1,2,35,1,1,40,1,1,38,1,1,27.5,2,3,35,1,2,28.5952381,1,21,15,6,10,8,2,2,1
30,1,4,30,1,3,45,1,1,40,1,2,45,1,1,40,1,1,42,1,1,30,1,3,43,1,2,35.44444444,0,18,18,0,9,9,0,1,2
18.33333333,3,4,30,1,3,40,1,1,30,1,2,35,1,1,30,1,1,42,1,1,23.5,2,3,34,1,2,17.54597701,3,29,11,18,12,7,5,2,1
20,1,4,15,1,3,40,1,1,15,1,2,15,1,1,15,1,1,0,0,0,15,1,3,0,0,0,18,0,15,1,14,7,1,6,2,1
25.5,4,4,30,1,3,45,1,1,30,1,2,40,1,1,35,1,1,45,1,1,26.5,2,3,36,1,2,17.22727273,4,33,11,22,13,7,6,2,1
28,2,4,30,1,3,45,1,1,31,2,2,30,1,1,30,1,1,0,0,0,28,2,3,0,0,0,18.875,3,24,8,16,10,5,5,2,1
28.5,2,4,35,1,3,45,1,1,30,2,2,35,1,1,35,1,1,0,0,0,28,2,3,38,1,2,21.30769231,3,26,10,16,11,6,5,2,1
25,2,4,40,1,3,45,1,1,40,1,2,40,1,1,30,1,1,38,1,1,35,1,3,30,1,2,28.09090909,1,22,14,8,10,8,2,2,1
15,1,4,15,1,3,40,1,1,15,1,2,20,1,1,30,1,1,0,0,0,15,1,3,0,0,0,18,0,15,2,13,7,2,5,2,1
30,1,4,35,1,3,45,1,1,40,1,2,40,1,1,35,1,1,0,0,0,35,1,3,0,0,0,35.33333333,0,15,15,0,7,7,0,1,2
23.33333333,3,4,40,1,3,45,1,1,45,1,2,45,1,1,35,1,1,42,1,1,30,1,3,37,1,2,24.3974359,2,26,14,12,11,8,3,2,1
39,1,4,25,2,3,45,1,1,13.5,2,2,39,1,1,31,1,1,0,0,0,38,1,3,0,0,0,24.35,2,20,10,10,9,5,4,2,1
41,1,4,45,1,3,42,1,1,50,1,2,32,1,1,40,1,1,45,1,1,34,1,3,41,1,2,41.22222222,0,18,18,0,9,9,0,1,3
31,1,4,37,1,3,21.66666667,3,1,24.66666667,3,2,44,1,1,18,4,1,30,1,1,39,1,3,35,1,2,21.66666667,7,27,14,13,16,6,10,2,1
30,1,4,42,1,3,38,1,1,50,1,2,42,1,1,36,1,1,50,1,1,37,1,3,40,1,2,39.05555556,0,18,18,0,9,9,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,2,1,0,1,2,1
34,1,4,44,1,3,39,1,1,41,1,2,43,1,1,38,1,1,37,1,1,32,1,3,0,0,0,37.6875,0,16,16,0,8,8,0,1,2
30,1,4,35,1,3,42,1,1,34,1,2,39,1,1,30,1,1,41,1,1,20.33333333,3,3,0,0,0,23,2,22,13,9,10,7,3,2,1
24.5,2,4,39,1,3,41,1,1,24.5,2,2,43,1,1,33,1,1,9,1,1,32.5,2,3,17,1,2,19.31481481,3,27,9,18,12,5,7,2,1
31,1,4,40,1,3,38,1,1,48,1,2,42,1,1,38,1,1,36,1,1,37,1,3,32,2,2,33.45,1,20,18,2,10,9,1,1,2
40,1,4,41,1,3,42,1,1,43,1,2,43,1,1,34,1,1,43,1,1,45,1,3,10,1,2,38.11111111,0,18,16,2,9,8,1,1,2
27,2,4,42,1,3,45,1,1,36,1,2,43,1,1,37,1,1,46,1,1,40,1,3,37,1,2,30.5,1,22,14,8,10,8,2,2,2
