NOTA_DIFERENCIAL,VECES_DIFERENCIAL,CREDITOS_DIFERENCIAL,NOTA_PROG_BASICA,VECES_PROG_BASICA,CREDITOS_PROG_BASICA,NOTA_CATEDRA_FJC,VECES_CATEDRA_FJC,CREDITOS_CATEDRA_FJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEMINARIO,VECES_SEMINARIO,CREDITOS_SEMINARIO,NOTA_CATEDRA_DEM,VECES_CATEDRA_DEM,CREDITOS_CATEDRA_DEM,NOTA_CATEDRA_CON,VECES_CATEDRA_CON,CREDITOS_CATEDRA_CON,NOTA_LOGICA,VECES_LOGICA,CREDITOS_LOGICA,NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,PROMEDIO_UNO,CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,RENDIMIENTO_1
32,1,4,24,3,3,43,1,1,34,1,2,48,1,1,30,1,1,48,1,1,33,1,3,0,0,0,24.36363636,2,22,13,9,10,7,3,2,1
31,1,4,35,1,3,44,1,1,40,1,2,48,1,1,36,1,1,48,1,1,34,1,3,0,0,0,36.6875,0,16,16,0,8,8,0,1,2
36,1,4,35,1,3,42,1,1,33,1,2,48,1,1,26,2,1,49,1,1,34,1,3,37,1,2,34.52631579,1,19,17,2,10,8,2,1,2
26.5,2,4,50,1,3,44,1,1,47,1,2,48,1,1,38,1,1,48,1,1,34,1,3,37,1,2,32,1,22,14,8,10,8,2,2,2
30,1,4,32,1,3,44,1,1,36,1,2,47,1,1,35,1,1,50,1,1,31,1,3,39,1,2,35.27777778,0,18,18,0,9,9,0,1,2
32,1,4,39,1,3,50,1,1,40,1,2,50,1,1,44,1,1,48,1,1,41,1,3,41,1,2,40.11111111,0,18,18,0,9,9,0,1,3
12.33333333,3,4,36,1,3,42,1,1,37,1,2,16.5,2,1,34,1,1,49,1,1,30,1,3,0,0,0,18.51333333,3,25,11,14,11,6,5,2,1
9.5,2,4,34,1,3,38,1,1,38,1,2,0,2,1,41,1,1,49,1,1,34,1,3,0,0,0,21.23809524,2,21,11,10,10,6,4,2,1
14,3,4,32,1,3,44,1,1,37,1,2,15.66666667,3,1,39,1,1,48,1,1,41,1,3,0,0,0,19.06410256,4,26,11,15,12,6,6,2,1
32,2,4,39,1,3,45,1,1,38,1,2,20.5,2,1,39,1,1,50,1,1,39,1,3,40,1,2,29.23913043,2,23,17,6,11,8,3,2,1
29,2,4,34,1,3,43,1,1,39,1,2,40,1,1,43,1,1,49,1,1,37,1,3,29,2,2,26.66666667,2,24,12,12,11,7,4,2,1
5.5,2,4,43,1,3,43,1,1,36,1,2,0,2,1,38,1,1,48,1,1,30,1,3,0,0,0,21.04761905,2,21,11,10,10,6,4,2,1
33,1,4,24,1,3,34,1,1,27,1,2,0,1,1,42,1,1,47,1,1,37,1,3,0,0,0,30.75,0,16,10,6,8,5,3,2,2
1,2,4,3,1,3,0,1,1,20,1,2,0,2,1,0,1,1,37,1,1,1,2,3,0,0,0,3.875,3,24,1,23,11,1,10,2,1
25,2,4,36,1,3,41,1,1,38,1,2,18,3,1,39,1,1,50,1,1,34,1,3,35,1,2,25.16666667,3,24,13,11,12,7,5,2,1
14,3,4,27,2,3,47,1,1,37,1,2,18.5,2,1,37,1,1,48,1,1,37,1,3,3,1,2,15.95,4,30,8,22,13,5,8,2,1
30,1,4,40,1,3,38,1,1,38,1,2,12.33333333,3,1,36,1,1,49,1,1,30,1,3,30,2,2,27.33333333,3,22,17,5,12,8,4,2,1
23,2,4,10.66666667,3,3,38,1,1,40,1,2,38,1,1,41,1,1,49,1,1,30,1,3,0,0,0,17.69230769,3,26,9,17,11,6,5,2,1
25,2,4,0,1,3,30,1,1,28,1,2,0,1,1,36,1,1,50,1,1,34.5,2,3,29,1,2,17.34,2,25,6,19,11,4,7,2,1
21,2,4,32,1,3,42,1,1,41,1,2,30,1,1,42,1,1,49,1,1,30,1,3,36,2,2,24.45833333,2,24,14,10,11,8,3,2,1
24,2,4,30,1,3,41,1,1,39,1,2,40,1,1,43,1,1,47,1,1,39,1,3,41,1,2,28.81818182,1,22,14,8,10,8,2,2,1
22,2,4,39,1,3,41,1,1,38,1,2,38,1,1,43,1,1,46,1,1,39,1,3,0,0,0,28.3,1,20,12,8,9,7,2,2,1
21.33333333,3,4,30,1,3,43,1,1,38,1,2,18.5,2,1,43,1,1,50,1,1,43,1,3,41,1,2,22.84567901,3,27,13,14,12,7,5,2,1
24.5,2,4,41,1,3,39,1,1,41,1,2,40,1,1,45,1,1,47,1,1,34,1,3,0,0,0,28.8,1,20,12,8,9,7,2,2,1
29.5,2,4,31,1,3,44,1,1,40,1,2,50,1,1,43,1,1,47,1,1,39,1,3,42,1,2,30.72727273,1,22,14,8,10,8,2,2,2
13.66666667,3,4,16.33333333,3,3,40,1,1,33,1,2,40,1,1,30,1,1,49,1,1,14,3,3,0,0,0,10.2962963,6,36,6,30,14,5,9,2,1
29,2,4,30,1,3,43,1,1,40,1,2,40,1,1,35,1,1,50,1,1,33,1,3,32,1,2,28.04545455,1,22,14,8,10,8,2,2,1
10,2,4,30,1,3,30,2,1,37,1,2,7,2,1,33,1,1,47,1,1,31,1,3,0,0,0,18.81818182,3,22,11,11,11,6,5,2,1
32,2,4,35,1,3,43,1,1,40,1,2,50,1,1,42,1,1,47,1,1,40,1,3,39,1,2,31.5,1,22,18,4,10,9,1,2,2
9,1,4,9,1,3,34,1,1,34,1,2,0,1,1,37,1,1,50,1,1,31,1,3,0,0,0,21.5625,0,16,8,8,8,5,3,2,1
30,2,4,33,1,3,49,1,1,38,1,2,50,1,1,46,1,1,50,1,1,30,1,3,43,1,2,30.27272727,1,22,18,4,10,9,1,2,2
27.5,2,4,33,1,3,47,1,1,36,1,2,43,1,1,46,1,1,48,1,1,41,1,3,0,0,0,29.4,1,20,12,8,9,7,2,2,1
33.5,2,4,35,1,3,47,1,1,40,1,2,50,1,1,41,1,1,49,1,1,34,1,3,36,1,2,30.90909091,1,22,18,4,10,9,1,2,2
7,1,4,22,1,3,38,1,1,23,1,2,0,1,1,33,1,1,50,1,1,39,1,3,0,0,0,23.625,0,16,6,10,8,4,4,2,1
24.5,2,4,32,1,3,43,1,1,37,1,2,45,1,1,45,1,1,50,1,1,36,1,3,0,0,0,27.95,1,20,12,8,9,7,2,2,1
24.33333333,3,4,36,1,3,45,1,1,40,1,2,50,1,1,43,1,1,48,1,1,42,1,3,32,1,2,25.43589744,2,26,14,12,11,8,3,2,1
27.5,2,4,37,1,3,45,1,1,41,1,2,48,1,1,44,1,1,49,1,1,37,1,3,33,1,2,30.27272727,1,22,14,8,10,8,2,2,2
24,2,4,29,2,3,36,1,1,36,1,2,30,1,1,31,1,1,45,1,1,31,1,3,21,1,2,21.28,2,25,9,16,11,6,5,2,1
5,1,4,13,1,3,39,1,1,18,1,2,0,1,1,31,1,1,50,1,1,9,1,3,0,0,0,15.125,0,16,3,13,8,3,5,2,1
20,2,4,35,1,3,43,1,1,39,1,2,45,1,1,43,1,1,49,1,1,38,1,3,31,1,2,28.13636364,1,22,14,8,10,8,2,2,1
23.5,2,4,30,1,3,44,1,1,40,1,2,50,1,1,47,1,1,50,1,1,41,1,3,38,1,2,29.72727273,1,22,14,8,10,8,2,2,1
20,3,4,31,2,3,41,1,1,37,1,2,18.5,2,1,35,1,1,50,1,1,33,1,3,12,1,2,17.15,4,30,11,19,13,6,7,2,1
30,1,4,36,1,3,43,1,1,40,1,2,42,1,1,42,1,1,50,1,1,40,1,3,43,1,2,38.38888889,0,18,18,0,9,9,0,1,2
32.5,2,4,35,1,3,48,1,1,40,1,2,50,1,1,42,1,1,47,1,1,45,1,3,44,1,2,32.95454545,1,22,18,4,10,9,1,1,2
31.5,2,4,37,1,3,43,1,1,38,1,2,50,1,1,45,1,1,47,1,1,41,1,3,40,1,2,31.86363636,1,22,18,4,10,9,1,2,2
38,1,4,36,1,3,41,1,1,36,1,2,40,1,1,32,1,1,48,1,1,33,1,3,17,1,2,34.77777778,0,18,16,2,9,8,1,1,2
32,1,4,41,1,3,43,1,1,33,1,2,32,1,1,37,1,1,48,1,1,30,1,3,35,1,2,35.38888889,0,18,18,0,9,9,0,1,2
42,1,4,44,1,3,42,1,1,47,1,2,41,1,1,36,1,1,47,1,1,40,1,3,36,1,2,41.77777778,0,18,18,0,9,9,0,1,3
43,1,4,45,1,3,42,1,1,40,1,2,43,1,1,41,1,1,47,1,1,40,1,3,32,1,2,41.33333333,0,18,18,0,9,9,0,1,3
34,1,4,44,1,3,41,1,1,40,1,2,42,1,1,38,1,1,47,1,1,35,1,3,36,1,2,38.5,0,18,18,0,9,9,0,1,2
37,1,4,43,1,3,43,1,1,33,1,2,31,1,1,36,1,1,47,1,1,43,1,3,43,1,2,39.72222222,0,18,18,0,9,9,0,1,2
20.66666667,3,4,38,1,3,42,1,1,33,1,2,33.5,2,1,22,2,1,47,1,1,22.5,2,3,50,1,2,18.53763441,5,31,10,21,14,6,8,2,1
30,1,4,43,1,3,41,1,1,36,1,2,42,1,1,37,1,1,47,1,1,32,1,3,3,1,2,32.77777778,0,18,16,2,9,8,1,1,2
30,1,4,45,1,3,41,1,1,32,1,2,33,1,1,25.5,2,1,48,1,1,33,1,3,38,1,2,33.76315789,1,19,17,2,10,8,2,1,2
19,3,4,34,1,3,39,1,1,34,1,2,30,1,1,29.5,2,1,47,1,1,23.5,2,3,42,1,2,18.2,4,30,10,20,13,6,7,2,1
33,1,4,44,1,3,45,1,1,36,1,2,34,1,1,38,1,1,48,1,1,34,2,3,37,1,2,32.23809524,1,21,18,3,10,9,1,1,2
38,1,4,41,1,3,34,1,1,10,2,2,30,1,1,0,3,1,47,1,1,4,3,3,0,0,0,16.07692308,5,26,10,16,13,5,8,2,1
38,1,4,42,1,3,43,1,1,33,1,2,42,1,1,36,1,1,47,1,1,30.5,2,3,0,0,0,31.76315789,1,19,16,3,9,8,1,2,2
30,1,4,45,1,3,43,1,1,37,1,2,48,1,1,40,1,1,49,1,1,43,1,3,45,1,2,40.44444444,0,18,18,0,9,9,0,1,3
33,1,4,39,1,3,40,1,1,13.5,2,2,43,1,1,12.33333333,3,1,48,1,1,30,1,3,0,0,0,25.46666667,3,20,13,7,11,6,5,2,1
32,1,4,45,1,3,42,1,1,33,1,2,43,1,1,38,1,1,49,1,1,36,1,3,43,1,2,38.61111111,0,18,18,0,9,9,0,1,2
20,3,4,40,1,3,40,1,1,36,1,2,40,1,1,36,1,1,47,1,1,16,2,3,31,2,2,17.58064516,4,31,11,20,13,7,6,2,1
36,1,4,35,1,3,41,1,1,33,1,2,40,1,1,29,2,1,47,1,1,23.5,2,3,0,0,0,27.125,2,20,12,8,10,6,4,2,1
14.66666667,3,4,42,1,3,38,1,1,33,1,2,40,1,1,30,1,1,47,1,1,16.33333333,3,3,50,1,2,17.33333333,4,32,11,21,13,7,6,2,1
7,1,4,36,1,3,38,1,1,30,1,2,27,1,1,12,1,1,47,1,1,11,1,3,0,0,0,22.0625,0,16,7,9,8,4,4,2,1
30,1,4,38,1,3,42,1,1,37,1,2,43,1,1,31,1,1,48,1,1,34,1,3,34,1,2,35.66666667,0,18,18,0,9,9,0,1,2
4,1,4,0,1,3,0,1,1,7,1,2,33,1,1,7,1,1,48,1,1,0,1,3,0,0,0,7.375,0,16,2,14,8,2,6,2,1
36,1,4,39,1,3,36,1,1,30,1,2,33,1,1,34,1,1,47,1,1,39,1,3,40,1,2,37.11111111,0,18,18,0,9,9,0,1,2
28.33333333,3,4,30,1,3,39,1,1,40,1,2,41,1,1,30,1,1,48,1,1,27,2,3,31,1,2,20.14942529,3,29,11,18,12,7,5,2,1
37,1,4,33,1,3,43,1,1,33,1,2,34,1,1,27.33333333,3,1,49,1,1,29.5,2,3,31,1,2,26.81884058,3,23,14,9,12,7,5,2,1
30,1,4,33,1,3,44,1,1,40,1,2,34,1,1,33,1,1,45,1,1,28.5,2,3,36,1,2,29.16666667,1,21,15,6,10,8,2,2,1
30,1,4,34,1,3,41,1,1,33,1,2,34,1,1,35,1,1,48,1,1,18,1,3,0,0,0,31.25,0,16,13,3,8,7,1,2,2
30,1,4,36,1,3,41,1,1,36,1,2,34,1,1,31,1,1,48,1,1,25.5,2,3,32,1,2,28.30952381,1,21,15,6,10,8,2,2,1
26,2,4,35,2,3,42,1,1,43,1,2,32,1,1,30,1,1,48,1,1,24.5,2,3,0,0,0,20.01923077,3,26,9,17,11,6,5,2,1
35,1,4,39,1,3,42,1,1,40,1,2,32,1,1,36,1,1,48,1,1,40,1,3,25,2,2,33.25,1,20,16,4,10,8,2,1,2
18.66666667,3,4,32,1,3,40,1,1,36,1,2,34,1,1,36,1,1,45,1,1,22,2,3,22,1,2,17.50574713,3,29,9,20,12,6,6,2,1
33,1,4,38,1,3,37,1,1,44,1,2,44,1,1,33,1,1,49,1,1,32,2,3,42,1,2,32.23809524,1,21,18,3,10,9,1,1,2
34,1,4,36,1,3,42,1,1,40,1,2,34,1,1,36,1,1,46,1,1,30,2,3,0,0,0,30.10526316,1,19,16,3,9,8,1,2,2
34,1,4,40,1,3,39,1,1,40,1,2,43,1,1,39,1,1,48,1,1,30,1,3,0,0,0,37.1875,0,16,16,0,8,8,0,1,2
33,1,4,40,1,3,38,1,1,16.33333333,3,2,34,1,1,19.5,2,1,47,1,1,31,1,3,0,0,0,24.57936508,3,21,13,8,11,6,5,2,1
10,1,4,13,1,3,40,1,1,20,1,2,34,1,1,27,1,1,48,1,1,7,1,3,0,0,0,18.0625,0,16,3,13,8,3,5,2,1
34,1,4,32,1,3,42,1,1,11.33333333,3,2,33,1,1,8,3,1,46,1,1,32,2,3,0,0,0,19.18666667,5,25,13,12,13,6,7,2,1
36,1,4,42,1,3,42,1,1,43,1,2,34,1,1,42,1,1,48,1,1,42,1,3,38,1,2,40.22222222,0,18,18,0,9,9,0,1,3
21.33333333,3,4,35,1,3,40,1,1,30,1,2,34,1,1,31,2,1,48,1,1,27.5,2,3,50,1,2,19.52777778,4,30,11,19,13,7,6,2,1
50,1,4,45,1,3,44,1,1,47,1,2,43,1,1,38,1,1,44,1,1,46,1,3,42,1,2,45.55555556,0,18,18,0,9,9,0,1,4
14,1,4,41,1,3,44,1,1,47,1,2,34,1,1,35,1,1,38,1,1,39,1,3,0,0,0,33.8125,0,16,12,4,8,7,1,1,2
33,1,4,41,1,3,43,1,1,30,1,2,32,1,1,33,1,1,36,1,1,34,1,3,0,0,0,35.0625,0,16,16,0,8,8,0,1,2
25,2,4,32,1,3,43,1,1,37,1,2,43,1,1,33,1,1,39,1,1,40,1,3,34,1,2,28,1,22,14,8,10,8,2,2,1
24,2,4,37,1,3,43,1,1,43,1,2,36,1,1,34,1,1,41,1,1,30,1,3,0,0,0,26.85,1,20,12,8,9,7,2,2,1
32,1,4,50,1,3,44,1,1,44,1,2,41,1,1,35,1,1,47,1,1,42,1,3,43,1,2,41.38888889,0,18,18,0,9,9,0,1,3
13.5,2,4,35,1,3,40,1,1,37,1,2,43,1,1,36,1,1,36,1,1,30,1,3,0,0,0,23.9,1,20,12,8,9,7,2,2,1
30,1,4,38,1,3,35,1,1,30,1,2,34,1,1,35,1,1,39,1,1,30,1,3,0,0,0,32.9375,0,16,16,0,8,8,0,1,2
31,1,4,44,1,3,47,1,1,50,1,2,43,1,1,36,1,1,43,1,1,35,1,3,40,1,2,39.44444444,0,18,18,0,9,9,0,1,2
18.33333333,3,4,50,1,3,42,1,1,30,1,2,40,1,1,17.33333333,3,1,40,1,1,40,1,3,0,0,0,20.87179487,4,26,11,15,12,6,6,2,1
21,2,4,31,2,3,39,1,1,23,2,2,41,1,1,19.5,2,1,31,1,1,37,1,3,12,1,2,17.44642857,4,28,9,19,13,5,8,2,1
26.66666667,3,4,41,1,3,44,1,1,43,1,2,43,1,1,38,1,1,41,1,1,32,1,3,38,1,2,25.14102564,2,26,14,12,11,8,3,2,1
6.333333333,3,4,37,1,3,4,3,1,37,1,2,30,1,1,8.333333333,3,1,15,3,1,31,1,3,0,0,0,12.02222222,8,30,9,21,16,4,12,2,1
31,1,4,40,1,3,42,1,1,31,1,2,44,1,1,33,1,1,39,1,1,39,1,3,0,0,0,36.3125,0,16,16,0,8,8,0,1,2
10,2,4,32,1,3,40,1,1,40,1,2,44,1,1,40,1,1,37,1,1,30,1,3,0,0,0,23.35,1,20,12,8,9,7,2,2,1
18.5,2,4,31,1,3,43,1,1,34,1,2,34,1,1,32,1,1,30,1,1,20.5,2,3,0,0,0,18.93478261,2,23,9,14,10,6,4,2,1
26,2,4,38,1,3,44,1,1,35,1,2,43,1,1,37,1,1,36,1,1,33,1,3,0,0,0,27.35,1,20,12,8,9,7,2,2,1
9.5,2,4,36,1,3,34,1,1,21,1,2,32,1,1,30,1,1,32,1,1,13.5,2,3,0,0,0,15.5,2,23,7,16,10,5,5,2,1
28,2,4,41,1,3,46,1,1,39,2,2,45,1,1,36,1,1,44,1,1,41,1,3,0,0,0,27.59090909,2,22,12,10,10,7,3,2,1
32,1,4,40,1,3,45,1,1,50,1,2,45,1,1,37,1,1,43,1,1,35,1,3,37,1,2,38.72222222,0,18,18,0,9,9,0,1,2
34,1,4,40,1,3,24,2,1,33,1,2,41,1,1,33,1,1,44,1,1,30,1,3,34,1,2,32.73684211,1,19,17,2,10,8,2,1,2
43,1,4,45,1,3,38,1,1,47,1,2,30,1,1,31,1,1,44,1,1,50,1,3,39,1,2,42.88888889,0,18,18,0,9,9,0,1,3
27,2,4,50,1,3,39,1,1,34,1,2,41,1,1,35,1,1,41,1,1,38,1,3,0,0,0,29.8,1,20,12,8,9,7,2,2,1
0,1,4,0,1,3,0,1,1,0,1,2,33,1,1,0,1,1,0,1,1,10,1,3,0,0,0,3.9375,0,16,1,15,8,1,7,2,1
0,1,4,0,1,3,0,1,1,10,1,2,0,1,1,0,1,1,0,1,1,10,1,3,0,0,0,3.125,0,16,0,16,8,0,8,2,1
32,1,4,35,1,3,45,1,1,41,1,2,41,1,1,33,1,1,49,1,1,43,1,3,31,1,2,37.44444444,0,18,18,0,9,9,0,1,2
15,3,4,32,1,3,45,1,1,11.66666667,3,2,33,1,1,23,2,1,43,1,1,39,1,3,0,0,0,15.18390805,5,29,9,20,13,5,8,2,1
31,1,4,43,1,3,45,1,1,47,1,2,43,1,1,41,1,1,44,1,1,42,1,3,44,1,2,40.77777778,0,18,18,0,9,9,0,1,3
36,1,4,40,1,3,44,1,1,50,1,2,43,1,1,39,1,1,43,1,1,39,1,3,33,1,2,39.77777778,0,18,18,0,9,9,0,1,2
5,1,4,10,1,3,38,1,1,21,1,2,34,1,1,3,1,1,0,1,1,25,1,3,0,0,0,15.125,0,16,2,14,8,2,6,2,1
25,2,4,30,1,3,45,1,1,39,1,2,43,1,1,38,1,1,43,1,1,32,1,3,0,0,0,26.65,1,20,12,8,9,7,2,2,1
18.33333333,3,4,18.66666667,3,3,34,1,1,8.666666667,3,2,44,1,1,31,1,1,37,1,1,28.5,2,3,0,1,2,9.696581197,7,39,4,35,16,4,12,2,1
31,1,4,39,1,3,46,1,1,49,1,2,44,1,1,38,1,1,41,1,1,36,1,3,41,1,2,38.77777778,0,18,18,0,9,9,0,1,2
33,2,4,33,1,3,44,1,1,50,1,2,41,1,1,36,1,1,38,1,1,41,1,3,38,1,2,31.31818182,1,22,18,4,10,9,1,2,2
31,1,4,34,1,3,45,1,1,43,1,2,44,1,1,45,1,1,41,1,1,31,1,3,3,1,2,32.55555556,0,18,16,2,9,8,1,1,2
24,2,4,34,1,3,44,1,1,17.5,2,2,43,1,1,31,1,1,42,1,1,39,1,3,0,0,0,23.18181818,2,22,10,12,10,6,4,2,1
30,1,4,43,1,3,44,1,1,30,1,2,42,1,1,34,1,1,40,1,1,43,1,3,40,1,2,37.66666667,0,18,18,0,9,9,0,1,2
4,1,4,31,1,3,44,1,1,25,1,2,44,1,1,31,1,1,40,1,1,30,1,3,0,0,0,25.5,0,16,10,6,8,6,2,2,1
16.33333333,3,4,35,1,3,44,1,1,47,1,2,43,1,1,38,1,1,41,1,1,37,1,3,0,0,0,22.55555556,2,24,12,12,10,7,3,2,1
24.5,2,4,31,1,3,45,1,1,32,1,2,42,1,1,34,1,1,41,1,1,16.5,2,3,0,0,0,20.2826087,2,23,9,14,10,6,4,2,1
7,1,4,22,1,3,6,1,1,13,1,2,9,1,1,3,1,1,21,1,1,4,1,3,0,0,0,10.6875,0,16,0,16,8,0,8,2,1
34,1,4,46,1,3,43,1,1,31,1,2,40,1,1,38,1,1,44,1,1,46,1,3,42,1,2,40.16666667,0,18,18,0,9,9,0,1,3
30,1,4,36,1,3,44,1,1,32,1,2,37,1,1,36,1,1,45,1,1,36,1,3,35,1,2,35.11111111,0,18,18,0,9,9,0,1,2
30,1,4,38,1,3,44,1,1,34,1,2,33,1,1,37,1,1,45,1,1,36,1,3,44,1,2,36.5,0,18,18,0,9,9,0,1,2
26,2,4,45,1,3,44,1,1,33.5,2,2,36,1,1,34,1,1,44,1,1,30,1,3,33,2,2,23.84615385,3,26,14,12,12,8,4,2,1
3,2,4,3,3,3,2.5,2,1,1.333333333,3,2,1.333333333,3,1,1.5,2,1,11.5,2,1,5.666666667,3,3,0,0,0,1.402439024,12,41,0,41,20,0,20,2,1
25.5,2,4,40,1,3,45,1,1,31,1,2,44,1,1,36,1,1,45,1,1,39,1,3,0,0,0,28.55,1,20,12,8,9,7,2,2,1
30,1,4,40,1,3,45,1,1,29.5,2,2,41,1,1,34,1,1,45,1,1,38,1,3,35,1,2,32.4,1,20,16,4,10,8,2,1,2
31,1,4,34,1,3,43,1,1,33.5,2,2,38,1,1,35,1,1,47,1,1,30,1,3,12,1,2,28.5,1,20,16,4,10,8,2,2,1
30,1,4,43,1,3,40,1,1,33,2,2,36,1,1,30,1,1,41,1,1,30,1,3,0,0,0,30.66666667,1,18,16,2,9,8,1,2,2
22.66666667,3,4,40,1,3,41,1,1,29.5,2,2,33,1,1,31,1,1,43,1,1,30.5,2,3,39,1,2,18.94086022,4,31,12,19,13,7,6,2,1
14.5,2,4,44,1,3,43,1,1,32,1,2,36,1,1,38,1,1,45,1,1,31,1,3,0,0,0,25.45,1,20,12,8,9,7,2,2,1
30,1,4,36,1,3,44,1,1,35,1,2,40,1,1,32,1,1,44,1,1,39,1,3,0,0,0,35.9375,0,16,16,0,8,8,0,1,2
26,2,4,36,1,3,44,1,1,31,1,2,40,1,1,36,1,1,45,1,1,26.5,2,3,0,0,0,22.54347826,2,23,9,14,10,6,4,2,1
30,1,4,35,1,3,44,1,1,34,1,2,39,1,1,35,1,1,44,1,1,24,2,3,30,1,2,27.95238095,1,21,15,6,10,8,2,2,1
6,2,4,8,1,3,43,1,1,7,1,2,8.5,2,1,3,2,1,10,1,1,8,2,3,0,0,0,6.02,4,25,1,24,12,1,11,2,1
30,1,4,41,1,3,44,1,1,30,1,2,43,1,1,33,1,1,44,1,1,25.5,2,3,0,0,0,28.60526316,1,19,13,6,9,7,2,2,1
24.33333333,3,4,35,1,3,42,1,1,19,3,2,36,1,1,32,1,1,43,1,1,35,1,3,0,0,0,17.79761905,4,28,10,18,12,6,6,2,1
11,2,4,38,1,3,40,1,1,35,1,2,36,1,1,33,1,1,42,1,1,20.5,2,3,0,0,0,19.15217391,2,23,9,14,10,6,4,2,1
26,2,4,41,1,3,43,1,1,30,1,2,42,1,1,33,1,1,44,1,1,30,2,3,40,1,2,24.76,2,25,14,11,11,8,3,2,1
26.5,2,4,40,1,3,44,1,1,30,1,2,42,1,1,33,1,1,44,1,1,35,1,3,42,1,2,29,1,22,14,8,10,8,2,2,1
23.33333333,3,4,32,1,3,44,1,1,31,1,2,36,1,1,35,1,1,45,1,1,32,2,3,0,0,0,18.79012346,3,27,12,15,11,7,4,2,1
21,3,4,33,1,3,43,1,1,36,1,2,35,1,1,33,1,1,42,1,1,28.5,2,3,0,0,0,18.27777778,3,27,9,18,11,6,5,2,1
22,1,4,25,1,3,44,1,1,27,1,2,39,1,1,33,1,1,45,1,1,36,1,3,0,0,0,30.375,0,16,7,9,8,5,3,2,2
30,1,4,33,1,3,44,1,1,30,2,2,35,1,1,36,1,1,44,1,1,35,1,3,0,0,0,30.16666667,1,18,16,2,9,8,1,2,2
31,1,4,40,1,3,44,1,1,34.5,2,2,44,1,1,35,1,1,43,1,1,32,1,3,41,1,2,32.85,1,20,18,2,10,9,1,1,2
23,1,4,30,1,3,43,1,1,31,1,2,35,1,1,33,1,1,45,1,1,19,1,3,0,0,0,28.5625,0,16,9,7,8,6,2,2,1
30,1,4,19.5,2,3,45,1,1,35.5,2,2,34,1,1,36,1,1,43,1,1,30,1,3,0,1,2,21.63043478,2,23,13,10,11,7,4,2,1
18,2,4,35,1,3,43,1,1,26,1,2,33,1,1,36,1,1,45,1,1,30.5,2,3,0,0,0,20.76086957,2,23,10,13,10,6,4,2,1
30,1,4,32,1,3,44,1,1,38,1,2,44,1,1,30,1,1,43,1,1,33.5,2,3,0,0,0,29.13157895,1,19,16,3,9,8,1,2,1
26,2,4,35,1,3,42,1,1,31.5,2,2,37,1,1,31,2,1,42,1,1,24.5,2,3,42,1,2,20.76785714,4,28,11,17,13,7,6,2,1
26,2,4,28.5,2,3,44,1,1,30,1,2,38,1,1,30,1,1,44,1,1,29.5,2,3,0,0,0,19,3,26,6,20,11,5,6,2,1
25.5,2,4,37,1,3,43,1,1,30,2,2,39,1,1,35,1,1,45,1,1,35,1,3,41,1,2,25.91666667,2,24,14,10,11,8,3,2,1
12,2,4,30,1,3,45,1,1,31,1,2,41,1,1,33,1,1,35,1,1,10.5,2,3,0,0,0,16.76086957,2,23,9,14,10,6,4,2,1
14,2,4,32,1,3,41,1,1,32.5,2,2,19,2,1,32,1,1,45,1,1,27,2,3,36,1,2,18.10714286,4,28,10,18,13,6,7,2,1
25.5,2,4,36,1,3,44,1,1,36,1,2,38,1,1,30,1,1,43,1,1,29.5,2,3,0,0,0,22.84782609,2,23,9,14,10,6,4,2,1
31,1,4,33,1,3,43,1,1,32,2,2,41,1,1,34,1,1,46,1,1,38,1,3,7,1,2,28.95,1,20,16,4,10,8,2,2,1
17,3,4,37,1,3,40,1,1,29,2,2,36,1,1,30,1,1,30,1,1,23.5,2,3,0,0,0,15.29310345,4,29,7,22,12,5,7,2,1
3,1,4,2,1,3,0,1,1,6,1,2,8,1,1,3,1,1,10,1,1,4,1,3,0,0,0,3.9375,0,16,0,16,8,0,8,2,1
24,3,4,34,1,3,45,1,1,39,1,2,40,1,1,31,1,1,44,1,1,24.5,2,3,0,0,0,18.87037037,3,27,9,18,11,6,5,2,1
20,2,4,19,2,3,42,1,1,35,1,2,23,2,1,30,1,1,39,1,1,24.5,2,3,0,0,0,15.35185185,4,27,5,22,12,4,8,2,1
25.5,2,4,34,1,3,40,1,1,34,1,2,31,1,1,47,1,1,42,1,1,38,1,3,37,1,2,28.18181818,1,22,14,8,10,8,2,2,1
6.666666667,3,4,3,3,3,41,1,1,32,1,2,31,1,1,36,1,1,39,1,1,13.33333333,3,3,0,0,0,7.962962963,6,36,6,30,14,5,9,2,1
18,2,4,32,1,3,39,1,1,13.5,2,2,2,2,1,39,1,1,37,1,1,30,1,3,0,0,0,17.47826087,3,23,9,14,11,5,6,2,1
18.33333333,3,4,21,3,3,44,1,1,31,1,2,22,2,1,32,1,1,30,1,1,33,1,3,0,0,0,13.72043011,5,31,8,23,13,5,8,2,1
15.66666667,3,4,34,1,3,43,1,1,32,2,2,30,1,1,45,1,1,43,1,1,30,1,3,0,0,0,18.44871795,3,26,12,14,11,7,4,2,1
