CAR_CINCO,NCC_CINCO,NCA_CINCO,NCP_CINCO,NAC_CINCO,NAA_CINCO,NAP_CINCO,EPA_CINCO,ESTADO CINCO,PROMEDIO_SEIS,NOTA_ECO_UNO,VECES_ECO_UNO,CREDITOS_ECO_UNO,NOTA_ME,VECES_ME,CREDITOS_ME,NOTA_EST,VECES_EST,CREDITOS_EST,NOTA_AGEO,VECES_AGEO,CREDITOS_AGEO,NOTA_BD,VECES_BD,CREDITOS_BD,NOTA_CARTO,VECES_CARTO,CREDITOS_CARTO,NOTAS_SISC,VECES_SISC,CREDITOS_SISC
0,18,18,0,7,7,0,1,1,40.88235294,33,1,2,30,1,2,41,1,2,35,1,3,37,1,3,40,1,3,37,1,3
0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,40.88235294,45,2,2,36,1,2,47,1,2,32,2,3,35,1,3,46,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,39.05882353,32,2,2,38,2,2,32,1,2,32,1,3,32,1,3,41,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,41.76470588,44,2,2,30,1,2,37,1,2,30,1,3,37,1,3,39,1,3,31,1,3
2,18,18,0,7,7,0,2,3,35.94117647,30,1,2,31,2,2,38,1,2,30,3,3,30,1,3,41,1,3,30,1,3
2,18,18,0,7,7,0,1,1,38.41176471,34,2,2,31,1,2,32,1,2,35,2,3,36,1,3,43,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,41.52941176,31,1,2,30,1,2,42,1,2,30,1,3,36,1,3,45,1,3,39,1,3
2,18,18,0,7,7,0,1,1,39.52941176,46,2,2,35,2,2,38,1,2,30,1,3,36,1,3,44,1,3,39,1,3
2,18,18,0,7,7,0,2,3,37,37,1,2,38,1,2,42,1,2,37,3,3,39,2,3,40,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,40.70588235,32,1,2,40,1,2,42,1,2,36,1,3,35,1,3,43,1,3,35,1,3
1,18,2,16,1,1,6,2,3,0,44,2,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,39.17647059,34,1,2,30,2,2,40,1,2,30,1,3,37,1,3,38,1,3,34,1,3
0,18,18,0,7,7,0,1,1,35.64705882,45,1,2,30,1,2,37,1,2,33,1,3,33,1,3,43,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37.76470588,30,1,2,33,1,2,32,1,2,35,1,3,36,1,3,40,1,3,43,1,3
0,18,18,0,7,7,0,1,1,41,34,1,2,40,1,2,44,1,2,35,1,3,38,1,3,42,1,3,38,1,3
2,18,18,0,7,7,0,1,1,37.35294118,34,2,2,30,2,2,44,1,2,35,1,3,38,1,3,41,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,38.29411765,32,1,2,30,2,2,37,1,2,37,2,3,33,1,3,34,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,2,16,1,1,6,2,3,38,45,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,40.70588235,34,1,2,36,2,2,47,1,2,39,1,3,39,1,3,37,1,3,37,1,3
1,18,18,0,7,7,0,1,1,39.64705882,31,1,2,44,2,2,42,1,2,33,1,3,38,1,3,36,1,3,34,1,3
0,18,18,0,7,7,0,1,1,39.58823529,39,1,2,30,1,2,30,1,2,30,1,3,32,1,3,38,1,3,37,1,3
0,0,0,0,0,0,0,0,2,17,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
4,18,18,0,7,7,0,2,3,36.41176471,31,3,2,33,1,2,34,2,2,30,2,3,37,2,3,33,1,3,37,1,3
2,18,18,0,7,7,0,1,1,39.35294118,31,2,2,36,1,2,40,1,2,34,2,3,41,1,3,32,1,3,43,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,0,0,2,0,0,2,0,0,2,0,0,3,19,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,14,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,36.29411765,32,2,2,38,1,2,36,1,2,37,2,3,36,1,3,36,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,38,30,1,2,34,1,2,38,1,2,32,1,3,40,1,3,32,1,3,35,1,3
0,18,0,18,1,0,7,2,3,42,13,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,33.35294118,30,1,2,36,1,2,31,1,2,33,1,3,34,1,3,36,1,3,30,1,3
0,18,0,18,1,0,7,2,3,30,0,0,2,0,0,2,0,0,2,0,0,3,7,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,38.94117647,32,1,2,37,2,2,41,1,2,30,1,3,30,1,3,41,1,3,36,1,3
0,18,5,13,2,2,5,2,3,0,0,0,2,30,1,2,0,0,2,0,0,3,30,1,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,37.05882353,32,1,2,36,1,2,37,1,2,38,2,3,40,1,3,38,1,3,32,1,3
0,18,18,0,7,7,0,1,1,41.70588235,36,1,2,37,1,2,44,1,2,30,1,3,42,1,3,39,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,10,8,4,4,3,2,3,36,32,1,2,0,0,2,37,1,2,0,0,3,40,2,3,0,0,3,31,1,3
3,18,18,0,7,7,0,1,1,34.76470588,31,1,2,33,2,2,40,1,2,41,2,3,46,2,3,37,1,3,34,1,3
2,18,18,0,7,7,0,1,1,36.82352941,33,1,2,32,1,2,35,1,2,37,2,3,37,2,3,37,1,3,33,1,3
1,18,18,0,7,7,0,1,1,36.76470588,32,1,2,36,1,2,34,1,2,35,2,3,31,1,3,37,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,36,20,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,39.41176471,35,1,2,40,2,2,38,1,2,30,2,3,39,1,3,40,1,3,33,1,3
1,18,18,0,7,7,0,1,1,36.70588235,35,1,2,38,1,2,42,1,2,38,2,3,37,1,3,39,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,38.17647059,41,1,2,38,1,2,41,1,2,31,1,3,33,1,3,36,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,36.35294118,30,1,2,30,1,2,49,1,2,36,2,3,33,1,3,38,1,3,38,1,3
3,18,18,0,7,7,0,1,1,37.88235294,33,2,2,35,2,2,40,1,2,31,1,3,37,2,3,33,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,2,0,7,2,3,40,19,1,2,0,0,2,0,0,2,0,0,3,24,1,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,35.82352941,30,1,2,40,2,2,40,1,2,31,1,3,35,2,3,34,1,3,34,1,3
0,18,18,0,7,7,0,1,1,38.35294118,30,1,2,32,1,2,44,1,2,30,1,3,30,1,3,38,1,3,39,1,3
0,18,18,0,7,7,0,1,1,36.52941176,30,1,2,33,1,2,31,1,2,30,1,3,38,1,3,43,1,3,39,1,3
2,18,18,0,7,7,0,1,1,42.29411765,32,2,2,32,1,2,42,1,2,30,2,3,37,1,3,36,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,39,34,1,2,34,1,2,42,1,2,31,2,3,30,1,3,40,1,3,35,1,3
0,18,18,0,7,7,0,1,1,41.35294118,36,1,2,42,1,2,46,1,2,37,1,3,38,1,3,38,1,3,39,1,3
2,18,18,0,7,7,0,1,1,37.35294118,49,1,2,39,1,2,45,1,2,35,1,3,38,2,3,45,2,3,34,1,3
3,18,18,0,7,7,0,1,1,35.82352941,37,2,2,30,1,2,31,2,2,30,2,3,35,1,3,40,1,3,32,1,3
0,18,18,0,7,7,0,1,1,40.88235294,32,1,2,39,1,2,43,1,2,32,1,3,30,1,3,42,1,3,39,1,3
0,18,18,0,7,7,0,1,1,35.82352941,30,1,2,39,1,2,36,1,2,38,1,3,38,1,3,41,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,5,13,5,2,5,2,3,14,30,3,2,0,0,2,7,2,2,0,0,3,26,3,3,30,1,3,22,1,3
2,18,18,0,7,7,0,1,1,39,30,2,2,39,2,2,43,1,2,40,1,3,31,1,3,39,1,3,42,1,3
3,18,18,0,7,7,0,1,1,36.35294118,30,2,2,32,2,2,46,1,2,35,1,3,34,2,3,38,1,3,36,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,35.47058824,33,1,2,32,1,2,44,1,2,32,1,3,34,1,3,31,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,39.29411765,36,2,2,34,1,2,49,1,2,35,1,3,42,2,3,32,1,3,33,1,3
0,18,18,0,7,7,0,1,1,39.23529412,31,1,2,34,1,2,46,1,2,33,1,3,45,1,3,44,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
4,18,18,0,7,7,0,2,3,37.29411765,33,2,2,31,2,2,36,2,2,30,3,3,38,1,3,43,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,8,10,4,3,4,2,3,39.14285714,33,2,2,0,0,2,0,0,2,13,1,3,33,1,3,40,1,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,2,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,35.23529412,30,1,2,39,1,2,39,1,2,36,1,3,41,2,3,40,2,3,30,1,3
0,18,18,0,7,7,0,1,1,39.05882353,34,1,2,35,1,2,37,1,2,36,1,3,30,1,3,30,1,3,33,1,3
0,18,2,16,1,1,6,2,3,37,33,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,38.70588235,35,1,2,33,1,2,45,1,2,33,1,3,33,1,3,42,1,3,38,1,3
0,18,18,0,7,7,0,1,1,33.52941176,30,1,2,30,1,2,45,1,2,30,1,3,33,1,3,30,1,3,36,1,3
2,18,18,0,7,7,0,1,1,37.47058824,33,2,2,30,2,2,40,1,2,30,1,3,32,1,3,41,1,3,38,1,3
0,18,18,0,7,7,0,1,1,33,47,1,2,33,1,2,38,1,2,34,1,3,30,1,3,36,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,36.64705882,32,2,2,30,1,2,42,1,2,30,1,3,35,2,3,34,1,3,36,1,3
1,18,18,0,7,7,0,1,1,38.70588235,45,1,2,39,2,2,42,1,2,32,1,3,31,1,3,32,1,3,46,1,3
2,18,18,0,7,7,0,1,1,39,33,1,2,31,2,2,43,1,2,30,2,3,35,1,3,38,1,3,44,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,35.94117647,30,1,2,35,1,2,42,1,2,30,1,3,36,2,3,37,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,18,0,7,7,0,1,1,37.94117647,46,2,2,36,2,2,44,1,2,37,2,3,44,1,3,38,1,3,37,1,3
1,18,18,0,7,7,0,1,1,36.11764706,31,1,2,40,1,2,37,1,2,39,2,3,33,1,3,40,1,3,37,1,3
2,18,18,0,7,7,0,1,1,36.64705882,49,2,2,30,2,2,39,1,2,38,1,3,30,1,3,37,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,20,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,37.17647059,33,2,2,33,1,2,32,1,2,36,1,3,34,1,3,39,1,3,38,1,3
0,0,0,0,0,0,0,0,2,30,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,3,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,2,3,38.35294118,42,3,2,30,1,2,30,1,2,34,2,3,31,1,3,42,1,3,36,1,3
2,18,11,7,7,4,3,2,3,34.71428571,31,1,2,23,2,2,16,1,2,23,1,3,40,2,3,36,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,18,0,7,7,0,2,3,34.29411765,30,3,2,38,2,2,46,2,2,30,1,3,30,1,3,39,1,3,30,1,3
1,18,0,18,1,0,7,2,3,32,19,3,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,10,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,9,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,15,3,7,6,1,2,3,32.11111111,34,3,2,30,1,2,42,1,2,31,1,3,31,1,3,31,1,3,25,1,3
2,18,11,7,7,4,3,2,3,37.57142857,30,2,2,12,1,2,22,1,2,26,1,3,35,1,3,38,2,3,37,1,3
3,18,18,0,7,7,0,1,1,35.13333333,30,2,2,30,2,2,40,1,2,31,2,3,30,1,3,34,1,3,34,1,3
0,18,18,0,7,7,0,1,1,39.23529412,47,1,2,32,1,2,35,1,2,34,1,3,30,1,3,44,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
4,18,18,0,7,7,0,1,1,34.47058824,30,2,2,30,1,2,42,2,2,30,2,3,30,2,3,42,1,3,30,1,3
2,18,8,10,3,3,4,2,3,23.66666667,37,1,2,0,0,2,0,0,2,0,0,3,34,2,3,36,2,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,36.70588235,30,1,2,32,1,2,40,1,2,33,1,3,38,1,3,40,1,3,31,1,3
1,18,18,0,7,7,0,1,1,38.17647059,32,2,2,33,1,2,38,1,2,30,1,3,37,1,3,35,1,3,36,1,3
1,18,0,18,1,0,7,2,3,0,20,2,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,36.64705882,36,2,2,40,1,2,45,1,2,30,1,3,38,1,3,34,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,35,0,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,0,18,1,0,7,2,3,0,0,0,2,0,0,2,0,0,2,0,0,3,6,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,40.41176471,33,1,2,30,1,2,44,1,2,36,1,3,30,1,3,38,1,3,35,1,3
2,18,18,0,7,7,0,2,3,38.82352941,40,3,2,41,1,2,37,1,2,41,2,3,37,1,3,35,1,3,35,1,3
0,18,0,18,1,0,7,2,3,0,18,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,42.17647059,34,2,2,44,1,2,39,1,2,34,1,3,44,1,3,41,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,36.23529412,39,1,2,37,2,2,37,1,2,36,1,3,37,2,3,32,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,42.88235294,40,1,2,38,1,2,46,1,2,38,1,3,46,1,3,44,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,36,36,2,2,30,1,2,47,1,2,41,1,3,30,2,3,39,1,3,32,1,3
0,18,11,7,4,4,3,2,3,36.42857143,32,1,2,0,0,2,0,0,2,0,0,3,30,1,3,41,1,3,37,1,3
0,18,18,0,7,7,0,1,1,39.58823529,32,1,2,30,1,2,44,1,2,30,1,3,45,1,3,44,1,3,38,1,3
1,18,18,0,7,7,0,1,1,41.29411765,35,1,2,36,1,2,42,1,2,41,2,3,38,1,3,43,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,18,0,7,7,0,1,1,37.35294118,48,1,2,30,2,2,33,1,2,32,1,3,30,1,3,30,1,3,32,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,18,0,7,7,0,2,3,37.76470588,38,3,2,31,2,2,35,1,2,34,2,3,31,1,3,37,1,3,31,1,3
1,18,2,16,1,1,6,2,3,15,30,2,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,41.47058824,34,1,2,30,1,2,39,1,2,32,1,3,36,1,3,41,1,3,38,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,36.82352941,35,1,2,31,1,2,33,1,2,37,1,3,40,1,3,39,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,5,13,2,2,5,2,3,35.5,33,2,2,0,0,2,0,0,2,0,0,3,0,0,3,33,1,3,0,0,3
1,18,18,0,7,7,0,1,1,35.82352941,35,1,2,30,1,2,41,1,2,30,2,3,31,1,3,40,1,3,37,1,3
3,18,16,2,7,6,1,2,3,34.3,30,1,2,24,4,2,46,2,2,30,2,3,30,1,3,45,1,3,30,1,3
0,18,16,2,6,6,1,1,1,34.14285714,31,1,2,0,0,2,40,1,2,35,1,3,31,1,3,43,1,3,34,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
1,18,2,16,4,1,6,2,3,0,11,2,2,30,1,2,8,1,2,20,1,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,38.94117647,30,2,2,31,2,2,44,1,2,35,1,3,32,1,3,34,1,3,37,1,3
3,18,18,0,7,7,0,2,3,37,40,2,2,30,3,2,33,1,2,30,2,3,31,1,3,33,1,3,37,1,3
0,18,18,0,7,7,0,1,1,42.82352941,49,1,2,36,1,2,46,1,2,42,1,3,46,1,3,40,1,3,38,1,3
1,18,18,0,7,7,0,1,1,36.17647059,34,1,2,30,2,2,40,1,2,43,1,3,35,1,3,34,1,3,35,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,2,16,1,1,6,2,3,0,49,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,1,1,39.29411765,31,2,2,43,2,2,38,1,2,31,1,3,30,1,3,43,1,3,36,1,3
4,18,18,0,7,7,0,2,3,33.35294118,30,2,2,30,3,2,48,1,2,31,3,3,30,2,3,31,1,3,33,1,3
0,18,18,0,7,7,0,1,1,40.11764706,33,1,2,33,1,2,46,1,2,32,1,3,39,1,3,41,1,3,34,1,3
0,18,0,18,1,0,7,2,3,7,2,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
3,18,18,0,7,7,0,1,1,38.29411765,38,2,2,30,1,2,46,1,2,35,2,3,39,2,3,43,1,3,32,1,3
1,18,18,0,7,7,0,1,1,37.47058824,45,2,2,36,1,2,43,1,2,33,1,3,31,1,3,38,1,3,30,1,3
0,18,18,0,7,7,0,1,1,37.64705882,30,1,2,31,1,2,30,1,2,32,1,3,30,1,3,42,1,3,37,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,2,16,1,1,6,2,3,36.5,30,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,40.70588235,37,1,2,39,1,2,46,1,2,36,1,3,39,1,3,44,1,3,31,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,7,7,0,1,1,37.70588235,31,1,2,35,1,2,45,1,2,33,1,3,36,1,3,30,1,3,37,1,3
0,18,18,0,7,7,0,1,1,41.35294118,42,1,2,44,1,2,43,1,2,33,1,3,36,1,3,42,1,3,38,1,3
0,18,18,0,7,7,0,1,1,39.82352941,44,1,2,38,1,2,43,1,2,37,1,3,39,1,3,42,1,3,39,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
2,18,18,0,7,7,0,2,3,37.17647059,39,3,2,37,1,2,45,1,2,34,2,3,45,1,3,38,1,3,38,1,3
0,18,18,0,7,7,0,1,1,42.47058824,39,1,2,33,1,2,42,1,2,35,1,3,38,1,3,41,1,3,38,1,3
1,18,18,0,7,7,0,1,1,38.70588235,46,2,2,40,1,2,40,1,2,31,1,3,35,1,3,43,1,3,33,1,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3
