NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_FIS_TRES,VECES_FIS_TRES,CREDITOS_FIS_TRES,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_PROB,VECES_PROB,CREDITOS_PROB,NOTA_GEOGEO,VECES_GEOGEO,CREDITOS_GEOGEO,NOTA_PRII,VECES_PRII,CREDITOS_PRII,NOTA_GHF,VECES_GHF,CREDITOS_GHF,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,ESTADO CUATRO,PROMEDIO_CINCO
48,1,2,33,1,3,36,1,1,32,1,2,39,1,3,31,1,3,31,1,3,0,17,17,0,7,7,0,1,1,39.27777778
39,1,2,40,1,3,43,1,1,37,1,2,42,1,3,33,1,3,40,1,3,0,17,17,0,7,7,0,1,1,38
45,1,2,38,1,3,44,1,1,31,1,2,35,1,3,45,1,3,40,1,3,0,17,17,0,7,7,0,1,1,37.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,34,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,34,1,3,46,1,1,45,1,2,37,1,3,32,1,3,35,1,3,0,17,17,0,7,7,0,1,1,41.05555556
41,1,2,36,1,3,44,1,1,45,1,2,37,1,3,44,1,3,35,1,3,0,17,17,0,7,7,0,1,1,37.38888889
39,1,2,36,1,3,45,1,1,44,1,2,39,1,3,37,1,3,34,1,3,0,17,17,0,7,7,0,1,1,40.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,34,1,3,45,1,1,33,1,2,40,1,3,40,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.5
32,1,2,32,2,3,32,1,1,30,1,2,42,1,3,34,2,3,41,1,3,2,17,17,0,7,7,0,1,1,31.77777778
41,1,2,35,1,3,44,1,1,30,1,2,38,1,3,40,1,3,38,1,3,0,17,17,0,7,7,0,1,1,34.22222222
35,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
43,1,2,37,1,3,45,1,1,42,1,2,39,1,3,45,1,3,42,1,3,0,17,17,0,7,7,0,1,1,39.83333333
41,1,2,34,1,3,43,1,1,33,2,2,36,1,3,37,2,3,43,1,3,2,17,17,0,7,7,0,1,1,34.05555556
46,1,2,40,1,3,47,1,1,44,1,2,41,1,3,37,1,3,34,1,3,0,17,17,0,7,7,0,1,1,42.16666667
40,1,2,30,1,3,35,1,1,37,1,2,34,1,3,40,1,3,30,1,3,0,17,17,0,7,7,0,1,1,32.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,37,1,3,45,1,1,49,1,2,39,1,3,35,1,3,35,1,3,0,17,17,0,7,7,0,1,1,37
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,17,2,3,48,1,3,1,17,3,14,3,1,6,2,3,27.2
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,39,1,3,0,0,3,0,17,3,14,2,1,6,2,3,18
35,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,14
41,1,2,31,1,3,48,1,1,33,2,2,33,1,3,38,1,3,42,1,3,1,17,17,0,7,7,0,1,1,32.83333333
44,1,2,36,2,3,42,1,1,39,1,2,31,1,3,37,1,3,37,1,3,1,17,17,0,7,7,0,1,1,32.55555556
45,1,2,41,1,3,37,1,1,46,1,2,40,1,3,45,1,3,40,1,3,0,17,17,0,7,7,0,1,1,40.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
34,1,2,39,1,3,45,1,1,36,1,2,33,1,3,44,1,3,40,1,3,0,17,17,0,7,7,0,1,1,34.88888889
35,1,2,0,0,3,36,1,1,0,0,2,0,0,3,12,1,3,0,0,3,0,17,3,14,3,2,5,2,3,0
37,1,2,31,1,3,41,1,1,30,1,2,36,1,3,30,1,3,36,1,3,0,17,17,0,7,7,0,1,1,34.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
32,1,2,34,1,3,37,1,1,34,1,2,33,2,3,35,1,3,35,1,3,1,17,17,0,7,7,0,1,1,36.11111111
33,1,2,39,1,3,38,1,1,39,1,2,41,1,3,40,1,3,39,1,3,0,17,17,0,7,7,0,1,1,32.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,38,1,3,40,1,1,48,1,2,34,1,3,34,2,3,44,2,3,2,17,17,0,7,7,0,1,1,38.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
45,1,2,32,1,3,44,1,1,36,1,2,40,1,3,43,1,3,35,1,3,0,17,17,0,7,7,0,1,1,38.27777778
40,1,2,30,1,3,35,1,1,40,2,2,33,1,3,42,1,3,43,1,3,1,17,17,0,7,7,0,1,1,35
43,1,2,33,1,3,35,1,1,38,1,2,36,1,3,39,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.38888889
44,1,2,32,1,3,48,1,1,33,1,2,33,1,3,38,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.77777778
38,1,2,36,1,3,39,2,1,43,1,2,32,1,3,39,1,3,42,1,3,1,17,17,0,7,7,0,1,1,34.88888889
47,1,2,30,1,3,35,1,1,42,1,2,41,1,3,45,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.16666667
35,1,2,31,1,3,41,1,1,35,1,2,31,1,3,34,1,3,39,1,3,0,17,17,0,7,7,0,1,1,34.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,7,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
0,0,2,0,0,3,0,0,1,30,2,2,38,1,3,0,0,3,0,0,3,1,17,5,12,3,2,5,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,38,1,3,42,1,1,30,1,2,36,1,3,40,1,3,39,1,3,0,17,17,0,7,7,0,1,1,36.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
37,1,2,0,0,3,0,0,1,30,1,2,0,0,3,0,0,3,0,0,3,0,17,4,13,2,2,5,2,3,0
42,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
41,1,2,32,2,3,44,1,1,40,1,2,36,1,3,36,1,3,40,1,3,1,17,17,0,7,7,0,1,1,33.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,38,1,3,46,1,1,33,2,2,31,1,3,35,1,3,42,1,3,1,17,17,0,7,7,0,1,1,34.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
49,1,2,34,1,3,43,1,1,42,2,2,32,1,3,41,1,3,43,1,3,1,17,17,0,7,7,0,1,1,34.11111111
45,1,2,35,1,3,40,1,1,30,1,2,41,2,3,35,1,3,36,1,3,1,17,17,0,7,7,0,1,1,37.05555556
42,1,2,30,1,3,34,1,1,41,1,2,32,2,3,31,1,3,43,1,3,1,17,17,0,7,7,0,1,1,33.66666667
46,1,2,36,1,3,49,1,1,30,1,2,31,1,3,30,1,3,43,1,3,0,17,17,0,7,7,0,1,1,33.61111111
42,1,2,40,1,3,42,1,1,30,1,2,37,1,3,42,1,3,42,1,3,0,17,17,0,7,7,0,1,1,35.83333333
0,0,2,0,0,3,37,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
11,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
31,1,2,33,1,3,38,1,1,30,1,2,39,1,3,35,1,3,44,1,3,0,17,17,0,7,7,0,1,1,37.61111111
43,1,2,32,1,3,38,1,1,42,1,2,30,1,3,43,1,3,48,2,3,1,17,17,0,7,7,0,1,1,39.61111111
50,1,2,36,1,3,38,1,1,34,1,2,33,1,3,43,1,3,30,1,3,0,17,17,0,7,7,0,1,1,37.61111111
0,0,2,31,1,3,35,1,1,39,1,2,34,1,3,31,1,3,48,2,3,1,17,15,2,7,6,1,1,1,33.61111111
39,1,2,0,1,3,45,1,1,32,1,2,30,1,3,39,1,3,41,1,3,0,17,14,3,7,6,1,1,1,30.27777778
42,1,2,31,1,3,40,1,1,41,2,2,32,1,3,46,1,3,50,1,3,1,17,17,0,7,7,0,1,1,39.55555556
41,1,2,0,0,3,47,1,1,0,0,2,0,0,3,46,1,3,47,1,3,0,17,9,8,4,4,3,2,3,35.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,32,1,3,0,0,3,0,17,3,14,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
37,1,2,36,1,3,42,1,1,35,2,2,35,1,3,36,1,3,49,1,3,1,17,17,0,7,7,0,1,1,38.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,41,1,3,42,1,1,36,1,2,30,1,3,39,1,3,46,1,3,0,17,17,0,7,7,0,1,1,38.66666667
41,1,2,33,1,3,45,1,1,45,1,2,40,1,3,46,1,3,42,1,3,0,17,17,0,7,7,0,1,1,41.16666667
42,1,2,37,1,3,42,1,1,32,2,2,30,1,3,43,1,3,43,1,3,1,17,17,0,7,7,0,1,1,37.33333333
44,1,2,30,1,3,39,1,1,30,1,2,30,1,3,32,1,3,45,1,3,0,17,17,0,7,7,0,1,1,40
46,1,2,36,1,3,38,1,1,37,2,2,36,1,3,44,1,3,31,1,3,1,17,17,0,7,7,0,1,1,36.16666667
46,1,2,40,2,3,39,1,1,36,1,2,33,1,3,40,1,3,30,1,3,1,17,17,0,7,7,0,1,1,37.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,33,1,3,43,1,1,45,1,2,40,1,3,47,1,3,42,1,3,0,17,17,0,7,7,0,1,1,39.5
43,1,2,38,1,3,36,1,1,43,2,2,32,1,3,33,1,3,42,1,3,1,17,17,0,7,7,0,1,1,35.94444444
50,1,2,36,1,3,45,1,1,33,1,2,33,1,3,44,1,3,46,1,3,0,17,17,0,7,7,0,1,1,40.61111111
48,1,2,32,2,3,44,1,1,30,1,2,40,1,3,34,1,3,38,1,3,1,17,17,0,7,7,0,1,1,36.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,36,1,3,44,1,1,40,1,2,35,1,3,38,1,3,46,1,3,0,17,17,0,7,7,0,1,1,39.27777778
40,3,2,31,1,3,41,1,1,44,1,2,36,1,3,45,2,3,42,1,3,2,17,17,0,7,7,0,2,3,35.22222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,33,1,3,42,1,1,40,2,2,33,1,3,41,1,3,42,1,3,1,17,17,0,7,7,0,1,1,34.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
31,1,2,38,1,3,44,1,1,32,2,2,31,1,3,40,1,3,43,1,3,1,17,17,0,7,7,0,1,1,37.38888889
35,1,2,42,1,3,39,1,1,31,1,2,40,1,3,45,1,3,43,1,3,0,17,17,0,7,7,0,1,1,38.38888889
39,1,2,0,0,3,42,1,1,0,0,2,0,0,3,32,1,3,34,1,3,0,17,9,8,4,4,3,2,3,32
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,33
44,1,2,39,1,3,39,1,1,38,2,2,42,1,3,33,1,3,32,1,3,1,17,17,0,7,7,0,1,1,36.94444444
40,1,2,30,2,3,44,1,1,33,1,2,37,2,3,40,1,3,42,1,3,2,17,17,0,7,7,0,1,1,34.61111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,39,1,3,46,1,1,39,1,2,40,1,3,38,1,3,30,1,3,0,17,17,0,7,7,0,1,1,38.55555556
45,1,2,38,1,3,38,1,1,46,1,2,35,1,3,39,1,3,43,1,3,0,17,17,0,7,7,0,1,1,35.72222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,33,1,3,45,1,1,40,1,2,36,1,3,47,1,3,43,1,3,0,17,17,0,7,7,0,1,1,39.05555556
40,1,2,36,1,3,37,1,1,42,1,2,31,1,3,33,1,3,30,1,3,0,17,17,0,7,7,0,1,1,34.44444444
38,1,2,31,1,3,37,1,1,33,1,2,44,1,3,40,1,3,33,1,3,0,17,17,0,7,7,0,1,1,37.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,36,1,3,41,1,1,32,1,2,35,1,3,41,1,3,30,1,3,0,17,17,0,7,7,0,1,1,37.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,31,2,3,43,1,1,33,1,2,37,2,3,38,1,3,43,1,3,2,17,17,0,7,7,0,1,1,38.38888889
42,1,2,36,1,3,41,1,1,30,1,2,36,1,3,33,1,3,40,1,3,0,17,17,0,7,7,0,1,1,36.5
40,1,2,32,1,3,36,1,1,32,1,2,30,1,3,33,1,3,32,1,3,0,17,17,0,7,7,0,1,1,36.66666667
38,1,2,42,1,3,36,1,1,33,1,2,43,1,3,37,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.72222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,31,1,3,50,1,1,30,3,2,30,1,3,30,1,3,30,1,3,1,17,15,2,7,6,1,2,3,34.55555556
42,1,2,0,0,3,36,1,1,0,0,2,0,0,3,39,1,3,36,1,3,0,17,9,8,4,4,3,2,3,32.45454545
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,42,1,1,0,0,2,23,1,3,0,0,3,0,0,3,0,17,1,16,3,1,6,2,3,22
41,1,2,37,1,3,34,1,1,34,2,2,32,1,3,31,1,3,31,1,3,1,17,17,0,7,7,0,1,1,35.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,37,1,3,35,1,1,38,2,2,35,1,3,35,1,3,33,1,3,1,17,17,0,7,7,0,1,1,35.33333333
39,1,2,31,1,3,41,1,1,42,2,2,33,1,3,41,1,3,49,1,3,1,17,17,0,7,7,0,1,1,34
41,1,2,35,3,3,40,1,1,30,1,2,36,1,3,30,1,3,30,1,3,1,17,17,0,7,7,0,2,3,36.72222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,37,1,3,45,1,1,42,1,2,38,1,3,32,1,3,41,1,3,0,17,17,0,7,7,0,1,1,35.55555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
37,2,2,32,1,3,35,1,1,42,1,2,32,1,3,30,1,3,42,1,3,1,17,17,0,7,7,0,1,1,34.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,30,1,3,39,1,1,35,1,2,40,1,3,40,1,3,31,1,3,0,17,17,0,7,7,0,1,1,38.11111111
40,1,2,30,1,3,33,1,1,32,1,2,30,1,3,35,1,3,33,1,3,0,17,17,0,7,7,0,1,1,37.61111111
36,1,2,39,2,3,48,1,1,41,1,2,37,1,3,30,1,3,42,1,3,1,17,17,0,7,7,0,1,1,33.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
31,1,2,30,1,3,50,1,1,31,1,2,34,1,3,32,1,3,42,1,3,0,17,17,0,7,7,0,1,1,34.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,40,1,3,45,1,1,43,1,2,38,1,3,35,1,3,38,1,3,0,17,17,0,7,7,0,1,1,40.16666667
35,1,2,31,1,3,37,1,1,37,1,2,32,2,3,40,1,3,34,1,3,1,17,17,0,7,7,0,1,1,33.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,39,1,3,44,1,1,32,1,2,44,1,3,42,1,3,35,1,3,0,17,17,0,7,7,0,1,1,37.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,39,1,3,43,1,1,43,1,2,41,1,3,45,1,3,35,1,3,0,17,17,0,7,7,0,1,1,43
43,1,2,34,1,3,46,1,1,31,1,2,34,1,3,30,1,3,30,1,3,0,17,17,0,7,7,0,1,1,34.66666667
48,1,2,42,1,3,42,1,1,40,1,2,42,1,3,35,1,3,41,1,3,0,17,17,0,7,7,0,1,1,37.94444444
39,1,2,36,3,3,41,1,1,42,1,2,31,1,3,40,1,3,34,1,3,1,17,17,0,7,7,0,2,3,38
30,1,2,35,1,3,41,1,1,46,1,2,40,1,3,35,1,3,46,2,3,1,17,17,0,7,7,0,1,1,37
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,30,1,3,42,1,1,41,2,2,35,1,3,34,1,3,47,1,3,1,17,17,0,7,7,0,1,1,35.69230769
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,33,1,3,41,1,1,44,2,2,33,1,3,31,1,3,44,1,3,1,17,17,0,7,7,0,1,1,37.05555556
40,1,2,36,1,3,43,1,1,35,1,2,36,2,3,46,1,3,46,1,3,1,17,17,0,7,7,0,1,1,39.22222222
41,1,2,40,1,3,42,1,1,44,1,2,34,1,3,39,1,3,40,1,3,0,17,17,0,7,7,0,1,1,34.61111111
41,1,2,31,1,3,35,1,1,43,1,2,42,1,3,44,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.77777778
37,1,2,37,1,3,43,1,1,38,1,2,31,1,3,30,1,3,37,1,3,0,17,17,0,7,7,0,1,1,35.16666667
46,1,2,33,1,3,39,1,1,32,1,2,39,1,3,39,1,3,46,1,3,0,17,17,0,7,7,0,1,1,34.33333333
46,1,2,0,0,3,42,1,1,0,0,2,0,0,3,8,2,3,39,1,3,1,17,6,11,4,3,4,2,3,4
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,39,1,3,41,1,1,42,1,2,38,1,3,46,1,3,35,1,3,0,17,17,0,7,7,0,1,1,34.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,37,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
38,1,2,30,1,3,36,1,1,40,1,2,37,1,3,37,1,3,36,1,3,0,17,17,0,7,7,0,1,1,36.83333333
47,1,2,30,1,3,41,1,1,43,1,2,32,1,3,33,1,3,37,1,3,0,17,17,0,7,7,0,1,1,34.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,40,1,3,42,1,1,40,1,2,31,1,3,46,1,3,42,1,3,0,17,17,0,7,7,0,1,1,40.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,41,1,3,47,1,1,32,1,2,35,1,3,43,1,3,42,1,3,0,17,17,0,7,7,0,1,1,38.27777778
50,1,2,45,1,3,45,1,1,49,1,2,36,1,3,48,1,3,42,1,3,0,17,17,0,7,7,0,1,1,40.55555556
34,1,2,38,1,3,40,1,1,44,1,2,39,1,3,34,1,3,32,1,3,0,17,17,0,7,7,0,1,1,34.77777778
47,1,2,31,1,3,42,1,1,36,1,2,40,1,3,36,1,3,44,1,3,0,17,17,0,7,7,0,1,1,40.33333333
47,1,2,41,1,3,48,1,1,31,1,2,35,1,3,46,1,3,49,1,3,0,17,17,0,7,7,0,1,1,41.22222222
50,1,2,40,1,3,44,1,1,36,1,2,40,1,3,46,1,3,34,1,3,0,17,17,0,7,7,0,1,1,40.22222222
42,1,2,39,1,3,44,1,1,31,1,2,37,1,3,41,1,3,43,1,3,0,17,17,0,7,7,0,1,1,35.72222222
45,1,2,38,1,3,42,1,1,33,1,2,38,1,3,38,1,3,44,1,3,0,17,17,0,7,7,0,1,1,38.22222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,36,1,3,45,1,1,45,1,2,39,1,3,30,1,3,43,1,3,0,17,17,0,7,7,0,1,1,35.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,37,1,3,43,1,1,37,1,2,32,1,3,32,1,3,37,1,3,0,17,17,0,7,7,0,1,1,34.72222222
38,1,2,34,1,3,42,1,1,50,1,2,45,1,3,43,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.55555556
46,1,2,37,1,3,32,1,1,44,1,2,43,1,3,45,1,3,33,1,3,0,17,17,0,7,7,0,1,1,34.83333333
41,1,2,33,1,3,42,1,1,33,1,2,38,1,3,47,1,3,47,1,3,0,17,17,0,7,7,0,1,1,39.38888889
42,1,2,39,1,3,39,1,1,35,2,2,36,1,3,41,1,3,45,1,3,1,17,17,0,7,7,0,1,1,33.66666667
