NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_FIS_TRES,VECES_FIS_TRES,CREDITOS_FIS_TRES,NOTA_CCON,VECES_CCON,CREDITOS_CCON,NOTA_PROB,VECES_PROB,CREDITOS_PROB,NOTA_GEOGEO,VECES_GEOGEO,CREDITOS_GEOGEO,NOTA_PRII,VECES_PRII,CREDITOS_PRII,NOTA_GHF,VECES_GHF,CREDITOS_GHF,CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,ESTADO CUATRO,PROMEDIO_CINCO
38,1,2,41,1,3,35,1,1,42,1,2,36,1,3,43,1,3,46,1,3,0,17,17,0,7,7,0,1,1,39.05555556
47,1,2,0,0,3,45,1,1,0,0,2,0,0,3,33,1,3,0,0,3,0,17,6,11,3,3,4,2,3,0
42,1,2,36,1,3,47,1,1,38,1,2,39,1,3,36,1,3,45,1,3,0,17,17,0,7,7,0,1,1,38.83333333
44,1,2,31,1,3,46,1,1,36,1,2,39,1,3,36,1,3,45,1,3,0,17,17,0,7,7,0,1,1,34.88888889
44,1,2,30,1,3,30,1,1,37,1,2,34,1,3,44,1,3,44,1,3,0,17,17,0,7,7,0,1,1,37.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
33,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
39,1,2,30,1,3,44,1,1,41,1,2,39,1,3,40,1,3,44,1,3,0,17,17,0,7,7,0,1,1,38.88888889
43,2,2,31,1,3,43,1,1,42,1,2,36,1,3,36,1,3,44,1,3,1,17,17,0,7,7,0,1,1,34.61111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
32,1,2,42,1,3,44,1,1,30,1,2,36,1,3,37,1,3,50,1,3,0,17,17,0,7,7,0,1,1,32.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,43,1,3,47,1,1,47,1,2,38,1,3,40,1,3,50,1,3,0,17,17,0,7,7,0,1,1,38.11111111
42,1,2,34,1,3,42,1,1,50,2,2,38,1,3,39,1,3,46,1,3,1,17,17,0,7,7,0,1,1,37.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,45,1,3,47,1,1,45,1,2,47,1,3,45,1,3,50,1,3,0,17,17,0,7,7,0,1,1,43.55555556
39,1,2,33,1,3,44,1,1,41,1,2,41,1,3,47,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,37,1,3,46,1,1,30,1,2,35,1,3,39,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.83333333
38,1,2,0,0,3,43,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,3,14,2,2,5,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
31,1,2,41,1,3,47,1,1,31,1,2,38,1,3,40,1,3,39,1,3,0,17,17,0,7,7,0,1,1,34.61111111
37,2,2,39,1,3,49,1,1,33,1,2,38,1,3,41,1,3,45,1,3,1,17,17,0,7,7,0,1,1,39.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,37,1,3,32,1,1,37,1,2,40,1,3,37,1,3,45,1,3,0,17,17,0,7,7,0,1,1,38.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,30,1,3,47,1,1,46,2,2,43,1,3,34,1,3,42,1,3,1,17,17,0,7,7,0,1,1,36.27777778
37,1,2,0,0,3,49,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,3,14,2,2,5,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,31,1,3,41,1,1,44,1,2,36,1,3,37,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.88888889
0,0,2,0,0,3,20,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
50,1,2,33,1,3,44,1,1,41,1,2,36,1,3,47,1,3,48,1,3,0,17,17,0,7,7,0,1,1,37.55555556
43,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
41,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,30,1,3,30,1,1,36,1,2,36,1,3,40,1,3,43,1,3,0,17,17,0,7,7,0,1,1,37.05555556
38,1,2,32,2,3,46,1,1,36,1,2,37,1,3,45,1,3,50,1,3,1,17,17,0,7,7,0,1,1,39.77777778
17,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,1,0,7,2,3,0
46,1,2,40,1,3,42,1,1,35,1,2,40,1,3,33,1,3,46,1,3,0,17,17,0,7,7,0,1,1,33
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,32,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
37,2,2,30,1,3,34,1,1,48,1,2,37,1,3,33,1,3,39,1,3,1,17,17,0,7,7,0,1,1,39.72222222
44,1,2,36,1,3,48,1,1,40,1,2,36,1,3,37,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.94444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,34,1,3,46,1,1,41,1,2,44,1,3,45,1,3,49,1,3,0,17,17,0,7,7,0,1,1,40.22222222
44,1,2,38,1,3,49,1,1,38,1,2,41,1,3,35,1,3,46,1,3,0,17,17,0,7,7,0,1,1,39
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
46,1,2,26,2,3,31,2,1,30,1,2,34,1,3,36,1,3,46,1,3,2,17,14,3,7,6,1,1,1,32.88888889
47,1,2,33,1,3,46,1,1,42,1,2,42,1,3,45,1,3,49,1,3,0,17,17,0,7,7,0,1,1,43.16666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
34,1,2,40,1,3,48,1,1,30,1,2,35,1,3,36,1,3,46,1,3,0,17,17,0,7,7,0,1,1,34.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,31,1,3,45,1,1,44,1,2,35,1,3,35,1,3,49,1,3,0,17,17,0,7,7,0,1,1,39.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,30,1,3,44,1,1,37,1,2,38,1,3,44,1,3,50,1,3,0,17,17,0,7,7,0,1,1,37.11111111
43,1,2,30,1,3,46,1,1,40,1,2,36,1,3,39,1,3,44,1,3,0,17,17,0,7,7,0,1,1,40.05555556
44,1,2,30,1,3,47,1,1,43,1,2,30,1,3,33,1,3,44,1,3,0,17,17,0,7,7,0,1,1,36.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,11,1,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
43,1,2,32,1,3,45,1,1,41,1,2,38,1,3,46,1,3,47,1,3,0,17,17,0,7,7,0,1,1,35.77777778
50,1,2,36,1,3,48,1,1,49,1,2,38,1,3,46,1,3,49,1,3,0,17,17,0,7,7,0,1,1,38.05555556
44,1,2,30,1,3,49,1,1,33,1,2,32,1,3,35,2,3,42,1,3,1,17,17,0,7,7,0,1,1,35.05555556
37,1,2,37,1,3,39,1,1,32,1,2,38,1,3,43,1,3,45,1,3,0,17,17,0,7,7,0,1,1,35.11111111
42,1,2,30,1,3,44,1,1,37,1,2,30,1,3,36,2,3,44,1,3,1,17,17,0,7,7,0,1,1,36.38888889
41,1,2,35,1,3,45,1,1,39,1,2,32,1,3,34,1,3,43,1,3,0,17,17,0,7,7,0,1,1,35.61111111
41,1,2,36,1,3,45,1,1,44,1,2,38,1,3,34,1,3,44,1,3,0,17,17,0,7,7,0,1,1,33.16666667
42,1,2,32,1,3,47,1,1,44,1,2,39,1,3,46,1,3,50,1,3,0,17,17,0,7,7,0,1,1,37.83333333
31,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,39,1,1,33,1,2,38,2,3,39,2,3,50,1,3,2,17,12,5,6,5,2,1,1,34.71428571
0,0,2,0,0,3,0,0,1,40,1,2,0,0,3,32,1,3,38,1,3,0,17,8,9,4,3,4,2,3,31
42,1,2,41,1,3,45,1,1,44,1,2,37,1,3,35,1,3,42,1,3,0,17,17,0,7,7,0,1,1,35.27777778
40,1,2,41,1,3,50,1,1,44,2,2,40,1,3,36,1,3,50,1,3,1,17,17,0,7,7,0,1,1,37.55555556
39,1,2,37,1,3,46,1,1,46,2,2,40,1,3,35,1,3,50,1,3,1,17,17,0,7,7,0,1,1,39.33333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
32,1,2,0,0,3,44,1,1,0,0,2,0,0,3,36,1,3,46,1,3,0,17,9,8,4,4,3,2,3,31
43,1,2,31,1,3,46,1,1,43,2,2,38,2,3,41,1,3,45,1,3,2,17,17,0,7,7,0,1,1,35.27777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
36,1,2,39,1,3,44,1,1,44,2,2,36,1,3,33,1,3,47,1,3,1,17,17,0,7,7,0,1,1,35.22222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
30,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,32,1,3,45,1,1,42,1,2,40,1,3,45,1,3,49,1,3,0,17,17,0,7,7,0,1,1,37.72222222
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,2,2,39,1,3,35,2,1,48,1,2,47,2,3,47,1,3,42,1,3,3,17,17,0,7,7,0,1,1,40.33333333
45,1,2,0,0,3,44,1,1,45,1,2,39,1,3,40,1,3,48,1,3,0,17,14,3,6,6,1,1,1,31.84615385
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,32,1,3,44,1,1,45,1,2,38,1,3,42,1,3,48,1,3,0,17,17,0,7,7,0,1,1,35.11111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
0,0,2,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,32,1,3,42,1,1,31,1,2,38,3,3,38,1,3,46,1,3,1,17,17,0,7,7,0,2,3,38.61111111
44,1,2,30,1,3,34,1,1,45,2,2,42,1,3,43,1,3,48,1,3,1,17,17,0,7,7,0,1,1,34.55555556
34,1,2,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,2,1,6,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,43,1,3,44,1,1,42,1,2,31,1,3,39,1,3,40,1,3,0,17,17,0,7,7,0,1,1,35.83333333
40,1,2,44,1,3,47,1,1,38,1,2,39,1,3,42,1,3,46,1,3,0,17,17,0,7,7,0,1,1,36.94444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,34,1,3,33,1,1,33,1,2,38,1,3,44,1,3,45,1,3,0,17,17,0,7,7,0,1,1,33.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
39,1,2,38,1,3,42,1,1,46,1,2,40,1,3,33,1,3,41,1,3,0,17,17,0,7,7,0,1,1,38.38888889
33,1,2,43,1,3,46,1,1,32,2,2,34,1,3,40,1,3,48,1,3,1,17,17,0,7,7,0,1,1,39.94444444
42,1,2,42,1,3,45,1,1,31,1,2,36,1,3,34,1,3,41,1,3,0,17,17,0,7,7,0,1,1,36.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,35,1,3,40,1,1,33,1,2,42,1,3,37,1,3,49,1,3,0,17,17,0,7,7,0,1,1,35.22222222
44,1,2,42,1,3,40,1,1,34,1,2,40,1,3,38,1,3,38,1,3,0,17,17,0,7,7,0,1,1,39.16666667
34,1,2,35,2,3,30,1,1,37,2,2,32,2,3,35,1,3,38,1,3,3,17,17,0,7,7,0,1,1,33.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,38,1,3,47,1,1,33,1,2,39,1,3,40,1,3,46,1,3,0,17,17,0,7,7,0,1,1,37.44444444
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,37,1,3,33,1,1,36,1,2,43,1,3,36,1,3,48,1,3,0,17,17,0,7,7,0,1,1,35.11111111
41,1,2,35,1,3,45,2,1,44,1,2,41,2,3,35,1,3,46,1,3,2,17,17,0,7,7,0,1,1,37.5
45,1,2,43,1,3,36,1,1,37,1,2,42,1,3,42,1,3,39,1,3,0,17,17,0,7,7,0,1,1,39.38888889
45,1,2,31,1,3,46,1,1,41,1,2,41,1,3,44,1,3,40,1,3,0,17,17,0,7,7,0,1,1,39.77777778
38,1,2,31,1,3,45,1,1,40,1,2,39,1,3,44,1,3,45,1,3,0,17,17,0,7,7,0,1,1,36.61111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,43,1,3,46,1,1,34,1,2,39,1,3,36,1,3,45,1,3,0,17,17,0,7,7,0,1,1,35.94444444
41,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
45,1,2,37,1,3,31,1,1,45,1,2,37,1,3,44,1,3,46,1,3,0,17,17,0,7,7,0,1,1,37.5
47,1,2,43,1,3,45,1,1,34,1,2,41,1,3,40,1,3,47,1,3,0,17,17,0,7,7,0,1,1,38.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
48,1,2,45,1,3,38,1,1,38,1,2,42,1,3,42,1,3,46,1,3,0,17,17,0,7,7,0,1,1,40.22222222
37,1,2,41,1,3,47,1,1,44,1,2,37,1,3,33,1,3,45,1,3,0,17,17,0,7,7,0,1,1,34.27777778
0,0,2,0,0,3,25,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
45,1,2,42,1,3,44,1,1,32,2,2,42,1,3,45,1,3,45,1,3,1,17,17,0,7,7,0,1,1,35.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
42,1,2,33,1,3,45,1,1,44,1,2,36,1,3,37,1,3,46,1,3,0,17,17,0,7,7,0,1,1,34.77777778
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
50,1,2,0,0,3,46,1,1,30,1,2,0,0,3,40,1,3,45,1,3,0,17,11,6,5,5,2,1,1,33
42,1,2,31,1,3,36,1,1,40,1,2,40,2,3,35,1,3,45,1,3,1,17,17,0,7,7,0,1,1,35.88888889
44,1,2,40,1,3,47,1,1,50,1,2,40,1,3,35,1,3,42,1,3,0,17,17,0,7,7,0,1,1,38.61111111
40,1,2,30,1,3,36,1,1,40,2,2,35,1,3,34,1,3,42,1,3,1,17,17,0,7,7,0,1,1,33.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,42,1,3,48,1,1,30,1,2,33,1,3,41,1,3,46,1,3,0,17,17,0,7,7,0,1,1,35.72222222
43,1,2,39,1,3,47,1,1,34,1,2,41,1,3,44,1,3,45,1,3,0,17,17,0,7,7,0,1,1,39.66666667
4,1,2,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,0,17,2,0,7,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,34,1,3,45,1,1,41,1,2,37,1,3,35,1,3,43,1,3,0,17,17,0,7,7,0,1,1,37.16666667
44,1,2,41,1,3,46,1,1,30,1,2,41,1,3,40,1,3,45,1,3,0,17,17,0,7,7,0,1,1,34.61111111
42,1,2,43,1,3,47,1,1,44,2,2,43,1,3,37,1,3,45,1,3,1,17,17,0,7,7,0,1,1,35.77777778
31,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,2,15,1,1,6,2,3,0
40,1,2,42,1,3,45,1,1,50,1,2,38,1,3,43,1,3,45,1,3,0,17,17,0,7,7,0,1,1,37.44444444
41,1,2,33,1,3,36,2,1,44,1,2,36,3,3,43,1,3,34,1,3,2,17,17,0,7,7,0,2,3,36.22222222
42,1,2,37,1,3,48,1,1,31,1,2,35,1,3,40,1,3,48,1,3,0,17,17,0,7,7,0,1,1,34.05555556
38,1,2,37,1,3,48,1,1,39,1,2,39,1,3,41,1,3,45,1,3,0,17,17,0,7,7,0,1,1,33.66666667
46,1,2,37,1,3,33,1,1,35,1,2,40,2,3,31,1,3,41,1,3,1,17,17,0,7,7,0,1,1,33.55555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
47,1,2,43,1,3,45,1,1,39,1,2,43,1,3,47,1,3,47,1,3,0,17,17,0,7,7,0,1,1,38.77777778
0,1,2,0,0,3,0,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
30,1,2,43,1,3,49,1,1,42,2,2,30,1,3,36,1,3,45,1,3,1,17,17,0,7,7,0,1,1,35.83333333
34,1,2,30,1,3,48,1,1,44,1,2,35,1,3,35,1,3,36,1,3,0,17,17,0,7,7,0,1,1,33.72222222
35,1,2,34,1,3,44,1,1,41,1,2,40,1,3,36,1,3,41,1,3,0,17,17,0,7,7,0,1,1,38.16666667
39,1,2,33,1,3,45,1,1,41,1,2,38,1,3,47,1,3,39,1,3,0,17,17,0,7,7,0,1,1,35.83333333
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,1,2,0,0,3,42,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
43,1,2,37,1,3,44,1,1,44,1,2,40,1,3,39,1,3,46,1,3,0,17,17,0,7,7,0,1,1,37.33333333
50,1,2,39,1,3,48,1,1,40,1,2,35,1,3,38,1,3,48,1,3,0,17,17,0,7,7,0,1,1,40.33333333
0,0,2,0,0,3,47,1,1,47,1,2,0,0,3,41,1,3,48,1,3,0,17,9,8,5,4,3,2,3,35.45454545
44,1,2,40,2,3,44,1,1,48,1,2,36,1,3,36,1,3,45,1,3,1,17,17,0,7,7,0,1,1,37.11111111
0,0,2,0,0,3,45,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
35,1,2,0,0,3,43,1,1,0,0,2,0,0,3,46,1,3,0,0,3,0,17,6,11,3,3,4,2,3,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
40,1,2,45,1,3,47,1,1,44,1,2,44,1,3,45,1,3,47,1,3,0,17,17,0,7,7,0,1,1,39.5
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,37,1,3,47,1,1,32,1,2,42,1,3,43,1,3,45,1,3,0,17,17,0,7,7,0,1,1,37.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
38,1,2,35,1,3,43,1,1,36,1,2,43,1,3,35,1,3,44,1,3,0,17,17,0,7,7,0,1,1,38.72222222
33,1,2,33,1,3,41,1,1,30,2,2,30,1,3,31,1,3,45,1,3,1,17,17,0,7,7,0,1,1,34.94444444
42,2,2,26,1,3,45,1,1,30,1,2,30,2,3,30,1,3,36,1,3,2,17,14,3,7,6,1,1,1,32.27272727
40,1,2,44,1,3,45,1,1,46,1,2,36,1,3,45,1,3,47,1,3,0,17,17,0,7,7,0,1,1,36.5
36,1,2,39,1,3,44,1,1,33,1,2,41,1,3,35,1,3,45,1,3,0,17,17,0,7,7,0,1,1,34.94444444
43,1,2,30,1,3,44,1,1,32,1,2,40,1,3,35,1,3,45,1,3,0,17,17,0,7,7,0,1,1,33.94444444
0,1,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
35,1,2,30,1,3,47,1,1,37,1,2,41,1,3,31,1,3,43,1,3,0,17,17,0,7,7,0,1,1,36.05555556
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,0,0,3,32,1,1,2,1,2,0,0,3,31,1,3,40,1,3,0,17,9,8,5,4,3,2,3,40
40,1,2,31,1,3,44,1,1,50,1,2,42,1,3,37,1,3,48,1,3,0,17,17,0,7,7,0,1,1,39.27777778
40,1,2,36,1,3,45,1,1,41,1,2,38,1,3,47,1,3,41,1,3,0,17,17,0,7,7,0,1,1,38.66666667
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,37,1,3,44,1,1,42,1,2,41,2,3,42,1,3,36,1,3,1,17,15,2,7,6,1,1,1,33
35,1,2,35,1,3,43,1,1,44,1,2,41,1,3,38,1,3,46,1,3,0,17,17,0,7,7,0,1,1,37.61111111
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
44,1,2,40,1,3,47,1,1,35,1,2,40,1,3,45,1,3,45,1,3,0,17,17,0,7,7,0,1,1,40.05555556
0,0,2,0,0,3,41,1,1,0,0,2,0,0,3,0,0,3,0,0,3,0,17,1,16,2,1,6,2,3,0
46,1,2,42,1,3,47,1,1,40,1,2,39,1,3,42,1,3,42,1,3,0,17,17,0,7,7,0,1,1,34.83333333
41,1,2,41,1,3,36,1,1,33,1,2,33,1,3,37,1,3,44,1,3,0,17,17,0,7,7,0,1,1,37.88888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
41,1,2,43,1,3,44,1,1,30,1,2,36,3,3,33,1,3,46,1,3,1,17,17,0,7,7,0,2,3,37.38888889
0,0,2,0,0,3,0,0,1,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0
43,1,2,45,1,3,47,1,1,50,2,2,42,1,3,46,1,3,43,1,3,1,17,17,0,7,7,0,1,1,37.33333333
