NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_HSE,VECES_HSE,CREDITOS_HSE,NOTA_INGECO,VECES_INGECO,CREDITOS_INGECO,NOTA_GEO_FIS,VECES GEO_FIS,CREDITOS_GEO_FIS,NOTA_SIG,VECES_SIG,CREDITOS_SIG,NOTA_LEGIC,VECES_LEGIC,CREDITOS_LEGIC,NOTA_ECO_DOS,VECES_ECO_DOS,CREDITO_ECO_DOS,CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,ESTADO SEIS,PROMEDIO_SIETE
41,1,2,40,2,2,43,1,1,31,1,2,30,3,3,32,1,3,33,1,2,34,1,2,2,17,17,0,8,8,0,2,3,34.9375
41,1,2,38,1,2,42,1,1,30,1,2,34,1,3,32,1,3,43,1,2,39,1,2,0,17,17,0,8,8,0,1,1,38.75
36,1,2,35,1,2,41,1,1,36,1,2,30,1,3,35,1,3,33,1,2,31,1,2,0,17,17,0,8,8,0,1,1,37.8125
50,1,2,40,1,2,36,1,1,33,2,2,31,3,3,40,1,3,34,1,2,42,1,2,2,17,17,0,8,8,0,2,3,39.8125
39,1,2,0,0,2,41,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,3,14,3,2,6,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,36,1,2,37,1,1,37,1,2,38,2,3,36,1,3,33,1,2,35,1,2,1,17,17,0,8,8,0,1,1,41
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,32,1,2,39,1,1,31,1,2,30,2,3,30,1,3,40,1,2,35,1,2,1,17,17,0,8,8,0,1,1,42.25
42,1,2,44,1,2,44,1,1,30,1,2,0,0,3,36,1,3,37,1,2,38,1,2,0,17,14,3,7,7,1,1,1,26.69230769
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,47,1,2,42,1,1,40,1,2,35,1,3,44,1,3,42,1,2,43,1,2,0,17,17,0,8,8,0,1,1,42.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,35,1,2,42,1,1,33,1,2,30,1,3,41,1,3,43,1,2,39,1,2,0,17,17,0,8,8,0,1,1,41.4375
44,1,2,50,1,2,45,1,1,43,1,2,42,1,3,42,1,3,40,1,2,41,1,2,0,17,17,0,8,8,0,1,1,46.0625
43,1,2,50,1,2,44,1,1,32,2,2,30,4,3,34,1,3,38,1,2,38,1,2,2,17,17,0,8,8,0,2,3,33.5
44,1,2,49,1,2,43,1,1,47,1,2,30,1,3,41,1,3,39,1,2,47,1,2,0,17,17,0,8,8,0,1,1,46.3125
50,1,2,44,1,2,46,1,1,39,1,2,37,1,3,43,1,3,40,1,2,42,1,2,0,17,17,0,8,8,0,1,1,44.125
44,1,2,50,1,2,45,1,1,39,1,2,36,1,3,44,1,3,43,1,2,42,1,2,0,17,17,0,8,8,0,1,1,39.875
45,1,2,41,1,2,43,1,1,33,1,2,30,1,3,39,1,3,40,1,2,40,1,2,0,17,17,0,8,8,0,1,1,42.5
50,1,2,39,1,2,42,1,1,34,1,2,34,1,3,40,1,3,37,1,2,42,1,2,0,17,17,0,8,8,0,1,1,39.625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,2,44,1,2,45,1,1,33,1,2,30,1,3,31,1,3,43,1,2,39,1,2,0,17,17,0,8,8,0,1,1,37.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,44,1,2,42,1,1,47,1,2,30,4,3,39,1,3,36,1,2,44,1,2,1,17,17,0,8,8,0,2,3,35.5
47,1,2,32,1,2,42,1,1,40,2,2,31,1,3,40,1,3,35,1,2,46,1,2,1,17,17,0,8,8,0,1,1,36.9375
31,1,2,45,1,2,33,1,1,38,2,2,34,2,3,40,1,3,35,1,2,37,1,2,2,17,17,0,8,8,0,1,1,39.5625
49,1,2,39,1,2,46,1,1,32,2,2,30,2,3,33,1,3,37,1,2,32,1,2,2,17,17,0,8,8,0,1,1,38.3125
35,1,2,43,1,2,40,1,1,30,1,2,31,1,3,30,1,3,37,1,2,41,1,2,0,17,17,0,8,8,0,1,1,36.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,44,1,2,48,1,1,36,2,2,30,2,3,39,1,3,39,1,2,44,1,2,2,17,17,0,8,8,0,1,1,41.375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,46,1,2,48,1,1,35,1,2,32,1,3,38,1,3,41,1,2,39,1,2,0,17,17,0,8,8,0,1,1,41.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,41,1,2,44,1,1,39,1,2,30,2,3,35,1,3,40,1,2,33,1,2,1,17,17,0,8,8,0,1,1,42.8125
44,1,2,46,2,2,45,1,1,50,3,2,32,2,3,36,1,3,40,1,2,38,1,2,3,17,17,0,8,8,0,2,3,40.75
45,1,2,39,1,2,37,1,1,37,2,2,30,2,3,35,1,3,40,1,2,37,1,2,2,17,17,0,8,8,0,1,1,39.9375
49,1,2,40,1,2,45,1,1,33,1,2,30,1,3,36,1,3,42,1,2,35,1,2,0,17,17,0,8,8,0,1,1,42.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,48,1,2,46,1,1,35,1,2,30,1,3,36,1,3,35,1,2,47,1,2,0,17,17,0,8,8,0,1,1,36
43,1,2,39,1,2,43,1,1,48,1,2,50,1,3,45,1,3,45,1,2,49,1,2,0,17,17,0,8,8,0,1,1,46.4375
34,1,2,45,1,2,46,1,1,33,1,2,30,2,3,33,1,3,36,1,2,37,1,2,1,17,17,0,8,8,0,1,1,38.3125
15,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
44,1,2,41,1,2,37,1,1,35,1,2,35,1,3,37,1,3,39,1,2,35,1,2,0,17,17,0,8,8,0,1,1,41.8125
5,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,2,0,0,2,16,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,3,1,7,2,3,0
45,1,2,40,1,2,46,1,1,30,1,2,30,1,3,34,1,3,37,1,2,36,1,2,0,17,17,0,8,8,0,1,1,44.0625
50,1,2,43,1,2,48,1,1,45,1,2,38,1,3,39,1,3,40,1,2,44,1,2,0,17,17,0,8,8,0,1,1,45.1875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,39,1,2,42,1,1,33,1,2,34,2,3,39,1,3,43,1,2,34,1,2,1,17,17,0,8,8,0,1,1,40.375
44,1,2,36,1,2,43,1,1,30,1,2,36,1,3,34,1,3,38,1,2,33,1,2,0,17,17,0,8,8,0,1,1,39.875
43,1,2,37,1,2,41,1,1,31,1,2,31,4,3,39,1,3,35,1,2,35,1,2,1,17,17,0,8,8,0,2,3,36.0625
50,1,2,43,1,2,41,1,1,38,1,2,30,1,3,40,1,3,43,1,2,43,1,2,0,17,17,0,8,8,0,1,1,37.6875
42,1,2,46,1,2,43,1,1,34,2,2,30,1,3,32,1,3,34,1,2,40,1,2,1,17,17,0,8,8,0,1,1,40.125
47,1,2,39,1,2,45,1,1,37,2,2,30,1,3,32,1,3,40,1,2,34,1,2,1,17,17,0,8,8,0,1,1,42.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
31,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
50,1,2,41,1,2,44,1,1,48,1,2,50,1,3,45,1,3,43,1,2,46,1,2,0,17,17,0,8,8,0,1,1,46.9375
46,1,2,42,1,2,39,1,1,37,1,2,37,2,3,33,1,3,38,1,2,38,1,2,1,17,17,0,8,8,0,1,1,35.625
3,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
37,1,2,41,1,2,38,1,1,39,1,2,30,1,3,35,1,3,43,1,2,42,1,2,0,17,17,0,8,8,0,1,1,37.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
28,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,37,1,2,45,1,1,40,2,2,30,2,3,33,1,3,40,1,2,35,1,2,2,17,17,0,8,8,0,1,1,42.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,48,1,2,43,1,1,44,1,2,30,1,3,40,1,3,45,1,2,40,1,2,0,17,17,0,8,8,0,1,1,47.4375
46,1,2,34,1,2,39,1,1,49,2,2,30,1,3,31,1,3,42,1,2,36,1,2,1,17,17,0,8,8,0,1,1,36.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,31,1,2,38,1,1,36,2,2,32,2,3,33,1,3,41,1,2,37,1,2,2,17,17,0,8,8,0,1,1,36.875
33,1,2,40,1,2,44,1,1,41,1,2,30,1,3,34,1,3,36,1,2,44,1,2,0,17,17,0,8,8,0,1,1,38.3125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,43,1,2,44,1,1,42,1,2,30,1,3,40,1,3,37,1,2,44,1,2,0,17,17,0,8,8,0,1,1,38.75
49,1,2,42,1,2,44,1,1,33,1,2,31,1,3,40,1,3,42,1,2,38,1,2,0,17,17,0,8,8,0,1,1,41.75
41,1,2,44,1,2,46,1,1,32,1,2,31,1,3,31,1,3,37,1,2,42,1,2,0,17,17,0,8,8,0,1,1,36.3125
45,1,2,46,1,2,46,1,1,31,1,2,36,1,3,43,1,3,42,1,2,41,1,2,0,17,17,0,8,8,0,1,1,38.625
49,1,2,38,1,2,42,1,1,44,1,2,38,1,3,43,1,3,43,1,2,46,1,2,0,17,17,0,8,8,0,1,1,44.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,41,1,2,43,1,1,32,2,2,35,2,3,31,1,3,40,1,2,40,1,2,2,17,17,0,8,8,0,1,1,37.5625
34,1,2,32,1,2,45,1,1,37,1,2,34,1,3,37,1,3,37,1,2,44,1,2,0,17,17,0,8,8,0,1,1,38
39,1,2,41,1,2,41,1,1,35,1,2,31,1,3,35,1,3,35,1,2,39,1,2,0,17,17,0,8,8,0,1,1,38.1875
38,1,2,35,1,2,44,1,1,34,2,2,35,2,3,33,1,3,37,1,2,31,1,2,2,17,17,0,8,8,0,1,1,36.9375
49,1,2,39,1,2,41,1,1,37,1,2,37,1,3,39,1,3,40,1,2,45,1,2,0,17,17,0,8,8,0,1,1,37.0625
24,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,42,1,2,45,1,1,40,1,2,30,1,3,34,1,3,42,1,2,41,1,2,0,17,17,0,8,8,0,1,1,39.6875
50,1,2,41,1,2,45,1,1,44,1,2,34,1,3,38,1,3,39,1,2,41,1,2,0,17,17,0,8,8,0,1,1,45.5625
6,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
30,1,2,34,1,2,45,1,1,37,2,2,30,1,3,30,1,3,35,1,2,41,1,2,1,17,17,0,8,8,0,1,1,36.875
44,1,2,42,1,2,42,1,1,35,1,2,30,2,3,41,1,3,37,1,2,37,1,2,1,17,17,0,8,8,0,1,1,36.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,34,1,2,47,1,1,42,1,2,30,1,3,41,1,3,33,1,2,32,1,2,0,17,17,0,8,8,0,1,1,41.0625
39,1,2,36,1,2,45,1,1,36,2,2,32,1,3,30,1,3,30,1,2,40,1,2,1,17,17,0,8,8,0,1,1,33.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,42,1,2,45,1,1,42,1,2,30,1,3,30,1,3,42,1,2,45,1,2,0,17,17,0,8,8,0,1,1,39
44,1,2,41,1,2,39,1,1,31,1,2,30,1,3,43,1,3,40,1,2,43,1,2,0,17,17,0,8,8,0,1,1,42
45,1,2,43,1,2,34,1,1,33,1,2,30,1,3,32,1,3,39,1,2,35,1,2,0,17,17,0,8,8,0,1,1,35.25
34,1,2,38,1,2,45,1,1,35,1,2,36,2,3,42,1,3,42,1,2,41,1,2,1,17,17,0,8,8,0,1,1,41.375
48,1,2,43,1,2,37,1,1,30,1,2,32,2,3,32,1,3,40,1,2,36,1,2,1,17,17,0,8,8,0,1,1,39.6875
45,1,2,37,1,2,33,1,1,35,1,2,31,1,3,35,1,3,36,1,2,41,1,2,0,17,17,0,8,8,0,1,1,38.3125
42,1,2,44,1,2,45,1,1,30,1,2,35,1,3,37,1,3,43,1,2,40,1,2,0,17,17,0,8,8,0,1,1,34.375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,36,1,2,45,1,1,39,1,2,41,1,3,39,1,3,39,1,2,42,1,2,0,17,17,0,8,8,0,1,1,43.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,41,3,2,36,1,1,36,1,2,34,2,3,31,1,3,41,1,2,38,1,2,2,17,17,0,8,8,0,2,3,33.9375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,36,1,2,32,1,1,32,1,2,35,2,3,36,1,3,43,1,2,35,1,2,1,17,17,0,8,8,0,1,1,40.6875
0,0,2,26,2,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,17,0,17,1,0,8,2,3,0
47,1,2,38,1,2,46,1,1,38,2,2,36,1,3,31,1,3,35,1,2,38,1,2,1,17,17,0,8,8,0,1,1,37.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,37,1,2,40,1,1,38,1,2,21,4,3,40,1,3,38,1,2,38,1,2,1,17,14,3,8,7,1,2,3,35.69230769
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,46,1,2,43,1,1,38,1,2,33,1,3,44,1,3,42,1,2,45,1,2,0,17,17,0,8,8,0,1,1,39.8125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,49,1,2,44,1,1,32,1,2,30,1,3,36,1,3,40,1,2,44,1,2,0,17,17,0,8,8,0,1,1,42.875
0,0,2,0,0,2,41,1,1,30,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,3,14,3,2,6,2,3,0
46,1,2,34,1,2,39,1,1,32,1,2,35,2,3,39,1,3,34,1,2,42,1,2,1,17,17,0,8,8,0,1,1,39.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,40,2,2,37,1,1,30,1,2,30,2,3,32,1,3,41,1,2,42,1,2,2,17,17,0,8,8,0,1,1,36.1875
0,0,2,45,1,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,1,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,37,1,2,38,1,1,31,1,2,30,1,3,36,1,3,38,1,2,41,1,2,0,17,17,0,8,8,0,1,1,35.6875
38,1,2,40,1,2,41,1,1,48,1,2,32,4,3,35,1,3,42,1,2,43,1,2,1,17,17,0,8,8,0,2,3,35.125
31,1,2,38,1,2,30,1,1,36,1,2,17,1,3,34,1,3,42,1,2,48,1,2,0,17,14,3,8,7,1,1,1,35.84615385
0,0,2,47,1,2,41,1,1,46,1,2,44,3,3,42,1,3,41,1,2,42,1,2,1,17,15,2,7,7,1,2,3,40.5625
44,1,2,32,1,2,46,1,1,32,1,2,32,1,3,44,1,3,31,1,2,39,1,2,0,17,17,0,8,8,0,1,1,37.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,2,41,1,2,41,1,1,44,1,2,33,2,3,38,1,3,40,1,2,44,1,2,1,17,17,0,8,8,0,1,1,38.5625
35,1,2,45,1,2,42,1,1,45,1,2,36,1,3,36,1,3,41,1,2,41,1,2,0,17,17,0,8,8,0,1,1,40.4375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,42,1,2,41,1,1,41,2,2,39,1,3,42,1,3,42,1,2,43,1,2,1,17,17,0,8,8,0,1,1,43.75
45,1,2,35,2,2,42,1,1,44,1,2,44,3,3,38,1,3,40,1,2,41,1,2,2,17,17,0,8,8,0,2,3,38.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,2,38,1,2,40,1,1,48,1,2,30,3,3,36,1,3,37,1,2,47,1,2,1,17,17,0,8,8,0,2,3,33.84615385
48,1,2,41,1,2,32,1,1,32,1,2,30,2,3,38,1,3,39,1,2,42,1,2,1,17,17,0,8,8,0,1,1,36.375
0,0,2,3,1,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,1,0,8,2,3,0
48,1,2,42,1,2,44,1,1,37,1,2,36,2,3,41,1,3,42,1,2,40,1,2,1,17,17,0,8,8,0,1,1,40.125
47,1,2,43,1,2,39,1,1,49,1,2,30,1,3,38,1,3,35,1,2,47,1,2,0,17,17,0,8,8,0,1,1,38.75
48,1,2,43,1,2,42,1,1,33,1,2,35,1,3,43,1,3,39,1,2,45,1,2,0,17,17,0,8,8,0,1,1,41.1875
44,1,2,39,1,2,44,1,1,36,2,2,40,1,3,37,1,3,38,1,2,46,1,2,1,17,17,0,8,8,0,1,1,41.125
41,1,2,36,1,2,43,1,1,36,1,2,30,1,3,37,1,3,41,1,2,42,1,2,0,17,17,0,8,8,0,1,1,41.4375
45,1,2,38,1,2,45,1,1,49,1,2,34,1,3,32,1,3,39,1,2,41,1,2,0,17,17,0,8,8,0,1,1,38.75
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,45,1,2,42,1,1,48,1,2,32,2,3,31,1,3,39,1,2,34,1,2,1,17,17,0,8,8,0,1,1,36.5625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,2,46,1,2,44,1,1,41,1,2,32,1,3,34,1,3,42,1,2,40,1,2,0,17,17,0,8,8,0,1,1,42.9375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,39,1,2,37,1,1,32,1,2,30,1,3,35,1,3,38,1,2,36,1,2,0,17,17,0,8,8,0,1,1,35.75
50,1,2,43,1,2,45,1,1,33,1,2,32,2,3,37,1,3,40,1,2,42,1,2,1,17,17,0,8,8,0,1,1,34.4375
46,1,2,37,1,2,43,1,1,43,1,2,30,1,3,42,1,3,40,1,2,37,1,2,0,17,17,0,8,8,0,1,1,44
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,45,1,2,41,1,1,39,1,2,34,1,3,42,1,3,43,1,2,46,1,2,0,17,17,0,8,8,0,1,1,40.375
45,1,2,35,1,2,41,1,1,43,2,2,31,1,3,30,1,3,39,1,2,35,1,2,1,17,17,0,8,8,0,1,1,36.0625
44,1,2,47,1,2,40,1,1,30,1,2,30,2,3,32,1,3,42,1,2,39,1,2,1,17,17,0,8,8,0,1,1,39.25
46,1,2,42,1,2,44,1,1,39,1,2,40,1,3,38,1,3,40,1,2,45,1,2,0,17,17,0,8,8,0,1,1,41.9375
43,1,2,39,1,2,36,1,1,33,1,2,36,3,3,35,1,3,36,1,2,40,1,2,1,17,17,0,8,8,0,2,3,35.5625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,39,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,1,16,2,1,7,2,3,0
0,0,2,0,0,2,10,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
41,1,2,0,0,2,33,2,1,32,2,2,24,2,3,30,1,3,37,1,2,39,1,2,3,17,12,5,8,6,2,1,1,37.30769231
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,40,1,2,43,1,1,38,1,2,32,1,3,35,1,3,45,1,2,37,1,2,0,17,17,0,8,8,0,1,1,36.4375
38,1,2,34,2,2,37,1,1,45,1,2,0,0,3,36,1,3,36,1,2,41,1,2,1,17,14,3,7,7,1,1,1,29.66666667
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,40,1,2,45,1,1,49,1,2,26,3,3,30,1,3,31,1,2,38,1,2,1,17,14,3,8,7,1,2,3,38.75
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
