NOTA_EE_UNO,VECES_EE_UNO,CREDITOS_EE_UNO,NOTA_L_DOS,VECES_L_DOS,CREDITOS_L_DOS,NOTA_HSE,VECES_HSE,CREDITOS_HSE,NOTA_INGECO,VECES_INGECO,CREDITOS_INGECO,NOTA_GEO_FIS,VECES GEO_FIS,CREDITOS_GEO_FIS,NOTA_SIG,VECES_SIG,CREDITOS_SIG,NOTA_LEGIC,VECES_LEGIC,CREDITOS_LEGIC,NOTA_ECO_DOS,VECES_ECO_DOS,CREDITO_ECO_DOS,CAR_SEIS,NCC_SEIS,NCA_SEIS,NCP_SEIS,NAC_SEIS,NAA_SEIS,NAP_SEIS,EPA_SEIS,ESTADO SEIS,PROMEDIO_SIETE
40,1,2,37,1,2,48,1,1,37,1,2,39,2,3,44,1,3,41,1,2,39,1,2,1,17,17,0,8,8,0,1,1,40.25
50,1,2,40,1,2,34,1,1,33,1,2,31,2,3,40,1,3,40,1,2,38,1,2,1,17,17,0,8,8,0,1,1,39.6875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,0,0,2,0,0,1,0,0,2,20,2,3,0,0,3,0,0,2,0,0,2,1,17,2,15,3,1,7,2,3,43
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,41,1,2,41,1,1,35,1,2,30,1,3,36,1,3,38,1,2,34,1,2,0,17,17,0,8,8,0,1,1,41.625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,44,1,2,46,1,1,43,1,2,36,1,3,41,1,3,40,1,2,42,1,2,0,17,17,0,8,8,0,1,1,37.1875
4,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
46,1,2,41,1,2,44,1,1,41,1,2,40,1,3,39,1,3,40,1,2,39,1,2,0,17,17,0,8,8,0,1,1,37
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,46,1,2,41,1,1,39,1,2,36,1,3,33,1,3,42,1,2,41,1,2,0,17,17,0,8,8,0,1,1,41.4375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,45,1,2,42,1,1,36,1,2,44,1,3,40,1,3,44,1,2,36,1,2,0,17,17,0,8,8,0,1,1,40
41,1,2,32,1,2,36,1,1,36,1,2,37,1,3,32,1,3,41,1,2,34,1,2,0,17,17,0,8,8,0,1,1,36.125
47,1,2,35,1,2,42,1,1,32,1,2,34,1,3,37,1,3,42,1,2,43,1,2,0,17,17,0,8,8,0,1,1,36.625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,40,1,2,47,1,1,47,1,2,31,1,3,42,1,3,42,1,2,41,1,2,0,17,17,0,8,8,0,1,1,42.25
50,1,2,39,1,2,45,1,1,41,1,2,30,1,3,37,1,3,42,1,2,41,1,2,0,17,17,0,8,8,0,1,1,37.1875
48,1,2,36,1,2,44,1,1,35,1,2,30,2,3,31,1,3,42,1,2,40,1,2,1,17,17,0,8,8,0,1,1,37.4375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,43,1,2,45,1,1,39,1,2,34,1,3,41,1,3,38,1,2,44,1,2,0,17,17,0,8,8,0,1,1,40.9375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,40,1,2,39,1,1,40,1,2,40,2,3,37,1,3,42,1,2,34,1,2,1,17,17,0,8,8,0,1,1,38.25
30,1,2,38,1,2,44,1,1,38,1,2,38,1,3,32,1,3,38,1,2,32,1,2,0,17,17,0,8,8,0,1,1,39.8125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,2,34,1,2,46,1,1,35,1,2,34,2,3,44,1,3,36,1,2,40,1,2,1,17,17,0,8,8,0,1,1,38.4375
44,1,2,46,1,2,46,1,1,44,1,2,33,1,3,38,1,3,43,1,2,42,1,2,0,17,17,0,8,8,0,1,1,41.3125
40,1,2,33,1,2,41,1,1,34,1,2,39,1,3,39,2,3,38,1,2,35,1,2,1,17,17,0,8,8,0,1,1,40.75
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,43,1,2,44,1,1,40,1,2,37,1,3,34,1,3,42,1,2,33,1,2,0,17,17,0,8,8,0,1,1,39.6875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,44,1,2,47,1,1,43,1,2,30,1,3,43,1,3,42,1,2,40,1,2,0,17,17,0,8,8,0,1,1,38.375
49,1,2,39,1,2,44,1,1,44,1,2,33,2,3,35,1,3,40,1,2,41,1,2,1,17,17,0,8,8,0,1,1,39.625
35,1,2,36,1,2,45,1,1,42,1,2,39,1,3,43,1,3,42,1,2,36,1,2,0,17,17,0,8,8,0,1,1,37.6875
17,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
0,,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,0,0,0,0,0,0,0,2,0
40,1,2,35,1,2,42,1,1,36,1,2,30,1,3,35,1,3,35,1,2,45,1,2,0,17,17,0,8,8,0,1,1,37.375
44,1,2,47,1,2,48,1,1,31,1,2,37,2,3,42,1,3,39,1,2,31,1,2,1,17,17,0,8,8,0,1,1,40.375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
14,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
44,1,2,38,1,2,35,1,1,37,1,2,37,1,3,31,1,3,37,1,2,33,1,2,0,17,17,0,8,8,0,1,1,40.625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,43,1,2,46,1,1,34,1,2,30,2,3,36,1,3,40,1,2,39,1,2,1,17,17,0,8,8,0,1,1,41.4375
42,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
34,1,2,35,2,2,42,1,1,34,1,2,30,1,3,31,1,3,34,1,2,34,1,2,1,17,17,0,8,8,0,1,1,36.9375
39,1,2,0,0,2,12,1,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,3,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,2,37,1,2,46,1,1,34,1,2,38,1,3,40,1,3,42,1,2,46,1,2,0,17,17,0,8,8,0,1,1,39.6875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,39,1,2,42,1,1,33,1,2,30,2,3,40,1,3,40,1,2,36,1,2,1,17,17,0,8,8,0,1,1,40.5
48,1,2,47,1,2,46,1,1,42,1,2,43,1,3,32,1,3,38,1,2,44,1,2,0,17,17,0,8,8,0,1,1,40.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,36,1,2,0,17,2,15,2,1,7,2,3,0
32,1,2,38,1,2,33,1,1,30,1,2,35,1,3,37,1,3,38,1,2,33,1,2,0,17,17,0,8,8,0,1,1,38.6875
42,1,2,36,1,2,45,1,1,37,1,2,32,2,3,37,1,3,39,1,2,33,1,2,1,17,17,0,8,8,0,1,1,39.25
36,1,2,39,1,2,47,1,1,32,1,2,32,2,3,38,1,3,40,1,2,37,1,2,1,17,17,0,8,8,0,1,1,38.9375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
46,1,2,47,1,2,46,1,1,38,1,2,30,1,3,40,1,3,38,1,2,38,1,2,0,17,17,0,8,8,0,1,1,39.0625
30,1,2,45,1,2,41,1,1,33,1,2,35,1,3,38,1,3,36,1,2,38,1,2,0,17,17,0,8,8,0,1,1,38.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,39,1,2,44,1,1,34,1,2,41,1,3,30,1,3,41,1,2,38,1,2,0,17,17,0,8,8,0,1,1,37.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,2,43,1,2,44,1,1,36,1,2,30,2,3,36,1,3,41,1,2,38,1,2,1,17,17,0,8,8,0,1,1,39.25
45,1,2,40,1,2,44,1,1,38,1,2,35,2,3,33,1,3,39,1,2,36,1,2,1,17,17,0,8,8,0,1,1,37.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
30,1,2,33,1,2,47,1,1,32,1,2,33,1,3,37,1,3,37,1,2,44,1,2,0,17,17,0,8,8,0,1,1,38.625
38,1,2,46,1,2,45,1,1,37,1,2,31,1,3,38,1,3,37,1,2,42,1,2,0,17,17,0,8,8,0,1,1,42.9375
44,1,2,37,1,2,44,1,1,37,1,2,30,1,3,31,2,3,45,1,2,34,1,2,1,17,17,0,8,8,0,1,1,36.375
47,1,2,44,1,2,46,1,1,50,1,2,43,1,3,40,1,3,35,1,2,36,1,2,0,17,17,0,8,8,0,1,1,39.5625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,43,1,2,45,1,1,36,1,2,37,1,3,37,1,3,39,1,2,41,1,2,0,17,17,0,8,8,0,1,1,39.3125
43,1,2,41,1,2,43,1,1,37,1,2,43,1,3,41,1,3,44,1,2,39,1,2,0,17,17,0,8,8,0,1,1,38.6875
38,1,2,43,1,2,42,1,1,41,1,2,30,2,3,35,1,3,42,1,2,35,1,2,1,17,17,0,8,8,0,1,1,38.8125
37,1,2,42,1,2,38,1,1,31,1,2,31,2,3,42,1,3,33,1,2,33,1,2,1,17,17,0,8,8,0,1,1,36.6875
41,1,2,40,1,2,46,1,1,35,1,2,42,1,3,43,1,3,40,1,2,41,1,2,0,17,17,0,8,8,0,1,1,42.3125
41,1,2,37,1,2,42,1,1,32,2,2,35,2,3,30,1,3,37,1,2,39,2,2,3,17,17,0,8,8,0,1,1,40.3125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,2,0,1,2,0,0,1,8,1,2,0,0,3,0,0,3,0,0,2,4,1,2,0,17,2,15,4,1,7,2,3,0
38,1,2,45,1,2,44,1,1,34,1,2,32,1,3,41,1,3,45,2,2,38,1,2,1,17,17,0,8,8,0,1,1,41.9375
40,1,2,42,1,2,44,1,1,30,1,2,30,2,3,30,1,3,42,1,2,43,1,2,1,17,17,0,8,8,0,1,1,38.8125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,37,1,2,45,1,1,31,1,2,30,3,3,30,2,3,39,1,2,32,1,2,2,17,17,0,8,8,0,2,3,36.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,39,1,2,34,1,1,32,1,2,38,2,3,48,2,3,32,1,2,36,1,2,2,17,17,0,8,8,0,1,1,42
50,1,2,31,1,2,30,1,1,40,1,2,30,1,3,41,1,3,44,1,2,47,1,2,0,17,17,0,8,8,0,1,1,42.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,38,1,2,40,1,1,36,1,2,34,2,3,38,1,3,42,1,2,32,1,2,1,17,17,0,8,8,0,1,1,41.4375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,39,1,2,0,0,1,0,0,2,0,0,3,40,1,3,0,0,2,38,1,2,0,17,7,10,3,3,5,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,38,1,2,41,1,1,36,1,2,30,1,3,36,1,3,35,1,2,31,1,2,0,17,17,0,8,8,0,1,1,38.25
45,1,2,46,1,2,42,1,1,30,1,2,37,1,3,35,1,3,39,1,2,43,1,2,0,17,17,0,8,8,0,1,1,41.5625
37,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
42,1,2,40,1,2,46,1,1,40,1,2,39,2,3,39,1,3,35,1,2,32,1,2,1,17,17,0,8,8,0,1,1,39.4375
36,1,2,31,1,2,47,1,1,30,1,2,37,1,3,30,1,3,34,1,2,30,1,2,0,17,17,0,8,8,0,1,1,38.3125
45,1,2,39,1,2,48,1,1,30,1,2,32,1,3,37,1,3,38,1,2,39,1,2,0,17,17,0,8,8,0,1,1,40.3125
0,0,2,0,0,2,43,1,1,36,1,2,0,0,3,21,1,3,38,1,2,38,1,2,0,17,7,10,6,4,4,2,3,21
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,31,1,2,43,1,1,39,1,2,42,1,3,34,1,3,37,1,2,36,1,2,0,17,17,0,8,8,0,1,1,37.3125
49,1,2,42,1,2,43,1,1,34,1,2,30,1,3,41,1,3,41,1,2,35,1,2,0,17,17,0,8,8,0,1,1,39.5625
44,1,2,39,1,2,33,2,1,34,1,2,37,1,3,43,1,3,40,1,2,38,1,2,1,17,17,0,8,8,0,1,1,37.875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,39,1,2,30,1,1,33,1,2,34,1,3,33,1,3,37,1,2,37,1,2,0,17,17,0,8,8,0,1,1,38.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,40,1,2,31,1,1,40,1,2,38,3,3,36,1,3,38,1,2,39,1,2,1,17,17,0,8,8,0,2,3,37.0625
42,1,2,47,1,2,36,2,1,35,1,2,30,1,3,34,1,3,35,1,2,34,1,2,1,17,17,0,8,8,0,1,1,34.8125
35,1,2,33,1,2,42,1,1,39,1,2,30,2,3,39,1,3,43,1,2,37,1,2,1,17,17,0,8,8,0,1,1,37.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
20,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
40,1,2,37,1,2,47,1,1,37,1,2,31,2,3,32,1,3,43,1,2,41,1,2,1,17,17,0,8,8,0,1,1,38.3125
30,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,46,1,2,43,1,1,34,1,2,32,1,3,35,1,3,42,1,2,39,1,2,0,17,17,0,8,8,0,1,1,40.625
39,1,2,41,1,2,42,1,1,34,1,2,0,0,3,30,1,3,30,1,2,33,1,2,0,17,14,3,7,7,1,1,1,4
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,37,1,2,36,1,1,30,2,2,36,2,3,35,1,3,35,1,2,30,1,2,2,17,17,0,8,8,0,1,1,35.8125
32,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,2,43,1,2,31,1,1,19,1,2,0,0,3,0,0,3,0,0,2,37,1,2,0,17,7,10,5,4,4,2,3,15
0,0,2,42,1,2,41,1,1,35,1,2,0,0,3,0,0,3,0,0,2,34,1,2,0,17,7,10,4,4,4,2,3,31
41,1,2,0,0,2,50,1,1,30,2,2,31,3,3,30,1,3,40,1,2,36,1,2,2,17,15,2,8,7,1,2,3,36.4375
45,1,2,43,1,2,42,1,1,32,1,2,40,2,3,37,1,3,41,1,2,36,1,2,1,17,17,0,8,8,0,1,1,38.5
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,35,1,2,44,1,1,33,1,2,30,1,3,30,1,3,33,1,2,38,1,2,0,17,17,0,8,8,0,1,1,35.8125
38,1,2,0,0,2,0,0,1,26,1,2,0,0,3,5,1,3,0,0,2,35,2,2,1,17,4,13,5,2,6,2,3,11
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,41,1,2,46,1,1,39,1,2,30,2,3,32,1,3,39,1,2,37,1,2,1,17,17,0,8,8,0,1,1,38.5625
35,1,2,46,1,2,44,1,1,30,1,2,40,3,3,31,1,3,44,1,2,41,1,2,1,17,17,0,8,8,0,2,3,39
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,35,1,2,45,1,1,43,1,2,30,3,3,34,1,3,35,1,2,30,1,2,1,17,17,0,8,8,0,2,3,36.5625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,2,15,2,1,7,2,3,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,50,1,2,48,1,1,31,1,2,43,1,3,36,1,3,36,1,2,35,1,2,0,17,17,0,8,8,0,1,1,41
42,1,2,37,1,2,44,1,1,38,1,2,35,2,3,37,1,3,42,1,2,41,1,2,1,17,17,0,8,8,0,1,1,41.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,42,1,2,47,1,1,38,1,2,42,1,3,42,1,3,40,1,2,40,1,2,0,17,17,0,8,8,0,1,1,42.5625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,38,1,2,48,1,1,37,1,2,31,1,3,33,1,3,40,1,2,33,1,2,0,17,17,0,8,8,0,1,1,36.8125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,43,1,2,49,1,1,48,1,2,41,1,3,39,1,3,43,1,2,41,1,2,0,17,17,0,8,8,0,1,1,41.0625
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,36,1,2,41,1,1,32,1,2,30,2,3,37,1,3,42,1,2,42,1,2,1,17,17,0,8,8,0,1,1,35.625
39,1,2,0,0,2,41,1,1,32,1,2,0,0,3,0,0,3,0,0,2,36,1,2,0,17,7,10,5,4,4,2,3,0
43,1,2,41,1,2,46,1,1,41,1,2,30,1,3,39,1,3,41,1,2,44,1,2,0,17,17,0,8,8,0,1,1,39
50,1,2,47,1,2,46,1,1,34,1,2,34,1,3,40,1,3,42,1,2,44,1,2,0,17,17,0,8,8,0,1,1,41.4375
0,,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,1,0,0,0,0,0,0,0,2,0
41,1,2,43,1,2,40,1,1,35,1,2,30,1,3,37,1,3,37,1,2,41,1,2,0,17,17,0,8,8,0,1,1,39.6875
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,31,1,2,43,1,1,40,1,2,30,2,3,41,1,3,33,1,2,42,1,2,1,17,17,0,8,8,0,1,1,38.125
15,1,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,17,0,17,2,0,8,2,3,0
49,1,2,41,1,2,45,1,1,38,1,2,34,1,3,44,1,3,38,1,2,47,1,2,0,17,17,0,8,8,0,1,1,41.125
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,2,36,1,2,50,1,1,31,1,2,38,1,3,38,2,3,42,1,2,35,1,2,1,17,17,0,8,8,0,1,1,39.375
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,34,1,2,0,0,3,0,0,3,0,0,2,37,1,2,0,17,4,13,3,2,6,2,3,0
43,1,2,30,1,2,45,1,1,38,1,2,34,1,3,30,1,3,37,1,2,38,1,2,0,17,17,0,8,8,0,1,1,40.3125
0,0,2,0,0,2,42,1,1,33,1,2,0,0,3,31,1,3,34,1,2,37,1,2,0,17,10,7,6,5,3,2,3,33.81818182
39,1,2,31,1,2,34,1,1,33,1,2,0,0,3,30,1,3,39,1,2,35,2,2,1,17,14,3,7,7,1,1,1,33.22222222
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,32,1,2,46,1,1,45,1,2,30,2,3,40,1,3,40,1,2,41,1,2,1,17,17,0,8,8,0,1,1,41.0625
48,1,2,41,1,2,43,1,1,35,1,2,32,1,3,30,1,3,40,1,2,36,1,2,0,17,17,0,8,8,0,1,1,38.8125
44,1,2,45,1,2,45,1,1,44,1,2,40,1,3,41,1,3,43,1,2,44,1,2,0,17,17,0,8,8,0,1,1,40.4375
38,1,2,43,1,2,33,1,1,35,1,2,32,3,3,38,1,3,39,1,2,31,1,2,1,17,17,0,8,8,0,2,3,36.25
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,1,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
