CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB
0,14,14,0,6,6,0,1,2.91176E+14,34,1,4,33,1,3,40,1,1,38,1,2,34,1,1,36,1,3
1,14,11,3,6,5,1,1,4.76471E+14,36,1,4,13.5,2,3,32,1,1,38,1,2,47,1,1,37,1,3
2,14,7,7,6,4,2,1,3.06176E+14,27,2,4,28,3,3,39,1,1,35,1,2,36,1,1,47,1,3
0,14,14,0,6,6,0,1,3.66471E+14,30,1,4,37,1,3,42,1,1,37,1,2,36,1,1,49,1,3
2,14,7,7,6,4,2,2,0.705882353,21,2,4,27.5,2,3,38,1,1,40,1,2,34,1,1,31,1,3
0,14,7,7,6,6,0,1,0,24,1,4,28,1,3,37,1,1,41,1,2,39,1,1,44,1,3
1,14,10,4,6,5,1,2,3.19412E+14,25.33333333,3,4,32,1,3,44,1,1,36,1,2,34,1,1,31,1,3
4,14,3,11,5,1,4,2,0,5.5,2,4,25.5,2,3,30,1,1,29.5,2,2,18.5,2,1,0,1,3
1,14,11,3,6,5,1,2,2.11471E+14,31,1,4,22.33333333,3,3,31,1,1,35,1,2,38,1,1,30,1,3
0,14,14,0,6,6,0,1,3.91176E+14,37,1,4,36,1,3,36,1,1,42,1,2,36,1,1,40,1,3
1,14,11,3,6,5,1,1,2.70294E+14,33,1,4,27.5,2,3,36,1,1,35,1,2,40,1,1,43,1,3
0,14,14,0,6,6,0,1,3.66471E+14,41,1,4,31,1,3,43,1,1,42,1,2,43,1,1,45,1,3
2,14,9,5,6,4,2,2,1.88235E+14,31,1,4,24.33333333,3,3,37,1,1,14,2,2,33,1,1,34,1,3
1,14,7,7,6,5,1,2,5.52941E+14,15,2,4,19,1,3,39,1,1,39,1,2,34,1,1,31,1,3
2,14,11,3,6,4,2,2,1.25882E+14,30,2,4,26.5,2,3,31,1,1,33,1,2,37,1,1,31,1,3
0,14,14,0,6,6,0,1,3.37059E+14,34,1,4,36,1,3,30,1,1,40,1,2,42,1,1,42,1,3
0,14,14,0,6,6,0,1,3.37647E+14,31,1,4,35,1,3,39,1,1,40,1,2,36,1,1,47,1,3
1,14,14,0,6,5,1,1,3.76471E+14,33.5,2,4,36,1,3,36,1,1,40,1,2,37,1,1,33,1,3
0,14,14,0,6,6,0,1,3.83529E+14,38,1,4,42,1,3,34,1,1,41,1,2,45,1,1,39,1,3
2,14,7,7,6,4,2,2,2.25588E+14,23,2,4,27.33333333,3,3,43,1,1,32,1,2,34,1,1,34,1,3
0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3
1,14,14,0,6,5,1,1,3.10882E+14,37,1,4,31,1,3,30,2,1,33,1,2,43,1,1,40,1,3
6,14,0,14,6,0,6,2,0,1.666666667,3,4,5,2,3,4.5,2,1,7,2,2,12.33333333,3,1,6.5,2,3
0,14,14,0,6,6,0,1,3.28235E+14,35,1,4,34,1,3,31,1,1,40,1,2,48,1,1,33,1,3
0,14,14,0,6,6,0,1,3.57059E+14,30,1,4,34,1,3,38,1,1,38,1,2,34,1,1,42,1,3
0,14,14,0,6,6,0,1,3.40294E+14,36,1,4,35,1,3,30,1,1,42,1,2,43,1,1,37,1,3
1,14,11,3,6,5,1,2,1.41176E+14,30,1,4,12.33333333,3,3,30,1,1,41,1,2,41,1,1,43,1,3
4,14,4,10,6,2,4,2,0,14.5,2,4,8.5,2,3,7.5,2,1,15,2,2,42,1,1,34,1,3
0,14,14,0,6,6,0,1,3.61176E+14,30,1,4,32,1,3,42,1,1,38,1,2,34,1,1,36,1,3
1,14,14,0,6,5,1,1,1.61471E+14,30.33333333,3,4,32,1,3,42,1,1,39,1,2,31,1,1,48,1,3
1,14,10,4,6,5,1,2,2.94412E+14,18,2,4,31,1,3,31,1,1,30,1,2,36,1,1,33,1,3
0,14,14,0,6,6,0,1,3.68824E+14,38,1,4,42,1,3,35,1,1,41,1,2,46,1,1,38,1,3
0,14,14,0,6,6,0,1,3.24706E+14,39,1,4,40,1,3,45,1,1,38,1,2,38,1,1,41,1,3
0,14,14,0,6,6,0,1,2.92647E+14,34,1,4,30,1,3,34,1,1,39,1,2,41,1,1,30,1,3
0,14,14,0,6,6,0,1,3.67353E+14,31,1,4,31,1,3,47,1,1,43,1,2,34,1,1,40,1,3
1,14,14,0,6,5,1,1,3.41471E+14,36,1,4,30,1,3,39,1,1,36,1,2,30,2,1,38,1,3
0,14,14,0,6,6,0,1,3.01176E+14,34,1,4,32,1,3,36,1,1,39,1,2,42,1,1,34,1,3
2,14,7,7,6,4,2,2,7.94118E+14,16,3,4,28.5,2,3,46,1,1,38,1,2,33,1,1,34,1,3
1,14,13,1,6,5,1,1,3.19706E+14,42,1,4,39,1,3,40,1,1,38,1,2,29,2,1,35,1,3
1,14,10,4,6,5,1,1,1.41471E+14,25.66666667,3,4,31,1,3,30,1,1,43,1,2,36,1,1,41,1,3
1,14,14,0,6,5,1,1,3.24118E+14,34,1,4,31.5,2,3,32,1,1,39,1,2,42,1,1,46,1,3
0,14,14,0,6,6,0,1,3.46471E+14,32,1,4,36,1,3,31,1,1,38,1,2,46,1,1,39,1,3
3,14,6,8,6,3,3,2,0.176470588,12,2,4,12,2,3,11.5,2,1,30,1,2,37,1,1,37,1,3
1,14,10,4,6,5,1,2,5.47059E+14,25.5,2,4,30,1,3,39,1,1,34,1,2,33,1,1,36,1,3
0,14,14,0,6,6,0,1,3.22647E+14,31,1,4,30,1,3,38,1,1,37,1,2,40,1,1,37,1,3
1,14,13,1,6,5,1,1,1.68824E+14,33,1,4,30,1,3,28,3,1,39,1,2,38,1,1,36,1,3
1,14,11,3,6,5,1,1,3.26471E+14,37,1,4,27.33333333,3,3,35,1,1,39,1,2,30,1,1,48,1,3
0,14,14,0,6,6,0,1,3.71176E+14,33,1,4,30,1,3,36,1,1,36,1,2,30,1,1,45,1,3
0,14,14,0,6,6,0,1,3.37059E+14,36,1,4,30,1,3,33,1,1,40,1,2,38,1,1,30,1,3
1,14,10,4,6,5,1,2,0,4,2,4,30,1,3,38,1,1,31,1,2,31,1,1,30,1,3
0,14,14,0,6,6,0,1,3.51176E+14,32,1,4,33,1,3,44,1,1,40,1,2,36,1,1,40,1,3
0,14,14,0,6,6,0,1,0,32,1,4,34,1,3,38,1,1,42,1,2,45,1,1,35,1,3
1,14,14,0,6,5,1,1,2.63824E+14,30,2,4,30,1,3,41,1,1,43,1,2,34,1,1,30,1,3
0,14,14,0,6,6,0,1,3.32353E+14,35,1,4,37,1,3,33,1,1,39,1,2,44,1,1,35,1,3
0,14,14,0,6,6,0,1,1.94118E+14,31,1,4,34,1,3,31,1,1,44,1,2,42,1,1,46,1,3
0,14,0,14,1,1,0,2,0,3,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3
0,14,14,0,6,6,0,1,3.86471E+14,33,1,4,30,1,3,37,1,1,41,1,2,42,1,1,45,1,3
4,14,1,13,6,2,4,2,1.94118E+14,27,2,4,10,2,3,23,1,1,16.5,2,2,40,1,1,21.5,2,3
0,14,14,0,6,6,0,1,2.34706E+14,33,1,4,32,1,3,36,1,1,39,1,2,44,1,1,30,1,3
1,14,10,4,6,5,1,1,3.06471E+14,25.5,2,4,32,1,3,43,1,1,43,1,2,32,1,1,48,1,3
0,14,14,0,6,6,0,1,3.34412E+14,32,1,4,35,1,3,39,1,1,35,1,2,34,1,1,36,1,3
1,14,11,3,6,5,1,2,2.92647E+14,30,1,4,28.5,2,3,41,1,1,35,1,2,35,1,1,32,1,3
2,14,7,7,6,4,2,2,3.10588E+14,25.5,2,4,28.5,2,3,35,1,1,37,1,2,33,1,1,39,1,3
0,14,0,14,1,1,0,2,0,0,1,4,2,1,3,0,1,1,0,1,2,0,1,1,0,1,3
0,14,3,11,6,6,0,2,0,1,1,4,12,1,3,13,1,1,35,1,2,32,1,1,18,1,3
0,14,14,0,6,6,0,1,36.5,32,1,4,31,1,3,30,1,1,35,1,2,44,1,1,34,1,3
5,14,2,12,6,1,5,2,0,2.333333333,3,4,8.333333333,3,3,8,3,1,34,1,2,9,3,1,8,3,3
0,14,14,0,6,6,0,1,3.03824E+14,31,1,4,32,1,3,30,1,1,36,1,2,48,1,1,37,1,3
3,14,5,9,6,3,3,2,4.94118E+14,23,2,4,17,2,3,31,1,1,22.33333333,3,2,35,1,1,30,1,3
2,14,10,4,6,4,2,2,8.64706E+14,17,2,4,29.5,2,3,38,1,1,43,1,2,43,1,1,35,1,3
0,14,14,0,6,6,0,1,3.67059E+14,37,1,4,39,1,3,37,1,1,38,1,2,47,1,1,34,1,3
0,14,14,0,6,6,0,1,3.46471E+14,30,1,4,34,1,3,35,1,1,39,1,2,32,1,1,48,1,3
1,14,11,3,6,5,1,1,3.77059E+14,31,1,4,28,2,3,44,1,1,31,1,2,38,1,1,38,1,3
0,14,0,14,6,6,0,2,0,7,1,4,10,1,3,16,1,1,18,1,2,10,1,1,10,1,3
0,14,0,14,6,6,0,2,0,18,1,4,17,1,3,13,1,1,13,1,2,14,1,1,26,1,3
0,14,10,4,6,6,0,2,7.76471E+14,4,1,4,31,1,3,40,1,1,31,1,2,37,1,1,48,1,3
0,14,3,11,1,1,0,2,0,0,0,4,47,1,3,0,0,1,0,0,2,0,0,1,0,0,3
0,14,14,0,6,6,0,1,3.20294E+14,37,1,4,36,1,3,45,1,1,40,1,2,39,1,1,43,1,3
0,14,14,0,6,6,0,1,3.57647E+14,40,1,4,41,1,3,39,1,1,37,1,2,47,1,1,41,1,3
0,14,0,14,6,6,0,2,0,18,1,4,16,1,3,13,1,1,13,1,2,13,1,1,24,1,3
2,14,7,7,4,2,2,2,6.88235E+14,34,1,4,39,1,3,0,0,1,0,0,2,9.5,2,1,16.5,2,3
1,14,10,4,6,5,1,2,1.00588E+14,14,2,4,35,1,3,34,1,1,34,1,2,31,1,1,41,1,3
1,14,14,0,6,5,1,1,1.74706E+14,32,2,4,35,1,3,36,1,1,37,1,2,31,1,1,48,1,3
0,14,14,0,6,6,0,1,3.83529E+14,43,1,4,42,1,3,45,1,1,42,1,2,47,1,1,50,1,3
3,14,4,10,6,3,3,2,0,13,2,4,23,2,3,47,1,1,38,1,2,32,1,1,16,2,3
0,14,14,0,6,6,0,1,37,43,1,4,45,1,3,47,1,1,40,1,2,39,1,1,39,1,3
1,14,4,10,6,5,1,2,8.58824E+14,16,1,4,15,1,3,40,1,1,35,1,2,30,1,1,28,2,3
0,14,14,0,6,6,0,1,3.06471E+14,30,1,4,30,1,3,45,1,1,37,1,2,36,1,1,30,1,3
0,14,14,0,6,6,0,1,3.51471E+14,31,1,4,38,1,3,47,1,1,40,1,2,45,1,1,42,1,3
1,14,10,4,6,5,1,2,3,1,1,4,35,1,3,43,1,1,38,1,2,38,1,1,30,2,3
0,14,14,0,6,6,0,1,3.67059E+14,39,1,4,40,1,3,41,1,1,39,1,2,44,1,1,43,1,3
0,14,14,0,6,6,0,1,3.38824E+14,32,1,4,39,1,3,38,1,1,42,1,2,30,1,1,41,1,3
0,14,14,0,6,6,0,1,4.23529E+14,30,1,4,35,1,3,41,1,1,35,1,2,40,1,1,44,1,3
1,14,14,0,6,5,1,1,3.17353E+14,31,1,4,32,2,3,38,1,1,40,1,2,34,1,1,41,1,3
2,14,7,7,6,4,2,2,4.38235E+14,1.333333333,3,4,7,2,3,38,1,1,38,1,2,31,1,1,48,1,3
2,14,7,7,6,4,2,2,3.73529E+14,20.66666667,3,4,21.33333333,3,3,30,1,1,31,1,2,47,1,1,42,1,3
0,14,14,0,6,6,0,1,2.07941E+14,30,1,4,32,1,3,41,1,1,37,1,2,36,1,1,31,1,3
0,14,14,0,6,6,0,1,3.44118E+14,30,1,4,41,1,3,44,1,1,41,1,2,40,1,1,48,1,3
0,14,14,0,6,6,0,1,3.17353E+14,30,1,4,38,1,3,39,1,1,38,1,2,41,1,1,39,1,3
0,14,0,14,6,6,0,2,0,21,1,4,15,1,3,10,1,1,8,1,2,24,1,1,19,1,3
0,14,3,11,6,6,0,2,0,13,1,4,22,1,3,11,1,1,40,1,2,33,1,1,25,1,3
0,14,0,14,6,6,0,2,0,20,1,4,18,1,3,22,1,1,27,1,2,24,1,1,8,1,3
0,14,0,14,6,6,0,2,0,20,1,4,23,1,3,10,1,1,13,1,2,20,1,1,24,1,3
0,14,10,4,6,6,0,2,2.64706E+14,5,1,4,31,1,3,40,1,1,34,1,2,37,1,1,30,1,3
0,14,0,14,6,6,0,2,0,3,1,4,14,1,3,8,1,1,13,1,2,12,1,1,24,1,3
0,14,7,7,6,6,0,2,0,22,1,4,22,1,3,40,1,1,38,1,2,41,1,1,32,1,3
1,14,11,3,6,5,1,1,2.06471E+14,30,1,4,28.5,2,3,41,1,1,38,1,2,47,1,1,34,1,3
0,14,6,8,5,5,0,2,4.05882E+14,7,1,4,5,1,3,39,1,1,38,1,2,0,1,1,32,1,3
0,14,14,0,6,6,0,1,3.58235E+14,40,1,4,42,1,3,47,1,1,35,1,2,46,1,1,42,1,3
0,14,14,0,6,6,0,1,3.30588E+14,30,1,4,32,1,3,42,1,1,33,1,2,36,1,1,36,1,3
0,14,0,14,6,6,0,2,0,9,1,4,13,1,3,5,1,1,15,1,2,15,1,1,10,1,3
0,14,14,0,6,6,0,1,3.12941E+14,36,1,4,34,1,3,40,1,1,39,1,2,47,1,1,39,1,3
0,14,14,0,6,6,0,1,4.64706E+14,34,1,4,30,1,3,37,1,1,36,1,2,40,1,1,42,1,3
1,14,13,1,6,5,1,1,2.94412E+14,30,1,4,30,1,3,16.66666667,3,1,33,1,2,37,1,1,44,1,3
3,14,3,11,6,3,3,2,0,0.5,2,4,4,2,3,11,1,1,35,1,2,38,1,1,6.5,2,3
0,14,14,0,6,6,0,1,2.99412E+14,38,1,4,31,1,3,37,1,1,38,1,2,42,1,1,42,1,3
1,14,13,1,6,5,1,1,1.16471E+14,39,1,4,30,1,3,14.33333333,3,1,36,1,2,36,1,1,36,1,3
0,14,14,0,6,6,0,1,3.17353E+14,43,1,4,34,1,3,41,1,1,41,1,2,41,1,1,42,1,3
0,14,9,5,5,5,0,2,0,30,1,4,28,1,3,0,0,1,42,1,2,27,1,1,41,1,3
0,14,14,0,6,6,0,1,16.5,30,1,4,30,1,3,31,1,1,37,1,2,45,1,1,43,1,3
1,14,10,4,6,5,1,1,1.22941E+14,23.33333333,3,4,33,1,3,32,1,1,38,1,2,41,1,1,42,1,3
2,14,14,0,6,4,2,1,2.50588E+14,30,2,4,30.5,2,3,39,1,1,39,1,2,37,1,1,31,1,3
0,14,14,0,6,6,0,1,3.40588E+14,36,1,4,35,1,3,39,1,1,38,1,2,42,1,1,41,1,3
1,14,14,0,6,5,1,1,2.77647E+14,30,2,4,37,1,3,44,1,1,36,1,2,38,1,1,32,1,3
2,14,10,4,6,4,2,1,1.23529E+14,26,2,4,35,1,3,32.5,2,1,41,1,2,32,1,1,33,1,3
0,14,14,0,6,6,0,1,3.35294E+14,35,1,4,36,1,3,42,1,1,39,1,2,47,1,1,44,1,3
1,14,9,5,6,5,1,2,0.705882353,6,1,4,32,1,3,13.5,2,1,36,1,2,36,1,1,31,1,3
0,14,14,0,6,6,0,1,2.65588E+14,30,1,4,41,1,3,34,1,1,42,1,2,41,1,1,33,1,3
0,14,14,0,6,6,0,1,0.352941176,31,1,4,34,1,3,30,1,1,45,1,2,30,1,1,34,1,3
0,14,10,4,6,6,0,2,1.26471E+14,5,1,4,34,1,3,43,1,1,38,1,2,39,1,1,45,1,3
0,14,14,0,6,6,0,1,3.10588E+14,30,1,4,35,1,3,40,1,1,38,1,2,39,1,1,35,1,3
2,14,8,6,6,4,2,2,5.64706E+14,37,1,4,16.5,2,3,41,1,1,33,1,2,39,1,1,28.5,2,3
3,14,4,10,6,3,3,2,4.67647E+14,23,2,4,18,3,3,40,1,1,34,1,2,31,1,1,28,2,3
0,14,14,0,6,6,0,1,3.65294E+14,31,1,4,36,1,3,47,1,1,35,1,2,46,1,1,37,1,3
0,14,9,5,6,6,0,2,0,16,1,4,33,1,3,8,1,1,36,1,2,32,1,1,48,1,3
0,14,7,7,6,6,0,2,0,10,1,4,10,1,3,33,1,1,36,1,2,41,1,1,33,1,3
0,14,14,0,6,6,0,1,3.32941E+14,40,1,4,33,1,3,32,1,1,39,1,2,46,1,1,44,1,3
0,14,14,0,6,6,0,1,3.03824E+14,40,1,4,34,1,3,45,1,1,38,1,2,36,1,1,35,1,3
0,14,0,14,6,6,0,2,0,10,1,4,7,1,3,14,1,1,14,1,2,27,1,1,23,1,3
2,14,7,7,6,4,2,2,6.61765E+14,15,3,4,17.33333333,3,3,38,1,1,35,1,2,41,1,1,34,1,3
0,14,14,0,6,6,0,1,3.22647E+14,33,1,4,33,1,3,40,1,1,40,1,2,45,1,1,38,1,3
3,14,1,13,4,1,3,2,2.29412E+14,11.5,2,4,23,2,3,0,0,1,0,0,2,39,1,1,18.66666667,3,3
0,14,14,0,6,6,0,1,3.33529E+14,36,1,4,38,1,3,44,1,1,40,1,2,46,1,1,47,1,3
1,14,11,3,6,5,1,1,3.53529E+14,30,1,4,27.33333333,3,3,46,1,1,40,1,2,33,1,1,31,1,3
5,14,2,12,6,1,5,2,3.91176E+14,19.33333333,3,4,12.33333333,3,3,9,3,1,36,1,2,15,3,1,12.33333333,3,3
0,14,14,0,6,6,0,1,3.20588E+14,37,1,4,40,1,3,37,1,1,41,1,2,41,1,1,45,1,3
0,14,14,0,6,6,0,1,0,31,1,4,35,1,3,31,1,1,40,1,2,43,1,1,40,1,3
1,14,10,4,6,5,1,2,0.176470588,13,2,4,32,1,3,43,1,1,36,1,2,37,1,1,43,1,3
1,14,11,3,6,5,1,2,7.58824E+14,30,1,4,13.66666667,3,3,32,1,1,39,1,2,42,1,1,40,1,3
0,14,14,0,6,6,0,1,3.04412E+14,32,1,4,33,1,3,41,1,1,43,1,2,40,1,1,36,1,3
1,14,11,3,6,5,1,1,1.58824E+14,40,1,4,16,3,3,39,1,1,44,1,2,47,1,1,44,1,3
0,14,14,0,6,6,0,1,3.45588E+14,30,1,4,36,1,3,42,1,1,37,1,2,43,1,1,39,1,3
0,14,14,0,6,6,0,1,1.26471E+14,36,1,4,33,1,3,47,1,1,37,1,2,32,1,1,34,1,3
0,14,14,0,6,6,0,1,3.57647E+14,31,1,4,41,1,3,40,1,1,39,1,2,45,1,1,41,1,3
0,14,0,14,6,6,0,2,0,9,1,4,12,1,3,5,1,1,13,1,2,11,1,1,21,1,3
0,14,14,0,6,6,0,1,2.99118E+14,34,1,4,38,1,3,50,1,1,37,1,2,39,1,1,34,1,3
0,14,14,0,6,6,0,1,3.35294E+14,33,1,4,35,1,3,41,1,1,40,1,2,42,1,1,44,1,3
0,14,14,0,6,6,0,1,3.57647E+14,39,1,4,36,1,3,30,1,1,37,1,2,45,1,1,43,1,3
1,14,14,0,6,5,1,1,3.56765E+14,31,2,4,40,1,3,43,1,1,40,1,2,43,1,1,39,1,3
0,14,7,7,6,6,0,2,3.17647E+14,9,1,4,31,1,3,36,1,1,33,1,2,40,1,1,7,1,3
3,14,1,13,4,1,3,2,1.23529E+14,10,2,4,9,2,3,0,0,1,0,0,2,39,1,1,16.5,2,3
2,14,10,4,6,4,2,1,2.04118E+14,32,1,4,26.5,2,3,22.5,2,1,39,1,2,46,1,1,36,1,3
0,14,2,12,4,4,0,2,0,0,0,4,28,1,3,46,1,1,0,0,2,38,1,1,20,1,3
0,14,10,4,5,5,0,2,0,0,0,4,32,1,3,44,1,1,37,1,2,38,1,1,46,1,3
4,14,1,13,5,1,4,2,0.823529412,2,2,4,3.666666667,3,3,3,3,1,0,0,2,30,1,1,5.666666667,3,3
0,14,14,0,6,6,0,1,3.34706E+14,32,1,4,36,1,3,46,1,1,39,1,2,43,1,1,37,1,3
0,14,14,0,6,6,0,1,2.69118E+14,33,1,4,32,1,3,37,1,1,35,1,2,42,1,1,31,1,3
1,14,11,3,6,5,1,1,2.96765E+14,30,1,4,26.5,2,3,40,1,1,36,1,2,36,1,1,35,1,3
0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3
0,14,14,0,6,6,0,1,2.98529E+14,31,1,4,36,1,3,46,1,1,40,1,2,31,1,1,48,1,3
0,14,0,14,4,4,0,2,0,0,0,4,10,1,3,11,1,1,12,1,2,16,1,1,0,0,3
0,14,0,14,6,6,0,2,0,5,1,4,11,1,3,10,1,1,14,1,2,18,1,1,15,1,3
2,14,10,4,6,4,2,2,2.42647E+14,28.5,2,4,30.5,2,3,31,1,1,37,1,2,30,1,1,30,1,3
0,14,7,7,5,5,0,2,0.352941176,0,1,4,30,1,3,37,1,1,34,1,2,37,1,1,14,1,3
0,14,14,0,6,6,0,1,4.08235E+14,39,1,4,35,1,3,44,1,1,42,1,2,47,1,1,46,1,3
1,14,14,0,6,5,1,1,3.42059E+14,35,2,4,38,1,3,45,1,1,37,1,2,39,1,1,36,1,3
1,14,13,1,6,5,1,1,3.27941E+14,44,1,4,41,1,3,22.33333333,3,1,39,1,2,45,1,1,50,1,3
0,14,14,0,6,6,0,1,3.21765E+14,30,1,4,36,1,3,40,1,1,39,1,2,37,1,1,35,1,3
0,14,14,0,6,6,0,1,2.71765E+14,35,1,4,32,1,3,44,1,1,37,1,2,36,1,1,33,1,3
0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,0,1,1,0,1,2,0,1,1,0,1,3
0,14,14,0,6,6,0,1,3.23235E+14,32,1,4,35,1,3,34,1,1,36,1,2,35,1,1,35,1,3
0,14,14,0,6,6,0,1,4.08235E+14,33,1,4,39,1,3,48,1,1,39,1,2,38,1,1,44,1,3
0,14,0,14,5,5,0,2,0,3,1,4,1,1,3,7,1,1,16,1,2,0,1,1,8,1,3
0,14,14,0,6,6,0,1,3.41471E+14,31,1,4,30,1,3,45,1,1,35,1,2,33,1,1,35,1,3
0,14,14,0,6,6,0,1,33.5,33,1,4,40,1,3,42,1,1,44,1,2,41,1,1,38,1,3
2,14,3,11,5,3,2,2,0,0,0,4,15,2,3,19,1,1,34,1,2,35,1,1,11,2,3
1,14,10,4,6,5,1,1,2.84412E+14,29,2,4,35,1,3,41,1,1,33,1,2,38,1,1,44,1,3
2,14,13,1,6,4,2,1,2.94314E+14,36,1,4,32,2,3,27,2,1,37,1,2,46,1,1,38,1,3
0,14,14,0,6,6,0,1,2.89412E+14,33,1,4,30,1,3,42,1,1,37,1,2,35,1,1,32,1,3
0,14,0,14,6,6,0,2,0,16,1,4,11,1,3,20,1,1,26,1,2,13,1,1,5,1,3
0,14,0,14,5,5,0,2,0,2,1,4,9,1,3,11,1,1,22,1,2,0,1,1,7,1,3
0,14,14,0,6,6,0,1,3.91176E+14,38,1,4,30,1,3,41,1,1,39,1,2,42,1,1,41,1,3
0,14,14,0,6,6,0,1,3.50588E+14,32,1,4,33,1,3,42,1,1,38,1,2,36,1,1,32,1,3
0,14,14,0,6,6,0,1,3.88824E+14,33,1,4,47,1,3,42,1,1,40,1,2,41,1,1,36,1,3
1,14,10,4,6,5,1,2,1.76471E+14,5.333333333,3,4,33,1,3,31,1,1,30,1,2,30,1,1,32,1,3
0,14,0,14,1,1,0,2,0,0,1,4,0,1,3,2,1,1,0,1,2,0,1,1,0,1,3
2,14,7,7,6,4,2,2,3.58824E+14,27.66666667,3,4,37,1,3,39,1,1,36,1,2,30,1,1,28,2,3
5,14,3,11,6,1,5,2,2.77353E+14,15.5,2,4,28,2,3,15.5,2,1,23.5,2,2,15.5,2,1,41,1,3
6,14,0,14,6,0,6,2,0,9,2,4,1.5,2,3,5.5,2,1,21.5,2,2,6,2,1,7,2,3
2,14,10,4,6,4,2,1,3.36471E+14,30,1,4,29,2,3,27,2,1,40,1,2,34,1,1,39,1,3
0,14,0,14,2,2,0,2,0,0,1,4,0,1,3,2,1,1,0,1,2,1,1,1,0,1,3
3,14,4,10,6,3,3,2,5.05882E+14,21,2,4,20,2,3,44,1,1,37,1,2,43,1,1,22,2,3
2,14,10,4,6,4,2,2,2.14706E+14,35,1,4,31,1,3,18,2,1,34,1,2,35,1,1,18,2,3
1,14,11,3,6,5,1,1,2.84118E+14,38,1,4,32,1,3,34,1,1,39,1,2,45,1,1,28,2,3
0,14,14,0,6,6,0,1,3.40588E+14,34,1,4,38,1,3,37,1,1,41,1,2,45,1,1,35,1,3
0,14,14,0,6,6,0,1,3.98824E+14,30,1,4,39,1,3,41,1,1,37,1,2,35,1,1,49,1,3
0,14,14,0,6,6,0,1,3.75882E+14,30,1,4,43,1,3,41,1,1,37,1,2,38,1,1,50,1,3
0,14,14,0,6,6,0,1,30.5,30,1,4,35,1,3,42,1,1,35,1,2,42,1,1,32,1,3
3,14,8,6,5,2,3,2,2.73529E+14,39,1,4,39,1,3,3.333333333,3,1,0,2,2,37,1,1,5.666666667,3,3
1,14,14,0,6,5,1,1,3.61765E+14,33,2,4,35,1,3,38,1,1,38,1,2,35,1,1,42,1,3
1,14,10,4,6,5,1,1,3.67647E+14,28.5,2,4,40,1,3,36,1,1,35,1,2,38,1,1,36,1,3
1,14,11,3,6,5,1,2,1.86765E+14,31,1,4,19.66666667,3,3,33,1,1,34,1,2,31,1,1,34,1,3
0,14,14,0,6,6,0,1,3.51471E+14,41,1,4,39,1,3,31,1,1,50,1,2,39,1,1,41,1,3
0,14,14,0,6,6,0,1,3.40588E+14,35,1,4,36,1,3,34,1,1,50,1,2,38,1,1,31,1,3
0,14,14,0,6,6,0,1,3.03529E+14,30,1,4,44,1,3,43,1,1,39,1,2,39,1,1,42,1,3
0,14,14,0,6,6,0,1,3.38824E+14,38,1,4,38,1,3,43,1,1,43,1,2,36,1,1,40,1,3
2,14,11,3,6,4,2,1,2.79706E+14,33,2,4,28.5,2,3,48,1,1,43,1,2,39,1,1,33,1,3
3,14,6,8,6,3,3,2,3.24412E+14,20.5,2,4,24.5,2,3,14.33333333,3,1,50,1,2,30,1,1,39,1,3
2,14,10,4,6,4,2,2,3.47059E+14,22,2,4,33,1,3,30.5,2,1,30,1,2,32,1,1,33,1,3
0,14,14,0,6,6,0,1,3.52353E+14,36,1,4,32,1,3,40,1,1,44,1,2,49,1,1,37,1,3
1,14,11,3,6,5,1,1,3.11765E+14,37,1,4,25.66666667,3,3,30,1,1,34,1,2,34,1,1,35,1,3
0,14,14,0,6,6,0,1,2.16471E+14,30,1,4,30,1,3,45,1,1,37,1,2,43,1,1,38,1,3
1,14,14,0,6,5,1,1,31.5,32,2,4,30,1,3,45,1,1,36,1,2,41,1,1,46,1,3
1,14,10,4,6,5,1,2,3.16471E+14,22.5,2,4,40,1,3,32,1,1,36,1,2,31,1,1,31,1,3
1,14,10,4,6,5,1,1,32.5,27,2,4,38,1,3,40,1,1,35,1,2,35,1,1,31,1,3
1,14,14,0,6,5,1,1,2.25588E+14,42,1,4,39,1,3,35,1,1,38,1,2,32,1,1,32,2,3
1,14,11,3,6,5,1,2,2.88235E+14,30,1,4,27,2,3,30,1,1,30,1,2,32,1,1,32,1,3
1,14,10,4,6,5,1,2,3.38529E+14,23,2,4,33,1,3,40,1,1,34,1,2,34,1,1,36,1,3
2,14,7,7,6,4,2,2,3.34118E+14,23.5,2,4,40,1,3,34,1,1,36,1,2,40,1,1,27.5,2,3
