CAR_UNO,NCC_UNO,NCA_UNO,NCP_UNO,NAC_UNO,NAA_UNO,NAP_UNO,EPA_UNO,PROMEDIO_DOS,NOTA_DIF,VECES_DIF,CREDITOS_DIF,NOTA_FIS_UNO,VECES_FIS_UNO,CREDITOS_FIS_UNO,NOTA_CFJC,VECES_CFJC,CREDITOS_CFJC,NOTA_TEXTOS,VECES_TEXTOS,CREDITOS_TEXTOS,NOTA_SEM,VECES_SEM,CREDITOS_SEM,NOTA_PROGB,VECES_PROGB,CREDITOS_PROGB
2,14,8,6,5,3,2,1,32.5,27.5,2,4,30,1,3,35,1,1,0,0,2,45,2,1,30,1,3
1,14,12,2,5,4,1,1,25,30,1,4,30,1,3,40,1,1,0,0,2,35,2,1,35,1,3
2,14,9,5,5,3,2,1,3.58333E+14,35,1,4,35,1,3,35,1,1,0,0,2,35,2,1,27.5,2,3
2,14,8,6,5,3,2,1,32.5,25,2,4,30,1,3,35,1,1,0,0,2,30,2,1,45,1,3
1,14,12,2,5,4,1,1,3.91667E+14,45,1,4,35,1,3,35,1,1,0,0,2,40,2,1,40,1,3
2,14,8,6,5,3,2,1,2.95833E+14,27.5,2,4,30,1,3,35,1,1,0,0,2,40,2,1,35,1,3
2,14,8,6,5,3,2,1,30,22.5,2,4,30,1,3,35,1,1,0,0,2,40,2,1,35,1,3
2,14,8,6,5,3,2,1,3.20833E+14,22.5,2,4,30,1,3,40,1,1,0,0,2,35,2,1,40,1,3
0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,0,0,1,0,0,3
1,14,12,2,5,4,1,1,35,30,1,4,30,1,3,40,1,1,0,0,2,50,2,1,35,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
1,14,12,2,5,4,1,1,37.5,30,1,4,30,1,3,40,1,1,0,0,2,45,2,1,30,1,3
1,14,12,2,5,4,1,1,33.25,30,1,4,35,1,3,45,1,1,0,0,2,45,2,1,30,1,3
3,14,12,2,5,2,3,2,2.31944E+14,32.5,2,4,30,2,3,30,1,1,0,0,2,35,2,1,30,1,3
0,14,12,2,5,5,0,1,1.91667E+14,30,1,4,30,1,3,40,1,1,0,0,2,35,1,1,35,1,3
1,14,12,2,5,4,1,1,37.5,35,1,4,35,1,3,40,1,1,0,0,2,50,2,1,35,1,3
1,14,12,2,5,4,1,1,3.83333E+14,40,1,4,40,1,3,40,1,1,0,0,2,45,2,1,45,1,3
1,14,12,2,5,4,1,1,3.58333E+14,30,1,4,30,1,3,40,1,1,0,0,2,35,1,1,32.5,2,3
1,14,12,2,5,4,1,1,42.5,40,1,4,35,1,3,40,1,1,0,0,2,50,2,1,35,1,3
1,14,12,2,5,4,1,1,4.16667E+14,45,1,4,40,1,3,40,1,1,0,0,2,45,2,1,45,1,3
3,14,12,2,5,2,3,2,33.75,32.5,2,4,32.5,2,3,40,1,1,0,0,2,45,2,1,45,1,3
1,14,12,2,5,4,1,1,3.91667E+14,45,1,4,35,1,3,45,1,1,0,0,2,45,2,1,45,1,3
2,14,12,2,5,3,2,1,3.41667E+14,30,2,4,30,1,3,40,1,1,0,0,2,40,2,1,35,1,3
0,14,1,13,5,5,0,2,2.5,15,1,4,15,1,3,20,1,1,0,0,2,30,1,1,15,1,3
1,14,12,2,5,4,1,1,3.79167E+14,35,1,4,30,1,3,40,1,1,0,0,2,45,2,1,35,1,3
3,14,12,2,5,2,3,2,37.5,32.5,2,4,30,1,3,40,1,1,0,0,2,40,2,1,35,2,3
4,14,2,12,5,1,4,2,1.99352E+14,27.5,2,4,27.5,2,3,40,1,1,0,0,2,30,2,1,21.25,4,3
2,14,12,2,5,3,2,1,3.49167E+14,32.5,2,4,30,1,3,40,1,1,0,0,2,35,2,1,30,1,3
1,14,12,2,5,4,1,1,2.70833E+14,30,1,4,30,1,3,40,1,1,0,0,2,40,2,1,35,1,3
1,14,12,2,5,4,1,1,3.45833E+14,30,1,4,35,1,3,40,1,1,0,0,2,45,2,1,35,1,3
3,14,2,12,5,2,3,2,4.58333E+14,25,2,4,20,4,3,35,1,1,0,0,2,40,1,1,25,3,3
1,14,12,2,5,4,1,1,37.5,35,1,4,40,1,3,45,1,1,0,0,2,45,2,1,45,1,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
2,14,12,2,5,3,2,1,36.25,30,1,4,30,1,3,45,1,1,0,0,2,40,2,1,32.5,2,3
3,14,8,6,5,2,3,2,3.20833E+14,28.33333333,3,4,30,1,3,35,1,1,0,0,2,45,2,1,30,2,3
4,14,5,9,5,1,4,2,3.26667E+14,22.5,2,4,23.33333333,3,3,40,1,1,0,0,2,40,2,1,30,2,3
4,14,6,8,5,1,4,2,37.25,32.5,2,4,27.5,2,3,30,1,1,0,0,2,40,2,1,26.66666667,3,3
3,14,12,2,5,2,3,2,37.5,30,2,4,30,1,3,40,1,1,0,0,2,35,2,1,30,2,3
5,14,0,14,6,1,5,2,2.91667E+14,15,3,4,15,3,3,20,2,1,15,1,2,15,2,1,15,2,3
2,14,12,2,5,3,2,1,3.44444E+14,30,1,4,30,2,3,40,1,1,0,0,2,45,2,1,35,1,3
0,14,12,2,5,5,0,1,25,30,1,4,30,1,3,40,1,1,0,0,2,40,1,1,30,1,3
2,14,0,14,5,3,2,2,2.5,17.5,2,4,15,2,3,15,1,1,0,0,2,15,1,1,15,1,3
0,14,14,0,6,6,0,1,3.41667E+14,30,1,4,30,1,3,35,1,1,40,1,2,40,1,1,30,1,3
2,14,12,2,5,3,2,1,40,35,1,4,32.5,2,3,35,1,1,0,0,2,45,2,1,30,1,3
2,14,9,5,5,3,2,1,20,32.5,2,4,30,1,3,40,1,1,0,0,2,40,1,1,27.5,2,3
5,14,1,13,5,0,5,2,5,25,2,4,21.66666667,4,3,30,2,1,0,0,2,27.5,3,1,22.5,2,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
1,14,12,2,5,4,1,1,3.44167E+14,35,1,4,35,1,3,40,1,1,0,0,2,43.5,3,1,40,1,3
5,14,4,10,5,0,5,2,18.75,22.5,2,4,13.5,6,3,11.5,6,1,0,0,2,40,2,1,30,3,3
2,14,12,2,5,3,2,1,37.5,40,1,4,35,1,3,40,1,1,0,0,2,45,2,1,32.5,2,3
0,14,0,14,5,5,0,2,2.5,15,1,4,15,1,3,15,1,1,0,0,2,15,1,1,15,1,3
1,14,12,2,5,4,1,1,3.66667E+14,35,1,4,35,1,3,40,1,1,0,0,2,50,2,1,30,1,3
3,14,9,5,5,2,3,2,3.14722E+14,30,1,4,25,3,3,40,1,1,0,0,2,40,2,1,30,2,3
2,14,12,2,5,3,2,1,3.30556E+14,30,1,4,40,1,3,40,1,1,0,0,2,35,2,1,32.5,2,3
3,14,8,6,5,2,3,2,33.75,27.5,2,4,30,1,3,40,1,1,0,0,2,40,2,1,30,2,3
1,14,12,2,5,4,1,1,36.25,35,1,4,30,1,3,40,1,1,0,0,2,35,4,1,40,1,3
4,14,2,12,5,1,4,2,1.93333E+14,27.5,2,4,22.5,2,3,30,1,1,0,0,2,50,2,1,25,2,3
1,14,12,2,5,4,1,1,3.65833E+14,30,1,4,30,1,3,40,1,1,0,0,2,40,2,1,45,1,3
2,14,12,2,5,3,2,1,35,32.5,2,4,35,1,3,40,1,1,0,0,2,40,2,1,40,1,3
0,14,12,2,5,5,0,1,20,35,1,4,40,1,3,30,1,1,0,0,2,40,1,1,40,1,3
2,14,8,6,5,3,2,1,35,27.5,2,4,35,1,3,45,1,1,0,0,2,45,2,1,40,1,3
4,14,3,11,5,1,4,2,2.5,16.66666667,3,4,20,2,3,22.5,2,1,0,0,2,15,2,1,35,1,3
1,14,8,6,5,4,1,1,35,25,2,4,30,1,3,40,1,1,0,0,2,35,1,1,35,1,3
1,14,12,2,5,4,1,1,33.75,30,1,4,35,1,3,35,1,1,0,0,2,40,2,1,40,1,3
2,14,8,6,5,3,2,1,3.08333E+14,27.5,2,4,30,1,3,40,1,1,0,0,2,35,2,1,40,1,3
1,14,8,6,5,4,1,1,3.38889E+14,27.5,2,4,40,1,3,35,1,1,0,0,2,40,1,1,45,1,3
1,14,12,2,5,4,1,1,3.58333E+14,30,1,4,35,1,3,40,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,3.66667E+14,30,1,4,40,1,3,35,1,1,0,0,2,40,2,1,40,1,3
1,14,12,2,5,4,1,1,4.33333E+14,30,1,4,35,1,3,45,1,1,0,0,2,45,2,1,50,1,3
3,14,5,9,5,2,3,2,2.64583E+14,25,2,4,27.5,2,3,40,1,1,0,0,2,40,2,1,35,1,3
4,14,4,10,5,1,4,2,22.5,22.5,2,4,27.5,2,3,25,2,1,0,0,2,35,2,1,30,1,3
3,14,9,5,5,2,3,2,10,30,2,4,20,2,3,40,1,1,0,0,2,40,2,1,35,1,3
1,14,12,2,5,4,1,1,3.53333E+14,30,1,4,35,1,3,35,1,1,0,0,2,42,2,1,40,1,3
1,14,12,2,5,4,1,1,3.54167E+14,30,1,4,35,1,3,40,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,27.5,30,1,4,40,1,3,35,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,3.66667E+14,35,1,4,40,1,3,45,1,1,0,0,2,45,2,1,50,1,3
0,14,14,0,6,6,0,1,2.83333E+14,30,1,4,30,1,3,35,1,1,40,1,2,35,1,1,35,1,3
1,14,12,2,5,4,1,1,3.83333E+14,35,1,4,35,1,3,40,1,1,0,0,2,45,2,1,40,1,3
1,14,12,2,5,4,1,1,33.75,35,1,4,40,1,3,40,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,32.5,35,1,4,40,1,3,45,1,1,0,0,2,45,2,1,50,1,3
2,14,9,5,5,3,2,1,3.20833E+14,30,1,4,27.5,2,3,40,1,1,0,0,2,45,2,1,40,1,3
1,14,12,2,5,4,1,1,3.41667E+14,30,1,4,35,1,3,40,1,1,0,0,2,40,2,1,40,1,3
1,14,12,2,5,4,1,1,3.83333E+14,35,1,4,40,1,3,40,1,1,0,0,2,45,2,1,45,1,3
1,14,12,2,5,4,1,1,3.83333E+14,35,1,4,45,1,3,45,1,1,0,0,2,45,2,1,45,1,3
1,14,8,6,5,4,1,1,36.25,27.5,2,4,35,1,3,40,1,1,0,0,2,40,1,1,45,1,3
2,14,12,2,5,3,2,1,3.58333E+14,32.5,2,4,35,1,3,40,1,1,0,0,2,40,2,1,45,1,3
1,14,12,2,5,4,1,1,4.66667E+14,45,1,4,45,1,3,40,1,1,0,0,2,45,2,1,45,1,3
1,14,12,2,5,4,1,1,31.25,30,1,4,35,1,3,40,1,1,0,0,2,45,2,1,40,1,3
1,14,12,2,5,4,1,1,4.33333E+14,35,1,4,40,1,3,40,1,1,0,0,2,45,2,1,50,1,3
1,14,12,2,5,4,1,1,45,45,1,4,40,1,3,40,1,1,0,0,2,45,2,1,45,1,3
1,14,12,2,5,4,1,1,3.05556E+14,30,1,4,30,1,3,45,1,1,0,0,2,45,2,1,30,1,3
4,14,11,3,5,1,4,2,3.23889E+14,30,2,4,32.5,2,3,27.5,2,1,0,0,2,45,2,1,35,1,3
3,14,8,6,5,2,3,2,3.33333E+14,25,2,4,32.5,2,3,40,1,1,0,0,2,40,2,1,35,1,3
1,14,12,2,5,4,1,1,3.91667E+14,30,1,4,40,1,3,35,1,1,0,0,2,40,2,1,40,1,3
2,14,12,2,5,3,2,1,32.5,35,1,4,30,2,3,35,1,1,0,0,2,35,2,1,35,1,3
3,14,5,9,5,2,3,2,3.08333E+14,22.5,2,4,27.5,2,3,40,1,1,0,0,2,35,2,1,35,1,3
2,14,12,2,5,3,2,1,35,30,1,4,32.5,2,3,40,1,1,0,0,2,40,2,1,35,1,3
3,14,5,9,5,2,3,2,2.10556E+14,27.5,2,4,21.66666667,3,3,30,1,1,0,0,2,35,2,1,35,1,3
1,14,12,2,5,4,1,1,4.33333E+14,40,1,4,40,1,3,40,1,1,0,0,2,40,2,1,40,1,3
2,14,5,9,5,3,2,2,2.52222E+14,20,4,4,21.25,4,3,35,1,1,0,0,2,35,1,1,30,1,3
4,14,5,9,5,1,4,2,5,20,3,4,15,3,3,30,1,1,0,0,2,35,2,1,30,2,3
3,14,12,2,5,2,3,2,3.91667E+14,35,2,4,40,1,3,30,2,1,0,0,2,45,2,1,45,1,3
2,14,8,6,5,3,2,1,3.58333E+14,27.5,2,4,30,1,3,40,1,1,0,0,2,40,2,1,40,1,3
1,14,12,2,5,4,1,1,3.33333E+14,40,1,4,40,1,3,45,1,1,0,0,2,35,2,1,45,1,3
1,14,12,2,5,4,1,1,3.91667E+14,35,1,4,35,1,3,45,1,1,0,0,2,40,2,1,50,1,3
2,14,12,2,5,3,2,1,3.91667E+14,32.5,2,4,30,1,3,35,1,1,0,0,2,40,2,1,45,1,3
2,14,8,6,5,3,2,1,22.5,26.66666667,3,4,30,1,3,30,1,1,0,0,2,45,2,1,35,1,3
5,14,1,13,5,0,5,2,3.29167E+14,23.75,4,4,23.33333333,3,3,22.5,2,1,0,0,2,50,3,1,20,3,3
5,14,3,11,5,0,5,2,9.45833E+14,22.5,2,4,21.66666667,3,3,27.5,2,1,0,0,2,27.5,2,1,45,4,3
4,14,5,9,5,1,4,2,2.70833E+14,27.5,2,4,26.66666667,3,3,35,1,1,0,0,2,35,2,1,32.5,2,3
4,14,2,12,5,1,4,2,3.33333E+14,15,8,4,12,5,3,35,1,1,0,0,2,30,3,1,15,8,3
1,14,12,2,5,4,1,1,40,35,1,4,30,1,3,35,1,1,0,0,2,40,2,1,40,1,3
3,14,8,6,5,2,3,2,3.09167E+14,27.5,2,4,30,2,3,30,1,1,0,0,2,45,2,1,40,1,3
1,14,12,2,5,4,1,1,3.20833E+14,30,1,4,35,1,3,40,1,1,0,0,2,45,2,1,30,1,3
0,14,1,13,5,5,0,2,3.33333E+14,20,1,4,25,1,3,20,1,1,0,0,2,35,1,1,15,1,3
2,14,12,2,5,3,2,1,3.33333E+14,30,2,4,30,1,3,35,1,1,0,0,2,40,2,1,40,1,3
0,14,14,0,6,6,0,1,33.75,30,1,4,30,1,3,35,1,1,40,1,2,35,1,1,40,1,3
0,14,14,0,6,6,0,1,3.45833E+14,30,1,4,40,1,3,35,1,1,45,1,2,30,1,1,45,1,3
0,14,14,0,6,6,0,1,35,35,1,4,30,1,3,40,1,1,45,1,2,45,1,1,35,1,3
0,14,0,14,6,6,0,2,0,15,1,4,20,1,3,15,1,1,15,1,2,15,1,1,15,1,3
0,14,14,0,6,6,0,1,3.16667E+14,30,1,4,35,1,3,35,1,1,35,1,2,35,1,1,30,1,3
3,14,5,9,6,3,3,2,1.54722E+14,18,2,4,30,1,3,42,1,1,19.33333333,3,2,32,1,1,16.5,2,3
1,14,10,4,6,5,1,1,2.58611E+14,23.33333333,3,4,30,1,3,35,1,1,40,1,2,30,1,1,35,1,3
0,14,13,1,6,6,0,1,0,35,1,4,30,1,3,35,1,1,45,1,2,25,1,1,30,1,3
0,14,14,0,6,6,0,1,3.29167E+14,35,1,4,35,1,3,35,1,1,45,1,2,40,1,1,35,1,3
1,14,10,4,6,5,1,1,2.91667E+14,25,2,4,40,1,3,40,1,1,40,1,2,35,1,1,40,1,3
1,14,10,4,6,5,1,1,3.33333E+14,25,2,4,40,1,3,35,1,1,45,1,2,30,1,1,35,1,3
0,14,14,0,6,6,0,1,40,45,1,4,40,1,3,35,1,1,45,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,35,25,2,4,35,1,3,30,1,1,30,1,2,40,1,1,35,1,3
1,14,10,4,6,5,1,1,3.33333E+14,27.5,2,4,30,1,3,35,1,1,35,1,2,30,1,1,35,1,3
1,14,10,4,6,5,1,1,2.38889E+14,25,2,4,30,1,3,35,1,1,35,1,2,35,1,1,30,1,3
0,14,14,0,6,6,0,1,3.29167E+14,30,1,4,30,1,3,30,1,1,40,1,2,35,1,1,40,1,3
0,14,14,0,6,6,0,1,3.58333E+14,35,1,4,30,1,3,35,1,1,35,1,2,35,1,1,40,1,3
1,14,10,4,6,5,1,1,30,26.66666667,3,4,30,1,3,35,1,1,35,1,2,30,1,1,30,1,3
0,14,0,14,6,6,0,2,0,15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,3
0,14,14,0,6,6,0,1,3.34722E+14,30,1,4,30,1,3,30,1,1,35,1,2,35,1,1,30,1,3
0,14,14,0,6,6,0,1,2.88889E+14,30,1,4,35,1,3,35,1,1,40,1,2,35,1,1,40,1,3
0,14,14,0,6,6,0,1,3.33333E+14,30,1,4,35,1,3,35,1,1,40,1,2,40,1,1,40,1,3
2,14,9,5,6,4,2,1,35,25,2,4,35,1,3,40,1,1,40,1,2,25,2,1,40,1,3
3,14,10,4,6,3,3,2,3.18333E+14,25,2,4,35,1,3,35,1,1,45,1,2,32.5,2,1,32.5,2,3
1,14,10,4,6,5,1,1,1.71667E+14,21.66666667,3,4,35,1,3,35,1,1,30,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,35,30,1,4,35,1,3,35,1,1,45,1,2,35,1,1,40,1,3
0,14,14,0,6,6,0,1,37.5,35,1,4,35,1,3,35,1,1,45,1,2,35,1,1,40,1,3
1,14,10,4,6,5,1,1,3.33333E+14,26.66666667,3,4,35,1,3,35,1,1,45,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,35,35,1,4,35,1,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,2.41667E+14,30,1,4,35,1,3,35,1,1,40,1,2,35,1,1,50,1,3
0,14,14,0,6,6,0,1,3.51667E+14,30,1,4,40,1,3,35,1,1,45,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,3.41667E+14,26.25,4,4,30,1,3,35,1,1,45,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,3.16667E+14,23.75,4,4,35,1,3,35,1,1,45,1,2,35,1,1,40,1,3
0,14,14,0,6,6,0,1,3.83333E+14,35,1,4,40,1,3,35,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,37.5,35,1,4,35,1,3,40,1,1,45,1,2,45,1,1,40,1,3
0,14,14,0,6,6,0,1,3.58333E+14,35,1,4,35,1,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,37.5,35,1,4,40,1,3,35,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,37.5,30,1,4,35,1,3,35,1,1,45,1,2,40,1,1,45,1,3
1,14,12,2,6,5,1,1,2.41667E+14,40,1,4,40,1,3,15,1,1,45,1,2,15,2,1,40,1,3
0,14,2,12,6,6,0,2,0,15,1,4,25,1,3,15,1,1,40,1,2,15,1,1,15,1,3
3,14,7,7,6,3,3,2,1.24722E+14,12.66666667,6,4,15.5,6,3,30,2,1,45,1,2,30,1,1,40,1,3
0,14,14,0,6,6,0,1,3.02778E+14,30,1,4,30,1,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,3.58333E+14,35,1,4,35,1,3,35,1,1,45,1,2,35,1,1,40,1,3
0,14,14,0,6,6,0,1,4.33333E+14,45,1,4,45,1,3,35,1,1,45,1,2,40,1,1,50,1,3
0,14,14,0,6,6,0,1,31.25,30,1,4,35,1,3,35,1,1,45,1,2,35,1,1,30,1,3
0,14,14,0,6,6,0,1,32.5,30,1,4,45,1,3,40,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,3.38889E+14,30,1,4,30,1,3,35,1,1,45,1,2,35,1,1,35,1,3
0,14,14,0,6,6,0,1,35,35,1,4,30,1,3,35,1,1,40,1,2,40,1,1,50,1,3
0,14,14,0,6,6,0,1,3.58333E+14,35,1,4,35,1,3,35,1,1,45,1,2,35,1,1,35,1,3
2,14,10,4,6,4,2,1,1.04167E+14,40,1,4,30,1,3,40,1,1,40,1,2,16.66666667,3,1,15,3,3
1,14,10,4,6,5,1,1,17.5,22.5,2,4,30,1,3,35,1,1,40,1,2,40,1,1,45,1,3
2,14,7,7,6,4,2,1,3.66667E+14,25,2,4,27.5,2,3,35,1,1,30,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,4.33333E+14,45,1,4,35,1,3,40,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,3.91667E+14,35,1,4,35,1,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,3.41667E+14,30,1,4,30,1,3,35,1,1,35,1,2,30,1,1,35,1,3
0,14,14,0,6,6,0,1,3.58333E+14,45,1,4,35,1,3,35,1,1,40,1,2,40,1,1,45,1,3
1,14,10,4,6,5,1,1,3.45833E+14,25,3,4,30,1,3,35,1,1,35,1,2,40,1,1,30,1,3
0,14,14,0,6,6,0,1,35,35,1,4,35,1,3,35,1,1,40,1,2,30,1,1,35,1,3
0,14,14,0,6,6,0,1,3.08333E+14,30,1,4,30,1,3,35,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,2.59583E+14,30,1,4,30,1,3,35,1,1,45,1,2,35,1,1,45,1,3
0,14,14,0,6,6,0,1,4.08333E+14,50,1,4,35,1,3,40,1,1,45,1,2,45,1,1,45,1,3
2,14,7,7,6,4,2,1,37.5,21.66666667,3,4,28.33333333,3,3,35,1,1,35,1,2,35,1,1,30,1,3
1,14,10,4,6,5,1,1,3.45833E+14,25,2,4,30,1,3,35,1,1,30,1,2,35,1,1,40,1,3
0,14,0,14,6,6,0,2,0,15,1,4,15,1,3,15,1,1,15,1,2,15,1,1,15,1,3
1,14,11,3,6,5,1,1,32.5,35,1,4,28.33333333,3,3,35,1,1,40,1,2,40,1,1,45,1,3
3,14,7,7,6,3,3,2,2.48333E+14,28.33333333,3,4,25,2,3,40,1,1,40,1,2,30,1,1,30,2,3
0,14,0,14,6,6,0,2,0,15,1,4,15,1,3,15,1,1,20,1,2,15,1,1,15,1,3
6,14,0,14,6,0,6,2,5.33333E+14,7.5,4,4,10.25,4,3,29,2,1,5,3,2,14.5,4,1,6.5,4,3
2,14,9,5,6,4,2,1,2.85833E+14,26.25,4,4,30,1,3,35,1,1,35,1,2,23.75,4,1,40,1,3
2,14,7,7,6,4,2,1,1.16667E+14,17.5,2,4,17.5,2,3,35,1,1,40,1,2,35,1,1,40,1,3
5,14,5,9,6,1,5,2,38.75,21.66666667,3,4,22.5,2,3,30,1,1,25,2,2,30,2,1,30,2,3
0,14,14,0,6,6,0,1,3.83333E+14,35,1,4,35,1,3,45,1,1,45,1,2,40,1,1,40,1,3
2,14,10,4,6,4,2,1,1.33333E+14,21.66666667,3,4,35,2,3,35,1,1,35,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,3.33333E+14,30,1,4,30,1,3,35,1,1,40,1,2,40,1,1,35,1,3
1,14,10,4,6,5,1,1,33.75,26.66666667,3,4,30,1,3,35,1,1,45,1,2,30,1,1,30,1,3
3,14,5,9,6,3,3,2,5,20,1,4,30,1,3,15,2,1,35,1,2,20,2,1,17.5,2,3
0,14,14,0,6,6,0,1,3.91667E+14,35,1,4,30,1,3,40,1,1,45,1,2,40,1,1,40,1,3
2,14,10,4,6,4,2,1,3.60833E+14,28.33333333,3,4,31.66666667,3,3,30,1,1,40,1,2,40,1,1,40,1,3
2,14,7,7,6,4,2,1,30.25,23.75,4,4,21.66666667,3,3,30,1,1,35,1,2,40,1,1,35,1,3
2,14,7,7,6,4,2,2,11,14.42857143,7,4,9.666666667,6,3,35,1,1,30,1,2,40,1,1,40,1,3
2,14,7,7,6,4,2,1,2.21667E+14,21.25,4,4,21,5,3,30,1,1,35,1,2,40,1,1,35,1,3
3,14,3,11,6,3,3,2,0,7.5,2,4,7.5,2,3,15,1,1,7.5,2,2,20,1,1,30,1,3
0,14,14,0,6,6,0,1,3.08333E+14,30,1,4,30,1,3,35,1,1,45,1,2,40,1,1,35,1,3
2,14,7,7,6,4,2,1,3.29167E+14,23.33333333,3,4,21.66666667,3,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,7,7,6,6,0,1,0,15,1,4,15,1,3,35,1,1,45,1,2,40,1,1,45,1,3
0,14,0,14,6,6,0,2,0,15,1,4,15,1,3,15,1,1,15,1,2,20,1,1,20,1,3
2,14,10,4,6,4,2,1,1.08333E+14,15,2,4,32.5,2,3,35,1,1,40,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,3.20833E+14,27.5,2,4,35,1,3,35,1,1,35,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,3.16667E+14,25,4,4,30,1,3,35,1,1,45,1,2,40,1,1,40,1,3
2,14,10,4,6,4,2,1,33125,25,2,4,35,1,3,30,2,1,30,1,2,40,1,1,35,1,3
1,14,10,4,6,5,1,1,35,27.5,2,4,30,1,3,35,1,1,35,1,2,40,1,1,45,1,3
1,14,10,4,6,5,1,1,3.41667E+14,25,2,4,30,1,3,35,1,1,30,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,3.33333E+14,21.66666667,3,4,35,1,3,35,1,1,35,1,2,40,1,1,40,1,3
1,14,10,4,6,5,1,1,2.97222E+14,27.5,2,4,30,1,3,40,1,1,40,1,2,40,1,1,35,1,3
0,14,14,0,6,6,0,1,3.29167E+14,30,1,4,30,1,3,40,1,1,35,1,2,45,1,1,45,1,3
0,14,14,0,6,6,0,1,3.33333E+14,35,1,4,30,1,3,35,1,1,35,1,2,45,1,1,45,1,3
0,14,14,0,6,6,0,1,3.29167E+14,30,1,4,35,1,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,2.88889E+14,35,1,4,30,1,3,30,1,1,40,1,2,45,1,1,35,1,3
4,14,2,12,6,2,4,2,10.5,23.33333333,3,4,20,4,3,30,1,1,22.5,2,2,40,1,1,23.33333333,3,3
1,14,10,4,6,5,1,1,3.08333E+14,21.66666667,3,4,30,1,3,40,1,1,40,1,2,40,1,1,40,1,3
3,14,9,5,6,3,3,2,2.60833E+14,20,3,4,35,2,3,30,1,1,30,1,2,21.66666667,3,1,40,1,3
1,14,10,4,6,5,1,1,3.33333E+14,26,2,4,30,1,3,35,1,1,30,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,3.58333E+14,45,1,4,35,1,3,40,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,37.5,30,1,4,40,1,3,35,1,1,40,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,3.45833E+14,30,1,4,30,1,3,40,1,1,45,1,2,40,1,1,45,1,3
0,14,14,0,6,6,0,1,3.45833E+14,35,1,4,35,1,3,35,1,1,45,1,2,40,1,1,45,1,3
6,14,0,14,6,0,6,2,0,10,3,4,10,3,3,10,3,1,10,3,2,7.5,2,1,10,3,3
1,14,10,4,6,5,1,1,2.70833E+14,25,3,4,30,1,3,35,1,1,30,1,2,40,1,1,40,1,3
0,14,14,0,6,6,0,1,3.66667E+14,35,1,4,40,1,3,30,1,1,45,1,2,30,1,1,40,1,3
2,14,7,7,6,4,2,1,1.16667E+14,17.5,4,4,27.5,2,3,35,1,1,45,1,2,40,1,1,45,1,3
1,14,14,0,6,5,1,1,3.36667E+14,30,1,4,35,1,3,35,1,1,45,1,2,32.5,2,1,35,1,3
0,14,14,0,6,6,0,1,3.02778E+14,30,1,4,30,1,3,35,1,1,40,1,2,30,1,1,35,1,3
1,14,10,4,6,5,1,1,2.75833E+14,21.66666667,3,4,35,1,3,35,1,1,45,1,2,35,1,1,35,1,3
0,14,14,0,6,6,0,1,3.83333E+14,30,1,4,35,1,3,40,1,1,45,1,2,35,1,1,45,1,3
