GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
0;0;10;0;0;0;328.0;65.0;67.0;0.0;0.0;0.0;65.0;75.0;0;0.0;52.0;5;3;10;3;2015;
0;1;10;1;20;5;334.0;70.0;74.0;0.0;0.0;0.0;69.0;65.0;0;0.0;58.0;8;3;10;2;2015;
0;2;10;1;20;5;339.0;65.0;59.0;0.0;0.0;0.0;61.0;69.0;0;0.0;71.0;19;3;10;3;2015;
0;0;20;0;0;0;326.0;73.0;73.0;0.0;0.0;0.0;55.0;69.0;0;0.0;65.0;10;6;10;2;2015;
0;2;10;1;20;5;342.0;59.0;56.0;0.0;0.0;0.0;69.0;73.0;0;0.0;85.0;16;3;10;3;2015;
0;2;8;1;20;5;328.0;67.0;65.0;0.0;0.0;0.0;57.0;70.0;0;0.0;85.0;9;3;10;3;2015;
0;0;7;0;0;0;332.0;68.0;70.0;0.0;0.0;0.0;65.0;68.0;0;0.0;58.0;11;5;10;2;2015;
0;0;20;0;0;0;377.0;75.0;0.0;0.0;0.0;0.0;78.0;73.0;0;0.0;100.0;11;5;10;3;2016;
0;2;11;1;20;5;487.0;83.0;83.0;80.0;65.0;71.0;71.0;55.0;0;65.0;71.0;8;3;10;3;2016;
0;0;7;0;0;0;362.0;77.0;0.0;0.0;0.0;0.0;60.0;84.0;0;0.0;53.0;16;5;10;2;2016;
0;0;6;0;0;0;368.0;80.0;0.0;0.0;0.0;0.0;74.0;69.0;0;0.0;79.0;9;5;10;2;2016;1
0;0;15;0;0;0;368.0;71.0;0.0;0.0;0.0;0.0;67.0;78.0;0;0.0;76.0;4;3;10;3;2016;
0;0;2;0;0;0;377.0;93.0;0.0;0.0;0.0;0.0;67.0;72.0;0;0.0;91.0;18;3;10;3;2016;
0;0;10;0;0;0;355.0;87.0;0.0;0.0;0.0;0.0;58.0;68.0;0;0.0;88.0;11;3;10;3;2016;
1;2;2;1;20;5;443.0;68.0;68.0;62.0;65.0;71.0;71.0;51.0;0;65.0;59.0;10;5;10;4;2016;
0;0;10;0;0;0;359.0;87.0;0.0;0.0;0.0;0.0;61.0;68.0;0;0.0;82.0;5;3;10;3;2016;
0;1;18;1;20;5;482.0;65.0;65.0;97.0;62.0;71.0;71.0;68.0;0;54.0;54.0;18;3;10;2;2016;
0;0;8;0;0;0;398.0;89.0;0.0;0.0;0.0;0.0;76.0;81.0;0;0.0;68.0;10;3;10;3;2016;
0;0;8;0;0;0;368.0;83.0;0.0;0.0;0.0;0.0;65.0;70.0;0;0.0;64.0;10;3;10;3;2016;
0;1;20;1;122;18;437.0;85.0;85.0;65.0;56.0;58.0;58.0;41.0;0;49.0;45.0;15;6;10;2;2016;
0;0;8;0;0;0;398.0;100.0;0.0;0.0;0.0;0.0;69.0;75.0;0;0.0;76.0;9;3;10;2;2016;
0;0;4;0;0;0;384.0;90.0;0.0;0.0;0.0;0.0;67.0;83.0;0;0.0;77.0;19;6;10;2;2016;
0;0;8;0;0;0;362.0;76.0;0.0;0.0;0.0;0.0;73.0;76.0;0;0.0;64.0;5;3;10;2;2016;
0;0;15;0;0;0;361.0;87.0;0.0;0.0;0.0;0.0;58.0;80.0;0;0.0;68.0;10;5;10;2;2016;
0;0;10;0;0;0;416.0;90.0;0.0;0.0;0.0;0.0;80.0;80.0;0;0.0;80.0;20;3;10;3;2016;
0;0;16;0;0;0;350.0;80.0;0.0;0.0;0.0;0.0;58.0;78.0;0;0.0;82.0;19;2;10;3;2016;2
1;0;18;0;0;0;396.0;90.0;0.0;0.0;0.0;0.0;80.0;74.0;0;0.0;88.0;19;4;10;2;2016;
0;0;11;0;0;0;372.0;89.0;0.0;0.0;0.0;0.0;60.0;90.0;0;0.0;74.0;18;5;10;3;2016;
0;0;14;0;0;0;373.0;96.0;0.0;0.0;0.0;0.0;67.0;74.0;0;0.0;70.0;10;3;10;3;2016;
1;0;13;0;0;0;415.0;100.0;0.0;0.0;0.0;0.0;65.0;88.0;0;0.0;85.0;8;5;10;2;2016;
0;1;8;1;20;5;432.0;65.0;65.0;70.0;69.0;54.0;54.0;71.0;0;40.0;53.0;10;3;10;2;2016;1
1;0;16;0;0;0;383.0;90.0;0.0;0.0;0.0;0.0;74.0;70.0;0;0.0;79.0;10;2;10;3;2016;
0;0;9;0;0;0;363.0;87.0;0.0;0.0;0.0;0.0;62.0;66.0;0;0.0;77.0;11;4;10;3;2016;
0;0;4;0;0;0;375.0;82.0;0.0;0.0;0.0;0.0;69.0;74.0;0;0.0;85.0;20;4;10;3;2016;
0;0;18;0;0;0;357.0;89.0;0.0;0.0;0.0;0.0;63.0;71.0;0;0.0;64.0;19;3;10;2;2016;
0;0;20;0;0;0;380.0;93.0;0.0;0.0;0.0;0.0;60.0;74.0;0;0.0;80.0;10;5;10;3;2016;
0;0;10;0;0;0;383.0;80.0;0.0;0.0;0.0;0.0;65.0;83.0;0;0.0;77.0;16;3;10;2;2016;
0;0;5;0;0;0;373.0;78.0;0.0;0.0;0.0;0.0;71.0;80.0;0;0.0;79.0;9;6;10;2;2016;
0;0;4;0;0;0;375.0;90.0;0.0;0.0;0.0;0.0;67.0;76.0;0;0.0;71.0;7;3;10;3;2016;
0;0;12;0;0;0;378.0;87.0;0.0;0.0;0.0;0.0;63.0;76.0;0;0.0;70.0;10;3;10;2;2016;
0;0;10;0;0;0;405.0;96.0;0.0;0.0;0.0;0.0;80.0;77.0;0;0.0;79.0;20;3;10;2;2016;
1;0;18;0;0;0;362.0;74.0;0.0;0.0;0.0;0.0;80.0;74.0;0;0.0;85.0;11;3;10;3;2016;
0;0;9;0;0;0;402.0;96.0;0.0;0.0;0.0;0.0;71.0;76.0;0;0.0;80.0;19;4;10;3;2016;
0;0;17;0;0;0;407.0;100.0;0.0;0.0;0.0;0.0;63.0;91.0;0;0.0;79.0;10;5;10;2;2016;
0;0;14;0;0;0;358.0;84.0;0.0;0.0;0.0;0.0;65.0;70.0;0;0.0;63.0;8;6;10;2;2016;
1;0;10;0;0;0;392.0;89.0;0.0;0.0;0.0;0.0;75.0;84.0;0;0.0;78.0;13;3;10;2;2016;
0;0;20;0;0;0;385.0;72.0;0.0;0.0;0.0;0.0;80.0;77.0;0;0.0;71.0;2;6;10;2;2016;
0;0;19;0;0;0;378.0;82.0;0.0;0.0;0.0;0.0;78.0;69.0;0;0.0;54.0;20;5;10;2;2016;
0;0;19;0;0;0;365.0;84.0;0.0;0.0;0.0;0.0;69.0;75.0;0;0.0;60.0;15;5;10;2;2016;
0;0;17;0;0;0;355.0;82.0;0.0;0.0;0.0;0.0;62.0;74.0;0;0.0;60.0;20;3;10;3;2016;
0;0;9;0;0;0;375.0;84.0;0.0;0.0;0.0;0.0;57.0;81.0;0;0.0;71.0;20;3;10;3;2016;
0;0;8;0;0;0;373.0;79.0;0.0;0.0;0.0;0.0;67.0;73.0;0;0.0;71.0;16;3;10;2;2016;
0;0;10;0;0;0;359.0;82.0;0.0;0.0;0.0;0.0;69.0;71.0;0;0.0;64.0;8;3;10;3;2016;
1;0;10;0;0;0;411.0;100.0;0.0;0.0;0.0;0.0;80.0;80.0;0;0.0;85.0;7;3;10;3;2016;
0;0;11;0;0;0;387.0;82.0;0.0;0.0;0.0;0.0;73.0;78.0;0;0.0;80.0;10;5;10;4;2016;
0;0;20;0;0;0;379.0;87.0;0.0;0.0;0.0;0.0;71.0;68.0;0;0.0;79.0;19;6;10;2;2016;
0;0;19;0;0;0;370.0;84.0;0.0;0.0;0.0;0.0;62.0;83.0;0;0.0;79.0;20;5;10;3;2016;
1;0;10;0;0;0;376.0;96.0;0.0;0.0;0.0;0.0;73.0;71.0;0;0.0;65.0;8;3;10;3;2016;
0;0;20;0;0;0;380.0;90.0;0.0;0.0;0.0;0.0;71.0;71.0;0;0.0;77.0;20;2;10;3;2016;
1;0;9;0;0;0;390.0;96.0;0.0;0.0;0.0;0.0;69.0;79.0;0;0.0;77.0;20;4;10;3;2016;
0;0;7;0;0;0;359.0;84.0;0.0;0.0;0.0;0.0;62.0;69.0;0;0.0;76.0;20;5;10;2;2016;
0;0;10;0;0;0;397.0;90.0;0.0;0.0;0.0;0.0;80.0;76.0;0;0.0;77.0;11;3;10;2;2016;1
0;0;20;0;0;0;366.0;81.0;0.0;0.0;0.0;0.0;68.0;79.0;0;0.0;67.0;20;6;10;2;2016;
0;0;11;0;0;0;356.0;96.0;0.0;0.0;0.0;0.0;60.0;68.0;0;0.0;67.0;10;5;10;2;2016;
0;0;19;0;0;0;380.0;96.0;0.0;0.0;0.0;0.0;63.0;76.0;0;0.0;73.0;10;5;10;1;2016;1
0;0;11;0;0;0;357.0;89.0;0.0;0.0;0.0;0.0;56.0;69.0;0;0.0;82.0;4;3;10;3;2016;2
0;0;11;0;0;0;380.0;89.0;0.0;0.0;0.0;0.0;65.0;78.0;0;0.0;65.0;11;3;10;3;2016;
1;0;13;0;0;0;385.0;82.0;0.0;0.0;0.0;0.0;80.0;78.0;0;0.0;85.0;15;1;10;3;2016;1
0;0;2;0;0;0;401.0;76.0;0.0;0.0;0.0;0.0;77.0;80.0;0;0.0;91.0;5;1;10;2;2016;
0;1;14;1;20;5;477.0;71.0;71.0;66.0;69.0;62.0;62.0;62.0;0;75.0;52.0;10;6;10;3;2016;
1;0;15;0;0;0;377.0;82.0;0.0;0.0;0.0;0.0;69.0;73.0;0;0.0;85.0;20;3;10;3;2016;
1;0;20;0;0;0;376.0;80.0;0.0;0.0;0.0;0.0;80.0;78.0;0;0.0;59.0;20;6;10;2;2016;
0;0;18;0;0;0;394.0;100.0;0.0;0.0;0.0;0.0;71.0;68.0;0;0.0;80.0;18;6;10;1;2016;
0;0;16;0;0;0;362.0;72.0;0.0;0.0;0.0;0.0;65.0;83.0;0;0.0;80.0;11;2;10;3;2016;
0;0;9;0;0;0;377.0;93.0;0.0;0.0;0.0;0.0;65.0;73.0;0;0.0;77.0;20;3;10;2;2016;
0;0;7;0;0;0;390.0;84.0;0.0;0.0;0.0;0.0;80.0;70.0;0;0.0;76.0;19;5;10;2;2016;
0;0;11;0;0;0;394.0;84.0;0.0;0.0;0.0;0.0;76.0;76.0;0;0.0;100.0;8;3;10;3;2016;
0;1;19;1;20;5;467.0;71.0;71.0;66.0;76.0;64.0;64.0;64.0;0;61.0;57.0;9;5;10;1;2016;
1;0;20;0;0;0;355.0;82.0;0.0;0.0;0.0;0.0;65.0;74.0;0;0.0;59.0;9;6;10;1;2016;
0;0;8;0;0;0;359.0;84.0;0.0;0.0;0.0;0.0;63.0;86.0;0;0.0;57.0;8;3;10;2;2016;1
0;0;20;0;0;0;385.0;78.0;0.0;0.0;0.0;0.0;71.0;83.0;0;0.0;82.0;1;6;10;3;2016;
0;0;20;0;0;0;348.0;87.0;0.0;0.0;0.0;0.0;57.0;73.0;0;0.0;73.0;19;6;10;2;2016;
0;0;20;0;0;0;372.0;80.0;0.0;0.0;0.0;0.0;69.0;74.0;0;0.0;76.0;7;6;10;4;2016;
0;0;11;0;0;0;383.0;74.0;0.0;0.0;0.0;0.0;71.0;78.0;0;0.0;64.0;18;5;10;2;2016;
0;2;13;1;20;5;480.0;78.0;78.0;74.0;67.0;89.0;89.0;62.0;0;33.0;58.0;19;6;10;99;2016;
0;0;17;0;0;0;385.0;84.0;0.0;0.0;0.0;0.0;67.0;76.0;0;0.0;97.0;9;3;10;3;2016;
0;0;10;0;0;0;378.0;77.0;0.0;0.0;0.0;0.0;71.0;84.0;0;0.0;71.0;19;3;10;3;2016;
0;0;4;0;0;0;447.0;61.0;61.0;65.0;80.0;68.0;68.0;63.0;0;50.0;68.0;10;4;10;3;2016;
0;0;11;0;0;0;383.0;82.0;0.0;0.0;0.0;0.0;80.0;74.0;0;0.0;60.0;8;5;10;3;2016;
0;0;15;0;0;0;366.0;78.0;0.0;0.0;0.0;0.0;71.0;78.0;0;0.0;76.0;1;3;10;3;2016;2
0;1;4;1;20;5;435.0;65.0;65.0;79.0;70.0;60.0;60.0;55.0;0;49.0;53.0;20;6;10;2;2016;
0;0;10;0;0;0;389.0;83.0;0.0;0.0;0.0;0.0;69.0;73.0;0;0.0;88.0;10;3;10;3;2016;
0;0;20;0;0;0;382.0;87.0;0.0;0.0;0.0;0.0;67.0;78.0;0;0.0;82.0;16;6;10;2;2016;
0;0;20;0;0;0;380.0;78.0;0.0;0.0;0.0;0.0;74.0;90.0;0;0.0;82.0;4;6;10;2;2016;
0;0;18;0;0;0;371.0;93.0;0.0;0.0;0.0;0.0;67.0;70.0;0;0.0;70.0;10;3;10;3;2016;
0;0;11;0;0;0;367.0;82.0;0.0;0.0;0.0;0.0;69.0;76.0;0;0.0;70.0;20;5;10;2;2016;
0;0;20;0;0;0;379.0;86.0;0.0;0.0;0.0;0.0;73.0;74.0;0;0.0;70.0;15;6;10;3;2016;
0;1;19;1;20;5;433.0;81.0;81.0;67.0;67.0;57.0;57.0;62.0;0;45.0;46.0;10;5;10;2;2016;
0;0;8;0;0;0;370.0;81.0;0.0;0.0;0.0;0.0;67.0;78.0;0;0.0;76.0;20;3;10;2;2016;
0;0;16;0;0;0;370.0;70.0;0.0;0.0;0.0;0.0;69.0;87.0;0;0.0;84.0;11;4;10;4;2016;
0;0;9;0;0;0;365.0;84.0;0.0;0.0;0.0;0.0;65.0;71.0;0;0.0;62.0;7;4;10;3;2016;
0;0;8;0;0;0;401.0;92.0;0.0;0.0;0.0;0.0;67.0;75.0;0;0.0;65.0;10;3;10;3;2016;1
0;0;1;0;0;0;368.0;80.0;0.0;0.0;0.0;0.0;71.0;73.0;0;0.0;62.0;20;5;10;3;2016;
0;1;20;1;143;24;388.0;62.0;62.0;53.0;54.0;60.0;60.0;53.0;0;51.0;47.0;11;5;4;1;2016;
0;0;7;0;0;0;342.0;72.0;0.0;0.0;0.0;0.0;62.0;73.0;0;0.0;57.0;11;5;4;2;2016;
1;0;18;0;0;0;310.0;63.0;0.0;0.0;0.0;0.0;63.0;61.0;0;0.0;58.0;4;3;4;3;2016;
0;0;16;0;0;0;305.0;67.0;0.0;0.0;0.0;0.0;58.0;59.0;0;0.0;63.0;20;5;2;3;2016;
0;0;10;0;0;0;322.0;66.0;0.0;0.0;0.0;0.0;66.0;61.0;0;0.0;53.0;3;4;7;2;2016;
0;0;18;0;0;0;362.0;77.0;0.0;0.0;0.0;0.0;61.0;74.0;0;0.0;78.0;20;5;10;2;2016;
0;0;10;0;0;0;361.0;82.0;0.0;0.0;0.0;0.0;59.0;70.0;0;0.0;77.0;11;3;10;3;2016;
0;0;9;0;0;0;353.0;84.0;0.0;0.0;0.0;0.0;60.0;70.0;0;0.0;67.0;8;3;10;2;2016;2
0;0;11;0;0;0;360.0;78.0;0.0;0.0;0.0;0.0;67.0;72.0;0;0.0;82.0;20;5;10;3;2016;
0;0;10;0;0;0;360.0;76.0;0.0;0.0;0.0;0.0;65.0;73.0;0;0.0;79.0;19;6;10;3;2016;
0;0;10;0;0;0;355.0;80.0;0.0;0.0;0.0;0.0;60.0;73.0;0;0.0;63.0;8;3;10;3;2016;
0;0;16;0;0;0;352.0;84.0;0.0;0.0;0.0;0.0;63.0;67.0;0;0.0;85.0;10;2;10;3;2016;
0;0;4;0;0;0;359.0;77.0;0.0;0.0;0.0;0.0;67.0;71.0;0;0.0;91.0;7;4;10;2;2016;
0;0;10;0;0;0;354.0;76.0;0.0;0.0;0.0;0.0;60.0;76.0;0;0.0;74.0;14;3;10;3;2016;
1;0;20;0;0;0;367.0;76.0;0.0;0.0;0.0;0.0;71.0;71.0;0;0.0;79.0;8;6;10;2;2016;
0;0;16;0;0;0;360.0;87.0;0.0;0.0;0.0;0.0;65.0;65.0;0;0.0;63.0;10;3;10;3;2016;
0;1;8;1;20;5;420.0;58.0;58.0;73.0;59.0;60.0;60.0;58.0;0;48.0;54.0;20;3;10;2;2016;
0;2;20;1;181;15;436.0;59.0;59.0;70.0;63.0;62.0;62.0;63.0;0;60.0;60.0;20;6;10;1;2016;
0;1;11;1;20;5;425.0;81.0;81.0;59.0;60.0;57.0;57.0;63.0;0;55.0;65.0;9;5;10;2;2016;
0;1;8;1;20;5;431.71;69.03;69.03;60.87;66.78;64.17;64.17;64.46;0;54.22;47.17;10;5;10;2;2016;
0;0;10;0;0;0;359.0;80.0;0.0;0.0;0.0;0.0;67.0;66.0;0;0.0;79.0;18;3;10;3;2016;
0;0;20;0;0;0;351.0;80.0;0.0;0.0;0.0;0.0;63.0;71.0;0;0.0;70.0;18;6;10;3;2016;
0;0;11;0;0;0;352.0;87.0;0.0;0.0;0.0;0.0;69.0;63.0;0;0.0;63.0;9;5;10;3;2016;
0;0;11;0;0;0;358.0;71.0;0.0;0.0;0.0;0.0;76.0;77.0;0;0.0;58.0;5;5;10;2;2016;
0;0;4;0;0;0;363.0;81.0;0.0;0.0;0.0;0.0;65.0;66.0;0;0.0;67.0;20;4;10;2;2016;
0;0;20;0;0;0;387.0;96.0;0.0;0.0;0.0;0.0;63.0;78.0;0;0.0;68.0;19;6;10;1;2016;2
0;0;10;0;0;0;385.0;94.0;0.0;0.0;0.0;0.0;66.0;70.0;0;0.0;87.0;11;1;10;2;2016;
0;0;20;0;0;0;381.0;90.0;0.0;0.0;0.0;0.0;67.0;76.0;0;0.0;63.0;6;6;10;1;2016;
0;0;10;0;0;0;355.0;77.0;0.0;0.0;0.0;0.0;56.0;91.0;0;0.0;63.0;20;5;10;2;2016;
0;0;8;0;0;0;377.0;77.0;0.0;0.0;0.0;0.0;83.0;78.0;0;0.0;60.0;20;3;10;2;2016;
0;0;20;0;0;0;360.0;82.0;0.0;0.0;0.0;0.0;67.0;80.0;0;0.0;73.0;10;6;10;1;2016;
0;0;1;0;0;0;355.0;91.0;0.0;0.0;0.0;0.0;59.0;74.0;0;0.0;49.0;20;5;10;2;2016;
0;0;9;0;0;0;359.0;84.0;0.0;0.0;0.0;0.0;63.0;71.0;0;0.0;79.0;7;3;10;2;2016;
0;0;10;0;0;0;358.0;78.0;0.0;0.0;0.0;0.0;65.0;76.0;0;0.0;70.0;8;3;10;3;2016;
0;0;7;0;0;0;350.0;91.0;0.0;0.0;0.0;0.0;54.0;67.0;0;0.0;68.0;10;5;10;2;2016;2
0;0;14;0;0;0;348.0;80.0;0.0;0.0;0.0;0.0;62.0;74.0;0;0.0;67.0;18;2;10;3;2016;
0;0;8;0;0;0;355.0;74.0;0.0;0.0;0.0;0.0;65.0;77.0;0;0.0;60.0;19;3;10;2;2016;
0;0;20;0;0;0;357.0;72.0;0.0;0.0;0.0;0.0;63.0;74.0;0;0.0;73.0;16;3;10;3;2016;
0;0;20;0;0;0;344.0;80.0;0.0;0.0;0.0;0.0;65.0;70.0;0;0.0;70.0;20;6;10;2;2016;
0;0;20;0;0;0;340.0;78.0;0.0;0.0;0.0;0.0;56.0;76.0;0;0.0;54.0;11;6;10;1;2016;
0;0;9;0;0;0;346.0;84.0;0.0;0.0;0.0;0.0;59.0;67.0;0;0.0;62.0;6;4;10;3;2016;
0;0;10;0;0;0;340.0;75.0;0.0;0.0;0.0;0.0;60.0;77.0;0;0.0;61.0;7;3;10;3;2016;
1;0;18;0;0;0;346.0;76.0;0.0;0.0;0.0;0.0;63.0;73.0;0;0.0;65.0;20;3;10;3;2016;
0;0;20;0;0;0;355.0;80.0;0.0;0.0;0.0;0.0;65.0;62.0;0;0.0;91.0;11;3;10;3;2016;
0;0;8;0;0;0;347.0;74.0;0.0;0.0;0.0;0.0;71.0;71.0;0;0.0;65.0;20;4;10;3;2016;
0;0;4;0;0;0;343.0;82.0;0.0;0.0;0.0;0.0;62.0;65.0;0;0.0;67.0;8;6;10;1;2016;
0;0;20;0;0;0;345.0;76.0;0.0;0.0;0.0;0.0;58.0;69.0;0;0.0;87.0;6;6;10;2;2016;
0;0;6;0;0;0;337.0;78.0;0.0;0.0;0.0;0.0;60.0;72.0;0;0.0;43.0;11;5;10;1;2016;
0;0;11;0;0;0;347.0;77.0;0.0;0.0;0.0;0.0;63.0;67.0;0;0.0;70.0;20;5;10;3;2016;2
0;0;6;0;0;0;343.0;75.0;0.0;0.0;0.0;0.0;63.0;69.0;0;0.0;76.0;12;5;10;3;2016;
1;0;20;0;0;0;348.0;70.0;0.0;0.0;0.0;0.0;69.0;71.0;0;0.0;60.0;20;6;10;3;2016;
0;0;20;0;0;0;356.0;68.0;0.0;0.0;0.0;0.0;67.0;69.0;0;0.0;71.0;20;6;10;1;2016;
0;0;10;0;0;0;340.0;74.0;0.0;0.0;0.0;0.0;49.0;72.0;0;0.0;73.0;20;3;10;3;2016;
0;0;20;0;0;0;348.0;74.0;0.0;0.0;0.0;0.0;62.0;66.0;0;0.0;71.0;20;6;10;2;2016;
0;0;7;0;0;0;343.0;68.0;0.0;0.0;0.0;0.0;69.0;73.0;0;0.0;59.0;16;5;10;2;2016;
0;0;8;0;0;0;341.0;76.0;0.0;0.0;0.0;0.0;62.0;67.0;0;0.0;64.0;20;3;10;2;2016;
0;0;10;0;0;0;336.0;72.0;0.0;0.0;0.0;0.0;65.0;70.0;0;0.0;76.0;11;3;10;3;2016;
0;0;20;0;0;0;340.0;80.0;0.0;0.0;0.0;0.0;62.0;61.0;0;0.0;76.0;7;3;10;2;2016;
0;0;6;0;0;0;335.0;78.0;0.0;0.0;0.0;0.0;61.0;66.0;0;0.0;55.0;17;5;10;1;2016;
0;0;16;0;0;0;343.0;72.0;0.0;0.0;0.0;0.0;60.0;66.0;0;0.0;94.0;7;2;10;3;2016;
0;0;20;0;0;0;347.0;70.0;0.0;0.0;0.0;0.0;57.0;69.0;0;0.0;70.0;19;6;10;2;2016;
0;0;11;0;0;0;344.0;70.0;0.0;0.0;0.0;0.0;63.0;68.0;0;0.0;76.0;20;5;10;2;2016;
0;0;6;0;0;0;314.0;87.0;0.0;0.0;0.0;0.0;57.0;63.0;0;0.0;46.0;11;5;10;3;2016;
0;0;7;0;0;0;328.0;70.0;0.0;0.0;0.0;0.0;60.0;73.0;0;0.0;59.0;5;5;10;2;2016;
0;0;20;0;0;0;337.0;67.0;0.0;0.0;0.0;0.0;63.0;72.0;0;0.0;55.0;20;6;10;2;2016;
0;0;11;0;0;0;340.0;68.0;0.0;0.0;0.0;0.0;59.0;69.0;0;0.0;77.0;15;5;10;3;2016;
0;0;20;0;0;0;310.0;68.0;0.0;0.0;0.0;0.0;57.0;69.0;0;0.0;52.0;8;6;4;3;2016;
0;2;8;1;20;5;395.0;57.0;57.0;70.0;65.0;58.0;58.0;51.0;0;44.0;66.0;19;3;10;3;2016;
0;2;6;1;20;5;457.0;78.0;78.0;79.0;70.0;62.0;62.0;60.0;0;51.0;80.0;19;5;10;3;2016;
0;1;11;1;20;5;406.0;70.0;70.0;60.0;57.0;50.0;50.0;64.0;0;49.0;46.0;10;5;10;2;2016;
0;1;20;1;73;15;452.0;79.0;79.0;57.0;79.0;50.0;50.0;62.0;0;58.0;61.0;5;6;10;2;2016;
0;0;9;0;0;0;409.0;58.0;58.0;72.0;57.0;55.0;55.0;63.0;0;50.0;52.0;10;3;10;3;2016;2
0;1;20;1;190;15;443.0;68.0;68.0;74.0;65.0;68.0;68.0;62.0;0;43.0;37.0;10;6;10;2;2016;2
0;2;20;1;159;18;508.0;99.0;99.0;87.0;72.0;61.0;61.0;68.0;0;61.0;88.0;20;6;10;3;2016;2
0;1;20;1;181;15;397.0;61.0;61.0;65.0;55.0;59.0;59.0;59.0;0;50.0;51.0;20;6;10;1;2016;
0;1;10;1;29;15;413.0;67.0;67.0;60.0;55.0;64.0;64.0;54.0;0;42.0;75.0;8;6;10;2;2016;1
0;0;20;0;0;0;336.0;74.0;0.0;0.0;0.0;0.0;62.0;60.0;0;0.0;91.0;11;2;10;3;2016;
0;0;20;0;0;0;335.0;73.0;0.0;0.0;0.0;0.0;60.0;67.0;0;0.0;64.0;20;6;10;1;2016;
0;0;2;0;0;0;350.0;68.0;0.0;0.0;0.0;0.0;67.0;73.0;0;0.0;71.0;20;5;10;3;2016;2
0;0;7;0;0;0;342.0;74.0;0.0;0.0;0.0;0.0;63.0;62.0;0;0.0;70.0;11;5;10;2;2016;
0;0;17;0;0;0;324.0;74.0;0.0;0.0;0.0;0.0;57.0;72.0;0;0.0;50.0;11;2;10;2;2016;
0;0;7;0;0;0;366.0;91.0;0.0;0.0;0.0;0.0;72.0;64.0;0;0.0;70.0;6;5;10;2;2016;
1;0;15;0;0;0;352.0;80.0;0.0;0.0;0.0;0.0;62.0;68.0;0;0.0;85.0;10;5;10;2;2016;
0;0;20;0;0;0;334.0;78.0;0.0;0.0;0.0;0.0;60.0;69.0;0;0.0;67.0;8;6;10;3;2016;2
0;0;20;0;0;0;404.0;100.0;0.0;0.0;0.0;0.0;72.0;72.0;0;0.0;70.0;4;5;10;4;2016;2
0;0;5;0;0;0;349.0;78.0;0.0;0.0;0.0;0.0;63.0;74.0;0;0.0;77.0;19;6;10;2;2016;
1;0;20;0;0;0;357.0;76.0;0.0;0.0;0.0;0.0;71.0;69.0;0;0.0;80.0;7;6;10;2;2016;
0;0;15;0;0;0;358.0;78.0;0.0;0.0;0.0;0.0;67.0;64.0;0;0.0;53.0;4;3;10;3;2016;
0;0;8;0;0;0;337.0;67.0;0.0;0.0;0.0;0.0;67.0;75.0;0;0.0;58.0;18;3;10;3;2016;
1;0;19;0;0;0;378.0;77.0;0.0;0.0;0.0;0.0;84.0;73.0;0;0.0;93.0;4;5;10;2;2016;
0;0;10;0;0;0;372.0;100.0;0.0;0.0;0.0;0.0;62.0;70.0;0;0.0;65.0;8;5;10;1;2016;
0;0;10;0;0;0;357.0;86.0;0.0;0.0;0.0;0.0;66.0;70.0;0;0.0;71.0;10;3;10;3;2016;
0;0;5;0;0;0;375.0;76.0;0.0;0.0;0.0;0.0;74.0;84.0;0;0.0;59.0;20;6;10;1;2016;
0;0;10;0;0;0;330.0;72.0;0.0;0.0;0.0;0.0;65.0;71.0;0;0.0;76.0;1;3;10;2;2016;
0;0;10;0;0;0;351.0;82.0;0.0;0.0;0.0;0.0;63.0;75.0;0;0.0;55.0;8;3;10;3;2016;
0;0;20;0;0;0;337.0;65.0;0.0;0.0;0.0;0.0;67.0;74.0;0;0.0;53.0;7;6;10;1;2016;2
0;0;20;0;0;0;365.0;80.0;0.0;0.0;0.0;0.0;65.0;81.0;0;0.0;62.0;8;6;10;3;2016;
0;0;8;0;0;0;334.0;68.0;0.0;0.0;0.0;0.0;61.0;69.0;0;0.0;88.0;15;3;10;3;2016;2
0;0;11;0;0;0;351.0;78.0;0.0;0.0;0.0;0.0;64.0;69.0;0;0.0;61.0;20;5;10;2;2016;
0;0;20;0;0;0;372.0;88.0;0.0;0.0;0.0;0.0;64.0;74.0;0;0.0;65.0;19;6;10;2;2016;
0;0;20;0;0;0;352.0;72.0;0.0;0.0;0.0;0.0;78.0;69.0;0;0.0;63.0;7;6;10;2;2016;
1;0;12;0;0;0;394.0;88.0;0.0;0.0;0.0;0.0;77.0;76.0;0;0.0;77.0;8;5;10;2;2016;
0;0;11;0;0;0;329.0;74.0;0.0;0.0;0.0;0.0;53.0;73.0;0;0.0;55.0;18;5;10;2;2016;
1;0;6;0;0;0;368.0;88.0;0.0;0.0;0.0;0.0;69.0;76.0;0;0.0;65.0;11;5;10;2;2016;
0;0;10;0;0;0;379.0;93.0;0.0;0.0;0.0;0.0;58.0;71.0;0;0.0;82.0;10;3;10;3;2016;2
