CAR_OCHO,NCC_OCHO,NCA_OCHO,NCP_OCHO,NAC_OCHO,NAA_OCHO,NAP_OCHO,EPA_OCHO,PROMEDIO_NUEVE,NOTA_TELEC_UNO,VECES_TELEC_UNO,CREDITOS_TELEC_UNO,NOTA_TELEMA_UNO,VECES_TELEMA_UNO,CREDITOS_TELEMA_UNO,NOTA_C_UNO,VECES_C_UNO,CREDITOS_C_UNO,NOTA_INSIND,VECES_INSIND,CREDITOS_INSIND,NOTA_BIOING_UNO,VECES_BIOING_UNO,CREDITOS_BIOING_UNO,NOTA_INGECO,VECES_INGECO,CREDITOS_INGECO,NOTA_STG,VECES_STG,CREDITOS_STG,NOTAS_BDATOS,VECES_BDATOS,CREDITOS_BDATOS
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.20833E+14,38,1,3,40,1,2,30,1,3,34,1,3,48,1,2,36,1,2,47,1,1,33,1,2
1,18,16,2,8,7,1,1,4.21667E+14,39,1,3,40,1,2,40,1,3,39,1,3,42,1,2,42,1,2,45,1,1,28.5,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,39.25,31,1,3,38,1,2,30,1,3,36,1,3,48,1,2,44,1,2,44,1,1,41,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.26667E+14,40,1,3,43,1,2,31,1,3,38,1,3,46,1,2,46,1,2,49,1,1,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.13333E+14,48,1,3,46,1,2,45,1,3,40,1,3,46,1,2,43,1,2,41,1,1,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,3.59167E+14,29.5,2,3,33,1,2,33,1,3,43,1,3,45,1,2,37,1,2,35,1,1,33,1,2
1,18,16,2,8,7,1,1,40,33,1,3,36,1,2,33,1,3,36,1,3,41,1,2,44,1,2,44,1,1,23.5,2,2
0,18,18,0,8,8,0,1,4.33333E+14,48,1,3,47,1,2,35,1,3,45,1,3,44,1,2,44,1,2,46,1,1,49,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
3,18,13,5,8,5,3,2,4.43333E+14,34,1,3,36,1,2,21,2,3,35,1,3,49,1,2,30,2,2,45,1,1,17.5,2,2
0,18,18,0,8,8,0,1,4.38333E+14,39,1,3,40,1,2,40,1,3,37,1,3,46,1,2,45,1,2,43,1,1,41,1,2
1,18,15,3,8,7,1,1,43,32,1,3,32,1,2,21,2,3,30,1,3,44,1,2,33,1,2,45,1,1,42,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,45.5,37,1,3,45,1,2,29.5,2,3,41,1,3,43,1,2,40,1,2,47,1,1,38,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
5,18,10,8,8,3,5,2,38,27,2,3,35,1,2,19,3,3,32.5,2,3,44,1,2,31,1,2,30,2,1,29,2,2
0,18,18,0,8,8,0,1,39.75,41,1,3,35,1,2,31,1,3,32,1,3,45,1,2,31,1,2,42,1,1,44,1,2
2,18,12,6,8,6,2,1,3.96667E+14,28,3,3,41,1,2,16.5,2,3,36,1,3,43,1,2,36,1,2,43,1,1,32,1,2
1,18,0,18,1,0,1,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,4.5,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.48333E+14,46,1,3,43,1,2,36,1,3,34,1,3,48,1,2,44,1,2,46,1,1,49,1,2
1,18,15,3,8,7,1,1,4.01667E+14,39,1,3,39,1,2,24.33333333,3,3,32,1,3,49,1,2,35,1,2,45,1,1,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,15,3,8,7,1,1,4.34167E+14,38,1,3,41,1,2,27.5,2,3,47,1,3,46,1,2,45,1,2,45,1,1,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,15,3,8,7,1,1,4.18333E+14,37,1,3,35,1,2,21.5,2,3,30,1,3,49,1,2,39,1,2,47,1,1,40,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,41,1,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,35,1,2,0,0,2,0,0,1,0,0,2
1,18,15,3,8,7,1,1,37,33,1,3,42,1,2,26.33333333,3,3,41,1,3,49,1,2,34,1,2,50,1,1,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,37,1,2
0,18,4,14,2,2,0,2,1.36667E+14,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,34,1,2,0,0,1,40,1,2
0,18,18,0,8,8,0,1,43,36,1,3,39,1,2,38,1,3,34,1,3,40,1,2,30,1,2,42,1,1,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,3.86667E+14,39,1,3,40,1,2,32,2,3,40,1,3,43,1,2,34,1,2,45,1,1,42,1,2
0,18,18,0,8,8,0,1,4.31667E+14,42,1,3,32,1,2,37,1,3,36,1,3,46,1,2,38,1,2,49,1,1,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
4,18,12,6,8,4,4,2,3.70833E+14,45,1,3,34,1,2,23,2,3,30,2,3,41,1,2,31,1,2,25.5,2,1,27.5,2,2
0,18,18,0,8,8,0,1,4.04167E+14,30,1,3,38,1,2,32,1,3,31,1,3,44,1,2,34,1,2,44,1,1,43,1,2
0,18,4,14,2,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,48,1,2,0,0,2,0,0,1,45,1,2
1,18,17,1,8,7,1,1,34.5,40,1,3,37,1,2,40,1,3,35,1,3,47,1,2,35,1,2,12,4,1,34,1,2
2,18,15,3,8,6,2,1,3.53333E+14,26.5,2,3,37,1,2,35,1,3,41,1,3,48,1,2,38,1,2,34.5,2,1,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,0,18,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,27,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,15,3,8,7,1,1,38,32,1,3,42,1,2,22.66666667,3,3,32,1,3,48,1,2,38,1,2,42,1,1,41,1,2
0,0,0,0,0,0,0,0,2.5,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,43.5,46,1,3,40,1,2,33,1,3,32,1,3,49,1,2,46,1,2,45,1,1,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,15,3,8,7,1,1,41,40,1,3,31,1,2,26,3,3,38,1,3,49,1,2,30,1,2,40,1,1,38,1,2
2,18,15,3,8,6,2,1,3.78333E+14,34,1,3,30,1,2,31,2,3,29,2,3,48,1,2,38,1,2,40,1,1,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.63333E+14,36,1,3,41,1,2,32,1,3,43,1,3,43,1,2,38,1,2,50,1,1,39,1,2
0,18,18,0,8,8,0,1,4.16667E+14,47,1,3,43,1,2,37,1,3,42,1,3,43,1,2,44,1,2,48,1,1,44,1,2
1,18,2,16,2,1,1,2,0,0,0,3,0,0,2,9.5,2,3,0,0,3,0,0,2,0,0,2,0,0,1,40,1,2
0,18,18,0,8,8,0,1,45,44,1,3,38,1,2,40,1,3,42,1,3,43,1,2,44,1,2,49,1,1,41,1,2
0,18,18,0,8,8,0,1,4.31667E+14,43,1,3,42,1,2,39,1,3,36,1,3,45,1,2,42,1,2,49,1,1,42,1,2
1,18,18,0,8,7,1,1,4.01667E+14,48,1,3,42,1,2,31,2,3,36,1,3,46,1,2,43,1,2,44,1,1,41,1,2
0,18,18,0,8,8,0,1,43.5,45,1,3,42,1,2,41,1,3,41,1,3,43,1,2,44,1,2,49,1,1,41,1,2
1,18,18,0,8,7,1,1,3.89167E+14,33,1,3,33,1,2,34,1,3,39,1,3,45,1,2,48,1,2,50,1,1,35,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.43333E+14,40,1,3,42,1,2,38,1,3,44,1,3,39,1,2,42,1,2,45,1,1,48,1,2
1,18,15,3,8,7,1,1,34.75,36,1,3,32,1,2,19,2,3,42,1,3,49,1,2,37,1,2,45,1,1,41,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,3.78333E+14,30.5,2,3,34,1,2,42,1,3,33,1,3,49,1,2,33,1,2,41,1,1,41,1,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,46,1,2
0,18,18,0,8,8,0,1,4.16667E+14,36,1,3,41,1,2,31,1,3,30,1,3,40,1,2,41,1,2,49,1,1,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,43.5,41,1,3,47,1,2,33,1,3,33,1,3,44,1,2,42,1,2,46,1,1,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
2,18,13,5,8,6,2,1,4.08333E+14,35,1,3,42,1,2,19.33333333,3,3,36,1,3,48,1,2,22,2,2,41,1,1,40,1,2
0,18,18,0,8,8,0,1,3.75833E+14,41,1,3,42,1,2,31,1,3,43,1,3,48,1,2,34,1,2,45,1,1,47,1,2
0,18,18,0,8,8,0,1,3.96667E+14,36,1,3,33,1,2,31,1,3,43,1,3,47,1,2,44,1,2,40,1,1,41,1,2
2,18,18,0,8,6,2,1,40.5,42,1,3,30,2,2,32,1,3,32,1,3,45,1,2,43,1,2,47,1,1,31.5,2,2
3,18,12,6,8,5,3,2,4.06667E+14,26.5,2,3,30,1,2,26.5,2,3,32,1,3,48,1,2,30,2,2,45,1,1,33,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,3.43333E+14,37,1,3,38,1,2,34,1,3,38,1,3,43,1,2,30.5,2,2,33,1,1,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
2,18,16,2,7,5,2,1,41,31.5,2,3,36,1,2,30,1,3,41,1,3,49,1,2,33,2,2,39,1,1,0,0,2
0,18,18,0,8,8,0,1,3.63333E+14,40,1,3,35,1,2,42,1,3,34,1,3,48,1,2,42,1,2,43,1,1,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,3.81667E+14,32,1,3,41,1,2,33,1,3,34,1,3,48,1,2,43,1,2,38,1,1,35,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,41,39,1,3,41,1,2,33,1,3,34,1,3,43,1,2,48,1,2,42,1,1,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.51667E+14,43,1,3,45,1,2,31,1,3,39,1,3,46,1,2,42,1,2,48,1,1,36,1,2
0,18,2,16,2,2,0,2,0,0,0,3,1,1,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,32,1,2
2,18,13,5,8,6,2,1,35.75,30,1,3,33,1,2,24,2,3,33,1,3,49,1,2,37,1,2,43,1,1,14,3,2
1,18,5,13,4,3,1,2,8.5,0,0,3,0,0,2,24.33333333,3,3,0,0,3,49,1,2,0,1,2,40,1,1,42,1,2
1,18,11,7,6,5,1,2,0,13.5,2,3,37,1,2,35,1,3,0,0,3,47,1,2,44,1,2,0,0,1,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.26667E+14,32,1,3,39,1,2,34,1,3,41,1,3,43,1,2,44,1,2,44,1,1,45,1,2
2,18,15,3,8,6,2,1,3.73333E+14,32,1,3,30,1,2,21,2,3,29.5,2,3,49,1,2,35,1,2,48,1,1,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
2,18,13,5,8,6,2,1,40,42,1,3,40,1,2,23.66666667,3,3,34,1,3,48,1,2,22,2,2,47,1,1,43,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,2,2,0,2,0,0,0,3,0,0,2,5,1,3,0,0,3,0,0,2,0,0,2,0,0,1,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,4,14,3,3,0,2,0,0,0,3,0,0,2,7,1,3,0,0,3,43,1,2,0,0,2,0,0,1,36,1,2
4,18,12,6,8,4,4,2,24.2,26,2,3,39,1,2,30,1,3,30,1,3,47,1,2,26.5,2,2,19,2,1,32.5,2,2
3,18,14,4,8,5,3,2,3.44167E+14,32,2,3,37,1,2,26,2,3,39,1,3,48,1,2,32,1,2,0.5,2,1,41,1,2
0,18,18,0,8,8,0,1,4.48333E+14,38,1,3,41,1,2,30,1,3,38,1,3,45,1,2,47,1,2,48,1,1,45,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,16,2,8,7,1,1,4.36667E+14,38,1,3,41,1,2,40,1,3,48,1,3,48,1,2,43,1,2,45,1,1,24.5,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,34,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,41.5,41,1,3,40,1,2,30,1,3,36,1,3,44,1,2,42,1,2,48,1,1,48,1,2
0,18,18,0,8,8,0,1,3.80833E+14,32,1,3,41,1,2,33,1,3,34,1,3,48,1,2,40,1,2,43,1,1,48,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.01667E+14,30,1,3,36,1,2,32,1,3,38,1,3,43,1,2,40,1,2,40,1,1,46,1,2
1,18,18,0,8,7,1,1,4.33333E+14,45,1,3,42,1,2,32,2,3,35,1,3,46,1,2,33,1,2,44,1,1,40,1,2
1,18,18,0,8,7,1,1,4.03333E+14,32,1,3,39,1,2,33,2,3,35,1,3,44,1,2,42,1,2,43,1,1,39,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.03333E+14,37,1,3,38,1,2,34,1,3,31,1,3,48,1,2,42,1,2,46,1,1,45,1,2
0,18,18,0,8,8,0,1,4.18333E+14,44,1,3,48,1,2,48,1,3,39,1,3,44,1,2,48,1,2,43,1,1,47,1,2
1,18,15,3,8,7,1,1,39.5,30,1,3,46,1,2,27,2,3,44,1,3,45,1,2,43,1,2,45,1,1,45,1,2
0,18,18,0,8,8,0,1,4.16667E+14,42,1,3,50,1,2,33,1,3,41,1,3,45,1,2,38,1,2,46,1,1,46,1,2
0,18,18,0,8,8,0,1,4.26667E+14,48,1,3,45,1,2,43,1,3,42,1,3,43,1,2,46,1,2,42,1,1,47,1,2
0,18,18,0,8,8,0,1,4.08333E+14,35,1,3,34,1,2,34,1,3,44,1,3,49,1,2,39,1,2,45,1,1,46,1,2
0,18,18,0,8,8,0,1,4.28333E+14,31,1,3,37,1,2,39,1,3,39,1,3,44,1,2,39,1,2,50,1,1,31,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.38333E+14,48,1,3,45,1,2,34,1,3,43,1,3,44,1,2,40,1,2,49,1,1,44,1,2
1,18,18,0,8,7,1,1,39.5,38,1,3,30,1,2,47,1,3,41,1,3,49,1,2,34,1,2,47,1,1,30,2,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,37,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,43.5,47,1,3,42,1,2,41,1,3,43,1,3,43,1,2,41,1,2,48,1,1,46,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,4.08333E+14,34,1,3,42,1,2,40,1,3,44,1,3,48,1,2,43,1,2,45,1,1,31,2,2
0,18,5,13,3,3,0,2,0,30,1,3,0,0,2,11,1,3,0,0,3,0,0,2,0,0,2,0,0,1,44,1,2
0,18,3,15,2,2,0,2,21,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,37,1,2,40,1,1,0,0,2
0,18,18,0,8,8,0,1,4.13333E+14,43,1,3,45,1,2,43,1,3,39,1,3,46,1,2,36,1,2,41,1,1,47,1,2
0,18,6,12,3,3,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,48,1,2,32,1,2,0,0,1,44,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,2,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,25,1,2,0,0,1,36,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,40,1,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,18,0,8,8,0,1,4.58333E+14,43,1,3,45,1,2,41,1,3,40,1,3,45,1,2,40,1,2,47,1,1,45,1,2
0,18,18,0,8,8,0,1,4.13333E+14,34,1,3,37,1,2,32,1,3,40,1,3,43,1,2,36,1,2,49,1,1,37,1,2
0,18,18,0,8,8,0,1,4.51667E+14,40,1,3,38,1,2,31,1,3,39,1,3,47,1,2,40,1,2,50,1,1,32,1,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,18,0,8,7,1,1,3.91667E+14,30,1,3,36,1,2,30.66666667,3,3,30,1,3,48,1,2,35,1,2,49,1,1,37,1,2
1,18,16,2,7,6,1,1,40.25,30,2,3,39,1,2,35,1,3,41,1,3,44,1,2,34,1,2,44,1,1,0,0,2
1,18,16,2,7,6,1,1,4.43333E+14,41,1,3,42,1,2,29.5,2,3,34,1,3,43,1,2,45,1,2,50,1,1,0,0,2
0,18,16,2,7,7,0,1,42.5,35,1,3,38,1,2,37,1,3,35,1,3,48,1,2,48,1,2,45,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,16,2,7,6,1,1,3.93333E+14,37,1,3,39,1,2,32,2,3,33,1,3,44,1,2,44,1,2,50,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,18,16,2,7,7,0,1,4.46667E+14,40,1,3,34,1,2,44,1,3,41,1,3,48,1,2,48,1,2,50,1,1,0,0,2
0,18,2,16,1,1,0,2,0,0,0,3,0,0,2,0,0,3,0,0,3,44,1,2,0,0,2,0,0,1,0,0,2
0,18,16,2,7,7,0,1,3.96667E+14,35,1,3,37,1,2,39,1,3,35,1,3,43,1,2,34,1,2,37,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,15,3,7,6,1,1,34.75,32,1,3,40,1,2,33,1,3,34,1,3,48,1,2,48,1,2,20,2,1,0,0,2
0,18,16,2,7,7,0,1,40,31,1,3,33,1,2,40,1,3,30,1,3,49,1,2,33,1,2,35,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
1,18,13,5,7,6,1,1,4.06667E+14,34,1,3,41,1,2,24,2,3,40,1,3,44,1,2,36,1,2,43,1,1,0,0,2
2,18,16,2,7,5,2,1,4.26667E+14,30.5,2,3,35,1,2,30,2,3,40,1,3,49,1,2,34,1,2,50,1,1,0,0,2
0,18,16,2,7,7,0,1,4.11667E+14,39,1,3,45,1,2,32,1,3,34,1,3,45,1,2,43,1,2,48,1,1,0,0,2
0,18,16,2,7,7,0,1,43,35,1,3,39,1,2,39,1,3,31,1,3,44,1,2,48,1,2,50,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,2
2,18,10,8,7,5,2,1,36.25,27.5,2,3,33,1,2,27,2,3,35,1,3,46,1,2,37,1,2,50,1,1,0,0,2
0,18,16,2,7,7,0,1,43,35,1,3,45,1,2,41,1,3,43,1,3,48,1,2,38,1,2,45,1,1,0,0,2
