CAR_TRES,NCC_TRES,NCA_TRES,NCP_TRES,NAC_TRES,NAA_TRES,NAP_TRES,EPA_TRES,PROMEDIO_CUATRO,NOTA_MULTI,VECES_MULTI,CREDITOS_MULTI,NOTA_CIR_DOS,VECES_CIR_DOS,CREDITOS_CIR_DOS,NOTA_FIS_TRES,VECES_FIS_TRES,CREDITOS_FIS_TRES,NOTA_ECUA,VECES_ECUA,CREDITOS_ECUA,NOTA_EL_UNO,VECES_EL_UNO,CREDITOS_EL_UNO,NOTA_TERMO,VECES_TERMO,CREDITOS_TERMO
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,15,9,6,5,3,2,2,36.5,14,2,3,0,0,3,40,1,3,36,1,3,0,0,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,41.52941176,45,1,3,37,1,3,30,1,3,47,1,3,45,1,3,47,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,15,1,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,32.58823529,32,1,3,34,2,3,31,1,3,30,1,3,32,1,3,36,1,3
4,36,18,18,12,6,6,2,37,34,2,3,39,2,3,35,1,3,34,3,3,33,3,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,36,12,24,12,4,8,2,31.8,30,3,3,7,1,3,39,3,3,42,3,3,27,1,3,32,1,3
3,21,3,18,7,1,6,2,15,15,2,3,0,0,3,37,3,3,21,2,3,0,0,3,0,0,3
2,27,18,9,9,6,3,2,29.70588235,30,2,3,30,3,3,35,1,3,31,1,3,40,1,3,30,1,3
3,30,3,27,10,1,9,2,0,0,1,3,10,2,3,32,3,3,0,1,3,7,2,3,0,1,3
1,21,18,3,7,6,1,2,27.5,31,1,3,30,2,3,30,1,3,40,1,3,33,1,3,33,1,3
0,18,18,0,6,6,0,1,32.05263158,40,1,3,31,1,3,30,1,3,36,1,3,31,1,3,34,1,3
1,21,15,6,7,5,2,2,41,37,2,3,22,1,3,35,1,3,37,1,3,34,1,3,34,1,3
1,21,18,3,7,6,1,1,39.70588235,38,1,3,32,2,3,39,1,3,43,1,3,41,1,3,47,1,3
1,24,18,6,8,6,2,2,32.9,31,1,3,34,3,3,40,1,3,30,1,3,30,1,3,30,1,3
1,24,18,6,8,6,2,2,37.47058824,42,1,3,30,1,3,43,3,3,43,1,3,41,1,3,38,1,3
2,24,18,6,8,6,2,2,29.9,33,1,3,33,2,3,43,2,3,33,1,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,38.76470588,40,1,3,31,1,3,35,1,3,47,1,3,45,1,3,45,1,3
2,30,15,15,10,5,5,2,24.36842105,30,2,3,28,4,3,40,1,3,34,1,3,35,1,3,33,1,3
0,18,18,0,6,6,0,1,30.80952381,40,1,3,34,1,3,35,1,3,40,1,3,39,1,3,39,1,3
1,21,18,3,7,6,1,2,28.54545455,31,1,3,33,2,3,41,1,3,30,1,3,31,1,3,31,1,3
0,18,18,0,6,6,0,1,26.63157895,36,1,3,40,1,3,35,1,3,41,1,3,36,1,3,37,1,3
4,36,15,21,12,5,7,2,28.16666667,35,3,3,22,2,3,30,1,3,33,1,3,30,2,3,36,3,3
1,21,18,3,7,6,1,2,33.31578947,42,1,3,30,2,3,30,1,3,32,1,3,41,1,3,34,1,3
2,24,18,6,8,6,2,2,33.88235294,30,1,3,37,2,3,31,1,3,30,1,3,37,2,3,30,1,3
0,18,18,0,6,6,0,1,37.23529412,31,1,3,35,1,3,30,1,3,31,1,3,34,1,3,34,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,33.68421053,34,1,3,37,1,3,35,1,3,34,1,3,40,1,3,38,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,26.56521739,35,2,3,33,1,3,40,1,3,34,1,3,39,1,3,31,1,3
4,30,15,15,10,5,5,2,25.29411765,38,2,3,29,1,3,39,2,3,31,2,3,33,1,3,33,2,3
2,24,18,6,8,6,2,2,26.77272727,43,1,3,30,2,3,43,2,3,31,1,3,34,1,3,42,1,3
1,21,18,3,7,6,1,1,36.05882353,31,1,3,37,2,3,30,1,3,40,1,3,38,1,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,15,3,12,5,1,4,2,35,0,0,3,18,2,3,30,1,3,0,0,3,21,2,3,0,0,3
3,27,18,9,9,6,3,2,29.5,38,2,3,30,2,3,35,1,3,31,2,3,32,1,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,37.94117647,40,1,3,30,1,3,40,1,3,39,1,3,39,1,3,39,1,3
1,21,18,3,7,6,1,2,29.7,33,2,3,33,1,3,35,1,3,30,1,3,33,1,3,30,1,3
0,18,18,0,6,6,0,1,23.66666667,33,1,3,30,1,3,43,1,3,30,1,3,31,1,3,43,1,3
0,18,18,0,6,6,0,1,34.47058824,32,1,3,34,1,3,35,1,3,30,1,3,35,1,3,36,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,27.5,34,1,3,30,1,3,40,1,3,40,1,3,32,1,3,30,1,3
0,18,18,0,6,6,0,1,38.70588235,39,1,3,36,1,3,40,1,3,37,1,3,39,1,3,38,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,38.76470588,30,1,3,41,2,3,30,1,3,44,1,3,34,1,3,41,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,15,9,6,5,3,2,2,39,0,0,3,26,2,3,33,1,3,34,1,3,35,1,3,0,0,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,33,1,3,0,0,3,0,0,3,0,0,3
3,30,15,15,10,5,5,2,22.63636364,31,2,3,19,3,3,35,1,3,31,1,3,38,1,3,35,2,3
1,12,9,3,4,3,1,2,36,0,0,3,0,0,3,30,1,3,30,2,3,0,0,3,32,1,3
2,24,18,6,8,6,2,2,30.68421053,33,1,3,37,1,3,33,2,3,35,2,3,30,1,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,32.68421053,31,1,3,36,1,3,40,1,3,33,1,3,34,1,3,39,1,3
0,3,0,3,1,0,1,0,0,0,0,3,0,0,3,0,1,3,0,0,3,0,0,3,0,0,3
1,21,15,6,7,5,2,2,25.58823529,38,2,3,26,1,3,35,1,3,32,1,3,33,1,3,37,1,3
1,24,18,6,8,6,2,2,24.25,39,1,3,38,3,3,30,1,3,31,1,3,31,1,3,37,1,3
0,9,6,3,3,2,1,2,14,34,1,3,0,0,3,31,1,3,10,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,33,18,15,11,6,5,2,21.2,36,3,3,37,1,3,32,2,3,30,3,3,30,1,3,30,1,3
1,21,18,3,7,6,1,1,22.91304348,35,1,3,34,2,3,33,1,3,41,1,3,41,1,3,44,1,3
4,36,18,18,12,6,6,2,25.86956522,30,2,3,32,3,3,35,1,3,30,3,3,34,2,3,45,1,3
0,18,18,0,6,6,0,1,34,31,1,3,42,1,3,45,1,3,30,1,3,42,1,3,31,1,3
0,18,18,0,6,6,0,1,39.47058824,37,1,3,42,1,3,30,1,3,42,1,3,38,1,3,44,1,3
2,27,18,9,9,6,3,2,26.23809524,32,1,3,30,3,3,45,1,3,33,1,3,33,2,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,15,6,7,5,2,2,28.33333333,30,1,3,21,2,3,40,1,3,31,1,3,30,1,3,42,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,41.70588235,41,1,3,44,1,3,36,1,3,41,1,3,44,1,3,45,1,3
0,9,3,6,3,1,2,2,24,8,1,3,0,0,3,31,1,3,16,1,3,0,0,3,0,0,3
1,24,15,9,8,5,3,2,26,30,1,3,25,3,3,45,1,3,31,1,3,33,1,3,31,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,27.13636364,38,1,3,30,1,3,47,1,3,40,1,3,31,1,3,43,1,3
0,3,3,0,1,1,0,1,35,0,0,3,0,0,3,34,1,3,0,0,3,0,0,3,0,0,3
2,27,15,12,9,5,4,2,26.75,39,2,3,26,3,3,34,1,3,30,1,3,32,1,3,35,1,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,31,2,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,15,0,0,3,0,0,3,36,1,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,38.52941176,39,1,3,44,1,3,45,1,3,34,1,3,37,1,3,31,1,3
0,18,18,0,6,6,0,1,36.88235294,36,1,3,31,1,3,41,1,3,44,1,3,43,1,3,41,1,3
1,15,6,9,5,2,3,2,12,2,1,3,0,0,3,30,1,3,1,1,3,0,0,3,39,2,3
2,12,0,12,4,0,4,2,5,20,2,3,0,0,3,17,2,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,34.52631579,35,1,3,41,1,3,43,1,3,37,1,3,36,1,3,45,1,3
0,18,18,0,6,6,0,1,38.70588235,46,1,3,47,1,3,47,1,3,41,1,3,42,1,3,45,1,3
1,21,18,3,7,6,1,2,24.12,32,2,3,39,1,3,35,1,3,32,1,3,34,1,3,44,1,3
1,21,18,3,7,6,1,1,31.42105263,34,1,3,44,2,3,45,1,3,37,1,3,37,1,3,31,1,3
1,21,18,3,7,6,1,2,32.31578947,38,1,3,30,1,3,30,1,3,35,1,3,35,2,3,38,1,3
0,18,18,0,6,6,0,1,33.73684211,41,1,3,43,1,3,34,1,3,37,1,3,41,1,3,45,1,3
0,18,18,0,6,6,0,1,31.65,46,1,3,30,1,3,39,1,3,37,1,3,36,1,3,44,1,3
0,18,18,0,6,6,0,1,36.11764706,32,1,3,36,1,3,44,1,3,32,1,3,35,1,3,44,1,3
0,18,18,0,6,6,0,1,41.94117647,48,1,3,36,1,3,37,1,3,44,1,3,40,1,3,45,1,3
0,18,18,0,6,6,0,1,33.17647059,41,1,3,36,1,3,32,1,3,32,1,3,36,1,3,42,1,3
0,18,18,0,6,6,0,1,32.52631579,39,1,3,44,1,3,33,1,3,35,1,3,30,1,3,45,1,3
0,18,18,0,6,6,0,1,31.52631579,35,1,3,46,1,3,34,1,3,33,1,3,40,1,3,43,1,3
0,18,18,0,6,6,0,1,34.15,33,1,3,39,1,3,34,1,3,33,1,3,42,1,3,37,1,3
0,3,3,0,1,1,0,2,0,0,0,3,0,0,3,30,1,3,0,0,3,0,0,3,0,0,3
3,27,15,12,9,5,4,2,15.86666667,31,1,3,20,2,3,43,2,3,31,1,3,31,2,3,31,1,3
2,24,18,6,8,6,2,2,24.375,31,1,3,33,2,3,34,1,3,31,2,3,31,1,3,43,1,3
2,24,6,18,8,2,6,2,35.8,0,0,3,23,2,3,30,1,3,0,1,3,41,1,3,27,3,3
0,6,3,3,2,1,1,2,41,0,0,3,0,0,3,34,1,3,0,0,3,0,0,3,24,1,3
3,30,15,15,10,5,5,2,35.5,26,2,3,32,3,3,35,1,3,31,1,3,31,1,3,31,2,3
2,18,6,12,6,2,4,2,32,0,0,3,7,2,3,31,1,3,0,0,3,3,2,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,3,3,0,1,1,0,1,42,0,0,3,0,0,3,32,1,3,0,0,3,0,0,3,0,0,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,30,2,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,32.10526316,39,1,3,44,1,3,36,1,3,40,1,3,40,1,3,34,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,40,2,3,0,0,3,0,0,3,0,0,3
0,6,3,3,2,1,1,2,30,0,0,3,0,0,3,32,1,3,0,0,3,0,0,3,6,1,3
2,27,18,9,9,6,3,2,28.95238095,30,1,3,33,3,3,35,1,3,31,2,3,33,1,3,42,1,3
2,24,18,6,8,6,2,2,25.08,30,1,3,35,2,3,40,1,3,31,2,3,34,1,3,30,1,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,33,1,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,33.15,33,1,3,31,2,3,45,2,3,32,1,3,38,1,3,45,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,35.05882353,38,1,3,44,1,3,33,1,3,36,1,3,37,1,3,37,1,3
4,33,6,27,11,2,9,2,26.66666667,21,2,3,17,3,3,41,3,3,20,2,3,38,1,3,0,0,3
3,33,15,18,11,5,6,2,16.95833333,30,1,3,17,3,3,39,2,3,36,1,3,32,1,3,33,3,3
5,36,15,21,12,5,7,2,24,30,2,3,21,3,3,42,2,3,40,2,3,48,2,3,30,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,27,15,12,9,5,4,2,23.75,31,1,3,21,2,3,43,3,3,30,1,3,30,1,3,36,1,3
1,21,18,3,7,6,1,1,34.82352941,42,1,3,35,2,3,36,1,3,37,1,3,32,1,3,44,1,3
2,15,9,6,5,3,2,2,39,30,2,3,0,0,3,31,2,3,32,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,28.52631579,31,1,3,33,2,3,42,1,3,33,1,3,37,1,3,35,1,3
1,9,3,6,3,1,2,2,0,0,0,3,0,0,3,44,2,3,16,1,3,0,0,3,0,0,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,36,2,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,37.88235294,38,1,3,31,2,3,45,1,3,37,1,3,45,1,3,35,1,3
1,9,3,6,3,1,2,2,37,0,0,3,0,0,3,37,2,3,0,0,3,0,0,3,0,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,27,18,9,9,6,3,2,26.61538462,32,2,3,38,2,3,31,1,3,36,2,3,33,1,3,36,1,3
1,24,18,6,8,6,2,2,35.58823529,35,1,3,36,3,3,44,1,3,32,1,3,35,1,3,34,1,3
0,18,18,0,6,6,0,1,42.17647059,37,1,3,44,1,3,47,1,3,33,1,3,39,1,3,39,1,3
2,30,18,12,10,6,4,2,25.77272727,34,1,3,30,4,3,35,1,3,34,2,3,34,1,3,42,1,3
0,18,3,15,6,1,5,2,0,18,1,3,9,1,3,31,1,3,7,1,3,19,1,3,21,1,3
0,18,18,0,6,6,0,1,39,37,1,3,41,1,3,47,1,3,37,1,3,34,1,3,35,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,39.70588235,40,1,3,33,2,3,44,2,3,40,1,3,34,1,3,44,1,3
3,27,15,12,9,5,4,2,10.33333333,36,3,3,0,0,3,43,2,3,34,2,3,31,1,3,33,1,3
0,3,3,0,1,1,0,1,0,0,0,3,0,0,3,35,1,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,3,0,3,1,0,1,0,0,0,0,3,0,0,3,0,1,3,0,0,3,0,0,3,0,0,3
3,27,18,9,9,6,3,2,34.15789474,43,1,3,30,2,3,45,2,3,32,2,3,37,1,3,47,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,10,1,3,0,0,3,0,0,3,0,0,3
2,27,18,9,9,6,3,2,22.53846154,33,1,3,32,3,3,44,2,3,39,1,3,38,1,3,33,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,34.63157895,36,1,3,36,1,3,33,1,3,38,1,3,47,1,3,35,1,3
3,33,15,18,11,5,6,2,36.875,35,2,3,28,3,3,38,1,3,40,1,3,40,1,3,35,3,3
1,21,18,3,7,6,1,2,38.47058824,41,1,3,33,2,3,32,1,3,31,1,3,34,1,3,32,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,21,1,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,42.05882353,41,1,3,45,2,3,43,1,3,36,1,3,42,1,3,44,1,3
3,27,15,12,9,5,4,2,7,32,1,3,26,2,3,30,2,3,30,2,3,39,1,3,42,1,3
4,30,9,21,10,3,7,2,15.2,25,2,3,26,2,3,42,2,3,28,2,3,34,1,3,40,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,33.84210526,32,2,3,39,1,3,31,1,3,40,2,3,31,1,3,32,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,8,1,3,0,0,3,0,0,3,0,0,3
1,24,18,6,8,6,2,2,36.05882353,36,1,3,36,3,3,30,1,3,31,1,3,39,1,3,31,1,3
1,9,3,6,3,1,2,2,0,28,2,3,0,0,3,30,1,3,0,0,3,0,0,3,0,0,3
0,9,6,3,3,2,1,1,12,28,1,3,0,0,3,30,1,3,42,1,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,41.52941176,40,1,3,33,1,3,45,2,3,40,1,3,35,1,3,44,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,3,1,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,41.23529412,30,1,3,33,2,3,31,1,3,34,1,3,47,1,3,35,1,3
2,24,18,6,8,6,2,2,39.05882353,37,1,3,36,2,3,47,2,3,35,1,3,48,1,3,44,1,3
0,18,18,0,6,6,0,1,38.94117647,41,1,3,36,1,3,35,1,3,42,1,3,43,1,3,38,1,3
1,21,18,3,7,6,1,1,38.47058824,35,1,3,42,1,3,45,2,3,40,1,3,40,1,3,39,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,12,12,8,4,4,2,9.625,41,1,3,6,1,3,45,2,3,19,2,3,31,1,3,35,1,3
1,6,3,3,2,1,1,2,31,0,0,3,0,0,3,30,2,3,0,0,3,0,0,3,0,0,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,11,2,3,0,0,3,0,0,3,0,0,3
0,12,6,6,4,2,2,2,29.5,17,1,3,0,0,3,43,1,3,19,1,3,0,0,3,36,1,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,20,2,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,27.73913043,30,1,3,32,2,3,45,1,3,32,2,3,36,1,3,34,1,3
1,21,18,3,7,6,1,2,27.18181818,32,1,3,31,2,3,45,1,3,38,1,3,39,1,3,32,1,3
1,21,3,18,7,1,6,2,39,27,1,3,15,1,3,36,2,3,27,1,3,21,1,3,21,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,2,42.58823529,45,1,3,34,2,3,30,1,3,35,1,3,39,1,3,39,1,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,37,2,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,6,0,6,2,0,2,2,0,0,0,3,0,0,3,12,2,3,0,0,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,29.09090909,30,1,3,31,1,3,31,1,3,37,1,3,47,1,3,32,1,3
5,33,12,21,11,4,7,2,32.5,30,2,3,26,2,3,33,1,3,24,2,3,31,2,3,30,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,26.25,33,1,3,31,2,3,31,1,3,30,1,3,36,1,3,36,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,32,35,1,3,30,2,3,31,1,3,30,1,3,42,1,3,33,2,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,25.75,41,1,3,37,2,3,34,1,3,33,1,3,46,1,3,37,1,3
2,27,18,9,9,6,3,2,34.58823529,39,2,3,32,3,3,35,1,3,33,1,3,36,1,3,31,1,3
1,15,6,9,5,2,3,2,27,12,1,3,0,0,3,34,2,3,14,1,3,0,0,3,35,1,3
0,9,3,6,3,1,2,2,31.5,17,1,3,0,0,3,31,1,3,0,0,3,0,0,3,28,1,3
2,27,18,9,9,6,3,2,28.83333333,34,1,3,32,3,3,30,1,3,38,2,3,41,1,3,32,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
1,24,15,9,8,5,3,2,35.1,30,1,3,27,3,3,43,1,3,36,1,3,43,1,3,33,1,3
1,21,18,3,7,6,1,1,37.41176471,33,1,3,32,2,3,35,1,3,39,1,3,41,1,3,44,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,9,6,3,3,2,1,2,0,0,0,3,1,1,3,44,1,3,0,0,3,38,1,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2,24,18,6,8,6,2,2,31.84210526,36,1,3,37,2,3,38,1,3,35,2,3,43,1,3,37,1,3
3,27,18,9,9,6,3,2,33.10526316,43,2,3,42,1,3,38,1,3,36,2,3,35,1,3,36,2,3
2,24,18,6,8,6,2,2,23.65217391,30,2,3,33,1,3,40,1,3,36,2,3,33,1,3,43,1,3
3,27,18,9,9,6,3,2,37.23529412,31,1,3,31,2,3,33,2,3,33,1,3,30,2,3,39,1,3
2,24,18,6,8,6,2,2,35.05263158,34,1,3,40,2,3,35,1,3,35,1,3,38,2,3,41,1,3
0,18,18,0,6,6,0,1,32.68421053,33,1,3,30,1,3,37,1,3,32,1,3,34,1,3,41,1,3
0,18,18,0,6,6,0,1,39.23529412,35,1,3,31,1,3,35,1,3,30,1,3,36,1,3,44,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,37.28571429,36,1,3,30,1,3,32,1,3,30,1,3,36,1,3,44,1,3
1,9,6,3,3,2,1,2,32,0,0,3,0,0,3,33,2,3,0,0,3,0,0,3,32,1,3
3,30,18,12,10,6,4,2,29.6,35,2,3,36,3,3,30,2,3,30,1,3,36,1,3,43,1,3
3,30,18,12,10,6,4,2,23.42307692,30,2,3,42,3,3,30,1,3,31,2,3,34,1,3,37,1,3
1,24,18,6,8,6,2,2,34.89473684,36,1,3,34,3,3,43,1,3,36,1,3,35,1,3,45,1,3
0,3,3,0,1,1,0,2,0,0,0,3,0,0,3,31,1,3,0,0,3,0,0,3,0,0,3
3,27,18,9,9,6,3,2,18.32258065,30,1,3,33,2,3,30,2,3,30,1,3,37,2,3,35,1,3
1,9,6,3,3,2,1,2,27,0,0,3,0,0,3,34,2,3,0,0,3,0,0,3,33,1,3
0,18,18,0,6,6,0,1,39.17647059,40,1,3,30,1,3,37,1,3,32,1,3,38,1,3,30,1,3
0,18,18,0,6,6,0,1,39,37,1,3,30,1,3,38,1,3,33,1,3,41,1,3,43,1,3
1,6,3,3,2,1,1,2,0,0,0,3,0,0,3,37,2,3,0,0,3,0,0,3,0,0,3
1,21,18,3,7,6,1,1,39.29411765,37,1,3,35,2,3,35,1,3,37,1,3,38,1,3,43,1,3
1,21,18,3,7,6,1,2,25.58333333,35,1,3,30,2,3,33,1,3,35,1,3,39,1,3,45,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,36.94117647,41,1,3,31,1,3,31,1,3,34,1,3,42,1,3,42,1,3
3,33,18,15,11,6,5,2,30.10526316,31,2,3,36,3,3,31,3,3,30,1,3,35,1,3,42,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,19,1,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,40.76470588,42,1,3,30,1,3,49,1,3,31,1,3,39,1,3,46,1,3
1,24,15,9,8,5,3,2,28.625,33,1,3,22,3,3,32,1,3,43,1,3,46,1,3,37,1,3
1,21,18,3,7,6,1,1,35.63157895,41,1,3,45,2,3,30,1,3,43,1,3,34,1,3,41,1,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3,33,18,15,11,6,5,2,35.76470588,30,1,3,33,3,3,36,3,3,33,1,3,36,1,3,35,2,3
4,30,18,12,10,6,4,2,29,37,2,3,32,2,3,30,2,3,35,1,3,34,2,3,40,1,3
4,36,18,18,12,6,6,2,34.58823529,30,2,3,45,3,3,32,3,3,31,1,3,31,1,3,36,2,3
4,36,18,18,12,6,6,2,21.42307692,33,3,3,34,3,3,30,2,3,30,1,3,33,2,3,46,1,3
0,18,18,0,6,6,0,1,40,36,1,3,36,1,3,35,1,3,44,1,3,37,1,3,43,1,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,23,1,3,0,0,3,0,0,3,0,0,3
0,18,18,0,6,6,0,1,32.15,46,1,3,33,1,3,37,1,3,30,1,3,41,1,3,34,1,3
1,12,0,12,4,0,4,2,0,17,1,3,0,0,3,17,2,3,27,1,3,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
0,3,0,3,1,0,1,2,0,0,0,3,0,0,3,3,1,3,0,0,3,0,0,3,0,0,3
1,21,12,9,7,4,3,2,36,6,1,3,11,1,3,39,1,3,37,1,3,31,1,3,32,2,3
