PROMEDIO_DOS,CAR_DOS,NCC_DOS,NCA_DOS,NCP_DOS,NAC_DOS,NAA_DOS,NAP_DOS,EPA_DOS,RENDIMIENTO_2,NOTA_SEGUNDA_LENGUA_UNO,VECES_SEGUNDA_LENGUA_UNO,CREDITOS_SEGUNDA_LENGUA_UNO,NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_FISICA_UNO,VECES_FISICA_UNO,CREDITOS_FISICA_UNO,NOTA_INTEGRAL,VECES_INTEGRAL,CREDITOS_INTEGRAL,NOTA_ALGEBRA,VECES_ALGEBRA,CREDITOS_ALGEBRA,NOTA_PROG_ORIENTADA,VECES_PROG_ORIENTADA,CREDITOS_PROG_ORIENTADA,NOTA_ETICA,VECES_ETICA,CREDITOS_ETICA,NOTA_GT_UNO,VECES_GT_UNO,CREDITOS_GT_UNO
36.05555556,0,18,16,2,7,6,1,1,2,46,1,2,27,1,2,37,1,3,33,1,3,37,1,3,40,1,3,31,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.81818182,0,11,3,8,4,1,3,2,1,0,0,0,0,0,0,22,1,3,0,0,0,30,1,3,12,1,3,24,1,2,0,0,0
28.42105263,1,19,13,6,7,5,2,2,1,0,0,0,38,1,2,33,1,3,35,1,3,30,1,3,28,2,3,43,1,2,0,0,0
12.63513514,7,37,7,30,13,3,10,2,1,43,1,2,0,0,0,20,3,3,19.66666667,3,3,26.33333333,3,3,30.5,2,3,46,1,2,0,0,0
19.83928571,3,28,8,20,11,4,7,2,1,45,1,2,21,1,2,30,1,3,26.5,2,3,21,2,3,21,2,3,39,1,2,50,1,1
37.21052632,0,19,19,0,8,8,0,1,2,42,1,2,37,1,2,30,1,3,36,1,3,34,1,3,37,1,3,44,1,2,50,1,1
33.06666667,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,37,1,3,31,1,3,30,1,3,30,1,3,31,1,2,50,1,1
23.26086957,2,23,11,12,9,5,4,2,1,0,0,0,32,1,2,30,1,3,22,2,3,29,2,3,30,1,3,44,1,2,50,1,1
20.3,2,20,8,12,7,3,4,2,1,0,0,0,0,0,0,19.5,2,3,21.5,2,3,30,1,3,39,1,3,38,1,2,0,0,0
14.83333333,5,33,6,27,12,3,9,2,1,41,1,2,32,1,2,16,3,3,19,2,3,28,2,3,25.5,2,3,39,1,2,0,0,0
39.46666667,0,15,15,0,6,6,0,1,2,0,0,0,0,0,0,42,1,3,32,1,3,30,1,3,50,1,3,40,1,2,50,1,1
16.16071429,4,28,10,18,10,4,6,2,1,34,1,2,0,0,0,32.5,2,3,19,3,3,22,2,3,30,1,3,37,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.92307692,0,13,0,13,5,0,5,2,1,0,0,0,24,1,2,16,1,3,0,0,0,17,1,3,12,1,3,25,1,2,0,0,0
23.36363636,2,22,13,9,8,5,3,2,1,40,1,2,0,0,0,30,1,3,21,2,3,37,1,3,30,2,3,40,1,2,0,0,0
26.05,1,20,12,8,8,5,3,2,1,0,0,0,22,1,2,30,1,3,18,2,3,35,1,3,34,1,3,38,1,2,50,1,1
30.13636364,1,22,17,5,9,7,2,2,2,44,1,2,21,1,2,34,1,3,32,1,3,31,2,3,36,1,3,42,1,2,50,1,1
16.54,3,25,7,18,9,3,6,2,1,31,1,2,0,0,0,26.5,2,3,8.5,2,3,35,1,3,18.5,2,3,43,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.984375,5,32,10,22,12,4,8,2,1,18.5,2,2,31,1,2,15.5,2,3,18.66666667,3,3,33,2,3,37,1,3,50,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.66666667,2,24,10,14,9,4,5,2,1,43,1,2,27,1,2,24.5,2,3,27.5,2,3,30,1,3,34,1,3,40,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.447368421,8,38,2,36,13,1,12,2,1,0,0,0,0,0,0,19,3,3,13.66666667,3,3,15.33333333,3,3,8.333333333,3,3,38,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6969697,5,33,9,24,12,4,8,2,1,45,1,2,39,1,2,28.5,2,3,20.33333333,3,3,28,2,3,30.5,2,3,47,1,2,0,0,0
32.93181818,1,22,19,3,9,8,1,1,2,44,1,2,42,1,2,31,1,3,32.5,2,3,37,1,3,41,1,3,44,1,2,40,1,1
17.18,3,25,8,17,9,3,6,2,1,0,0,0,24,1,2,33,2,3,13.5,2,3,24,2,3,30,1,3,40,1,2,0,0,0
0.611111111,4,18,0,18,6,0,6,2,1,0,0,0,0,0,0,0,0,0,1.333333333,3,3,0,0,0,2.333333333,3,3,0,0,0,0,0,0
22.46428571,3,28,19,9,11,8,3,2,1,33,1,2,39,1,2,31,1,3,30,2,3,31.5,2,3,34.5,2,3,32,1,2,40,1,1
17,0,2,0,2,1,0,1,2,1,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.69354839,5,31,2,29,11,1,10,2,1,0,0,0,18,1,2,26.5,2,3,23.33333333,3,3,25,2,3,22,2,3,49,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.65909091,1,22,16,6,9,7,2,2,2,41,1,2,30,1,2,36,1,3,29.5,2,3,30,1,3,39,1,3,45,1,2,39,1,1
13.72727273,0,11,2,9,4,1,3,2,1,0,0,0,0,0,0,5,1,3,0,0,0,15,1,3,7,1,3,35,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.258064516,7,31,0,31,11,0,11,2,1,0,0,0,0,0,0,3.333333333,3,3,0,0,0,2,3,3,10,3,3,27.5,2,2,0,0,0
11.975,3,20,2,18,7,1,6,2,1,0,0,0,0,0,0,18,2,3,0,0,0,21,2,3,17.5,2,3,35,1,2,0,0,0
19.92105263,2,19,7,12,7,3,4,2,1,0,0,0,42,1,2,16.5,2,3,0,0,0,20,2,3,37,1,3,37,1,2,0,0,0
29.02380952,1,21,15,6,8,6,2,2,1,44,1,2,30,1,2,31,1,3,31,1,3,35,1,3,23.5,2,3,50,1,2,0,0,0
12.66666667,0,9,0,9,3,0,3,2,1,0,0,0,0,0,0,5,1,3,0,0,0,19,1,3,14,1,3,0,0,0,0,0,0
18.4,0,5,2,3,2,1,1,2,1,0,0,0,34,1,2,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.19117647,5,34,10,24,13,5,8,2,1,38,1,2,36,1,2,30,3,3,21,2,3,25,2,3,23.5,2,3,44,1,2,50,1,1
25.66666667,2,24,15,9,9,6,3,2,1,37,1,2,31,1,2,21.33333333,3,3,37,1,3,36,1,3,43,1,3,34,1,2,0,0,0
25.25,2,24,13,11,9,5,4,2,1,44,1,2,21,1,2,27.33333333,3,3,37,1,3,30,1,3,43,1,3,32,1,2,0,0,0
24.66666667,2,24,12,12,9,5,4,2,1,40,1,2,41,1,2,28.5,2,3,30,1,3,21.5,2,3,42,1,3,32,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.909090909,0,11,0,11,4,0,4,2,1,0,0,0,0,0,0,5,1,3,0,0,0,0,1,3,15,1,3,19,1,2,0,0,0
24,0,9,0,9,3,0,3,2,1,0,0,0,0,0,0,27,1,3,0,0,0,16,1,3,29,1,3,0,0,0,0,0,0
37.42105263,0,19,19,0,8,8,0,1,2,45,1,2,39,1,2,30,1,3,36,1,3,31,1,3,38,1,3,44,1,2,50,1,1
35.22222222,0,18,18,0,7,7,0,1,2,49,1,2,34,1,2,30,1,3,31,1,3,33,1,3,40,1,3,33,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.92,2,25,13,12,10,6,4,2,1,39,1,2,37,1,2,30,1,3,23.5,2,3,37,1,3,27.5,2,3,47,1,2,48,1,1
20.04545455,2,22,10,12,8,4,4,2,1,35,1,2,0,0,0,32,1,3,26.66666667,3,3,33,1,3,12,1,3,30,1,2,0,0,0
37.82352941,0,17,17,0,7,7,0,1,2,0,0,0,41,1,2,32,1,3,36,1,3,34,1,3,39,1,3,44,1,2,50,1,1
32.25,0,8,5,3,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,35,1,3,39,1,2,0,0,0
1.5,0,6,0,6,2,0,2,2,1,0,0,0,0,0,0,3,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
16.27272727,0,11,2,9,4,1,3,2,1,0,0,0,0,0,0,8,1,3,0,0,0,2,1,3,17,1,3,49,1,2,0,0,0
24.57142857,3,28,16,12,11,7,4,2,1,46,1,2,44,1,2,30,1,3,22.33333333,3,3,31,2,3,38,1,3,47,1,2,50,1,1
36.84210526,0,19,19,0,8,8,0,1,2,45,1,2,41,1,2,34,1,3,30,1,3,30,1,3,36,1,3,44,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.48387097,4,31,13,18,12,6,6,2,1,42,1,2,42,1,2,29.5,2,3,27.5,2,3,30,3,3,35,1,3,46,1,2,40,1,1
34.86363636,1,22,19,3,9,8,1,1,2,48,1,2,44,1,2,34,1,3,33,2,3,32,1,3,46,1,3,49,1,2,50,1,1
35.68421053,0,19,19,0,8,8,0,1,2,37,1,2,33,1,2,30,1,3,33,1,3,36,1,3,35,1,3,44,1,2,48,1,1
5.692307692,0,13,0,13,5,0,5,2,1,0,1,2,0,0,0,4,1,3,0,0,0,2,1,3,10,1,3,13,1,2,0,0,0
27.82692308,3,26,15,11,10,6,4,2,1,46,2,2,45,1,2,39.5,2,3,23,2,3,43,1,3,43,1,3,48,1,2,0,0,0
0,0,6,0,6,2,0,2,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
30.375,0,8,5,3,3,2,1,2,2,0,0,0,0,0,0,19,1,3,0,0,0,30,1,3,0,0,0,48,1,2,0,0,0
3,0,5,0,5,2,0,2,2,1,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
21.68181818,2,22,11,11,8,4,4,2,1,0,0,0,21,1,2,32,1,3,30,1,3,26.5,2,3,30.5,2,3,39,1,2,0,0,0
22.15,2,20,11,9,7,4,3,2,1,0,0,0,0,0,0,30,2,3,24,2,3,30,1,3,31,1,3,49,1,2,0,0,0
31.38095238,1,21,15,6,8,6,2,2,2,44,1,2,45,1,2,32,1,3,27,2,3,32,1,3,36,1,3,50,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.72222222,6,36,6,30,13,3,10,2,1,40,1,2,35,1,2,28,3,3,25.5,2,3,23.66666667,3,3,17.5,2,3,48,1,2,0,0,0
16.73214286,4,28,10,18,10,4,6,2,1,0,0,0,34,1,2,33.5,2,3,19.5,2,3,17.5,2,3,31,2,3,48,1,2,0,0,0
8.75,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,35,1,2,0,0,0
30.34210526,1,19,13,6,7,5,2,2,2,34,1,2,0,0,0,23.5,2,3,35,1,3,39,1,3,46,1,3,39,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.26315789,0,19,19,0,8,8,0,1,2,43,1,2,34,1,2,36,1,3,30,1,3,34,1,3,33,1,3,44,1,2,48,1,1
22.875,0,16,2,14,6,1,5,2,1,0,0,0,21,1,2,23,1,3,22,1,3,21,1,3,20,1,3,33,1,2,0,0,0
24.45,2,20,11,9,8,5,3,2,1,44,1,2,0,0,0,19.33333333,3,3,0,0,0,30,1,3,35,1,3,49,1,2,50,1,1
25.9375,2,24,15,9,9,6,3,2,1,46,1,2,36,1,2,32,1,3,21.5,2,3,33,2,3,41,1,3,38,1,2,0,0,0
19.44642857,3,28,11,17,11,5,6,2,1,48,1,2,23,1,2,22.66666667,3,3,6.5,2,3,30,1,3,31,1,3,41,1,2,50,1,1
18.94,3,25,11,14,9,4,5,2,1,0,0,0,21,1,2,32.5,2,3,31.5,2,3,30,1,3,22.5,2,3,41,1,2,0,0,0
25.625,2,24,15,9,9,6,3,2,1,46,1,2,30,1,2,35,1,3,31.5,2,3,30,1,3,26.5,2,3,47,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.96428571,4,28,11,17,11,5,6,2,1,34,2,2,0,0,0,26.33333333,3,3,19,2,3,37,1,3,30,1,3,43,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.58928571,3,28,11,17,11,5,6,2,1,38,1,2,26,1,2,24.33333333,3,3,10.5,2,3,36,1,3,34,1,3,42,1,2,50,1,1
12.18181818,3,22,2,20,8,1,7,2,1,16,1,2,0,0,0,19.5,2,3,0,0,0,11,2,3,15.5,2,3,49,1,2,0,0,0
19.06521739,3,23,8,15,8,3,5,2,1,0,0,0,0,0,0,25.5,2,3,12.66666667,3,3,32,1,3,46,1,3,45,1,2,0,0,0
21.18181818,2,22,10,12,8,4,4,2,1,0,0,0,32,1,2,30,1,3,23.5,2,3,26.5,2,3,34,1,3,30,1,2,0,0,0
16.35294118,2,17,5,12,6,2,4,2,1,0,0,0,0,0,0,10.5,2,3,0,0,0,16.5,2,3,33,1,3,49,1,2,0,0,0
20.61764706,2,17,5,12,6,2,4,2,1,0,0,0,0,0,0,25,2,3,0,0,0,27.5,2,3,37,1,3,41,1,2,0,0,0
14,0,7,2,5,3,1,2,2,1,0,0,0,2,1,2,8,1,3,0,0,0,0,0,0,0,0,0,35,1,2,0,0,0
17.9,4,30,10,20,11,4,7,2,1,46,1,2,28,1,2,21.66666667,3,3,18.66666667,3,3,30,1,3,30,1,3,44,1,2,0,0,0
12.36363636,0,11,2,9,4,1,3,2,1,0,0,0,0,0,0,2,1,3,7,1,3,13,1,3,0,0,0,35,1,2,0,0,0
39.94117647,0,17,17,0,7,7,0,1,2,43,1,2,0,0,0,35,1,3,32,1,3,42,1,3,44,1,3,42,1,2,50,1,1
15.125,0,8,0,8,3,0,3,2,1,14,1,2,0,0,0,0,0,0,0,0,0,10,1,3,21,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.015625,5,32,11,21,12,5,7,2,1,47,1,2,0,0,0,30.5,2,3,22.33333333,3,3,26,3,3,36,1,3,30,1,2,46,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.625,0,8,2,6,3,1,2,2,1,0,0,0,0,0,0,16,1,3,0,0,0,21,1,3,0,0,0,47,1,2,0,0,0
14.10606061,6,33,7,26,12,3,9,2,1,31.5,2,2,0,0,0,23,2,3,22,2,3,25.33333333,3,3,32.5,2,3,47,1,2,0,0,0
23.98,2,25,13,12,10,6,4,2,1,40,1,2,33,1,2,30,1,3,25,2,3,23.5,2,3,32,1,3,41,1,2,40,1,1
43,0,7,7,0,3,3,0,1,3,45,1,2,0,0,0,0,0,0,0,0,0,39,1,3,0,0,0,47,1,2,0,0,0
35.89473684,0,19,19,0,8,8,0,1,2,47,1,2,30,1,2,33,1,3,31,1,3,30,1,3,36,1,3,44,1,2,50,1,1
19.28571429,0,7,2,5,3,1,2,2,1,19,1,2,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,38,1,2,0,0,0
29.84090909,1,22,14,8,9,6,3,2,1,42,1,2,27,1,2,31,1,3,23.5,2,3,36,1,3,35,1,3,46,1,2,50,1,1
41.88235294,0,17,17,0,7,7,0,1,3,50,1,2,0,0,0,38,1,3,30,1,3,42,1,3,44,1,3,50,1,2,50,1,1
33,0,5,5,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,3,33,1,2,0,0,0
28.84210526,1,19,13,6,7,5,2,2,1,40,1,2,0,0,0,33,1,3,21,2,3,30,1,3,42,1,3,45,1,2,0,0,0
41.78947368,0,19,19,0,8,8,0,1,3,48,1,2,43,1,2,37,1,3,39,1,3,35,1,3,47,1,3,44,1,2,50,1,1
27.91304348,2,23,14,9,9,6,3,2,1,45,1,2,0,0,0,28.33333333,3,3,33,1,3,40,1,3,40,1,3,39,1,2,50,1,1
28.24,2,25,13,12,10,6,4,2,1,46,1,2,41,1,2,38,1,3,25.5,2,3,28.5,2,3,42,1,3,45,1,2,40,1,1
40.73684211,0,19,19,0,8,8,0,1,3,44,1,2,43,1,2,38,1,3,31,1,3,40,1,3,41,1,3,50,1,2,50,1,1
10.025,3,20,5,15,7,2,5,2,1,0,0,0,0,0,0,0,0,0,3.5,2,3,10.33333333,3,3,31,1,3,33,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.433333333,2,15,2,13,6,1,5,2,1,41,1,2,0,0,0,0,0,0,0,0,0,2,1,3,8.5,2,3,14,2,2,0,0,0
27.58,2,25,16,9,10,7,3,2,1,41,1,2,33,1,2,31.5,2,3,36,1,3,40,1,3,23,2,3,50,1,2,50,1,1
22.70588235,2,17,8,9,6,3,3,2,1,0,0,0,0,0,0,24,3,3,0,0,0,34,1,3,40,1,3,46,1,2,0,0,0
19.40909091,2,22,5,17,8,2,6,2,1,0,0,0,20,1,2,34,1,3,18,1,3,19.5,2,3,29.5,2,3,42,1,2,0,0,0
13.4047619,3,21,3,18,8,2,6,2,1,0,0,0,0,0,0,0,0,0,16.5,2,3,11.5,2,3,28.5,2,3,36,1,2,40,1,1
35.69230769,0,13,10,3,5,4,1,1,2,44,1,2,0,0,0,0,0,0,26,1,3,30,1,3,42,1,3,41,1,2,0,0,0
24.22727273,2,22,10,12,8,4,4,2,1,0,0,0,31,1,2,38,1,3,24.5,2,3,27.5,2,3,39,1,3,42,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.2,0,5,5,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,3,38,1,2,0,0,0
14.29166667,3,24,3,21,9,2,7,2,1,0,0,0,0,0,0,26,1,3,1,1,3,25.33333333,3,3,18,2,3,46,1,2,40,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.24193548,4,31,10,21,12,5,7,2,1,37,1,2,34,1,2,30,1,3,18,2,3,27.33333333,3,3,26.5,2,3,34,1,2,50,1,1
26.8125,2,24,15,9,9,6,3,2,1,46,1,2,32,1,2,36,1,3,25.5,2,3,32,2,3,43,1,3,39,1,2,0,0,0
20.5,0,10,5,5,4,2,2,2,1,0,0,0,7,1,2,0,0,0,0,0,0,9,1,3,30,1,3,37,1,2,0,0,0
41,0,2,2,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,2,0,0,0
15.3,0,10,2,8,4,1,3,2,1,0,1,2,0,0,0,12,1,3,0,0,0,0,0,0,19,1,3,30,1,2,0,0,0
4.8,0,5,0,5,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,0,1,2,0,0,0
33.88888889,0,9,6,3,4,3,1,1,2,36,1,2,0,0,0,20,1,3,0,0,0,0,0,0,41,1,3,0,0,0,50,1,1
13.45454545,1,11,2,9,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,12,2,3,35,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.78,3,25,10,15,9,4,5,2,1,0,0,0,34,1,2,27.5,2,3,33,1,3,23.66666667,3,3,32,1,3,39,1,2,0,0,0
30.28571429,1,21,15,6,8,6,2,2,2,45,1,2,36,1,2,32,1,3,23,2,3,30,1,3,45,1,3,42,1,2,0,0,0
36.94444444,0,18,18,0,7,7,0,1,2,45,1,2,34,1,2,43,1,3,30,1,3,32,1,3,36,1,3,42,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.66666667,0,9,6,3,4,3,1,2,1,0,0,0,0,0,0,15,1,3,0,0,0,0,0,0,32,1,3,43,1,2,40,1,1
30.0952381,1,21,15,6,8,6,2,2,2,32,1,2,36,1,2,38,1,3,28,2,3,33,1,3,37,1,3,44,1,2,0,0,0
41,0,19,19,0,8,8,0,1,3,49,1,2,36,1,2,39,1,3,38,1,3,32,1,3,48,1,3,44,1,2,50,1,1
13.81818182,0,11,2,9,4,1,3,2,1,0,0,0,0,0,0,17,1,3,0,0,0,2,1,3,9,1,3,34,1,2,0,0,0
26.35,1,20,11,9,8,5,3,2,1,41,1,2,0,0,0,28,1,3,30,1,3,18,2,3,31,1,3,42,1,2,40,1,1
17,2,20,8,12,7,3,4,2,1,0,0,0,0,0,0,35,1,3,9.5,2,3,35,1,3,8.5,2,3,38,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.88095238,1,21,15,6,8,6,2,2,1,39,1,2,31,1,2,35,1,3,30,1,3,25.5,2,3,42,1,3,45,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.3,0,10,2,8,4,1,3,2,1,0,0,0,6,1,2,15,1,3,0,0,0,0,0,0,4,1,3,32,1,2,0,0,0
27.54761905,1,21,13,8,8,5,3,2,1,41,1,2,28,1,2,34,1,3,17.5,2,3,32,1,3,34,1,3,44,1,2,0,0,0
3.116666667,5,30,0,30,11,0,11,2,1,0,0,0,12,1,2,7,2,3,3.5,2,3,1,2,3,3,2,3,13,2,2,0,0,0
24.58333333,1,18,9,9,7,4,3,2,1,0,0,0,0,0,0,21.5,2,3,20,1,3,32,1,3,32,1,3,38,1,2,50,1,1
8.3125,2,16,2,14,6,1,5,2,1,9,1,2,0,0,0,11.66666667,3,3,0,0,0,0,1,3,0,0,0,40,1,2,0,0,0
3.45,5,30,0,30,11,0,11,2,1,0,0,0,8,1,2,5.5,2,3,5.5,2,3,7,2,3,2.5,2,3,13,2,2,0,0,0
22.57142857,3,28,10,18,11,5,6,2,1,45,1,2,45,1,2,21.5,2,3,24,2,3,31,1,3,28.5,2,3,46,1,2,45,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.61904762,1,21,18,3,8,7,1,1,2,46,1,2,44,1,2,34,1,3,33,2,3,30,1,3,42,1,3,44,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,6,0,6,2,0,2,2,1,0,0,0,0,0,0,6,1,3,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0
13.66666667,0,12,1,11,5,1,4,2,1,0,0,0,0,0,0,6,1,3,7,1,3,9,1,3,0,0,0,29,1,2,40,1,1
45,0,9,9,0,3,3,0,1,4,0,0,0,0,0,0,44,1,3,41,1,3,0,0,0,50,1,3,0,0,0,0,0,0
0,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
13.42857143,0,7,0,7,3,0,3,2,1,17,1,2,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,24,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.54545455,1,22,16,6,9,7,2,2,2,35,1,2,35,1,2,23,2,3,33,1,3,39,1,3,37,1,3,43,1,2,50,1,1
0,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
29.6,2,25,19,6,10,8,2,2,1,40,1,2,36,1,2,30.5,2,3,31.5,2,3,40,1,3,50,1,3,41,1,2,50,1,1
32.275,1,20,14,6,8,6,2,1,2,0,0,0,33,1,2,28.5,2,3,35,1,3,39,1,3,50,1,3,36,1,2,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
31.31578947,1,19,16,3,7,6,1,2,2,0,0,0,40,1,2,37,1,3,30,2,3,41,1,3,35,1,3,43,1,2,0,0,0
