NOTA_L_TRES,VECES_L_TRES,CREDITOS_L_TRES,NOTA_COMDIG,VECES_COMDIG,CREDITOS_COMDIG,NOTA_FDS,VECES_FDS,CREDITOS_FDS,NOTA_HSE,VECES_HSE,CREDITOS_HSE,NOTA_SISDIN,VECES_SISDIN,CREDITOS_SISDIN,NOTA_ELECPOT,VECES_ELECPOT,CREDITOS_ELECPOT,NOTA_ECO,VECES_ECO,CREDITOS_ECO,CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,PROMEDIO_OCHO
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,30,1,2,0,15,2,13,1,1,0,2,1625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,33,1,1,0,0,2,0,0,3,0,0,2,0,0,1,-1,1,1,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
40,1,2,39,1,3,20,2,2,40,1,1,31.5,2,2,27.66666667,3,3,35,1,2,3,15,10,5,8,5,3,2,358125
46,1,2,43,1,3,30,1,2,44,1,1,34,1,2,39,1,3,34,1,2,0,15,15,0,8,8,0,1,38125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
45,1,2,43,1,3,31,1,2,44,1,1,27.5,2,2,41,1,3,33,1,2,1,15,13,2,8,7,1,1,349375
33,1,2,40,1,3,30,1,2,36,1,1,27.5,2,2,27,2,3,29,2,2,3,15,8,7,8,5,3,2,35
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
33,1,2,32,1,3,30,1,2,46,1,1,28,2,2,32,1,3,30.5,2,2,2,15,13,2,8,6,2,1,330625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
36,1,2,36,1,3,30,1,2,38,1,1,30,1,2,26.25,4,3,30,3,2,2,15,12,3,8,6,2,1,32.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
38,1,2,40,1,3,32,1,2,39,1,1,37,1,2,18,3,3,34,1,2,1,15,12,3,8,7,1,1,29375
40,1,2,35,1,3,30,1,2,39,1,1,34,1,2,30,1,3,34,1,2,0,15,15,0,8,8,0,1,34875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,31,1,2,0,15,2,13,1,1,0,2,0
43,1,2,41,1,3,43,1,2,46,1,1,30,1,2,45,1,3,32,1,2,0,15,15,0,8,8,0,1,34625
0,0,2,0,0,3,30,1,2,0,0,1,34,1,2,0,0,3,33,1,2,0,15,6,9,3,3,0,2,4125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,39,1,3,30,1,2,42,1,1,28,2,2,37,1,3,36,1,2,1,15,13,2,8,7,1,1,34625
43,1,2,44,1,3,37,1,2,38,1,1,33,2,2,18.5,2,3,32,1,2,2,15,12,3,8,6,2,1,34
42,1,2,42,1,3,30,1,2,44,1,1,30,1,2,35,1,3,39,1,2,0,15,15,0,8,8,0,1,35625
0,0,2,0,0,3,0,1,2,41,1,1,35,1,2,0,0,3,34,1,2,0,15,5,10,3,3,0,2,2.25
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,36,1,2,0,15,2,13,1,1,0,2,0
0,0,2,0,0,3,0,0,2,0,0,1,37,1,2,0,0,3,0,0,2,0,15,2,13,1,1,0,2,0
38,1,2,34,1,3,31,1,2,40,1,1,29,2,2,30,1,3,30,1,2,1,15,13,2,8,7,1,1,27.5
40,1,2,33,1,3,31,1,2,43,1,1,32.5,2,2,35,1,3,36,1,2,1,15,15,0,8,7,1,1,35125
47,1,2,38,1,3,32,1,2,42,1,1,35,1,2,39,1,3,39,1,2,0,15,15,0,8,8,0,1,32875
41,1,2,36,1,3,31,2,2,32.5,2,1,33,1,2,15.5,2,3,33,1,2,3,15,12,3,8,5,3,2,33125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,34,1,3,31,1,2,38,1,1,22.5,2,2,4,2,3,35,1,2,2,15,8,7,6,4,2,2,25
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,33,1,3,30,1,2,43,1,1,42,1,2,0,0,3,22.33333333,3,2,1,15,8,7,5,4,1,2,14
39,1,2,5,2,3,15.5,2,2,42,1,1,38,1,2,2,2,3,21,3,2,4,15,5,10,8,4,4,2,12.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,37,1,3,30,1,2,45,1,1,27,2,2,31,1,3,31,1,2,1,15,13,2,8,7,1,1,32125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
48,1,2,44,1,3,46,1,2,43,1,1,41,1,2,37,1,3,42,1,2,0,15,15,0,8,8,0,1,38375
42,1,2,46,1,3,44,1,2,46,1,1,44,1,2,44,1,3,42,1,2,0,15,15,0,8,8,0,1,37375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
45,1,2,38,1,3,31,1,2,43,1,1,33,1,2,28,2,3,38,1,2,1,15,12,3,8,7,1,1,33.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
46,1,2,39,1,3,35,1,2,45,1,1,37,1,2,33,2,3,33,1,2,1,15,15,0,8,7,1,1,36375
41,1,2,43,1,3,32.5,2,2,42,1,1,35,1,2,27.5,2,3,31,1,2,2,15,12,3,8,6,2,1,334375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,40,1,3,38,1,2,45,1,1,37,1,2,29,2,3,37,1,2,1,15,12,3,8,7,1,1,35.25
38,1,2,40,1,3,30,1,2,43,1,1,33.5,2,2,27,3,3,33,1,2,2,15,12,3,8,6,2,1,319375
42,1,2,39,1,3,42,1,2,44,1,1,32,1,2,31,1,3,38,1,2,0,15,15,0,8,8,0,1,37875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,41,1,3,35,1,2,45,1,1,40,1,2,49,1,3,48,1,2,0,15,15,0,8,8,0,1,36125
38,1,2,35,2,3,31,1,2,44,1,1,36,1,2,23,2,3,32.5,2,2,3,15,12,3,8,5,3,2,350625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
45,1,2,41,1,3,43,1,2,43,1,1,36,1,2,37,1,3,32,1,2,0,15,15,0,8,8,0,1,323125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
33.5,2,2,37,1,3,32,1,2,0,0,1,26,2,2,23.5,2,3,38,1,2,3,15,9,6,7,4,3,2,21875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,42,1,3,36,1,2,43,1,1,32,2,2,33,1,3,31,1,2,1,15,15,0,8,7,1,1,36.25
0,0,2,0,0,3,0,0,2,41,1,1,18.5,2,2,0,0,3,17,1,2,1,15,1,14,3,2,1,2,0
44,1,2,42,1,3,34,1,2,37,1,1,32.5,2,2,31.5,2,3,19,2,2,3,15,13,2,8,5,3,2,33.75
48,1,2,43,1,3,44,1,2,45,1,1,40,1,2,34,1,3,31,1,2,0,15,15,0,8,8,0,1,37875
40,1,2,46,1,3,34,1,2,41,1,1,40,1,2,45,1,3,34,1,2,0,15,15,0,8,8,0,1,350625
37,1,2,38,1,3,34,1,2,23,2,1,36,1,2,20,2,3,30,1,2,2,15,11,4,8,6,2,1,33375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
49,1,2,39,1,3,31,1,2,40,1,1,33.5,2,2,44,1,3,33,1,2,1,15,15,0,8,7,1,1,35875
44,1,2,39,1,3,23.5,2,2,36,1,1,32,1,2,25.5,2,3,33.5,2,2,3,15,10,5,8,5,3,2,33875
41,1,2,45,1,3,36,1,2,44,1,1,43,1,2,47,1,3,42,1,2,0,15,15,0,8,8,0,1,36.75
45,1,2,34,1,3,25,2,2,38,1,1,30.5,2,2,26,3,3,30,1,2,3,15,10,5,8,5,3,2,314375
0,0,2,0,0,3,0,0,2,0,0,1,8,1,2,0,0,3,0,0,2,0,15,0,15,1,1,0,2,0
37,1,2,35,1,3,32,1,2,34,1,1,30,1,2,26,2,3,32,1,2,1,15,12,3,8,7,1,1,34625
47,1,2,31,1,3,33,1,2,41,1,1,31.5,2,2,29.5,2,3,35,1,2,2,15,15,0,8,6,2,1,34875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,20,1,2,0,15,0,15,1,1,0,2,0
37,1,2,36,1,3,32,1,2,42,1,1,33,1,2,28,2,3,32,1,2,1,15,12,3,8,7,1,1,35875
42,1,2,34,1,3,41,1,2,46,1,1,34,1,2,30,2,3,30,1,2,1,15,15,0,8,7,1,1,35875
40,1,2,43,1,3,30,1,2,43,1,1,35,1,2,30.5,2,3,34,1,2,1,15,15,0,8,7,1,1,33625
43,1,2,34,1,3,36,1,2,46,1,1,38,1,2,31,2,3,32,1,2,1,15,15,0,8,7,1,1,339375
43,1,2,42,1,3,39,1,2,42,1,1,32.5,2,2,31,1,3,48,1,2,1,15,15,0,8,7,1,1,38875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,37,1,3,31,1,2,41,1,1,21,2,2,22,2,3,33,1,2,2,15,10,5,8,6,2,1,36375
46,1,2,42,1,3,37,1,2,36,1,1,36,1,2,30,1,3,28.5,2,2,1,15,13,2,8,7,1,1,344375
0,0,2,0,0,3,10,1,2,36,1,1,37,1,2,15,2,3,32,1,2,1,15,5,10,5,4,1,2,12125
47,1,2,32,1,3,38,1,2,44,1,1,32,1,2,34,1,3,43,1,2,0,15,15,0,8,8,0,1,34375
41,1,2,36,1,3,33,2,2,39,1,1,40,1,2,30,1,3,39,1,2,1,15,15,0,8,7,1,1,34625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
41,1,2,41,1,3,39,1,2,39,1,1,42,1,2,47,1,3,36,1,2,0,15,15,0,8,8,0,1,38.25
33,1,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,32,2,2,1,15,4,11,3,2,1,2,0
43,1,2,42,1,3,43,1,2,44,1,1,34,1,2,46,1,3,43,1,2,0,15,15,0,8,8,0,1,35.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,38,1,3,31,1,2,43,1,1,35,1,2,19.5,2,3,33.5,2,2,2,15,12,3,8,6,2,1,35625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,40,1,3,33,1,2,36,1,1,33,1,2,21,2,3,41,1,2,1,15,10,5,6,5,1,1,3.24583E+14
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
48,1,2,37,1,3,43,1,2,42,1,1,32,1,2,26.5,2,3,36,1,2,1,15,12,3,8,7,1,1,33125
31,1,2,35,1,3,36,1,2,42,1,1,32,2,2,23,3,3,36,1,2,2,15,12,3,8,6,2,1,32
42,1,2,39,1,3,39,1,2,44,1,1,41,1,2,29,2,3,47,1,2,1,15,12,3,8,7,1,1,330625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
42,1,2,43,1,3,45,1,2,44,1,1,45,1,2,42,1,3,43,1,2,0,15,15,0,8,8,0,1,39875
40,1,2,38,1,3,45,1,2,42,1,1,38,1,2,26,2,3,37,1,2,1,15,12,3,8,7,1,1,35
43,1,2,45,1,3,46,1,2,46,1,1,43,1,2,42,1,3,43,1,2,0,15,15,0,8,8,0,1,40375
37,1,2,0,0,3,0,0,2,0,0,1,26,1,2,10,1,3,0,0,2,0,15,2,13,4,4,0,2,0
0,0,2,34,1,3,34,1,2,43,1,1,31,1,2,32,2,3,33.5,2,2,2,15,13,2,6,4,2,1,35.5
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
42,1,2,33,1,3,32,1,2,42,1,1,31,1,2,30,1,3,28.5,2,2,1,15,13,2,8,7,1,1,34.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,37,1,3,38,1,2,44,1,1,28.5,2,2,30,1,3,27.5,2,2,2,15,9,6,6,4,2,1,325625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,40,1,3,43,1,2,45,1,1,48,1,2,48,1,3,40,1,2,0,15,15,0,8,8,0,1,37625
50,1,2,40,1,3,40,1,2,40,1,1,36,1,2,32,1,3,32.5,2,2,1,15,15,0,8,7,1,1,33
36,1,2,31,1,3,27.5,2,2,32,1,1,34,1,2,28,2,3,32,1,2,2,15,10,5,8,6,2,1,313125
41,1,2,40,1,3,38,1,2,42,1,1,39,1,2,38,1,3,36,1,2,0,15,15,0,8,8,0,1,36375
43,1,2,35,1,3,41,1,2,44,1,1,41,1,2,31,1,3,30,1,2,0,15,15,0,8,8,0,1,34
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,34,1,2,0,0,3,28,2,2,1,15,2,13,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,40,1,3,43,1,2,43,1,1,35,1,2,27,2,3,33,1,2,1,15,12,3,8,7,1,1,35875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,42,1,3,35,1,2,49,1,1,33,1,2,31,1,3,47,1,2,0,15,15,0,8,8,0,1,323125
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,35,1,2,0,15,2,13,1,1,0,2,0
43,1,2,40,1,3,41,1,2,44,1,1,46,1,2,47,1,3,41,1,2,0,15,15,0,8,8,0,1,35875
39,1,2,40,1,3,33,1,2,44,1,1,33,1,2,33,1,3,30,2,2,1,15,15,0,8,7,1,1,345625
47,1,2,43,1,3,36,1,2,43,1,1,42,1,2,42,1,3,38,1,2,0,15,15,0,8,8,0,1,34875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,43,1,3,39,1,2,44,1,1,37,1,2,30,1,3,34,1,2,0,15,15,0,8,8,0,1,32875
45,1,2,42,1,3,38,1,2,44,1,1,39,1,2,30,2,3,36,2,2,2,15,15,0,8,6,2,1,34375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
41,1,2,32,1,3,36,2,2,43,1,1,29.5,2,2,25,3,3,37,1,2,3,15,12,3,8,5,3,2,31.25
45,1,2,41,1,3,40,1,2,43,1,1,39,1,2,32,1,3,47,1,2,0,15,15,0,8,8,0,1,39
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
43,1,2,41,1,3,0,0,2,42,1,1,29,2,2,16,1,3,29.5,2,2,2,15,8,7,7,5,2,2,4375
48,1,2,34,1,3,26,2,2,42,1,1,32,1,2,26.5,2,3,32,1,2,2,15,10,5,8,6,2,1,34375
44,1,2,44,1,3,33,1,2,45,1,1,45,1,2,31,1,3,41,1,2,0,15,15,0,8,8,0,1,36375
44,1,2,43,1,3,32,1,2,43,1,1,40,1,2,33,1,3,37.5,2,2,1,15,15,0,8,7,1,1,33625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,34,1,2,0,15,2,13,1,1,0,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,34,1,3,34,1,2,41,1,1,31.5,2,2,25,2,3,30,1,2,2,15,12,3,8,6,2,1,31875
37,1,2,33,1,3,33,1,2,38,1,1,34,2,2,37,1,3,30,1,2,1,15,15,0,8,7,1,1,35.5
42,1,2,36,1,3,35,1,2,38,1,1,40,1,2,23.5,2,3,32.5,2,2,2,15,12,3,8,6,2,1,344375
37,1,2,39,1,3,32,1,2,36,1,1,33.5,2,2,32,1,3,32,1,2,1,15,15,0,8,7,1,1,36625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
39,1,2,37,1,3,30,1,2,17,2,1,30,1,2,29,2,3,30,1,2,2,15,11,4,8,6,2,1,291875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,4,1,1,0,0,2,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0
38,1,2,34,1,3,30,1,2,33,1,1,34.5,2,2,24.33333333,3,3,33,1,2,2,15,12,3,8,6,2,1,35125
0,0,2,0,0,3,0,0,2,0,0,1,41,1,2,0,0,3,25,1,2,0,15,2,13,2,2,0,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,43,1,1,34,1,2,0,0,3,22.5,2,2,1,15,3,12,3,2,1,2,0
36,1,2,37,1,3,30,1,2,47,1,1,39,1,2,25.5,2,3,32,1,2,1,15,12,3,8,7,1,1,34375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
41,1,2,34,1,3,31,1,2,48,1,1,30,1,2,24.33333333,3,3,30.5,2,2,2,15,12,3,8,6,2,1,319375
35,1,2,38,1,3,24.5,2,2,40,1,1,30,1,2,23.5,2,3,30.5,2,2,3,15,10,5,8,5,3,2,34.25
47,1,2,45,1,3,48,1,2,46,1,1,37,1,2,36,1,3,37,1,2,0,15,15,0,8,8,0,1,37625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,31,1,1,0,0,2,0,0,3,0,0,2,0,0,1,-1,1,1,0,0,0
37,1,2,38,1,3,22.66666667,3,2,39,1,1,33,2,2,25.5,2,3,34.5,2,2,4,15,10,5,8,4,4,2,35.5
40,1,2,37,1,3,34,1,2,39,1,1,33.5,2,2,22.5,2,3,36,1,2,2,15,12,3,8,6,2,1,35.75
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
30,1,2,39,1,3,33,1,2,43,1,1,40,1,2,28,2,3,42,1,2,1,15,12,3,8,7,1,1,34.25
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,0,0,3,25.33333333,3,2,39,1,1,23,2,2,8,2,3,0,0,2,3,15,3,12,6,3,3,2,9875
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
34,1,2,40,1,3,31,1,2,34,1,1,39,1,2,31,1,3,26.5,2,2,1,15,13,2,8,7,1,1,299375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,31.5,2,2,48,1,1,0,0,2,0,0,3,0,0,2,1,15,3,12,2,1,1,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
44,1,2,36,1,3,48,1,2,43,1,1,34,1,2,25,2,3,38,1,2,1,15,12,3,8,7,1,1,33625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
35,1,2,34,1,3,38,1,2,38,1,1,40,1,2,26,2,3,33.5,2,2,2,15,12,3,8,6,2,1,36375
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
40,1,2,42,1,3,34,1,2,49,1,1,41,1,2,27,2,3,42,1,2,1,15,12,3,8,7,1,1,325625
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
37,1,2,36,1,3,32,1,2,45,1,1,32.5,2,2,26.66666667,3,3,30,1,2,2,15,12,3,8,6,2,1,34625
0,0,2,32,1,3,31,1,2,0,0,1,40,1,2,15,1,3,24.5,2,2,1,15,7,8,5,4,1,2,0
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
31,1,2,0,0,3,0,0,2,30,1,1,30,1,2,0,0,3,34.5,2,2,1,15,7,8,5,4,1,2,2.5
0,0,2,36,1,3,0,0,2,0,0,1,32,1,2,21.5,2,3,0,0,2,1,15,5,10,3,2,1,2,16875
0,0,2,35,1,3,30,1,2,33,1,1,31,2,2,19.66666667,3,3,34.5,2,2,3,15,10,5,6,3,3,2,35.25
0,0,2,0,0,3,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
