CAR_CUATRO,NCC_CUATRO,NCA_CUATRO,NCP_CUATRO,NAC_CUATRO,NAA_CUATRO,NAP_CUATRO,EPA_CUATRO,PROMEDIO_CINCO,NOTA_L_UNO,VECES_L_UNO,CREDITOS_L_UNO,NOTA_PYE_UNO,VECES_PYE_UNO,CREDITOS_PYE_UNO,NOTA_VARCOM,VECES_VARCOM,CREDITOS_VARCOM,NOTA_EL_DOS,VECES_EL_DOS,CREDITOS_EL_DOS,NOTA_PROGAPL,VECES_PROGAPL,CREDITOS_PROGAPL,NOTA_CAMPOS,VECES_CAMPOS,CREDITOS_CAMPOS,NOTA_FCD,VECES_FCD,CREDITOS_FCD
1,17,15,2,7,6,1,1,3.47333E+14,48,1,2,28,2,2,30,1,2,40,1,3,42,1,3,30,1,2,41,1,3
0,17,17,0,7,7,0,1,3.27333E+14,48,1,2,38,1,2,36,1,2,47,1,3,44,1,3,35,1,2,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,43,1,3,0,0,2,0,0,3
1,17,11,6,7,6,1,1,1.61333E+14,47,1,2,31,2,2,43,1,2,26,1,3,41,1,3,35,1,2,29,1,3
1,17,5,12,3,2,1,2,6.4,0,0,2,16.5,2,2,36,1,2,0,0,3,30,1,3,0,0,2,0,0,3
1,17,8,9,6,5,1,2,12.7,45,1,2,0,0,2,25,1,2,42,1,3,34,1,3,25,1,2,29,2,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,10,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,7,1,3,0,0,2,0,0,3
1,17,12,5,6,5,1,2,2.27333E+14,43,1,2,0,0,2,42,1,2,23.5,2,3,36,1,3,34,1,2,40,1,3
1,17,12,5,6,5,1,1,2.48667E+14,49,1,2,0,0,2,44,1,2,24,2,3,38,1,3,30,1,2,41,1,3
1,17,3,14,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,2,3,0,0,2,0,0,3
0,17,15,2,7,7,0,1,7,46,1,2,25,1,2,31,1,2,34,1,3,40,1,3,35,1,2,43,1,3
1,17,12,5,6,5,1,2,15.3,43,1,2,0,0,2,30,1,2,25,2,3,36,1,3,30,1,2,45,1,3
0,17,15,2,6,6,0,1,3.89333E+14,0,0,2,35,1,2,43,1,2,33,1,3,43,1,3,39,1,2,30,1,3
1,17,13,4,7,6,1,1,2.41333E+14,48,1,2,23.5,2,2,31,1,2,32,1,3,37,1,3,25,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,10,7,6,5,1,2,10.8,48,1,2,0,0,2,26,2,2,32,1,3,34,1,3,35,1,2,23,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,3.45333E+14,43,1,2,31,1,2,28,2,2,46,1,3,35,1,3,41,1,2,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,3,14,3,2,1,2,0,0,0,2,23.5,2,2,0,0,2,0,0,3,30,1,3,25,1,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,26.33333333,3,3,0,0,2,0,0,3
2,17,13,4,7,5,2,1,1.86667E+14,46,1,2,29,2,2,26,2,2,36,1,3,41,1,3,32,1,2,45,1,3
1,17,17,0,7,6,1,1,3.70667E+14,45,1,2,30,1,2,39,1,2,31,2,3,30,1,3,39,1,2,30,1,3
2,17,13,4,6,4,2,2,35.4,0,0,2,29,2,2,43,1,2,36.5,2,3,31,1,3,35,1,2,35,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,46,1,3,0,0,2,0,0,3
1,17,12,5,6,5,1,2,12.6,41,1,2,27.33333333,3,2,30,1,2,0,0,3,30,1,3,31,1,2,30,1,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,13,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,15,2,6,5,1,2,3.51333E+14,0,0,2,31,2,2,33,1,2,31,1,3,36,1,3,35,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,47,1,2,0,0,2,0,0,2,0,0,3,32,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
1,17,11,6,6,5,1,2,7,0,0,2,25.5,2,2,35,1,2,31,1,3,41,1,3,20,1,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,13,1,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,14,1,3,0,0,2,0,0,3
1,17,3,14,2,1,1,2,3.4,0,0,2,28,1,2,0,0,2,0,0,3,34,2,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,2,2,0,2,0,16,1,2,0,0,2,0,0,2,0,0,3,18,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,48,1,2,0,0,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
0,17,0,17,2,2,0,2,0,17,1,2,0,0,2,0,0,2,0,0,3,14,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,15,2,6,6,0,2,1.77333E+14,0,0,2,30,1,2,32,1,2,37,1,3,34,1,3,30,1,2,40,1,3
2,17,12,5,7,5,2,2,19.8,40,1,2,26,2,2,40,1,2,33,1,3,30,1,3,30,1,2,11,2,3
0,17,5,12,2,2,0,2,6.4,47,1,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,14,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,50,1,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,2,15,2,2,0,2,0,38,1,2,0,0,2,0,0,2,0,0,3,14,1,3,0,0,2,0,0,3
2,17,13,4,7,5,2,1,1.08667E+14,37,1,2,26,2,2,33,1,2,37,1,3,42,1,3,25,2,2,40,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
1,0,0,0,0,-1,1,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,2,3,0,0,2,0,0,3
1,17,3,14,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,2,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,15,2,6,6,0,2,1.77333E+14,0,0,2,33,1,2,31,1,2,37,1,3,39,1,3,30,1,2,42,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
3,17,11,6,6,3,3,2,1.06667E+14,0,0,2,24.66666667,3,2,30.5,2,2,32,1,3,33,1,3,24.5,2,2,34,1,3
1,17,13,4,6,5,1,1,13,47,1,2,26.5,2,2,0,0,2,32,1,3,45,1,3,30,1,2,45,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
3,17,9,8,6,3,3,2,6.6,43,1,2,32,1,2,43,1,2,0,0,3,18.5,2,3,28,2,2,31.5,2,3
0,17,3,14,2,2,0,2,4,0,0,2,0,0,2,0,0,2,36,1,3,0,0,3,0,0,2,7,1,3
2,17,15,2,7,5,2,1,12.8,39,1,2,30,1,2,33.5,2,2,36,1,3,40,1,3,27,2,2,32,1,3
0,17,15,2,7,7,0,1,3.05333E+14,44,1,2,27,1,2,30,1,2,42,1,3,37,1,3,35,1,2,42,1,3
1,17,3,14,1,0,1,2,2.6,0,0,2,0,0,2,0,0,2,0,0,3,33,2,3,0,0,2,0,0,3
2,17,7,10,6,4,2,2,1.10667E+14,35,1,2,22.5,2,2,35,1,2,0,0,3,41,1,3,24,2,2,24,1,3
0,17,8,9,3,3,0,2,0,43,1,2,0,0,2,0,0,2,0,0,3,37,1,3,0,0,2,34,1,3
0,17,13,4,5,5,0,2,7,0,0,2,0,0,2,30,1,2,30,1,3,39,1,3,30,1,2,38,1,3
0,17,17,0,7,7,0,1,2.09333E+14,47,1,2,30,1,2,33,1,2,40,1,3,43,1,3,33,1,2,32,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,43,1,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,17,1,3,0,0,2,0,0,3
2,17,13,4,6,4,2,1,13.4,43,1,2,0,0,2,39,1,2,43,1,3,36.5,2,3,25.5,2,2,42,1,3
0,17,15,2,6,6,0,1,3.29333E+14,0,0,2,30,1,2,31,1,2,41,1,3,47,1,3,32,1,2,34,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,11,2,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,33,1,2,0,0,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
2,17,15,2,7,5,2,1,6.6,39,1,2,28.5,2,2,31.5,2,2,34,1,3,39,1,3,30,1,2,37,1,3
1,17,13,4,6,5,1,2,1.18667E+14,0,0,2,20.5,2,2,37,1,2,30,1,3,36,1,3,30,1,2,39,1,3
2,17,5,12,4,2,2,2,6.4,44,1,2,20.5,2,2,0,0,2,0,0,3,46,1,3,28.5,2,2,0,0,3
0,17,5,12,2,2,0,2,0,47,1,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,11,6,4,4,0,2,6.93333E+14,0,0,2,0,0,2,30,1,2,32,1,3,37,1,3,0,0,2,36,1,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,45,1,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
1,17,0,17,2,1,1,2,0,0,0,2,0,0,2,19,1,2,0,0,3,18.33333333,3,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,20,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,4,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,17,0,7,5,2,1,0,48,1,2,36,1,2,33,2,2,34,1,3,38,1,3,30,2,2,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
2,17,12,5,6,4,2,2,1.07667E+14,39,1,2,21.5,2,2,37,1,2,0,0,3,30,1,3,29.5,2,2,42,1,3
0,17,13,4,5,5,0,2,10,0,0,2,0,0,2,35,1,2,34,1,3,42,1,3,31,1,2,45,1,3
0,17,10,7,4,4,0,2,1.66667E+14,48,1,2,0,0,2,37,1,2,0,0,3,40,1,3,0,0,2,38,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,6,1,3,0,0,2,0,0,3
2,17,15,2,7,5,2,1,2.09333E+14,41,1,2,28,2,2,31,1,2,43,1,3,37,1,3,31,2,2,32,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,39,1,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,13.33333333,3,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,32,1,3,0,0,2,0,0,3
1,17,13,4,6,5,1,1,2.81333E+14,47,1,2,26,2,2,39,1,2,40,1,3,46,1,3,0,0,2,39,1,3
0,17,12,5,5,5,0,2,19.4,48,1,2,0,0,2,43,1,2,32,1,3,37,1,3,36,1,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,26,1,3,0,0,2,0,0,3
1,17,2,15,2,1,1,2,0,44,1,2,0,0,2,0,0,2,0,0,3,21.5,2,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,1,2,0,0,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,39,1,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,24,3,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
1,17,3,14,2,1,1,2,0,0,0,2,13.5,2,2,0,0,2,0,0,3,43,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
1,17,13,4,7,6,1,1,7.6,39,1,2,24.5,2,2,41,1,2,36,1,3,40,1,3,25,1,2,44,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,7.6,35,1,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
1,17,17,0,7,6,1,1,1.75333E+14,48,1,2,30,1,2,31,1,2,44,1,3,49,1,3,34,1,2,36,2,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,0,0,2,0,0,2,35,1,2,0,0,3,34,1,3,0,0,2,0,0,3
1,17,13,4,6,5,1,1,1.85333E+14,45,1,2,0,0,2,38,1,2,39,1,3,34,1,3,28.5,2,2,40,1,3
0,17,7,10,3,3,0,2,6.2,46,1,2,0,0,2,0,0,2,0,0,3,39,1,3,30,1,2,0,0,3
0,17,3,14,3,3,0,2,0,3,1,2,12,1,2,0,0,2,0,0,3,39,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,36,1,3,0,0,2,0,0,3
0,17,8,9,3,3,0,2,0,50,1,2,0,0,2,0,0,2,0,0,3,43,1,3,0,0,2,39,1,3
1,17,11,6,5,4,1,2,1.79333E+14,0,0,2,22.5,2,2,30,1,2,36,1,3,36,1,3,0,0,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,35,1,2,0,0,2,0,0,2,0,0,3,40,1,3,0,0,2,0,0,3
1,17,15,2,7,6,1,1,1.14667E+14,46,1,2,28,2,2,35,1,2,38,1,3,44,1,3,35,1,2,46,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
1,17,2,15,2,1,1,2,0,43,1,2,0,0,2,0,0,2,0,0,3,20.33333333,3,3,0,0,2,0,0,3
0,17,15,2,6,6,0,1,7.6,47,1,2,0,0,2,36,1,2,37,1,3,39,1,3,32,1,2,41,1,3
1,17,6,11,4,3,1,2,0,0,0,2,0,0,2,20,2,2,0,0,3,39,1,3,24,1,2,37,1,3
0,17,0,17,1,1,0,2,0,16,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,13,4,6,6,0,1,25.4,41,1,2,0,0,2,31,1,2,42,1,3,40,1,3,28,1,2,40,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,3,14,2,1,1,2,0,0,0,2,23.5,2,2,0,0,2,0,0,3,39,1,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,0,0,2,28,1,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
0,17,10,7,4,4,0,2,12,0,0,2,0,0,2,35,1,2,0,0,3,45,1,3,32,1,2,40,1,3
0,17,5,12,3,3,0,2,4.66667E+14,42,1,2,0,0,2,17,1,2,0,0,3,32,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,48,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,10,7,5,5,0,2,7,0,0,2,35,1,2,32,1,2,0,0,3,36,1,3,29,1,2,42,1,3
0,17,5,12,2,2,0,2,0,0,0,2,0,0,2,41,1,2,0,0,3,34,1,3,0,0,2,0,0,3
0,17,3,14,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,32,1,3,0,0,2,19,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,40,1,2,0,0,2,0,0,2,0,0,3,42,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,36,1,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,10,7,4,4,0,2,7.2,36,1,2,0,0,2,35,1,2,0,0,3,39,1,3,0,0,2,42,1,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,3,2,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,12,5,6,6,0,2,1.14667E+14,47,1,2,23,1,2,30,1,2,0,0,3,50,1,3,30,1,2,37,1,3
0,17,3,14,2,2,0,2,0,0,0,2,24,1,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,43,1,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,32,1,2,0,0,2,0,0,2,0,0,3,41,1,3,0,0,2,0,0,3
1,17,3,14,2,1,1,2,0,22.5,2,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,11,6,4,4,0,2,7.6,0,0,2,0,0,2,43,1,2,34,1,3,35,1,3,0,0,2,40,1,3
0,17,8,9,3,3,0,2,0,47,1,2,0,0,2,0,0,2,0,0,3,38,1,3,0,0,2,38,1,3
0,17,9,8,3,3,0,2,0,0,0,2,0,0,2,0,0,2,31,1,3,36,1,3,0,0,2,34,1,3
0,17,5,12,2,2,0,2,6,44,1,2,0,0,2,0,0,2,0,0,3,35,1,3,0,0,2,0,0,3
0,17,2,15,1,1,0,2,0,34,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
1,17,0,17,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,3,14.5,2,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,21,1,3,0,0,2,0,0,3
0,17,11,6,4,4,0,2,12.4,43,1,2,0,0,2,0,0,2,31,1,3,43,1,3,0,0,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,7,10,3,3,0,2,0,46,1,2,31,1,2,0,0,2,0,0,3,37,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,30,1,3,0,0,2,0,0,3
0,17,13,4,5,5,0,2,0,50,1,2,0,0,2,43,1,2,35,1,3,38,1,3,0,0,2,36,1,3
0,17,5,12,2,2,0,2,0,0,0,2,0,0,2,44,1,2,0,0,3,39,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,20,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,48,1,2,0,0,2,0,0,2,0,0,3,34,1,3,0,0,2,0,0,3
0,17,0,17,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,12,1,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,32,1,3,0,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3
0,17,3,14,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,3,33,1,3,0,0,2,0,0,3
0,17,5,12,2,2,0,2,0,42,1,2,0,0,2,0,0,2,0,0,3,39,1,3,0,0,2,0,0,3
