NOTA_EI_CINCO,VECES_EI_CINCO,CREDITOS_EI_CINCO,NOTA_EE_DOS,VECES_EE_DOS,CREDITOS_EE_DOS,NOTA_EI_SEIS,VECES_EI_SEIS,CREDITOS_EI_SEIS,NOTA_ORD_TER,VECES_ORD_TER,CREDITOS_ORD_TER,NOTA_TG_UNO,VECES_TG_UNO,CREDITOS_TG_UNO,CAR_NUEVE,NCC_NUEVE,NCA_NUEVE,NCP_NUEVE,NAC_NUEVE,NAA_NUEVE,NAP_NUEVE,EPA_NUEVE,ESTADO NUEVE,PROMEDIO_DIEZ
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,40,1,2,35,1,3,42,1,3,45,1,2,0,13,13,0,5,5,0,1,1,44.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,44,1,2,0,0,3,44,1,3,44,1,2,0,13,10,3,4,4,1,1,1,43.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
9,1,3,36,1,2,30,1,3,36,1,3,0,0,2,0,13,8,5,5,3,2,2,3,36.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,3,42,1,2,38,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.72727273
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,49,1,2,40,1,3,41,1,3,42,1,2,0,13,13,0,5,5,0,1,1,39.27272727
38,1,3,45,1,2,0,0,3,39,1,3,46,1,2,0,13,10,3,4,4,1,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,48,1,2,38,1,3,44,1,3,36,1,2,0,13,13,0,5,5,0,1,1,42.90909091
43,1,3,50,1,2,38,1,3,43,1,3,46,1,2,0,13,13,0,5,5,0,1,1,42.875
40,1,3,41,1,2,32,1,3,48,1,3,50,1,2,0,13,13,0,5,5,0,1,1,39.375
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,44,1,2,37,1,3,45,1,3,37,1,2,0,13,13,0,5,5,0,1,1,43.27272727
31,1,3,48,1,2,36,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,43.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,40,1,2,35,1,3,44,1,3,47,1,2,0,13,13,0,5,5,0,1,1,40.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
32,2,3,42,1,2,0,0,3,39,1,3,43,2,2,2,13,10,3,4,4,1,1,1,39
33,1,3,0,0,2,35,1,3,48,1,3,50,1,2,0,13,11,2,4,4,1,1,1,41.25
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,34,1,2,0,0,3,42,1,3,46,1,2,0,13,10,3,4,4,1,1,1,39
35,1,3,45,1,2,0,0,3,45,1,3,44,1,2,0,13,10,3,4,4,1,1,1,44.18181818
33,1,3,33,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,38.09090909
39,1,3,45,1,2,0,0,3,39,1,3,44,1,2,0,13,10,3,4,4,1,1,1,43.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,34,1,2,30,1,3,44,1,3,39,1,2,0,13,13,0,5,5,0,1,1,41.72727273
39,1,3,50,1,2,0,0,3,39,1,3,42,1,2,0,13,10,3,4,4,1,1,1,42.54545455
40,1,3,41,1,2,38,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.45454545
34,1,3,34,1,2,0,0,3,44,1,3,0,0,2,0,13,8,5,4,3,2,1,1,35.625
41,1,3,43,1,2,39,1,3,44,1,3,43,1,2,0,13,13,0,5,5,0,1,1,43.45454545
37,1,3,45,1,2,33,1,3,31,1,3,50,1,2,0,13,13,0,5,5,0,1,1,40.5
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,45,1,2,0,0,3,47,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.36363636
33,1,3,43,1,2,0,0,3,43,1,3,49,1,2,0,13,10,3,4,4,1,1,1,41.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,39,1,2,0,0,3,42,1,3,45,1,2,0,13,10,3,4,4,1,1,1,38.27272727
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,40,1,2,40,1,3,41,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.27272727
38,1,3,50,1,2,39,1,3,45,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,45,1,2,36,1,3,39,1,3,37,1,2,0,13,13,0,5,5,0,1,1,41
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,3,38,1,2,41,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,38.72727273
40,1,3,0,0,2,41,1,3,42,1,3,50,1,2,0,13,11,2,4,4,1,1,1,43.75
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,3,45,1,2,0,0,3,44,1,3,46,1,2,0,13,10,3,4,4,1,1,1,44.18181818
33,1,3,44,1,2,0,0,3,42,1,3,36,1,2,0,13,10,3,4,4,1,1,1,38.81818182
39,1,3,43,1,2,38,1,3,37,1,3,45,1,2,0,13,13,0,5,5,0,1,1,41.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,42,1,2,37,1,3,41,1,3,35,1,2,0,13,13,0,5,5,0,1,1,38.63636364
37,1,3,34,1,2,0,0,3,42,1,3,45,1,2,0,13,10,3,4,4,1,1,1,45.18181818
31,1,3,38,1,2,0,0,3,45,1,3,38,1,2,0,13,10,3,4,4,1,1,1,37.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,50,1,2,30,1,3,41,1,3,45,1,2,0,13,13,0,5,5,0,1,1,41.72727273
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,2,3,36,1,2,0,0,3,44,1,3,41,1,2,1,13,10,3,4,4,1,1,1,40.63636364
42,1,3,34,1,2,37,1,3,43,1,3,45,1,2,0,13,13,0,5,5,0,1,1,38.72727273
39,1,3,40,1,2,36,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,42
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,49,1,2,37,1,3,45,1,3,39,1,2,0,13,13,0,5,5,0,1,1,43.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,49,1,2,40,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,45.72727273
0,0,3,44,1,2,0,0,3,44,1,3,0,0,2,0,13,5,8,3,2,3,2,3,49
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,3,43,1,2,0,0,3,39,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,40,1,2,0,0,3,0,0,3,0,0,2,0,13,2,11,2,1,4,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,2,3,31,1,2,0,0,3,42,1,3,0,0,2,1,13,8,5,4,3,2,1,1,41
36,1,3,41,1,2,0,0,3,43,1,3,42,1,2,0,13,10,3,4,4,1,1,1,41.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,3,32,1,2,32,1,3,40,1,3,50,1,2,0,13,13,0,5,5,0,1,1,40.125
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,3,33,1,2,0,0,3,42,1,3,50,1,2,0,13,10,3,4,4,1,1,1,41.18181818
40,1,3,45,1,2,38,1,3,45,1,3,50,1,2,0,13,13,0,5,5,0,1,1,40.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,49,1,2,31,1,3,43,1,3,0,0,2,0,13,11,2,5,4,1,1,1,34.875
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,44,1,2,0,0,3,43,1,3,48,1,2,0,13,10,3,4,4,1,1,1,43.18181818
40,1,3,42,1,2,0,0,3,36,1,3,50,1,2,0,13,10,3,4,4,1,1,1,41.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,38,1,2,0,0,3,40,1,3,50,1,2,0,13,10,3,4,4,1,1,1,45.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,31,1,2,30,1,3,44,1,3,50,1,2,0,13,13,0,5,5,0,1,1,43.125
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,47,1,2,0,0,3,44,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,32,1,2,0,0,3,38,1,3,45,1,2,0,13,10,3,4,4,1,1,1,42.54545455
0,0,3,41,1,2,0,0,3,0,0,3,0,0,2,0,13,2,11,2,1,4,2,3,0
42,1,3,48,1,2,0,0,3,46,1,3,49,1,2,0,13,10,3,4,4,1,1,1,44
42,1,3,47,1,2,0,0,3,46,1,3,49,1,2,0,13,10,3,4,4,1,1,1,46.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,49,1,2,30,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,40.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,42,1,2,0,0,3,42,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.27272727
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,3,44,1,2,0,0,3,47,1,3,49,1,2,0,13,10,3,4,4,1,1,1,42.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,3,39,1,2,0,0,3,41,1,3,43,1,2,0,13,10,3,4,4,1,1,1,41.09090909
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,33,1,2,0,0,3,46,1,3,0,0,2,0,13,8,5,4,3,2,1,1,38.625
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,36,1,2,0,0,3,0,0,3,0,0,2,0,13,2,11,2,1,4,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,3,43,1,2,33,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,41.54545455
32,1,3,43,1,2,0,0,3,33,1,3,50,1,2,0,13,10,3,4,4,1,1,1,40.54545455
38,1,3,41,1,2,0,0,3,43,1,3,44,1,2,0,13,10,3,4,4,1,1,1,38.45454545
37,1,3,44,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,44,1,2,34,1,3,46,1,3,48,1,2,0,13,13,0,5,5,0,1,1,41.5
30,1,3,34,1,2,0,0,3,39,1,3,50,1,2,0,13,10,3,4,4,1,1,1,39.27272727
35,1,3,45,1,2,0,0,3,44,1,3,40,1,2,0,13,10,3,4,4,1,1,1,39.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,39,1,2,38,1,3,44,1,3,35,1,2,0,13,13,0,5,5,0,1,1,42.54545455
31,1,3,39,1,2,0,0,3,43,1,3,45,1,2,0,13,10,3,4,4,1,1,1,40.63636364
39,1,3,45,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,41.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,39,1,2,35,1,3,43,1,3,48,1,2,0,13,13,0,5,5,0,1,1,45
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,37,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.875
39,1,3,44,1,2,0,0,3,43,1,3,48,1,2,0,13,10,3,4,4,1,1,1,42.27272727
39,1,3,46,1,2,0,0,3,45,1,3,43,1,2,0,13,10,3,4,4,1,1,1,45.18181818
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
32,1,3,38,1,2,38,1,3,45,1,3,30,1,2,0,13,13,0,5,5,0,1,1,43.36363636
39,1,3,44,1,2,0,0,3,41,1,3,42,1,2,0,13,10,3,4,4,1,1,1,44.27272727
40,1,3,46,1,2,0,0,3,46,1,3,48,1,2,0,13,10,3,4,4,1,1,1,44.72727273
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,45,1,2,35,1,3,44,1,3,37,1,2,0,13,13,0,5,5,0,1,1,41
42,1,3,47,1,2,34,1,3,46,1,3,43,1,2,0,13,13,0,5,5,0,1,1,43.09090909
34,1,3,37,1,2,0,0,3,49,1,3,49,1,2,0,13,10,3,4,4,1,1,1,41.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,44,1,2,39,1,3,45,1,3,36,1,2,0,13,13,0,5,5,0,1,1,42.54545455
32,1,3,36,1,2,0,0,3,36,1,3,0,0,2,0,13,8,5,4,3,2,1,1,33.75
34,1,3,33,1,2,34,1,3,43,1,3,35,1,2,0,13,13,0,5,5,0,1,1,43.875
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,3,43,1,2,0,0,3,46,1,3,37,1,2,0,13,10,3,4,4,1,1,1,44.63636364
39,1,3,0,0,2,0,0,3,35,1,3,50,1,2,0,13,8,5,3,3,2,1,1,44
34,1,3,37,1,2,0,0,3,49,1,3,48,1,2,0,13,10,3,4,4,1,1,1,41.63636364
30,1,3,30,1,2,38,1,3,40,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.27272727
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,38,1,2,0,0,3,44,1,3,43,1,2,0,13,10,3,4,4,1,1,1,39.81818182
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,39,1,2,0,0,3,0,0,3,0,0,2,0,13,2,11,2,1,4,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,30,1,2,0,0,3,39,1,3,42,1,2,0,13,10,3,4,4,1,1,1,38.72727273
41,1,3,35,1,2,33,1,3,39,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.18181818
47,1,3,36,1,2,0,0,3,48,1,3,50,1,2,0,13,10,3,4,4,1,1,1,44.63636364
0,0,3,16,1,2,0,0,3,0,0,3,0,0,2,0,13,0,13,2,0,5,2,3,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,3,32,1,2,35,1,3,45,1,3,45,1,2,0,13,13,0,5,5,0,1,1,40.63636364
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,30,1,2,30,1,3,39,1,3,0,0,2,0,13,11,2,5,4,1,1,1,35.4
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,3,30,1,2,38,1,3,41,1,3,40,1,2,0,13,13,0,5,5,0,1,1,40.72727273
32,1,3,42,1,2,34,1,3,40,1,3,41,1,2,0,13,13,0,5,5,0,1,1,35.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,3,44,1,2,33,1,3,40,1,3,50,1,2,0,13,13,0,5,5,0,1,1,39.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,48,1,2,40,1,3,46,1,3,48,1,2,0,13,13,0,5,5,0,1,1,43.5
30,1,3,48,1,2,0,0,3,43,1,3,50,1,2,0,13,10,3,4,4,1,1,1,44.18181818
37,1,3,45,1,2,0,0,3,36,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.09090909
48,1,3,40,1,2,0,0,3,47,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.18181818
32,1,3,37,1,2,0,0,3,36,1,3,0,0,2,0,13,8,5,4,3,2,1,1,39
38,1,3,44,1,2,0,0,3,37,1,3,42,1,2,0,13,10,3,4,4,1,1,1,38.72727273
35,1,3,38,1,2,30,1,3,34,1,3,50,1,2,0,13,13,0,5,5,0,1,1,35.45454545
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,43,1,2,39,1,3,47,1,3,42,1,2,0,13,13,0,5,5,0,1,1,40.36363636
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,30,1,2,0,0,3,45,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,36,1,2,0,0,3,36,1,3,49,1,2,0,13,10,3,4,4,1,1,1,43.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,3,38,1,2,0,0,3,45,1,3,48,1,2,0,13,10,3,4,4,1,1,1,41.18181818
42,1,3,45,1,2,0,0,3,45,1,3,46,2,2,1,13,10,3,4,4,1,1,1,40.54545455
36,1,3,0,0,2,29,1,3,43,1,3,50,1,2,0,13,8,5,4,3,2,1,1,42.375
39,1,3,45,1,2,0,0,3,33,1,3,0,0,2,0,13,8,5,4,3,2,1,1,32.6
39,1,3,48,1,2,35,1,3,33,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,43,1,2,0,0,3,46,1,3,50,1,2,0,13,10,3,4,4,1,1,1,39.72727273
44,1,3,49,1,2,0,0,3,43,1,3,44,1,2,0,13,10,3,4,4,1,1,1,43
37,1,3,36,1,2,39,1,3,35,1,3,50,1,2,0,13,13,0,5,5,0,1,1,38.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,3,43,1,2,0,0,3,37,1,3,0,0,2,0,13,8,5,4,3,2,1,1,35.25
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,46,1,2,36,1,3,41,1,3,50,1,2,0,13,13,0,5,5,0,1,1,42.90909091
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,3,40,1,2,36,1,3,44,1,3,38,1,2,0,13,13,0,5,5,0,1,1,42
39,1,3,48,1,2,33,1,3,41,1,3,47,1,2,0,13,13,0,5,5,0,1,1,38.45454545
35,1,3,42,1,2,0,0,3,45,1,3,50,1,2,0,13,10,3,4,4,1,1,1,41.75
37,1,3,45,1,2,0,0,3,44,1,3,50,1,2,0,13,10,3,4,4,1,1,1,43.09090909
39,1,3,43,1,2,0,0,3,44,1,3,43,1,2,0,13,10,3,4,4,1,1,1,38.54545455
33,1,3,46,1,2,0,0,3,42,1,3,50,1,2,0,13,10,3,4,4,1,1,1,42.54545455
0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0
30,1,3,42,1,2,41,1,3,45,1,3,50,1,2,0,13,13,0,5,5,0,1,1,41.36363636
36,1,3,37,1,2,0,0,3,43,1,3,0,0,2,0,13,8,5,4,3,2,1,1,33.875
39,1,3,38,1,2,43,1,3,49,1,3,45,1,2,0,13,13,0,5,5,0,1,1,40
