CAR_TRES,NCC_TRES,NCA_TRES,NCP_TRES,NAC_TRES,NAA_TRES,NAP_TRES,EPA_TRES,PROMEDIO_CUATRO,NOTA_SEGUNDA_LENGUA_DOS,VECES_SEGUNDA_LENGUA_DOS,CREDITOS_SEGUNDA_LENGUA_DOS,NOTA_EE_DOS,VECES_EE_DOS,CREDITOS_EE_DOS,NOTA_FISICA_DOS,VECES_FISICA_DOS,CREDITOS_FISICA_DOS,NOTA_MULTIVARIADO,VECES_MULTIVARIADO,CREDITOS_MULTIVARIADO,NOTA_ECUACIONES,VECES_ECUACIONES,CREDITOS_ECUACIONES,NOTA_TGS,VECES_TGS,CREDITOS_TGS,NOTA_PROG_AVANZADA,VECES_PROG_AVANZADA,CREDITOS_PROG_AVANZADA
0,2,0,2,1,0,1,2,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,13,9,8,5,3,2,28.86666667,47,1,2,0,0,0,22,3,3,33,1,3,30,1,3,39,1,2,34,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,13,11,9,5,4,2,35.25,10,1,2,39,1,2,15.66666667,3,3,34,1,3,39,1,3,41,1,2,45,1,3
2,24,15,9,9,6,3,2,29.30952381,43,1,2,40,1,2,24.33333333,3,3,32,1,3,30,1,3,42,1,2,32,1,3
1,21,18,3,8,7,1,1,40.27777778,44,1,2,44,1,2,32.5,2,3,41,1,3,32,1,3,42,1,2,39,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,26,8,18,9,3,6,2,17.63157895,0,0,0,0,0,0,39,1,3,29.5,2,3,16.66666667,3,3,37,1,2,34.5,2,3
0,18,18,0,7,7,0,1,42.66666667,44,1,2,43,1,2,49,1,3,41,1,3,45,1,3,43,1,2,50,1,3
1,11,2,9,4,1,3,2,0,0,0,0,0,0,0,16,1,3,0,0,0,0,0,0,39,1,2,15.5,2,3
0,18,18,0,7,7,0,1,32.85714286,34,1,2,47,1,2,38,1,3,31,1,3,41,1,3,39,1,2,45,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,15,6,8,6,2,2,39.22222222,37,1,2,40,1,2,32,1,3,29,2,3,37,1,3,41,1,2,38,1,3
5,31,13,18,11,5,6,2,35.0625,0,0,0,44,1,2,30,3,3,31,1,3,13.66666667,3,3,41,1,2,35,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,2,9,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,21,3,3
1,21,15,6,8,6,2,2,33.5,41,1,2,38,1,2,25.5,2,3,30,1,3,31,1,3,41,1,2,42,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0
1,14,5,9,5,2,3,2,21,0,0,0,0,0,0,39,1,3,0,0,0,27.5,2,3,34,1,2,22,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,12,12,9,5,4,2,17.41666667,44,1,2,39,1,2,30,1,3,29.5,2,3,32,1,3,35,1,2,19,2,3
1,21,15,6,8,6,2,2,38.33333333,42,1,2,41,1,2,25,2,3,31,1,3,31,1,3,40,1,2,42,1,3
6,30,0,30,11,0,11,2,33.75,0,0,0,0,0,0,15,2,3,5,2,3,7.5,2,3,9.666666667,3,2,24.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,15,9,9,6,3,2,38.5,41,1,2,45,1,2,32.5,2,3,26,2,3,31,1,3,39,1,2,34,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,12,12,9,5,4,2,21.25925926,41,1,2,38,1,2,29.5,2,3,27.5,2,3,31,1,3,38,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,37.11111111,45,1,2,42,1,2,30,1,3,32,1,3,31,1,3,42,1,2,42,1,3
0,18,18,0,7,7,0,1,39.22222222,42,1,2,45,1,2,42,1,3,41,1,3,42,1,3,43,1,2,38,1,3
2,8,2,6,4,1,3,2,12.57142857,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,13,3,2,0,0,0
3,21,7,14,8,3,5,2,30.7,46,1,2,0,0,0,0,0,0,34,1,3,26,2,3,31,2,2,16,2,3
1,21,15,6,8,6,2,2,28.45238095,39,1,2,30,1,2,39,1,3,30,1,3,33,1,3,44,1,2,17.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,1,34.25,47,1,2,40,1,2,31,2,3,40,1,3,38,1,3,36,1,2,38,1,3
0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,10,3,5,4,1,1,39,35,1,2,0,0,0,25,1,3,30,1,3,0,0,0,39,1,2,50,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,37.55555556,49,1,2,43,1,2,31,1,3,30,1,3,35,1,3,40,1,2,40,1,3
0,18,18,0,7,7,0,1,38.16666667,45,1,2,38,1,2,30,1,3,30,1,3,30,1,3,39,1,2,38,1,3
1,21,18,3,8,7,1,2,27.64705882,30,1,2,39,1,2,30,1,3,30.5,2,3,33,1,3,36,1,2,35,1,3
2,24,15,9,9,6,3,2,26.39583333,38,1,2,43,1,2,26,2,3,30.5,2,3,41,1,3,32,1,2,46,1,3
4,28,8,20,10,3,7,2,5.197916667,0,0,0,27,1,2,17.33333333,3,3,40,1,3,9,3,3,35,1,2,36,1,3
1,21,15,6,8,6,2,2,16.08571429,40,1,2,36,1,2,33,1,3,36,1,3,27.5,2,3,36,1,2,31,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,15,6,8,6,2,2,29.80952381,37,1,2,44,1,2,34,1,3,30,1,3,15,2,3,35,1,2,42,1,3
1,21,18,3,8,7,1,1,36.55555556,38,1,2,44,1,2,31,2,3,31,1,3,33,1,3,37,1,2,50,1,3
3,27,9,18,10,4,6,2,26.125,38,1,2,42,1,2,27,2,3,25,2,3,29,2,3,35,1,2,50,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24,18,6,9,7,2,2,26.53846154,43,1,2,38,1,2,36,1,3,36,2,3,33.5,2,3,37,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2,3
0,16,13,3,6,5,1,1,46,0,0,0,40,1,2,26,1,3,30,1,3,31,1,3,41,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,36.77777778,42,1,2,41,1,2,30,1,3,37,1,3,37,1,3,30,1,2,44,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,2,12,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2,3,36,1,2,9,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,2,35.11111111,43,1,2,33,1,2,36,2,3,39,1,3,32,1,3,38,1,2,34,1,3
0,5,2,3,2,1,1,2,14.0952381,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,35,1,2,0,0,0
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,2,15,6,1,5,2,41.66666667,0,0,0,0,0,0,0,0,0,9,1,3,19,3,3,38,1,2,17,1,3
0,18,18,0,7,7,0,1,33.4047619,45,1,2,45,1,2,38,1,3,37,1,3,43,1,3,44,1,2,34,1,3
2,24,15,9,9,6,3,2,36.3125,41,1,2,39,1,2,27.5,2,3,36,1,3,30,2,3,40,1,2,36,1,3
2,24,18,6,9,7,2,2,32.26190476,41,1,2,42,1,2,30,2,3,31,1,3,31,2,3,40,1,2,36,1,3
5,27,6,21,10,2,8,2,27,0,0,0,0,0,0,16,2,3,18,2,3,30.5,2,3,17,3,2,34,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,23.53846154,39,1,2,42,1,2,31,1,3,32,1,3,31,1,3,39,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,12,15,10,5,5,2,28.58695652,37,1,2,42,1,2,33,1,3,26,2,3,27.5,2,3,39,1,2,32.5,2,3
5,29,8,21,11,3,8,2,19.61111111,33,2,2,0,0,0,36,1,3,25,2,3,26,3,3,29,2,2,31,1,3
0,5,0,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,11,1,2,0,0,0
2,19,7,12,7,3,4,2,37.46153846,46,1,2,0,0,0,26.5,2,3,0,0,0,21.5,2,3,35,1,2,35,1,3
2,24,12,12,9,5,4,2,32.9047619,45,1,2,46,1,2,35,1,3,25.5,2,3,28.5,2,3,43,1,2,35,1,3
2,24,18,6,9,7,2,2,32.4,38,1,2,41,1,2,30.5,2,3,31,1,3,31.5,2,3,35,1,2,39,1,3
1,11,5,6,4,2,2,2,35.57142857,0,0,0,0,0,0,25,2,3,0,0,0,0,0,0,31,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,2,34.5,46,1,2,38,1,2,32.5,2,3,34,1,3,30,1,3,40,1,2,39,1,3
3,27,18,9,10,7,3,2,36.05555556,36,1,2,39,1,2,30,1,3,32.5,2,3,30.5,2,3,32,1,2,32.5,2,3
0,18,18,0,7,7,0,1,39.22222222,44,1,2,42,1,2,30,1,3,33,1,3,42,1,3,40,1,2,41,1,3
1,21,18,3,8,7,1,2,37.77777778,47,1,2,41,1,2,31,1,3,31,1,3,31,2,3,43,1,2,38,1,3
5,29,5,24,10,2,8,2,11,0,0,0,0,0,0,32,1,3,17,3,3,26,3,3,39,1,2,25,2,3
5,33,15,18,12,6,6,2,23.81818182,41,1,2,40,1,2,30.66666667,3,3,23.66666667,3,3,34,2,3,38,1,2,41,1,3
2,24,12,12,9,5,4,2,36.27777778,30,1,2,32,1,2,32,1,3,29,2,3,23.5,2,3,42,1,2,32,1,3
3,26,13,13,10,5,5,2,26.35416667,22.5,2,2,41,1,2,25,2,3,30,1,3,35,1,3,39,1,2,32.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,15,12,10,6,4,2,32.85,41,1,2,41,1,2,34,1,3,33,2,3,30.5,2,3,40,1,2,22.5,2,3
3,26,12,14,10,5,5,2,37.38888889,35,2,2,40,1,2,29.5,2,3,41,1,3,25,2,3,39,1,2,41,1,3
3,27,9,18,10,4,6,2,36.94444444,41,1,2,43,1,2,29,2,3,26,2,3,27.5,2,3,41,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,39.27777778,48,1,2,49,1,2,32,1,3,30,1,3,31,1,3,39,1,2,38,1,3
0,16,11,5,6,4,2,2,50,0,0,0,17,1,2,31,1,3,8,1,3,31,1,3,40,1,2,34,1,3
1,21,18,3,8,7,1,2,40.61111111,34,1,2,41,1,2,30.5,2,3,33,1,3,35,1,3,40,1,2,38,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0
2,14,5,9,5,2,3,2,30,0,0,0,0,0,0,30,1,3,0,0,0,0,0,0,43,1,2,9.666666667,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,8,3,4,3,1,2,9,0,0,0,0,0,0,34,1,3,0,0,0,19,1,3,31,1,2,41,1,3
0,18,18,0,7,7,0,1,37.27777778,37,1,2,45,1,2,39,1,3,31,1,3,33,1,3,38,1,2,42,1,3
2,18,4,14,7,2,5,2,18.08333333,38,1,2,12,1,2,6,1,3,0,0,0,0,0,0,33,1,2,15,3,3
2,24,15,9,9,6,3,2,30.35714286,43,1,2,45,1,2,36,1,3,30,2,3,29,2,3,38,1,2,36,1,3
2,24,15,9,9,6,3,2,27.125,42,1,2,44,1,2,33,1,3,27,2,3,33,2,3,42,1,2,36,1,3
1,14,5,9,5,2,3,2,33,0,0,0,0,0,0,30,1,3,0,0,0,5,1,3,40,1,2,8.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,12,15,10,5,5,2,32.04761905,43,1,2,42,1,2,22.5,2,3,25.66666667,3,3,35,1,3,39,1,2,42,1,3
2,9,0,9,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,3,2,0,1,3
0,10,2,8,4,1,3,2,0,0,0,0,45,1,2,10,1,3,0,0,0,0,0,0,0,1,2,12,1,3
0,18,18,0,7,7,0,1,26.52173913,37,1,2,38,1,2,31,1,3,30,1,3,33,1,3,45,1,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17,5,12,6,2,4,2,43,0,0,0,0,0,0,20,2,3,0,0,0,15,2,3,40,1,2,31,1,3
5,33,6,27,12,3,9,2,35.94444444,37,1,2,41,1,2,25,3,3,29.5,2,3,28,2,3,45,1,2,17.5,2,3
3,16,0,16,6,0,6,2,0,0,0,0,0,0,0,0,0,0,14,2,3,0,0,0,7,2,2,5,2,3
0,14,14,0,5,5,0,1,23.625,0,0,0,0,0,0,30,1,3,32,1,3,33,1,3,34,1,2,41,1,3
2,23,18,5,9,7,2,2,35.28571429,45,1,2,40,1,2,30,1,3,35,1,3,36,1,3,33,2,2,31.5,2,3
2,24,15,9,9,6,3,2,23.95652174,38,1,2,47,1,2,31,1,3,27.66666667,3,3,32,1,3,34,1,2,39,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,3,3,0,1,1,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,3
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,24,1,3,0,0,0,0,0,0,0,0,0
0,18,16,2,7,6,1,2,29.6,19,1,2,40,1,2,34,1,3,31,1,3,34,1,3,32,1,2,32,1,3
5,32,12,20,12,5,7,2,31.15,42,1,2,39,2,2,35,1,3,18,3,3,36,2,3,41,1,2,29,2,3
0,18,18,0,7,7,0,1,23.35416667,40,1,2,37,1,2,30,1,3,32,1,3,35,1,3,34,1,2,30,1,3
3,26,15,11,10,6,4,2,29.88095238,42,1,2,44,1,2,31,1,3,18,2,3,32.5,2,3,32.5,2,2,33,1,3
2,24,12,12,9,5,4,2,33.5,43,1,2,42,1,2,27.5,2,3,18.5,2,3,30,1,3,39,1,2,36,1,3
0,18,18,0,7,7,0,1,23.18,37,1,2,46,1,2,33,1,3,38,1,3,30,1,3,32,1,2,35,1,3
0,18,18,0,7,7,0,1,18.9375,35,1,2,35,1,2,30,1,3,42,1,3,34,1,3,40,1,2,36,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,5,2,0,2,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,26,13,13,10,5,5,2,38.27777778,43,1,2,42,1,2,23.66666667,3,3,31,1,3,32,1,3,22.5,2,2,46,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,2,37.61111111,39,1,2,42,1,2,31,1,3,37,1,3,32.5,2,3,42,1,2,36,1,3
1,8,2,6,3,1,2,2,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,2,17.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,1,37.77777778,46,1,2,40,1,2,31,2,3,30,1,3,31,1,3,42,1,2,47,1,3
0,5,2,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,2,1,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,16,6,9,6,3,2,33.8,47,1,2,45,1,2,33,1,3,35,1,3,30,1,3,14,3,2,30,1,3
7,38,6,32,14,3,11,2,37.75,31,1,2,35,1,2,20,2,3,21,3,3,21.5,2,3,31,2,2,19.33333333,3,3
3,27,18,9,10,7,3,2,33.6,47,1,2,42,1,2,35,1,3,30,3,3,30.5,2,3,36,1,2,32,1,3
4,29,10,19,11,4,7,2,26.83333333,41,1,2,37,1,2,27,2,3,18,3,3,31,1,3,24,2,2,45,1,3
1,7,3,4,3,1,2,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2,2,30,1,3
1,21,18,3,8,7,1,2,21.7962963,33,1,2,32,1,2,32,1,3,32.5,2,3,32,1,3,38,1,2,42,1,3
0,18,18,0,7,7,0,1,29.76190476,45,1,2,37,1,2,30,1,3,32,1,3,33,1,3,44,1,2,34,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,9,18,10,4,6,2,31.52380952,41,1,2,45,1,2,33,1,3,24.5,2,3,26.5,2,3,36,1,2,28.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,4,12,6,2,4,2,40.33333333,0,0,0,40,1,2,0,0,0,27,2,3,0,0,0,42,1,2,25.5,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,12,15,10,5,5,2,30.21428571,38,1,2,38,1,2,27.5,2,3,28.33333333,3,3,32,1,3,42,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,41.77777778,49,1,2,47,1,2,38,1,3,33,1,3,34,1,3,45,1,2,34,1,3
2,21,13,8,8,5,3,2,26.97222222,0,0,0,37,1,2,31,1,3,31,1,3,31,1,3,31.5,2,2,26.5,2,3
4,30,9,21,11,4,7,2,29.69047619,38,1,2,37,1,2,37,1,3,19.66666667,3,3,27,2,3,38,1,2,29,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,5,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,2,2,40,1,3
0,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
2,20,8,12,7,3,4,2,10.16071429,0,0,0,0,0,0,31,1,3,18.5,2,3,17.5,2,3,36,1,2,30,1,3
0,10,10,0,4,4,0,1,48,0,0,0,46,1,2,30,1,3,0,0,0,32,1,3,43,1,2,0,0,0
0,18,18,0,7,7,0,1,25.29411765,40,1,2,45,1,2,30,1,3,30,1,3,36,1,3,42,1,2,30,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,32.69047619,48,1,2,44,1,2,35,1,3,30,1,3,31,1,3,46,1,2,32,1,3
0,18,18,0,7,7,0,1,36.72222222,47,1,2,45,1,2,46,1,3,33,1,3,30,1,3,36,1,2,42,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,0,10,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,2,2,17.5,2,3
3,27,12,15,10,5,5,2,29.625,33,1,2,34,1,2,30.5,2,3,26,2,3,28,2,3,37,1,2,33,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,18,3,8,7,1,2,34.11904762,37,1,2,40,1,2,30,1,3,35,1,3,32.5,2,3,35,1,2,34,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,15,6,8,6,2,2,40.83333333,44,1,2,43,1,2,28.5,2,3,30,1,3,35,1,3,43,1,2,41,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,10,6,6,4,2,2,35.125,0,0,0,45,1,2,0,0,0,23,2,3,40,1,3,35,1,2,35,1,3
0,18,18,0,7,7,0,1,38.11111111,47,1,2,45,1,2,30,1,3,39,1,3,35,1,3,42,1,2,33,1,3
2,22,13,9,8,5,3,2,26.5,45,1,2,0,0,0,31,1,3,29.66666667,3,3,31,1,3,40,1,2,36,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,11,6,6,4,2,2,24.26923077,0,0,0,0,0,0,27,2,3,32,1,3,36,1,3,30,1,2,45,1,3
0,7,7,0,3,3,0,1,32,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,35,1,3
0,18,18,0,7,7,0,1,30.5,42,1,2,45,1,2,39,1,3,39,1,3,30,1,3,40,1,2,35,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,7,7,0,1,38.61111111,43,1,2,43,1,2,38,1,3,40,1,3,34,1,3,40,1,2,43,1,3
0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,5,5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,2,46,1,3
