NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
612;30.424242424242426;29.55;40.0;0.0;34.4;0.0;0.0;0;33.0;0.0;38.0;0.0;48.0;32.0;37.333333333333336;0;3;3;0;2;2;0;1;0.0;0;2;0.0;0;3;38.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;37;1;2;1;24.666666666666668
613;32.0;35.35294117647059;40.0;42.0;36.80555555555556;28.5;34.0;50;37.529411764705884;35.0;42.0;50.0;44.0;34.0;33.294117647058826;2;25;17;8;8;6;2;1;38.0;1;2;25.666666666666668;3;3;38.0;1;1;25.5;2;2;33.0;1;2;30.0;1;3;42.0;1;2;42;1;2;2;38.86666666666667
614;37.733333333333334;34.88235294117647;30.0;41.0;36.611111111111114;35.0;35.0;40;40.0;39.0;44.0;46.0;41.0;37.0;38.23529411764706;0;17;17;0;8;8;0;1;42.0;1;2;37.0;1;3;38.0;1;1;36.0;1;2;41.0;1;2;37.0;1;3;41.0;1;2;35;1;2;2;39.333333333333336
615;26.766666666666666;29.352941176470587;32.0;35.0;20.529411764705884;7.333333333333333;0.0;0;17.11111111111111;0.0;33.0;0.0;16.0;0.0;13.333333333333334;0;2;2;0;1;0;1;2;20.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;2.0
616;35.4;32.44117647058823;29.5;30.0;37.94444444444444;34.0;36.0;42;39.88235294117647;38.0;40.0;50.0;44.0;43.0;39.64705882352941;0;17;17;0;8;8;0;1;49.0;1;2;37.0;1;3;42.0;1;1;35.0;1;2;40.0;1;2;35.0;1;3;40.0;1;2;44;1;2;2;39.13333333333333
617;31.76923076923077;30.853333333333335;30.0;0.0;32.588235294117645;33.0;0.0;0;36.583333333333336;0.0;35.0;0.0;44.0;33.0;37.857142857142854;0;7;7;0;4;3;1;1;24.0;1;2;0.0;0;3;37.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;46.0;1;2;44;1;2;2;32.0
618;29.756410256410255;20.466666666666665;35.0;0.0;22.0;0.0;0.0;0;30.0;0.0;0.0;0.0;45.0;0.0;24.666666666666668;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;37.0;1;2;0;0;2;1;17.333333333333332
619;38.0;35.64705882352941;30.0;38.0;36.166666666666664;30.0;39.0;43;36.35294117647059;33.0;39.0;40.0;46.0;32.0;38.294117647058826;0;17;17;0;8;8;0;1;36.0;1;2;31.0;1;3;36.0;1;1;39.0;1;2;45.0;1;2;40.0;1;3;41.0;1;2;40;1;2;2;36.2
622;35.53333333333333;36.0;35.0;41.0;36.0;33.0;44.0;47;38.588235294117645;33.0;38.0;50.0;42.0;47.0;41.529411764705884;0;17;17;0;8;8;0;1;39.0;1;2;38.0;1;3;46.0;1;1;31.0;1;2;48.0;1;2;42.0;1;3;46.0;1;2;46;1;2;3;42.86666666666667
624;35.733333333333334;38.26470588235294;40.0;47.0;39.0;32.0;38.0;38;40.470588235294116;33.0;41.0;46.0;40.0;50.0;41.529411764705884;0;17;17;0;8;8;0;1;38.0;1;2;38.0;1;3;37.0;1;1;40.0;1;2;43.0;1;2;43.0;1;3;44.0;1;2;48;1;2;3;44.333333333333336
625;30.77777777777778;28.91176470588235;35.0;33.0;35.94444444444444;33.0;34.0;43;36.029411764705884;30.0;31.0;50.0;47.0;44.0;34.8235294117647;1;20;17;3;8;8;0;1;34.0;1;2;32.0;2;3;37.0;1;1;30.0;1;2;40.0;1;2;31.0;1;3;38.0;1;2;41;1;2;2;35.666666666666664
626;34.2;36.529411764705884;32.0;41.0;40.05555555555556;38.0;38.0;43;38.88235294117647;38.0;40.0;44.0;43.0;34.0;39.588235294117645;0;17;17;0;8;8;0;1;34.0;1;2;39.0;1;3;43.0;1;1;36.0;1;2;39.0;1;2;39.0;1;3;44.0;1;2;45;1;2;3;40.06666666666667
627;33.8;37.94117647058823;32.0;50.0;38.833333333333336;41.0;34.0;0;39.411764705882355;38.0;46.0;47.0;44.0;34.0;39.11764705882353;1;23;17;6;8;7;1;1;32.0;1;2;25.666666666666668;3;3;46.0;1;1;46.0;1;2;42.0;1;2;38.0;1;3;46.0;1;2;48;1;2;3;42.6
628;35.333333333333336;35.666666666666664;40.0;0.0;24.0;0.0;0.0;0;19.09090909090909;19.0;0.0;35.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
632;33.666666666666664;35.35294117647059;30.0;40.0;38.5;36.0;41.0;46;40.35294117647059;34.0;36.0;47.0;46.0;46.0;39.1764705882353;0;17;17;0;8;8;0;1;37.0;1;2;37.0;1;3;37.0;1;1;39.0;1;2;40.0;1;2;38.0;1;3;41.0;1;2;45;1;2;2;36.8
635;35.2;30.41176470588235;35.0;35.0;30.647058823529413;30.0;30.0;0;34.588235294117645;30.0;34.0;37.0;42.0;38.0;38.1764705882353;1;19;17;2;8;7;1;1;37.0;1;2;39.0;1;3;39.0;1;1;24.0;2;2;39.0;1;2;39.0;1;3;44.0;1;2;44;1;2;3;41.8
636;31.61111111111111;30.133333333333333;29.0;0.0;28.470588235294116;30.0;0.0;0;32.05882352941177;26.666666666666668;35.0;37.5;32.0;33.0;32.833333333333336;1;14;12;2;6;6;0;1;30.0;1;2;30.0;1;3;40.0;1;1;32.0;2;2;0.0;0;2;0.0;0;3;39.0;1;2;31;1;2;1;28.88888888888889
637;38.2;36.23529411764706;40.0;38.0;34.638888888888886;30.0;34.0;42;36.1764705882353;32.0;36.0;50.0;42.0;31.0;40.64705882352941;0;17;17;0;8;8;0;1;41.0;1;2;39.0;1;3;37.0;1;1;36.0;1;2;39.0;1;2;39.0;1;3;46.0;1;2;48;1;2;2;38.13333333333333
639;33.53333333333333;35.3235294117647;32.5;45.0;37.833333333333336;33.0;33.0;43;37.088235294117645;38.0;39.0;30.0;44.0;37.0;39.588235294117645;0;17;17;0;8;8;0;1;37.0;1;2;38.0;1;3;44.0;1;1;33.0;1;2;47.0;1;2;35.0;1;3;46.0;1;2;42;1;2;3;41.06666666666667
641;37.0;38.588235294117645;40.0;43.0;39.888888888888886;40.0;46.0;0;40.94117647058823;39.0;48.0;46.0;44.0;34.0;39.23529411764706;0;17;17;0;8;8;0;1;48.0;1;2;30.0;1;3;44.0;1;1;34.0;1;2;45.0;1;2;37.0;1;3;43.0;1;2;41;1;2;3;44.13333333333333
642;33.666666666666664;36.0;33.0;43.0;40.5;38.0;40.0;40;37.8235294117647;35.0;47.0;46.0;44.0;34.0;38.35294117647059;0;17;17;0;8;8;0;1;38.0;1;2;36.0;1;3;46.0;1;1;30.0;1;2;39.0;1;2;38.0;1;3;45.0;1;2;40;1;2;2;39.6
643;34.0;33.6764705882353;30.0;48.0;35.666666666666664;26.5;31.0;49;37.470588235294116;38.0;39.0;44.0;36.0;50.0;35.38235294117647;1;20;17;3;8;7;1;1;30.0;1;2;27.5;2;3;45.0;1;1;30.0;1;2;48.0;1;2;34.0;1;3;38.0;1;2;40;1;2;2;39.333333333333336
645;35.12222222222222;33.64705882352941;35.0;33.0;37.0;36.0;36.0;38;33.23529411764706;30.0;40.0;37.0;35.0;30.0;35.88235294117647;0;17;17;0;8;8;0;1;30.0;1;2;32.0;1;3;40.0;1;1;34.0;1;2;42.0;1;2;34.0;1;3;43.0;1;2;37;1;2;2;37.333333333333336
646;36.6;36.35294117647059;30.0;49.0;38.27777777777778;40.0;35.0;41;35.35294117647059;30.0;39.0;48.0;40.0;38.0;39.529411764705884;0;17;17;0;8;8;0;1;42.0;1;2;31.0;1;3;45.0;1;1;37.0;1;2;45.0;1;2;34.0;1;3;44.0;1;2;48;1;2;2;37.86666666666667
647;33.333333333333336;33.088235294117645;30.0;36.0;33.416666666666664;22.333333333333332;26.0;20;36.3235294117647;30.0;39.0;48.0;36.0;37.0;33.94117647058823;1;19;17;2;8;7;1;1;30.0;1;2;33.0;1;3;43.0;1;1;26.5;2;2;38.0;1;2;30.0;1;3;35.0;1;2;43;1;2;2;38.266666666666666
648;36.2;36.294117647058826;35.0;45.0;36.47222222222222;33.0;40.0;43;40.411764705882355;32.0;41.0;46.0;46.0;44.0;40.05882352941177;0;17;17;0;8;8;0;1;48.0;1;2;36.0;1;3;40.0;1;1;43.0;1;2;43.0;1;2;35.0;1;3;42.0;1;2;38;1;2;3;41.06666666666667
650;34.677777777777784;33.85294117647059;35.0;46.0;39.333333333333336;44.0;46.0;48;34.1764705882353;30.0;39.0;41.0;37.0;33.5;39.294117647058826;0;17;17;0;8;8;0;1;39.0;1;2;32.0;1;3;40.0;1;1;38.0;1;2;41.0;1;2;38.0;1;3;41.0;1;2;50;1;2;3;41.06666666666667
651;32.8;35.3235294117647;31.0;40.0;29.88888888888889;23.666666666666668;31.0;50;31.470588235294116;32.0;37.0;39.0;33.0;31.0;35.55882352941177;1;20;17;3;8;7;1;1;32.0;1;2;26.5;2;3;37.0;1;1;30.0;1;2;38.0;1;2;38.0;1;3;41.0;1;2;46;1;2;2;37.333333333333336
652;35.86666666666667;35.3235294117647;40.0;46.0;36.72222222222222;26.333333333333332;38.0;50;40.294117647058826;32.0;49.0;44.0;44.0;47.0;38.8235294117647;0;17;17;0;8;8;0;1;37.0;1;2;32.0;1;3;43.0;1;1;36.0;1;2;42.0;1;2;37.0;1;3;43.0;1;2;47;1;2;2;39.2
660;31.9;28.058823529411764;30.0;10.0;27.41176470588235;29.5;16.0;0;30.444444444444443;0.0;29.0;42.0;30.0;23.5;22.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;44.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
661;39.43333333333333;33.94117647058823;30.0;40.0;35.22222222222222;30.0;33.0;38;37.205882352941174;30.0;44.0;40.0;38.0;42.0;38.64705882352941;0;17;17;0;8;8;0;1;43.0;1;2;36.0;1;3;43.0;1;1;31.0;1;2;44.0;1;2;36.0;1;3;44.0;1;2;37;1;2;2;36.86666666666667
662;32.46666666666667;30.176470588235293;28.5;48.0;30.63888888888889;28.0;30.0;0;35.470588235294116;28.333333333333332;38.0;35.5;39.0;50.0;34.588235294117645;1;19;17;2;8;8;0;1;30.0;1;2;34.0;1;3;40.0;1;1;30.5;2;2;35.0;1;2;35.0;1;3;42.0;1;2;33;1;2;2;36.46666666666667
664;35.8;41.76470588235294;35.0;45.0;39.888888888888886;37.0;46.0;0;42.35294117647059;41.0;48.0;47.0;47.0;41.0;41.23529411764706;0;17;17;0;8;8;0;1;49.0;1;2;37.0;1;3;44.0;1;1;38.0;1;2;45.0;1;2;38.0;1;3;43.0;1;2;41;1;2;3;43.6
666;38.0;36.94117647058823;30.0;46.0;39.0;31.0;36.0;32;36.6764705882353;39.0;37.0;37.0;44.0;44.0;36.529411764705884;1;19;17;2;8;8;0;1;31.0;1;2;33.0;1;3;45.0;1;1;34.0;2;2;44.0;1;2;33.0;1;3;37.0;1;2;43;1;2;3;41.0
667;37.13333333333333;36.705882352941174;30.0;43.0;35.638888888888886;34.0;33.0;48;35.23529411764706;30.0;41.0;38.0;30.0;33.0;35.11764705882353;1;20;17;3;8;7;1;1;30.0;1;2;27.0;2;3;40.0;1;1;31.0;1;2;38.0;1;2;34.0;1;3;42.0;1;2;46;1;2;2;37.733333333333334
668;34.43333333333333;34.607843137254896;27.666666666666668;40.0;34.44444444444444;36.0;33.0;48;35.38235294117647;30.5;36.0;46.0;32.0;40.0;35.76470588235294;2;22;17;5;8;7;1;1;30.0;1;2;26.0;2;3;37.0;1;1;31.0;2;2;43.0;1;2;39.0;1;3;39.0;1;2;45;1;2;2;35.8
670;35.6;35.23529411764706;35.0;44.0;38.0;39.0;36.0;45;39.294117647058826;44.0;42.0;45.0;32.0;37.0;36.411764705882355;0;17;17;0;8;8;0;1;41.0;1;2;30.0;1;3;42.0;1;1;36.0;1;2;37.0;1;2;35.0;1;3;42.0;1;2;35;1;2;2;38.0
671;32.666666666666664;27.1;29.0;0.0;32.588235294117645;30.0;31.0;0;30.264705882352942;28.0;32.0;47.0;30.0;36.0;31.38235294117647;4;25;17;8;8;6;2;2;30.5;2;2;30.0;1;3;28.5;2;1;24.5;2;2;34.0;1;2;31.0;2;3;36.0;1;2;36;1;2;2;30.733333333333334
672;32.4;33.48039215686275;27.333333333333332;47.0;33.72222222222222;26.666666666666668;32.0;49;34.35294117647059;30.0;30.0;46.0;37.0;45.0;33.88235294117647;2;22;17;5;8;7;1;1;32.0;2;2;27.0;2;3;38.0;1;1;37.0;1;2;45.0;1;2;35.0;1;3;31.0;1;2;31;1;2;2;35.266666666666666
674;31.533333333333335;25.566666666666666;35.0;0.0;30.4;0.0;0.0;0;38.285714285714285;0.0;39.0;0.0;40.0;40.0;39.57142857142857;0;7;7;0;4;4;0;1;43.0;1;2;0.0;0;3;31.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;42.0;1;2;38;1;2;1;0.0
677;34.8;35.73529411764706;35.0;35.0;36.111111111111114;31.0;35.0;41;38.0;37.0;40.0;41.0;40.0;38.0;37.64705882352941;0;17;17;0;8;8;0;1;36.0;1;2;35.0;1;3;37.0;1;1;33.0;1;2;37.0;1;2;38.0;1;3;41.0;1;2;45;1;2;2;37.13333333333333
678;34.333333333333336;31.970588235294116;33.0;39.0;35.30555555555556;26.5;17.0;0;33.4;0.0;0.0;0.0;44.0;35.0;21.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;43.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;21.0
680;36.8;35.73529411764706;30.0;38.0;38.833333333333336;30.0;32.0;34;40.8235294117647;41.0;45.0;45.0;40.0;45.0;39.64705882352941;0;17;17;0;8;8;0;1;38.0;1;2;35.0;1;3;42.0;1;1;40.0;1;2;44.0;1;2;39.0;1;3;43.0;1;2;40;1;2;3;41.13333333333333
683;35.13333333333333;36.88235294117647;35.0;41.0;31.333333333333332;30.0;34.0;40;36.705882352941174;34.0;41.0;50.0;36.0;35.0;34.88235294117647;1;19;17;2;8;7;1;1;25.5;2;2;30.0;1;3;34.0;1;1;35.0;1;2;43.0;1;2;30.0;1;3;41.0;1;2;45;1;2;2;35.733333333333334
684;37.6;39.875;44.0;35.0;38.666666666666664;38.0;36.0;33;35.285714285714285;35.0;47.0;0.0;44.0;0.0;33.1875;1;17;15;2;7;7;0;1;30.0;1;2;31.0;1;3;43.0;1;1;40.0;1;2;40.0;1;2;35.0;1;3;35.0;2;2;0;0;2;2;31.2
685;35.666666666666664;35.8235294117647;33.0;45.0;33.0;30.0;27.666666666666668;0;37.88235294117647;33.0;45.0;40.0;38.0;46.0;37.94117647058823;1;19;17;2;8;7;1;1;27.5;2;2;35.0;1;3;44.0;1;1;40.0;1;2;50.0;1;2;37.0;1;3;44.0;1;2;31;1;2;3;40.2
686;37.46666666666667;35.588235294117645;31.0;43.0;34.55555555555556;26.0;31.0;50;38.64705882352941;38.0;35.0;45.0;44.0;46.0;39.23529411764706;0;17;17;0;8;8;0;1;43.0;1;2;37.0;1;3;41.0;1;1;39.0;1;2;39.0;1;2;35.0;1;3;41.0;1;2;43;1;2;3;40.2
687;28.923076923076923;36.03333333333333;30.0;0.0;31.294117647058822;31.0;0.0;0;26.321428571428573;29.0;33.0;0.0;37.0;0.0;22.0;0;2;2;0;1;1;0;2;33.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
689;36.8;36.11764705882353;32.5;40.0;35.0;30.0;38.0;0;36.76470588235294;34.0;39.0;50.0;36.0;32.0;38.411764705882355;0;17;17;0;8;8;0;1;32.0;1;2;36.0;1;3;44.0;1;1;39.0;1;2;41.0;1;2;37.0;1;3;45.0;1;2;38;1;2;2;39.266666666666666
691;33.2;40.1764705882353;39.0;44.0;38.77777777777778;35.0;42.0;42;38.64705882352941;34.0;39.0;48.0;39.0;39.0;41.05882352941177;0;17;17;0;8;8;0;1;42.0;1;2;37.0;1;3;43.0;1;1;41.0;1;2;39.0;1;2;40.0;1;3;44.0;1;2;46;1;2;3;40.86666666666667
693;33.8;40.529411764705884;30.0;45.0;35.111111111111114;32.0;34.0;50;38.64705882352941;35.0;38.0;47.0;39.0;42.0;39.411764705882355;0;17;17;0;8;8;0;1;38.0;1;2;42.0;1;3;34.0;1;1;35.0;1;2;39.0;1;2;36.0;1;3;44.0;1;2;45;1;2;3;41.6
694;33.63333333333333;35.5;36.0;44.0;36.166666666666664;30.0;35.0;44;38.88235294117647;34.0;40.0;47.0;42.0;48.0;41.529411764705884;0;17;17;0;8;8;0;1;42.0;1;2;40.0;1;3;43.0;1;1;43.0;1;2;48.0;1;2;39.0;1;3;42.0;1;2;38;1;2;3;42.06666666666667
696;31.016666666666666;33.35294117647059;28.5;48.0;33.27777777777778;31.0;35.0;0;35.26470588235294;33.5;32.0;42.0;36.0;39.0;35.88235294117647;2;21;17;4;8;6;2;1;28.0;2;2;36.0;1;3;43.0;1;1;27.5;2;2;38.0;1;2;42.0;1;3;43.0;1;2;30;1;2;2;38.666666666666664
697;35.2;37.0;33.0;47.0;39.27777777777778;36.0;42.0;45;40.05882352941177;38.0;42.0;43.0;39.0;47.0;38.35294117647059;0;17;17;0;8;8;0;1;37.0;1;2;30.0;1;3;35.0;1;1;38.0;1;2;48.0;1;2;41.0;1;3;37.0;1;2;42;1;2;3;40.333333333333336
698;33.166666666666664;37.1764705882353;31.0;42.0;37.19444444444444;32.0;40.0;44;37.35294117647059;38.0;40.0;45.0;41.0;36.0;40.0;0;17;17;0;8;8;0;1;30.0;1;2;43.0;1;3;43.0;1;1;40.0;1;2;41.0;1;2;38.0;1;3;41.0;1;2;45;1;2;2;37.93333333333333
699;36.733333333333334;35.0;31.5;41.0;38.111111111111114;30.0;39.0;48;40.294117647058826;38.0;44.0;42.0;42.0;36.0;42.470588235294116;0;17;17;0;8;8;0;1;45.0;1;2;45.0;1;3;44.0;1;1;37.0;1;2;45.0;1;2;35.0;1;3;43.0;1;2;49;1;2;2;39.86666666666667
700;36.333333333333336;37.5;39.0;39.0;38.111111111111114;38.0;40.0;0;36.88235294117647;32.0;37.0;50.0;37.0;41.0;36.5;0;14;14;0;7;6;1;1;39.0;1;2;0.0;0;3;44.0;1;1;28.0;1;2;39.0;1;2;33.0;1;3;31.0;1;2;47;1;2;1;24.666666666666668
701;35.06666666666667;38.529411764705884;36.0;39.0;39.94444444444444;39.0;32.0;43;37.529411764705884;33.0;39.0;42.0;40.0;41.0;40.64705882352941;0;17;17;0;8;8;0;1;46.0;1;2;39.0;1;3;44.0;1;1;42.0;1;2;41.0;1;2;40.0;1;3;35.0;1;2;41;1;2;2;37.53333333333333
703;36.46666666666667;34.94117647058823;30.5;34.0;34.916666666666664;27.5;30.0;50;38.76470588235294;31.0;40.0;44.0;42.0;43.0;40.11764705882353;0;17;17;0;8;8;0;1;30.0;1;2;39.0;1;3;44.0;1;1;47.0;1;2;41.0;1;2;35.0;1;3;44.0;1;2;46;1;2;3;43.666666666666664
704;36.06666666666667;39.529411764705884;35.0;43.0;36.166666666666664;35.0;35.0;50;37.94117647058823;37.0;46.0;39.0;39.0;40.0;37.11764705882353;1;20;17;3;8;7;1;1;31.0;1;2;25.0;2;3;44.0;1;1;42.0;1;2;46.0;1;2;38.0;1;3;40.0;1;2;40;1;2;2;38.46666666666667
706;34.111111111111114;35.37254901960784;30.666666666666668;45.0;33.30555555555556;31.0;31.0;43;33.1764705882353;35.0;38.0;40.0;24.5;44.0;36.411764705882355;0;17;17;0;8;8;0;1;35.0;1;2;35.0;1;3;38.0;1;1;34.0;1;2;39.0;1;2;34.0;1;3;37.0;1;2;42;1;2;2;38.266666666666666
707;33.46666666666667;31.147058823529413;31.5;47.0;33.111111111111114;32.0;34.0;43;35.46078431372549;36.0;36.0;40.0;33.0;45.0;34.76470588235294;0;17;17;0;8;8;0;1;32.0;1;2;30.0;1;3;33.0;1;1;34.0;1;2;33.0;1;2;38.0;1;3;42.0;1;2;36;1;2;2;36.93333333333333
708;34.53333333333333;35.55882352941177;31.0;36.0;35.77777777777778;32.0;31.0;0;34.76470588235294;34.0;32.0;37.0;32.0;43.0;32.24509803921569;3;26;17;9;8;5;3;1;30.0;1;2;28.5;2;3;34.0;1;1;27.5;2;2;26.333333333333332;3;2;35.0;1;3;35.0;1;2;43;1;2;2;38.06666666666667
710;38.93333333333333;42.529411764705884;38.0;47.0;41.888888888888886;40.0;43.0;50;42.94117647058823;36.0;42.0;47.0;40.0;45.0;43.1764705882353;0;17;17;0;8;8;0;1;41.0;1;2;39.0;1;3;45.0;1;1;42.0;1;2;48.0;1;2;42.0;1;3;44.0;1;2;48;1;2;3;41.733333333333334
711;35.333333333333336;32.19607843137254;28.666666666666668;50.0;35.22222222222222;43.0;30.0;38;38.11764705882353;37.0;41.0;39.0;39.0;41.0;35.26470588235294;1;20;17;3;8;8;0;1;31.0;1;2;32.5;2;3;45.0;1;1;30.0;1;2;40.0;1;2;31.0;1;3;39.0;1;2;42;1;2;2;38.2
714;28.488888888888887;31.294117647058822;35.0;40.0;31.555555555555557;32.0;32.0;44;35.3235294117647;32.0;33.0;44.0;38.0;36.0;34.843137254901954;1;21;17;4;8;7;1;1;34.0;1;2;30.0;1;3;44.0;1;1;33.0;1;2;26.666666666666668;3;2;39.0;1;3;36.0;1;2;41;1;2;2;35.0
715;34.1;36.1764705882353;36.0;36.0;37.44444444444444;31.0;41.0;46;39.529411764705884;34.0;42.0;50.0;42.0;37.0;39.94117647058823;0;17;17;0;8;8;0;1;33.0;1;2;39.0;1;3;41.0;1;1;38.0;1;2;46.0;1;2;37.0;1;3;42.0;1;2;46;1;2;3;40.93333333333333
716;36.9;35.733333333333334;41.0;0.0;35.0;0.0;0.0;0;37.111111111111114;0.0;0.0;45.0;41.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
717;34.06666666666667;34.8235294117647;30.0;39.0;33.25;32.0;38.0;45;40.1764705882353;39.0;41.0;44.0;46.0;36.0;37.705882352941174;2;22;17;5;8;8;0;1;36.5;2;2;34.0;2;3;34.0;1;1;35.0;1;2;45.0;1;2;36.0;1;3;37.0;1;2;45;1;2;3;41.53333333333333
718;40.266666666666666;44.11764705882353;43.0;45.0;40.611111111111114;38.0;37.0;44;42.411764705882355;33.0;42.0;50.0;47.0;48.0;39.35294117647059;0;17;17;0;8;8;0;1;47.0;1;2;31.0;1;3;35.0;1;1;39.0;1;2;43.0;1;2;37.0;1;3;45.0;1;2;41;1;2;3;40.46666666666667
719;35.93333333333333;32.294117647058826;31.0;37.0;35.111111111111114;0.0;0.0;42;28.8;0.0;38.0;34.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
720;33.30769230769231;29.966666666666665;23.0;0.0;27.8125;0.0;0.0;0;26.857142857142858;0.0;39.0;0.0;0.0;0.0;17.5;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;35.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
722;37.4;37.705882352941174;41.0;37.0;37.861111111111114;32.0;39.0;44;39.529411764705884;35.0;43.0;50.0;40.0;39.0;38.705882352941174;0;17;17;0;8;8;0;1;39.0;1;2;31.0;1;3;34.0;1;1;35.0;1;2;46.0;1;2;39.0;1;3;43.0;1;2;44;1;2;3;42.8
723;38.93333333333333;38.411764705882355;29.5;45.0;39.5;39.0;40.0;0;39.705882352941174;35.0;41.0;48.0;44.0;33.0;38.588235294117645;0;17;17;0;8;8;0;1;32.0;1;2;41.0;1;3;34.0;1;1;38.0;1;2;42.0;1;2;37.0;1;3;38.0;1;2;44;1;2;3;40.13333333333333
724;31.244444444444447;31.6;39.0;0.0;33.625;0.0;0.0;0;29.7;0.0;39.0;0.0;24.0;19.0;22.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;44.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;20.0
725;37.13333333333333;37.46666666666667;38.0;0.0;34.0;36.0;0.0;0;33.333333333333336;0.0;0.0;50.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
726;38.53333333333333;37.588235294117645;38.0;40.0;37.77777777777778;31.0;41.0;50;41.470588235294116;36.0;42.0;46.0;45.0;48.0;41.588235294117645;0;17;17;0;8;8;0;1;50.0;1;2;32.0;1;3;41.0;1;1;41.0;1;2;45.0;1;2;40.0;1;3;45.0;1;2;44;1;2;3;43.6
727;30.955555555555556;34.11764705882353;34.0;41.0;31.11111111111111;25.5;41.0;43;38.76470588235294;38.0;37.0;40.0;38.0;45.0;35.411764705882355;2;22;17;5;8;7;1;1;31.0;2;2;28.0;2;3;44.0;1;1;36.0;1;2;37.0;1;2;34.0;1;3;43.0;1;2;39;1;2;2;39.53333333333333
728;36.2;36.0;32.5;42.0;36.111111111111114;33.0;37.0;44;39.23529411764706;32.0;37.0;43.0;43.0;43.0;39.529411764705884;0;17;17;0;8;8;0;1;43.0;1;2;38.0;1;3;43.0;1;1;34.0;1;2;37.0;1;2;39.0;1;3;43.0;1;2;42;1;2;3;42.0
729;36.13333333333333;36.88235294117647;35.0;44.0;36.611111111111114;30.0;38.0;48;38.88235294117647;42.0;39.0;41.0;36.0;43.0;36.88235294117647;0;17;17;0;8;8;0;1;31.0;1;2;35.0;1;3;41.0;1;1;41.0;1;2;39.0;1;2;35.0;1;3;42.0;1;2;35;1;2;3;43.0
730;37.13333333333333;34.35294117647059;36.0;39.0;36.083333333333336;32.0;35.0;50;40.588235294117645;37.0;42.0;46.0;42.0;36.0;37.11764705882353;1;20;17;3;8;8;0;1;30.0;1;2;31.0;2;3;41.0;1;1;41.0;1;2;39.0;1;2;35.0;1;3;40.0;1;2;46;1;2;3;42.86666666666667
