NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
731;34.733333333333334;32.911764705882355;31.5;41.0;33.888888888888886;35.0;36.0;43;35.94117647058823;39.0;31.0;42.0;39.0;42.0;37.64705882352941;1;19;17;2;8;8;0;1;32.0;2;2;32.0;1;3;37.0;1;1;37.0;1;2;44.0;1;2;39.0;1;3;40.0;1;2;42;1;2;2;39.53333333333333
732;35.13333333333333;34.088235294117645;31.0;37.0;35.138888888888886;29.5;35.0;36;36.1764705882353;30.0;32.0;50.0;33.0;41.0;35.411764705882355;1;19;17;2;8;8;0;1;32.5;2;2;32.0;1;3;34.0;1;1;34.0;1;2;39.0;1;2;39.0;1;3;42.0;1;2;30;1;2;3;41.53333333333333
733;34.666666666666664;32.733333333333334;34.0;0.0;31.41176470588235;28.0;0.0;0;26.7;28.0;0.0;22.0;0.0;0.0;29.25;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;31.0;1;1;0.0;0;2;43.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;20.0
735;38.4;37.294117647058826;29.0;38.0;33.23529411764706;31.0;28.5;0;36.470588235294116;42.0;35.0;37.0;40.0;30.0;33.88235294117647;1;23;17;6;8;6;2;1;30.0;1;2;24.0;3;3;43.0;1;1;40.0;1;2;47.0;1;2;37.0;1;3;44.0;1;2;14;1;2;2;38.2
738;38.666666666666664;37.23529411764706;36.0;35.0;37.47222222222222;34.5;39.0;37;38.88235294117647;32.0;42.0;44.0;41.0;42.0;39.470588235294116;0;17;17;0;8;8;0;1;32.0;1;2;37.0;1;3;41.0;1;1;42.0;1;2;41.0;1;2;39.0;1;3;44.0;1;2;42;1;2;3;42.06666666666667
739;37.6;42.0;40.0;43.0;38.94444444444444;37.0;40.0;50;40.588235294117645;38.0;43.0;46.0;47.0;37.0;43.1764705882353;0;17;17;0;8;8;0;1;49.0;1;2;44.0;1;3;45.0;1;1;38.0;1;2;45.0;1;2;39.0;1;3;42.0;1;2;46;1;2;3;44.8
740;36.266666666666666;35.88235294117647;32.5;30.0;36.888888888888886;33.0;44.0;47;40.1764705882353;32.0;44.0;50.0;43.0;50.0;38.470588235294116;0;17;17;0;8;8;0;1;46.0;1;2;32.0;1;3;38.0;1;1;34.0;1;2;39.0;1;2;38.0;1;3;42.0;1;2;42;1;2;2;38.06666666666667
741;36.93333333333333;35.1764705882353;31.5;45.0;37.77777777777778;30.0;38.0;37;40.35294117647059;39.0;44.0;42.0;35.0;45.0;37.64705882352941;1;20;17;3;8;7;1;1;37.0;1;2;28.0;2;3;44.0;1;1;37.0;1;2;44.0;1;2;38.0;1;3;39.0;1;2;42;1;2;2;39.0
742;34.46666666666667;36.23529411764706;30.0;47.0;39.166666666666664;34.0;39.0;43;41.94117647058823;37.0;41.0;50.0;40.0;45.0;36.35294117647059;0;17;17;0;8;8;0;1;30.0;1;2;32.0;1;3;37.0;1;1;38.0;1;2;41.0;1;2;37.0;1;3;44.0;1;2;34;1;2;2;37.86666666666667
743;37.266666666666666;38.64705882352941;38.0;42.0;40.111111111111114;35.0;43.0;50;42.0;35.0;43.0;44.0;50.0;46.0;42.0;0;17;17;0;8;8;0;1;41.0;1;2;40.0;1;3;44.0;1;1;43.0;1;2;46.0;1;2;38.0;1;3;43.0;1;2;45;1;2;3;43.4
744;32.6;33.55882352941177;35.5;44.0;36.611111111111114;31.0;35.0;0;38.88235294117647;38.0;41.0;40.0;38.0;50.0;37.294117647058826;0;17;17;0;8;8;0;1;37.0;1;2;34.0;1;3;41.0;1;1;32.0;1;2;39.0;1;2;33.0;1;3;41.0;1;2;47;1;2;2;38.93333333333333
745;32.8;33.1;33.5;0.0;29.176470588235293;31.0;0.0;0;31.625;0.0;0.0;0.0;40.0;37.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
746;34.2;34.1764705882353;31.0;37.0;29.97222222222222;12.0;31.0;40;36.23529411764706;34.0;41.0;41.0;41.0;38.0;34.529411764705884;1;19;17;2;8;7;1;1;30.0;1;2;40.0;1;3;44.0;1;1;29.0;2;2;38.0;1;2;33.0;1;3;30.0;1;2;35;1;2;3;41.666666666666664
747;33.03333333333333;38.411764705882355;35.0;38.0;37.05555555555556;30.0;38.0;44;39.1764705882353;38.0;44.0;40.0;43.0;46.0;36.588235294117645;1;19;17;2;8;7;1;1;44.0;1;2;38.0;1;3;36.0;1;1;29.0;2;2;32.0;1;2;36.0;1;3;43.0;1;2;34;1;2;2;39.8
749;36.56410256410256;33.833333333333336;30.0;0.0;31.764705882352942;31.0;33.0;0;28.788888888888888;20.5;34.0;0.0;17.666666666666668;46.0;11.474358974358974;4;22;12;10;6;0;6;1;2.3333333333333335;3;2;17.0;2;3;18.5;2;1;22.5;2;2;10.0;1;2;0.0;0;3;5.0;1;2;0;0;2;1;11.75
750;39.93333333333333;38.88235294117647;34.0;44.0;38.94444444444444;37.0;38.0;50;40.23529411764706;35.0;41.0;46.0;41.0;46.0;41.1764705882353;0;17;17;0;8;8;0;1;37.0;1;2;42.0;1;3;39.0;1;1;45.0;1;2;40.0;1;2;37.0;1;3;44.0;1;2;46;1;2;3;41.6
751;36.53333333333333;39.705882352941174;41.0;41.0;41.0;44.0;44.0;42;39.94117647058823;32.0;41.0;40.0;42.0;49.0;42.76470588235294;0;17;17;0;8;8;0;1;43.0;1;2;42.0;1;3;39.0;1;1;45.0;1;2;46.0;1;2;38.0;1;3;44.0;1;2;46;1;2;3;41.2
753;35.4;33.1764705882353;35.0;38.0;35.94444444444444;30.0;38.0;40;37.94117647058823;33.0;37.0;50.0;40.0;34.0;38.411764705882355;0;17;17;0;8;8;0;1;38.0;1;2;39.0;1;3;45.0;1;1;38.0;1;2;39.0;1;2;35.0;1;3;41.0;1;2;37;1;2;3;41.53333333333333
754;37.166666666666664;36.588235294117645;37.0;36.0;34.52777777777778;32.0;31.0;50;37.470588235294116;30.0;46.0;43.0;36.0;36.0;38.1764705882353;0;17;17;0;8;8;0;1;35.0;1;2;30.0;1;3;44.0;1;1;41.0;1;2;39.0;1;2;39.0;1;3;43.0;1;2;41;1;2;3;41.13333333333333
755;29.666666666666668;24.2;0.0;0.0;22.0;0.0;0.0;0;39.714285714285715;0.0;0.0;0.0;42.0;43.0;25.0;0;2;2;0;1;0;1;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;25;1;2;1;23.333333333333332
758;34.8;36.588235294117645;39.0;43.0;37.55555555555556;33.0;31.0;42;36.44117647058823;32.0;37.0;45.0;42.0;44.0;35.64705882352941;1;20;17;3;8;7;1;1;35.0;1;2;24.0;2;3;44.0;1;1;34.0;1;2;45.0;1;2;34.0;1;3;42.0;1;2;38;1;2;3;40.6
759;34.86666666666667;36.529411764705884;36.0;44.0;38.166666666666664;31.0;41.0;42;38.64705882352941;32.0;37.0;45.0;43.0;44.0;39.470588235294116;0;17;17;0;8;8;0;1;40.0;1;2;30.0;1;3;45.0;1;1;42.0;1;2;48.0;1;2;36.0;1;3;42.0;1;2;42;1;2;3;42.733333333333334
760;35.8;36.470588235294116;35.0;43.0;37.861111111111114;33.0;33.0;42;37.05882352941177;32.0;37.0;43.0;45.0;45.0;39.470588235294116;0;17;17;0;8;8;0;1;37.0;1;2;36.0;1;3;44.0;1;1;36.0;1;2;48.0;1;2;37.0;1;3;41.0;1;2;42;1;2;3;41.666666666666664
763;29.95;33.38235294117647;30.0;41.0;38.0;29.0;33.0;50;35.76470588235294;31.0;31.0;40.0;43.0;37.0;38.911764705882355;2;22;17;5;8;8;0;1;50.0;1;2;31.5;2;3;43.0;1;1;31.5;2;2;40.0;1;2;39.0;1;3;37.0;1;2;45;1;2;3;43.53333333333333
764;27.224358974358974;33.6;39.0;0.0;25.794117647058822;20.0;0.0;0;13.458333333333334;19.0;0.0;0.0;14.0;14.5;12.0;0;2;2;0;1;0;1;2;18.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;20.0
765;33.53333333333333;31.176470588235293;29.0;50.0;31.61111111111111;31.0;40.0;43;40.294117647058826;42.0;38.0;45.0;34.0;46.0;35.5;2;22;17;5;8;8;0;1;36.0;1;2;30.5;2;3;50.0;1;1;35.0;1;2;30.5;2;2;39.0;1;3;39.0;1;2;32;1;2;2;37.6
766;30.766666666666666;30.0;33.0;32.0;35.888888888888886;30.0;31.0;46;36.705882352941174;32.0;37.0;41.0;39.0;37.0;37.411764705882355;0;17;17;0;8;8;0;1;31.0;1;2;39.0;1;3;41.0;1;1;33.0;1;2;37.0;1;2;36.0;1;3;42.0;1;2;42;1;2;2;36.266666666666666
768;37.6;39.1764705882353;42.0;46.0;38.55555555555556;36.0;44.0;50;41.05882352941177;43.0;43.0;46.0;40.0;46.0;38.88235294117647;0;17;17;0;8;8;0;1;40.0;1;2;37.0;1;3;41.0;1;1;44.0;1;2;40.0;1;2;35.0;1;3;45.0;1;2;33;1;2;3;41.2
770;37.733333333333334;37.76470588235294;32.0;46.0;43.0;41.0;43.0;0;39.94117647058823;37.0;42.0;50.0;42.0;35.0;39.411764705882355;0;17;17;0;8;8;0;1;39.0;1;2;31.0;1;3;44.0;1;1;40.0;1;2;46.0;1;2;35.0;1;3;45.0;1;2;44;1;2;3;40.333333333333336
771;34.46666666666667;37.11764705882353;38.0;43.0;35.97222222222222;29.5;33.0;45;34.5;29.5;40.0;40.0;38.0;45.0;34.470588235294116;1;19;17;2;8;7;1;1;33.0;1;2;33.0;1;3;34.0;1;1;28.5;2;2;36.0;1;2;36.0;1;3;34.0;1;2;41;1;2;2;36.0
772;32.53333333333333;33.35294117647059;34.0;40.0;40.94444444444444;35.0;36.0;46;35.23529411764706;30.0;35.0;43.0;43.0;34.0;37.76470588235294;1;19;17;2;8;8;0;1;34.0;1;2;33.0;1;3;44.0;1;1;35.0;2;2;39.0;1;2;37.0;1;3;42.0;1;2;44;1;2;3;42.13333333333333
773;36.13333333333333;37.8235294117647;36.0;46.0;38.611111111111114;34.0;41.0;0;41.1764705882353;42.0;46.0;50.0;34.0;49.0;39.470588235294116;0;17;17;0;8;8;0;1;40.0;1;2;40.0;1;3;44.0;1;1;34.0;1;2;41.0;1;2;35.0;1;3;43.0;1;2;43;1;2;3;43.0
774;35.0;32.38235294117647;35.0;46.0;35.638888888888886;41.0;33.0;48;35.470588235294116;25.0;37.0;43.0;41.0;36.0;36.11764705882353;1;20;17;3;8;8;0;1;33.0;1;2;31.0;2;3;38.0;1;1;37.0;1;2;34.0;1;2;37.0;1;3;38.0;1;2;44;1;2;2;38.06666666666667
776;37.666666666666664;34.23529411764706;37.0;49.0;34.833333333333336;27.5;36.0;50;38.294117647058826;39.0;40.0;47.0;39.0;38.0;38.705882352941174;0;17;17;0;8;8;0;1;42.0;1;2;31.0;1;3;45.0;1;1;35.0;1;2;40.0;1;2;38.0;1;3;42.0;1;2;44;1;2;3;40.86666666666667
777;36.13333333333333;36.94117647058823;36.0;34.0;39.0;33.0;38.0;43;41.23529411764706;31.0;46.0;48.0;39.0;43.0;39.64705882352941;0;17;17;0;8;8;0;1;43.0;1;2;33.0;1;3;38.0;1;1;41.0;1;2;39.0;1;2;37.0;1;3;43.0;1;2;47;1;2;3;40.4
779;36.266666666666666;37.3235294117647;37.0;50.0;36.0;25.5;38.0;50;36.76470588235294;30.0;43.0;50.0;38.0;37.0;39.470588235294116;0;17;17;0;8;8;0;1;41.0;1;2;34.0;1;3;44.0;1;1;37.0;1;2;41.0;1;2;35.0;1;3;43.0;1;2;48;1;2;3;41.46666666666667
783;34.666666666666664;34.55882352941177;40.0;39.0;39.44444444444444;33.0;34.0;50;38.470588235294116;33.0;40.0;45.0;35.0;44.0;36.705882352941174;0;17;17;0;8;8;0;1;30.0;1;2;35.0;1;3;37.0;1;1;30.0;1;2;43.0;1;2;36.0;1;3;41.0;1;2;43;1;2;2;39.4
785;35.4;33.8235294117647;38.0;39.0;36.833333333333336;34.0;39.0;49;39.64705882352941;39.0;42.0;50.0;38.0;31.0;36.88235294117647;0;17;17;0;8;8;0;1;30.0;1;2;32.0;1;3;41.0;1;1;38.0;1;2;39.0;1;2;34.0;1;3;42.0;1;2;45;1;2;3;42.46666666666667
789;30.066666666666666;34.294117647058826;28.0;40.0;32.80555555555556;31.0;22.666666666666668;0;33.588235294117645;33.0;39.0;41.0;37.0;30.5;35.411764705882355;1;19;17;2;8;7;1;1;34.0;1;2;40.0;1;3;44.0;1;1;29.0;2;2;43.0;1;2;34.0;1;3;30.0;1;2;32;1;2;2;34.8
791;35.733333333333334;38.76470588235294;31.0;44.0;37.5;30.0;36.0;35;40.1764705882353;37.0;43.0;50.0;45.0;41.0;38.294117647058826;0;17;17;0;8;8;0;1;43.0;1;2;30.0;1;3;43.0;1;1;40.0;1;2;37.0;1;2;36.0;1;3;40.0;1;2;45;1;2;3;40.86666666666667
792;38.2;36.64705882352941;34.5;43.0;39.888888888888886;36.0;44.0;40;36.38235294117647;30.0;39.0;50.0;44.0;32.0;37.529411764705884;0;17;17;0;8;8;0;1;37.0;1;2;36.0;1;3;34.0;1;1;41.0;1;2;40.0;1;2;36.0;1;3;41.0;1;2;35;1;2;3;42.333333333333336
793;42.266666666666666;39.64705882352941;31.0;45.0;40.94444444444444;39.0;40.0;41;41.588235294117645;38.0;44.0;50.0;42.0;33.0;38.94117647058823;0;17;17;0;8;8;0;1;37.0;1;2;40.0;1;3;44.0;1;1;38.0;1;2;39.0;1;2;34.0;1;3;45.0;1;2;39;1;2;3;40.93333333333333
794;36.8;35.6;33.0;0.0;35.294117647058826;30.0;0.0;0;37.8;38.0;36.0;0.0;42.0;42.0;32.57142857142857;0;13;13;0;6;6;0;1;0.0;0;2;32.0;1;3;34.0;1;1;34.0;1;2;38.0;1;2;34.0;1;3;40.0;1;2;0;0;2;1;22.666666666666668
800;40.13333333333333;34.588235294117645;30.0;41.0;37.166666666666664;31.0;39.0;49;40.11764705882353;33.0;41.0;42.0;43.0;47.0;35.6764705882353;1;20;17;3;8;7;1;1;33.0;1;2;28.5;2;3;41.0;1;1;34.0;1;2;39.0;1;2;34.0;1;3;45.0;1;2;38;1;2;3;40.46666666666667
801;29.9;34.294117647058826;28.0;42.0;32.666666666666664;32.0;23.0;41;36.88235294117647;35.0;37.0;45.0;45.0;35.0;35.1764705882353;1;20;17;3;8;7;1;1;30.0;1;2;27.0;2;3;43.0;1;1;34.0;1;2;37.0;1;2;34.0;1;3;46.0;1;2;39;1;2;2;38.333333333333336
803;37.8;35.588235294117645;33.0;42.0;37.888888888888886;41.0;36.0;41;38.88235294117647;33.0;39.0;46.0;41.0;48.0;35.76470588235294;1;20;17;3;8;7;1;1;39.0;1;2;26.0;2;3;45.0;1;1;34.0;1;2;40.0;1;2;37.0;1;3;35.0;1;2;39;1;2;2;39.4
807;35.6;35.794117647058826;32.0;42.0;36.52777777777778;28.5;37.0;50;38.23529411764706;39.0;42.0;40.0;34.0;45.0;37.529411764705884;1;19;17;2;8;7;1;1;43.0;1;2;37.0;1;3;45.0;1;1;27.0;2;2;42.0;1;2;36.0;1;3;42.0;1;2;33;1;2;2;36.666666666666664
809;38.0;36.411764705882355;41.0;46.0;38.0;39.0;45.0;50;40.64705882352941;41.0;44.0;35.0;39.0;46.0;38.588235294117645;0;17;17;0;8;8;0;1;38.0;1;2;35.0;1;3;45.0;1;1;33.0;1;2;41.0;1;2;38.0;1;3;42.0;1;2;42;1;2;3;44.333333333333336
810;39.46666666666667;38.705882352941174;36.0;41.0;37.111111111111114;36.0;35.0;38;36.088235294117645;34.0;39.0;38.0;38.0;45.0;36.8235294117647;2;22;17;5;8;8;0;1;46.0;1;2;31.0;2;3;45.0;1;1;31.5;2;2;39.0;1;2;33.0;1;3;41.0;1;2;37;1;2;2;38.13333333333333
811;38.93333333333333;37.88235294117647;41.0;38.0;41.166666666666664;33.0;44.0;47;42.11764705882353;44.0;44.0;50.0;41.0;45.0;40.11764705882353;0;17;17;0;8;8;0;1;44.0;1;2;37.0;1;3;46.0;1;1;41.0;1;2;41.0;1;2;39.0;1;3;43.0;1;2;35;1;2;4;45.4
813;39.93333333333333;37.588235294117645;40.0;41.0;37.388888888888886;30.0;44.0;46;41.05882352941177;39.0;47.0;37.0;37.0;46.0;39.94117647058823;0;17;17;0;8;8;0;1;40.0;1;2;40.0;1;3;45.0;1;1;38.0;1;2;41.0;1;2;38.0;1;3;41.0;1;2;40;1;2;3;43.733333333333334
819;39.0;40.23529411764706;43.0;42.0;40.833333333333336;33.0;41.0;45;40.588235294117645;40.0;40.0;48.0;46.0;34.0;44.11764705882353;0;17;17;0;8;8;0;1;45.0;1;2;43.0;1;3;46.0;1;1;43.0;1;2;44.0;1;2;41.0;1;3;46.0;1;2;48;1;2;3;44.0
820;38.86666666666667;35.61764705882353;36.0;40.0;36.833333333333336;36.0;34.0;47;40.294117647058826;36.0;38.0;44.0;43.0;39.0;37.94117647058823;0;17;17;0;8;8;0;1;42.0;1;2;33.0;1;3;37.0;1;1;38.0;1;2;47.0;1;2;37.0;1;3;34.0;1;2;38;1;2;2;39.733333333333334
821;40.733333333333334;36.1764705882353;41.0;46.0;38.94444444444444;31.0;42.0;39;40.1764705882353;44.0;43.0;42.0;43.0;43.0;41.588235294117645;0;17;17;0;8;8;0;1;44.0;1;2;37.0;1;3;46.0;1;1;41.0;1;2;43.0;1;2;40.0;1;3;42.0;1;2;45;1;2;3;41.733333333333334
822;40.06666666666667;34.38235294117647;30.0;42.0;37.333333333333336;32.0;38.0;49;37.411764705882355;30.0;37.0;43.0;47.0;36.0;41.94117647058823;0;17;17;0;8;8;0;1;46.0;1;2;38.0;1;3;46.0;1;1;42.0;1;2;47.0;1;2;39.0;1;3;38.0;1;2;45;1;2;4;46.0
824;35.0;33.470588235294116;39.0;32.0;39.611111111111114;39.0;40.0;31;41.1764705882353;38.0;37.0;43.0;48.0;44.0;39.11764705882353;1;19;17;2;8;7;1;1;25.0;2;2;39.0;1;3;45.0;1;1;39.0;1;2;39.0;1;2;39.0;1;3;45.0;1;2;45;1;2;3;40.666666666666664
825;36.13333333333333;36.1764705882353;35.0;47.0;36.80555555555556;29.5;37.0;50;34.8235294117647;33.0;42.0;46.0;41.0;11.0;36.205882352941174;1;20;17;3;8;8;0;1;31.0;1;2;32.5;2;3;37.0;1;1;30.0;1;2;39.0;1;2;37.0;1;3;37.0;1;2;48;1;2;3;41.266666666666666
826;40.266666666666666;36.85294117647059;41.0;39.0;36.55555555555556;31.0;37.0;47;37.294117647058826;31.0;39.0;42.0;35.0;46.0;38.05882352941177;0;17;17;0;8;8;0;1;42.0;1;2;30.0;1;3;46.0;1;1;33.0;1;2;36.0;1;2;37.0;1;3;46.0;1;2;43;1;2;3;40.46666666666667
827;40.733333333333334;36.55882352941177;42.0;46.0;36.55555555555556;30.0;41.0;46;42.23529411764706;42.0;42.0;45.0;43.0;46.0;38.64705882352941;0;17;17;0;8;8;0;1;39.0;1;2;32.0;1;3;46.0;1;1;30.0;1;2;41.0;1;2;37.0;1;3;46.0;1;2;46;1;2;3;44.8
829;38.6;32.86666666666667;31.0;0.0;33.911764705882355;23.5;23.0;0;33.583333333333336;0.0;30.0;0.0;35.0;39.0;28.5;0;5;5;0;2;1;1;2;45.0;1;2;27.0;1;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;23.333333333333332
831;39.6;33.294117647058826;30.0;32.0;33.157407407407405;34.0;32.0;50;34.76470588235294;30.0;38.0;45.0;42.0;32.0;36.85294117647059;1;20;17;3;8;7;1;1;43.0;1;2;29.5;2;3;43.0;1;1;32.0;1;2;41.0;1;2;37.0;1;3;39.0;1;2;37;1;2;2;38.0
832;38.2;35.529411764705884;36.0;45.0;35.05555555555556;28.0;44.0;45;38.0;34.0;40.0;41.0;42.0;48.0;38.76470588235294;1;20;17;3;8;8;0;1;43.0;1;2;33.0;2;3;44.0;1;1;36.0;1;2;47.0;1;2;36.0;1;3;44.0;1;2;34;1;2;3;42.4
834;36.2;31.058823529411764;30.5;47.0;30.970588235294116;27.5;31.0;0;36.23529411764706;31.0;30.0;46.5;38.0;39.0;38.64705882352941;0;17;17;0;8;8;0;1;46.0;1;2;30.0;1;3;45.0;1;1;33.0;1;2;40.0;1;2;38.0;1;3;42.0;1;2;43;1;2;2;38.4
839;36.46666666666667;34.8235294117647;22.0;46.0;39.27777777777778;30.0;40.0;0;37.470588235294116;33.0;33.0;43.0;46.0;45.0;37.94117647058823;1;19;17;2;8;7;1;1;36.0;1;2;40.0;1;3;46.0;1;1;44.0;1;2;40.0;1;2;37.0;1;3;43.0;1;2;21;2;2;3;40.46666666666667
840;34.86666666666667;35.85294117647059;34.0;43.0;38.888888888888886;30.0;37.0;0;39.8235294117647;33.0;41.0;40.0;46.0;42.0;36.26470588235294;2;22;17;5;8;8;0;1;30.0;1;2;32.5;2;3;44.0;1;1;32.5;2;2;39.0;1;2;36.0;1;3;39.0;1;2;43;1;2;3;41.93333333333333
841;34.03333333333333;33.94117647058823;32.0;46.0;35.8235294117647;35.0;39.0;0;32.76470588235294;36.0;43.0;15.5;26.0;39.0;38.23529411764706;1;21;17;4;8;7;1;1;44.0;1;2;40.0;1;3;45.0;1;1;27.0;3;2;40.0;1;2;39.0;1;3;41.0;1;2;32;1;2;2;34.8
842;38.93333333333333;37.705882352941174;42.0;44.0;35.44444444444444;38.0;40.0;47;40.5;33.5;44.0;43.0;45.0;45.0;39.705882352941174;0;17;17;0;8;8;0;1;41.0;1;2;35.0;1;3;46.0;1;1;39.0;1;2;46.0;1;2;36.0;1;3;42.0;1;2;40;1;2;3;41.86666666666667
843;35.93333333333333;31.41176470588235;30.0;40.0;33.861111111111114;25.0;29.0;46;38.14705882352941;38.0;36.0;44.0;37.0;50.0;40.35294117647059;0;17;17;0;8;8;0;1;45.0;1;2;40.0;1;3;45.0;1;1;37.0;1;2;41.0;1;2;35.0;1;3;38.0;1;2;47;1;2;2;37.733333333333334
844;38.733333333333334;40.411764705882355;30.0;46.0;38.638888888888886;32.5;44.0;48;40.411764705882355;37.0;43.0;43.0;43.0;45.0;41.470588235294116;0;17;17;0;8;8;0;1;41.0;1;2;32.0;1;3;50.0;1;1;43.0;1;2;41.0;1;2;41.0;1;3;45.0;1;2;48;1;2;3;42.666666666666664
845;37.733333333333334;29.676470588235293;32.0;13.0;24.283333333333335;9.75;0.0;0;35.3;0.0;0.0;44.0;30.0;34.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
846;32.95;32.0;35.0;27.0;33.30555555555556;31.5;39.0;37;35.705882352941174;34.0;37.0;39.0;41.0;39.0;37.94117647058823;0;17;17;0;8;8;0;1;41.0;1;2;32.0;1;3;45.0;1;1;31.0;1;2;39.0;1;2;40.0;1;3;43.0;1;2;38;1;2;2;38.06666666666667
847;36.75555555555555;34.470588235294116;31.0;46.0;41.611111111111114;32.0;41.0;48;41.05882352941177;40.0;43.0;47.0;41.0;45.0;41.470588235294116;0;17;17;0;8;8;0;1;50.0;1;2;42.0;1;3;46.0;1;1;32.0;1;2;44.0;1;2;35.0;1;3;39.0;1;2;49;1;2;3;42.53333333333333
850;37.13333333333333;34.411764705882355;34.0;39.0;38.333333333333336;36.0;37.0;0;37.88235294117647;41.0;40.0;44.0;34.0;42.0;38.35294117647059;0;17;17;0;8;8;0;1;40.0;1;2;37.0;1;3;40.0;1;1;38.0;1;2;43.0;1;2;39.0;1;3;30.0;1;2;41;1;2;3;40.0
851;37.03333333333333;34.94117647058823;33.0;42.0;40.388888888888886;32.0;31.5;47;37.64705882352941;35.0;38.0;46.0;40.0;35.0;38.705882352941174;0;17;17;0;8;8;0;1;45.0;1;2;39.0;1;3;35.0;1;1;39.0;1;2;34.0;1;2;34.0;1;3;42.0;1;2;42;1;2;3;41.6
853;39.86666666666667;38.76470588235294;39.0;43.0;38.27777777777778;31.0;45.0;0;38.38235294117647;38.0;39.0;44.5;34.0;39.0;39.705882352941174;0;17;17;0;8;8;0;1;49.0;1;2;42.0;1;3;37.0;1;1;32.0;1;2;40.0;1;2;36.0;1;3;38.0;1;2;43;1;2;2;38.2
854;40.8;38.529411764705884;44.0;43.0;36.55555555555556;34.0;45.0;44;39.23529411764706;32.0;45.0;45.0;41.0;48.0;41.05882352941177;0;17;17;0;8;8;0;1;45.0;1;2;38.0;1;3;44.0;1;1;43.0;1;2;46.0;1;2;38.0;1;3;38.0;1;2;41;1;2;3;44.46666666666667
860;36.666666666666664;38.23529411764706;39.0;42.0;37.388888888888886;31.0;40.0;44;40.94117647058823;36.0;41.0;47.0;44.0;48.0;42.05882352941177;0;17;17;0;8;8;0;1;41.0;1;2;39.0;1;3;46.0;1;1;37.0;1;2;47.0;1;2;40.0;1;3;43.0;1;2;48;1;2;3;44.2
866;38.93333333333333;38.05882352941177;34.0;44.0;37.111111111111114;30.0;34.0;0;41.94117647058823;38.0;43.0;45.0;49.0;47.0;43.8235294117647;0;17;17;0;8;8;0;1;50.0;1;2;39.0;1;3;45.0;1;1;46.0;1;2;40.0;1;2;41.0;1;3;46.0;1;2;48;1;2;3;44.733333333333334
868;37.6;38.8235294117647;33.0;45.0;35.833333333333336;35.0;37.0;46;43.11764705882353;39.0;43.0;47.0;46.0;48.0;39.23529411764706;0;17;17;0;8;8;0;1;43.0;1;2;31.0;1;3;44.0;1;1;37.0;1;2;43.0;1;2;38.0;1;3;38.0;1;2;47;1;2;3;44.2
874;34.53333333333333;25.676470588235293;30.0;45.0;0.0;0.0;0.0;0;27.333333333333332;0.0;0.0;0.0;41.0;0.0;0.0;0;0;0;0;0;0;0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;0.0
876;38.2;37.3235294117647;38.0;49.0;41.27777777777778;41.0;37.0;46;41.64705882352941;39.0;43.0;45.0;48.0;39.0;40.588235294117645;0;17;17;0;8;8;0;1;40.0;1;2;36.0;1;3;45.0;1;1;37.0;1;2;41.0;1;2;41.0;1;3;42.0;1;2;47;1;2;4;46.93333333333333
