NOTA_EI_UNO,VECES_EI_UNO,CREDITOS_EI_UNO,NOTA_EI_DOS,VECES_EI_DOS,CREDITOS_EI_DOS,NOTA_GEO_SAL,VECES_GEO_SAL,CREDITOS_GEO_SAL,NOTA_PDI,VECES_PDI,CREDITOS_PDI,NOTA_PROCC,VECES_PROCC,CREDITOS_PROCC,NOTA_AVAP,VECES_AVAP,CREDITOS_AVAP,NOTA_ECONOMET,VECES_ECONOMET,CREDITOS_ECONOMET,CAR_SIETE,NCC_SIETE,NCA_SIETE,NCP_SIETE,NAC_SIETE,NAA_SIETE,NAP_SIETE,EPA_SIETE,ESTADO SIETE,PROMEDIO_OCHO
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,39,1,2,32,1,3,33,1,3,44,1,2,35,1,2,38,1,2,0,16,16,0,7,7,0,1,1,41.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,32,1,2,39,1,3,35,2,3,43,1,2,40,1,2,30,1,2,1,16,16,0,7,7,0,1,1,37.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,44,1,2,48,1,3,37,1,3,48,1,2,33,1,2,34,2,2,1,16,16,0,7,7,0,1,1,37.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,44,1,2,48,1,3,36,1,3,46,1,2,33,1,2,38,1,2,0,16,16,0,7,7,0,1,1,41.64285714
34,1,2,30,1,2,43,1,3,33,1,3,39,1,2,39,1,2,33,1,2,0,16,16,0,7,7,0,1,1,36.78571429
35,2,2,39,1,2,42,1,3,30,1,3,38,1,2,39,1,2,34,2,2,2,16,16,0,7,7,0,1,1,37.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
49,1,2,40,1,2,42,1,3,42,1,3,42,1,2,39,1,2,42,1,2,0,16,16,0,7,7,0,1,1,37.07142857
41,1,2,30,1,2,37,1,3,38,1,3,39,1,2,38,1,2,37,1,2,0,16,16,0,7,7,0,1,1,40
42,1,2,43,1,2,40,1,3,35,1,3,35,1,2,32,1,2,35,1,2,0,16,16,0,7,7,0,1,1,38.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,38,1,2,42,1,3,37,1,3,43,1,2,41,1,2,42,1,2,0,16,16,0,7,7,0,1,1,41.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,44,1,2,48,1,3,30,1,3,39,1,2,36,1,2,32,1,2,0,16,16,0,7,7,0,1,1,37.28571429
45,1,2,33,1,2,45,1,3,36,1,3,40,1,2,41,1,2,38,1,2,0,16,16,0,7,7,0,1,1,35.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,35,1,2,35,1,3,42,1,3,40,1,2,35,1,2,38,1,2,0,16,16,0,7,7,0,1,1,38.71428571
43,1,2,43,1,2,38,1,3,41,1,3,44,1,2,41,1,2,41,1,2,0,16,16,0,7,7,0,1,1,41
40,1,2,43,1,2,45,1,3,35,1,3,41,1,2,37,1,2,45,2,2,1,16,16,0,7,7,0,1,1,39.21428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,43,1,2,43,1,3,34,1,3,49,1,2,36,1,2,35,1,2,0,16,16,0,7,7,0,1,1,37.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,43,1,2,34,1,3,46,1,3,40,1,2,32,1,2,34,1,2,0,16,16,0,7,7,0,1,1,37.07142857
41,1,2,33,1,2,48,1,3,38,1,3,43,1,2,31,1,2,40,2,2,1,16,16,0,7,7,0,1,1,36.78571429
43,1,2,37,1,2,37,1,3,36,1,3,42,1,2,40,1,2,30,1,2,0,16,16,0,7,7,0,1,1,39.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
36,1,2,31,1,2,45,1,3,31,2,3,44,1,2,43,1,2,31,1,2,1,16,16,0,7,7,0,1,1,37.42857143
48,1,2,37,1,2,36,1,3,44,1,3,46,1,2,38,1,2,34,2,2,1,16,16,0,7,7,0,1,1,38.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,2,43,1,2,46,1,3,34,1,3,49,1,2,37,1,2,39,1,2,0,16,16,0,7,7,0,1,1,38.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,35,1,2,47,1,3,40,1,3,50,1,2,38,1,2,34,1,2,0,16,16,0,7,7,0,1,1,37.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,31,1,2,44,1,3,39,2,3,36,1,2,30,2,2,32,1,2,2,16,16,0,7,7,0,1,1,36.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,40,1,2,45,1,3,34,1,3,44,1,2,38,1,2,42,1,2,0,16,16,0,7,7,0,1,1,38.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,43,1,2,44,1,3,36,2,3,47,1,2,32,1,2,37,1,2,1,16,16,0,7,7,0,1,1,38.92857143
41,1,2,44,1,2,37,1,3,39,1,3,46,1,2,43,1,2,33,1,2,0,16,16,0,7,7,0,1,1,41.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,42,1,2,45,1,3,32,1,3,38,1,2,36,1,2,39,1,2,0,16,16,0,7,7,0,1,1,36.5
41,1,2,35,1,2,40,1,3,36,1,3,50,1,2,37,1,2,37,1,2,0,16,16,0,7,7,0,1,1,36.71428571
42,1,2,33,1,2,37,2,3,38,1,3,46,1,2,41,1,2,37,2,2,2,16,16,0,7,7,0,1,1,34.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,47,1,2,33,1,3,38,1,3,44,1,2,42,1,2,40,1,2,0,16,16,0,7,7,0,1,1,38.21428571
43,1,2,44,1,2,40,1,3,32,1,3,39,1,2,41,1,2,33,1,2,0,16,16,0,7,7,0,1,1,37
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,46,1,2,34,1,3,30,1,3,45,1,2,38,1,2,33,1,2,0,16,16,0,7,7,0,1,1,39.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,37,1,2,42,1,3,30,1,3,50,1,2,36,1,2,41,1,2,0,16,16,0,7,7,0,1,1,37.07142857
33,1,2,41,1,2,40,1,3,36,1,3,44,1,2,37,2,2,34,1,2,1,16,16,0,7,7,0,1,1,37.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,39,1,2,44,1,3,36,1,3,38,1,2,36,1,2,31,2,2,1,16,16,0,7,7,0,1,1,38.28571429
45,1,2,45,1,2,47,1,3,42,1,3,46,1,2,33,1,2,41,1,2,0,16,16,0,7,7,0,1,1,39.85714286
45,1,2,31,1,2,39,1,3,37,2,3,38,1,2,31,2,2,32,2,2,3,16,16,0,7,7,0,1,1,35.28571429
38,1,2,35,1,2,48,1,3,39,1,3,37,1,2,42,1,2,34,1,2,0,16,16,0,7,7,0,1,1,37.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,30,1,2,44,1,3,33,1,3,50,1,2,40,1,2,36,1,2,0,16,16,0,7,7,0,1,1,38.42857143
41,1,2,42,1,2,35,1,3,40,1,3,39,1,2,41,1,2,34,1,2,0,16,16,0,7,7,0,1,1,39.71428571
41,1,2,36,1,2,42,1,3,35,1,3,39,1,2,41,1,2,38,1,2,0,16,16,0,7,7,0,1,1,40.35714286
42,1,2,31,1,2,45,1,3,36,1,3,37,1,2,30,2,2,32,1,2,1,16,16,0,7,7,0,1,1,33.42857143
38,1,2,41,1,2,48,1,3,43,1,3,45,1,2,38,1,2,40,1,2,0,16,16,0,7,7,0,1,1,37.64285714
43,1,2,31,1,2,39,1,3,40,1,3,50,1,2,38,1,2,42,2,2,1,16,16,0,7,7,0,1,1,35
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,33,1,2,45,1,3,38,2,3,50,1,2,37,1,2,45,2,2,2,16,16,0,7,7,0,1,1,40.14285714
43,1,2,36,1,2,43,1,3,32,1,3,47,1,2,33,2,2,39,1,2,1,16,16,0,7,7,0,1,1,37.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,40,1,2,38,1,3,33,2,3,35,1,2,35,2,2,34,1,2,2,16,16,0,7,7,0,1,1,37.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,39,1,2,46,1,3,44,1,3,48,1,2,40,1,2,34,1,2,0,16,16,0,7,7,0,1,1,36.64285714
37,1,2,46,1,2,48,1,3,50,1,3,40,1,2,37,1,2,33,1,2,0,16,16,0,7,7,0,1,1,38.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,30,1,2,42,1,3,45,1,3,47,1,2,39,1,2,39,1,2,0,16,16,0,7,7,0,1,1,35.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,30,1,2,41,1,3,33,1,3,50,1,2,38,1,2,33,1,2,0,16,16,0,7,7,0,1,1,36.91666667
37,1,2,46,1,2,46,1,3,41,1,3,49,1,2,31,1,2,39,1,2,0,16,16,0,7,7,0,1,1,37.78571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
35,1,2,42,1,2,47,1,3,44,1,3,34,1,2,34,1,2,34,1,2,0,16,16,0,7,7,0,1,1,38.35714286
31,1,2,41,1,2,44,1,3,37,1,3,43,1,2,34,1,2,36,1,2,0,16,16,0,7,7,0,1,1,36.92857143
45,1,2,38,1,2,42,1,3,33,1,3,50,1,2,39,1,2,38,1,2,0,16,16,0,7,7,0,1,1,37.5
45,1,2,0,0,2,0,0,3,5,1,3,0,0,2,0,0,2,0,0,2,0,16,2,14,2,1,6,2,3,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,34,1,2,39,1,3,30,2,3,48,1,2,38,1,2,37,1,2,1,16,16,0,7,7,0,1,1,34.14285714
35,1,2,43,1,2,42,1,3,37,1,3,50,1,2,30,1,2,40,1,2,0,16,16,0,7,7,0,1,1,36.78571429
42,1,2,33,1,2,40,1,3,30,2,3,49,1,2,34,1,2,40,1,2,1,16,16,0,7,7,0,1,1,40
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,39,1,2,46,1,3,32,1,3,48,1,2,38,2,2,31,1,2,1,16,16,0,7,7,0,1,1,36.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,39,1,2,41,1,3,32,1,3,46,1,2,30,1,2,39,1,2,0,16,16,0,7,7,0,1,1,37.42857143
39,1,2,30,1,2,40,1,3,33,1,3,30,1,2,39,1,2,31,1,2,0,16,16,0,7,7,0,1,1,35.71428571
39,1,2,34,1,2,40,1,3,33,1,3,42,1,2,35,1,2,37,1,2,0,16,16,0,7,7,0,1,1,37.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,37,1,2,43,1,3,32,1,3,45,1,2,35,1,2,35,1,2,0,16,16,0,7,7,0,1,1,37.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,41,1,2,40,1,3,30,1,3,48,1,2,41,1,2,47,1,2,0,16,16,0,7,7,0,1,1,38.42857143
0,0,2,0,0,2,0,0,3,4,1,3,0,0,2,0,0,2,0,0,2,0,16,0,16,1,0,7,2,3,33
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,33,1,2,37,1,3,34,1,3,46,1,2,31,1,2,30,1,2,0,16,16,0,7,7,0,1,1,36.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
15,2,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,1,16,0,16,1,0,7,2,3,0
0,0,2,0,0,2,0,0,3,31,1,3,0,0,2,0,0,2,0,0,2,0,16,3,13,1,1,6,2,3,38
39,1,2,49,1,2,32,1,3,31,2,3,44,1,2,30,1,2,35,3,2,2,16,16,0,7,7,0,2,3,32.08333333
44,1,2,45,1,2,33,1,3,37,1,3,42,1,2,35,1,2,37,1,2,0,16,16,0,7,7,0,1,1,40.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,43,1,2,37,1,3,34,1,3,30,1,2,30,1,2,32,1,2,0,16,16,0,7,7,0,1,1,38.21428571
0,0,2,0,0,2,0,0,3,11,1,3,0,0,2,0,0,2,0,0,2,0,16,0,16,1,0,7,2,3,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,38,1,2,44,1,3,31,1,3,48,1,2,36,1,2,31,2,2,1,16,16,0,7,7,0,1,1,38.71428571
45,1,2,42,1,2,37,1,3,33,1,3,50,1,2,36,1,2,34,1,2,0,16,16,0,7,7,0,1,1,35.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
40,1,2,46,1,2,31,2,3,30,1,3,42,1,2,37,1,2,36,2,2,2,16,16,0,7,7,0,1,1,38.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
44,1,2,39,1,2,48,1,3,32,1,3,44,1,2,40,1,2,41,1,2,0,16,16,0,7,7,0,1,1,38.92857143
39,1,2,45,1,2,42,1,3,38,1,3,50,1,2,39,1,2,36,1,2,0,16,16,0,7,7,0,1,1,38.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
45,1,2,41,1,2,48,1,3,45,1,3,45,1,2,40,1,2,30,1,2,0,16,16,0,7,7,0,1,1,40.57142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
33,1,2,43,1,2,45,1,3,32,1,3,38,1,2,30,1,2,35,1,2,0,16,16,0,7,7,0,1,1,40.21428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
43,1,2,46,1,2,37,1,3,40,1,3,50,1,2,34,1,2,40,1,2,0,16,16,0,7,7,0,1,1,40.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,43,1,2,35,1,3,35,1,3,35,1,2,30,1,2,30,2,2,1,16,16,0,7,7,0,1,1,34.92857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
39,1,2,38,1,2,36,1,3,40,1,3,46,1,2,38,1,2,37,1,2,0,16,16,0,7,7,0,1,1,41.78571429
46,1,2,34,1,2,47,1,3,42,1,3,45,1,2,34,1,2,39,1,2,0,16,16,0,7,7,0,1,1,38.14285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,39,1,2,42,1,3,43,1,3,34,1,2,37,1,2,34,1,2,0,16,16,0,7,7,0,1,1,36.64285714
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
48,1,2,30,1,2,41,1,3,31,1,3,48,1,2,40,1,2,31,2,2,1,16,16,0,7,7,0,1,1,36.42857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
47,1,2,46,1,2,34,1,3,42,1,3,46,1,2,34,1,2,42,1,2,0,16,16,0,7,7,0,1,1,40.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
41,1,2,31,1,2,41,1,3,41,1,3,50,2,2,34,2,2,36,1,2,2,16,16,0,7,7,0,1,1,35.35714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
50,1,2,43,1,2,32,1,3,41,1,3,40,1,2,41,1,2,39,1,2,0,16,16,0,7,7,0,1,1,37.35714286
36,1,2,0,0,2,0,0,3,30,2,3,40,1,2,30,1,2,35,1,2,1,16,11,5,5,5,2,1,1,40.5
40,1,2,0,0,2,0,0,3,25,1,3,34,1,2,38,1,2,0,0,2,0,16,6,10,4,3,4,2,3,27
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
42,1,2,42,1,2,42,1,3,43,1,3,50,1,2,32,1,2,35,1,2,0,16,16,0,7,7,0,1,1,37.92857143
45,1,2,39,1,2,41,1,3,30,1,3,47,1,2,38,1,2,35,1,2,0,16,16,0,7,7,0,1,1,37.14285714
46,1,2,40,1,2,37,1,3,38,1,3,50,1,2,37,1,2,38,1,2,0,16,16,0,7,7,0,1,1,40.71428571
33,1,2,41,1,2,30,1,3,38,1,3,47,1,2,37,1,2,30,1,2,0,16,16,0,7,7,0,1,1,33.28571429
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
34,1,2,40,1,2,43,1,3,38,1,3,44,1,2,32,1,2,31,1,2,0,16,16,0,7,7,0,1,1,35.21428571
41,1,2,38,1,2,39,1,3,32,1,3,35,1,2,38,1,2,35,1,2,0,16,16,0,7,7,0,1,1,36.14285714
41,1,2,44,2,2,48,1,3,38,2,3,48,1,2,39,1,2,40,1,2,2,16,16,0,7,7,0,1,1,38.5
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,30,1,2,47,1,3,34,1,3,34,1,2,41,1,2,39,1,2,0,16,16,0,7,7,0,1,1,34.35714286
46,1,2,30,1,2,40,1,3,40,1,3,34,1,2,46,1,2,38,1,2,0,16,16,0,7,7,0,1,1,37.64285714
42,1,2,34,1,2,42,1,3,38,2,3,47,1,2,39,1,2,39,1,2,1,16,16,0,7,7,0,1,1,38.07142857
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
46,1,2,41,1,2,46,1,3,40,1,3,47,1,2,38,1,2,44,1,2,0,16,16,0,7,7,0,1,1,39.42857143
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
38,1,2,41,1,2,32,1,3,31,1,3,50,1,2,34,1,2,42,1,2,0,16,16,0,7,7,0,1,1,41.57142857
46,1,2,42,1,2,48,1,3,38,1,3,42,1,2,45,1,2,45,1,2,0,16,16,0,7,7,0,1,1,40.14285714
48,1,2,40,1,2,47,1,3,40,1,3,49,1,2,41,1,2,39,1,2,0,16,16,0,7,7,0,1,1,39.71428571
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
37,1,2,43,1,2,45,1,3,31,1,3,49,1,2,42,1,2,41,1,2,0,16,16,0,7,7,0,1,1,38.21428571
38,1,2,45,1,2,48,1,3,41,1,3,44,1,2,45,1,2,43,1,2,0,16,16,0,7,7,0,1,1,44.35714286
46,1,2,30,1,2,47,1,3,33,1,3,45,1,2,32,1,2,39,1,2,0,16,16,0,7,7,0,1,1,38.85714286
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
0,0,2,0,0,2,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
